actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
95,PT04M28.00S,2024-11-07T03:30:39.0Z,1,REGULAR,steal,,[],201935,,,1610612746,17,16,2024-11-07T03:30:40Z,910000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2024-11-07T03:30:48.6Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,17,16,2024-11-07T03:30:57Z,920000,False,,,0,,J. Harden lost ball out-of-bounds TURNOVER (1 TO),[201935],1610612746.0,LAC,lost ball,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2024-11-07T03:31:12.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,24.52365308804205,31.127450980392158,1610612755,17,18,2024-11-07T03:31:17Z,930000,False,94.0,178.0,1,left,T. Maxey 20' step back Jump Shot (5 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,20.15,Made,5.0,,,,,,,,,,,
98,PT03M50.00S,2024-11-07T03:31:31.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612746,17,18,2024-11-07T03:32:00Z,940000,False,,,0,,T. Maxey personal FOUL (1 PF) (Harden 2 FT),"[1630178, 201935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,202058.0,,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,
100,PT03M50.00S,2024-11-07T03:32:01.2Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,17,18,2024-11-07T03:32:01Z,960000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
101,PT03M50.00S,2024-11-07T03:32:01.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,17,18,2024-11-07T03:32:01Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,
102,PT03M50.00S,2024-11-07T03:32:04.2Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,17,18,2024-11-07T03:32:09Z,980000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2024-11-07T03:32:04.2Z,1,REGULAR,substitution,in,[],201587,,,1610612746,17,18,2024-11-07T03:32:09Z,990000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M50.00S,2024-11-07T03:32:22.6Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,18,18,2024-11-07T03:32:22Z,1000000,False,,,0,,J. Harden Free Throw 2 of 2 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
105,PT03M33.00S,2024-11-07T03:32:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,28.991458607095925,26.225490196078432,1610612755,18,18,2024-11-07T03:34:22Z,1010000,False,119.0,220.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,25.01,Missed,,,,,,,,,,,,
106,PT03M30.00S,2024-11-07T03:32:43.8Z,1,REGULAR,rebound,offensive,[],201569,,,1610612755,18,18,2024-11-07T03:34:22Z,1020000,False,,,0,,E. Gordon REBOUND (Off:1 Def:0),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,105.0,1.0,0.0,1.0,,,,
107,PT03M27.00S,2024-11-07T03:32:46.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,5.863994743758213,95.34313725490196,1610612755,18,21,2024-11-07T03:32:51Z,1030000,False,-227.0,3.0,1,left,C. Martin 3PT  (7 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612755.0,PHI,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,,22.67,Made,7.0,K. Lowry,200768.0,1.0,,,,,,,,
109,PT03M18.00S,2024-11-07T03:32:54.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630539,92.85479632063075,49.50980392156863,1610612746,20,21,2024-11-07T03:32:58Z,1050000,False,-2.0,15.0,1,right,K. Jones alley-oop DUNK (2 PTS) (J. Harden 3 AST),"[1630539, 201935]",1610612746.0,LAC,alley-oop,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,1.49,Made,2.0,J. Harden,201935.0,3.0,,,,,,,,
111,PT03M04.00S,2024-11-07T03:33:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.046649145860711,47.30392156862745,1610612755,20,23,2024-11-07T03:33:22Z,1070000,False,13.0,14.0,1,left,T. Maxey driving Layup (7 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,1.92,Made,7.0,,,,,,,,,,,
112,PT03M04.00S,2024-11-07T03:33:17.9Z,1,REGULAR,foul,personal,['1freethrow'],1630539,,,1610612755,20,23,2024-11-07T03:33:30Z,1080000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630539, 1630178]",1610612746.0,LAC,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,202058.0,,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,
114,PT03M04.00S,2024-11-07T03:33:25.2Z,1,REGULAR,substitution,out,[],1629611,,,1610612755,20,23,2024-11-07T03:34:12Z,1100000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M04.00S,2024-11-07T03:33:25.2Z,1,REGULAR,substitution,out,[],1626181,,,1610612755,20,23,2024-11-07T03:34:12Z,1110000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M04.00S,2024-11-07T03:33:25.2Z,1,REGULAR,substitution,in,[],1629645,,,1610612755,20,23,2024-11-07T03:34:12Z,1120000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2024-11-07T03:33:25.2Z,1,REGULAR,substitution,in,[],1627739,,,1610612755,20,23,2024-11-07T03:34:12Z,1130000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M04.00S,2024-11-07T03:33:46.8Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,20,24,2024-11-07T03:33:46Z,1140000,False,,,0,,T. Maxey Free Throw 1 of 1 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,
132,PT02M45.00S,2024-11-07T03:34:19.5Z,1,REGULAR,turnover,lost ball,[],1627739,,,1610612746,20,24,2024-11-07T03:44:15Z,1185000,False,,,0,,K. Dunn lost ball TURNOVER (1 TO),"[1627739, 1630178]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Maxey,1630178.0
133,PT02M45.00S,2024-11-07T03:34:19.5Z,1,REGULAR,steal,,[],1630178,,,1610612755,20,24,2024-11-07T03:38:13Z,1187500,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT02M26.00S,2024-11-07T03:34:28.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,7.835085413929041,56.127450980392155,1610612755,20,24,2024-11-07T03:38:13Z,1190000,False,-31.0,21.0,1,left,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,3.72,Missed,,,,,,,,,,,,
124,PT02M23.00S,2024-11-07T03:34:31.1Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,20,24,2024-11-07T03:35:15Z,1200000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,
125,PT02M02.00S,2024-11-07T03:34:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.5407358738502,48.03921568627451,1610612746,22,24,2024-11-07T03:34:55Z,1210000,False,-10.0,27.0,1,right,J. Harden driving Layup (5 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,2.87,Made,5.0,,,,,,,,,,,
126,PT01M51.00S,2024-11-07T03:35:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,6.258212877792378,49.01960784313725,1610612755,22,26,2024-11-07T03:35:09Z,1220000,False,5.0,6.0,1,left,G. Yabusele reverse Layup (2 PTS) (K. Lowry 2 AST),"[1627824, 200768]",1610612755.0,PHI,reverse,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,0.8,Made,2.0,K. Lowry,200768.0,2.0,,,,,,,,
128,PT01M29.00S,2024-11-07T03:35:25.4Z,1,REGULAR,3pt,Jump Shot,[],201935,64.60249671484888,56.61764705882353,1610612746,22,26,2024-11-07T03:38:43Z,1240000,False,33.0,280.0,1,right,MISS J. Harden 28' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,28.21,Missed,,,,,,,,,,,,
129,PT01M27.00S,2024-11-07T03:35:27.3Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,22,26,2024-11-07T03:35:27Z,1250000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,128.0,1.0,0.0,1.0,,,,
130,PT01M25.00S,2024-11-07T03:35:33.5Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612746,22,26,2024-11-07T03:35:40Z,1260000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629645],1610612746.0,LAC,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,203593.0,1.0,,,,,,,,,,,,,,,,,,
131,PT01M25.00S,2024-11-07T03:35:40.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,22,26,2024-11-07T03:35:40Z,1270000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,out,[],201935,,,1610612755,22,26,2024-11-07T03:39:00Z,1280000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,out,[],1630539,,,1610612755,22,26,2024-11-07T03:39:00Z,1290000,False,,,0,,SUB out: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,22,26,2024-11-07T03:39:00Z,1300000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,out,[],1628997,,,1610612755,22,26,2024-11-07T03:39:00Z,1310000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,in,[],1629599,,,1610612755,22,26,2024-11-07T03:39:00Z,1320000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,in,[],1627826,,,1610612755,22,26,2024-11-07T03:39:00Z,1330000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,in,[],1630231,,,1610612755,22,26,2024-11-07T03:39:00Z,1340000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M25.00S,2024-11-07T03:38:43.7Z,1,REGULAR,substitution,in,[],202331,,,1610612755,22,26,2024-11-07T03:39:00Z,1350000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M15.00S,2024-11-07T03:39:30.7Z,1,REGULAR,turnover,backcourt,[],202331,,,1610612755,22,26,2024-11-07T03:39:40Z,1360000,False,,,0,,P. George backcourt TURNOVER (3 TO),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,203593.0,3.0,,,,,,,,,,,,,,,,,,
143,PT00M50.70S,2024-11-07T03:40:08.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,79.71419185282524,63.970588235294116,1610612746,22,26,2024-11-07T03:40:12Z,1370000,False,70.0,138.0,1,right,MISS K. Porter Jr. 15' step back Shot,[1629645],1610612746.0,LAC,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,15.49,Missed,,,,,,,,,,,,
144,PT00M48.30S,2024-11-07T03:40:10.3Z,1,REGULAR,rebound,defensive,[],200768,,,1610612755,22,26,2024-11-07T03:40:10Z,1380000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,
145,PT00M43.70S,2024-11-07T03:40:14.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,28.07161629434954,14.950980392156863,1610612755,22,26,2024-11-07T03:41:14Z,1390000,False,175.0,211.0,1,left,MISS E. Gordon 27' running 3PT,[201569],1610612755.0,PHI,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,27.46,Missed,,,,,,,,,,,,
146,PT00M40.30S,2024-11-07T03:40:18.3Z,1,REGULAR,rebound,offensive,[],200768,,,1610612755,22,26,2024-11-07T03:40:23Z,1400000,False,,,0,,K. Lowry REBOUND (Off:1 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,145.0,2.0,1.0,1.0,,,,
147,PT00M38.60S,2024-11-07T03:40:20.0Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612755,22,26,2024-11-07T03:40:25Z,1410000,False,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 201587]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,,2.0,,,,,,,,,,,,,,,,,Batum,201587.0
148,PT00M38.60S,2024-11-07T03:40:20.0Z,1,REGULAR,steal,,[],201587,,,1610612746,22,26,2024-11-07T03:40:22Z,1420000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
149,PT00M34.40S,2024-11-07T03:40:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,90.09526938239159,49.01960784313725,1610612746,22,26,2024-11-07T03:40:30Z,1430000,False,-5.0,41.0,1,right,MISS A. Coffey running Layup,[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,4.09,Missed,,,,,,,,,,,,
150,PT00M34.00S,2024-11-07T03:40:24.7Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,22,26,2024-11-07T03:40:30Z,1440000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,149.0,2.0,1.0,1.0,,,,
151,PT00M34.00S,2024-11-07T03:40:28.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201587,94.40999984741211,50.0,1610612746,24,26,2024-11-07T03:41:55Z,1450000,False,0.0,0.0,1,right,N. Batum tip Layup (2 PTS),[201587],1610612746.0,LAC,tip,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,2.0,,,,,,,,,,,
152,PT00M15.20S,2024-11-07T03:40:49.3Z,1,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612755,24,26,2024-11-07T03:40:54Z,1460000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Gordon 2 FT),"[1627739, 201569]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,202901.0,,1.0,0.0,Gordon,201569.0,,,,,,,,,,,,,,
154,PT00M15.20S,2024-11-07T03:41:16.9Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612755,24,27,2024-11-07T03:41:16Z,1480000,False,,,0,,E. Gordon Free Throw 1 of 2 (1 PTS),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
155,PT00M15.20S,2024-11-07T03:41:16.9Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612755,24,27,2024-11-07T03:41:37Z,1490000,False,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
156,PT00M12.50S,2024-11-07T03:41:19.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,24,27,2024-11-07T03:41:37Z,1500000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,
157,PT00M02.20S,2024-11-07T03:41:49.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,67.09921156373193,61.76470588235294,1610612746,24,27,2024-11-07T03:43:28Z,1510000,False,59.0,257.0,1,right,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612746.0,LAC,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,26.34,Missed,,,,,,,,,,,,
158,PT00M01.10S,2024-11-07T03:41:50.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,24,27,2024-11-07T03:43:28Z,1520000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,157.0,3.0,2.0,1.0,,,,
159,PT00M00.00S,2024-11-07T03:41:53.0Z,1,REGULAR,period,end,[],0,,,1610612755,24,27,2024-11-07T03:41:53Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-07T03:45:11.6Z,2,REGULAR,substitution,out,['startperiod'],1627824,,,1610612755,24,27,2024-11-07T03:45:23Z,1540000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-07T03:45:11.6Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,24,27,2024-11-07T03:45:23Z,1550000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-07T03:45:57.0Z,2,REGULAR,period,start,[],0,,,1610612746,24,27,2024-11-07T03:45:57Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M41.00S,2024-11-07T03:45:57.8Z,2,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612746,24,27,2024-11-07T03:47:16Z,1570000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629645],1610612746.0,LAC,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,2.0,,,,,,,,,,,,,,,,,,
164,PT11M28.00S,2024-11-07T03:46:12.6Z,2,REGULAR,turnover,out-of-bounds,[],201569,,,1610612755,24,27,2024-11-07T03:46:17Z,1580000,False,,,0,,E. Gordon bad pass out-of-bounds TURNOVER (1 TO),[201569],1610612755.0,PHI,bad pass,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right,203593.0,1.0,,,,,,,,,,,,,,,,,,
165,PT11M12.00S,2024-11-07T03:46:35.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,89.96386333771353,53.18627450980392,1610612746,24,27,2024-11-07T03:47:40Z,1590000,False,16.0,42.0,1,right,MISS I. Zubac driving Hook,[1627826],1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.47,Missed,,,,,,,,,,,,
166,PT11M10.00S,2024-11-07T03:46:37.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,24,27,2024-11-07T03:47:40Z,1600000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,165.0,2.0,1.0,1.0,,,,
167,PT11M05.00S,2024-11-07T03:46:41.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630231,5.732588699080158,50.73529411764706,1610612755,24,29,2024-11-07T03:46:46Z,1610000,False,-4.0,1.0,1,left,K. Martin running alley-oop DUNK (2 PTS) (K. Lowry 3 AST),"[1630231, 200768]",1610612755.0,PHI,running alley-oop,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,0.4,Made,2.0,K. Lowry,200768.0,3.0,,,,,,,,
169,PT10M43.00S,2024-11-07T03:47:03.0Z,2,REGULAR,2pt,Jump Shot,[],201587,88.51839684625493,80.3921568627451,1610612746,24,29,2024-11-07T03:47:07Z,1630000,False,152.0,55.0,1,right,MISS N. Batum 16' pullup Shot,[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right,,,,,,,16.18,Missed,,,,,,,,,,,,
170,PT10M40.00S,2024-11-07T03:47:06.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,24,29,2024-11-07T03:47:07Z,1640000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,169.0,4.0,3.0,1.0,,,,
171,PT10M26.00S,2024-11-07T03:47:20.1Z,2,REGULAR,2pt,Jump Shot,[],202331,23.209592641261498,51.225490196078425,1610612755,24,31,2024-11-07T03:47:24Z,1650000,False,-6.0,166.0,1,left,P. George 16' pullup Jump Shot (8 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,16.58,Made,8.0,,,,,,,,,,,
172,PT10M06.00S,2024-11-07T03:47:39.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,93.51182654402102,42.40196078431372,1610612746,26,31,2024-11-07T03:47:43Z,1660000,False,-38.0,8.0,1,right,I. Zubac turnaround Hook (8 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,3.89,Made,8.0,,,,,,,,,,,
173,PT09M53.00S,2024-11-07T03:47:53.1Z,2,REGULAR,turnover,bad pass,[],203083,,,1610612755,26,31,2024-11-07T03:47:56Z,1670000,False,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 201587]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Batum,201587.0
174,PT09M53.00S,2024-11-07T03:47:53.1Z,2,REGULAR,steal,,[],201587,,,1610612746,26,31,2024-11-07T03:47:55Z,1680000,False,,,0,,N. Batum STEAL (2 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
175,PT09M48.00S,2024-11-07T03:47:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,93.38042049934296,49.50980392156863,1610612746,28,31,2024-11-07T03:48:04Z,1690000,False,-2.0,10.0,1,right,A. Coffey running reverse Layup (2 PTS) (K. Porter Jr. 1 AST),"[1629599, 1629645]",1610612746.0,LAC,running reverse,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Made,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,
177,PT09M26.00S,2024-11-07T03:48:22.4Z,2,REGULAR,turnover,out-of-bounds,[],201569,,,1610612755,28,31,2024-11-07T04:15:46Z,1710000,False,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (2 TO),[201569],1610612755.0,PHI,lost ball,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Left,202901.0,2.0,,,,,,,,,,,,,,,,,,
178,PT09M26.00S,2024-11-07T03:48:29.2Z,2,REGULAR,substitution,out,[],1629645,,,1610612746,28,31,2024-11-07T03:48:43Z,1720000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
