actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT05M30.00S,2025-04-06T02:54:53.1Z,1,REGULAR,turnover,discontinued dribble,[],203915,,,1610612742,20,9,2025-04-06T02:55:02Z,860000,False,,,0,,S. Dinwiddie discontinued dribble TURNOVER (1 TO),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,1.0,,,,,,201245.0,,,,,,,,,,,,,
89,PT05M25.00S,2025-04-06T02:55:08.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,75.1149802890933,5.637254901960785,1610612746,23,9,2025-04-06T02:55:34Z,870000,False,-222.0,181.0,1,right,N. Powell 28' 3PT  (3 PTS) (J. Harden 3 AST),"[1626181, 201935]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,28.65,Made,3.0,,J. Harden,201935.0,3.0,,,,,,,,,,
91,PT05M24.00S,2025-04-06T02:55:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,23,9,2025-04-06T02:55:17Z,890000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M09.00S,2025-04-06T02:58:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.5722733245729295,46.32352941176471,1610612742,23,11,2025-04-06T02:58:19Z,900000,False,18.0,19.0,1,left,P. Washington driving Layup (2 PTS) (S. Dinwiddie 3 AST),"[1629023, 203915]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,2.62,Made,2.0,,S. Dinwiddie,203915.0,3.0,,,,,,,,,,
96,PT04M48.00S,2025-04-06T02:58:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,85.62746386333771,47.30392156862745,1610612746,25,11,2025-04-06T02:58:39Z,920000,False,-13.0,83.0,1,right,K. Leonard 8' turnaround fadeaway Jump Shot (8 PTS),[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,8.37,Made,8.0,,,,,,,,,,,,,,
97,PT04M31.00S,2025-04-06T02:58:53.8Z,1,REGULAR,turnover,bad pass,[],1631108,,,1610612742,25,11,2025-04-06T02:58:59Z,930000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 201935]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right Center,1.0,Harden,201935.0,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2025-04-06T02:58:53.8Z,1,REGULAR,steal,,[],201935,,,1610612746,25,11,2025-04-06T02:59:21Z,940000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
99,PT04M24.00S,2025-04-06T02:59:01.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,77.87450722733246,88.23529411764706,1610612746,25,11,2025-04-06T02:59:05Z,950000,False,191.0,155.0,1,right,MISS N. Powell 24' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,24.65,Missed,,,,,,,,,,,,,,,
100,PT04M19.00S,2025-04-06T02:59:06.1Z,1,REGULAR,rebound,defensive,[],1630539,,,1610612742,25,11,2025-04-06T02:59:05Z,960000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,
101,PT04M09.00S,2025-04-06T02:59:18.8Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612742,25,11,2025-04-06T02:59:51Z,970000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1626181, 203915]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0
103,PT04M09.00S,2025-04-06T02:59:51.6Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,25,12,2025-04-06T02:59:51Z,990000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
104,PT04M09.00S,2025-04-06T02:59:52.1Z,1,REGULAR,substitution,out,[],202695,,,1610612742,25,12,2025-04-06T03:00:05Z,1000000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2025-04-06T02:59:52.1Z,1,REGULAR,substitution,out,[],1627739,,,1610612742,25,12,2025-04-06T03:00:05Z,1010000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M09.00S,2025-04-06T02:59:52.1Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,25,12,2025-04-06T03:00:05Z,1020000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M09.00S,2025-04-06T02:59:52.1Z,1,REGULAR,substitution,in,[],1627884,,,1610612742,25,12,2025-04-06T03:00:05Z,1030000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M09.00S,2025-04-06T02:59:52.1Z,1,REGULAR,substitution,in,[],203992,,,1610612742,25,12,2025-04-06T03:00:05Z,1040000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M09.00S,2025-04-06T02:59:52.1Z,1,REGULAR,substitution,in,[],1628997,,,1610612742,25,12,2025-04-06T03:00:05Z,1050000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M09.00S,2025-04-06T03:00:05.9Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,25,13,2025-04-06T03:00:05Z,1060000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (2 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
111,PT03M50.00S,2025-04-06T03:00:25.2Z,1,REGULAR,2pt,Jump Shot,[],1626181,80.89684625492772,71.07843137254902,1610612746,25,13,2025-04-06T03:00:30Z,1070000,False,105.0,127.0,1,right,MISS N. Powell 16' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right Center,,,,16.51,Missed,,,,,,,,,,,,,,,
112,PT03M44.00S,2025-04-06T03:00:31.2Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,25,13,2025-04-06T03:00:30Z,1080000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,
115,PT03M32.00S,2025-04-06T03:00:41.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,27,13,2025-04-06T03:02:33Z,1110000,False,0.0,0.0,1,right,I. Zubac alley-oop DUNK (6 PTS) (J. Harden 4 AST),"[1627826, 201935]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,0.0,Made,6.0,,J. Harden,201935.0,4.0,,,,,,,,,,
116,PT03M19.00S,2025-04-06T03:00:55.2Z,1,REGULAR,3pt,Jump Shot,[],203915,24.129434954007884,85.04901960784314,1610612742,27,13,2025-04-06T03:01:24Z,1120000,False,-175.0,174.0,1,left,MISS S. Dinwiddie 24' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,24.71,Missed,,,,,,,,,,,,,,,
117,PT03M15.00S,2025-04-06T03:00:59.2Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,27,13,2025-04-06T03:00:59Z,1130000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,
118,PT03M06.00S,2025-04-06T03:01:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,83.26215505913272,44.6078431372549,1610612746,27,13,2025-04-06T03:01:11Z,1140000,False,-27.0,105.0,1,right,MISS B. Bogdanović 10' pullup Shot,[203992],1610612746.0,LAC,pullup,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,,,,10.82,Missed,,,,,,,,,,,,,,,
119,PT03M03.00S,2025-04-06T03:01:10.6Z,1,REGULAR,rebound,defensive,[],1630539,,,1610612742,27,13,2025-04-06T03:01:11Z,1150000,False,,,0,,K. Jones REBOUND (Off:0 Def:2),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,118.0,2.0,2.0,0.0,,,,,,
120,PT02M55.00S,2025-04-06T03:01:19.3Z,1,REGULAR,3pt,Jump Shot,[],1628997,10.726018396846255,95.83333333333334,1610612742,27,13,2025-04-06T03:01:23Z,1160000,False,-229.0,48.0,1,left,MISS C. Martin 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
121,PT02M52.00S,2025-04-06T03:01:22.3Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,27,13,2025-04-06T03:01:23Z,1170000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,120.0,2.0,1.0,1.0,,,,,,
122,PT02M47.00S,2025-04-06T03:01:30.6Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,27,13,2025-04-06T03:01:36Z,1180000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (2 TO),[201935],1610612746.0,LAC,bad pass,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,2.0,,,,,,201245.0,,,,,,,,,,,,,
123,PT02M47.00S,2025-04-06T03:01:32.8Z,1,REGULAR,substitution,out,[],1626181,,,1610612742,27,13,2025-04-06T03:01:56Z,1190000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M47.00S,2025-04-06T03:01:32.8Z,1,REGULAR,substitution,out,[],203915,,,1610612742,27,13,2025-04-06T03:01:56Z,1200000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M47.00S,2025-04-06T03:01:32.8Z,1,REGULAR,substitution,in,[],201587,,,1610612742,27,13,2025-04-06T03:01:56Z,1210000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M47.00S,2025-04-06T03:01:32.8Z,1,REGULAR,substitution,in,[],203076,,,1610612742,27,13,2025-04-06T03:01:56Z,1220000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2025-04-06T03:02:11.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630230,13.87976346911958,45.83333333333333,1610612742,27,13,2025-04-06T03:03:18Z,1230000,False,21.0,78.0,1,left,MISS N. Marshall 8' fadeaway Shot,[1630230],1610612742.0,DAL,fadeaway,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,8.07,Missed,,,,,,,,,,,,,,,
128,PT02M22.00S,2025-04-06T03:02:15.8Z,1,REGULAR,rebound,offensive,[],1630539,,,1610612742,27,13,2025-04-06T03:02:17Z,1240000,False,,,0,,K. Jones REBOUND (Off:1 Def:2),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,127.0,3.0,2.0,1.0,,,,,,
129,PT02M22.00S,2025-04-06T03:02:16.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630539,5.590000152587891,50.0,1610612742,27,15,2025-04-06T03:02:21Z,1250000,False,0.0,0.0,1,left,K. Jones tip Layup (2 PTS),[1630539],1610612742.0,DAL,tip,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
130,PT02M09.00S,2025-04-06T03:02:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,90.62089356110381,45.09803921568628,1610612746,27,15,2025-04-06T03:03:05Z,1260000,False,-25.0,36.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,4.33,Missed,,,,,,,,,,,,,,,
131,PT02M09.00S,2025-04-06T03:02:28.9Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,27,15,2025-04-06T03:03:05Z,1270000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,130.0,3.0,2.0,1.0,,,,,,
132,PT02M07.00S,2025-04-06T03:02:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,94.40999984741211,50.0,1610612746,27,15,2025-04-06T03:02:31Z,1280000,False,0.0,0.0,1,right,MISS J. Harden tip Layup,[201935],1610612746.0,LAC,tip,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
133,PT02M07.00S,2025-04-06T03:02:32.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,27,15,2025-04-06T03:02:32Z,1290000,False,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,132.0,6.0,5.0,1.0,,,,,,
135,PT02M07.00S,2025-04-06T03:02:33.3Z,1,REGULAR,foul,personal,['2freethrow'],1630539,,,1610612746,27,15,2025-04-06T03:02:40Z,1300000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Zubac 2 FT),"[1630539, 1627826]",1610612742.0,DAL,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Zubac,1627826.0
137,PT02M07.00S,2025-04-06T03:03:01.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,28,15,2025-04-06T03:03:01Z,1320000,False,,,0,,I. Zubac Free Throw 1 of 2 (7 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
138,PT02M07.00S,2025-04-06T03:03:17.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,29,15,2025-04-06T03:03:17Z,1330000,False,,,0,,I. Zubac Free Throw 2 of 2 (8 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
139,PT01M47.00S,2025-04-06T03:03:39.9Z,1,REGULAR,2pt,Jump Shot,[],203076,20.581471747700395,40.19607843137255,1610612742,29,17,2025-04-06T03:04:11Z,1340000,False,49.0,141.0,1,left,A. Davis 14' fadeaway Jump Shot (9 PTS) (M. Christie 1 AST),"[203076, 1631108]",1610612742.0,DAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,,14.93,Made,9.0,,M. Christie,1631108.0,1.0,,,,,,,,,,
141,PT01M26.00S,2025-04-06T03:04:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,82.47371879106439,60.5392156862745,1610612746,31,17,2025-04-06T03:04:32Z,1360000,False,53.0,112.0,1,right,I. Zubac 12' driving floating Jump Shot (10 PTS) (J. Harden 5 AST),"[1627826, 201935]",1610612746.0,LAC,driving floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,12.4,Made,10.0,,J. Harden,201935.0,5.0,,,,,,,,,,
143,PT01M15.00S,2025-04-06T03:04:13.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630539,8.492115637319317,49.754901960784316,1610612742,31,19,2025-04-06T03:04:58Z,1380000,False,1.0,27.0,1,left,K. Jones driving DUNK (4 PTS),[1630539],1610612742.0,DAL,driving,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,2.73,Made,4.0,,,,,,,,,,,,,,
144,PT01M00.00S,2025-04-06T03:04:27.7Z,1,REGULAR,3pt,Jump Shot,[],201587,75.90341655716163,9.803921568627452,1610612746,31,19,2025-04-06T03:04:32Z,1390000,False,-201.0,174.0,1,right,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,26.59,Missed,,,,,,,,,,,,,,,
145,PT00M57.70S,2025-04-06T03:04:30.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,31,19,2025-04-06T03:04:32Z,1400000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,
146,PT00M47.40S,2025-04-06T03:04:41.3Z,1,REGULAR,2pt,Jump Shot,[],203076,27.151773981603156,49.754901960784316,1610612742,31,21,2025-04-06T03:04:46Z,1410000,False,1.0,203.0,1,left,A. Davis 20' Jump Shot (11 PTS) (N. Marshall 1 AST),"[203076, 1630230]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,,20.27,Made,11.0,,N. Marshall,1630230.0,1.0,,,,,,,,,,
148,PT00M27.90S,2025-04-06T03:05:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,80.6340341655716,40.68627450980392,1610612746,31,21,2025-04-06T03:05:38Z,1430000,False,-47.0,130.0,1,right,MISS D. Jones Jr. 13' turnaround fadeaway bank Shot,[1627884],1610612746.0,LAC,turnaround fadeaway bank,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,13.76,Missed,,,,,,,,,,,,,,,
149,PT00M26.00S,2025-04-06T03:05:07.8Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,31,21,2025-04-06T03:05:09Z,1440000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,
150,PT00M06.90S,2025-04-06T03:05:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,14.4053876478318,41.911764705882355,1610612742,31,21,2025-04-06T03:05:31Z,1450000,False,40.0,83.0,1,left,MISS A. Davis 9' floating Shot,[203076],1610612742.0,DAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,9.22,Missed,,,,,,,,,,,,,,,
151,PT00M04.60S,2025-04-06T03:05:29.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,31,21,2025-04-06T03:05:31Z,1460000,False,,,0,,I. Zubac REBOUND (Off:1 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,150.0,7.0,6.0,1.0,,,,,,
152,PT00M00.00S,2025-04-06T03:05:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,89.96386333771353,48.529411764705884,1610612746,33,21,2025-04-06T03:07:07Z,1470000,False,-7.0,42.0,1,right,J. Harden driving Layup (12 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,4.24,Made,12.0,,,,,,,,,,,,,,
153,PT00M00.00S,2025-04-06T03:05:43.3Z,1,REGULAR,period,end,[],0,,,1610612742,33,21,2025-04-06T03:05:43Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612742,33,21,2025-04-06T03:08:11Z,1490000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,out,['startperiod'],1627826,,,1610612742,33,21,2025-04-06T03:08:11Z,1500000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,out,['startperiod'],1631108,,,1610612742,33,21,2025-04-06T03:08:11Z,1510000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,out,['startperiod'],1630539,,,1610612742,33,21,2025-04-06T03:08:11Z,1520000,False,,,0,,SUB out: K. Jones,[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,in,['startperiod'],1627732,,,1610612742,33,21,2025-04-06T03:08:11Z,1530000,False,,,0,,SUB in: B. Simmons,[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,in,['startperiod'],202695,,,1610612742,33,21,2025-04-06T03:08:11Z,1540000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,33,21,2025-04-06T03:08:11Z,1550000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-04-06T03:07:44.3Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,33,21,2025-04-06T03:08:11Z,1560000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-04-06T03:08:19.7Z,2,REGULAR,period,start,[],0,,,1610612746,33,21,2025-04-06T03:08:19Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M42.00S,2025-04-06T03:08:36.8Z,2,REGULAR,3pt,Jump Shot,[],1627884,66.70499342969777,49.50980392156863,1610612746,33,21,2025-04-06T03:08:45Z,1580000,False,-2.0,260.0,1,right,MISS D. Jones Jr. 26' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,26.05,Missed,,,,,,,,,,,,,,,
165,PT11M37.00S,2025-04-06T03:08:41.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,33,21,2025-04-06T03:08:45Z,1590000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,
166,PT11M30.00S,2025-04-06T03:08:48.7Z,2,REGULAR,turnover,lost ball,[],1628997,,,1610612742,33,21,2025-04-06T03:08:51Z,1600000,False,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628997, 203992]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.0,Bogdanović,203992.0,,,,,,,,,,,,,,,,,
167,PT11M30.00S,2025-04-06T03:08:48.7Z,2,REGULAR,steal,,[],203992,,,1610612746,33,21,2025-04-06T03:08:50Z,1610000,False,,,0,,B. Bogdanović STEAL (1 STL),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT11M21.00S,2025-04-06T03:08:57.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202695,75.90341655716163,62.254901960784316,1610612746,33,21,2025-04-06T03:09:02Z,1620000,False,61.0,174.0,1,right,MISS K. Leonard 18' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,18.45,Missed,,,,,,,,,,,,,,,
169,PT11M18.00S,2025-04-06T03:09:00.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,33,21,2025-04-06T03:09:02Z,1630000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,168.0,4.0,4.0,0.0,,,,,,
170,PT11M07.00S,2025-04-06T03:09:11.5Z,2,REGULAR,3pt,Jump Shot,[],202691,23.866622864651774,10.294117647058822,1610612742,33,21,2025-04-06T03:09:15Z,1640000,False,199.0,172.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,26.25,Missed,,,,,,,,,,,,,,,
171,PT11M05.00S,2025-04-06T03:09:13.5Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,33,21,2025-04-06T03:09:15Z,1650000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,
