actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
91,PT04M29.00S,2024-11-28T01:56:35.4Z,1,REGULAR,2pt,Jump Shot,[],1629060,21.107095926412615,46.32352941176471,1610612747,13,16,2024-11-28T01:56:43Z,910000,False,18.0,146.0,1,left,MISS R. Hachimura 14' turnaround Shot,[1629060],1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Center,14.71,Missed,,,,,,,,,,,,,,,,,,
92,PT04M28.00S,2024-11-28T01:56:37.4Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,13,16,2024-11-28T01:56:37Z,920000,False,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,,,91.0,5.0,3.0,2.0,,,,,,,,,,,,
93,PT04M23.00S,2024-11-28T01:56:41.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630559,6.783837056504599,3.431372549019608,1610612747,13,19,2024-11-28T01:56:46Z,930000,False,233.0,11.0,1,left,A. Reaves 3PT  (3 PTS) (A. Davis 2 AST),"[1630559, 203076]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,,,,,,3.0,,,,A. Davis,203076.0,2.0
95,PT04M05.00S,2024-11-28T01:57:00.3Z,1,REGULAR,3pt,Jump Shot,[],203084,96.7969776609724,93.87254901960785,1610612759,16,19,2024-11-28T01:57:04Z,950000,False,219.0,-22.0,1,right,H. Barnes 3PT  (6 PTS) (T. Jones 1 AST),"[203084, 1630200]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.05,Made,,,,,,,,,,,,6.0,,,,T. Jones,1630200.0,1.0
97,PT03M46.00S,2024-11-28T01:57:19.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642261,5.863994743758213,51.225490196078425,1610612747,16,21,2024-11-28T01:57:25Z,970000,False,-6.0,3.0,1,left,D. Knecht driving DUNK (10 PTS) (A. Davis 3 AST),"[1642261, 203076]",1610612747.0,LAL,driving,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,,,,,,10.0,,,,A. Davis,203076.0,3.0
99,PT03M38.00S,2024-11-28T01:57:28.7Z,1,REGULAR,foul,personal,[],1629629,,,1610612759,16,21,2024-11-28T01:57:38Z,990000,False,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 1629640]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,,,,,,,203054.0,1.0,0.0,Johnson,1629640.0,,,,,,,
101,PT03M38.00S,2024-11-28T01:57:34.1Z,1,REGULAR,substitution,out,[],203084,,,1610612759,16,21,2024-11-28T01:57:49Z,1010000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2024-11-28T01:57:34.1Z,1,REGULAR,substitution,out,[],1642261,,,1610612759,16,21,2024-11-28T01:57:49Z,1020000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2024-11-28T01:57:34.1Z,1,REGULAR,substitution,out,[],1629060,,,1610612759,16,21,2024-11-28T01:57:49Z,1030000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M38.00S,2024-11-28T01:57:34.1Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,16,21,2024-11-28T01:57:49Z,1040000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M38.00S,2024-11-28T01:57:34.1Z,1,REGULAR,substitution,in,[],1631108,,,1610612759,16,21,2024-11-28T01:57:49Z,1050000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M38.00S,2024-11-28T01:57:34.1Z,1,REGULAR,substitution,in,[],1626156,,,1610612759,16,21,2024-11-28T01:57:49Z,1060000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M26.00S,2024-11-28T01:58:06.1Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,16,21,2024-11-28T01:58:14Z,1070000,False,,,0,,D. Vassell lost ball out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,lost ball,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,2530.0,,,,,,1.0,,,,,
108,PT03M04.00S,2024-11-28T01:58:31.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203076,6.258212877792378,71.81372549019608,1610612747,16,23,2024-11-28T01:58:43Z,1080000,False,-109.0,6.0,1,left,A. Davis 10' fadeaway Jump Shot (4 PTS),[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,10.93,Made,,,,,,,,,,,,4.0,,,,,,
109,PT03M03.00S,2024-11-28T01:58:39.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,16,23,2024-11-28T01:58:39Z,1090000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M41.00S,2024-11-28T02:02:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,86.02168199737189,48.529411764705884,1610612759,16,23,2024-11-28T02:02:13Z,1100000,False,-7.0,79.0,1,right,MISS D. Vassell 7' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
111,PT02M39.00S,2024-11-28T02:02:05.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,23,2024-11-28T02:02:13Z,1110000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,110.0,6.0,4.0,2.0,,,,,,,,,,,,
112,PT02M30.00S,2024-11-28T02:02:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,12.828515111695138,48.529411764705884,1610612747,16,25,2024-11-28T02:02:23Z,1120000,False,7.0,68.0,1,left,D. Russell 6' driving floating Jump Shot (2 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.85,Made,,,,,,,,,,,,2.0,,,,,,
113,PT02M17.00S,2024-11-28T02:02:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.64323258869908,51.470588235294116,1610612759,18,25,2024-11-28T02:02:33Z,1130000,False,7.0,7.0,1,right,K. Johnson driving Layup (2 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,,2.0,,,,,,
114,PT02M00.00S,2024-11-28T02:02:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.521024967148489,49.26470588235294,1610612747,18,27,2024-11-28T02:02:56Z,1140000,False,4.0,9.0,1,left,A. Davis cutting Layup (6 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,,,,6.0,,,,D. Russell,1626156.0,1.0
116,PT02M00.00S,2024-11-28T02:02:49.3Z,1,REGULAR,foul,personal,['1freethrow'],1630170,,,1610612747,18,27,2024-11-28T02:03:15Z,1160000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Davis 1 FT),"[1630170, 203076]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,201246.0,1.0,0.0,Davis,203076.0,,,,,,,
118,PT02M00.00S,2024-11-28T02:02:57.2Z,1,REGULAR,substitution,out,[],1628380,,,1610612747,18,27,2024-11-28T02:03:42Z,1180000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M00.00S,2024-11-28T02:02:57.2Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,18,27,2024-11-28T02:03:42Z,1190000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M00.00S,2024-11-28T02:02:57.2Z,1,REGULAR,substitution,in,[],1641705,,,1610612747,18,27,2024-11-28T02:03:42Z,1200000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M00.00S,2024-11-28T02:02:57.2Z,1,REGULAR,substitution,in,[],2544,,,1610612747,18,27,2024-11-28T02:03:42Z,1210000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M00.00S,2024-11-28T02:03:24.3Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,18,28,2024-11-28T02:03:24Z,1220000,False,,,0,,A. Davis Free Throw 1 of 1 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
123,PT01M45.00S,2024-11-28T02:03:39.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,77.4802890932983,10.049019607843137,1610612759,18,28,2024-11-28T02:03:49Z,1230000,False,-200.0,159.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
124,PT01M42.00S,2024-11-28T02:03:42.7Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,18,28,2024-11-28T02:03:49Z,1240000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,
125,PT01M40.00S,2024-11-28T02:03:47.2Z,1,REGULAR,turnover,out-of-bounds,[],1631108,,,1610612747,18,28,2024-11-28T02:03:58Z,1250000,False,,,0,,M. Christie bad pass out-of-bounds TURNOVER (1 TO),[1631108],1610612747.0,LAL,bad pass,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2530.0,,,,,,1.0,,,,,
126,PT01M23.00S,2024-11-28T02:04:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,92.59198423127464,46.568627450980394,1610612759,20,28,2024-11-28T02:04:11Z,1260000,False,-17.0,17.0,1,right,T. Jones cutting Layup (2 PTS) (V. Wembanyama 1 AST),"[1630200, 1641705]",1610612759.0,SAS,cutting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,,,2.0,,,,V. Wembanyama,1641705.0,1.0
128,PT01M16.00S,2024-11-28T02:04:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,9.806176084099869,49.26470588235294,1610612747,20,30,2024-11-28T02:04:20Z,1280000,False,4.0,40.0,1,left,D. Russell floating Jump Shot (4 PTS) (L. James 3 AST),"[1626156, 2544]",1610612747.0,LAL,floating,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.99,Made,,,,,,,,,,,,4.0,,,,L. James,2544.0,3.0
130,PT01M08.00S,2024-11-28T02:04:22.7Z,1,REGULAR,3pt,Jump Shot,[],1641705,61.44875164257556,48.77450980392157,1610612759,20,30,2024-11-28T02:04:28Z,1300000,False,-6.0,310.0,1,right,MISS V. Wembanyama 31' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,31.0,Missed,,,,,,,,,,,,,,,,,,
131,PT01M06.00S,2024-11-28T02:04:24.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,20,30,2024-11-28T02:04:28Z,1310000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,130.0,,,,,,,,,,,,,,,
133,PT00M58.90S,2024-11-28T02:04:45.7Z,1,REGULAR,violation,kicked ball,[],1630200,,,1610612747,20,30,2024-11-28T02:04:58Z,1330000,False,,,0,,T. Jones kicked ball VIOLATION,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,
134,PT00M52.30S,2024-11-28T02:05:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.732588699080158,45.588235294117645,1610612747,20,30,2024-11-28T02:05:33Z,1340000,False,22.0,1.0,1,left,MISS L. James driving Layup - blocked,"[2544, 1630577]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.21,Missed,Champagnie,1630577.0,,,,,,,,,,,,,,,,
135,PT00M52.30S,2024-11-28T02:05:11.8Z,1,REGULAR,block,,[],1630577,,,1610612747,20,30,2024-11-28T02:05:17Z,1350000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT00M52.30S,2024-11-28T02:05:11.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,20,30,2024-11-28T02:05:33Z,1360000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,134.0,,,,,,,,,,,,,,,
138,PT00M31.90S,2024-11-28T02:05:41.0Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,20,30,2024-11-28T02:05:47Z,1380000,False,,,0,,D. Vassell bad pass TURNOVER (2 TO),"[1630170, 1626156]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,Russell,1626156.0,,,
139,PT00M31.90S,2024-11-28T02:05:41.0Z,1,REGULAR,steal,,[],1626156,,,1610612747,20,30,2024-11-28T02:05:43Z,1390000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
140,PT00M30.40S,2024-11-28T02:05:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626156,6.1268068331143235,48.77450980392157,1610612747,20,32,2024-11-28T02:05:54Z,1400000,False,6.0,5.0,1,left,D. Russell running finger roll Layup (6 PTS),[1626156],1610612747.0,LAL,running finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,,,6.0,,,,,,
141,PT00M18.90S,2024-11-28T02:05:58.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,70.12155059132719,17.15686274509804,1610612759,23,32,2024-11-28T02:06:04Z,1410000,False,-164.0,228.0,1,right,D. Vassell 28' 3PT  (3 PTS) (T. Jones 2 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,28.13,Made,,,,,,,,,,,,3.0,,,,T. Jones,1630200.0,2.0
143,PT00M05.90S,2024-11-28T02:06:16.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,28.597240473061763,20.098039215686274,1610612747,23,32,2024-11-28T02:06:27Z,1430000,False,150.0,216.0,1,left,MISS D. Russell 26' step back 3PT,[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
144,PT00M02.10S,2024-11-28T02:06:20.4Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,23,32,2024-11-28T02:06:20Z,1440000,False,,,0,,A. Davis REBOUND (Off:3 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,143.0,7.0,4.0,3.0,,,,,,,,,,,,
145,PT00M00.00S,2024-11-28T02:06:22.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,11.12023653088042,20.098039215686274,1610612747,23,32,2024-11-28T02:06:33Z,1450000,False,150.0,52.0,1,left,MISS A. Davis 15' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,15.83,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2024-11-28T02:06:22.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,23,32,2024-11-28T02:06:33Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,145.0,,,,,,,,,,,,,,,
147,PT00M00.00S,2024-11-28T02:06:31.4Z,1,REGULAR,period,end,[],0,,,1610612747,23,32,2024-11-28T02:06:31Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,out,['startperiod'],1629640,,,1610612747,23,32,2024-11-28T02:09:07Z,1480000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612747,23,32,2024-11-28T02:09:07Z,1490000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612747,23,32,2024-11-28T02:09:07Z,1500000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,23,32,2024-11-28T02:09:07Z,1510000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612747,23,32,2024-11-28T02:09:07Z,1520000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,in,['startperiod'],1642264,,,1610612747,23,32,2024-11-28T02:09:07Z,1530000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612747,23,32,2024-11-28T02:09:07Z,1540000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-11-28T02:08:33.2Z,2,REGULAR,substitution,in,['startperiod'],1631132,,,1610612747,23,32,2024-11-28T02:09:07Z,1550000,False,,,0,,SUB in: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-11-28T02:09:11.7Z,2,REGULAR,period,start,[],0,,,1610612759,23,32,2024-11-28T02:09:11Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M36.00S,2024-11-28T02:09:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,93.9060446780552,64.2156862745098,1610612759,23,32,2024-11-28T02:09:41Z,1570000,False,71.0,5.0,1,right,MISS H. Barnes 7' pullup Shot,[203084],1610612759.0,SAS,pullup,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
158,PT11M35.00S,2024-11-28T02:09:35.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,23,32,2024-11-28T02:09:41Z,1580000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,
159,PT11M29.00S,2024-11-28T02:09:41.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626156,12.828515111695138,44.6078431372549,1610612747,23,34,2024-11-28T02:11:59Z,1590000,False,27.0,68.0,1,left,D. Russell 7' running Layup (8 PTS),[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.33,Made,,,,,,,,,,,,8.0,,,,,,
160,PT11M12.00S,2024-11-28T02:09:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,85.3646517739816,49.50980392156863,1610612759,23,34,2024-11-28T02:10:12Z,1600000,False,-2.0,85.0,1,right,MISS S. Castle 8' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,,,,,,,,,,,,,,
161,PT11M10.00S,2024-11-28T02:10:01.1Z,2,REGULAR,rebound,offensive,[],1642264,,,1610612759,23,34,2024-11-28T02:10:01Z,1610000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,
162,PT11M07.00S,2024-11-28T02:10:03.4Z,2,REGULAR,turnover,bad pass,[],1642264,,,1610612759,23,34,2024-11-28T02:10:17Z,1620000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 1631132]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,Koloko,1631132.0,,,
163,PT11M07.00S,2024-11-28T02:10:03.4Z,2,REGULAR,steal,,[],1631132,,,1610612747,23,34,2024-11-28T02:30:39Z,1630000,False,,,0,,C. Koloko STEAL (1 STL),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
164,PT11M04.00S,2024-11-28T02:10:06.7Z,2,REGULAR,turnover,lost ball,[],1629629,,,1610612747,23,34,2024-11-28T02:10:20Z,1640000,False,,,0,,C. Reddish lost ball TURNOVER (1 TO),"[1629629, 1642264]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,Castle,1642264.0,,,
165,PT11M04.00S,2024-11-28T02:10:06.7Z,2,REGULAR,steal,,[],1642264,,,1610612759,23,34,2024-11-28T02:10:08Z,1650000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
166,PT10M52.00S,2024-11-28T02:10:18.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641705,93.51182654402102,50.73529411764706,1610612759,25,34,2024-11-28T02:10:34Z,1660000,False,4.0,8.0,1,right,V. Wembanyama driving DUNK (5 PTS) (S. Castle 3 AST),"[1641705, 1642264]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,,,,5.0,,,,S. Castle,1642264.0,3.0
168,PT10M26.00S,2024-11-28T02:10:44.5Z,2,REGULAR,2pt,Jump Shot,[],1631108,4.155716162943495,25.98039215686275,1610612747,25,36,2024-11-28T02:15:34Z,1680000,False,120.0,-13.0,1,left,M. Christie 12' turnaround fadeaway Jump Shot (2 PTS),[1631108],1610612747.0,LAL,turnaround fadeaway,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,12.08,Made,,,,,,,,,,,,2.0,,,,,,
169,PT10M09.00S,2024-11-28T02:11:00.9Z,2,REGULAR,turnover,lost ball,[],1641705,,,1610612759,25,36,2024-11-28T02:11:06Z,1690000,False,,,0,,V. Wembanyama lost ball TURNOVER (2 TO),"[1641705, 1629629]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,2.0,Reddish,1629629.0,,,
170,PT10M09.00S,2024-11-28T02:11:00.9Z,2,REGULAR,steal,,[],1629629,,,1610612747,25,36,2024-11-28T02:11:02Z,1700000,False,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
171,PT10M01.00S,2024-11-28T02:11:09.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,26.363337713534822,62.5,1610612747,25,36,2024-11-28T02:11:13Z,1710000,False,-62.0,195.0,1,left,MISS L. James 20' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Mid-Range,16-24 Center,20.51,Missed,,,,,,,,,,,,,,,,,,
172,PT09M59.00S,2024-11-28T02:11:11.9Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,25,36,2024-11-28T02:11:13Z,1720000,False,,,0,,S. Castle REBOUND (Off:1 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Center,,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,,
173,PT09M53.00S,2024-11-28T02:11:20.5Z,2,REGULAR,foul,personal,[],1631132,,,1610612759,25,36,2024-11-28T02:11:31Z,1730000,False,,,0,,C. Koloko personal FOUL (1 PF),"[1631132, 1642264]",1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,201246.0,1.0,0.0,Castle,1642264.0,,,,,,,
175,PT09M53.00S,2024-11-28T02:11:28.1Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,25,36,2024-11-28T02:11:41Z,1750000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
