actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
518,PT10M11.00S,2025-03-30T01:54:32.2Z,4,REGULAR,substitution,out,[],1642264,,,1610612759,87,100,2025-03-30T01:54:35Z,5140000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT10M11.00S,2025-03-30T01:54:32.2Z,4,REGULAR,substitution,in,[],1631104,,,1610612759,87,100,2025-03-30T01:54:35Z,5150000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M59.00S,2025-03-30T01:54:50.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],101108,31.750985545335087,37.99019607843137,1610612759,87,100,2025-03-30T01:55:02Z,5160000,False,60.0,246.0,1,left,MISS C. Paul 25' pullup 3PT,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
521,PT09M58.00S,2025-03-30T01:54:51.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,87,100,2025-03-30T01:55:02Z,5170000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,520.0,,,,,,,,,,,,,,,,,
522,PT09M58.00S,2025-03-30T01:54:56.1Z,4,REGULAR,foul,personal,[],204001,,,1610612759,87,100,2025-03-30T01:55:27Z,5180000,False,,,0,,K. Porziņģis loose ball personal FOUL (5 PF),"[204001, 1631110]",1610612738.0,BOS,loose ball,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,5.0,0.0,Sochan,1631110.0
524,PT09M49.00S,2025-03-30T01:55:23.6Z,4,REGULAR,turnover,out-of-bounds,[],101108,,,1610612759,87,100,2025-03-30T01:55:30Z,5200000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612759.0,SAS,bad pass,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,1.0,,,,,,
525,PT09M37.00S,2025-03-30T01:55:39.0Z,4,REGULAR,foul,personal,[],1631104,,,1610612738,87,100,2025-03-30T01:55:44Z,5210000,False,,,0,,B. Wesley personal FOUL (2 PF),"[1631104, 204001]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,2.0,0.0,Porziņģis,204001.0
527,PT09M26.00S,2025-03-30T01:56:08.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,91.67214191852825,94.36274509803921,1610612738,87,100,2025-03-30T01:56:13Z,5230000,False,222.0,26.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,22.33,Missed,,,,,,,,,,,,,,,,,,
528,PT09M23.00S,2025-03-30T01:56:11.4Z,4,REGULAR,rebound,defensive,[],1631104,,,1610612759,87,100,2025-03-30T01:56:13Z,5240000,False,,,0,,B. Wesley REBOUND (Off:1 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Right Corner 3,24+ Right,,,527.0,,,2.0,1.0,1.0,,,,,,,,,,,,
529,PT09M17.00S,2025-03-30T01:56:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629640,15.719448094612352,95.09803921568627,1610612759,90,100,2025-03-30T01:56:22Z,5250000,False,-225.0,95.0,1,left,K. Johnson 24' 3PT  (21 PTS) (C. Paul 5 AST),"[1629640, 101108]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.48,Made,,,,,,,,21.0,C. Paul,101108.0,5.0,,,,,,,
531,PT09M00.00S,2025-03-30T01:56:37.0Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612738,90,100,2025-03-30T01:56:45Z,5270000,False,,,0,,K. Johnson shooting personal FOUL (3 PF) (Scheierman 2 FT),"[1629640, 1631248]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,3.0,0.0,Scheierman,1631248.0
533,PT09M00.00S,2025-03-30T01:57:01.6Z,4,REGULAR,freethrow,1 of 2,[],1631248,,,1610612738,90,100,2025-03-30T01:58:44Z,5290000,False,,,0,,MISS B. Scheierman Free Throw 1 of 2,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
534,PT09M00.00S,2025-03-30T01:57:01.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,90,100,2025-03-30T01:58:44Z,5300000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,,,
542,PT09M00.00S,2025-03-30T01:57:36.7Z,4,REGULAR,substitution,out,[],204001,,,1610612738,90,100,2025-03-30T02:00:46Z,5315000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M00.00S,2025-03-30T01:57:36.7Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,90,100,2025-03-30T02:00:46Z,5322500,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M00.00S,2025-03-30T01:57:01.6Z,4,REGULAR,freethrow,2 of 2,[],1631248,,,1610612738,90,101,2025-03-30T01:58:44Z,5330000,False,,,0,,B. Scheierman Free Throw 2 of 2 (7 PTS),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
538,PT08M50.00S,2025-03-30T01:58:11.8Z,4,REGULAR,jumpball,recovered,[],1631248,,,1610612759,90,101,2025-03-30T02:00:50Z,5335000,False,,,0,,Jump Ball L. Kornet vs. J. Sochan: Tip to B. Scheierman,"[1631248, 1628436, 1631110]",1610612738.0,BOS,heldball,B. Scheierman,1631248.0,Scheierman,B. Scheierman,Kornet,1628436.0,Sochan,1631110.0,,,,,,,,,,,,,,,,,,,,,,
549,PT08M50.00S,2025-03-30T01:58:19.2Z,4,REGULAR,turnover,lost ball,[],1631110,,,1610612759,90,101,2025-03-30T02:01:34Z,5339375,False,,,0,,J. Sochan lost ball TURNOVER (2 TO),"[1631110, 1628436]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,Kornet,1628436.0,,,,
550,PT08M50.00S,2025-03-30T01:58:19.2Z,4,REGULAR,steal,,[],1628436,,,1610612738,90,101,2025-03-30T02:01:34Z,5339687,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
541,PT08M46.00S,2025-03-30T01:58:26.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,90,101,2025-03-30T02:01:34Z,5340000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M30.00S,2025-03-30T02:01:17.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,73.9323258869908,13.480392156862745,1610612738,90,101,2025-03-30T02:02:59Z,5350000,False,-183.0,193.0,1,right,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
545,PT08M27.00S,2025-03-30T02:01:20.5Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,90,101,2025-03-30T02:01:20Z,5360000,False,,,0,,L. Kornet REBOUND (Off:7 Def:7),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,544.0,,,14.0,7.0,7.0,,,,,,,,,,,,
546,PT08M25.00S,2025-03-30T02:01:22.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1628436,94.43166885676742,52.69607843137255,1610612738,90,101,2025-03-30T02:01:48Z,5370000,False,13.0,0.0,1,right,MISS L. Kornet putback Layup,[1628436],1610612738.0,BOS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
547,PT08M23.00S,2025-03-30T02:01:24.5Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,90,101,2025-03-30T02:01:48Z,5380000,False,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,546.0,,,6.0,5.0,1.0,,,,,,,,,,,,
548,PT08M17.00S,2025-03-30T02:01:30.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,19.530223390275953,49.01960784313725,1610612759,92,101,2025-03-30T02:01:52Z,5390000,False,5.0,131.0,1,left,C. Paul 13' pullup Jump Shot (4 PTS),[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,13.12,Made,,,,,,,,4.0,,,,,,,,,,
551,PT07M55.00S,2025-03-30T02:01:51.4Z,4,REGULAR,2pt,Jump Shot,[],1630573,82.47371879106439,9.068627450980392,1610612738,92,101,2025-03-30T02:01:57Z,5400000,False,-205.0,112.0,1,right,MISS S. Hauser 23' Jump Shot,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left,23.34,Missed,,,,,,,,,,,,,,,,,,
552,PT07M54.00S,2025-03-30T02:01:53.3Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,92,101,2025-03-30T02:01:53Z,5410000,False,,,0,,D. White REBOUND (Off:1 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left,,,551.0,,,8.0,7.0,1.0,,,,,,,,,,,,
553,PT07M47.00S,2025-03-30T02:02:00.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.30026281208936,51.225490196078425,1610612738,92,103,2025-03-30T02:02:04Z,5420000,False,6.0,1.0,1,right,L. Kornet Layup (13 PTS) (J. Brown 3 AST),"[1628436, 1627759]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,,13.0,J. Brown,1627759.0,3.0,,,,,,,
555,PT07M29.00S,2025-03-30T02:02:18.8Z,4,REGULAR,3pt,Jump Shot,[],1630170,10.33180026281209,4.411764705882353,1610612759,95,103,2025-03-30T02:02:23Z,5440000,False,228.0,45.0,1,left,D. Vassell 3PT  (14 PTS) (K. Johnson 3 AST),"[1630170, 1629640]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.22,Made,,,,,,,,14.0,K. Johnson,1629640.0,3.0,,,,,,,
557,PT07M11.00S,2025-03-30T02:02:36.0Z,4,REGULAR,3pt,Jump Shot,[],1628401,69.20170827858082,68.87254901960785,1610612738,95,106,2025-03-30T02:02:40Z,5460000,False,94.0,237.0,1,right,D. White 25' 3PT pullup (11 PTS) (L. Kornet 4 AST),"[1628401, 1628436]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.51,Made,,,,,,,,11.0,L. Kornet,1628436.0,4.0,,,,,,,
559,PT06M49.00S,2025-03-30T02:02:58.5Z,4,REGULAR,3pt,Jump Shot,[],101108,25.443495400788436,83.33333333333334,1610612759,98,106,2025-03-30T02:03:02Z,5480000,False,-167.0,187.0,1,left,C. Paul 25' 3PT step back (7 PTS),[101108],1610612759.0,SAS,step back,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.03,Made,,,,,,,,7.0,,,,,,,,,,
560,PT06M26.00S,2025-03-30T02:03:20.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,95.22010512483574,50.98039215686274,1610612738,98,108,2025-03-30T02:03:26Z,5490000,False,5.0,-8.0,1,right,J. Brown driving finger roll Layup (14 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,,14.0,,,,,,,,,,
561,PT06M05.00S,2025-03-30T02:03:53.3Z,4,REGULAR,3pt,Jump Shot,[],1629640,4.944152431011826,95.34313725490196,1610612759,98,108,2025-03-30T02:03:57Z,5500000,False,-227.0,-6.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
562,PT06M04.00S,2025-03-30T02:03:54.3Z,4,REGULAR,rebound,offensive,[],1631104,,,1610612759,98,108,2025-03-30T02:06:21Z,5510000,False,,,0,,B. Wesley REBOUND (Off:2 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Left Corner 3,24+ Left,,,561.0,,,3.0,1.0,2.0,,,,,,,,,,,,
563,PT06M04.00S,2025-03-30T02:03:57.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631104,5.590000152587891,50.0,1610612759,98,108,2025-03-30T02:06:29Z,5520000,False,0.0,0.0,1,left,MISS B. Wesley putback Layup,[1631104],1610612759.0,SAS,putback,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
564,PT06M02.00S,2025-03-30T02:03:59.2Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,98,108,2025-03-30T02:06:29Z,5530000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,563.0,,,2.0,1.0,1.0,,,,,,,,,,,,
565,PT05M50.00S,2025-03-30T02:04:07.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,68.54467805519053,33.088235294117645,1610612738,98,108,2025-03-30T02:04:11Z,5540000,False,-85.0,243.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
566,PT05M47.00S,2025-03-30T02:04:10.1Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,98,108,2025-03-30T02:04:11Z,5550000,False,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,565.0,,,5.0,5.0,0.0,,,,,,,,,,,,
567,PT05M44.00S,2025-03-30T02:04:13.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],101108,28.728646517739815,19.607843137254903,1610612759,101,108,2025-03-30T02:04:22Z,5560000,False,152.0,218.0,1,left,C. Paul 26' 3PT running pullup (10 PTS) (D. Vassell 3 AST),"[101108, 1630170]",1610612759.0,SAS,running pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,26.53,Made,,,,,,,,10.0,D. Vassell,1630170.0,3.0,,,,,,,
569,PT05M23.00S,2025-03-30T02:04:34.9Z,4,REGULAR,3pt,Jump Shot,[],1630573,72.88107752956637,82.84313725490196,1610612738,101,111,2025-03-30T02:04:38Z,5580000,False,164.0,202.0,1,right,S. Hauser 26' 3PT  (11 PTS) (J. Brown 4 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.06,Made,,,,,,,,11.0,J. Brown,1627759.0,4.0,,,,,,,
571,PT05M05.00S,2025-03-30T02:04:53.2Z,4,REGULAR,2pt,Jump Shot,[],101108,6.652431011826544,68.87254901960785,1610612759,103,111,2025-03-30T02:04:58Z,5600000,False,-94.0,10.0,1,left,C. Paul 9' turnaround Jump Shot (12 PTS),[101108],1610612759.0,SAS,turnaround,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,9.49,Made,,,,,,,,12.0,,,,,,,,,,
572,PT04M41.00S,2025-03-30T02:05:25.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,103,111,2025-03-30T02:05:25Z,5610000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M41.00S,2025-03-30T02:06:37.9Z,4,REGULAR,substitution,out,[],1631104,,,1610612738,103,111,2025-03-30T02:07:01Z,5620000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M41.00S,2025-03-30T02:06:37.9Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,103,111,2025-03-30T02:07:01Z,5630000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M41.00S,2025-03-30T02:06:37.9Z,4,REGULAR,substitution,out,[],1631248,,,1610612738,103,111,2025-03-30T02:07:01Z,5640000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M41.00S,2025-03-30T02:06:37.9Z,4,REGULAR,substitution,in,[],1642264,,,1610612738,103,111,2025-03-30T02:07:01Z,5650000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M41.00S,2025-03-30T02:06:37.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,103,111,2025-03-30T02:07:01Z,5660000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M41.00S,2025-03-30T02:06:37.9Z,4,REGULAR,substitution,in,[],201950,,,1610612738,103,111,2025-03-30T02:07:01Z,5670000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M35.00S,2025-03-30T02:07:12.9Z,4,REGULAR,2pt,Jump Shot,[],1628401,82.86793692509855,66.91176470588235,1610612738,103,113,2025-03-30T02:07:54Z,5680000,False,85.0,109.0,1,right,D. White 13' driving floating Jump Shot (13 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,13.76,Made,,,,,,,,13.0,,,,,,,,,,
580,PT04M13.00S,2025-03-30T02:07:35.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,12.959921156373195,48.77450980392157,1610612759,105,113,2025-03-30T02:08:19Z,5690000,False,6.0,69.0,1,left,S. Castle 6' driving floating Jump Shot (22 PTS),[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,6.96,Made,,,,,,,,22.0,,,,,,,,,,
581,PT03M53.00S,2025-03-30T02:07:55.7Z,4,REGULAR,2pt,Jump Shot,[],1628369,79.31997371879106,33.82352941176471,1610612738,105,115,2025-03-30T02:08:05Z,5700000,False,-81.0,142.0,1,right,J. Tatum 16' fadeaway Jump Shot (25 PTS) (J. Holiday 5 AST),"[1628369, 201950]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,16.33,Made,,,,,,,,25.0,J. Holiday,201950.0,5.0,,,,,,,
583,PT03M43.00S,2025-03-30T02:08:11.7Z,4,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612759,105,115,2025-03-30T02:08:24Z,5720000,False,,,0,,L. Kornet shooting personal FOUL (3 PF) (Sochan 2 FT),"[1628436, 1631110]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,3.0,0.0,Sochan,1631110.0
585,PT03M43.00S,2025-03-30T02:08:34.8Z,4,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,106,115,2025-03-30T02:08:34Z,5740000,False,,,0,,J. Sochan Free Throw 1 of 2 (15 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
586,PT03M43.00S,2025-03-30T02:08:35.5Z,4,REGULAR,substitution,out,[],1627759,,,1610612759,106,115,2025-03-30T02:08:56Z,5750000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M43.00S,2025-03-30T02:08:35.5Z,4,REGULAR,substitution,in,[],204001,,,1610612759,106,115,2025-03-30T02:08:56Z,5760000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M43.00S,2025-03-30T02:08:56.9Z,4,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,107,115,2025-03-30T02:08:56Z,5770000,False,,,0,,J. Sochan Free Throw 2 of 2 (16 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
589,PT03M22.00S,2025-03-30T02:09:16.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,73.53810775295663,16.176470588235293,1610612738,107,115,2025-03-30T02:09:22Z,5780000,False,-169.0,196.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
590,PT03M21.00S,2025-03-30T02:09:18.4Z,4,REGULAR,rebound,offensive,[],204001,,,1610612738,107,115,2025-03-30T02:09:18Z,5790000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:5),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,589.0,,,7.0,5.0,2.0,,,,,,,,,,,,
591,PT03M11.00S,2025-03-30T02:09:28.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,92.9862023653088,46.07843137254902,1610612738,107,117,2025-03-30T02:09:33Z,5800000,False,-20.0,13.0,1,right,L. Kornet cutting Layup (15 PTS) (J. Holiday 6 AST),"[1628436, 201950]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,,15.0,J. Holiday,201950.0,6.0,,,,,,,
593,PT03M11.00S,2025-03-30T02:09:32.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,107,117,2025-03-30T02:09:32Z,5820000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M59.00S,2025-03-30T02:11:20.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.046649145860711,43.13725490196079,1610612759,109,117,2025-03-30T02:11:26Z,5830000,False,34.0,14.0,1,left,K. Johnson driving Layup (23 PTS) (S. Castle 8 AST),"[1629640, 1642264]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,,,,23.0,S. Castle,1642264.0,8.0,,,,,,,
596,PT02M42.00S,2025-03-30T02:11:40.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642264,,,1610612738,109,117,2025-03-30T02:11:51Z,5850000,False,,,0,,S. Castle shooting personal FOUL (2 PF) (Tatum 2 FT),"[1642264, 1628369]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Tatum,1628369.0
598,PT02M42.00S,2025-03-30T02:12:12.3Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,109,118,2025-03-30T02:12:12Z,5870000,False,,,0,,J. Tatum Free Throw 1 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,26.0,,,,,,,,,,
599,PT02M42.00S,2025-03-30T02:12:43.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,109,119,2025-03-30T02:12:43Z,5880000,False,,,0,,J. Tatum Free Throw 2 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,27.0,,,,,,,,,,
603,PT02M28.00S,2025-03-30T02:13:21.3Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612759,109,119,2025-03-30T02:15:35Z,5920000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M17.00S,2025-03-30T02:16:07.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,7.5722733245729295,65.68627450980392,1610612759,109,119,2025-03-30T02:16:16Z,5940000,False,-78.0,19.0,1,left,MISS K. Johnson 8' fadeaway Shot,[1629640],1610612759.0,SAS,fadeaway,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Left,8.06,Missed,,,,,,,,,,,,,,,,,,
606,PT02M16.00S,2025-03-30T02:16:08.2Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,109,119,2025-03-30T02:16:16Z,5950000,False,,,0,,L. Kornet REBOUND (Off:7 Def:8),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Left,,,605.0,,,15.0,8.0,7.0,,,,,,,,,,,,
607,PT01M54.00S,2025-03-30T02:16:30.4Z,4,REGULAR,3pt,Jump Shot,[],1628401,74.19513797634691,11.76470588235294,1610612738,109,119,2025-03-30T02:16:36Z,5960000,False,-191.0,190.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,,
608,PT01M50.00S,2025-03-30T02:16:33.9Z,4,REGULAR,rebound,offensive,[],204001,,,1610612738,109,119,2025-03-30T02:16:33Z,5970000,False,,,0,,K. Porziņģis REBOUND (Off:3 Def:5),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,607.0,,,8.0,5.0,3.0,,,,,,,,,,,,
