actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M07.00S,2024-11-08T01:25:00.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,15,16,2024-11-08T01:25:32Z,870000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,86.0,,,,1.0,1.0,0.0,,,,,
88,PT03M54.00S,2024-11-08T01:25:13.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,93.11760840998686,50.73529411764706,1610612759,17,16,2024-11-08T02:07:09Z,880000,False,4.0,12.0,1,right,Z. Collins driving bank Hook (2 PTS) (K. Johnson 1 AST),"[1628380, 1629640]",1610612759.0,SAS,driving bank,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
90,PT03M36.00S,2024-11-08T01:25:31.8Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,17,16,2024-11-08T01:25:40Z,900000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1630577]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Champagnie,1630577.0,,,,,,,,
91,PT03M36.00S,2024-11-08T01:25:31.8Z,1,REGULAR,steal,,[],1630577,,,1610612759,17,16,2024-11-08T01:25:34Z,910000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
92,PT03M32.00S,2024-11-08T01:25:35.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642264,93.77463863337714,51.470588235294116,1610612759,19,16,2024-11-08T01:26:13Z,920000,False,7.0,6.0,1,right,S. Castle running DUNK (4 PTS) (J. Champagnie 1 AST),"[1642264, 1630577]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.95,Made,4.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,,,,,
94,PT03M32.00S,2024-11-08T01:25:39.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,19,16,2024-11-08T01:25:39Z,940000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,19,16,2024-11-08T01:28:50Z,950000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,19,16,2024-11-08T01:28:50Z,960000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,19,16,2024-11-08T01:28:50Z,970000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,19,16,2024-11-08T01:28:50Z,980000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,in,[],1642270,,,1610612757,19,16,2024-11-08T01:28:50Z,990000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,19,16,2024-11-08T01:28:50Z,1000000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,19,16,2024-11-08T01:30:35Z,1005000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M32.00S,2024-11-08T01:28:14.1Z,1,REGULAR,substitution,in,[],203924,,,1610612757,19,16,2024-11-08T01:30:35Z,1007500,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M29.00S,2024-11-08T01:28:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,8.229303547963205,50.49019607843137,1610612757,19,16,2024-11-08T01:33:17Z,1010000,False,-2.0,25.0,1,left,MISS S. Henderson driving finger roll Layup,[1630703],1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
102,PT03M29.00S,2024-11-08T01:28:51.3Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,19,16,2024-11-08T01:35:13Z,1020000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,,101.0,,,,1.0,1.0,0.0,,,,,
103,PT03M17.00S,2024-11-08T01:28:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642264,93.9060446780552,49.754901960784316,1610612759,21,16,2024-11-08T01:31:34Z,1030000,False,-1.0,5.0,1,right,S. Castle running finger roll Layup (6 PTS) (M. Branham 1 AST),"[1642264, 1631103]",1610612759.0,SAS,running finger roll,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.49,Made,6.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
105,PT03M07.00S,2024-11-08T01:29:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,7.966491458607096,49.754901960784316,1610612757,21,18,2024-11-08T01:31:58Z,1050000,False,1.0,22.0,1,left,S. Henderson driving reverse Layup (2 PTS),[1630703],1610612757.0,POR,driving reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,,,,,,,,,,,,,,,,,
106,PT02M50.00S,2024-11-08T01:29:22.4Z,1,REGULAR,2pt,Jump Shot,[],1631103,78.66294349540078,46.32352941176471,1610612759,23,18,2024-11-08T01:29:40Z,1060000,False,-18.0,148.0,1,right,M. Branham 14' pullup Jump Shot (4 PTS) (Z. Collins 1 AST),"[1631103, 1628380]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,14.92,Made,4.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
108,PT02M33.00S,2024-11-08T01:29:39.6Z,1,REGULAR,3pt,Jump Shot,[],1642270,5.469776609724048,94.85294117647058,1610612757,23,18,2024-11-08T01:29:51Z,1080000,False,-224.0,-1.0,1,left,MISS D. Clingan 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
109,PT02M31.00S,2024-11-08T01:29:41.6Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,23,18,2024-11-08T01:32:25Z,1090000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,108.0,,,,2.0,2.0,0.0,,,,,
110,PT02M22.00S,2024-11-08T01:29:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.85479632063075,49.754901960784316,1610612759,25,18,2024-11-08T01:30:09Z,1100000,False,-1.0,15.0,1,right,K. Johnson driving Layup (2 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,,,,,,,,,,,,,
111,PT02M06.00S,2024-11-08T01:30:07.0Z,1,REGULAR,3pt,Jump Shot,[],203924,22.683968462549277,87.5,1610612757,25,18,2024-11-08T01:30:18Z,1110000,False,-188.0,161.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
112,PT02M05.00S,2024-11-08T01:30:08.0Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,25,18,2024-11-08T01:33:25Z,1120000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,111.0,,,,1.0,0.0,1.0,,,,,
113,PT01M55.00S,2024-11-08T01:30:17.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641712,14.273981603153747,4.901960784313726,1610612757,25,18,2024-11-08T01:34:27Z,1130000,False,225.0,82.0,1,left,MISS R. Rupert pullup 3PT,[1641712],1610612757.0,POR,pullup,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
114,PT01M55.00S,2024-11-08T01:30:17.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,25,18,2024-11-08T01:32:20Z,1140000,False,,,0,,D. Clingan REBOUND (Off:2 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,,,,,,,113.0,,,,2.0,0.0,2.0,,,,,
115,PT01M54.00S,2024-11-08T01:30:22.2Z,1,REGULAR,2pt,Layup,['2ndchance'],1642270,7.046649145860711,69.85294117647058,1610612757,25,18,2024-11-08T01:35:01Z,1150000,False,-99.0,14.0,1,left,MISS D. Clingan 10' driving Layup,[1642270],1610612757.0,POR,driving,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,10.02,Missed,,,,,,,,,,,,,,,,,,
116,PT01M51.00S,2024-11-08T01:30:25.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,25,18,2024-11-08T01:35:01Z,1160000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,115.0,,,,3.0,3.0,0.0,,,,,
117,PT01M46.00S,2024-11-08T01:30:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612759,25,18,2024-11-08T01:30:41Z,1170000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Branham 2 FT),"[1631101, 1631103]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Branham,1631103.0
121,PT01M46.00S,2024-11-08T01:30:59.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631103,,,1610612759,26,18,2024-11-08T01:30:59Z,1190000,False,,,0,,M. Branham Free Throw 1 of 2 (5 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
122,PT01M46.00S,2024-11-08T01:31:00.6Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,26,18,2024-11-08T01:31:10Z,1200000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M46.00S,2024-11-08T01:31:00.6Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,26,18,2024-11-08T01:31:10Z,1210000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M46.00S,2024-11-08T01:31:00.6Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,26,18,2024-11-08T01:31:10Z,1220000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M46.00S,2024-11-08T01:31:00.6Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,26,18,2024-11-08T01:31:10Z,1230000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M46.00S,2024-11-08T01:31:00.6Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,26,18,2024-11-08T01:31:10Z,1240000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M46.00S,2024-11-08T01:31:00.6Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,26,18,2024-11-08T01:31:10Z,1250000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M46.00S,2024-11-08T01:31:22.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631103,,,1610612759,27,18,2024-11-08T01:31:22Z,1260000,False,,,0,,M. Branham Free Throw 2 of 2 (6 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
129,PT01M32.00S,2024-11-08T01:31:37.1Z,1,REGULAR,2pt,Jump Shot,[],1631101,20.97568988173456,50.73529411764706,1610612757,27,20,2024-11-08T01:34:10Z,1270000,False,-4.0,145.0,1,left,S. Sharpe 14' pullup Jump Shot (2 PTS) (D. Clingan 1 AST),"[1631101, 1642270]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Center,14.47,Made,2.0,D. Clingan,1642270.0,1.0,,,,,,,,,,,,,,
131,PT01M27.00S,2024-11-08T01:31:44.6Z,1,REGULAR,turnover,out-of-bounds,[],1631103,,,1610612759,27,20,2024-11-08T01:32:46Z,1290000,False,,,0,,M. Branham bad pass out-of-bounds TURNOVER (1 TO),[1631103],1610612759.0,SAS,bad pass,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,,,,,,,1.0,,,,,,202007.0,,,,
132,PT01M09.00S,2024-11-08T01:32:09.4Z,1,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612757,27,20,2024-11-08T01:32:16Z,1300000,False,,,0,,B. Wesley shooting personal FOUL (1 PF) (Grant 2 FT),"[1631104, 203924]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Grant,203924.0
134,PT01M09.00S,2024-11-08T01:32:32.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203924,,,1610612757,27,21,2024-11-08T01:32:32Z,1320000,False,,,0,,J. Grant Free Throw 1 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
135,PT01M09.00S,2024-11-08T01:32:49.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203924,,,1610612757,27,22,2024-11-08T01:32:49Z,1330000,False,,,0,,J. Grant Free Throw 2 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
136,PT00M58.20S,2024-11-08T01:33:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630572,69.72733245729303,68.62745098039215,1610612759,30,22,2024-11-08T01:33:08Z,1340000,False,93.0,232.0,1,right,S. Mamukelashvili 25' 3PT  (3 PTS) (B. Wesley 1 AST),"[1630572, 1631104]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,25.01,Made,3.0,B. Wesley,1631104.0,1.0,,,,,,,,,,,,,,
138,PT00M48.40S,2024-11-08T01:33:14.6Z,1,REGULAR,3pt,Jump Shot,[],1631101,26.62614980289093,17.401960784313726,1610612757,30,22,2024-11-08T01:36:07Z,1360000,False,163.0,198.0,1,left,MISS S. Sharpe 25' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
139,PT00M48.40S,2024-11-08T01:33:14.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,30,22,2024-11-08T01:34:27Z,1370000,False,,,0,,D. Clingan REBOUND (Off:3 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,138.0,,,,3.0,0.0,3.0,,,,,
140,PT00M43.10S,2024-11-08T01:33:19.7Z,1,REGULAR,turnover,lost ball,[],1642270,,,1610612757,30,22,2024-11-08T01:34:36Z,1380000,False,,,0,,D. Clingan lost ball TURNOVER (1 TO),"[1642270, 1641705]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Wembanyama,1641705.0,,,,,,,,
141,PT00M43.10S,2024-11-08T01:33:19.7Z,1,REGULAR,steal,,[],1641705,,,1610612759,30,22,2024-11-08T01:33:21Z,1390000,False,,,0,,V. Wembanyama STEAL (2 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT00M28.90S,2024-11-08T01:33:54.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641705,71.69842312746385,77.69607843137256,1610612759,33,22,2024-11-08T01:34:00Z,1410000,False,138.0,214.0,1,right,V. Wembanyama 25' 3PT pullup (3 PTS),[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.45,Made,3.0,,,,,,,,,,,,,,,,,
144,PT00M18.00S,2024-11-08T01:34:07.6Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629640,,,1610612757,33,22,2024-11-08T01:37:30Z,1420000,False,,,0,,K. Johnson flagrant-type-1 personal FOUL (2 PF) (Grant 3 FT),"[1629640, 203924]",1610612759.0,SAS,flagrant-type-1,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Grant,203924.0
147,PT00M18.00S,2024-11-08T01:36:04.8Z,1,REGULAR,freethrow,1 of 3,[],203924,,,1610612757,33,23,2024-11-08T01:37:08Z,1450000,False,,,0,,J. Grant flagrant Free Throw 1 of 3 (5 PTS),[203924],1610612757.0,POR,flagrant,,,Grant,J. Grant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
148,PT00M18.00S,2024-11-08T01:36:04.8Z,1,REGULAR,freethrow,2 of 3,[],203924,,,1610612757,33,23,2024-11-08T01:37:08Z,1460000,False,,,0,,MISS J. Grant flagrant Free Throw 2 of 3,[203924],1610612757.0,POR,flagrant,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT00M18.00S,2024-11-08T01:36:04.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,33,23,2024-11-08T01:37:08Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,
150,PT00M18.00S,2024-11-08T01:36:04.8Z,1,REGULAR,freethrow,3 of 3,[],203924,,,1610612757,33,24,2024-11-08T01:37:08Z,1480000,False,,,0,,J. Grant flagrant Free Throw 3 of 3 (6 PTS),[203924],1610612757.0,POR,flagrant,,,Grant,J. Grant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
151,PT00M18.00S,2024-11-08T01:36:31.0Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,33,24,2024-11-08T01:36:57Z,1490000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M18.00S,2024-11-08T01:36:31.0Z,1,REGULAR,substitution,out,[],1630572,,,1610612759,33,24,2024-11-08T01:36:57Z,1500000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M18.00S,2024-11-08T01:36:31.0Z,1,REGULAR,substitution,out,[],1641712,,,1610612759,33,24,2024-11-08T01:36:57Z,1510000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M18.00S,2024-11-08T01:36:31.0Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,33,24,2024-11-08T01:36:57Z,1520000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M18.00S,2024-11-08T01:36:31.0Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,33,24,2024-11-08T01:36:57Z,1530000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M18.00S,2024-11-08T01:36:31.0Z,1,REGULAR,substitution,in,[],1629014,,,1610612759,33,24,2024-11-08T01:36:57Z,1540000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M01.00S,2024-11-08T01:37:18.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,26.231931668856767,19.11764705882353,1610612757,33,27,2024-11-08T01:37:37Z,1550000,False,154.0,194.0,1,left,A. Simons 24' 3PT step back (5 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.8,Made,5.0,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2024-11-08T01:37:26.2Z,1,REGULAR,period,end,[],0,,,1610612759,33,27,2024-11-08T01:37:26Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,33,27,2024-11-08T01:39:55Z,1570000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612759,33,27,2024-11-08T01:39:55Z,1580000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,out,['startperiod'],1642264,,,1610612759,33,27,2024-11-08T01:39:55Z,1590000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,out,['startperiod'],1629014,,,1610612759,33,27,2024-11-08T01:39:55Z,1600000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612759,33,27,2024-11-08T01:39:55Z,1610000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612759,33,27,2024-11-08T01:39:55Z,1620000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,in,['startperiod'],1630572,,,1610612759,33,27,2024-11-08T01:39:55Z,1630000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-11-08T01:39:31.5Z,2,REGULAR,substitution,in,['startperiod'],1641712,,,1610612759,33,27,2024-11-08T01:39:55Z,1640000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-08T01:40:08.9Z,2,REGULAR,period,start,[],0,,,1610612757,33,27,2024-11-08T01:40:08Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2024-11-08T01:40:24.1Z,2,REGULAR,turnover,traveling,[],203924,,,1610612757,33,27,2024-11-08T01:40:34Z,1660000,False,,,0,,J. Grant traveling TURNOVER (2 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,,,,,,,,,,2.0,,,,,,202007.0,,,,
169,PT11M31.00S,2024-11-08T01:40:49.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641705,93.77463863337714,49.754901960784316,1610612759,35,27,2024-11-08T01:40:56Z,1670000,False,-1.0,6.0,1,right,V. Wembanyama driving DUNK (5 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.61,Made,5.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
171,PT11M31.00S,2024-11-08T01:40:52.2Z,2,REGULAR,foul,personal,['1freethrow'],1642270,,,1610612759,35,27,2024-11-08T01:41:01Z,1690000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1642270, 1641705]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Wembanyama,1641705.0
173,PT11M31.00S,2024-11-08T01:41:16.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1641705,,,1610612759,36,27,2024-11-08T01:41:16Z,1710000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (6 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
