actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M33.00S,2025-01-24T02:26:32.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,20,19,2025-01-24T02:26:37Z,880000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,88.0,2.0,1.0,1.0,,,,,,,,,
90,PT05M23.00S,2025-01-24T02:26:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.59198423127464,53.92156862745098,1610612743,20,19,2025-01-24T02:28:03Z,890000,False,20.0,17.0,1,right,MISS A. Gordon driving reverse Layup,[203932],1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.6,,,,,,,
91,PT05M20.00S,2025-01-24T02:26:46.2Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,20,19,2025-01-24T02:26:50Z,900000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,90.0,1.0,0.0,1.0,,,,,,,,,
92,PT05M20.00S,2025-01-24T02:26:45.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,94.40999984741211,50.0,1610612743,20,19,2025-01-24T02:26:54Z,910000,False,0.0,0.0,1,right,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,0.0,,,,,,,
93,PT05M19.00S,2025-01-24T02:26:46.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,20,19,2025-01-24T02:26:54Z,920000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,
94,PT05M17.00S,2025-01-24T02:26:51.7Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612758,20,19,2025-01-24T02:27:06Z,930000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Monk 2 FT),"[203999, 1628370]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,1628481.0,1.0,0.0,Monk,1628370.0,,,,,,,,,,,,,,,
96,PT05M17.00S,2025-01-24T02:27:17.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628370,,,1610612758,20,20,2025-01-24T02:27:42Z,950000,False,,,0,,M. Monk Free Throw 1 of 2 (4 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
97,PT05M17.00S,2025-01-24T02:27:17.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628370,,,1610612758,20,20,2025-01-24T02:27:42Z,960000,False,,,0,,MISS M. Monk Free Throw 2 of 2,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
98,PT05M15.00S,2025-01-24T02:27:19.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,20,2025-01-24T02:27:42Z,970000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,97.0,3.0,3.0,0.0,,,,,,,,,
99,PT05M09.00S,2025-01-24T02:27:46.1Z,1,REGULAR,3pt,Jump Shot,[],201566,66.3107752956636,50.49019607843137,1610612743,23,20,2025-01-24T02:30:12Z,980000,False,2.0,264.0,1,right,R. Westbrook 26' 3PT  (6 PTS) (N. Jokić 4 AST),"[201566, 203999]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,,,,,,26.42,N. Jokić,203999.0,4.0,,,,
101,PT04M54.00S,2025-01-24T02:28:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631165,6.652431011826544,54.90196078431373,1610612758,23,22,2025-01-24T02:28:07Z,1000000,False,-25.0,10.0,1,left,K. Ellis driving Layup (2 PTS) (D. Carter 1 AST),"[1631165, 1642269]",1610612758.0,SAC,driving,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,2.65,D. Carter,1642269.0,1.0,,,,
103,PT04M38.00S,2025-01-24T02:28:18.6Z,1,REGULAR,foul,personal,['2freethrow'],1642269,,,1610612743,23,22,2025-01-24T02:28:36Z,1020000,False,,,0,,D. Carter shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1642269, 201566]",1610612758.0,SAC,shooting,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,1628481.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
105,PT04M38.00S,2025-01-24T02:28:47.6Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,23,22,2025-01-24T02:28:47Z,1040000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
106,PT04M38.00S,2025-01-24T02:28:47.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,23,22,2025-01-24T02:28:47Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,
107,PT04M38.00S,2025-01-24T02:28:48.5Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,23,22,2025-01-24T02:28:58Z,1060000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M38.00S,2025-01-24T02:28:48.5Z,1,REGULAR,substitution,out,[],1628370,,,1610612743,23,22,2025-01-24T02:28:58Z,1070000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M38.00S,2025-01-24T02:28:48.5Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,23,22,2025-01-24T02:28:58Z,1080000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M38.00S,2025-01-24T02:28:48.5Z,1,REGULAR,substitution,in,[],1626168,,,1610612743,23,22,2025-01-24T02:28:58Z,1090000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M38.00S,2025-01-24T02:29:13.2Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,24,22,2025-01-24T02:29:13Z,1100000,False,,,0,,R. Westbrook Free Throw 2 of 2 (7 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
112,PT04M26.00S,2025-01-24T02:29:25.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,27.808804204993432,76.7156862745098,1610612758,24,22,2025-01-24T02:31:42Z,1110000,False,-134.0,209.0,1,left,MISS K. Murray 24' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,24.8,,,,,,,
113,PT04M23.00S,2025-01-24T02:29:28.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,24,22,2025-01-24T02:29:32Z,1120000,False,,,0,,N. Jokić REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,112.0,4.0,4.0,0.0,,,,,,,,,
114,PT04M17.00S,2025-01-24T02:29:35.4Z,1,REGULAR,3pt,Jump Shot,[],1631124,68.41327201051249,30.88235294117647,1610612743,27,22,2025-01-24T02:32:22Z,1130000,False,-96.0,244.0,1,right,J. Strawther 26' 3PT pullup (3 PTS) (N. Jokić 5 AST),"[1631124, 203999]",1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,,26.24,N. Jokić,203999.0,5.0,,,,
116,PT04M14.00S,2025-01-24T02:29:43.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,27,22,2025-01-24T02:29:43Z,1150000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M14.00S,2025-01-24T02:30:46.5Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,27,22,2025-01-24T02:31:08Z,1160000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M14.00S,2025-01-24T02:30:46.5Z,1,REGULAR,substitution,out,[],1642269,,,1610612758,27,22,2025-01-24T02:31:08Z,1170000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M14.00S,2025-01-24T02:30:46.5Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,27,22,2025-01-24T02:31:08Z,1180000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M14.00S,2025-01-24T02:30:46.5Z,1,REGULAR,substitution,in,[],201942,,,1610612758,27,22,2025-01-24T02:31:08Z,1190000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M06.00S,2025-01-24T02:31:18.5Z,1,REGULAR,2pt,Jump Shot,[],201942,7.30946123521682,76.47058823529412,1610612758,27,22,2025-01-24T02:31:24Z,1200000,False,-132.0,16.0,1,left,MISS D. DeRozan 13' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,,13.34,,,,,,,
122,PT04M04.00S,2025-01-24T02:31:20.5Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,27,22,2025-01-24T02:31:24Z,1210000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,121.0,3.0,2.0,1.0,,,,,,,,,
123,PT03M52.00S,2025-01-24T02:31:32.7Z,1,REGULAR,3pt,Jump Shot,[],1631124,72.88107752956637,16.176470588235293,1610612743,27,22,2025-01-24T02:31:38Z,1220000,False,-169.0,202.0,1,right,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.37,,,,,,,
124,PT03M49.00S,2025-01-24T02:31:35.7Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,27,22,2025-01-24T02:31:38Z,1230000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT03M33.00S,2025-01-24T02:31:51.9Z,1,REGULAR,2pt,Jump Shot,[],1628368,20.05584756898817,33.57843137254902,1610612758,27,24,2025-01-24T02:34:08Z,1240000,False,82.0,136.0,1,left,D. Fox 15' pullup Jump Shot (4 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,Made,4.0,,,,,,15.89,D. Sabonis,1627734.0,2.0,,,,
127,PT03M14.00S,2025-01-24T02:32:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,93.51182654402102,56.61764705882353,1610612743,29,24,2025-01-24T02:34:40Z,1260000,False,33.0,8.0,1,right,J. Strawther driving Layup (5 PTS) (N. Jokić 6 AST),"[1631124, 203999]",1610612743.0,DEN,driving,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,,3.42,N. Jokić,203999.0,6.0,,,,
129,PT03M14.00S,2025-01-24T02:32:14.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628368,,,1610612743,29,24,2025-01-24T02:32:39Z,1280000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Strawther 1 FT),"[1628368, 1631124]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1626300.0,1.0,0.0,Strawther,1631124.0,,,,,,,,,,,,,,,
131,PT03M14.00S,2025-01-24T02:32:31.0Z,1,REGULAR,substitution,out,[],201566,,,1610612743,29,24,2025-01-24T02:34:33Z,1300000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M14.00S,2025-01-24T02:32:31.0Z,1,REGULAR,substitution,in,[],1627750,,,1610612743,29,24,2025-01-24T02:34:33Z,1310000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M14.00S,2025-01-24T02:32:45.8Z,1,REGULAR,freethrow,1 of 1,[],1631124,,,1610612743,30,24,2025-01-24T02:32:45Z,1320000,False,,,0,,J. Strawther Free Throw 1 of 1 (6 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
134,PT02M58.00S,2025-01-24T02:33:09.2Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612758,30,24,2025-01-24T02:33:21Z,1330000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203932, 201942]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right,1628481.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
136,PT02M58.00S,2025-01-24T02:33:42.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,30,25,2025-01-24T02:33:42Z,1350000,False,,,0,,D. DeRozan Free Throw 1 of 2 (8 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
137,PT02M58.00S,2025-01-24T02:33:58.7Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,30,26,2025-01-24T02:33:58Z,1360000,False,,,0,,D. DeRozan Free Throw 2 of 2 (9 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
138,PT02M44.00S,2025-01-24T02:34:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.85479632063075,55.14705882352941,1610612743,32,26,2025-01-24T02:34:26Z,1370000,False,26.0,15.0,1,right,N. Jokić driving finger roll Layup (5 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,driving finger roll,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,,2.96,J. Murray,1627750.0,3.0,,,,
140,PT02M30.00S,2025-01-24T02:34:31.4Z,1,REGULAR,2pt,Jump Shot,[],1628368,16.90210249671485,33.82352941176471,1610612758,32,26,2025-01-24T02:34:38Z,1390000,False,81.0,106.0,1,left,MISS D. Fox 13' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,,13.37,,,,,,,
141,PT02M28.00S,2025-01-24T02:34:33.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,32,26,2025-01-24T02:34:38Z,1400000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,
142,PT02M19.00S,2025-01-24T02:34:45.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612743,32,26,2025-01-24T02:34:53Z,1410000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Jokić 2 FT),"[1627734, 203999]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,1628481.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
144,PT02M19.00S,2025-01-24T02:35:08.1Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,33,26,2025-01-24T02:35:08Z,1430000,False,,,0,,N. Jokić Free Throw 1 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
145,PT02M19.00S,2025-01-24T02:35:23.8Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,34,26,2025-01-24T02:35:23Z,1440000,False,,,0,,N. Jokić Free Throw 2 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
146,PT02M08.00S,2025-01-24T02:35:35.2Z,1,REGULAR,3pt,Jump Shot,[],1627734,31.750985545335087,36.029411764705884,1610612758,34,26,2025-01-24T02:35:40Z,1450000,False,70.0,246.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,25.57,,,,,,,
147,PT02M05.00S,2025-01-24T02:35:38.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,34,26,2025-01-24T02:35:40Z,1460000,False,,,0,,N. Jokić REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,146.0,5.0,5.0,0.0,,,,,,,,,
148,PT02M02.00S,2025-01-24T02:35:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631212,93.38042049934296,50.0,1610612743,36,26,2025-01-24T02:35:52Z,1470000,False,0.0,10.0,1,right,P. Watson running DUNK (2 PTS) (N. Jokić 7 AST),"[1631212, 203999]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,0.97,N. Jokić,203999.0,7.0,,,,
150,PT02M01.00S,2025-01-24T02:35:46.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,36,26,2025-01-24T02:35:46Z,1490000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M46.00S,2025-01-24T02:37:25.4Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,36,26,2025-01-24T02:37:31Z,1500000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1627750]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,Murray,1627750.0,,
152,PT01M46.00S,2025-01-24T02:37:25.4Z,1,REGULAR,steal,,[],1627750,,,1610612743,36,26,2025-01-24T02:37:26Z,1510000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
153,PT01M35.00S,2025-01-24T02:37:36.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631124,66.04796320630749,49.754901960784316,1610612743,36,26,2025-01-24T02:37:43Z,1520000,False,-1.0,267.0,1,right,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,26.66,,,,,,,
154,PT01M31.00S,2025-01-24T02:37:40.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,36,26,2025-01-24T02:37:43Z,1530000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,153.0,4.0,4.0,0.0,,,,,,,,,
155,PT01M24.00S,2025-01-24T02:37:47.1Z,1,REGULAR,3pt,Jump Shot,[],201942,29.6484888304862,23.03921568627451,1610612758,36,26,2025-01-24T02:37:53Z,1540000,False,135.0,226.0,1,left,MISS D. DeRozan 26' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,26.33,,,,,,,
156,PT01M21.00S,2025-01-24T02:37:50.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,36,26,2025-01-24T02:37:53Z,1550000,False,,,0,,N. Jokić REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,155.0,6.0,6.0,0.0,,,,,,,,,
157,PT01M16.00S,2025-01-24T02:37:55.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631212,92.85479632063075,39.705882352941174,1610612743,36,26,2025-01-24T02:38:13Z,1560000,False,-51.0,15.0,1,right,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.36,,,,,,,
158,PT01M14.00S,2025-01-24T02:37:57.6Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,36,26,2025-01-24T02:38:05Z,1570000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,
159,PT01M00.00S,2025-01-24T02:38:11.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,21.107095926412615,5.637254901960785,1610612758,36,29,2025-01-24T02:39:44Z,1580000,False,222.0,146.0,1,left,D. Fox 26' 3PT pullup (7 PTS) (D. Sabonis 3 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,,,,,,26.55,D. Sabonis,1627734.0,3.0,,,,
161,PT00M48.20S,2025-01-24T02:38:28.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,89.83245729303549,50.73529411764706,1610612743,38,29,2025-01-24T02:40:26Z,1600000,False,4.0,43.0,1,right,N. Jokić driving Hook (9 PTS) (J. Strawther 2 AST),"[203999, 1631124]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,4.33,J. Strawther,1631124.0,2.0,,,,
163,PT00M45.10S,2025-01-24T02:38:32.0Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,38,29,2025-01-24T02:38:37Z,1620000,False,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1631124]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,2.0,,,,,Strawther,1631124.0,,
164,PT00M45.10S,2025-01-24T02:38:32.0Z,1,REGULAR,steal,,[],1631124,,,1610612743,38,29,2025-01-24T02:38:33Z,1630000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
165,PT00M38.90S,2025-01-24T02:38:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,92.9862023653088,55.14705882352941,1610612743,40,29,2025-01-24T02:38:47Z,1640000,False,26.0,13.0,1,right,J. Murray running finger roll Layup (5 PTS),[1627750],1610612743.0,DEN,running finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,,2.9,,,,,,,
166,PT00M21.70S,2025-01-24T02:38:59.0Z,1,REGULAR,3pt,Jump Shot,[],1626168,7.5722733245729295,95.58823529411765,1610612758,40,29,2025-01-24T02:42:07Z,1650000,False,-228.0,19.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,22.87,,,,,,,
167,PT00M19.20S,2025-01-24T02:39:01.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,40,29,2025-01-24T02:39:01Z,1660000,False,,,0,,N. Jokić REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,,,,,166.0,7.0,7.0,0.0,,,,,,,,,
168,PT00M05.90S,2025-01-24T02:39:14.8Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,40,29,2025-01-24T02:39:19Z,1670000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1631165]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Ellis,1631165.0,,
169,PT00M05.90S,2025-01-24T02:39:14.8Z,1,REGULAR,steal,,[],1631165,,,1610612758,40,29,2025-01-24T02:39:16Z,1680000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT00M03.10S,2025-01-24T02:39:18.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626168,6.521024967148489,49.50980392156863,1610612758,40,31,2025-01-24T02:43:02Z,1690000,False,2.0,9.0,1,left,T. Lyles running DUNK (2 PTS) (K. Ellis 1 AST),"[1626168, 1631165]",1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,0.91,K. Ellis,1631165.0,1.0,,,,
172,PT00M00.00S,2025-01-24T02:39:24.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,60.397503285151124,39.46078431372549,1610612743,40,31,2025-01-24T02:43:41Z,1710000,False,-53.0,320.0,1,right,MISS J. Murray 32' driving bank 3PT,[1627750],1610612743.0,DEN,driving bank,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,32.41,,,,,,,
