actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
99,PT04M07.00S,2025-03-29T23:56:18.5Z,1,REGULAR,substitution,out,[],1627824,,,1610612755,22,24,2025-03-29T23:56:27Z,990000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,
100,PT04M07.00S,2025-03-29T23:56:18.5Z,1,REGULAR,substitution,out,[],202692,,,1610612755,22,24,2025-03-29T23:56:27Z,1000000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,
101,PT04M07.00S,2025-03-29T23:56:18.5Z,1,REGULAR,substitution,in,[],1641737,,,1610612755,22,24,2025-03-29T23:56:27Z,1010000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
102,PT04M07.00S,2025-03-29T23:56:18.5Z,1,REGULAR,substitution,in,[],1641720,,,1610612755,22,24,2025-03-29T23:56:27Z,1020000,False,,,0,,SUB in: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2025-03-29T23:56:18.5Z,1,REGULAR,substitution,in,[],203937,,,1610612755,22,24,2025-03-29T23:56:27Z,1030000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
104,PT03M49.00S,2025-03-29T23:56:54.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629656,20.71287779237845,67.40196078431373,1610612755,22,24,2025-03-29T23:57:01Z,1040000,False,-87.0,142.0,1,left,MISS Q. Grimes 16' step back Shot,[1629656],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Left Center,16.67,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
105,PT03M44.00S,2025-03-29T23:56:59.0Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,22,24,2025-03-29T23:57:01Z,1050000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left Center,,,,Highsmith,H. Highsmith,,,,104.0,2.0,1.0,1.0,,,,,,,,,,
106,PT03M31.00S,2025-03-29T23:57:16.1Z,1,REGULAR,foul,technical,['1freethrow'],1641720,,,1610612748,22,24,2025-03-29T23:57:24Z,1060000,False,,,0,,J. Hood-Schifino defensive-3-second technical FOUL (1 Tech),[1641720],1610612755.0,PHI,defensive-3-second,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,202037.0,0.0,1.0,,,,
107,PT03M31.00S,2025-03-29T23:57:37.1Z,1,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,22,25,2025-03-29T23:57:37Z,1070000,False,,,0,,B. Adebayo technical Free Throw 1 of 1 (3 PTS),[1628389],1610612748.0,MIA,technical,,,,,,,,,Made,3.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2025-03-29T23:57:58.6Z,1,REGULAR,3pt,Jump Shot,[],1628389,68.41327201051249,23.284313725490197,1610612748,22,28,2025-03-29T23:58:03Z,1080000,False,-134.0,244.0,1,right,B. Adebayo 27' 3PT  (6 PTS) (D. Mitchell 2 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,27.85,Made,6.0,Adebayo,B. Adebayo,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
110,PT03M07.00S,2025-03-29T23:58:13.0Z,1,REGULAR,turnover,lost ball,[],1642348,,,1610612755,22,28,2025-03-29T23:58:17Z,1100000,False,,,0,,J. Edwards lost ball TURNOVER (1 TO),"[1642348, 1629312]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Edwards,J. Edwards,,,,,,,,1.0,Highsmith,1629312.0,,,,,,,
111,PT03M07.00S,2025-03-29T23:58:13.0Z,1,REGULAR,steal,,[],1629312,,,1610612748,22,28,2025-03-29T23:58:15Z,1110000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2025-03-29T23:58:18.3Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612748,22,28,2025-03-29T23:58:22Z,1120000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1642348]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Mitchell,D. Mitchell,,,,,,,,1.0,Edwards,1642348.0,,,,,,,
113,PT03M01.00S,2025-03-29T23:58:18.3Z,1,REGULAR,steal,,[],1642348,,,1610612755,22,28,2025-03-29T23:58:20Z,1130000,False,,,0,,J. Edwards STEAL (2 STL),[1642348],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,
114,PT02M56.00S,2025-03-29T23:58:23.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641741,22.552562417871222,87.74509803921569,1610612755,22,28,2025-03-29T23:58:31Z,1140000,False,-189.0,159.0,1,left,MISS R. Council IV 24' running 3PT,[1641741],1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Left Center,24.71,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
115,PT02M51.00S,2025-03-29T23:58:28.6Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612755,22,28,2025-03-29T23:58:45Z,1150000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:1),[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Grimes,Q. Grimes,,,,114.0,2.0,1.0,1.0,,,,,,,,,,
116,PT02M50.00S,2025-03-29T23:58:45.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,22,28,2025-03-29T23:58:45Z,1160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M48.00S,2025-03-30T00:01:36.9Z,1,REGULAR,turnover,bad pass,[],1641720,,,1610612755,22,28,2025-03-30T00:01:41Z,1170000,False,,,0,,J. Hood-Schifino bad pass TURNOVER (1 TO),"[1641720, 1629312]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,1.0,Highsmith,1629312.0,,,,,,,
118,PT02M48.00S,2025-03-30T00:01:36.9Z,1,REGULAR,steal,,[],1629312,,,1610612748,22,28,2025-03-30T00:01:39Z,1180000,False,,,0,,H. Highsmith STEAL (2 STL),[1629312],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,
119,PT02M45.00S,2025-03-30T00:01:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630558,92.9862023653088,50.73529411764706,1610612748,22,30,2025-03-30T00:01:45Z,1190000,False,4.0,13.0,1,right,D. Mitchell running Layup (2 PTS) (H. Highsmith 2 AST),"[1630558, 1629312]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,Mitchell,D. Mitchell,H. Highsmith,1629312.0,2.0,,,,,,,,,,,,,,
121,PT02M27.00S,2025-03-30T00:01:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,6.915243101182654,46.32352941176471,1610612755,24,30,2025-03-30T00:02:02Z,1210000,False,18.0,13.0,1,left,A. Bona Layup (4 PTS) (Q. Grimes 1 AST),"[1641737, 1629656]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,2.22,Made,4.0,Bona,A. Bona,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
123,PT02M07.00S,2025-03-30T00:02:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,91.27792378449409,63.725490196078425,1610612748,24,30,2025-03-30T00:02:22Z,1230000,False,69.0,29.0,1,right,MISS K. Anderson 7' turnaround Shot - blocked,"[203937, 1641737]",1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,Bona,1641737.0
124,PT02M07.00S,2025-03-30T00:02:18.2Z,1,REGULAR,block,,[],1641737,,,1610612748,24,30,2025-03-30T00:02:20Z,1240000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
125,PT02M05.00S,2025-03-30T00:02:20.2Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,24,30,2025-03-30T00:02:22Z,1250000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bona,A. Bona,,,,123.0,1.0,1.0,0.0,,,,,,,,,,
126,PT02M00.00S,2025-03-30T00:02:29.0Z,1,REGULAR,foul,personal,[],203937,,,1610612755,24,30,2025-03-30T00:02:36Z,1260000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1641741]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,,,,,,,,202049.0,1.0,0.0,Council IV,1641741.0,,
128,PT02M00.00S,2025-03-30T00:02:36.9Z,1,REGULAR,substitution,out,[],1642348,,,1610612755,24,30,2025-03-30T00:02:50Z,1280000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,
129,PT02M00.00S,2025-03-30T00:02:36.9Z,1,REGULAR,substitution,out,[],1641796,,,1610612755,24,30,2025-03-30T00:02:50Z,1290000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
130,PT02M00.00S,2025-03-30T00:02:36.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612755,24,30,2025-03-30T00:02:50Z,1300000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
131,PT02M00.00S,2025-03-30T00:02:36.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612755,24,30,2025-03-30T00:02:50Z,1310000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2025-03-30T00:02:36.9Z,1,REGULAR,substitution,in,[],1642276,,,1610612755,24,30,2025-03-30T00:02:50Z,1320000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2025-03-30T00:02:36.9Z,1,REGULAR,substitution,in,[],1629639,,,1610612755,24,30,2025-03-30T00:02:50Z,1330000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,
134,PT01M50.00S,2025-03-30T00:03:03.9Z,1,REGULAR,3pt,Jump Shot,[],1641741,31.882391590013142,66.91176470588235,1610612755,24,30,2025-03-30T00:03:08Z,1340000,False,-85.0,247.0,1,left,MISS R. Council IV 26' 3PT,[1641741],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
135,PT01M45.00S,2025-03-30T00:03:08.9Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,24,30,2025-03-30T00:03:08Z,1350000,False,,,0,,K. Ware REBOUND (Off:1 Def:3),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Ware,K. Ware,,,,134.0,4.0,3.0,1.0,,,,,,,,,,
136,PT01M40.00S,2025-03-30T00:03:12.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,65.52233902759527,29.65686274509804,1610612748,24,30,2025-03-30T00:03:19Z,1360000,False,-102.0,272.0,1,right,MISS T. Herro 29' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,,,,Above the Break 3,24+ Left Center,29.0,Missed,,Herro,T. Herro,,,,,,,,,,,,,,,,,
137,PT01M37.00S,2025-03-30T00:03:15.5Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,24,30,2025-03-30T00:03:19Z,1370000,False,,,0,,R. Council IV REBOUND (Off:0 Def:1),[1641741],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Council IV,R. Council IV,,,,136.0,1.0,1.0,0.0,,,,,,,,,,
138,PT01M23.00S,2025-03-30T00:03:30.6Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612755,24,30,2025-03-30T00:03:34Z,1380000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 203937]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Grimes,Q. Grimes,,,,,,,,2.0,Anderson,203937.0,,,,,,,
139,PT01M23.00S,2025-03-30T00:03:30.6Z,1,REGULAR,steal,,[],203937,,,1610612748,24,30,2025-03-30T00:03:32Z,1390000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
140,PT01M18.00S,2025-03-30T00:03:35.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629312,71.17279894875165,19.362745098039216,1610612748,24,30,2025-03-30T00:03:45Z,1400000,False,-153.0,218.0,1,right,MISS H. Highsmith 26' running pullup 3PT,[1629312],1610612748.0,MIA,running pullup,,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,
141,PT01M14.00S,2025-03-30T00:03:39.5Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,24,30,2025-03-30T00:03:45Z,1410000,False,,,0,,R. Council IV REBOUND (Off:0 Def:2),[1641741],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Council IV,R. Council IV,,,,140.0,2.0,2.0,0.0,,,,,,,,,,
142,PT01M11.00S,2025-03-30T00:03:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641741,4.418528252299605,48.03921568627451,1610612755,26,30,2025-03-30T00:03:53Z,1420000,False,10.0,-11.0,1,left,R. Council IV running finger roll Layup (2 PTS),[1641741],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
143,PT01M11.00S,2025-03-30T00:03:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629639,,,1610612755,26,30,2025-03-30T00:04:01Z,1430000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Council IV 1 FT),"[1629639, 1641741]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Herro,T. Herro,,,,,,,,,,,202037.0,1.0,0.0,Council IV,1641741.0,,
145,PT01M11.00S,2025-03-30T00:04:17.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1641741,,,1610612755,27,30,2025-03-30T00:04:17Z,1450000,False,,,0,,R. Council IV Free Throw 1 of 1 (3 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,3.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
146,PT01M00.00S,2025-03-30T00:04:29.7Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612748,27,30,2025-03-30T00:04:34Z,1460000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 1641737]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,2.0,Bona,1641737.0,,,,,,,
147,PT01M00.00S,2025-03-30T00:04:29.7Z,1,REGULAR,steal,,[],1641737,,,1610612755,27,30,2025-03-30T00:04:31Z,1470000,False,,,0,,A. Bona STEAL (1 STL),[1641737],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
148,PT00M56.20S,2025-03-30T00:04:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641741,5.732588699080158,46.81372549019608,1610612755,29,30,2025-03-30T00:04:39Z,1480000,False,16.0,1.0,1,left,R. Council IV running Layup (5 PTS),[1641741],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,1.6,Made,5.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
149,PT00M39.00S,2025-03-30T00:04:58.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612748,29,30,2025-03-30T00:05:07Z,1490000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Herro 2 FT),"[1629656, 1629639]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Grimes,Q. Grimes,,,,,,,,,,,202037.0,2.0,0.0,Herro,1629639.0,,
151,PT00M39.00S,2025-03-30T00:05:25.1Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,29,31,2025-03-30T00:05:25Z,1510000,False,,,0,,T. Herro Free Throw 1 of 2 (7 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,7.0,Herro,T. Herro,,,,,,,,,,,,,,,,,
152,PT00M39.00S,2025-03-30T00:05:48.7Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,29,32,2025-03-30T00:05:48Z,1520000,False,,,0,,T. Herro Free Throw 2 of 2 (8 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,8.0,Herro,T. Herro,,,,,,,,,,,,,,,,,
154,PT00M23.60S,2025-03-30T00:06:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629656,31.488173455978973,74.01960784313727,1610612755,29,32,2025-03-30T00:06:24Z,1540000,False,-120.0,243.0,1,left,MISS Q. Grimes 27' 3PT,[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
155,PT00M20.60S,2025-03-30T00:06:23.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,29,32,2025-03-30T00:06:23Z,1550000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Anderson,K. Anderson,,,,154.0,1.0,1.0,0.0,,,,,,,,,,
156,PT00M04.30S,2025-03-30T00:06:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630558,72.88107752956637,14.460784313725492,1610612748,29,32,2025-03-30T00:06:44Z,1560000,False,-178.0,202.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
157,PT00M01.70S,2025-03-30T00:06:44.3Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,29,32,2025-03-30T00:06:44Z,1570000,False,,,0,,T. Herro REBOUND (Off:2 Def:0),[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Herro,T. Herro,,,,156.0,2.0,0.0,2.0,,,,,,,,,,
158,PT00M01.70S,2025-03-30T00:06:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,94.40999984741211,50.0,1610612748,29,34,2025-03-30T00:06:44Z,1580000,False,0.0,0.0,1,right,T. Herro tip Layup (10 PTS),[1629639],1610612748.0,MIA,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,Herro,T. Herro,,,,,,,,,,,,,,,,,
159,PT00M00.20S,2025-03-30T00:06:50.6Z,1,REGULAR,3pt,Jump Shot,[],1641741,50.673455978975035,76.22549019607843,1610612755,29,34,2025-03-30T00:07:26Z,1590000,False,-131.0,424.0,1,left,MISS R. Council IV 44' pullup 3PT,[1641741],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,44.36,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2025-03-30T00:06:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,29,34,2025-03-30T00:06:58Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,159.0,,,,,,,,,,,,,
161,PT00M00.00S,2025-03-30T00:06:57.7Z,1,REGULAR,period,end,[],0,,,1610612755,29,34,2025-03-30T00:06:57Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-03-30T00:08:05.2Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612755,29,34,2025-03-30T00:09:27Z,1620000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-03-30T00:08:05.2Z,2,REGULAR,substitution,out,['startperiod'],1641737,,,1610612755,29,34,2025-03-30T00:09:27Z,1630000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-03-30T00:08:05.2Z,2,REGULAR,substitution,in,['startperiod'],1642348,,,1610612755,29,34,2025-03-30T00:09:27Z,1640000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-03-30T00:08:05.2Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612755,29,34,2025-03-30T00:09:27Z,1650000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-03-30T00:09:36.5Z,2,REGULAR,period,start,[],0,,,1610612748,29,34,2025-03-30T00:09:36Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M48.00S,2025-03-30T00:09:52.2Z,2,REGULAR,foul,personal,[],1642348,,,1610612748,29,34,2025-03-30T00:09:57Z,1670000,False,,,0,,J. Edwards personal FOUL (2 PF),"[1642348, 1629639]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Edwards,J. Edwards,,,,,,,,,,,202901.0,2.0,0.0,Herro,1629639.0,,
169,PT11M35.00S,2025-03-30T00:10:22.5Z,2,REGULAR,foul,personal,['2freethrow'],1641720,,,1610612748,29,34,2025-03-30T00:10:28Z,1690000,False,,,0,,J. Hood-Schifino shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1641720, 1630558]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,202049.0,1.0,1.0,Mitchell,1630558.0,,
171,PT11M35.00S,2025-03-30T00:10:46.3Z,2,REGULAR,freethrow,1 of 2,[],1630558,,,1610612748,29,34,2025-03-30T00:10:46Z,1710000,False,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1630558],1610612748.0,MIA,,,,,,,,,,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
172,PT11M35.00S,2025-03-30T00:10:46.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,29,34,2025-03-30T00:10:46Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,
173,PT11M35.00S,2025-03-30T00:10:59.3Z,2,REGULAR,freethrow,2 of 2,[],1630558,,,1610612748,29,35,2025-03-30T00:10:59Z,1730000,False,,,0,,D. Mitchell Free Throw 2 of 2 (3 PTS),[1630558],1610612748.0,MIA,,,,,,,,,,Made,3.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
174,PT11M22.00S,2025-03-30T00:11:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,5.469776609724048,49.01960784313725,1610612755,31,35,2025-03-30T00:11:18Z,1740000,False,5.0,-1.0,1,left,R. Council IV driving Layup (7 PTS) (J. Hood-Schifino 1 AST),"[1641741, 1641720]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,0.5,Made,7.0,Council IV,R. Council IV,J. Hood-Schifino,1641720.0,1.0,,,,,,,,,,,,,,
176,PT11M02.00S,2025-03-30T00:11:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,84.97043363994744,50.49019607843137,1610612748,31,37,2025-03-30T00:11:38Z,1760000,False,2.0,89.0,1,right,T. Herro 8' driving floating Jump Shot (12 PTS) (D. Mitchell 3 AST),"[1629639, 1630558]",1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.88,Made,12.0,Herro,T. Herro,D. Mitchell,1630558.0,3.0,,,,,,,,,,,,,,
178,PT10M41.00S,2025-03-30T00:11:54.5Z,2,REGULAR,turnover,bad pass,[],1641720,,,1610612755,31,37,2025-03-30T00:11:57Z,1780000,False,,,0,,J. Hood-Schifino bad pass TURNOVER (2 TO),"[1641720, 1642276]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,2.0,Ware,1642276.0,,,,,,,
179,PT10M41.00S,2025-03-30T00:11:54.5Z,2,REGULAR,steal,,[],1642276,,,1610612748,31,37,2025-03-30T00:11:56Z,1790000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,
180,PT10M18.00S,2025-03-30T00:12:17.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,70.12155059132719,19.852941176470587,1610612748,31,37,2025-03-30T00:12:22Z,1800000,False,-151.0,228.0,1,right,MISS D. Mitchell 27' 3PT,[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
