actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
578,PT06M59.00S,2024-11-28T02:06:53.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,5.590000152587891,50.0,1610612745,92,100,2024-11-28T02:06:53Z,5710000,False,0.0,0.0,1,left,A. Thompson tip Layup (15 PTS),[1641708],1610612745.0,HOU,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,15.0,,,,,,,,,,,,,
579,PT06M48.00S,2024-11-28T02:07:03.5Z,4,REGULAR,3pt,Jump Shot,[],1630178,66.01511169513799,50.245098039215684,1610612755,95,100,2024-11-28T02:07:09Z,5720000,False,1.0,267.0,1,right,T. Maxey 26' 3PT pullup (33 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.7,Made,,,,,33.0,,,,,,,,,,,,,
580,PT06M33.00S,2024-11-28T02:07:18.2Z,4,REGULAR,turnover,bad pass,[],1630224,,,1610612745,95,100,2024-11-28T02:07:22Z,5730000,False,,,0,,J. Green bad pass TURNOVER (4 TO),"[1630224, 1630178]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,4.0,Maxey,1630178.0,,,,,,,,
581,PT06M33.00S,2024-11-28T02:07:18.2Z,4,REGULAR,steal,,[],1630178,,,1610612755,95,100,2024-11-28T02:07:21Z,5740000,False,,,0,,T. Maxey STEAL (4 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
582,PT06M30.00S,2024-11-28T02:07:22.2Z,4,REGULAR,turnover,lost ball,[],1630178,,,1610612755,95,100,2024-11-28T02:07:26Z,5750000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 1627832]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,3.0,VanVleet,1627832.0,,,,,,,,
583,PT06M30.00S,2024-11-28T02:07:22.2Z,4,REGULAR,steal,,[],1627832,,,1610612745,95,100,2024-11-28T02:07:24Z,5760000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
584,PT06M26.00S,2024-11-28T02:07:25.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641708,8.196452036793687,51.96078431372549,1610612745,95,102,2024-11-28T02:07:32Z,5770000,False,-10.0,25.0,1,left,A. Thompson DUNK (17 PTS) (F. VanVleet 5 AST),"[1641708, 1627832]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,17.0,,,,,,F. VanVleet,1627832.0,5.0,,,,,
586,PT06M07.00S,2024-11-28T02:07:49.7Z,4,REGULAR,foul,personal,[],1631095,,,1610612755,95,102,2024-11-28T02:07:55Z,5790000,False,,,0,,J. Smith Jr. personal FOUL (5 PF),"[1631095, 1630178]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1629178.0,5.0,0.0,Maxey,1630178.0
588,PT06M07.00S,2024-11-28T02:07:57.3Z,4,REGULAR,substitution,out,[],1641741,,,1610612755,95,102,2024-11-28T02:08:03Z,5810000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M07.00S,2024-11-28T02:07:57.3Z,4,REGULAR,substitution,out,[],1631095,,,1610612755,95,102,2024-11-28T02:08:03Z,5820000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M07.00S,2024-11-28T02:07:57.3Z,4,REGULAR,substitution,in,[],203083,,,1610612755,95,102,2024-11-28T02:08:03Z,5830000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M07.00S,2024-11-28T02:07:57.3Z,4,REGULAR,substitution,in,[],1628415,,,1610612755,95,102,2024-11-28T02:08:03Z,5840000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M07.00S,2024-11-28T02:08:27.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,95,102,2024-11-28T02:08:27Z,5850000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M55.00S,2024-11-28T02:11:55.1Z,4,REGULAR,3pt,Jump Shot,[],1642272,93.2161629434954,5.637254901960787,1610612755,95,102,2024-11-28T02:12:00Z,5870000,False,-222.0,11.0,1,right,MISS J. McCain 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,22.21,Missed,,,,,,,,,,,,,,,,,,
595,PT05M52.00S,2024-11-28T02:11:58.1Z,4,REGULAR,rebound,defensive,[],1641708,,,1610612745,95,102,2024-11-28T02:12:00Z,5880000,False,,,0,,A. Thompson REBOUND (Off:2 Def:8),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,594.0,10.0,8.0,2.0,,,,,,,,,,,,,,
596,PT05M30.00S,2024-11-28T02:12:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,9.773324572930349,56.127450980392155,1610612745,95,102,2024-11-28T02:12:29Z,5890000,False,-31.0,39.0,1,left,MISS F. VanVleet cutting Layup,[1627832],1610612745.0,HOU,cutting,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,,,,,,,,,,,,,,,,,,
597,PT05M30.00S,2024-11-28T02:12:20.7Z,4,REGULAR,rebound,offensive,[],1641708,,,1610612745,95,102,2024-11-28T02:12:41Z,5900000,False,,,0,,A. Thompson REBOUND (Off:3 Def:8),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,596.0,11.0,8.0,3.0,,,,,,,,,,,,,,
598,PT05M30.00S,2024-11-28T02:12:26.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,95,102,2024-11-28T02:12:35Z,5910000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627534.0,,,,
599,PT05M09.00S,2024-11-28T02:12:54.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,90.8508541392904,64.2156862745098,1610612755,95,102,2024-11-28T02:12:58Z,5920000,False,71.0,34.0,1,right,MISS T. Maxey 7' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,,,,,,,,,,,,,,
600,PT05M06.00S,2024-11-28T02:12:57.0Z,4,REGULAR,rebound,defensive,[],1630224,,,1610612745,95,102,2024-11-28T02:12:58Z,5930000,False,,,0,,J. Green REBOUND (Off:1 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,599.0,7.0,6.0,1.0,,,,,,,,,,,,,,
601,PT05M04.00S,2024-11-28T02:12:59.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,8.327858081471746,49.01960784313726,1610612745,95,104,2024-11-28T02:13:14Z,5940000,False,5.0,26.0,1,left,J. Green running finger roll Layup (38 PTS),[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,38.0,,,,,,,,,,,,,
602,PT04M45.00S,2024-11-28T02:13:17.9Z,4,REGULAR,2pt,Jump Shot,[],1642272,77.84165571616295,62.254901960784316,1610612755,97,104,2024-11-28T02:14:42Z,5950000,False,61.0,156.0,1,right,J. McCain 16' pullup Jump Shot (15 PTS),[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Mid-Range,16-24 Right Center,16.74,Made,,,,,15.0,,,,,,,,,,,,,
603,PT04M20.00S,2024-11-28T02:13:43.0Z,4,REGULAR,3pt,Jump Shot,[],1627832,33.6892247043364,69.36274509803921,1610612745,97,104,2024-11-28T02:13:55Z,5960000,False,-97.0,264.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,28.14,Missed,,,,,,,,,,,,,,,,,,
604,PT04M16.00S,2024-11-28T02:13:47.0Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,97,104,2024-11-28T02:21:04Z,5970000,False,,,0,,J. McCain REBOUND (Off:0 Def:3),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,603.0,3.0,3.0,0.0,,,,,,,,,,,,,,
605,PT04M16.00S,2024-11-28T02:14:05.1Z,4,REGULAR,substitution,out,[],1631106,,,1610612755,97,104,2024-11-28T02:14:08Z,5980000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M16.00S,2024-11-28T02:14:05.1Z,4,REGULAR,substitution,in,[],1630578,,,1610612755,97,104,2024-11-28T02:14:08Z,5990000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M58.00S,2024-11-28T02:14:32.9Z,4,REGULAR,turnover,bad pass,[],1642272,,,1610612755,97,104,2024-11-28T02:14:38Z,6010000,False,,,0,,J. McCain bad pass TURNOVER (2 TO),"[1642272, 1630224]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,16-24 Right,,,,,,,,,,2.0,Green,1630224.0,,,,,,,,
609,PT03M58.00S,2024-11-28T02:14:32.9Z,4,REGULAR,steal,,[],1630224,,,1610612745,97,104,2024-11-28T02:14:34Z,6020000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
610,PT03M54.00S,2024-11-28T02:14:37.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,7.013797634691201,52.450980392156865,1610612745,97,104,2024-11-28T02:14:44Z,6030000,False,-12.0,13.0,1,left,MISS J. Green running alley-oop DUNK,[1630224],1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
611,PT03M52.00S,2024-11-28T02:14:39.5Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,97,104,2024-11-28T02:14:44Z,6040000,False,,,0,,J. McCain REBOUND (Off:0 Def:4),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,610.0,4.0,4.0,0.0,,,,,,,,,,,,,,
612,PT03M45.00S,2024-11-28T02:14:46.2Z,4,REGULAR,turnover,lost ball,[],203083,,,1610612755,97,104,2024-11-28T02:14:50Z,6050000,False,,,0,,A. Drummond lost ball TURNOVER (2 TO),"[203083, 1630578]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,Sengun,1630578.0,,,,,,,,
613,PT03M45.00S,2024-11-28T02:14:46.2Z,4,REGULAR,steal,,[],1630578,,,1610612745,97,104,2024-11-28T02:14:48Z,6060000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
614,PT03M38.00S,2024-11-28T02:14:53.1Z,4,REGULAR,turnover,lost ball,[],1630224,,,1610612745,97,104,2024-11-28T02:14:56Z,6070000,False,,,0,,J. Green lost ball TURNOVER (5 TO),"[1630224, 1630178]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,5.0,Maxey,1630178.0,,,,,,,,
615,PT03M38.00S,2024-11-28T02:14:53.1Z,4,REGULAR,steal,,[],1630178,,,1610612755,97,104,2024-11-28T02:14:55Z,6080000,False,,,0,,T. Maxey STEAL (5 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
616,PT03M32.00S,2024-11-28T02:14:59.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,92.95335085413929,55.3921568627451,1610612755,97,104,2024-11-28T02:15:05Z,6090000,False,27.0,14.0,1,right,MISS T. Maxey running finger roll Layup - blocked,"[1630178, 1628415]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,Brooks,1628415.0,,,,,,,,,,,
617,PT03M32.00S,2024-11-28T02:14:59.0Z,4,REGULAR,block,,[],1628415,,,1610612755,97,104,2024-11-28T02:15:01Z,6100000,False,,,0,,D. Brooks BLOCK (2 BLK),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
618,PT03M32.00S,2024-11-28T02:14:59.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,97,104,2024-11-28T02:15:05Z,6110000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,616.0,,,,,,,,,,,,,,,,,
620,PT03M27.00S,2024-11-28T02:15:19.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630178,74.55650459921156,89.2156862745098,1610612755,100,104,2024-11-28T02:15:23Z,6130000,False,196.0,187.0,1,right,T. Maxey 27' 3PT  (36 PTS) (K. Oubre Jr. 1 AST),"[1630178, 1626162]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.08,Made,,,,,36.0,,,,,,K. Oubre Jr.,1626162.0,1.0,,,,,
622,PT03M19.00S,2024-11-28T02:15:32.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,100,104,2024-11-28T02:15:32Z,6150000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M19.00S,2024-11-28T02:16:43.2Z,4,REGULAR,substitution,out,[],203083,,,1610612745,100,104,2024-11-28T02:16:45Z,6160000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M19.00S,2024-11-28T02:16:43.2Z,4,REGULAR,substitution,in,[],1641741,,,1610612745,100,104,2024-11-28T02:16:45Z,6170000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M07.00S,2024-11-28T02:17:12.2Z,4,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612745,100,104,2024-11-28T02:17:18Z,6180000,False,,,0,,G. Yabusele shooting personal FOUL (4 PF) (Sengun 2 FT),"[1627824, 1630578]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Sengun,1630578.0
627,PT03M07.00S,2024-11-28T02:17:26.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,100,104,2024-11-28T02:17:26Z,6200000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M07.00S,2024-11-28T02:19:14.4Z,4,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,100,105,2024-11-28T02:19:14Z,6220000,False,,,0,,A. Sengun Free Throw 1 of 2 (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
630,PT03M07.00S,2024-11-28T02:19:33.9Z,4,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,100,106,2024-11-28T02:19:33Z,6230000,False,,,0,,A. Sengun Free Throw 2 of 2 (11 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
631,PT02M46.00S,2024-11-28T02:19:58.3Z,4,REGULAR,turnover,backcourt,[],1630178,,,1610612755,100,106,2024-11-28T02:20:06Z,6240000,False,,,0,,T. Maxey backcourt TURNOVER (4 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,4.0,,,,,,1627534.0,,,,
632,PT02M35.00S,2024-11-28T02:20:19.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,6.8823915900131425,52.69607843137255,1610612745,100,106,2024-11-28T02:20:23Z,6250000,False,-13.0,12.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
633,PT02M33.00S,2024-11-28T02:20:21.3Z,4,REGULAR,rebound,defensive,[],1641741,,,1610612755,100,106,2024-11-28T02:20:23Z,6260000,False,,,0,,R. Council IV REBOUND (Off:1 Def:8),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,632.0,9.0,8.0,1.0,,,,,,,,,,,,,,
634,PT02M33.00S,2024-11-28T02:20:23.0Z,4,REGULAR,foul,personal,[],1628415,,,1610612755,100,106,2024-11-28T02:21:46Z,6270000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1641741]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Council IV,1641741.0
636,PT02M33.00S,2024-11-28T02:20:49.3Z,4,REGULAR,turnover,inbound,[],1641741,,,1610612755,100,106,2024-11-28T02:21:20Z,6290000,False,,,0,,R. Council IV inbound TURNOVER (1 TO),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,,,,,,1627534.0,,,,
637,PT02M09.00S,2024-11-28T02:21:18.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,14.50394218134035,97.30392156862744,1610612745,100,106,2024-11-28T02:21:26Z,6300000,False,-237.0,84.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,25.09,Missed,,,,,,,,,,,,,,,,,,
638,PT02M07.00S,2024-11-28T02:21:20.5Z,4,REGULAR,rebound,offensive,[],1630578,,,1610612745,100,106,2024-11-28T02:21:25Z,6310000,False,,,0,,A. Sengun REBOUND (Off:2 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,637.0,9.0,7.0,2.0,,,,,,,,,,,,,,
639,PT01M59.00S,2024-11-28T02:21:29.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641708,7.933639947437584,49.26470588235294,1610612745,100,108,2024-11-28T02:21:34Z,6320000,False,4.0,22.0,1,left,A. Thompson Layup (19 PTS) (A. Sengun 7 AST),"[1641708, 1630578]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,19.0,,,,,,A. Sengun,1630578.0,7.0,,,,,
641,PT01M39.00S,2024-11-28T02:21:49.6Z,4,REGULAR,3pt,Jump Shot,[],1641741,70.87713534822602,22.549019607843135,1610612755,103,108,2024-11-28T02:21:55Z,6340000,False,-137.0,221.0,1,right,R. Council IV 26' 3PT  (10 PTS) (G. Yabusele 2 AST),"[1641741, 1627824]",1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,26.04,Made,,,,,10.0,,,,,,G. Yabusele,1627824.0,2.0,,,,,
643,PT01M21.00S,2024-11-28T02:22:12.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,7.933639947437584,42.892156862745104,1610612745,103,108,2024-11-28T02:23:35Z,6360000,False,36.0,22.0,1,left,MISS A. Sengun turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
644,PT01M18.00S,2024-11-28T02:22:15.7Z,4,REGULAR,rebound,defensive,[],1641741,,,1610612755,103,108,2024-11-28T02:23:35Z,6370000,False,,,0,,R. Council IV REBOUND (Off:1 Def:9),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,643.0,10.0,9.0,1.0,,,,,,,,,,,,,,
645,PT01M08.00S,2024-11-28T02:22:26.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,93.2161629434954,50.98039215686275,1610612755,105,108,2024-11-28T02:22:30Z,6380000,False,5.0,11.0,1,right,G. Yabusele driving Layup (19 PTS) (T. Maxey 7 AST),"[1627824, 1630178]",1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,19.0,,,,,,T. Maxey,1630178.0,7.0,,,,,
647,PT00M56.40S,2024-11-28T02:22:41.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.408015768725363,47.79411764705882,1610612745,105,108,2024-11-28T02:22:46Z,6400000,False,11.0,17.0,1,left,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
648,PT00M54.50S,2024-11-28T02:22:43.7Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,105,108,2024-11-28T02:22:43Z,6410000,False,,,0,,J. McCain REBOUND (Off:0 Def:5),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,647.0,5.0,5.0,0.0,,,,,,,,,,,,,,
649,PT00M50.90S,2024-11-28T02:22:47.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627824,69.82588699080158,75.49019607843138,1610612755,105,108,2024-11-28T02:22:54Z,6420000,False,127.0,231.0,1,right,MISS G. Yabusele 26' running 3PT,[1627824],1610612755.0,PHI,running,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
650,PT00M47.90S,2024-11-28T02:22:50.3Z,4,REGULAR,rebound,defensive,[],1641708,,,1610612745,105,108,2024-11-28T02:22:54Z,6430000,False,,,0,,A. Thompson REBOUND (Off:3 Def:9),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,649.0,12.0,9.0,3.0,,,,,,,,,,,,,,
651,PT00M31.70S,2024-11-28T02:23:06.5Z,4,REGULAR,3pt,Jump Shot,[],1628415,27.90735873850197,87.5,1610612745,105,108,2024-11-28T02:23:13Z,6440000,False,-188.0,210.0,1,left,MISS D. Brooks 28' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,28.14,Missed,,,,,,,,,,,,,,,,,,
652,PT00M27.60S,2024-11-28T02:23:10.6Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,105,108,2024-11-28T02:23:13Z,6450000,False,,,0,,J. McCain REBOUND (Off:0 Def:6),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,651.0,6.0,6.0,0.0,,,,,,,,,,,,,,
653,PT00M21.50S,2024-11-28T02:23:21.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,105,108,2024-11-28T02:23:21Z,6460000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M21.50S,2024-11-28T02:24:40.9Z,4,REGULAR,substitution,out,[],1630578,,,1610612755,105,108,2024-11-28T02:24:43Z,6470000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M21.50S,2024-11-28T02:24:40.9Z,4,REGULAR,substitution,in,[],1631106,,,1610612755,105,108,2024-11-28T02:24:43Z,6480000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M15.60S,2024-11-28T02:25:02.8Z,4,REGULAR,foul,personal,[],1641708,,,1610612755,105,108,2024-11-28T02:25:08Z,6490000,False,,,0,,A. Thompson personal FOUL (5 PF),"[1641708, 1630178]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,204059.0,5.0,0.0,Maxey,1630178.0
658,PT00M11.10S,2024-11-28T02:25:42.7Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628415,,,1610612755,105,108,2024-11-28T02:25:58Z,6510000,False,,,0,,D. Brooks shooting personal FOUL (3 PF) (Maxey 3 FT),"[1628415, 1630178]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1629178.0,3.0,0.0,Maxey,1630178.0
660,PT00M11.10S,2024-11-28T02:26:14.2Z,4,REGULAR,freethrow,1 of 3,[],1630178,,,1610612755,106,108,2024-11-28T02:26:14Z,6530000,False,,,0,,T. Maxey Free Throw 1 of 3 (37 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,37.0,,,,,,,,,,,,,
661,PT00M11.10S,2024-11-28T02:26:33.7Z,4,REGULAR,freethrow,2 of 3,[],1630178,,,1610612755,107,108,2024-11-28T02:26:33Z,6540000,False,,,0,,T. Maxey Free Throw 2 of 3 (38 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,38.0,,,,,,,,,,,,,
662,PT00M11.10S,2024-11-28T02:26:39.7Z,4,REGULAR,substitution,out,[],1630224,,,1610612755,107,108,2024-11-28T02:26:41Z,6550000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
