actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
84,PT05M12.00S,2025-01-11T00:23:00.4Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612740,11,11,2025-01-11T00:28:32Z,840000,False,,,0,,P. George shooting personal FOUL (1 PF) (Green 2 FT),"[202331, 1629750]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,1.0,0.0,Green,1629750.0,,,,
86,PT05M12.00S,2025-01-11T00:23:41.4Z,1,REGULAR,freethrow,1 of 2,[],1629750,,,1610612740,11,12,2025-01-11T00:23:41Z,860000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
87,PT05M12.00S,2025-01-11T00:23:42.3Z,1,REGULAR,substitution,out,[],1641722,,,1610612740,11,12,2025-01-11T00:23:46Z,870000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M12.00S,2025-01-11T00:23:42.3Z,1,REGULAR,substitution,in,[],1630527,,,1610612740,11,12,2025-01-11T00:23:46Z,880000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M12.00S,2025-01-11T00:24:06.7Z,1,REGULAR,freethrow,2 of 2,[],1629750,,,1610612740,11,13,2025-01-11T00:24:06Z,890000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
90,PT04M59.00S,2025-01-11T00:24:22.8Z,1,REGULAR,2pt,Jump Shot,[],202331,18.05190538764782,31.862745098039213,1610612755,11,13,2025-01-11T00:24:49Z,900000,False,91.0,117.0,1,left,MISS P. George 14' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,8-16 Right,,,14.82,Missed,,,,,,,,,,,,,,,,
91,PT04M58.00S,2025-01-11T00:24:23.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,11,13,2025-01-11T00:24:40Z,910000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Right,,,,,90.0,,,,,,,,,,,,,,,
92,PT04M58.00S,2025-01-11T00:24:32.2Z,1,REGULAR,foul,personal,[],1627824,,,1610612740,11,13,2025-01-11T00:24:38Z,920000,False,,,0,,G. Yabusele loose ball personal FOUL (1 PF),"[1627824, 1642274]",1610612755.0,PHI,loose ball,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,1.0,0.0,Missi,1642274.0,,,,
94,PT04M58.00S,2025-01-11T00:24:42.2Z,1,REGULAR,substitution,out,[],1629750,,,1610612740,11,13,2025-01-11T00:24:45Z,940000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M58.00S,2025-01-11T00:24:42.2Z,1,REGULAR,substitution,in,[],1630526,,,1610612740,11,13,2025-01-11T00:24:45Z,950000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M33.00S,2025-01-11T00:25:08.9Z,1,REGULAR,2pt,Jump Shot,[],203468,92.29632063074901,73.2843137254902,1610612740,11,13,2025-01-11T00:25:14Z,960000,False,116.0,20.0,1,right,MISS C. McCollum 11' turnaround Shot,[203468],1610612740.0,NOP,turnaround,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,11.81,Missed,,,,,,,,,,,,,,,,
97,PT04M29.00S,2025-01-11T00:25:12.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,11,13,2025-01-11T00:25:12Z,970000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Right,,,,,96.0,4.0,4.0,0.0,,,,,,,,,,,,
98,PT04M20.00S,2025-01-11T00:25:22.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627824,6.619579500657039,50.73529411764706,1610612755,13,13,2025-01-11T00:25:26Z,980000,False,-4.0,10.0,1,left,G. Yabusele driving DUNK (2 PTS) (T. Maxey 2 AST),"[1627824, 1630178]",1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,1.04,Made,,,,,2.0,T. Maxey,1630178.0,2.0,,,,,,,,
100,PT03M57.00S,2025-01-11T00:25:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.7838370565046,51.470588235294116,1610612740,13,13,2025-01-11T00:25:47Z,1000000,False,7.0,119.0,1,right,MISS D. Murray 11' pullup Shot,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,11.89,Missed,,,,,,,,,,,,,,,,
101,PT03M55.00S,2025-01-11T00:25:46.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,13,13,2025-01-11T00:25:46Z,1010000,False,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,100.0,5.0,5.0,0.0,,,,,,,,,,,,
102,PT03M51.00S,2025-01-11T00:25:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,7.802233902759525,43.872549019607845,1610612755,13,13,2025-01-11T00:25:57Z,1020000,False,31.0,21.0,1,left,MISS T. Maxey running finger roll Layup,[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,3.7,Missed,,,,,,,,,,,,,,,,
103,PT03M48.00S,2025-01-11T00:25:54.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,13,13,2025-01-11T00:25:57Z,1030000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,
104,PT03M44.00S,2025-01-11T00:25:58.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,66.93495400788436,58.82352941176471,1610612740,13,16,2025-01-11T00:26:03Z,1040000,False,44.0,258.0,1,right,C. McCollum 26' 3PT running (10 PTS) (J. Robinson-Earl 1 AST),"[203468, 1630526]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,26.2,Made,,,,,10.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,
106,PT03M19.00S,2025-01-11T00:26:23.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,4.254270696452039,96.32352941176471,1610612755,16,16,2025-01-11T00:26:27Z,1060000,False,-232.0,-13.0,1,left,K. Oubre Jr. 3PT  (3 PTS) (T. Maxey 3 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,23.19,Made,,,,,3.0,T. Maxey,1630178.0,3.0,,,,,,,,
108,PT03M08.00S,2025-01-11T00:26:33.4Z,1,REGULAR,turnover,lost ball,[],203468,,,1610612740,16,16,2025-01-11T00:26:37Z,1080000,False,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 1626162]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
109,PT03M08.00S,2025-01-11T00:26:33.4Z,1,REGULAR,steal,,[],1626162,,,1610612755,16,16,2025-01-11T00:26:35Z,1090000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
110,PT03M05.00S,2025-01-11T00:26:36.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,6.8823915900131425,51.96078431372549,1610612755,18,16,2025-01-11T00:26:43Z,1100000,False,-10.0,12.0,1,left,K. Oubre Jr. running reverse DUNK (5 PTS),[1626162],1610612755.0,PHI,running reverse,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,1.56,Made,,,,,5.0,,,,,,,,,,,
111,PT02M58.00S,2025-01-11T00:26:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,16,2025-01-11T00:26:52Z,1110000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,out,[],202331,,,1610612740,18,16,2025-01-11T00:29:21Z,1120000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,out,[],1628997,,,1610612740,18,16,2025-01-11T00:29:21Z,1130000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612740,18,16,2025-01-11T00:29:21Z,1140000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,out,[],1642274,,,1610612740,18,16,2025-01-11T00:29:21Z,1150000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,in,[],201569,,,1610612740,18,16,2025-01-11T00:29:21Z,1160000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,in,[],1641741,,,1610612740,18,16,2025-01-11T00:29:21Z,1170000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,in,[],1628464,,,1610612740,18,16,2025-01-11T00:29:21Z,1180000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M58.00S,2025-01-11T00:26:55.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,18,16,2025-01-11T00:29:21Z,1190000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M43.00S,2025-01-11T00:29:53.4Z,1,REGULAR,3pt,Jump Shot,[],1630631,66.14651773981603,68.62745098039215,1610612740,18,16,2025-01-11T00:29:58Z,1200000,False,93.0,266.0,1,right,MISS J. Alvarado 28' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,28.15,Missed,,,,,,,,,,,,,,,,
121,PT02M39.00S,2025-01-11T00:29:57.4Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612740,18,16,2025-01-11T00:29:58Z,1210000,False,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,
122,PT02M37.00S,2025-01-11T00:29:58.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,70.3515111695138,76.7156862745098,1610612740,18,19,2025-01-11T00:30:03Z,1220000,False,134.0,226.0,1,right,C. McCollum 26' 3PT step back (13 PTS) (J. Alvarado 1 AST),"[203468, 1630631]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,26.27,Made,,,,,13.0,J. Alvarado,1630631.0,1.0,,,,,,,,
124,PT02M13.00S,2025-01-11T00:30:26.2Z,1,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612755,18,19,2025-01-11T00:30:34Z,1240000,False,,,0,,B. Boston shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630527, 1630178]",1610612740.0,NOP,shooting,,,Boston,B. Boston,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,1.0,0.0,Maxey,1630178.0,,,,
126,PT02M13.00S,2025-01-11T00:30:52.4Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,19,19,2025-01-11T00:30:52Z,1260000,False,,,0,,T. Maxey Free Throw 1 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
127,PT02M13.00S,2025-01-11T00:31:00.9Z,1,REGULAR,substitution,out,[],1627824,,,1610612755,19,19,2025-01-11T00:31:09Z,1270000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M13.00S,2025-01-11T00:31:00.9Z,1,REGULAR,substitution,in,[],1641737,,,1610612755,19,19,2025-01-11T00:31:09Z,1280000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M13.00S,2025-01-11T00:31:22.8Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,20,19,2025-01-11T00:31:22Z,1290000,False,,,0,,T. Maxey Free Throw 2 of 2 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
130,PT02M00.00S,2025-01-11T00:31:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,93.87319316688567,54.90196078431372,1610612740,20,21,2025-01-11T00:31:41Z,1300000,False,25.0,5.0,1,right,C. McCollum driving floating bank Jump Shot (15 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,2.5,Made,,,,,15.0,,,,,,,,,,,
131,PT01M38.00S,2025-01-11T00:31:57.8Z,1,REGULAR,3pt,Jump Shot,[],201569,8.327858081471746,5.14705882352942,1610612755,23,21,2025-01-11T00:32:02Z,1310000,False,224.0,26.0,1,left,E. Gordon 3PT  (3 PTS) (T. Maxey 4 AST),"[201569, 1630178]",1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Right Corner 3,24+ Right,,,22.58,Made,,,,,3.0,T. Maxey,1630178.0,4.0,,,,,,,,
133,PT01M21.00S,2025-01-11T00:32:14.8Z,1,REGULAR,3pt,Jump Shot,[],203468,68.24901445466492,47.79411764705882,1610612740,23,24,2025-01-11T00:32:19Z,1330000,False,-11.0,246.0,1,right,C. McCollum 24' 3PT turnaround (18 PTS),[203468],1610612740.0,NOP,turnaround,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,24.62,Made,,,,,18.0,,,,,,,,,,,
134,PT01M00.00S,2025-01-11T00:32:35.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,13.452693823915894,2.6960784313725554,1610612755,23,24,2025-01-11T00:32:39Z,1340000,False,237.0,74.0,1,left,MISS T. Maxey 24' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,24.78,Missed,,,,,,,,,,,,,,,,
135,PT00M58.10S,2025-01-11T00:32:37.8Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,23,24,2025-01-11T00:32:39Z,1350000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,
136,PT00M51.00S,2025-01-11T00:32:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,91.37647831800263,49.754901960784316,1610612740,23,26,2025-01-11T00:32:51Z,1360000,False,-1.0,29.0,1,right,J. Alvarado driving finger roll Layup (2 PTS),[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,2.86,Made,,,,,2.0,,,,,,,,,,,
137,PT00M34.30S,2025-01-11T00:33:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,35.39750328515112,74.26470588235294,1610612755,23,26,2025-01-11T00:33:13Z,1370000,False,-121.0,280.0,1,left,MISS T. Maxey 30' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,30.53,Missed,,,,,,,,,,,,,,,,
138,PT00M33.20S,2025-01-11T00:33:09.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,23,26,2025-01-11T00:33:13Z,1380000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,137.0,,,,,,,,,,,,,,,
140,PT00M27.10S,2025-01-11T00:33:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,93.87319316688567,35.5392156862745,1610612740,23,28,2025-01-11T00:33:28Z,1400000,False,-72.0,5.0,1,right,D. Theis 7' floating Jump Shot (2 PTS),[1628464],1610612740.0,NOP,floating,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,7.25,Made,,,,,2.0,,,,,,,,,,,
141,PT00M05.90S,2025-01-11T00:33:52.5Z,1,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612755,23,28,2025-01-11T00:34:16Z,1410000,False,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630631, 1626162]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,1193.0,,,,,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,,,
143,PT00M05.90S,2025-01-11T00:34:29.5Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,23,28,2025-01-11T00:34:29Z,1430000,False,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
144,PT00M05.90S,2025-01-11T00:34:29.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,23,28,2025-01-11T00:34:29Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,
145,PT00M05.90S,2025-01-11T00:34:35.0Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,23,28,2025-01-11T00:34:40Z,1450000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M05.90S,2025-01-11T00:34:35.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612755,23,28,2025-01-11T00:34:40Z,1460000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M05.90S,2025-01-11T00:34:52.8Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,24,28,2025-01-11T00:34:52Z,1470000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (6 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
148,PT00M00.30S,2025-01-11T00:35:06.1Z,1,REGULAR,3pt,Jump Shot,[],1628464,71.53416557161628,23.774509803921575,1610612740,24,28,2025-01-11T00:35:16Z,1480000,False,-131.0,215.0,1,right,MISS D. Theis 25' bank 3PT,[1628464],1610612740.0,NOP,bank,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,,,25.19,Missed,,,,,,,,,,,,,,,,
149,PT00M00.30S,2025-01-11T00:35:06.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,24,28,2025-01-11T00:35:16Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,148.0,,,,,,,,,,,,,,,
150,PT00M00.00S,2025-01-11T00:35:15.8Z,1,REGULAR,period,end,[],0,,,1610612740,24,28,2025-01-11T00:35:15Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612740,24,28,2025-01-11T00:37:51Z,1510000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612740,24,28,2025-01-11T00:37:51Z,1520000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,out,['startperiod'],1641741,,,1610612740,24,28,2025-01-11T00:37:51Z,1530000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,out,['startperiod'],1628997,,,1610612740,24,28,2025-01-11T00:37:51Z,1540000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,out,['startperiod'],203468,,,1610612740,24,28,2025-01-11T00:37:51Z,1550000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,in,['startperiod'],202704,,,1610612740,24,28,2025-01-11T00:37:51Z,1560000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,in,['startperiod'],1630288,,,1610612740,24,28,2025-01-11T00:37:51Z,1570000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612740,24,28,2025-01-11T00:37:51Z,1580000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612740,24,28,2025-01-11T00:37:51Z,1590000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-01-11T00:36:04.7Z,2,REGULAR,substitution,in,['startperiod'],1641722,,,1610612740,24,28,2025-01-11T00:37:51Z,1600000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-01-11T00:37:56.3Z,2,REGULAR,period,start,[],0,,,1610612755,24,28,2025-01-11T00:37:56Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M34.00S,2025-01-11T00:38:21.3Z,2,REGULAR,2pt,Jump Shot,[],202704,14.635348226018394,67.40196078431373,1610612755,24,28,2025-01-11T00:38:25Z,1620000,False,-87.0,85.0,1,left,MISS R. Jackson 12' pullup Shot,[202704],1610612755.0,PHI,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,12.17,Missed,,,,,,,,,,,,,,,,
163,PT11M31.00S,2025-01-11T00:38:24.3Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612740,24,28,2025-01-11T00:38:24Z,1630000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Left,,,,,162.0,3.0,3.0,0.0,,,,,,,,,,,,
164,PT11M21.00S,2025-01-11T00:38:37.5Z,2,REGULAR,foul,personal,[],1630288,,,1610612740,24,28,2025-01-11T00:38:44Z,1640000,False,,,0,,J. Dowtin Jr. personal FOUL (1 PF),"[1630288, 1628464]",1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,,,,1.0,0.0,Theis,1628464.0,,,,
166,PT11M10.00S,2025-01-11T00:39:05.4Z,2,REGULAR,3pt,Jump Shot,[],1641722,93.61038107752957,3.1862745098039227,1610612740,24,31,2025-01-11T00:39:09Z,1660000,False,-234.0,8.0,1,right,J. Hawkins 3PT  (3 PTS) (J. Alvarado 2 AST),"[1641722, 1630631]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,23.42,Made,,,,,3.0,J. Alvarado,1630631.0,2.0,,,,,,,,
168,PT10M40.00S,2025-01-11T00:39:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.8823915900131425,42.892156862745104,1610612755,24,31,2025-01-11T00:39:37Z,1680000,False,36.0,12.0,1,left,MISS R. Jackson driving finger roll Layup,[202704],1610612755.0,PHI,driving finger roll,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,3.75,Missed,,,,,,,,,,,,,,,,
