actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
78,PT03M58.00S,2025-01-07T00:24:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612756,19,7,2025-01-07T00:24:51Z,780000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Nurkić 2 FT),"[1626162, 203994]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629183.0,,,1.0,0.0,Nurkić,203994.0
80,PT03M58.00S,2025-01-07T00:25:12.4Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612756,19,8,2025-01-07T00:25:12Z,800000,False,,,0,,J. Nurkić Free Throw 1 of 2 (1 PTS),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
81,PT03M58.00S,2025-01-07T00:25:18.3Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,19,8,2025-01-07T00:25:24Z,810000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M58.00S,2025-01-07T00:25:18.3Z,1,REGULAR,substitution,in,[],1628420,,,1610612756,19,8,2025-01-07T00:25:24Z,820000,False,,,0,,SUB in: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M58.00S,2025-01-07T00:25:37.6Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612756,19,9,2025-01-07T00:25:37Z,830000,False,,,0,,J. Nurkić Free Throw 2 of 2 (2 PTS),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
85,PT03M35.00S,2025-01-07T00:26:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,17.920499342969777,57.59803921568628,1610612755,21,9,2025-01-07T00:31:18Z,850000,False,-38.0,116.0,1,left,K. Oubre Jr. 12' fadeaway Jump Shot (8 PTS),[1626162],1610612755.0,PHI,fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,12.21,Made,8.0,,,,,,,,,,,,,,
89,PT03M21.00S,2025-01-07T00:26:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.87319316688567,51.96078431372549,1610612756,21,11,2025-01-07T00:26:40Z,860000,False,10.0,5.0,1,right,J. Nurkić cutting Layup (4 PTS) (B. Beal 1 AST),"[203994, 203078]",1610612756.0,PHX,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,1.1,Made,4.0,B. Beal,203078.0,1.0,,,,,,,,,,,
91,PT03M09.00S,2025-01-07T00:26:43.5Z,1,REGULAR,3pt,Jump Shot,[],202331,31.718134034165573,76.22549019607843,1610612755,21,11,2025-01-07T00:26:48Z,880000,False,-131.0,246.0,1,left,MISS P. George 27' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,27.85,Missed,,,,,,,,,,,,,,,
92,PT03M07.00S,2025-01-07T00:26:46.6Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,21,11,2025-01-07T00:26:46Z,890000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,91.0,4.0,3.0,1.0,,,,,,,
93,PT02M59.00S,2025-01-07T00:26:54.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,25.410643889618925,12.990196078431367,1610612755,21,11,2025-01-07T00:26:58Z,900000,False,185.0,186.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.26,Missed,,,,,,,,,,,,,,,
94,PT02M56.00S,2025-01-07T00:26:57.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,21,11,2025-01-07T00:26:58Z,910000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,93.0,2.0,1.0,1.0,,,,,,,
95,PT02M52.00S,2025-01-07T00:27:04.3Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612756,21,11,2025-01-07T00:27:13Z,920000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (Morris 2 FT),"[202704, 1628420]",1610612755.0,PHI,shooting,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Morris,1628420.0
97,PT02M52.00S,2025-01-07T00:27:17.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,21,11,2025-01-07T00:27:22Z,940000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M52.00S,2025-01-07T00:29:49.4Z,1,REGULAR,substitution,out,[],1627824,,,1610612756,21,11,2025-01-07T00:30:11Z,950000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M52.00S,2025-01-07T00:29:49.4Z,1,REGULAR,substitution,in,[],1641737,,,1610612756,21,11,2025-01-07T00:30:11Z,960000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M52.00S,2025-01-07T00:30:14.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628420,,,1610612756,21,12,2025-01-07T00:30:14Z,970000,False,,,0,,M. Morris Free Throw 1 of 2 (1 PTS),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
101,PT02M52.00S,2025-01-07T00:30:27.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628420,,,1610612756,21,13,2025-01-07T00:30:27Z,980000,False,,,0,,M. Morris Free Throw 2 of 2 (2 PTS),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
102,PT02M39.00S,2025-01-07T00:30:43.7Z,1,REGULAR,2pt,Jump Shot,[],202331,13.452693823915894,82.59803921568627,1610612755,21,13,2025-01-07T00:30:48Z,990000,False,-163.0,74.0,1,left,MISS P. George 17' step back Shot,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,17.9,Missed,,,,,,,,,,,,,,,
103,PT02M35.00S,2025-01-07T00:30:47.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,21,13,2025-01-07T00:30:48Z,1000000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Left,,,,,,,,,,102.0,3.0,2.0,1.0,,,,,,,
104,PT02M24.00S,2025-01-07T00:30:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.7838370565046,59.80392156862745,1610612756,21,13,2025-01-07T00:31:02Z,1010000,False,49.0,119.0,1,right,MISS K. Durant 12' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,12.84,Missed,,,,,,,,,,,,,,,
105,PT02M21.00S,2025-01-07T00:31:01.1Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,21,13,2025-01-07T00:31:02Z,1020000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,104.0,3.0,2.0,1.0,,,,,,,
106,PT02M09.00S,2025-01-07T00:31:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,15.423784494086718,49.01960784313726,1610612755,21,13,2025-01-07T00:31:21Z,1030000,False,5.0,92.0,1,left,MISS P. George 9' driving floating bank Shot,[202331],1610612755.0,PHI,driving floating bank,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,9.26,Missed,,,,,,,,,,,,,,,
107,PT02M05.00S,2025-01-07T00:31:16.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,21,13,2025-01-07T00:31:16Z,1040000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:3),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,106.0,4.0,3.0,1.0,,,,,,,
108,PT01M43.00S,2025-01-07T00:31:38.8Z,1,REGULAR,2pt,Jump Shot,[],201142,81.25821287779237,79.41176470588235,1610612756,21,13,2025-01-07T00:31:42Z,1050000,False,147.0,124.0,1,right,MISS K. Durant 19' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,19.22,Missed,,,,,,,,,,,,,,,
109,PT01M41.00S,2025-01-07T00:31:40.8Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,21,13,2025-01-07T00:31:42Z,1060000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,
110,PT01M24.00S,2025-01-07T00:31:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,12.270039421813408,41.42156862745098,1610612755,21,13,2025-01-07T00:32:01Z,1070000,False,43.0,63.0,1,left,MISS K. Oubre Jr. 7' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,7.61,Missed,,,,,,,,,,,,,,,
111,PT01M22.00S,2025-01-07T00:31:59.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,21,13,2025-01-07T00:32:01Z,1080000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:4),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,110.0,5.0,4.0,1.0,,,,,,,
112,PT01M05.00S,2025-01-07T00:32:16.5Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612756,21,13,2025-01-07T00:32:22Z,1090000,False,,,0,,J. Nurkić bad pass TURNOVER (1 TO),"[203994, 202331]",1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,1.0,George,202331.0,,,,,,,,,,,,,,,,,
113,PT01M05.00S,2025-01-07T00:32:16.5Z,1,REGULAR,steal,,[],202331,,,1610612755,21,13,2025-01-07T00:32:29Z,1100000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
114,PT01M00.00S,2025-01-07T00:32:22.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,9.379106438896187,50.49019607843137,1610612755,23,13,2025-01-07T00:32:28Z,1110000,False,-2.0,36.0,1,left,P. George running DUNK (4 PTS),[202331],1610612755.0,PHI,running,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,3.58,Made,4.0,,,,,,,,,,,,,,
116,PT00M34.40S,2025-01-07T00:33:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,75.08212877792378,13.235294117647058,1610612756,23,16,2025-01-07T00:33:09Z,1130000,False,-184.0,182.0,1,right,G. Allen 25' 3PT pullup (3 PTS),[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,25.85,Made,3.0,,,,,,,,,,,,,,
117,PT00M13.10S,2025-01-07T00:33:28.9Z,1,REGULAR,3pt,Jump Shot,[],202331,33.952036793692514,52.94117647058824,1610612755,23,16,2025-01-07T00:33:35Z,1140000,False,-15.0,267.0,1,left,MISS P. George 26' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,26.7,Missed,,,,,,,,,,,,,,,
118,PT00M12.10S,2025-01-07T00:33:29.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,23,16,2025-01-07T00:48:47Z,1150000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:5),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,,,,117.0,6.0,5.0,1.0,,,,,,,
119,PT00M04.60S,2025-01-07T00:33:39.4Z,1,REGULAR,3pt,Jump Shot,[],203078,95.71287779237845,4.656862745098039,1610612756,23,16,2025-01-07T00:49:30Z,1160000,False,-227.0,-12.0,1,right,MISS B. Beal 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,22.7,Missed,,,,,,,,,,,,,,,
120,PT00M01.90S,2025-01-07T00:33:42.1Z,1,REGULAR,rebound,defensive,[],202704,,,1610612755,23,16,2025-01-07T00:49:30Z,1170000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,
121,PT00M00.00S,2025-01-07T00:33:48.4Z,1,REGULAR,period,end,[],0,,,1610612755,23,16,2025-01-07T00:33:48Z,1180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612755,23,16,2025-01-07T00:36:19Z,1190000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612755,23,16,2025-01-07T00:36:19Z,1200000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,out,['startperiod'],1630288,,,1610612755,23,16,2025-01-07T00:36:19Z,1210000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612755,23,16,2025-01-07T00:36:19Z,1220000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,23,16,2025-01-07T00:36:19Z,1230000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,in,['startperiod'],1642348,,,1610612755,23,16,2025-01-07T00:36:19Z,1240000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,in,['startperiod'],1628997,,,1610612755,23,16,2025-01-07T00:36:19Z,1250000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2025-01-07T00:35:45.9Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612755,23,16,2025-01-07T00:36:19Z,1260000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2025-01-07T00:36:30.7Z,2,REGULAR,period,start,[],0,,,1610612756,23,16,2025-01-07T00:36:30Z,1270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT11M40.00S,2025-01-07T00:36:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,94.26741130091985,53.18627450980392,1610612756,23,16,2025-01-07T00:36:55Z,1280000,False,16.0,1.0,1,right,MISS G. Allen driving finger roll Layup,[1628960],1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,1.6,Missed,,,,,,,,,,,,,,,
132,PT11M38.00S,2025-01-07T00:36:51.6Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,23,16,2025-01-07T00:36:55Z,1290000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,131.0,2.0,2.0,0.0,,,,,,,
133,PT11M22.00S,2025-01-07T00:37:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.145203679369246,46.32352941176471,1610612755,23,16,2025-01-07T00:37:11Z,1300000,False,18.0,15.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,2.36,Missed,,,,,,,,,,,,,,,
134,PT11M20.00S,2025-01-07T00:37:09.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,23,16,2025-01-07T00:37:11Z,1310000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:6),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,133.0,7.0,6.0,1.0,,,,,,,
135,PT11M17.00S,2025-01-07T00:37:11.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203078,93.74178712220763,6.127450980392155,1610612756,23,16,2025-01-07T00:37:17Z,1320000,False,-219.0,6.0,1,right,MISS B. Beal running 3PT,[203078],1610612756.0,PHX,running,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,21.95,Missed,,,,,,,,,,,,,,,
136,PT11M14.00S,2025-01-07T00:37:14.9Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,23,16,2025-01-07T00:37:17Z,1330000,False,,,0,,A. Bona REBOUND (Off:0 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Left Corner 3,24+ Left,,,,,,,,,,135.0,3.0,3.0,0.0,,,,,,,
137,PT10M55.00S,2025-01-07T00:37:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,8.722076215505908,48.529411764705884,1610612755,23,16,2025-01-07T00:39:54Z,1340000,False,7.0,29.0,1,left,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,,
138,PT10M53.00S,2025-01-07T00:37:39.4Z,2,REGULAR,rebound,offensive,[],1641737,,,1610612755,23,16,2025-01-07T00:39:54Z,1350000,False,,,0,,A. Bona REBOUND (Off:1 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,137.0,4.0,3.0,1.0,,,,,,,
139,PT10M53.00S,2025-01-07T00:37:52.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641737,5.590000152587891,50.0,1610612755,23,16,2025-01-07T00:40:14Z,1360000,False,0.0,0.0,1,left,MISS A. Bona putback Layup,[1641737],1610612755.0,PHI,putback,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
140,PT10M50.00S,2025-01-07T00:37:55.5Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,23,16,2025-01-07T00:40:14Z,1370000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,
141,PT10M33.00S,2025-01-07T00:38:00.8Z,2,REGULAR,foul,personal,[],1641737,,,1610612756,23,16,2025-01-07T00:38:14Z,1380000,False,,,0,,A. Bona personal FOUL (1 PF),"[1641737, 203994]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,202058.0,,,1.0,0.0,Nurkić,203994.0
143,PT10M26.00S,2025-01-07T00:38:23.0Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,23,16,2025-01-07T00:38:27Z,1400000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1628997]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,1.0,Martin,1628997.0,,,,,,,,,,,,,,,,,
144,PT10M26.00S,2025-01-07T00:38:23.0Z,2,REGULAR,steal,,[],1628997,,,1610612755,23,16,2025-01-07T00:38:25Z,1410000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
145,PT10M24.00S,2025-01-07T00:38:32.5Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612755,23,16,2025-01-07T00:38:39Z,1420000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Martin 2 FT),"[1628960, 1628997]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,,,1.0,0.0,Martin,1628997.0
147,PT10M24.00S,2025-01-07T00:38:58.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628997,,,1610612755,24,16,2025-01-07T00:39:26Z,1440000,False,,,0,,C. Martin Free Throw 1 of 2 (1 PTS),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
148,PT10M24.00S,2025-01-07T00:38:59.0Z,2,REGULAR,substitution,out,[],203078,,,1610612755,24,16,2025-01-07T00:39:11Z,1450000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT10M24.00S,2025-01-07T00:38:59.0Z,2,REGULAR,substitution,out,[],203994,,,1610612755,24,16,2025-01-07T00:39:11Z,1460000,False,,,0,,SUB out: J. Nurkić,[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT10M24.00S,2025-01-07T00:38:59.0Z,2,REGULAR,substitution,in,[],1642345,,,1610612755,24,16,2025-01-07T00:39:11Z,1470000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT10M24.00S,2025-01-07T00:38:59.0Z,2,REGULAR,substitution,in,[],1629006,,,1610612755,24,16,2025-01-07T00:39:11Z,1480000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M24.00S,2025-01-07T00:38:58.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628997,,,1610612755,24,16,2025-01-07T00:39:26Z,1490000,False,,,0,,MISS C. Martin Free Throw 2 of 2,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
153,PT10M21.00S,2025-01-07T00:39:01.0Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,24,16,2025-01-07T00:39:26Z,1500000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,
154,PT10M08.00S,2025-01-07T00:39:37.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.25821287779237,57.84313725490196,1610612756,24,18,2025-01-07T00:43:14Z,1510000,False,39.0,124.0,1,right,D. Booker 12' fadeaway Jump Shot (2 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,12.98,Made,2.0,,,,,,,,,,,,,,
155,PT09M58.00S,2025-01-07T00:39:47.1Z,2,REGULAR,3pt,Jump Shot,[],202704,33.6892247043364,47.79411764705882,1610612755,24,18,2025-01-07T00:39:51Z,1520000,False,11.0,264.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,,,,26.44,Missed,,,,,,,,,,,,,,,
156,PT09M55.00S,2025-01-07T00:39:50.1Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,24,18,2025-01-07T00:39:51Z,1530000,False,,,0,,J. Okogie REBOUND (Off:0 Def:2),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,,,,,,,,,,155.0,2.0,2.0,0.0,,,,,,,
157,PT09M39.00S,2025-01-07T00:40:07.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,90.8508541392904,56.86274509803921,1610612756,24,20,2025-01-07T00:40:11Z,1540000,False,34.0,34.0,1,right,M. Morris driving floating Jump Shot (4 PTS) (D. Booker 2 AST),"[1628420, 1626164]",1610612756.0,PHX,driving floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Made,4.0,D. Booker,1626164.0,2.0,,,,,,,,,,,
159,PT09M24.00S,2025-01-07T00:40:21.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,6.619579500657039,51.22549019607843,1610612755,26,20,2025-01-07T00:40:25Z,1560000,False,-6.0,10.0,1,left,A. Bona cutting DUNK (2 PTS) (T. Maxey 1 AST),"[1641737, 1630178]",1610612755.0,PHI,cutting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,1.15,Made,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,
