actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
83,PT03M47.00S,2023-01-29T00:53:10.1Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,17,17,2023-01-29T00:53:24Z,830000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M47.00S,2023-01-29T00:53:10.1Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,17,17,2023-01-29T00:53:24Z,840000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M47.00S,2023-01-29T00:53:10.1Z,1,REGULAR,substitution,out,[],202331,,,1610612737,17,17,2023-01-29T00:53:50Z,845000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M47.00S,2023-01-29T00:53:10.1Z,1,REGULAR,substitution,in,[],201587,,,1610612737,17,17,2023-01-29T00:53:50Z,847500,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M40.00S,2023-01-29T00:53:56.3Z,1,REGULAR,2pt,Jump Shot,[],1629631,13.485545335085414,26.225490196078432,1610612737,19,17,2023-01-29T00:54:01Z,860000,False,119.0,74.0,1,left,D. Hunter 14' Jump Shot (4 PTS) (T. Young 3 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,14.02,Made,4.0,,,,,,,,,,,,,T. Young,1629027.0,3.0,,
90,PT03M21.00S,2023-01-29T00:54:17.6Z,1,REGULAR,foul,personal,[],1629027,,,1610612746,19,17,2023-01-29T00:54:24Z,880000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 202695]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,202007.0,1.0,0.0,Leonard,202695.0,,,,,,
92,PT03M21.00S,2023-01-29T00:54:33.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,19,17,2023-01-29T00:54:36Z,900000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M21.00S,2023-01-29T00:54:33.9Z,1,REGULAR,substitution,in,[],202704,,,1610612746,19,17,2023-01-29T00:54:36Z,910000,False,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M21.00S,2023-01-29T00:54:33.9Z,1,REGULAR,substitution,out,[],1628381,,,1610612746,19,17,2023-01-29T00:54:51Z,920000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M21.00S,2023-01-29T00:54:33.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612746,19,17,2023-01-29T00:54:51Z,930000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M09.00S,2023-01-29T00:55:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,83.26215505913272,55.88235294117647,1610612746,19,19,2023-01-29T00:55:13Z,940000,False,29.0,105.0,1,right,N. Powell 10' driving floating Jump Shot (2 PTS) (K. Leonard 2 AST),"[1626181, 202695]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,10.88,Made,2.0,,,,,,,,,,,,,K. Leonard,202695.0,2.0,,
98,PT03M01.00S,2023-01-29T00:55:15.1Z,1,REGULAR,3pt,Jump Shot,[],203992,28.86005256241787,75.24509803921569,1610612737,19,19,2023-01-29T00:55:20Z,960000,False,-126.0,219.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
99,PT02M58.00S,2023-01-29T00:55:19.1Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,19,19,2023-01-29T00:55:19Z,970000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,98.0,1.0,0.0,1.0,,,,,,,,,,,
100,PT02M55.00S,2023-01-29T00:55:22.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628988,27.414586070959263,18.627450980392158,1610612737,22,19,2023-01-29T00:55:26Z,980000,False,157.0,205.0,1,left,A. Holiday 25' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1628988, 203992]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,25.83,Made,3.0,,,,,,,,,,,,,B. Bogdanovic,203992.0,1.0,,
102,PT02M28.00S,2023-01-29T00:55:48.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,85.10183968462549,48.03921568627451,1610612746,22,19,2023-01-29T00:55:52Z,1000000,False,-10.0,88.0,1,right,MISS I. Zubac 8' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
103,PT02M26.00S,2023-01-29T00:55:50.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,22,19,2023-01-29T00:55:52Z,1010000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,
104,PT02M21.00S,2023-01-29T00:55:55.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,7.966491458607096,45.34313725490196,1610612737,24,19,2023-01-29T00:56:06Z,1020000,False,23.0,22.0,1,left,T. Young running Layup (6 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.23,Made,6.0,,,,,,,,,,,,,,,,,
105,PT02M11.00S,2023-01-29T00:56:05.0Z,1,REGULAR,3pt,Jump Shot,[],1626181,73.53810775295663,85.04901960784314,1610612746,24,19,2023-01-29T01:00:57Z,1030000,False,175.0,196.0,1,right,MISS N. Powell 26' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
106,PT02M11.00S,2023-01-29T00:56:05.0Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,24,19,2023-01-29T01:00:57Z,1040000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,
107,PT02M02.00S,2023-01-29T00:56:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,10.5946123521682,45.83333333333333,1610612737,24,19,2023-01-29T00:56:20Z,1050000,False,21.0,47.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
108,PT02M01.00S,2023-01-29T00:56:15.6Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,24,19,2023-01-29T00:59:48Z,1060000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,
110,PT01M59.00S,2023-01-29T00:56:20.7Z,1,REGULAR,foul,personal,['1freethrow'],1628988,,,1610612746,24,19,2023-01-29T00:59:26Z,1070000,False,,,0,,A. Holiday transition take personal FOUL (1 PF) (Powell 1 FT),"[1628988, 1626181]",1610612737.0,ATL,transition take,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,200832.0,1.0,0.0,Powell,1626181.0,,,,,,
112,PT01M59.00S,2023-01-29T00:57:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,24,19,2023-01-29T00:57:04Z,1090000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M59.00S,2023-01-29T00:58:46.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612746,24,19,2023-01-29T00:59:15Z,1100000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M59.00S,2023-01-29T00:58:46.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,24,19,2023-01-29T00:59:15Z,1110000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M59.00S,2023-01-29T00:58:46.9Z,1,REGULAR,substitution,in,[],1630552,,,1610612746,24,19,2023-01-29T00:59:15Z,1120000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M59.00S,2023-01-29T00:58:46.9Z,1,REGULAR,substitution,in,[],1631217,,,1610612746,24,19,2023-01-29T00:59:15Z,1130000,False,,,0,,SUB in: M. Diabate,[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M59.00S,2023-01-29T00:59:31.0Z,1,REGULAR,freethrow,1 of 1,[],1626181,,,1610612746,24,19,2023-01-29T00:59:31Z,1140000,False,,,0,,MISS N. Powell transition take Free Throw 1 of 1,[1626181],1610612746.0,LAC,transition take,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT01M59.00S,2023-01-29T00:59:31.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,24,19,2023-01-29T00:59:35Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,
119,PT01M45.00S,2023-01-29T00:59:55.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,72.35545335085413,19.607843137254903,1610612746,24,22,2023-01-29T01:00:00Z,1160000,False,-152.0,207.0,1,right,K. Leonard 25' 3PT  (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.71,Made,7.0,,,,,,,,,,,,,,,,,
120,PT01M27.00S,2023-01-29T01:00:13.8Z,1,REGULAR,3pt,Jump Shot,[],1628988,10.200394218134035,4.901960784313726,1610612737,24,22,2023-01-29T01:00:18Z,1170000,False,225.0,43.0,1,left,MISS A. Holiday 3PT,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
121,PT01M24.00S,2023-01-29T01:00:16.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,24,22,2023-01-29T01:00:18Z,1180000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,
122,PT01M18.00S,2023-01-29T01:00:22.5Z,1,REGULAR,2pt,Jump Shot,[],202695,86.28449408672799,67.64705882352942,1610612746,24,22,2023-01-29T01:00:27Z,1190000,False,88.0,76.0,1,right,MISS K. Leonard 11' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,11.67,Missed,,,,,,,,,,,,,,,,,,
123,PT01M15.00S,2023-01-29T01:00:25.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,24,22,2023-01-29T01:00:27Z,1200000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,,,,122.0,3.0,2.0,1.0,,,,,,,,,,,
124,PT00M54.60S,2023-01-29T01:00:47.1Z,1,REGULAR,3pt,Jump Shot,[],203992,6.1268068331143235,6.127450980392156,1610612737,24,22,2023-01-29T01:00:52Z,1210000,False,219.0,5.0,1,left,MISS B. Bogdanovic pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,21.95,Missed,,,,,,,,,,,,,,,,,,
125,PT00M51.60S,2023-01-29T01:00:50.1Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,24,22,2023-01-29T01:00:52Z,1220000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,124.0,2.0,1.0,1.0,,,,,,,,,,,
126,PT00M46.40S,2023-01-29T01:00:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202695,92.32917214191852,52.94117647058824,1610612746,24,22,2023-01-29T01:01:01Z,1230000,False,15.0,20.0,1,right,MISS K. Leonard running Layup,[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
127,PT00M43.40S,2023-01-29T01:00:58.2Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612737,24,22,2023-01-29T01:01:01Z,1240000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,
128,PT00M37.50S,2023-01-29T01:01:06.7Z,1,REGULAR,foul,personal,[],1626181,,,1610612737,24,22,2023-01-29T01:01:12Z,1250000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 203992]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200832.0,1.0,0.0,Bogdanovic,203992.0,,,,,,
130,PT00M30.40S,2023-01-29T01:01:43.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.469776609724048,51.470588235294116,1610612737,26,22,2023-01-29T01:01:50Z,1270000,False,-7.0,-1.0,1,left,O. Okongwu alley-oop DUNK (2 PTS) (T. Young 4 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,,,,,,,,,T. Young,1629027.0,4.0,,
132,PT00M12.60S,2023-01-29T01:02:06.4Z,1,REGULAR,turnover,lost ball,[],1626181,,,1610612746,26,22,2023-01-29T01:02:10Z,1290000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1628988]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,1.0,,,,Holiday,1628988.0
133,PT00M12.60S,2023-01-29T01:02:06.4Z,1,REGULAR,steal,,[],1628988,,,1610612737,26,22,2023-01-29T01:02:08Z,1300000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
134,PT00M09.10S,2023-01-29T01:02:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628988,5.206964520367937,50.0,1610612737,28,22,2023-01-29T01:02:17Z,1310000,False,0.0,-4.0,1,left,A. Holiday running Layup (5 PTS),[1628988],1610612737.0,ATL,running,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,0.36,Made,5.0,,,,,,,,,,,,,,,,,
135,PT00M01.60S,2023-01-29T01:02:21.8Z,1,REGULAR,3pt,Jump Shot,[],202704,73.9323258869908,10.784313725490197,1610612746,28,22,2023-01-29T01:06:16Z,1320000,False,-196.0,193.0,1,right,MISS R. Jackson 27' bank 3PT,[202704],1610612746.0,LAC,bank,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,27.48,Missed,,,,,,,,,,,,,,,,,,
136,PT00M01.60S,2023-01-29T01:02:21.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,28,22,2023-01-29T04:38:40Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,135.0,,,,,,,,,,,,,,
137,PT00M00.00S,2023-01-29T01:02:27.5Z,1,REGULAR,period,end,[],0,,,1610612746,28,22,2023-01-29T04:38:40Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-01-29T01:04:30.7Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612746,28,22,2023-01-29T04:38:40Z,1350000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-01-29T01:04:30.7Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612746,28,22,2023-01-29T04:38:40Z,1360000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-01-29T01:04:30.7Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,28,22,2023-01-29T04:38:40Z,1370000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-01-29T01:04:30.7Z,2,REGULAR,substitution,in,['startperiod'],1631100,,,1610612746,28,22,2023-01-29T04:38:40Z,1380000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-01-29T01:04:30.7Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612746,28,22,2023-01-29T04:38:40Z,1390000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-01-29T01:04:30.7Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,28,22,2023-01-29T04:38:40Z,1400000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-01-29T01:05:03.0Z,2,REGULAR,period,start,[],0,,,1610612737,28,22,2023-01-29T01:05:03Z,1410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M48.00S,2023-01-29T01:05:14.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,5.863994743758213,50.73529411764706,1610612737,30,22,2023-01-29T01:05:20Z,1420000,False,-4.0,3.0,1,left,J. Johnson driving DUNK (2 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.45,Made,2.0,,,,,,,,,,,,,,,,,
146,PT11M30.00S,2023-01-29T01:05:31.4Z,2,REGULAR,3pt,Jump Shot,[],1626181,92.46057818659659,5.637254901960785,1610612746,30,25,2023-01-29T01:05:36Z,1430000,False,-222.0,18.0,1,right,N. Powell 3PT  (5 PTS) (R. Jackson 1 AST),"[1626181, 202704]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.26,Made,5.0,,,,,,,,,,,,,R. Jackson,202704.0,1.0,,
148,PT11M11.00S,2023-01-29T01:05:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,17.821944809461236,43.627450980392155,1610612737,32,25,2023-01-29T01:05:59Z,1450000,False,32.0,115.0,1,left,B. Bogdanovic 11' pullup Jump Shot (2 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,2.0,,,,,,,,,,,,,,,,,
149,PT10M55.00S,2023-01-29T01:06:06.5Z,2,REGULAR,3pt,Jump Shot,[],201587,94.95729303547962,4.411764705882353,1610612746,32,28,2023-01-29T01:06:10Z,1460000,False,-228.0,-5.0,1,right,N. Batum 3PT  (3 PTS) (R. Jackson 2 AST),"[201587, 202704]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,22.8,Made,3.0,,,,,,,,,,,,,R. Jackson,202704.0,2.0,,
151,PT10M43.00S,2023-01-29T01:06:19.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,23.866622864651774,46.32352941176471,1610612737,32,28,2023-01-29T01:06:24Z,1480000,False,18.0,172.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,17.28,Missed,,,,,,,,,,,,,,,,,,
152,PT10M39.00S,2023-01-29T01:06:22.9Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,32,28,2023-01-29T01:06:22Z,1490000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,,151.0,4.0,2.0,2.0,,,,,,,,,,,
153,PT10M36.00S,2023-01-29T01:06:27.8Z,2,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,32,28,2023-01-29T01:06:34Z,1500000,False,,,0,,J. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,lost ball,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,202901.0,,,,,1.0,,,,,
154,PT10M20.00S,2023-01-29T01:06:49.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,82.9993429697766,49.50980392156863,1610612746,32,30,2023-01-29T01:06:53Z,1510000,False,-2.0,107.0,1,right,P. George 10' pullup Jump Shot (10 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,10.73,Made,10.0,,,,,,,,,,,,,,,,,
155,PT10M02.00S,2023-01-29T01:07:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,7.440867279894875,53.92156862745098,1610612737,34,30,2023-01-29T01:07:12Z,1520000,False,-20.0,17.0,1,left,B. Bogdanovic driving Layup (4 PTS),[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.62,Made,4.0,,,,,,,,,,,,,,,,,
156,PT09M43.00S,2023-01-29T01:07:26.3Z,2,REGULAR,3pt,Jump Shot,[],1626181,74.85216819973719,15.441176470588236,1610612746,34,30,2023-01-29T01:07:32Z,1530000,False,-173.0,184.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
157,PT09M40.00S,2023-01-29T01:07:29.3Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,34,30,2023-01-29T01:07:32Z,1540000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,
158,PT09M29.00S,2023-01-29T01:07:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,10.33180026281209,51.225490196078425,1610612737,36,30,2023-01-29T01:07:45Z,1550000,False,-6.0,45.0,1,left,O. Okongwu floating Jump Shot (4 PTS) (D. Murray 3 AST),"[1630168, 1627749]",1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,4.0,,,,,,,,,,,,,D. Murray,1627749.0,3.0,,
160,PT09M07.00S,2023-01-29T01:08:03.0Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612746,36,30,2023-01-29T01:08:07Z,1570000,False,,,0,,N. Powell lost ball TURNOVER (2 TO),"[1626181, 1630168]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,2.0,,,,Okongwu,1630168.0
161,PT09M07.00S,2023-01-29T01:08:03.0Z,2,REGULAR,steal,,[],1630168,,,1610612737,36,30,2023-01-29T01:08:05Z,1580000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
162,PT09M02.00S,2023-01-29T01:08:08.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627749,31.225361366622867,43.13725490196079,1610612737,39,30,2023-01-29T01:08:14Z,1590000,False,34.0,241.0,1,left,D. Murray 24' 3PT running pullup (3 PTS),[1627749],1610612737.0,ATL,running pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,24.34,Made,3.0,,,,,,,,,,,,,,,,,
163,PT09M00.00S,2023-01-29T01:08:14.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,39,30,2023-01-29T01:08:14Z,1600000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT09M00.00S,2023-01-29T01:10:05.8Z,2,REGULAR,substitution,out,[],1631217,,,1610612746,39,30,2023-01-29T01:10:56Z,1610000,False,,,0,,SUB out: M. Diabate,[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT09M00.00S,2023-01-29T01:10:05.8Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,39,30,2023-01-29T01:10:56Z,1620000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT08M50.00S,2023-01-29T01:11:15.0Z,2,REGULAR,2pt,Jump Shot,[],202331,78.40013140604468,69.85294117647058,1610612746,39,30,2023-01-29T01:11:21Z,1630000,False,99.0,151.0,1,right,MISS P. George 18' turnaround fadeaway Shot,[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,Mid-Range,16-24 Right Center,18.03,Missed,,,,,,,,,,,,,,,,,,
