actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
343,PT00M59.80S,2022-10-23T22:08:35.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630550,,,1610612737,49,57,2022-10-23T22:11:25Z,3400000,,,0,,J. Thor shooting personal FOUL (2 PF) (Collins 2 FT),"[1630550, 1628381]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,2.0,0.0,Collins,1628381.0,,
345,PT00M59.80S,2022-10-23T22:08:56.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628381,,,1610612737,50,57,2022-10-23T22:11:16Z,3420000,,,0,,J. Collins Free Throw 1 of 2 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
346,PT00M59.80S,2022-10-23T22:08:57.6Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,50,57,2022-10-23T22:09:00Z,3430000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M59.80S,2022-10-23T22:08:57.6Z,2,REGULAR,substitution,in,[],203200,,,1610612737,50,57,2022-10-23T22:09:00Z,3440000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M59.80S,2022-10-23T22:09:04.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628381,,,1610612737,51,57,2022-10-23T22:11:16Z,3450000,,,0,,J. Collins Free Throw 2 of 2 (4 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
349,PT00M45.40S,2022-10-23T22:09:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.06636005256242,50.0,1610612766,51,57,2022-10-23T22:09:25Z,3460000,0.0,22.0,1,right,MISS G. Hayward Layup - blocked,"[202330, 1628381]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
350,PT00M45.40S,2022-10-23T22:09:20.8Z,2,REGULAR,block,,[],1628381,,,1610612766,51,57,2022-10-23T22:09:24Z,3470000,,,0,,J. Collins BLOCK (3 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT00M41.70S,2022-10-23T22:09:24.5Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,51,57,2022-10-23T22:09:25Z,3480000,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,349.0,3.0,3.0,0.0,,,,,,,
352,PT00M36.40S,2022-10-23T22:09:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.389618922470433,47.549019607843135,1610612737,53,57,2022-10-23T22:09:34Z,3490000,12.0,8.0,1,left,D. Murray driving Layup (15 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.45,Made,15.0,,,,,,,,,,,,,,,,,
353,PT00M27.60S,2022-10-23T22:09:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,83.39356110381078,49.01960784313725,1610612766,53,59,2022-10-23T22:09:45Z,3500000,-5.0,104.0,1,right,T. Maledon 10' driving floating Jump Shot (2 PTS),[1630177],1610612766.0,CHA,driving floating,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,10.37,Made,2.0,,,,,,,,,,,,,,,,,
354,PT00M09.00S,2022-10-23T22:10:01.8Z,2,REGULAR,3pt,Jump Shot,[],1628381,7.835085413929041,96.32352941176471,1610612737,53,59,2022-10-23T22:10:10Z,3510000,-232.0,21.0,1,left,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.26,Missed,,,,,,,,,,,,,,,,,,
355,PT00M04.10S,2022-10-23T22:10:06.7Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612737,53,59,2022-10-23T22:10:06Z,3520000,,,0,,D. Hunter REBOUND (Off:1 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,,,,354.0,4.0,3.0,1.0,,,,,,,
356,PT00M03.30S,2022-10-23T22:10:08.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203991,5.469776609724048,50.0,1610612737,55,59,2022-10-23T22:10:14Z,3530000,0.0,-1.0,1,left,C. Capela DUNK (9 PTS) (D. Hunter 2 AST),"[203991, 1629631]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.11,Made,9.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,,,
358,PT00M00.60S,2022-10-23T22:10:14.8Z,2,REGULAR,3pt,Jump Shot,[],1630550,60.397503285151124,83.57843137254902,1610612766,55,59,2022-10-23T22:10:20Z,3550000,168.0,320.0,1,right,MISS J. Thor 36' pullup 3PT,[1630550],1610612766.0,CHA,pullup,,,Thor,J. Thor,,,,,Above the Break 3,24+ Right Center,36.12,Missed,,,,,,,,,,,,,,,,,,
359,PT00M00.60S,2022-10-23T22:10:14.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,55,59,2022-10-23T22:10:20Z,3560000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,358.0,,,,,,,,,,
360,PT00M00.00S,2022-10-23T22:10:18.6Z,2,REGULAR,period,end,[],0,,,1610612766,55,59,2022-10-23T22:10:18Z,3570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612766,55,59,2022-10-23T22:25:43Z,3580000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,out,['startperiod'],1631121,,,1610612766,55,59,2022-10-23T22:25:43Z,3590000,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,55,59,2022-10-23T22:25:43Z,3600000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,55,59,2022-10-23T22:25:43Z,3610000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,in,['startperiod'],1629027,,,1610612766,55,59,2022-10-23T22:25:43Z,3620000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,55,59,2022-10-23T22:25:43Z,3630000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,55,59,2022-10-23T22:25:43Z,3640000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-10-23T22:25:09.8Z,3,REGULAR,substitution,in,['startperiod'],1628372,,,1610612766,55,59,2022-10-23T22:25:43Z,3650000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-10-23T22:25:42.4Z,3,REGULAR,period,start,[],0,,,1610612766,55,59,2022-10-23T22:25:43Z,3660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT11M46.00S,2022-10-23T22:25:55.5Z,3,REGULAR,3pt,Jump Shot,[],1629023,32.53942181340342,40.44117647058824,1610612766,55,62,2022-10-23T22:26:01Z,3670000,48.0,253.0,1,left,P. Washington 25' 3PT step back (8 PTS),[1629023],1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.79,Made,8.0,,,,,,,,,,,,,,,,,
371,PT11M30.00S,2022-10-23T22:26:11.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,81.2910643889619,60.049019607843135,1610612737,55,62,2022-10-23T22:26:17Z,3680000,50.0,123.0,1,right,MISS D. Hunter 13' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,13.32,Missed,,,,,,,,,,,,,,,,,,
372,PT11M26.00S,2022-10-23T22:26:15.5Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,55,62,2022-10-23T22:26:17Z,3690000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,371.0,4.0,4.0,0.0,,,,,,,
373,PT11M19.00S,2022-10-23T22:26:23.6Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612766,55,62,2022-10-23T22:26:44Z,3700000,,,0,,C. Capela shooting personal FOUL (2 PF) (Plumlee 2 FT),"[203991, 203486]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,2.0,0.0,Plumlee,203486.0,,
375,PT11M19.00S,2022-10-23T22:26:45.3Z,3,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,55,62,2022-10-23T22:26:45Z,3720000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
376,PT11M19.00S,2022-10-23T22:26:45.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,55,62,2022-10-23T22:26:45Z,3730000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,
377,PT11M19.00S,2022-10-23T22:27:04.1Z,3,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,55,63,2022-10-23T22:27:04Z,3740000,,,0,,M. Plumlee Free Throw 2 of 2 (6 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
378,PT11M04.00S,2022-10-23T22:27:20.6Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,55,63,2022-10-23T22:27:25Z,3750000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628372]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Smith Jr.,1628372.0,,,,,,,,,,,
379,PT11M04.00S,2022-10-23T22:27:20.6Z,3,REGULAR,steal,,[],1628372,,,1610612766,55,63,2022-10-23T22:27:22Z,3760000,,,0,,D. Smith Jr. STEAL (3 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
380,PT11M03.00S,2022-10-23T22:27:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628372,7.178055190538765,47.05882352941176,1610612766,55,65,2022-10-23T22:27:30Z,3770000,15.0,15.0,1,left,D. Smith Jr. running Layup (11 PTS) (M. Plumlee 3 AST),"[1628372, 203486]",1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.1,Made,11.0,M. Plumlee,203486.0,3.0,,,,,,,,,,,,,,
382,PT11M03.00S,2022-10-23T22:27:29.0Z,3,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612766,55,65,2022-10-23T22:27:47Z,3790000,,,0,,J. Collins shooting personal FOUL (1 PF) (Smith Jr. 1 FT),"[1628381, 1628372]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,1.0,0.0,Smith Jr.,1628372.0,,
384,PT11M03.00S,2022-10-23T22:27:47.9Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628372,,,1610612766,55,66,2022-10-23T22:27:47Z,3810000,,,0,,D. Smith Jr. Free Throw 1 of 1 (12 PTS),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
385,PT10M53.00S,2022-10-23T22:27:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,88.12417871222075,57.84313725490197,1610612737,55,66,2022-10-23T22:28:02Z,3820000,39.0,59.0,1,right,MISS T. Young 7' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
386,PT10M50.00S,2022-10-23T22:28:01.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,55,66,2022-10-23T22:28:02Z,3830000,,,0,,M. Plumlee REBOUND (Off:0 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,385.0,5.0,5.0,0.0,,,,,,,
387,PT10M41.00S,2022-10-23T22:28:09.6Z,3,REGULAR,3pt,Jump Shot,[],1626162,29.517082785808146,26.715686274509803,1610612766,55,69,2022-10-23T22:28:15Z,3840000,116.0,225.0,1,left,K. Oubre Jr. 25' 3PT  (9 PTS) (P. Washington 1 AST),"[1626162, 1629023]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.33,Made,9.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
389,PT10M31.00S,2022-10-23T22:28:29.4Z,3,REGULAR,2pt,Jump Shot,[],1629631,90.48948751642575,28.676470588235293,1610612737,55,69,2022-10-23T22:28:35Z,3860000,-107.0,37.0,1,right,MISS D. Hunter 11' turnaround fadeaway Shot,[1629631],1610612737.0,ATL,turnaround fadeaway,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,11.28,Missed,,,,,,,,,,,,,,,,,,
390,PT10M28.00S,2022-10-23T22:28:32.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,55,69,2022-10-23T22:28:35Z,3870000,,,0,,M. Plumlee REBOUND (Off:0 Def:6),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,,,,,389.0,6.0,6.0,0.0,,,,,,,
391,PT10M19.00S,2022-10-23T22:28:41.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,7.5722733245729295,49.50980392156863,1610612766,55,69,2022-10-23T22:28:48Z,3880000,2.0,19.0,1,left,MISS D. Smith Jr. driving Layup,[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
393,PT10M16.00S,2022-10-23T22:28:44.1Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,55,69,2022-10-23T22:28:48Z,3900000,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,391.0,7.0,4.0,3.0,,,,,,,
394,PT10M13.00S,2022-10-23T22:28:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,91.80354796320631,49.50980392156863,1610612737,57,69,2022-10-23T22:28:55Z,3910000,-2.0,25.0,1,right,C. Capela cutting Layup (11 PTS) (D. Hunter 3 AST),"[203991, 1629631]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.46,Made,11.0,D. Hunter,1629631.0,3.0,,,,,,,,,,,,,,
396,PT10M13.00S,2022-10-23T22:28:56.6Z,3,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612737,57,69,2022-10-23T22:29:35Z,3930000,,,0,,P. Washington shooting personal FOUL (4 PF) (Capela 1 FT),"[1629023, 203991]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,4.0,0.0,Capela,203991.0,,
398,PT10M13.00S,2022-10-23T22:29:12.5Z,3,REGULAR,substitution,out,[],1629023,,,1610612737,57,69,2022-10-23T22:29:17Z,3950000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT10M13.00S,2022-10-23T22:29:12.5Z,3,REGULAR,substitution,in,[],1629667,,,1610612737,57,69,2022-10-23T22:29:17Z,3960000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT10M13.00S,2022-10-23T22:29:35.9Z,3,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,58,69,2022-10-23T22:29:36Z,3970000,,,0,,C. Capela Free Throw 1 of 1 (12 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
401,PT10M01.00S,2022-10-23T22:29:50.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,16.113666228646515,43.872549019607845,1610612766,58,71,2022-10-23T22:30:13Z,3980000,31.0,99.0,1,left,G. Hayward 10' fadeaway Jump Shot (6 PTS),[202330],1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,10.36,Made,6.0,,,,,,,,,,,,,,,,,
402,PT10M01.00S,2022-10-23T22:29:57.9Z,3,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612766,58,71,2022-10-23T22:30:17Z,3990000,,,0,,D. Hunter shooting personal FOUL (1 PF) (Hayward 1 FT),"[1629631, 202330]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Hayward,202330.0,,
404,PT10M01.00S,2022-10-23T22:30:18.3Z,3,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,58,72,2022-10-23T22:30:18Z,4010000,,,0,,G. Hayward Free Throw 1 of 1 (7 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
405,PT09M48.00S,2022-10-23T22:30:32.7Z,3,REGULAR,2pt,Jump Shot,[],1629631,79.45137976346912,68.87254901960785,1610612737,60,72,2022-10-23T22:30:37Z,4020000,94.0,141.0,1,right,D. Hunter 16' pullup Jump Shot (6 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,16.94,Made,6.0,,,,,,,,,,,,,,,,,
406,PT09M38.00S,2022-10-23T22:30:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,5.338370565045992,48.529411764705884,1610612766,60,72,2022-10-23T22:30:59Z,4030000,7.0,-2.0,1,left,MISS D. Smith Jr. driving Layup,[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
407,PT09M37.00S,2022-10-23T22:30:44.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,60,72,2022-10-23T22:33:51Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,406.0,,,,,,,,,,
409,PT09M24.00S,2022-10-23T22:31:14.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628372,24.26084099868594,26.47058823529412,1610612766,60,72,2022-10-23T22:31:19Z,4060000,118.0,176.0,1,left,MISS D. Smith Jr. 21' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,21.13,Missed,,,,,,,,,,,,,,,,,,
410,PT09M20.00S,2022-10-23T22:31:18.0Z,3,REGULAR,rebound,offensive,[],1629667,,,1610612766,60,72,2022-10-23T22:31:19Z,4070000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,409.0,3.0,2.0,1.0,,,,,,,
411,PT09M19.00S,2022-10-23T22:31:19.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202330,33.196452036793694,52.69607843137255,1610612766,60,75,2022-10-23T22:31:24Z,4080000,-13.0,260.0,1,left,G. Hayward 25' 3PT  (10 PTS) (J. McDaniels 3 AST),"[202330, 1629667]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,25.99,Made,10.0,J. McDaniels,1629667.0,3.0,,,,,,,,,,,,,,
413,PT09M14.00S,2022-10-23T22:31:28.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,60,75,2022-10-23T22:31:28Z,4100000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT09M00.00S,2022-10-23T22:34:58.2Z,3,REGULAR,3pt,Jump Shot,[],1628381,70.25295663600527,24.019607843137255,1610612737,60,75,2022-10-23T22:35:04Z,4120000,-130.0,227.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
417,PT08M56.00S,2022-10-23T22:35:02.2Z,3,REGULAR,rebound,offensive,[],1629631,,,1610612737,60,75,2022-10-23T22:35:04Z,4130000,,,0,,D. Hunter REBOUND (Off:2 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,416.0,5.0,3.0,2.0,,,,,,,
418,PT08M53.00S,2022-10-23T22:35:04.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628381,89.70105124835742,60.049019607843135,1610612737,62,75,2022-10-23T22:35:11Z,4140000,50.0,44.0,1,right,J. Collins 6' driving floating Jump Shot (6 PTS) (D. Hunter 4 AST),"[1628381, 1629631]",1610612737.0,ATL,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,6.0,D. Hunter,1629631.0,4.0,,,,,,,,,,,,,,
419,PT08M51.00S,2022-10-23T22:35:14.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,62,75,2022-10-23T22:35:26Z,4150000,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,
420,PT08M33.00S,2022-10-23T22:35:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,9.280551905387648,45.83333333333333,1610612766,62,77,2022-10-23T22:35:42Z,4160000,21.0,35.0,1,left,M. Plumlee Layup (8 PTS) (D. Smith Jr. 4 AST),"[203486, 1628372]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,4.05,Made,8.0,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,,,,,
422,PT08M14.00S,2022-10-23T22:35:55.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,80.76544021024968,48.28431372549019,1610612737,62,77,2022-10-23T22:36:00Z,4180000,-9.0,128.0,1,right,MISS T. Young 12' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.86,Missed,,,,,,,,,,,,,,,,,,
423,PT08M11.00S,2022-10-23T22:35:58.8Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,62,77,2022-10-23T22:36:00Z,4190000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,422.0,5.0,3.0,2.0,,,,,,,
424,PT08M06.00S,2022-10-23T22:36:03.6Z,3,REGULAR,3pt,Jump Shot,[],1626162,27.808804204993432,76.9607843137255,1610612766,62,80,2022-10-23T22:36:10Z,4200000,-135.0,209.0,1,left,K. Oubre Jr. 24' 3PT pullup (12 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,24.86,Made,12.0,,,,,,,,,,,,,,,,,
425,PT07M51.00S,2022-10-23T22:36:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.47371879106439,45.83333333333333,1610612737,64,80,2022-10-23T22:36:23Z,4210000,-21.0,112.0,1,right,D. Hunter 11' pullup Jump Shot (8 PTS) (D. Murray 2 AST),"[1629631, 1627749]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,11.41,Made,8.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
426,PT07M44.00S,2022-10-23T22:36:28.7Z,3,REGULAR,foul,offensive,[],1628372,,,1610612766,64,80,2022-10-23T22:36:36Z,4220000,,,0,,D. Smith Jr. off-the-ball offensive FOUL (3 PF),"[1628372, 1629631]",1610612766.0,CHA,off-the-ball,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2003.0,3.0,0.0,Hunter,1629631.0,,
428,PT07M44.00S,2022-10-23T22:36:28.7Z,3,REGULAR,turnover,offensive foul,[],1628372,,,1610612766,64,80,2022-10-23T22:36:28Z,4240000,,,0,,D. Smith Jr. offensive foul TURNOVER (2 TO),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,,,,2003.0,,,,,,
