actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M28.00S,2022-10-23T21:25:24.1Z,1,REGULAR,turnover,offensive foul,[],203486,,,1610612766,18,7,2022-10-23T21:25:24Z,870000,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,1627534.0,,,,,,
88,PT05M28.00S,2022-10-23T21:25:32.6Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,18,7,2022-10-23T21:25:48Z,880000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M28.00S,2022-10-23T21:25:32.6Z,1,REGULAR,substitution,out,[],1626162,,,1610612737,18,7,2022-10-23T21:25:48Z,890000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M28.00S,2022-10-23T21:25:32.6Z,1,REGULAR,substitution,out,[],1629023,,,1610612737,18,7,2022-10-23T21:25:48Z,900000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M28.00S,2022-10-23T21:25:32.6Z,1,REGULAR,substitution,in,[],1628988,,,1610612737,18,7,2022-10-23T21:25:48Z,910000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M28.00S,2022-10-23T21:25:32.6Z,1,REGULAR,substitution,in,[],1630547,,,1610612737,18,7,2022-10-23T21:25:48Z,920000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M28.00S,2022-10-23T21:25:32.6Z,1,REGULAR,substitution,in,[],1629667,,,1610612737,18,7,2022-10-23T21:25:48Z,930000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M19.00S,2022-10-23T21:25:57.1Z,1,REGULAR,turnover,traveling,[],1628381,,,1610612737,18,7,2022-10-23T21:26:02Z,940000,,,0,,J. Collins traveling TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,202007.0,,,,,,
95,PT05M06.00S,2022-10-23T21:26:19.8Z,1,REGULAR,turnover,bad pass,[],202330,,,1610612766,18,7,2022-10-23T21:26:24Z,950000,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 1629631]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Hunter,1629631.0,,,,,,,,,,,
96,PT05M06.00S,2022-10-23T21:26:19.8Z,1,REGULAR,steal,,[],1629631,,,1610612737,18,7,2022-10-23T21:26:22Z,960000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2022-10-23T21:26:27.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630168,6.521024967148489,49.50980392156863,1610612737,20,7,2022-10-23T21:26:33Z,970000,2.0,9.0,1,left,O. Okongwu DUNK (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.91,Made,2.0,,,,,,,,,,,,,,,,,
98,PT04M40.00S,2022-10-23T21:26:45.4Z,1,REGULAR,3pt,Jump Shot,[],202330,71.69842312746385,19.852941176470587,1610612766,20,7,2022-10-23T21:30:32Z,980000,-151.0,214.0,1,right,MISS G. Hayward 26' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
99,PT04M39.00S,2022-10-23T21:26:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,20,7,2022-10-23T21:27:07Z,990000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,98.0,,,,,,,,,,
100,PT04M39.00S,2022-10-23T21:27:05.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612766,20,7,2022-10-23T21:27:21Z,1000000,,,0,,O. Okongwu loose ball personal FOUL (1 PF) (Plumlee 2 FT),"[1630168, 203486]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Plumlee,203486.0,,
102,PT04M39.00S,2022-10-23T21:27:22.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203486,,,1610612766,20,8,2022-10-23T21:27:22Z,1020000,,,0,,M. Plumlee Free Throw 1 of 2 (4 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
103,PT04M39.00S,2022-10-23T21:27:23.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612766,20,8,2022-10-23T21:27:32Z,1030000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M39.00S,2022-10-23T21:27:23.2Z,1,REGULAR,substitution,out,[],1628372,,,1610612766,20,8,2022-10-23T21:27:32Z,1040000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M39.00S,2022-10-23T21:27:23.2Z,1,REGULAR,substitution,in,[],1630552,,,1610612766,20,8,2022-10-23T21:27:32Z,1050000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M39.00S,2022-10-23T21:27:23.2Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,20,8,2022-10-23T21:27:32Z,1060000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M39.00S,2022-10-23T21:27:41.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203486,,,1610612766,20,9,2022-10-23T21:27:41Z,1070000,,,0,,M. Plumlee Free Throw 2 of 2 (5 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
108,PT04M26.00S,2022-10-23T21:27:55.5Z,1,REGULAR,2pt,Jump Shot,[],1629027,25.706307490144546,38.970588235294116,1610612737,20,9,2022-10-23T21:28:00Z,1080000,55.0,189.0,1,left,MISS T. Young 19' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,19.7,Missed,,,,,,,,,,,,,,,,,,
109,PT04M23.00S,2022-10-23T21:27:58.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,20,9,2022-10-23T21:28:00Z,1090000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Center,,,,,,,,,,108.0,3.0,3.0,0.0,,,,,,,
110,PT04M14.00S,2022-10-23T21:28:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630547,69.46452036793693,71.81372549019608,1610612766,20,9,2022-10-23T21:28:12Z,1100000,109.0,235.0,1,right,MISS J. Bouknight 25' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
111,PT04M12.00S,2022-10-23T21:28:09.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,20,9,2022-10-23T21:28:12Z,1110000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,110.0,3.0,2.0,1.0,,,,,,,
112,PT04M05.00S,2022-10-23T21:28:17.4Z,1,REGULAR,2pt,Jump Shot,[],1630168,22.683968462549277,48.529411764705884,1610612737,22,9,2022-10-23T21:28:22Z,1120000,7.0,161.0,1,left,O. Okongwu 16' Jump Shot (4 PTS) (D. Hunter 1 AST),"[1630168, 1629631]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,16.09,Made,4.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,
114,PT03M43.00S,2022-10-23T21:28:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.9862023653088,49.50980392156863,1610612766,22,9,2022-10-23T21:28:45Z,1140000,-2.0,13.0,1,right,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
115,PT03M39.00S,2022-10-23T21:28:43.8Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,22,9,2022-10-23T21:28:45Z,1150000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,
116,PT03M35.00S,2022-10-23T21:28:47.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,30.436925098554536,31.862745098039213,1610612737,22,9,2022-10-23T21:28:55Z,1160000,91.0,234.0,1,left,MISS D. Hunter 25' running 3PT - blocked,"[1629631, 203486]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
117,PT03M35.00S,2022-10-23T21:28:47.5Z,1,REGULAR,block,,[],203486,,,1610612737,22,9,2022-10-23T21:28:51Z,1170000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2022-10-23T21:28:48.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,22,9,2022-10-23T21:28:55Z,1180000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,116.0,,,,,,,,,,
119,PT03M34.00S,2022-10-23T21:28:59.6Z,1,REGULAR,substitution,out,[],203486,,,1610612766,22,9,2022-10-23T21:29:05Z,1190000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2022-10-23T21:28:59.6Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,22,9,2022-10-23T21:29:05Z,1200000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2022-10-23T21:29:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,22,9,2022-10-23T21:29:11Z,1210000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M34.00S,2022-10-23T21:31:31.8Z,1,REGULAR,substitution,out,[],1629631,,,1610612766,22,9,2022-10-23T21:31:50Z,1220000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M34.00S,2022-10-23T21:31:31.8Z,1,REGULAR,substitution,out,[],1630168,,,1610612766,22,9,2022-10-23T21:31:50Z,1230000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M34.00S,2022-10-23T21:31:31.8Z,1,REGULAR,substitution,in,[],203991,,,1610612766,22,9,2022-10-23T21:31:50Z,1240000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M34.00S,2022-10-23T21:31:31.8Z,1,REGULAR,substitution,in,[],203200,,,1610612766,22,9,2022-10-23T21:31:50Z,1250000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M16.00S,2022-10-23T21:32:21.1Z,1,REGULAR,2pt,Jump Shot,[],1629667,78.40013140604468,69.6078431372549,1610612766,22,11,2022-10-23T21:32:27Z,1260000,98.0,151.0,1,right,J. McDaniels 17' step back Jump Shot (2 PTS) (G. Hayward 2 AST),"[1629667, 202330]",1610612766.0,CHA,step back,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,17.96,Made,2.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
129,PT02M58.00S,2022-10-23T21:32:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.863994743758213,48.529411764705884,1610612737,24,11,2022-10-23T21:32:45Z,1280000,7.0,3.0,1,left,J. Johnson alley-oop Layup (2 PTS) (T. Young 3 AST),"[1630552, 1629027]",1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
131,PT02M36.00S,2022-10-23T21:33:02.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612766,24,11,2022-10-23T21:33:32Z,1300000,,,0,,T. Young shooting personal FOUL (3 PF) (Bouknight 2 FT),"[1629027, 1630547]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627534.0,3.0,0.0,Bouknight,1630547.0,,
133,PT02M36.00S,2022-10-23T21:33:34.1Z,1,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,24,12,2022-10-23T21:33:34Z,1320000,,,0,,J. Bouknight Free Throw 1 of 2 (1 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT02M36.00S,2022-10-23T21:33:35.2Z,1,REGULAR,substitution,out,[],1629027,,,1610612766,24,12,2022-10-23T21:33:46Z,1330000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2022-10-23T21:33:35.2Z,1,REGULAR,substitution,out,[],202330,,,1610612766,24,12,2022-10-23T21:33:46Z,1340000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M36.00S,2022-10-23T21:33:35.2Z,1,REGULAR,substitution,in,[],1627749,,,1610612766,24,12,2022-10-23T21:33:46Z,1350000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M36.00S,2022-10-23T21:33:35.2Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,24,12,2022-10-23T21:33:46Z,1360000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M36.00S,2022-10-23T21:33:56.7Z,1,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,24,13,2022-10-23T21:33:56Z,1370000,,,0,,J. Bouknight Free Throw 2 of 2 (2 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
139,PT02M19.00S,2022-10-23T21:34:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612737,24,13,2022-10-23T21:34:40Z,1380000,,,0,,P. Washington shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629023, 1630552]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627534.0,2.0,0.0,Johnson,1630552.0,,
141,PT02M19.00S,2022-10-23T21:34:41.5Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,25,13,2022-10-23T21:34:58Z,1400000,,,0,,J. Johnson Free Throw 1 of 2 (3 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
142,PT02M19.00S,2022-10-23T21:34:41.5Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,25,13,2022-10-23T21:34:58Z,1410000,,,0,,MISS J. Johnson Free Throw 2 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT02M14.00S,2022-10-23T21:34:46.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,25,13,2022-10-23T21:34:58Z,1420000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,142.0,5.0,3.0,2.0,,,,,,,
144,PT02M14.00S,2022-10-23T21:34:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,25,13,2022-10-23T21:34:57Z,1430000,0.0,0.0,1,left,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
145,PT02M13.00S,2022-10-23T21:34:58.4Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,13,2022-10-23T21:34:58Z,1440000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,
146,PT02M03.00S,2022-10-23T21:35:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630547,68.54467805519053,35.294117647058826,1610612766,25,16,2022-10-23T21:35:13Z,1450000,-74.0,243.0,1,right,J. Bouknight 25' 3PT step back (5 PTS),[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,25.41,Made,5.0,,,,,,,,,,,,,,,,,
147,PT01M49.00S,2022-10-23T21:35:22.5Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,25,16,2022-10-23T21:35:28Z,1460000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1630177]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Maledon,1630177.0,,,,,,,,,,,
148,PT01M49.00S,2022-10-23T21:35:22.5Z,1,REGULAR,steal,,[],1630177,,,1610612766,25,16,2022-10-23T21:35:24Z,1470000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
149,PT01M44.00S,2022-10-23T21:35:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,92.19776609724047,49.50980392156863,1610612766,25,18,2022-10-23T21:35:32Z,1480000,-2.0,21.0,1,right,J. McDaniels running Layup (4 PTS) (T. Maledon 1 AST),"[1629667, 1630177]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,T. Maledon,1630177.0,1.0,,,,,,,,,,,,,,
151,PT01M29.00S,2022-10-23T21:35:42.4Z,1,REGULAR,3pt,Jump Shot,[],1630552,7.6215505913272015,97.08180147058823,1610612737,25,18,2022-10-23T21:39:53Z,1500000,-235.0,19.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.62,Missed,,,,,,,,,,,,,,,,,,
152,PT01M27.00S,2022-10-23T21:35:44.4Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,18,2022-10-23T21:35:46Z,1510000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left,,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,
153,PT01M15.00S,2022-10-23T21:35:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,84.44480946123521,47.30392156862745,1610612766,25,20,2022-10-23T21:36:06Z,1520000,-13.0,94.0,1,right,P. Washington 9' driving floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,9.47,Made,2.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
155,PT00M58.70S,2022-10-23T21:36:13.0Z,1,REGULAR,3pt,Jump Shot,[],1628988,28.465834428383708,28.186274509803923,1610612737,25,20,2022-10-23T21:36:19Z,1540000,109.0,215.0,1,left,MISS A. Holiday 24' 3PT,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,24.12,Missed,,,,,,,,,,,,,,,,,,
156,PT00M57.30S,2022-10-23T21:36:14.4Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612737,25,20,2022-10-23T21:36:19Z,1550000,,,0,,D. Murray REBOUND (Off:1 Def:0),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,155.0,1.0,0.0,1.0,,,,,,,
157,PT00M57.30S,2022-10-23T21:36:19.5Z,1,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612737,25,20,2022-10-23T21:36:36Z,1560000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Murray 2 FT),"[1629667, 1627749]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,1.0,0.0,Murray,1627749.0,,
159,PT00M57.30S,2022-10-23T21:36:38.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627749,,,1610612737,26,20,2022-10-23T21:36:38Z,1580000,,,0,,D. Murray Free Throw 1 of 2 (7 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
160,PT00M57.30S,2022-10-23T21:36:51.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627749,,,1610612737,27,20,2022-10-23T21:36:51Z,1590000,,,0,,D. Murray Free Throw 2 of 2 (8 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
161,PT00M43.10S,2022-10-23T21:37:07.1Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,27,20,2022-10-23T21:37:12Z,1600000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 203991]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Capela,203991.0,,,,,,,,,,,
162,PT00M43.10S,2022-10-23T21:37:07.1Z,1,REGULAR,steal,,[],203991,,,1610612737,27,20,2022-10-23T21:37:53Z,1610000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M38.00S,2022-10-23T21:37:12.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628988,7.30946123521682,49.50980392156863,1610612737,27,20,2022-10-23T21:37:18Z,1620000,2.0,16.0,1,left,MISS A. Holiday running Layup,[1628988],1610612737.0,ATL,running,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
164,PT00M37.60S,2022-10-23T21:37:12.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,27,20,2022-10-23T21:37:18Z,1630000,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,163.0,6.0,3.0,3.0,,,,,,,
165,PT00M37.60S,2022-10-23T21:37:17.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203991,5.590000152587891,50.0,1610612737,29,20,2022-10-23T21:37:34Z,1640000,0.0,0.0,1,left,C. Capela tip Layup (2 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
166,PT00M37.60S,2022-10-23T21:37:23.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629667,,,1610612737,29,20,2022-10-23T21:37:30Z,1650000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Capela 1 FT),"[1629667, 203991]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,2.0,0.0,Capela,203991.0,,
168,PT00M37.60S,2022-10-23T21:37:44.7Z,1,REGULAR,violation,lane,['fastbreak'],1629667,,,1610612737,29,20,2022-10-23T21:37:44Z,1670000,,,0,,J. McDaniels lane VIOLATION,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M37.60S,2022-10-23T21:37:55.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance', 'fastbreak']",203991,,,1610612737,30,20,2022-10-23T21:37:55Z,1680000,,,0,,C. Capela Free Throw 1 of 1 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
170,PT00M26.00S,2022-10-23T21:38:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,91.67214191852825,48.28431372549019,1610612766,30,22,2022-10-23T22:14:30Z,1690000,-9.0,26.0,1,right,N. Richards cutting Layup (2 PTS) (J. McDaniels 2 AST),"[1630208, 1629667]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.72,Made,2.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,,,,,
