actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT04M58.00S,2022-12-20T00:52:45.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,18,14,2022-12-20T00:52:48Z,860000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,85.0,,,,,,3.0,3.0,0.0,,,,,,,,
87,PT04M55.00S,2022-12-20T00:52:49.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631100,96.13994743758212,3.6764705882352944,1610612737,21,14,2022-12-20T00:54:11Z,870000,False,-232.0,-16.0,1,right,A. Griffin 3PT running (3 PTS) (T. Young 4 AST),"[1631100, 1629027]",1610612737.0,ATL,running,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,23.22,Made,3.0,,,,,,,,,,T. Young,1629027.0,4.0,,,,,
89,PT04M53.00S,2022-12-20T00:52:54.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,21,14,2022-12-20T00:52:54Z,890000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M53.00S,2022-12-20T00:55:12.7Z,1,REGULAR,substitution,out,[],1629626,,,1610612753,21,14,2022-12-20T00:55:53Z,900000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2022-12-20T00:55:12.7Z,1,REGULAR,substitution,out,[],1629021,,,1610612753,21,14,2022-12-20T00:55:53Z,910000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M53.00S,2022-12-20T00:55:12.7Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,21,14,2022-12-20T00:55:53Z,920000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M53.00S,2022-12-20T00:55:12.7Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,21,14,2022-12-20T00:55:53Z,930000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M40.00S,2022-12-20T00:56:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,8.360709592641262,51.470588235294116,1610612753,21,16,2022-12-20T00:56:11Z,940000,False,-7.0,26.0,1,left,M. Fultz driving Layup (6 PTS) (C. Anthony 1 AST),"[1628365, 1630175]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.71,Made,6.0,,,,,,,,,,C. Anthony,1630175.0,1.0,,,,,
96,PT04M23.00S,2022-12-20T00:56:20.3Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612737,21,16,2022-12-20T00:56:54Z,960000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Young 2 FT),"[1630175, 1629027]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,1627524.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,
98,PT04M23.00S,2022-12-20T00:57:03.6Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,22,16,2022-12-20T00:57:03Z,980000,False,,,0,,T. Young Free Throw 1 of 2 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
99,PT04M23.00S,2022-12-20T00:57:05.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,22,16,2022-12-20T00:57:10Z,990000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M23.00S,2022-12-20T00:57:05.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612737,22,16,2022-12-20T00:57:10Z,1000000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M23.00S,2022-12-20T00:57:23.7Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,23,16,2022-12-20T00:57:23Z,1010000,False,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
102,PT04M06.00S,2022-12-20T00:57:42.2Z,1,REGULAR,turnover,lost ball,[],1630175,,,1610612753,23,16,2022-12-20T00:57:48Z,1020000,False,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1628988]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Holiday,1628988.0
103,PT04M06.00S,2022-12-20T00:57:42.2Z,1,REGULAR,steal,,[],1628988,,,1610612737,23,16,2022-12-20T00:58:05Z,1030000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2022-12-20T00:57:51.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,67.88764783180025,67.64705882352942,1610612737,23,16,2022-12-20T00:57:56Z,1040000,False,88.0,249.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
105,PT03M52.00S,2022-12-20T00:57:56.5Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,23,16,2022-12-20T00:57:56Z,1050000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,104.0,,,,,,1.0,1.0,0.0,,,,,,,,
106,PT03M37.00S,2022-12-20T00:58:10.7Z,1,REGULAR,3pt,Jump Shot,[],203082,4.155716162943495,5.147058823529411,1610612753,23,19,2022-12-20T00:58:15Z,1060000,False,224.0,-13.0,1,left,T. Ross 3PT  (5 PTS) (M. Fultz 5 AST),"[203082, 1628365]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,22.47,Made,5.0,,,,,,,,,,M. Fultz,1628365.0,5.0,,,,,
108,PT03M24.00S,2022-12-20T00:58:24.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629631,92.72339027595268,50.98039215686274,1610612737,25,19,2022-12-20T00:58:28Z,1080000,False,5.0,16.0,1,right,D. Hunter cutting DUNK (8 PTS) (T. Young 5 AST),"[1629631, 1629027]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.66,Made,8.0,,,,,,,,,,T. Young,1629027.0,5.0,,,,,
110,PT03M05.00S,2022-12-20T00:58:42.6Z,1,REGULAR,3pt,Jump Shot,[],1628964,31.09395532194481,66.91176470588235,1610612753,25,22,2022-12-20T00:58:47Z,1100000,False,-85.0,240.0,1,left,M. Bamba 25' 3PT  (3 PTS) (C. Anthony 2 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,25.43,Made,3.0,,,,,,,,,,C. Anthony,1630175.0,2.0,,,,,
112,PT02M48.00S,2022-12-20T00:59:00.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,92.9862023653088,50.49019607843137,1610612737,27,22,2022-12-20T00:59:03Z,1120000,False,2.0,13.0,1,right,O. Okongwu alley-oop DUNK (2 PTS) (T. Young 6 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.36,Made,2.0,,,,,,,,,,T. Young,1629027.0,6.0,,,,,
114,PT02M38.00S,2022-12-20T00:59:11.0Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612753,27,22,2022-12-20T00:59:44Z,1140000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Bamba 2 FT),"[1630168, 1628964]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,1627524.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,,,
116,PT02M38.00S,2022-12-20T00:59:46.7Z,1,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,27,23,2022-12-20T01:00:03Z,1160000,False,,,0,,M. Bamba Free Throw 1 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2022-12-20T00:59:48.4Z,1,REGULAR,substitution,out,[],1628365,,,1610612753,27,23,2022-12-20T00:59:54Z,1170000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M38.00S,2022-12-20T00:59:48.4Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,27,23,2022-12-20T00:59:54Z,1180000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M38.00S,2022-12-20T00:59:46.7Z,1,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,27,23,2022-12-20T01:00:03Z,1190000,False,,,0,,MISS M. Bamba Free Throw 2 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2022-12-20T00:59:48.7Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,27,23,2022-12-20T01:00:03Z,1200000,False,,,0,,A. Griffin REBOUND (Off:0 Def:2),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,119.0,,,,,,2.0,2.0,0.0,,,,,,,,
121,PT02M21.00S,2022-12-20T01:00:16.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631100,92.59198423127464,52.94117647058824,1610612737,27,23,2022-12-20T01:00:21Z,1210000,False,15.0,17.0,1,right,MISS A. Griffin driving Layup,[1631100],1610612737.0,ATL,driving,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
122,PT02M19.00S,2022-12-20T01:00:18.9Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,27,23,2022-12-20T01:00:21Z,1220000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,121.0,,,,,,2.0,2.0,0.0,,,,,,,,
123,PT02M15.00S,2022-12-20T01:00:23.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,8.886333771353483,4.6568627450980395,1610612753,27,26,2022-12-20T01:01:09Z,1230000,False,227.0,31.0,1,left,F. Wagner 3PT running (5 PTS) (P. Banchero 2 AST),"[1630532, 1631094]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,22.88,Made,5.0,,,,,,,,,,P. Banchero,1631094.0,2.0,,,,,
125,PT01M50.00S,2022-12-20T01:00:48.8Z,1,REGULAR,3pt,Jump Shot,[],1629631,93.38042049934296,3.6764705882352944,1610612737,30,26,2022-12-20T01:00:54Z,1250000,False,-232.0,10.0,1,right,D. Hunter 3PT  (11 PTS) (T. Young 7 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.18,Made,11.0,,,,,,,,,,T. Young,1629027.0,7.0,,,,,
127,PT01M26.00S,2022-12-20T01:01:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.338370565045992,53.18627450980392,1610612753,30,26,2022-12-20T01:01:17Z,1270000,False,-16.0,-2.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
128,PT01M23.00S,2022-12-20T01:01:14.6Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,30,26,2022-12-20T01:01:17Z,1280000,False,,,0,,A. Griffin REBOUND (Off:0 Def:3),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,127.0,,,,,,3.0,3.0,0.0,,,,,,,,
129,PT01M09.00S,2022-12-20T01:01:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,87.07293035479631,37.745098039215684,1610612737,30,26,2022-12-20T01:01:36Z,1290000,False,-61.0,69.0,1,right,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,9.23,Missed,,,,,,,,,,,,,,,,,,
130,PT01M05.00S,2022-12-20T01:01:33.5Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,30,26,2022-12-20T01:01:36Z,1300000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Left,,,,129.0,,,,,,1.0,1.0,0.0,,,,,,,,
131,PT01M01.00S,2022-12-20T01:01:39.7Z,1,REGULAR,foul,personal,['2freethrow'],1631100,,,1610612753,30,26,2022-12-20T01:02:14Z,1310000,False,,,0,,A. Griffin shooting personal FOUL (1 PF) (Banchero 2 FT),"[1631100, 1631094]",1610612737.0,ATL,shooting,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,202026.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,
133,PT01M01.00S,2022-12-20T01:02:14.9Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,30,27,2022-12-20T01:02:35Z,1330000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
134,PT01M01.00S,2022-12-20T01:02:14.9Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,30,27,2022-12-20T01:02:35Z,1340000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT00M59.20S,2022-12-20T01:02:16.7Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,30,27,2022-12-20T01:02:35Z,1350000,False,,,0,,A. Griffin REBOUND (Off:0 Def:4),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,134.0,,,,,,4.0,4.0,0.0,,,,,,,,
136,PT00M40.80S,2022-12-20T01:02:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,68.54467805519053,29.411764705882355,1610612737,30,27,2022-12-20T01:02:58Z,1360000,False,-103.0,243.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
137,PT00M37.80S,2022-12-20T01:02:55.7Z,1,REGULAR,rebound,offensive,[],1629631,,,1610612737,30,27,2022-12-20T01:02:58Z,1370000,False,,,0,,D. Hunter REBOUND (Off:1 Def:0),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,136.0,,,,,,1.0,0.0,1.0,,,,,,,,
138,PT00M36.10S,2022-12-20T01:02:58.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612737,30,27,2022-12-20T01:03:27Z,1380000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Hunter 2 FT),"[1628964, 1629631]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,202026.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,
140,PT00M36.10S,2022-12-20T01:03:27.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629631,,,1610612737,31,27,2022-12-20T01:03:57Z,1400000,False,,,0,,D. Hunter Free Throw 1 of 2 (12 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
141,PT00M36.10S,2022-12-20T01:03:29.4Z,1,REGULAR,substitution,out,[],1631094,,,1610612737,31,27,2022-12-20T01:03:36Z,1410000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M36.10S,2022-12-20T01:03:29.4Z,1,REGULAR,substitution,in,[],1629678,,,1610612737,31,27,2022-12-20T01:03:36Z,1420000,False,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M36.10S,2022-12-20T01:03:27.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629631,,,1610612737,31,27,2022-12-20T01:03:57Z,1430000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT00M33.90S,2022-12-20T01:03:29.9Z,1,REGULAR,rebound,defensive,[],1629678,,,1610612753,31,27,2022-12-20T01:03:57Z,1440000,False,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,143.0,,,,,,1.0,1.0,0.0,,,,,,,,
145,PT00M25.20S,2022-12-20T01:04:04.8Z,1,REGULAR,2pt,Jump Shot,[],1630175,25.57490144546649,54.166666666666664,1610612753,31,27,2022-12-20T01:04:34Z,1450000,False,-21.0,188.0,1,left,MISS C. Anthony 18' step back Shot,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,18.9,Missed,,,,,,,,,,,,,,,,,,
146,PT00M21.60S,2022-12-20T01:04:08.4Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,31,27,2022-12-20T01:04:09Z,1460000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,,,,145.0,,,,,,2.0,1.0,1.0,,,,,,,,
147,PT00M00.00S,2022-12-20T01:04:30.5Z,1,REGULAR,3pt,Jump Shot,[],1631100,79.45137976346912,92.64705882352942,1610612737,34,27,2022-12-20T01:04:46Z,1470000,False,213.0,141.0,1,right,A. Griffin 25' 3PT  (6 PTS) (A. Holiday 1 AST),"[1631100, 1628988]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,25.54,Made,6.0,,,,,,,,,,A. Holiday,1628988.0,1.0,,,,,
149,PT00M00.00S,2022-12-20T01:04:37.5Z,1,REGULAR,period,end,[],0,,,1610612753,34,27,2022-12-20T01:04:37Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-12-20T01:06:54.1Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612753,34,27,2022-12-20T01:07:16Z,1500000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-12-20T01:06:54.1Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612753,34,27,2022-12-20T01:07:16Z,1510000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-12-20T01:06:54.1Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612753,34,27,2022-12-20T01:07:16Z,1520000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-12-20T01:06:54.1Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612753,34,27,2022-12-20T01:07:16Z,1530000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-12-20T01:06:54.1Z,2,REGULAR,substitution,in,['startperiod'],1630552,,,1610612753,34,27,2022-12-20T01:07:16Z,1540000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-12-20T01:06:54.1Z,2,REGULAR,substitution,in,['startperiod'],203992,,,1610612753,34,27,2022-12-20T01:07:16Z,1550000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-12-20T01:07:20.7Z,2,REGULAR,period,start,[],0,,,1610612737,34,27,2022-12-20T01:07:20Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M43.00S,2022-12-20T01:07:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631100,91.40932982917214,45.83333333333333,1610612737,36,27,2022-12-20T01:07:56Z,1570000,False,-21.0,28.0,1,right,A. Griffin driving finger roll Layup (8 PTS),[1631100],1610612737.0,ATL,driving finger roll,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,3.51,Made,8.0,,,,,,,,,,,,,,,,,
159,PT11M27.00S,2022-12-20T01:07:52.7Z,2,REGULAR,3pt,Jump Shot,[],1628964,29.6484888304862,29.65686274509804,1610612753,36,27,2022-12-20T01:07:59Z,1580000,False,102.0,226.0,1,left,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
160,PT11M25.00S,2022-12-20T01:07:54.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,36,27,2022-12-20T01:07:59Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,159.0,,,,,,,,,,,,,,,,
162,PT11M17.00S,2022-12-20T01:08:20.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203082,10.068988173455978,46.32352941176471,1610612753,36,29,2022-12-20T01:08:26Z,1610000,False,18.0,42.0,1,left,T. Ross driving floating Jump Shot (7 PTS) (M. Bamba 1 AST),"[203082, 1628964]",1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,7.0,,,,,,,,,,M. Bamba,1628964.0,1.0,,,,,
164,PT11M03.00S,2022-12-20T01:08:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,83.919185282523,55.88235294117647,1610612737,38,29,2022-12-20T01:08:39Z,1630000,False,29.0,99.0,1,right,D. Murray 10' driving floating Jump Shot (4 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.3,Made,4.0,,,,,,,,,,,,,,,,,
165,PT10M46.00S,2022-12-20T01:08:51.5Z,2,REGULAR,3pt,Jump Shot,[],1629678,20.18725361366623,92.8921568627451,1610612753,38,29,2022-12-20T01:08:57Z,1640000,False,-214.0,137.0,1,left,MISS A. Schofield 25' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
166,PT10M43.00S,2022-12-20T01:08:54.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,38,29,2022-12-20T01:08:57Z,1650000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,165.0,,,,,,1.0,1.0,0.0,,,,,,,,
167,PT10M35.00S,2022-12-20T01:09:02.4Z,2,REGULAR,2pt,Jump Shot,[],1627749,76.82325886990802,55.14705882352941,1610612737,40,29,2022-12-20T01:09:07Z,1660000,False,26.0,165.0,1,right,D. Murray 16' pullup Jump Shot (6 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.74,Made,6.0,,,,,,,,,,,,,,,,,
168,PT10M20.00S,2022-12-20T01:09:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,6.258212877792378,48.28431372549019,1610612753,40,31,2022-12-20T01:09:22Z,1670000,False,9.0,6.0,1,left,M. Bamba Layup (6 PTS) (T. Ross 1 AST),"[1628964, 203082]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1.07,Made,6.0,,,,,,,,,,T. Ross,203082.0,1.0,,,,,
262,PT10M06.00S,2022-12-20T01:09:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,89.6681997371879,44.85294117647059,1610612737,40,31,2022-12-20T01:22:07Z,1700000,False,-26.0,45.0,1,right,MISS J. Johnson cutting Layup - blocked,"[1630552, 1630175]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,Anthony,1630175.0,,,
263,PT10M06.00S,2022-12-20T01:09:28.1Z,2,REGULAR,block,,[],1630175,,,1610612737,40,31,2022-12-20T01:22:07Z,1710000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
264,PT10M06.00S,2022-12-20T01:09:28.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,40,31,2022-12-20T01:22:07Z,1715000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,262.0,,,,,,,,,,,,,,,,
174,PT09M57.00S,2022-12-20T01:09:58.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,66.04796320630749,50.0,1610612737,40,31,2022-12-20T01:22:07Z,1730000,False,0.0,267.0,1,right,MISS D. Murray 26' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
