actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M08.00S,2022-11-08T01:27:07.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629631,8.09789750328515,46.81372549019608,1610612737,14,23,2022-11-08T01:27:21Z,850000,16.0,24.0,1,left,D. Hunter floating Jump Shot (4 PTS),[1629631],1610612737.0,ATL,floating,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.85,Made,4.0,,,,,,,,,,,,,,,,,
86,PT04M53.00S,2022-11-08T01:27:21.7Z,1,REGULAR,2pt,Jump Shot,[],1628975,75.90341655716163,25.98039215686275,1610612749,14,23,2022-11-08T01:27:26Z,860000,-120.0,174.0,1,right,MISS J. Carter 21' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,21.14,Missed,,,,,,,,,,,,,,,,,,
87,PT04M50.00S,2022-11-08T01:27:24.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,14,23,2022-11-08T01:27:26Z,870000,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,86.0,2.0,1.0,1.0,,,,,,,
88,PT04M43.00S,2022-11-08T01:27:31.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.802233902759525,48.28431372549019,1610612737,14,23,2022-11-08T01:27:36Z,880000,9.0,256.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
89,PT04M39.00S,2022-11-08T01:27:35.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,14,23,2022-11-08T01:27:36Z,890000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,
90,PT04M24.00S,2022-11-08T01:27:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,82.47371879106439,52.20588235294118,1610612749,14,23,2022-11-08T01:27:59Z,900000,11.0,112.0,1,right,MISS J. Nwora 11' driving floating bank Shot,[1629670],1610612749.0,MIL,driving floating bank,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,11.27,Missed,,,,,,,,,,,,,,,,,,
91,PT04M22.00S,2022-11-08T01:27:52.6Z,1,REGULAR,rebound,offensive,[],1629670,,,1610612749,14,23,2022-11-08T01:27:59Z,910000,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,90.0,2.0,1.0,1.0,,,,,,,
92,PT04M20.00S,2022-11-08T01:27:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,73.40670170827858,17.892156862745097,1610612749,14,23,2022-11-08T01:28:05Z,920000,-161.0,197.0,1,right,MISS J. Nwora 25' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
93,PT04M16.00S,2022-11-08T01:27:59.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,14,23,2022-11-08T01:28:05Z,930000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,92.0,2.0,2.0,0.0,,,,,,,
95,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,14,23,2022-11-08T01:28:32Z,950000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,out,[],203991,,,1610612737,14,23,2022-11-08T01:28:32Z,960000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,out,[],1628975,,,1610612737,14,23,2022-11-08T01:28:32Z,970000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,out,[],201572,,,1610612737,14,23,2022-11-08T01:28:32Z,980000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612737,14,23,2022-11-08T01:28:32Z,990000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,14,23,2022-11-08T01:28:32Z,1000000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,in,[],203200,,,1610612737,14,23,2022-11-08T01:28:32Z,1010000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,in,[],201588,,,1610612737,14,23,2022-11-08T01:28:32Z,1020000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,in,[],201950,,,1610612737,14,23,2022-11-08T01:28:32Z,1030000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M07.00S,2022-11-08T01:28:13.0Z,1,REGULAR,substitution,in,[],201586,,,1610612737,14,23,2022-11-08T01:28:32Z,1040000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M03.00S,2022-11-08T01:28:39.4Z,1,REGULAR,2pt,Jump Shot,[],1631100,10.85742444152431,30.392156862745097,1610612737,14,23,2022-11-08T01:28:45Z,1050000,98.0,50.0,1,left,MISS A. Griffin 10' pullup Shot,[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Mid-Range,8-16 Right,10.98,Missed,,,,,,,,,,,,,,,,,,
106,PT04M02.00S,2022-11-08T01:28:40.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,14,23,2022-11-08T01:28:45Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,105.0,,,,,,,,,,
108,PT03M54.00S,2022-11-08T01:29:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,17.821944809461236,53.431372549019606,1610612737,16,23,2022-11-08T01:29:11Z,1080000,-17.0,115.0,1,left,D. Murray 11' driving floating Jump Shot (6 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.63,Made,6.0,,,,,,,,,,,,,,,,,
110,PT03M47.00S,2022-11-08T01:29:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,16,23,2022-11-08T01:29:16Z,1100000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M47.00S,2022-11-08T01:30:56.3Z,1,REGULAR,substitution,out,[],1628381,,,1610612749,16,23,2022-11-08T01:32:51Z,1105000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M47.00S,2022-11-08T01:30:56.3Z,1,REGULAR,substitution,in,[],1630552,,,1610612749,16,23,2022-11-08T01:32:51Z,1107500,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M32.00S,2022-11-08T01:32:35.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.5735873850197,40.44117647058824,1610612749,16,26,2022-11-08T01:32:40Z,1110000,-48.0,262.0,1,right,B. Portis 26' 3PT  (5 PTS) (J. Holiday 1 AST),"[1626171, 201950]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,26.6,Made,5.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
117,PT03M19.00S,2022-11-08T01:33:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630552,30.17411300919842,63.970588235294116,1610612737,16,26,2022-11-08T01:33:16Z,1140000,-70.0,231.0,1,left,MISS J. Johnson 24' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,24.14,Missed,,,,,,,,,,,,,,,,,,
118,PT03M15.00S,2022-11-08T01:33:14.4Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,16,26,2022-11-08T01:33:16Z,1150000,,,0,,J. Nwora REBOUND (Off:1 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,,,,,,,,,,117.0,3.0,2.0,1.0,,,,,,,
119,PT03M11.00S,2022-11-08T01:33:17.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,16,26,2022-11-08T01:33:26Z,1160000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630552]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,Johnson,1630552.0,,,,
120,PT03M11.00S,2022-11-08T01:33:17.5Z,1,REGULAR,steal,,[],1630552,,,1610612737,16,26,2022-11-08T01:33:19Z,1170000,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
121,PT03M07.00S,2022-11-08T01:33:22.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,5.206964520367937,50.73529411764706,1610612737,18,26,2022-11-08T01:33:34Z,1180000,-4.0,-4.0,1,left,J. Johnson running DUNK (2 PTS) (D. Murray 3 AST),"[1630552, 1627749]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
123,PT02M50.00S,2022-11-08T01:33:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,86.28449408672799,50.0,1610612749,18,28,2022-11-08T01:33:44Z,1200000,0.0,76.0,1,right,J. Holiday 7' driving floating Jump Shot (4 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,4.0,,,,,,,,,,,,,,,,,
124,PT02M39.00S,2022-11-08T01:33:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,15.062417871222076,55.392156862745104,1610612737,20,28,2022-11-08T01:33:57Z,1210000,-27.0,89.0,1,left,D. Murray 9' driving floating Jump Shot (8 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,9.31,Made,8.0,,,,,,,,,,,,,,,,,
125,PT02M25.00S,2022-11-08T01:34:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,90.09526938239159,55.63725490196079,1610612749,20,28,2022-11-08T01:41:55Z,1220000,28.0,41.0,1,right,MISS J. Nwora driving Layup,[1629670],1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2022-11-08T01:34:06.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,20,28,2022-11-08T01:34:09Z,1230000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
127,PT02M10.00S,2022-11-08T01:34:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,6.258212877792378,48.77450980392157,1610612737,22,28,2022-11-08T01:34:26Z,1240000,6.0,6.0,1,left,J. Johnson cutting Layup (4 PTS) (D. Murray 4 AST),"[1630552, 1627749]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.88,Made,4.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,,
129,PT01M49.00S,2022-11-08T01:34:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629670,79.45137976346912,8.57843137254902,1610612749,22,28,2022-11-08T01:34:48Z,1260000,-207.0,141.0,1,right,MISS J. Nwora 25' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
130,PT01M44.00S,2022-11-08T01:34:45.0Z,1,REGULAR,rebound,offensive,[],201586,,,1610612749,22,28,2022-11-08T01:34:48Z,1270000,,,0,,S. Ibaka REBOUND (Off:1 Def:0),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,129.0,1.0,0.0,1.0,,,,,,,
131,PT01M43.00S,2022-11-08T01:34:46.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201586,88.38699080157687,49.50980392156863,1610612749,22,30,2022-11-08T01:34:57Z,1280000,-2.0,57.0,1,right,S. Ibaka Hook (2 PTS),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,2.0,,,,,,,,,,,,,,,,,
132,PT01M27.00S,2022-11-08T01:35:01.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,11.383048620236531,46.07843137254902,1610612737,22,30,2022-11-08T01:40:44Z,1290000,20.0,55.0,1,left,MISS O. Okongwu Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,,,,,,,,,
133,PT01M25.00S,2022-11-08T01:35:03.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,30,2022-11-08T01:35:08Z,1300000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,132.0,4.0,4.0,0.0,,,,,,,
134,PT01M12.00S,2022-11-08T01:35:20.2Z,1,REGULAR,foul,personal,[],203200,,,1610612749,22,30,2022-11-08T01:35:26Z,1310000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 1626171]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Portis,1626171.0
136,PT01M12.00S,2022-11-08T01:35:25.7Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,22,30,2022-11-08T01:35:31Z,1330000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M12.00S,2022-11-08T01:35:25.7Z,1,REGULAR,substitution,in,[],202083,,,1610612749,22,30,2022-11-08T01:35:31Z,1340000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M02.00S,2022-11-08T01:35:50.9Z,1,REGULAR,3pt,Jump Shot,[],1626171,67.09921156373193,40.68627450980392,1610612749,22,33,2022-11-08T01:35:56Z,1350000,-47.0,257.0,1,right,B. Portis 26' 3PT  (8 PTS) (W. Matthews 1 AST),"[1626171, 202083]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,26.1,Made,8.0,W. Matthews,202083.0,1.0,,,,,,,,,,,,,,
140,PT00M49.00S,2022-11-08T01:36:08.3Z,1,REGULAR,3pt,Jump Shot,[],1627749,30.831143232588698,66.66666666666666,1610612737,22,33,2022-11-08T01:40:55Z,1370000,-83.0,237.0,1,left,MISS D. Murray 25' step back 3PT,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
141,PT00M46.50S,2022-11-08T01:36:10.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,33,2022-11-08T01:36:13Z,1380000,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,140.0,5.0,5.0,0.0,,,,,,,
142,PT00M32.30S,2022-11-08T01:36:25.7Z,1,REGULAR,3pt,Jump Shot,[],201950,69.33311432325887,71.56862745098039,1610612749,22,36,2022-11-08T01:36:31Z,1390000,108.0,236.0,1,right,J. Holiday 25' 3PT pullup (7 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.93,Made,7.0,,,,,,,,,,,,,,,,,
143,PT00M13.70S,2022-11-08T01:36:49.6Z,1,REGULAR,3pt,Jump Shot,[],203200,8.09789750328515,3.6764705882352944,1610612737,25,36,2022-11-08T01:36:54Z,1400000,232.0,24.0,1,left,J. Holiday 3PT  (3 PTS) (D. Murray 5 AST),"[203200, 1627749]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.28,Made,3.0,D. Murray,1627749.0,5.0,,,,,,,,,,,,,,
145,PT00M02.60S,2022-11-08T01:37:05.6Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,25,36,2022-11-08T01:37:29Z,1420000,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 1627749]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,Murray,1627749.0,,,,
146,PT00M02.60S,2022-11-08T01:37:05.6Z,1,REGULAR,steal,,[],1627749,,,1610612737,25,36,2022-11-08T01:51:08Z,1430000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
147,PT00M01.00S,2022-11-08T01:37:09.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,24.52365308804205,87.00980392156863,1610612737,25,36,2022-11-08T01:37:34Z,1440000,-185.0,178.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
148,PT00M01.00S,2022-11-08T01:37:09.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,25,36,2022-11-08T01:37:34Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,147.0,,,,,,,,,,
149,PT00M00.00S,2022-11-08T01:37:12.7Z,1,REGULAR,period,end,[],0,,,1610612737,25,36,2022-11-08T01:37:12Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-11-08T01:39:02.0Z,2,REGULAR,substitution,out,['startperiod'],1627749,,,1610612737,25,36,2022-11-08T01:39:30Z,1470000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-08T01:39:02.0Z,2,REGULAR,substitution,out,['startperiod'],1626171,,,1610612737,25,36,2022-11-08T01:39:30Z,1480000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-11-08T01:39:02.0Z,2,REGULAR,substitution,out,['startperiod'],201950,,,1610612737,25,36,2022-11-08T01:39:30Z,1490000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-08T01:39:02.0Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612737,25,36,2022-11-08T01:39:30Z,1500000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-08T01:39:02.0Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612737,25,36,2022-11-08T01:39:30Z,1510000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-11-08T01:39:02.0Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612737,25,36,2022-11-08T01:39:30Z,1520000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-11-08T01:39:44.7Z,2,REGULAR,period,start,[],0,,,1610612737,25,36,2022-11-08T01:39:44Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M47.00S,2022-11-08T01:39:57.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203200,15.588042049934298,43.872549019607845,1610612737,25,36,2022-11-08T01:40:02Z,1540000,31.0,94.0,1,left,MISS J. Holiday 9' pullup Shot,[203200],1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,9.89,Missed,,,,,,,,,,,,,,,,,,
158,PT11M43.00S,2022-11-08T01:40:01.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,25,36,2022-11-08T01:40:02Z,1550000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,157.0,3.0,2.0,1.0,,,,,,,
159,PT11M37.00S,2022-11-08T01:40:07.8Z,2,REGULAR,3pt,Jump Shot,[],201588,74.72076215505913,86.51960784313727,1610612749,25,36,2022-11-08T01:40:13Z,1560000,183.0,185.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
160,PT11M33.00S,2022-11-08T01:40:11.8Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,25,36,2022-11-08T01:40:13Z,1570000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,
161,PT11M26.00S,2022-11-08T01:40:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631100,8.09789750328515,45.34313725490196,1610612737,27,36,2022-11-08T01:40:28Z,1580000,23.0,24.0,1,left,A. Griffin cutting Layup (2 PTS) (O. Okongwu 1 AST),"[1631100, 1630168]",1610612737.0,ATL,cutting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,3.32,Made,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
163,PT11M26.00S,2022-11-08T01:40:27.2Z,2,REGULAR,foul,personal,['1freethrow'],201586,,,1610612737,27,36,2022-11-08T01:40:45Z,1600000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Griffin 1 FT),"[201586, 1631100]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,,,1.0,0.0,Griffin,1631100.0
165,PT11M26.00S,2022-11-08T01:40:46.2Z,2,REGULAR,freethrow,1 of 1,[],1631100,,,1610612737,28,36,2022-11-08T01:40:46Z,1620000,,,0,,A. Griffin Free Throw 1 of 1 (3 PTS),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
166,PT11M09.00S,2022-11-08T01:41:03.8Z,2,REGULAR,3pt,Jump Shot,[],202083,82.34231274638634,93.62745098039215,1610612749,28,36,2022-11-08T01:41:09Z,1630000,218.0,113.0,1,right,MISS W. Matthews 24' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Right Center,24.59,Missed,,,,,,,,,,,,,,,,,,
167,PT11M04.00S,2022-11-08T01:41:08.8Z,2,REGULAR,rebound,defensive,[],1631100,,,1610612737,28,36,2022-11-08T01:41:09Z,1640000,,,0,,A. Griffin REBOUND (Off:1 Def:1),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,166.0,2.0,1.0,1.0,,,,,,,
168,PT10M59.00S,2022-11-08T01:41:13.7Z,2,REGULAR,3pt,Jump Shot,[],1631100,31.750985545335087,56.127450980392155,1610612737,31,36,2022-11-08T01:41:24Z,1650000,-31.0,246.0,1,left,A. Griffin 24' 3PT pullup (6 PTS),[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Center,24.79,Made,6.0,,,,,,,,,,,,,,,,,
169,PT10M44.00S,2022-11-08T01:41:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.9862023653088,48.529411764705884,1610612749,31,38,2022-11-08T01:41:39Z,1660000,-7.0,13.0,1,right,G. Antetokounmpo driving Layup (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.53,Made,6.0,,,,,,,,,,,,,,,,,
