actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
342,PT10M25.00S,2022-11-08T02:24:21.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628381,,,1610612737,58,60,2022-11-08T02:24:21Z,3400000,,,0,,J. Collins Free Throw 1 of 2 (12 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
343,PT10M25.00S,2022-11-08T02:24:35.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628381,,,1610612737,59,60,2022-11-08T02:24:35Z,3410000,,,0,,J. Collins Free Throw 2 of 2 (13 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
344,PT10M09.00S,2022-11-08T02:24:53.2Z,3,REGULAR,3pt,Jump Shot,[],1628960,30.305519053876477,66.42156862745098,1610612749,59,60,2022-11-08T02:25:00Z,3420000,-82.0,232.0,1,left,MISS G. Allen 24' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
345,PT10M07.00S,2022-11-08T02:24:55.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,59,60,2022-11-08T02:25:00Z,3430000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,344.0,,,,,,,,,,
346,PT10M07.00S,2022-11-08T02:24:59.7Z,3,REGULAR,foul,personal,[],203507,,,1610612737,59,60,2022-11-08T02:25:07Z,3440000,,,0,,G. Antetokounmpo loose ball personal FOUL (3 PF),"[203507, 1629631]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,,,,,,,,3.0,0.0,Hunter,1629631.0
348,PT09M54.00S,2022-11-08T02:25:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.32917214191852,49.50980392156863,1610612737,59,60,2022-11-08T02:25:43Z,3460000,-2.0,20.0,1,right,MISS D. Murray driving Layup - blocked,"[1627749, 201572]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,Lopez,201572.0,,,,,,,,,,,
349,PT09M54.00S,2022-11-08T02:25:22.5Z,3,REGULAR,block,,[],201572,,,1610612737,59,60,2022-11-08T02:25:26Z,3470000,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT09M53.00S,2022-11-08T02:25:23.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,59,60,2022-11-08T02:25:43Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,348.0,,,,,,,,,,
352,PT09M53.00S,2022-11-08T02:25:48.5Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612737,59,60,2022-11-08T02:32:03Z,3500000,,,0,,J. Holiday away-from-play personal FOUL (1 PF) (Hunter 1 FT),"[201950, 1629631]",1610612749.0,MIL,away-from-play,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,,,,,,,,,,1.0,0.0,Hunter,1629631.0
354,PT09M53.00S,2022-11-08T02:26:11.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1628381,,,1610612737,60,60,2022-11-08T02:26:11Z,3520000,,,0,,J. Collins away-from-play Free Throw 1 of 1 (14 PTS),[1628381],1610612737.0,ATL,away-from-play,,,Collins,J. Collins,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
355,PT09M47.00S,2022-11-08T02:26:41.6Z,3,REGULAR,foul,offensive,[],1629631,,,1610612749,60,60,2022-11-08T02:26:50Z,3530000,,,0,,D. Hunter offensive FOUL (3 PF),"[1629631, 201950]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,,,,,,,,,3.0,0.0,Holiday,201950.0
357,PT09M47.00S,2022-11-08T02:26:41.6Z,3,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,60,60,2022-11-08T02:26:41Z,3550000,,,0,,D. Hunter offensive foul TURNOVER (2 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,,,,,,2.0,,,,,,
358,PT09M33.00S,2022-11-08T02:27:11.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,5.469776609724048,49.26470588235294,1610612749,60,60,2022-11-08T02:27:19Z,3560000,4.0,-1.0,1,left,MISS G. Allen driving Layup - blocked,"[1628960, 203991]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,0.39,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
359,PT09M33.00S,2022-11-08T02:27:11.1Z,3,REGULAR,block,,[],203991,,,1610612749,60,60,2022-11-08T02:27:13Z,3570000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
360,PT09M31.00S,2022-11-08T02:27:13.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,60,60,2022-11-08T02:27:19Z,3580000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,358.0,1.0,1.0,0.0,,,,,,,
362,PT09M23.00S,2022-11-08T02:27:47.5Z,3,REGULAR,2pt,Jump Shot,[],1627749,76.5604467805519,47.05882352941176,1610612737,62,60,2022-11-08T02:27:52Z,3600000,-15.0,168.0,1,right,D. Murray 16' pullup Jump Shot (15 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.84,Made,15.0,,,,,,,,,,,,,,,,,
363,PT09M06.00S,2022-11-08T02:28:03.6Z,3,REGULAR,3pt,Jump Shot,[],201572,7.440867279894875,3.6764705882352944,1610612749,62,60,2022-11-08T02:28:14Z,3610000,232.0,17.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
364,PT09M03.00S,2022-11-08T02:28:06.6Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,62,60,2022-11-08T02:28:14Z,3620000,,,0,,D. Murray REBOUND (Off:2 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,363.0,5.0,3.0,2.0,,,,,,,
365,PT09M00.00S,2022-11-08T02:28:11.0Z,3,REGULAR,foul,personal,['2freethrow'],201572,,,1610612737,62,60,2022-11-08T02:28:36Z,3630000,,,0,,B. Lopez shooting personal FOUL (1 PF) (Hunter 2 FT),"[201572, 1629631]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,,,,,,,,1.0,0.0,Hunter,1629631.0
367,PT09M00.00S,2022-11-08T02:28:39.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629631,,,1610612737,63,60,2022-11-08T02:28:39Z,3650000,,,0,,D. Hunter Free Throw 1 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
368,PT09M00.00S,2022-11-08T02:28:48.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,63,60,2022-11-08T02:28:48Z,3660000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M00.00S,2022-11-08T02:31:56.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629631,,,1610612737,64,60,2022-11-08T02:31:56Z,3670000,,,0,,D. Hunter Free Throw 2 of 2 (8 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
370,PT08M56.00S,2022-11-08T02:32:08.0Z,3,REGULAR,foul,personal,[],203991,,,1610612749,64,60,2022-11-08T02:32:14Z,3680000,,,0,,C. Capela personal FOUL (2 PF),"[203991, 203507]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1198.0,,,,,,,,,,2.0,0.0,Antetokounmpo,203507.0
372,PT08M49.00S,2022-11-08T02:32:31.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,5.732588699080158,49.26470588235294,1610612749,64,62,2022-11-08T02:32:38Z,3700000,4.0,1.0,1,left,G. Antetokounmpo cutting DUNK (16 PTS) (J. Holiday 5 AST),"[203507, 201950]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.4,Made,16.0,J. Holiday,201950.0,5.0,,,,,,,,,,,,,,
374,PT08M27.00S,2022-11-08T02:32:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.46057818659659,52.69607843137255,1610612737,64,62,2022-11-08T02:33:13Z,3720000,13.0,18.0,1,right,MISS D. Murray driving Layup - blocked,"[1627749, 201572]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,Lopez,201572.0,,,,,,,,,,,
375,PT08M27.00S,2022-11-08T02:32:52.8Z,3,REGULAR,block,,[],201572,,,1610612737,64,62,2022-11-08T02:32:55Z,3730000,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
376,PT08M26.00S,2022-11-08T02:32:53.8Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612749,64,62,2022-11-08T02:33:13Z,3740000,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,374.0,3.0,3.0,0.0,,,,,,,
377,PT08M26.00S,2022-11-08T02:32:57.9Z,3,REGULAR,foul,personal,[],1627749,,,1610612749,64,62,2022-11-08T02:33:10Z,3750000,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1628975]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,1198.0,,,,,,,,,,1.0,0.0,Carter,1628975.0
379,PT08M15.00S,2022-11-08T02:33:28.7Z,3,REGULAR,2pt,Jump Shot,[],201950,23.47240473061761,47.549019607843135,1610612749,64,64,2022-11-08T02:33:41Z,3770000,12.0,168.0,1,left,J. Holiday 16' pullup Jump Shot (12 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,16.85,Made,12.0,,,,,,,,,,,,,,,,,
380,PT08M15.00S,2022-11-08T02:33:38.8Z,3,REGULAR,foul,personal,['1freethrow'],1628988,,,1610612749,64,64,2022-11-08T02:35:58Z,3780000,,,0,,A. Holiday loose ball personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1628988, 203507]",1610612737.0,ATL,loose ball,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0
384,PT08M15.00S,2022-11-08T02:35:59.7Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,64,65,2022-11-08T02:35:59Z,3820000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
385,PT08M12.00S,2022-11-08T02:36:08.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628960,,,1610612737,64,65,2022-11-08T02:36:30Z,3830000,,,0,,G. Allen personal FOUL (2 PF) (Holiday 2 FT),"[1628960, 1628988]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,1198.0,,,,,,,,,,2.0,0.0,Holiday,1628988.0
387,PT08M12.00S,2022-11-08T02:36:31.2Z,3,REGULAR,freethrow,1 of 2,[],1628988,,,1610612737,65,65,2022-11-08T02:36:31Z,3850000,,,0,,A. Holiday Free Throw 1 of 2 (3 PTS),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
388,PT08M12.00S,2022-11-08T02:36:41.0Z,3,REGULAR,freethrow,2 of 2,[],1628988,,,1610612737,66,65,2022-11-08T02:36:41Z,3860000,,,0,,A. Holiday Free Throw 2 of 2 (4 PTS),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
389,PT07M59.00S,2022-11-08T02:36:57.2Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612749,66,65,2022-11-08T02:37:05Z,3870000,,,0,,J. Holiday bad pass TURNOVER (5 TO),"[201950, 203991]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,5.0,Capela,203991.0,,,,
390,PT07M59.00S,2022-11-08T02:36:57.2Z,3,REGULAR,steal,,[],203991,,,1610612737,66,65,2022-11-08T02:37:00Z,3880000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
391,PT07M54.00S,2022-11-08T02:37:01.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,92.72339027595268,50.49019607843137,1610612737,66,65,2022-11-08T02:37:16Z,3890000,2.0,16.0,1,right,MISS J. Collins cutting Layup - blocked,"[1628381, 1628975]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,Carter,1628975.0,,,,,,,,,,,
392,PT07M54.00S,2022-11-08T02:37:01.7Z,3,REGULAR,block,,[],1628975,,,1610612737,66,65,2022-11-08T02:37:04Z,3900000,,,0,,J. Carter BLOCK (2 BLK),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
393,PT07M51.00S,2022-11-08T02:37:04.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,66,65,2022-11-08T02:37:04Z,3910000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,391.0,6.0,5.0,1.0,,,,,,,
394,PT07M47.00S,2022-11-08T02:37:08.5Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,66,65,2022-11-08T02:37:20Z,3920000,,,0,,G. Antetokounmpo bad pass TURNOVER (4 TO),"[203507, 1627749]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,4.0,Murray,1627749.0,,,,
395,PT07M47.00S,2022-11-08T02:37:08.5Z,3,REGULAR,steal,,[],1627749,,,1610612737,66,65,2022-11-08T03:04:16Z,3930000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
396,PT07M42.00S,2022-11-08T02:37:12.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203991,92.85479632063075,50.49019607843137,1610612737,68,65,2022-11-08T02:38:00Z,3940000,2.0,15.0,1,right,C. Capela running DUNK (4 PTS) (D. Murray 7 AST),"[203991, 1627749]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,D. Murray,1627749.0,7.0,,,,,,,,,,,,,,
398,PT07M42.00S,2022-11-08T02:37:22.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628960,,,1610612737,68,65,2022-11-08T02:37:47Z,3960000,,,0,,G. Allen shooting personal FOUL (3 PF) (Capela 1 FT),"[1628960, 203991]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,,,3.0,0.0,Capela,203991.0
400,PT07M42.00S,2022-11-08T02:37:48.7Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203991,,,1610612737,69,65,2022-11-08T02:37:48Z,3980000,,,0,,C. Capela Free Throw 1 of 1 (5 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
401,PT07M26.00S,2022-11-08T02:38:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.732588699080158,48.28431372549019,1610612749,69,65,2022-11-08T02:38:14Z,3990000,9.0,1.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
402,PT07M24.00S,2022-11-08T02:38:10.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,69,65,2022-11-08T02:38:14Z,4000000,,,0,,C. Capela REBOUND (Off:2 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,401.0,9.0,7.0,2.0,,,,,,,
403,PT07M14.00S,2022-11-08T02:38:19.7Z,3,REGULAR,turnover,bad pass,[],1628988,,,1610612737,69,65,2022-11-08T02:38:27Z,4010000,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 201950]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Holiday,201950.0,,,,
404,PT07M14.00S,2022-11-08T02:38:19.7Z,3,REGULAR,steal,,[],201950,,,1610612749,69,65,2022-11-08T02:38:21Z,4020000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
405,PT07M11.00S,2022-11-08T02:38:23.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201950,27.283180026281208,77.69607843137256,1610612749,69,65,2022-11-08T02:38:35Z,4030000,-138.0,204.0,1,left,MISS J. Holiday 24' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,24.66,Missed,,,,,,,,,,,,,,,,,,
406,PT07M07.00S,2022-11-08T02:38:26.6Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,69,65,2022-11-08T02:38:26Z,4040000,,,0,,D. Murray REBOUND (Off:2 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,405.0,6.0,4.0,2.0,,,,,,,
407,PT07M00.00S,2022-11-08T02:38:33.4Z,3,REGULAR,2pt,Jump Shot,[],1627749,76.42904073587385,49.01960784313725,1610612737,71,65,2022-11-08T02:38:41Z,4050000,-5.0,169.0,1,right,D. Murray 16' pullup Jump Shot (17 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.92,Made,17.0,,,,,,,,,,,,,,,,,
408,PT06M38.00S,2022-11-08T02:38:55.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.1268068331143235,47.794117647058826,1610612749,71,67,2022-11-08T02:39:05Z,4060000,11.0,5.0,1,left,G. Antetokounmpo driving finger roll Layup (19 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.21,Made,19.0,,,,,,,,,,,,,,,,,
409,PT06M27.00S,2022-11-08T02:39:10.7Z,3,REGULAR,turnover,traveling,[],1629631,,,1610612737,71,67,2022-11-08T02:39:17Z,4070000,,,0,,D. Hunter traveling TURNOVER (3 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,,,,,,,1198.0,,,,,,,3.0,,,,,,
410,PT06M27.00S,2022-11-08T02:39:15.6Z,3,REGULAR,substitution,out,[],203507,,,1610612749,71,67,2022-11-08T02:39:28Z,4080000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M27.00S,2022-11-08T02:39:15.6Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,71,67,2022-11-08T02:39:28Z,4090000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M13.00S,2022-11-08T02:39:42.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201572,8.360709592641262,4.411764705882353,1610612749,71,67,2022-11-08T02:39:52Z,4100000,228.0,26.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
413,PT06M10.00S,2022-11-08T02:39:45.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,71,67,2022-11-08T02:39:52Z,4110000,,,0,,C. Capela REBOUND (Off:2 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,,,,412.0,10.0,8.0,2.0,,,,,,,
414,PT06M10.00S,2022-11-08T02:39:50.0Z,3,REGULAR,turnover,traveling,[],203991,,,1610612737,71,67,2022-11-08T02:39:58Z,4120000,,,0,,C. Capela traveling TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,,1198.0,,,,,,,1.0,,,,,,
415,PT06M10.00S,2022-11-08T02:40:03.7Z,3,REGULAR,substitution,out,[],1628988,,,1610612749,71,67,2022-11-08T02:40:09Z,4130000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M10.00S,2022-11-08T02:40:03.7Z,3,REGULAR,substitution,out,[],201950,,,1610612749,71,67,2022-11-08T02:40:09Z,4140000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M10.00S,2022-11-08T02:40:03.7Z,3,REGULAR,substitution,in,[],1631100,,,1610612749,71,67,2022-11-08T02:40:09Z,4150000,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M10.00S,2022-11-08T02:40:03.7Z,3,REGULAR,substitution,in,[],1629670,,,1610612749,71,67,2022-11-08T02:40:09Z,4160000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M05.00S,2022-11-08T02:40:21.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,31.61957950065703,33.088235294117645,1610612749,71,67,2022-11-08T02:40:27Z,4170000,85.0,245.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
420,PT06M02.00S,2022-11-08T02:40:24.0Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,71,67,2022-11-08T02:40:27Z,4180000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,419.0,2.0,2.0,0.0,,,,,,,
421,PT05M57.00S,2022-11-08T02:40:31.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,84.05059132720105,41.911764705882355,1610612737,73,67,2022-11-08T02:40:37Z,4190000,-40.0,97.0,1,right,A. Griffin 10' pullup Jump Shot (12 PTS) (D. Murray 8 AST),"[1631100, 1627749]",1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,10.54,Made,12.0,D. Murray,1627749.0,8.0,,,,,,,,,,,,,,
423,PT05M57.00S,2022-11-08T02:40:37.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201572,,,1610612737,73,67,2022-11-08T02:41:02Z,4210000,,,0,,B. Lopez shooting personal FOUL (2 PF) (Griffin 1 FT),"[201572, 1631100]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,,,,,,,,,,2.0,0.0,Griffin,1631100.0
425,PT05M57.00S,2022-11-08T02:41:03.3Z,3,REGULAR,freethrow,1 of 1,[],1631100,,,1610612737,74,67,2022-11-08T02:41:03Z,4230000,,,0,,A. Griffin Free Throw 1 of 1 (13 PTS),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
426,PT05M42.00S,2022-11-08T02:41:18.8Z,3,REGULAR,3pt,Jump Shot,[],1626171,8.229303547963205,3.1862745098039214,1610612749,74,67,2022-11-08T02:41:24Z,4240000,234.0,25.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
427,PT05M38.00S,2022-11-08T02:41:22.8Z,3,REGULAR,rebound,defensive,[],1631100,,,1610612737,74,67,2022-11-08T02:41:24Z,4250000,,,0,,A. Griffin REBOUND (Off:1 Def:3),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Right Corner 3,24+ Right,,,,,,,,,,426.0,4.0,3.0,1.0,,,,,,,
428,PT05M29.00S,2022-11-08T02:41:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.6340341655716,39.950980392156865,1610612737,74,67,2022-11-08T02:46:35Z,4260000,-50.0,130.0,1,right,MISS D. Murray 13' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.89,Missed,,,,,,,,,,,,,,,,,,
