actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
340,PT00M10.50S,2023-01-09T01:08:04.2Z,2,REGULAR,substitution,in,[],1630598,,,1610612742,69,55,2023-01-09T01:10:16Z,3444960,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M10.50S,2023-01-09T01:08:04.2Z,2,REGULAR,substitution,in,[],1629026,,,1610612742,69,55,2023-01-09T01:10:16Z,3444980,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M10.50S,2023-01-09T01:08:04.2Z,2,REGULAR,substitution,in,[],1630702,,,1610612742,69,55,2023-01-09T01:10:16Z,3444990,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M00.20S,2023-01-09T01:08:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,85.75886990801577,48.28431372549019,1610612742,69,55,2023-01-09T01:08:57Z,3445000,False,-9.0,81.0,1,right,MISS S. Dinwiddie 8' driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,,,,,,,,,,,,,,,,,
347,PT00M00.10S,2023-01-09T01:08:50.4Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,69,55,2023-01-09T01:08:57Z,3447500,False,,,0,,K. Williams REBOUND (Off:2 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,346.0,3.0,1.0,2.0,,,,,,,,,
348,PT00M00.00S,2023-01-09T01:09:43.6Z,2,REGULAR,period,end,[],0,,,1610612760,69,55,2023-01-09T01:09:55Z,3480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,69,55,2023-01-09T01:23:47Z,3490000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,out,['startperiod'],1630598,,,1610612760,69,55,2023-01-09T01:23:47Z,3500000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,out,['startperiod'],202722,,,1610612760,69,55,2023-01-09T01:23:47Z,3510000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,out,['startperiod'],1630702,,,1610612760,69,55,2023-01-09T01:23:47Z,3520000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,69,55,2023-01-09T01:23:47Z,3530000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,69,55,2023-01-09T01:23:47Z,3540000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,in,['startperiod'],203501,,,1610612760,69,55,2023-01-09T01:23:47Z,3550000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2023-01-09T01:22:53.8Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612760,69,55,2023-01-09T01:23:47Z,3560000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2023-01-09T01:24:00.9Z,3,REGULAR,period,start,[],0,,,1610612760,69,55,2023-01-09T01:24:00Z,3570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M45.00S,2023-01-09T01:24:15.5Z,3,REGULAR,2pt,Jump Shot,[],1628983,94.95729303547962,25.49019607843137,1610612760,71,55,2023-01-09T01:24:19Z,3580000,False,-123.0,-5.0,1,right,S. Gilgeous-Alexander 12' pullup Jump Shot (12 PTS) (J. Giddey 5 AST),"[1628983, 1630581]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,12.26,Made,12.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,,,,
360,PT11M19.00S,2023-01-09T01:24:41.4Z,3,REGULAR,3pt,Jump Shot,[],1626174,28.597240473061763,19.11764705882353,1610612742,71,55,2023-01-09T01:25:15Z,3600000,False,154.0,216.0,1,left,MISS C. Wood 26' 3PT - blocked,"[1626174, 1628983]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
361,PT11M19.00S,2023-01-09T01:24:41.4Z,3,REGULAR,block,,[],1628983,,,1610612742,71,55,2023-01-09T01:24:44Z,3610000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
362,PT11M15.00S,2023-01-09T01:24:45.4Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,71,55,2023-01-09T01:25:15Z,3620000,False,,,0,,K. Williams REBOUND (Off:2 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,360.0,4.0,2.0,2.0,,,,,,,,,
363,PT11M09.00S,2023-01-09T01:24:50.8Z,3,REGULAR,3pt,Jump Shot,[],1630581,75.3777923784494,11.519607843137255,1610612760,71,55,2023-01-09T01:24:56Z,3630000,False,-192.0,179.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
364,PT11M05.00S,2023-01-09T01:24:54.8Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,71,55,2023-01-09T01:24:56Z,3640000,False,,,0,,C. Wood REBOUND (Off:1 Def:7),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,,,363.0,8.0,7.0,1.0,,,,,,,,,
365,PT11M02.00S,2023-01-09T01:25:01.6Z,3,REGULAR,foul,offensive,[],1626174,,,1610612742,71,55,2023-01-09T01:25:09Z,3650000,False,,,0,,C. Wood charge offensive FOUL (1 PF),"[1626174, 1629026]",1610612742.0,DAL,charge,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,,1.0,0.0,Williams,1629026.0,,,,
367,PT11M02.00S,2023-01-09T01:25:01.6Z,3,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,71,55,2023-01-09T01:25:01Z,3670000,False,,,0,,C. Wood offensive foul TURNOVER (2 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,2.0,,,,,,,,
368,PT10M54.00S,2023-01-09T01:25:21.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,65.65374507227332,37.99019607843137,1610612760,71,55,2023-01-09T01:25:29Z,3680000,False,-60.0,270.0,1,right,MISS J. Williams 27' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,
369,PT10M50.00S,2023-01-09T01:25:25.5Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,71,55,2023-01-09T01:25:29Z,3690000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,368.0,3.0,3.0,0.0,,,,,,,,,
370,PT10M43.00S,2023-01-09T01:25:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,5.863994743758213,48.28431372549019,1610612742,71,57,2023-01-09T01:25:36Z,3700000,False,9.0,3.0,1,left,S. Dinwiddie driving Layup (12 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.9,Made,12.0,,,,,,,,,,,,,,,,,
371,PT10M25.00S,2023-01-09T01:25:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.64323258869908,53.67647058823529,1610612760,73,57,2023-01-09T01:25:53Z,3710000,False,18.0,7.0,1,right,L. Dort driving Layup (9 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.98,Made,9.0,,,,,,,,,,,,,,,,,
373,PT10M19.00S,2023-01-09T01:25:59.9Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612742,73,57,2023-01-09T01:26:10Z,3730000,False,,,0,,J. Giddey shooting personal FOUL (3 PF) (Hardaway Jr. 2 FT),"[1630581, 203501]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,,,,,2530.0,,,,,,3.0,0.0,Hardaway Jr.,203501.0,,,,
375,PT10M19.00S,2023-01-09T01:26:25.7Z,3,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,73,58,2023-01-09T01:26:25Z,3750000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (5 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
376,PT10M19.00S,2023-01-09T01:26:38.7Z,3,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,73,59,2023-01-09T01:26:38Z,3760000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
377,PT10M04.00S,2023-01-09T01:26:55.2Z,3,REGULAR,3pt,Jump Shot,[],1629652,69.59592641261499,67.15686274509804,1610612760,73,59,2023-01-09T01:26:59Z,3770000,False,86.0,233.0,1,right,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
378,PT10M00.00S,2023-01-09T01:26:59.2Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,73,59,2023-01-09T01:26:59Z,3780000,False,,,0,,R. Bullock REBOUND (Off:1 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,,,,,,377.0,2.0,1.0,1.0,,,,,,,,,
379,PT09M50.00S,2023-01-09T01:27:11.0Z,3,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612742,73,59,2023-01-09T01:27:19Z,3790000,False,,,0,,K. Williams shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1629026, 203915]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,1.0,0.0,Dinwiddie,203915.0,,,,
381,PT09M50.00S,2023-01-09T01:27:28.7Z,3,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,73,60,2023-01-09T01:27:50Z,3810000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (13 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
382,PT09M50.00S,2023-01-09T01:27:28.7Z,3,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,73,60,2023-01-09T01:27:50Z,3820000,False,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
383,PT09M47.00S,2023-01-09T01:27:31.7Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,73,60,2023-01-09T01:27:50Z,3830000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,382.0,3.0,3.0,0.0,,,,,,,,,
384,PT09M40.00S,2023-01-09T01:27:49.6Z,3,REGULAR,2pt,Jump Shot,[],1628983,78.66294349540078,60.5392156862745,1610612760,75,60,2023-01-09T01:27:53Z,3840000,False,53.0,148.0,1,right,S. Gilgeous-Alexander 15' pullup Jump Shot (14 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,15.72,Made,14.0,,,,,,,,,,,,,,,,,
385,PT09M30.00S,2023-01-09T01:27:59.4Z,3,REGULAR,3pt,Jump Shot,[],1626174,27.151773981603156,18.627450980392158,1610612742,75,60,2023-01-09T01:28:05Z,3850000,False,157.0,203.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
386,PT09M27.00S,2023-01-09T01:28:02.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,75,60,2023-01-09T01:28:05Z,3860000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,385.0,3.0,3.0,0.0,,,,,,,,,
387,PT09M22.00S,2023-01-09T01:28:08.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,92.85479632063075,48.28431372549019,1610612760,75,60,2023-01-09T01:28:15Z,3870000,False,-9.0,15.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
389,PT09M17.00S,2023-01-09T01:28:13.1Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,75,60,2023-01-09T01:28:15Z,3890000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,387.0,4.0,4.0,0.0,,,,,,,,,
390,PT09M16.00S,2023-01-09T01:28:17.2Z,3,REGULAR,foul,offensive,[],1626174,,,1610612742,75,60,2023-01-09T01:28:23Z,3900000,False,,,0,,C. Wood offensive FOUL (2 PF),"[1626174, 1629652]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,,2.0,0.0,Dort,1629652.0,,,,
392,PT09M16.00S,2023-01-09T01:28:17.2Z,3,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,75,60,2023-01-09T01:28:17Z,3920000,False,,,0,,C. Wood offensive foul TURNOVER (3 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,3.0,,,,,,,,
393,PT09M01.00S,2023-01-09T01:28:46.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,92.9862023653088,62.745098039215684,1610612760,75,60,2023-01-09T01:28:50Z,3930000,False,64.0,13.0,1,right,MISS L. Dort 6' driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
394,PT08M59.00S,2023-01-09T01:28:48.9Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,75,60,2023-01-09T01:28:50Z,3940000,False,,,0,,C. Wood REBOUND (Off:1 Def:8),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,393.0,9.0,8.0,1.0,,,,,,,,,
395,PT08M55.00S,2023-01-09T01:28:57.1Z,3,REGULAR,foul,personal,[],1630581,,,1610612742,75,60,2023-01-09T01:29:03Z,3950000,False,,,0,,J. Giddey personal FOUL (4 PF),"[1630581, 1626174]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,,,202035.0,,,,,,4.0,0.0,Wood,1626174.0,,,,
397,PT08M48.00S,2023-01-09T01:29:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,8.886333771353483,37.00980392156863,1610612742,75,60,2023-01-09T01:29:25Z,3970000,False,65.0,31.0,1,left,MISS S. Dinwiddie 7' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
398,PT08M47.00S,2023-01-09T01:29:19.3Z,3,REGULAR,rebound,offensive,[],203915,,,1610612742,75,60,2023-01-09T01:29:25Z,3980000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,397.0,2.0,1.0,1.0,,,,,,,,,
399,PT08M45.00S,2023-01-09T01:29:21.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203493,2.578843626806833,95.34313725490196,1610612742,75,60,2023-01-09T01:29:27Z,3990000,False,-227.0,-28.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
400,PT08M43.00S,2023-01-09T01:29:23.2Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,75,60,2023-01-09T01:29:27Z,4000000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,,399.0,4.0,4.0,0.0,,,,,,,,,
401,PT08M40.00S,2023-01-09T01:29:31.0Z,3,REGULAR,foul,offensive,[],1630581,,,1610612760,75,60,2023-01-09T01:29:37Z,4010000,False,,,0,,J. Giddey charge offensive FOUL (5 PF),"[1630581, 203501]",1610612760.0,OKC,charge,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,,5.0,0.0,Hardaway Jr.,203501.0,,,,
403,PT08M40.00S,2023-01-09T01:29:31.0Z,3,REGULAR,turnover,offensive foul,[],1630581,,,1610612760,75,60,2023-01-09T01:29:31Z,4030000,False,,,0,,J. Giddey offensive foul TURNOVER (1 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,1.0,,,,,,,,
404,PT08M40.00S,2023-01-09T01:29:38.6Z,3,REGULAR,substitution,out,[],1630581,,,1610612742,75,60,2023-01-09T01:29:42Z,4040000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M40.00S,2023-01-09T01:29:38.6Z,3,REGULAR,substitution,in,[],1630198,,,1610612742,75,60,2023-01-09T01:29:42Z,4050000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT08M25.00S,2023-01-09T01:30:05.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203915,8.360709592641262,37.254901960784316,1610612742,75,60,2023-01-09T01:30:15Z,4060000,False,64.0,26.0,1,left,MISS S. Dinwiddie 6' turnaround Shot - blocked,"[203915, 1631114]",1610612742.0,DAL,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,Williams,1631114.0
407,PT08M25.00S,2023-01-09T01:30:05.9Z,3,REGULAR,block,,[],1631114,,,1610612742,75,60,2023-01-09T01:30:08Z,4070000,False,,,0,,J. Williams BLOCK (2 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT08M25.00S,2023-01-09T01:30:05.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,75,60,2023-01-09T01:30:15Z,4080000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,406.0,,,,,,,,,,,,
410,PT08M25.00S,2023-01-09T01:30:16.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,75,60,2023-01-09T01:30:16Z,4100000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT08M13.00S,2023-01-09T01:33:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,90.62089356110381,49.50980392156863,1610612760,75,60,2023-01-09T01:33:18Z,4110000,False,-2.0,36.0,1,right,MISS S. Gilgeous-Alexander driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
412,PT08M12.00S,2023-01-09T01:33:14.7Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,75,60,2023-01-09T01:33:18Z,4120000,False,,,0,,D. Powell REBOUND (Off:1 Def:4),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,411.0,5.0,4.0,1.0,,,,,,,,,
413,PT08M06.00S,2023-01-09T01:33:21.4Z,3,REGULAR,2pt,Jump Shot,[],203501,5.206964520367937,19.362745098039216,1610612742,75,62,2023-01-09T01:33:25Z,4130000,False,153.0,-4.0,1,left,T. Hardaway Jr. 15' pullup Jump Shot (8 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,15.32,Made,8.0,,,,,,,,,,,,,,,,,
414,PT07M52.00S,2023-01-09T01:33:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,79.84559789750328,35.78431372549019,1610612760,77,62,2023-01-09T01:33:40Z,4140000,False,-71.0,137.0,1,right,S. Gilgeous-Alexander 15' step back Jump Shot (16 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,15.44,Made,16.0,,,,,,,,,,,,,,,,,
415,PT07M34.00S,2023-01-09T01:33:52.4Z,3,REGULAR,3pt,Jump Shot,[],203501,27.54599211563732,79.16666666666666,1610612742,77,62,2023-01-09T01:33:57Z,4150000,False,-146.0,206.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
416,PT07M30.00S,2023-01-09T01:33:56.4Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,77,62,2023-01-09T01:33:57Z,4160000,False,,,0,,L. Dort REBOUND (Off:0 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,415.0,4.0,4.0,0.0,,,,,,,,,
417,PT07M18.00S,2023-01-09T01:34:08.2Z,3,REGULAR,3pt,Jump Shot,[],1629026,66.96780551905388,48.77450980392157,1610612760,77,62,2023-01-09T01:34:16Z,4170000,False,-6.0,258.0,1,right,MISS K. Williams 25' pullup 3PT,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
418,PT07M15.00S,2023-01-09T01:34:11.2Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,77,62,2023-01-09T01:34:16Z,4180000,False,,,0,,C. Wood REBOUND (Off:1 Def:9),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,,417.0,10.0,9.0,1.0,,,,,,,,,
419,PT07M06.00S,2023-01-09T01:34:26.2Z,3,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612742,77,62,2023-01-09T01:34:49Z,4190000,False,,,0,,I. Joe shooting personal FOUL (3 PF) (Dinwiddie 2 FT),"[1630198, 203915]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,,,,,,,1627963.0,,,,,,3.0,0.0,Dinwiddie,203915.0,,,,
421,PT07M06.00S,2023-01-09T01:34:50.7Z,3,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,77,63,2023-01-09T01:34:50Z,4210000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (14 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
422,PT07M06.00S,2023-01-09T01:34:51.3Z,3,REGULAR,substitution,out,[],203939,,,1610612742,77,63,2023-01-09T01:34:56Z,4220000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M06.00S,2023-01-09T01:34:51.3Z,3,REGULAR,substitution,in,[],1630702,,,1610612742,77,63,2023-01-09T01:34:56Z,4230000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
