actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
85,PT05M11.00S,2022-11-10T01:23:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,6.521024967148489,34.55882352941176,1610612749,15,17,2022-11-10T01:23:33Z,850000,False,77.0,9.0,1,left,MISS B. Portis 7' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2022-11-10T01:23:32.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,15,17,2022-11-10T01:23:33Z,860000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,85.0,,,,,,,,,,,,,1.0,1.0,0.0
87,PT05M04.00S,2022-11-10T01:23:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630197,91.40932982917214,49.50980392156863,1610612760,17,17,2022-11-10T01:23:44Z,870000,False,-2.0,28.0,1,right,A. Pokusevski driving finger roll Layup (7 PTS) (S. Gilgeous-Alexander 2 AST),"[1630197, 1628983]",1610612760.0,OKC,driving finger roll,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,7.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,
89,PT04M50.00S,2022-11-10T01:23:50.4Z,1,REGULAR,3pt,Jump Shot,[],1628975,22.552562417871222,12.254901960784313,1610612749,17,20,2022-11-10T01:23:55Z,890000,False,189.0,159.0,1,left,J. Carter 24' 3PT  (12 PTS) (G. Hill 1 AST),"[1628975, 201588]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,24.71,Made,,,,,12.0,,,,,,,,G. Hill,201588.0,1.0,,,
91,PT04M31.00S,2022-11-10T01:24:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.38042049934296,49.754901960784316,1610612760,17,20,2022-11-10T01:24:14Z,910000,False,-1.0,10.0,1,right,MISS J. Giddey driving Layup - blocked,"[1630581, 201572]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.98,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
92,PT04M31.00S,2022-11-10T01:24:09.2Z,1,REGULAR,block,,[],201572,,,1610612760,17,20,2022-11-10T01:24:12Z,920000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT04M28.00S,2022-11-10T01:24:12.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,17,20,2022-11-10T01:24:14Z,930000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,91.0,,,,,,,,,,,,,3.0,3.0,0.0
94,PT04M24.00S,2022-11-10T01:24:21.4Z,1,REGULAR,foul,personal,[],1630197,,,1610612749,17,20,2022-11-10T01:25:36Z,940000,False,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 1629670]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Left,,,,,,1627541.0,,,,,1.0,0.0,Nwora,1629670.0,,,,,,
96,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,out,[],1630581,,,1610612749,17,20,2022-11-10T01:24:46Z,960000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,out,[],1630526,,,1610612749,17,20,2022-11-10T01:24:46Z,970000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,17,20,2022-11-10T01:24:46Z,980000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,17,20,2022-11-10T01:24:46Z,990000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,in,[],1631114,,,1610612749,17,20,2022-11-10T01:24:46Z,1000000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,in,[],1630544,,,1610612749,17,20,2022-11-10T01:24:46Z,1010000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,in,[],201586,,,1610612749,17,20,2022-11-10T01:24:46Z,1020000,False,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M24.00S,2022-11-10T01:24:28.5Z,1,REGULAR,substitution,in,[],202083,,,1610612749,17,20,2022-11-10T01:24:46Z,1030000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M15.00S,2022-11-10T01:25:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,5.519053876478318,44.140625,1610612749,17,20,2022-11-10T01:32:10Z,1035000,False,29.0,-1.0,1,left,MISS J. Nwora Layup - blocked,"[1629670, 1631114]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,2.93,Missed,Williams,1631114.0,,,,,,,,,,,,,,,,
112,PT04M15.00S,2022-11-10T01:25:24.9Z,1,REGULAR,block,,[],1631114,,,1610612749,17,20,2022-11-10T01:26:39Z,1037500,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT04M13.00S,2022-11-10T01:25:26.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,17,20,2022-11-10T01:32:10Z,1038750,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,111.0,,,,,,,,,,,,,,,
104,PT04M13.00S,2022-11-10T01:25:49.4Z,1,REGULAR,jumpball,recovered,[],0,,,1610612749,17,20,2022-11-10T01:30:10Z,1040000,False,,,0,,Jump Ball S. Ibaka vs. A. Pokusevski: Tip to Team (MIL),"[201586, 1630197]",1610612749.0,MIL,heldball,Team (MIL),,,,Ibaka,201586.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
107,PT04M11.00S,2022-11-10T01:25:50.4Z,1,REGULAR,foul,personal,[],1630544,,,1610612749,17,20,2022-11-10T01:26:46Z,1070000,False,,,0,,T. Mann loose ball personal FOUL (1 PF),"[1630544, 1628975]",1610612760.0,OKC,loose ball,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,2003.0,,,,,1.0,0.0,Carter,1628975.0,,,,,,
109,PT03M55.00S,2022-11-10T01:26:31.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202083,11.514454664914586,39.950980392156865,1610612749,17,20,2022-11-10T01:26:39Z,1090000,False,50.0,56.0,1,left,MISS W. Matthews 7' floating Shot,[202083],1610612749.0,MIL,floating,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2022-11-10T01:26:34.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,17,20,2022-11-10T01:26:34Z,1100000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,109.0,,,,,,,,,,,,,1.0,1.0,0.0
114,PT03M43.00S,2022-11-10T01:26:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,89.70105124835742,60.049019607843135,1610612760,19,20,2022-11-10T01:38:56Z,1110000,False,50.0,44.0,1,right,S. Gilgeous-Alexander 6' driving floating bank Jump Shot (6 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,6.0,,,,,,,,,,,,,
115,PT03M29.00S,2022-11-10T01:26:57.7Z,1,REGULAR,2pt,Jump Shot,[],1628975,10.988830486202366,13.23529411764706,1610612749,19,20,2022-11-10T01:27:01Z,1120000,False,184.0,51.0,1,left,MISS J. Carter 19' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,19.07,Missed,,,,,,,,,,,,,,,,,,
116,PT03M27.00S,2022-11-10T01:26:59.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,19,20,2022-11-10T01:27:01Z,1130000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,,,,,115.0,,,,,,,,,,,,,2.0,2.0,0.0
117,PT03M17.00S,2022-11-10T01:27:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,92.19776609724047,56.86274509803921,1610612760,19,20,2022-11-10T01:27:14Z,1140000,False,34.0,21.0,1,right,MISS A. Pokusevski driving Layup - blocked,"[1630197, 201586]",1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,4.01,Missed,Ibaka,201586.0,,,,,,,,,,,,,,,,
118,PT03M17.00S,2022-11-10T01:27:09.7Z,1,REGULAR,block,,[],201586,,,1610612760,19,20,2022-11-10T01:27:11Z,1150000,False,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2022-11-10T01:27:11.7Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,19,20,2022-11-10T01:27:14Z,1160000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,117.0,,,,,,,,,,,,,1.0,1.0,0.0
120,PT03M11.00S,2022-11-10T01:27:15.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,25.443495400788436,14.705882352941178,1610612749,19,23,2022-11-10T01:27:25Z,1170000,False,176.0,187.0,1,left,J. Nwora 25' 3PT  (3 PTS) (J. Carter 3 AST),"[1629670, 1628975]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,3.0,,,,,,,,J. Carter,1628975.0,3.0,,,
122,PT03M09.00S,2022-11-10T01:27:20.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,19,23,2022-11-10T01:27:20Z,1190000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M09.00S,2022-11-10T01:29:39.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,19,23,2022-11-10T01:30:00Z,1200000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M09.00S,2022-11-10T01:29:39.7Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,19,23,2022-11-10T01:30:00Z,1210000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M09.00S,2022-11-10T01:29:39.7Z,1,REGULAR,substitution,out,[],1628975,,,1610612760,19,23,2022-11-10T01:30:00Z,1220000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M09.00S,2022-11-10T01:29:39.7Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,19,23,2022-11-10T01:30:00Z,1230000,False,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M09.00S,2022-11-10T01:29:39.7Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,19,23,2022-11-10T01:30:00Z,1240000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M09.00S,2022-11-10T01:29:39.7Z,1,REGULAR,substitution,in,[],1628960,,,1610612760,19,23,2022-11-10T01:30:00Z,1250000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M53.00S,2022-11-10T01:30:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.14651773981603,44.85294117647059,1610612760,19,23,2022-11-10T01:30:33Z,1260000,False,-26.0,31.0,1,right,MISS S. Gilgeous-Alexander Layup,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
130,PT02M51.00S,2022-11-10T01:30:31.4Z,1,REGULAR,rebound,defensive,[],201586,,,1610612749,19,23,2022-11-10T01:30:33Z,1270000,False,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,,,,,129.0,,,,,,,,,,,,,1.0,1.0,0.0
131,PT02M34.00S,2022-11-10T01:30:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,8.754927726675426,50.73529411764706,1610612749,19,23,2022-11-10T01:42:02Z,1280000,False,-4.0,30.0,1,left,MISS J. Nwora driving floating Shot - blocked,"[1629670, 1628983]",1610612749.0,MIL,driving floating,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,3.0,Missed,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
132,PT02M34.00S,2022-11-10T01:30:48.4Z,1,REGULAR,block,,[],1628983,,,1610612749,19,23,2022-11-10T01:30:51Z,1290000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M31.00S,2022-11-10T01:30:51.4Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,19,23,2022-11-10T01:30:52Z,1300000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,131.0,,,,,,,,,,,,,1.0,1.0,0.0
134,PT02M28.00S,2022-11-10T01:30:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,93.77463863337714,46.81372549019608,1610612760,21,23,2022-11-10T01:30:58Z,1310000,False,-16.0,6.0,1,right,S. Gilgeous-Alexander running Layup (8 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,8.0,,,,,,,,,,,,,
135,PT02M09.00S,2022-11-10T01:31:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628960,3.235873850197109,79.65686274509804,1610612749,21,23,2022-11-10T01:31:19Z,1320000,False,-148.0,-22.0,1,left,MISS G. Allen 14' fadeaway Shot,[1628960],1610612749.0,MIL,fadeaway,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,14.99,Missed,,,,,,,,,,,,,,,,,,
136,PT02M07.00S,2022-11-10T01:31:15.2Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,21,23,2022-11-10T01:31:19Z,1330000,False,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Mid-Range,8-16 Left,,,,,135.0,,,,,,,,,,,,,1.0,1.0,0.0
137,PT02M00.00S,2022-11-10T01:31:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,86.02168199737189,39.950980392156865,1610612760,23,23,2022-11-10T01:31:26Z,1340000,False,-50.0,79.0,1,right,J. Williams 9' pullup Jump Shot (2 PTS) (D. Bazley 1 AST),"[1631114, 1629647]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,9.35,Made,,,,,2.0,,,,,,,,D. Bazley,1629647.0,1.0,,,
139,PT01M36.00S,2022-11-10T01:31:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.915243101182654,42.8921568627451,1610612749,23,25,2022-11-10T01:31:51Z,1360000,False,36.0,13.0,1,left,G. Allen Layup (8 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,8.0,,,,,,,,,,,,,
140,PT01M25.00S,2022-11-10T01:31:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,89.70105124835742,49.26470588235294,1610612760,25,25,2022-11-10T01:32:06Z,1370000,False,-4.0,44.0,1,right,T. Mann driving floating Jump Shot (2 PTS),[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,2.0,,,,,,,,,,,,,
162,PT00M55.90S,2022-11-10T01:32:47.3Z,1,REGULAR,foul,offensive,[],202083,,,1610612749,25,25,2022-11-10T01:38:03Z,1390000,False,,,0,,W. Matthews offensive FOUL (1 PF),"[202083, 1630544]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,,,,,,1627541.0,,,,,1.0,0.0,Mann,1630544.0,,,,,,
163,PT00M55.90S,2022-11-10T01:32:47.3Z,1,REGULAR,turnover,offensive foul,[],202083,,,1610612749,25,25,2022-11-10T01:32:47Z,1400000,False,,,0,,W. Matthews offensive foul TURNOVER (1 TO),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,,,,,,1627541.0,,1.0,,,,,,,,,,,,
145,PT00M55.90S,2022-11-10T01:34:50.9Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,25,25,2022-11-10T01:32:47Z,1420000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M55.90S,2022-11-10T01:34:50.9Z,1,REGULAR,substitution,out,[],1629670,,,1610612760,25,25,2022-11-10T01:32:47Z,1430000,False,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M55.90S,2022-11-10T01:34:50.9Z,1,REGULAR,substitution,out,[],201586,,,1610612760,25,25,2022-11-10T01:32:47Z,1440000,False,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M55.90S,2022-11-10T01:34:50.9Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,25,25,2022-11-10T01:32:47Z,1450000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M55.90S,2022-11-10T01:34:50.9Z,1,REGULAR,substitution,in,[],1630572,,,1610612760,25,25,2022-11-10T01:32:47Z,1460000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M55.90S,2022-11-10T01:34:50.9Z,1,REGULAR,substitution,in,[],201572,,,1610612760,25,25,2022-11-10T01:32:47Z,1470000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M37.50S,2022-11-10T01:35:35.1Z,1,REGULAR,foul,personal,['2freethrow'],202083,,,1610612760,25,25,2022-11-10T01:35:45Z,1480000,False,,,0,,W. Matthews shooting personal FOUL (2 PF) (Williams 2 FT),"[202083, 1631114]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2003.0,,,,,2.0,0.0,Williams,1631114.0,,,,,,
153,PT00M37.50S,2022-11-10T01:36:04.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,26,25,2022-11-10T01:32:47Z,1500000,False,,,0,,J. Williams Free Throw 1 of 2 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
154,PT00M37.50S,2022-11-10T01:36:20.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,27,25,2022-11-10T01:32:47Z,1510000,False,,,0,,J. Williams Free Throw 2 of 2 (4 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
155,PT00M25.60S,2022-11-10T01:36:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.389618922470433,52.69607843137255,1610612749,27,27,2022-11-10T01:46:12Z,1520000,False,-13.0,8.0,1,left,G. Allen driving Layup (10 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,10.0,,,,,,,,,,,,,
156,PT00M04.70S,2022-11-10T01:36:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.19776609724047,49.754901960784316,1610612760,27,27,2022-11-10T01:37:01Z,1530000,False,-1.0,21.0,1,right,MISS J. Williams Layup - blocked,"[1631114, 201572]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.08,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
157,PT00M04.70S,2022-11-10T01:36:56.9Z,1,REGULAR,block,,[],201572,,,1610612760,27,27,2022-11-10T01:36:59Z,1540000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M01.30S,2022-11-10T01:37:00.3Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612749,27,27,2022-11-10T01:37:01Z,1550000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,156.0,,,,,,,,,,,,,1.0,1.0,0.0
165,PT00M00.00S,2022-11-10T01:38:09.1Z,1,REGULAR,period,end,[],0,,,1610612749,27,27,2022-11-10T01:38:09Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-11-10T01:38:44.0Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,27,27,2022-11-10T01:39:30Z,1600000,False,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-10T01:38:44.0Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,27,27,2022-11-10T01:39:30Z,1610000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-11-10T01:38:44.0Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612749,27,27,2022-11-10T01:39:30Z,1620000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-10T01:38:44.0Z,2,REGULAR,substitution,in,['startperiod'],1630699,,,1610612749,27,27,2022-11-10T01:39:30Z,1630000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-11-10T01:39:38.7Z,2,REGULAR,period,start,[],0,,,1610612760,27,27,2022-11-10T01:39:38Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M44.00S,2022-11-10T01:39:56.5Z,2,REGULAR,foul,personal,[],1628975,,,1610612760,27,27,2022-11-10T01:40:06Z,1650000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1630598]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628487.0,,,,,1.0,0.0,Wiggins,1630598.0,,,,,,
173,PT11M34.00S,2022-11-10T01:40:20.9Z,2,REGULAR,3pt,Jump Shot,[],1630544,73.40670170827858,10.784313725490197,1610612760,30,27,2022-11-10T01:40:27Z,1670000,False,-196.0,197.0,1,right,T. Mann 27' 3PT pullup (5 PTS) (A. Wiggins 1 AST),"[1630544, 1630598]",1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,27.83,Made,,,,,5.0,,,,,,,,A. Wiggins,1630598.0,1.0,,,
175,PT11M19.00S,2022-11-10T01:40:35.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,8.09789750328515,37.745098039215684,1610612749,30,29,2022-11-10T01:40:41Z,1690000,False,61.0,24.0,1,left,B. Lopez 6' Hook (2 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,,,,2.0,,,,,,,,,,,,,
