actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
201,PT09M41.00S,2022-11-10T01:46:12.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203488,79.31997371879106,53.18627450980392,1610612760,36,33,2022-11-10T01:46:17Z,1950000,False,16.0,142.0,1,right,MISS M. Muscala 14' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,8-16 Center,14.28,Missed,,,,,,,,,,,,,,,,,,
202,PT09M38.00S,2022-11-10T01:46:15.4Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612749,36,33,2022-11-10T01:46:17Z,1960000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Center,,,,,201.0,,,,,,,,,,,,,2.0,2.0,0.0
203,PT09M27.00S,2022-11-10T01:46:26.7Z,2,REGULAR,3pt,Jump Shot,[],1628975,19.398817345597898,91.42156862745098,1610612749,36,33,2022-11-10T01:46:35Z,1970000,False,-207.0,130.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,24.44,Missed,,,,,,,,,,,,,,,,,,
204,PT09M23.00S,2022-11-10T01:46:30.7Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,36,33,2022-11-10T01:46:35Z,1980000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,203.0,,,,,,,,,,,,,1.0,1.0,0.0
205,PT09M10.00S,2022-11-10T01:46:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,86.94152431011827,47.30392156862745,1610612760,36,33,2022-11-10T01:46:46Z,1990000,False,-13.0,70.0,1,right,MISS A. Wiggins 7' pullup Shot - blocked,"[1630598, 201572]",1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
206,PT09M10.00S,2022-11-10T01:46:42.9Z,2,REGULAR,block,,[],201572,,,1610612760,36,33,2022-11-10T01:46:45Z,2000000,False,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M08.00S,2022-11-10T01:46:44.9Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,36,33,2022-11-10T01:46:46Z,2010000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,205.0,,,,,,,,,,,,,1.0,1.0,0.0
208,PT08M45.00S,2022-11-10T01:47:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630572,34.641918528252305,36.27450980392157,1610612749,36,33,2022-11-10T01:47:13Z,2020000,False,69.0,273.0,1,left,MISS S. Mamukelashvili 28' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,28.16,Missed,,,,,,,,,,,,,,,,,,
209,PT08M42.00S,2022-11-10T01:47:11.4Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,36,33,2022-11-10T01:47:13Z,2030000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,208.0,,,,,,,,,,,,,2.0,2.0,0.0
210,PT08M37.00S,2022-11-10T01:47:18.0Z,2,REGULAR,foul,personal,[],1630572,,,1610612760,36,33,2022-11-10T01:48:47Z,2040000,False,,,0,,S. Mamukelashvili personal FOUL (1 PF),"[1630572, 1630598]",1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,16-24 Center,,,,,,1627541.0,,,,,1.0,0.0,Wiggins,1630598.0,,,,,,
212,PT08M37.00S,2022-11-10T01:47:31.5Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,36,33,2022-11-10T01:47:45Z,2060000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M37.00S,2022-11-10T01:47:31.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612760,36,33,2022-11-10T01:47:45Z,2070000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M37.00S,2022-11-10T01:47:31.5Z,2,REGULAR,substitution,out,[],1630572,,,1610612760,36,33,2022-11-10T01:47:45Z,2080000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M37.00S,2022-11-10T01:47:31.5Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,36,33,2022-11-10T01:47:45Z,2090000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M37.00S,2022-11-10T01:47:31.5Z,2,REGULAR,substitution,in,[],1626171,,,1610612760,36,33,2022-11-10T01:47:45Z,2100000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M37.00S,2022-11-10T01:47:31.5Z,2,REGULAR,substitution,in,[],1629670,,,1610612760,36,33,2022-11-10T01:47:45Z,2110000,False,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M32.00S,2022-11-10T01:47:49.2Z,2,REGULAR,3pt,Jump Shot,[],203488,68.28186596583443,26.715686274509803,1610612760,36,33,2022-11-10T01:47:53Z,2120000,False,-116.0,246.0,1,right,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
219,PT08M29.00S,2022-11-10T01:47:52.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,36,33,2022-11-10T01:47:53Z,2130000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,218.0,,,,,,,,,,,,,4.0,4.0,0.0
220,PT08M22.00S,2022-11-10T01:47:59.1Z,2,REGULAR,3pt,Jump Shot,[],201572,29.122864651773984,16.42156862745098,1610612749,36,33,2022-11-10T01:48:06Z,2140000,False,168.0,221.0,1,left,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.78,Missed,,,,,,,,,,,,,,,,,,
221,PT08M18.00S,2022-11-10T01:48:03.1Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,36,33,2022-11-10T01:48:06Z,2150000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,220.0,,,,,,,,,,,,,2.0,2.0,0.0
222,PT08M10.00S,2022-11-10T01:48:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203488,89.43823915900131,36.51960784313725,1610612760,36,33,2022-11-10T01:48:14Z,2160000,False,-67.0,47.0,1,right,MISS M. Muscala 8' floating Shot - blocked,"[203488, 201572]",1610612760.0,OKC,floating,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Left,8.21,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
224,PT08M10.00S,2022-11-10T01:48:10.5Z,2,REGULAR,block,,[],201572,,,1610612760,36,33,2022-11-10T01:48:20Z,2165000,False,,,0,,B. Lopez BLOCK (4 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
223,PT08M07.00S,2022-11-10T01:48:13.5Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,36,33,2022-11-10T01:48:20Z,2170000,False,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Left,,,,,222.0,,,,,,,,,,,,,2.0,2.0,0.0
225,PT07M58.00S,2022-11-10T01:48:25.3Z,2,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612749,36,33,2022-11-10T01:48:36Z,2180000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Nwora 2 FT),"[1631114, 1629670]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1627541.0,,,,,1.0,0.0,Nwora,1629670.0,,,,,,
227,PT07M58.00S,2022-11-10T01:48:45.0Z,2,REGULAR,freethrow,1 of 2,[],1629670,,,1610612749,36,34,2022-11-10T01:48:45Z,2200000,False,,,0,,J. Nwora Free Throw 1 of 2 (4 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
228,PT07M58.00S,2022-11-10T01:48:45.8Z,2,REGULAR,substitution,out,[],1630198,,,1610612749,36,34,2022-11-10T01:48:50Z,2210000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M58.00S,2022-11-10T01:48:45.8Z,2,REGULAR,substitution,in,[],1630197,,,1610612749,36,34,2022-11-10T01:48:50Z,2220000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M58.00S,2022-11-10T01:49:03.3Z,2,REGULAR,freethrow,2 of 2,[],1629670,,,1610612749,36,35,2022-11-10T01:49:03Z,2230000,False,,,0,,J. Nwora Free Throw 2 of 2 (5 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
231,PT07M49.00S,2022-11-10T01:49:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,94.1688567674113,49.26470588235294,1610612760,38,35,2022-11-10T01:49:20Z,2240000,False,-4.0,2.0,1,right,J. Giddey driving Layup (2 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,2.0,,,,,,,,,,,,,
232,PT07M49.00S,2022-11-10T01:49:19.4Z,2,REGULAR,foul,personal,['1freethrow'],1630699,,,1610612760,38,35,2022-11-10T01:49:26Z,2250000,False,,,0,,M. Beauchamp shooting personal FOUL (2 PF) (Giddey 1 FT),"[1630699, 1630581]",1610612749.0,MIL,shooting,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,,,,2003.0,,,,,2.0,0.0,Giddey,1630581.0,,,,,,
234,PT07M49.00S,2022-11-10T01:49:45.4Z,2,REGULAR,freethrow,1 of 1,[],1630581,,,1610612760,38,35,2022-11-10T01:49:49Z,2270000,False,,,0,,MISS J. Giddey Free Throw 1 of 1,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
235,PT07M46.00S,2022-11-10T01:49:48.4Z,2,REGULAR,rebound,offensive,[],1630544,,,1610612760,38,35,2022-11-10T01:50:38Z,2280000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,234.0,,,,,,,,,,,,,1.0,0.0,1.0
236,PT07M35.00S,2022-11-10T01:49:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630544,92.59198423127464,50.98039215686274,1610612760,40,35,2022-11-10T01:50:02Z,2290000,False,5.0,17.0,1,right,T. Mann Layup (7 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,7.0,,,,,,,,,,,,,
237,PT07M27.00S,2022-11-10T01:50:10.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,40,35,2022-11-10T01:50:10Z,2300000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M13.00S,2022-11-10T01:53:25.2Z,2,REGULAR,3pt,Jump Shot,[],1629670,27.808804204993432,18.137254901960784,1610612749,40,35,2022-11-10T01:53:30Z,2310000,False,159.0,209.0,1,left,MISS J. Nwora 26' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
240,PT07M10.00S,2022-11-10T01:53:28.2Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,40,35,2022-11-10T01:53:30Z,2320000,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,239.0,,,,,,,,,,,,,3.0,2.0,1.0
241,PT07M08.00S,2022-11-10T01:53:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,4.944152431011826,48.28431372549019,1610612749,40,37,2022-11-10T01:53:33Z,2330000,False,9.0,-6.0,1,left,B. Lopez putback Layup (4 PTS),[201572],1610612749.0,MIL,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,4.0,,,,,,,,,,,,,
243,PT07M04.00S,2022-11-10T01:53:34.8Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612760,40,37,2022-11-10T02:09:53Z,2350000,False,,,0,,A. Pokusevski bad pass TURNOVER (2 TO),"[1630197, 1630699]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Beauchamp,1630699.0,,,,,,,,,,
244,PT07M04.00S,2022-11-10T01:53:34.8Z,2,REGULAR,steal,,[],1630699,,,1610612749,40,37,2022-11-10T01:53:38Z,2360000,False,,,0,,M. Beauchamp STEAL (2 STL),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT07M01.00S,2022-11-10T01:53:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626171,5.601182654402102,51.470588235294116,1610612749,40,37,2022-11-10T01:53:46Z,2370000,False,-7.0,0.0,1,left,MISS B. Portis Layup,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.74,Missed,,,,,,,,,,,,,,,,,,
246,PT07M01.00S,2022-11-10T01:53:39.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,40,37,2022-11-10T01:53:46Z,2380000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,245.0,,,,,,,,,,,,,,,
248,PT06M51.00S,2022-11-10T01:54:09.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630699,,,1610612760,40,37,2022-11-10T01:54:31Z,2400000,False,,,0,,M. Beauchamp personal FOUL (3 PF) (Pokusevski 2 FT),"[1630699, 1630197]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,,,1628487.0,,,,,3.0,0.0,Pokusevski,1630197.0,,,,,,
250,PT06M51.00S,2022-11-10T01:54:34.3Z,2,REGULAR,freethrow,1 of 2,[],1630197,,,1610612760,40,37,2022-11-10T01:54:34Z,2420000,False,,,0,,MISS A. Pokusevski Free Throw 1 of 2,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
251,PT06M51.00S,2022-11-10T01:54:34.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,40,37,2022-11-10T01:54:34Z,2430000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,
252,PT06M51.00S,2022-11-10T01:54:34.9Z,2,REGULAR,substitution,out,[],1630699,,,1610612760,40,37,2022-11-10T01:54:37Z,2440000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M51.00S,2022-11-10T01:54:34.9Z,2,REGULAR,substitution,in,[],201588,,,1610612760,40,37,2022-11-10T01:54:37Z,2450000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M51.00S,2022-11-10T01:54:51.5Z,2,REGULAR,freethrow,2 of 2,[],1630197,,,1610612760,41,37,2022-11-10T01:54:51Z,2460000,False,,,0,,A. Pokusevski Free Throw 2 of 2 (8 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
255,PT06M38.00S,2022-11-10T01:55:05.2Z,2,REGULAR,2pt,Jump Shot,[],201572,5.995400788436268,80.63725490196079,1610612749,41,37,2022-11-10T01:55:11Z,2470000,False,-153.0,4.0,1,left,MISS B. Lopez 15' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,15.32,Missed,,,,,,,,,,,,,,,,,,
256,PT06M34.00S,2022-11-10T01:55:09.2Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,41,37,2022-11-10T01:55:11Z,2480000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,,,255.0,,,,,,,,,,,,,2.0,1.0,1.0
257,PT06M28.00S,2022-11-10T01:55:14.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,92.85479632063075,49.50980392156863,1610612760,43,37,2022-11-10T02:08:42Z,2490000,False,-2.0,15.0,1,right,J. Williams cutting DUNK (9 PTS) (J. Giddey 2 AST),"[1631114, 1630581]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,9.0,,,,,,,,J. Giddey,1630581.0,2.0,,,
259,PT06M02.00S,2022-11-10T01:55:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.389618922470433,48.529411764705884,1610612749,43,37,2022-11-10T02:13:51Z,2510000,False,7.0,8.0,1,left,MISS B. Portis Layup,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.06,Missed,,,,,,,,,,,,,,,,,,
261,PT05M59.00S,2022-11-10T01:55:43.7Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,43,37,2022-11-10T01:55:47Z,2530000,False,,,0,,B. Lopez REBOUND (Off:2 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,259.0,,,,,,,,,,,,,4.0,2.0,2.0
262,PT05M58.00S,2022-11-10T01:55:45.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,5.469776609724048,49.01960784313725,1610612749,43,39,2022-11-10T01:55:51Z,2540000,False,5.0,-1.0,1,left,B. Lopez tip DUNK (6 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,6.0,,,,,,,,,,,,,
263,PT05M50.00S,2022-11-10T01:55:53.2Z,2,REGULAR,2pt,Jump Shot,[],203488,89.56964520367937,80.3921568627451,1610612760,43,39,2022-11-10T01:55:59Z,2550000,False,152.0,46.0,1,right,MISS M. Muscala 15' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,8-16 Right,15.87,Missed,,,,,,,,,,,,,,,,,,
264,PT05M46.00S,2022-11-10T01:55:57.2Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,43,39,2022-11-10T01:55:59Z,2560000,False,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,,,263.0,,,,,,,,,,,,,3.0,3.0,0.0
265,PT05M39.00S,2022-11-10T01:56:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628975,19.793035479632064,54.41176470588235,1610612749,43,41,2022-11-10T01:56:09Z,2570000,False,-22.0,134.0,1,left,J. Carter 13' driving floating Jump Shot (16 PTS),[1628975],1610612749.0,MIL,driving floating,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,13.54,Made,,,,,16.0,,,,,,,,,,,,,
266,PT05M22.00S,2022-11-10T01:56:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630544,92.59198423127464,95.83333333333334,1610612760,43,41,2022-11-10T01:56:27Z,2580000,False,229.0,17.0,1,right,MISS T. Mann step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
267,PT05M19.00S,2022-11-10T01:56:24.0Z,2,REGULAR,rebound,offensive,[],203488,,,1610612760,43,41,2022-11-10T01:56:27Z,2590000,False,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,,,,,266.0,,,,,,,,,,,,,1.0,0.0,1.0
268,PT05M16.00S,2022-11-10T01:56:27.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,72.22404730617609,17.647058823529413,1610612760,43,41,2022-11-10T01:56:31Z,2600000,False,-162.0,209.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
269,PT05M12.00S,2022-11-10T01:56:31.2Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,43,41,2022-11-10T01:56:31Z,2610000,False,,,0,,B. Lopez REBOUND (Off:2 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,268.0,,,,,,,,,,,,,5.0,3.0,2.0
270,PT05M06.00S,2022-11-10T01:56:37.5Z,2,REGULAR,2pt,Jump Shot,[],1628975,5.075558475689881,85.29411764705883,1610612749,43,43,2022-11-10T01:56:41Z,2620000,False,-176.0,-5.0,1,left,J. Carter 17' pullup Jump Shot (18 PTS),[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left,17.66,Made,,,,,18.0,,,,,,,,,,,,,
271,PT04M49.00S,2022-11-10T01:56:54.0Z,2,REGULAR,3pt,Jump Shot,[],203488,89.96386333771353,5.637254901960785,1610612760,46,43,2022-11-10T01:57:04Z,2630000,False,-222.0,42.0,1,right,M. Muscala 3PT  (3 PTS) (J. Giddey 3 AST),"[203488, 1630581]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Left Corner 3,24+ Left,22.57,Made,,,,,3.0,,,,,,,,J. Giddey,1630581.0,3.0,,,
273,PT04M34.00S,2022-11-10T01:57:14.3Z,2,REGULAR,foul,technical,['1freethrow'],203488,,,1610612749,46,43,2022-11-10T01:57:30Z,2650000,False,,,0,,M. Muscala defensive-3-second technical FOUL (1 Tech),[203488],1610612760.0,OKC,defensive-3-second,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,2003.0,,,,,0.0,1.0,,,,,,,,
274,PT04M34.00S,2022-11-10T01:57:32.2Z,2,REGULAR,freethrow,1 of 1,[],1628975,,,1610612749,46,44,2022-11-10T01:57:32Z,2660000,False,,,0,,J. Carter technical Free Throw 1 of 1 (19 PTS),[1628975],1610612749.0,MIL,technical,,,Carter,J. Carter,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
275,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,out,[],1631114,,,1610612749,46,44,2022-11-10T01:57:54Z,2670000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,out,[],1630197,,,1610612749,46,44,2022-11-10T01:57:54Z,2680000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,out,[],1630544,,,1610612749,46,44,2022-11-10T01:57:54Z,2690000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,out,[],201572,,,1610612749,46,44,2022-11-10T01:57:54Z,2700000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,in,[],1628983,,,1610612749,46,44,2022-11-10T01:57:54Z,2710000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,in,[],1629652,,,1610612749,46,44,2022-11-10T01:57:54Z,2720000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,in,[],1629026,,,1610612749,46,44,2022-11-10T01:57:54Z,2730000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M34.00S,2022-11-10T01:57:33.2Z,2,REGULAR,substitution,in,[],201586,,,1610612749,46,44,2022-11-10T01:57:54Z,2740000,False,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
