actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT03M56.00S,2023-04-02T23:23:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,90.75229960578186,49.50980392156863,1610612760,15,17,2023-04-02T23:23:30Z,820000,False,-2.0,34.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
84,PT03M53.00S,2023-04-02T23:23:28.6Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,15,17,2023-04-02T23:23:30Z,830000,False,,,0,,L. Dort REBOUND (Off:2 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,83.0,2.0,0.0,2.0,,,,,,,,,,,,,,
85,PT03M53.00S,2023-04-02T23:23:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,94.40999984741211,50.0,1610612760,15,17,2023-04-02T23:23:28Z,840000,False,0.0,0.0,1,right,MISS L. Dort tip Layup,[1629652],1610612760.0,OKC,tip,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
86,PT03M52.00S,2023-04-02T23:23:29.4Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,15,17,2023-04-02T23:23:29Z,850000,False,,,0,,L. Dort REBOUND (Off:3 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,85.0,3.0,0.0,3.0,,,,,,,,,,,,,,
87,PT03M50.00S,2023-04-02T23:23:31.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,81.68528252299606,94.6078431372549,1610612760,18,17,2023-04-02T23:23:36Z,860000,False,223.0,120.0,1,right,A. Wiggins 25' 3PT  (3 PTS) (L. Dort 1 AST),"[1630598, 1629652]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.31,Made,,,,,3.0,,,,L. Dort,1629652.0,1.0,,,,,,,
89,PT03M34.00S,2023-04-02T23:23:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,4.681340341655716,45.588235294117645,1610612756,18,17,2023-04-02T23:23:51Z,880000,False,22.0,-8.0,1,left,MISS T. Craig cutting Layup,[1628470],1610612756.0,PHX,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
90,PT03M32.00S,2023-04-02T23:23:49.1Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,18,17,2023-04-02T23:23:51Z,890000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT03M24.00S,2023-04-02T23:23:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,94.69448094612353,52.450980392156865,1610612760,18,17,2023-04-02T23:24:03Z,900000,False,12.0,-3.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
92,PT03M23.00S,2023-04-02T23:24:02.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,18,17,2023-04-02T23:24:02Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,91.0,,,,,,,,,,,,,,,,,
93,PT03M23.00S,2023-04-02T23:24:03.0Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,18,17,2023-04-02T23:24:09Z,920000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M23.00S,2023-04-02T23:24:03.0Z,1,REGULAR,substitution,out,[],1629006,,,1610612760,18,17,2023-04-02T23:24:09Z,930000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M23.00S,2023-04-02T23:24:03.0Z,1,REGULAR,substitution,in,[],203967,,,1610612760,18,17,2023-04-02T23:24:09Z,940000,False,,,0,,SUB in: D. Saric,[203967],1610612760.0,OKC,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M23.00S,2023-04-02T23:24:03.0Z,1,REGULAR,substitution,in,[],203933,,,1610612760,18,17,2023-04-02T23:24:09Z,950000,False,,,0,,SUB in: T. Warren,[203933],1610612756.0,PHX,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M23.00S,2023-04-02T23:24:14.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612760,18,17,2023-04-02T23:24:21Z,970000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M23.00S,2023-04-02T23:24:14.4Z,1,REGULAR,substitution,in,[],202687,,,1610612760,18,17,2023-04-02T23:24:21Z,980000,False,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M21.00S,2023-04-02T23:24:35.4Z,1,REGULAR,foul,personal,['2freethrow'],203933,,,1610612760,18,17,2023-04-02T23:24:43Z,990000,False,,,0,,T. Warren shooting personal FOUL (1 PF) (Saric 2 FT),"[203933, 203967]",1610612756.0,PHX,shooting,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Saric,203967.0
102,PT03M21.00S,2023-04-02T23:25:07.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203967,,,1610612760,19,17,2023-04-02T23:25:07Z,1010000,False,,,0,,D. Saric Free Throw 1 of 2 (1 PTS),[203967],1610612760.0,OKC,,,,Saric,D. Saric,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
103,PT03M21.00S,2023-04-02T23:25:24.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203967,,,1610612760,20,17,2023-04-02T23:25:24Z,1020000,False,,,0,,D. Saric Free Throw 2 of 2 (2 PTS),[203967],1610612760.0,OKC,,,,Saric,D. Saric,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
104,PT03M01.00S,2023-04-02T23:25:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628470,4.28712220762155,96.56862745098039,1610612756,20,17,2023-04-02T23:25:50Z,1030000,False,-233.0,-12.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
105,PT02M58.00S,2023-04-02T23:25:49.2Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,20,17,2023-04-02T23:25:50Z,1040000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT02M53.00S,2023-04-02T23:25:54.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630198,78.66294349540078,75.24509803921569,1610612760,20,17,2023-04-02T23:31:34Z,1050000,False,126.0,148.0,1,right,MISS I. Joe 19' running pullup Shot,[1630198],1610612760.0,OKC,running pullup,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,19.46,Missed,,,,,,,,,,,,,,,,,,
107,PT02M48.00S,2023-04-02T23:25:59.7Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,20,17,2023-04-02T23:26:01Z,1060000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT02M35.00S,2023-04-02T23:26:13.2Z,1,REGULAR,foul,offensive,[],1626164,,,1610612756,20,17,2023-04-02T23:32:35Z,1070000,False,,,0,,D. Booker offensive FOUL (2 PF),"[1626164, 1629652]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Dort,1629652.0
110,PT02M35.00S,2023-04-02T23:26:13.2Z,1,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,20,17,2023-04-02T23:26:13Z,1090000,False,,,0,,D. Booker offensive foul TURNOVER (1 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,2714.0,,,,
111,PT02M35.00S,2023-04-02T23:26:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,20,17,2023-04-02T23:26:38Z,1100000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M30.00S,2023-04-02T23:29:18.4Z,1,REGULAR,foul,offensive,[],1628983,,,1610612760,20,17,2023-04-02T23:33:34Z,1110000,False,,,0,,S. Gilgeous-Alexander offensive FOUL (1 PF),"[1628983, 1626164]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Booker,1626164.0
114,PT02M30.00S,2023-04-02T23:29:18.4Z,1,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,20,17,2023-04-02T23:29:18Z,1130000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,,,,,,1627529.0,,,,
115,PT02M11.00S,2023-04-02T23:29:46.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203933,10.200394218134035,64.2156862745098,1610612756,20,17,2023-04-02T23:33:55Z,1140000,False,-71.0,43.0,1,left,MISS T. Warren 8' driving floating Shot,[203933],1610612756.0,PHX,driving floating,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Left,8.33,Missed,,,,,,,,,,,,,,,,,,
116,PT02M07.00S,2023-04-02T23:29:50.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,20,17,2023-04-02T23:29:51Z,1150000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,115.0,2.0,2.0,0.0,,,,,,,,,,,,,,
117,PT01M59.00S,2023-04-02T23:30:02.2Z,1,REGULAR,foul,personal,[],203933,,,1610612760,20,17,2023-04-02T23:30:08Z,1160000,False,,,0,,T. Warren personal FOUL (2 PF),"[203933, 1629652]",1610612756.0,PHX,,,,Warren,T. Warren,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Dort,1629652.0
120,PT01M53.00S,2023-04-02T23:30:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612760,20,17,2023-04-02T23:30:55Z,1190000,False,,,0,,T. Craig personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628470, 1628983]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Gilgeous-Alexander,1628983.0
122,PT01M53.00S,2023-04-02T23:31:10.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,21,17,2023-04-02T23:31:10Z,1210000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
123,PT01M53.00S,2023-04-02T23:31:21.5Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,22,17,2023-04-02T23:31:21Z,1220000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
125,PT01M34.00S,2023-04-02T23:32:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,11.383048620236531,62.254901960784316,1610612756,22,17,2023-04-02T23:35:35Z,1240000,False,-61.0,55.0,1,left,MISS C. Payne 8' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Left,8.2,Missed,,,,,,,,,,,,,,,,,,
126,PT01M34.00S,2023-04-02T23:32:10.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,22,17,2023-04-02T23:32:23Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,125.0,,,,,,,,,,,,,,,,,
128,PT01M31.00S,2023-04-02T23:32:27.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203933,7.30946123521682,4.166666666666666,1610612756,22,20,2023-04-02T23:32:33Z,1270000,False,229.0,16.0,1,left,T. Warren 3PT  (3 PTS) (T. Craig 1 AST),"[203933, 1628470]",1610612756.0,PHX,,,,Warren,T. Warren,,,,,Right Corner 3,24+ Right,22.98,Made,,,,,3.0,,,,T. Craig,1628470.0,1.0,,,,,,,
129,PT01M08.00S,2023-04-02T23:32:48.9Z,1,REGULAR,3pt,Jump Shot,[],203967,83.65637319316689,4.166666666666666,1610612760,25,20,2023-04-02T23:32:54Z,1280000,False,-229.0,101.0,1,right,D. Saric 25' 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[203967, 1628983]",1610612760.0,OKC,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,25.05,Made,,,,,5.0,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,
131,PT00M51.90S,2023-04-02T23:33:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,16.770696452036795,38.72549019607843,1610612756,25,22,2023-04-02T23:33:11Z,1300000,False,56.0,105.0,1,left,D. Booker 11' driving floating Jump Shot (6 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,,,,,6.0,,,,C. Payne,1626166.0,2.0,,,,,,,
133,PT00M33.70S,2023-04-02T23:33:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,94.03745072273325,49.50980392156863,1610612760,27,22,2023-04-02T23:33:31Z,1320000,False,-2.0,4.0,1,right,S. Gilgeous-Alexander driving Layup (8 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,8.0,,,,,,,,,,,,,
134,PT00M28.50S,2023-04-02T23:33:35.3Z,1,REGULAR,3pt,Jump Shot,[],1626166,28.07161629434954,19.607843137254903,1610612756,27,25,2023-04-02T23:33:39Z,1330000,False,152.0,211.0,1,left,C. Payne 26' 3PT pullup (3 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.04,Made,,,,,3.0,,,,,,,,,,,,,
135,PT00M20.70S,2023-04-02T23:33:48.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,93.77463863337714,84.06862745098039,1610612760,27,25,2023-04-02T23:33:57Z,1340000,False,170.0,6.0,1,right,MISS S. Gilgeous-Alexander 17' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,17.04,Missed,,,,,,,,,,,,,,,,,,
136,PT00M17.00S,2023-04-02T23:33:51.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,27,25,2023-04-02T23:33:57Z,1350000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT00M03.80S,2023-04-02T23:34:05.1Z,1,REGULAR,2pt,Jump Shot,[],1626166,23.209592641261498,21.568627450980394,1610612756,27,27,2023-04-02T23:37:40Z,1360000,False,142.0,166.0,1,left,C. Payne 21' turnaround Jump Shot (5 PTS) (D. Booker 1 AST),"[1626166, 1626164]",1610612756.0,PHX,turnaround,,,Payne,C. Payne,,,,,Mid-Range,16-24 Right Center,21.84,Made,,,,,5.0,,,,D. Booker,1626164.0,1.0,,,,,,,
139,PT00M01.00S,2023-04-02T23:34:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.06636005256242,49.754901960784316,1610612760,27,27,2023-04-02T23:35:25Z,1380000,False,-1.0,22.0,1,right,MISS S. Gilgeous-Alexander driving finger roll Layup - blocked,"[1628983, 202687]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,Biyombo,202687.0,,,,,
140,PT00M01.00S,2023-04-02T23:34:16.2Z,1,REGULAR,block,,[],202687,,,1610612760,27,27,2023-04-02T23:34:22Z,1390000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT00M00.30S,2023-04-02T23:34:16.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,27,27,2023-04-02T23:35:25Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,139.0,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2023-04-02T23:35:27.7Z,1,REGULAR,period,end,[],0,,,1610612760,27,27,2023-04-02T23:35:27Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,27,27,2023-04-02T23:37:02Z,1430000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,out,['startperiod'],1629652,,,1610612760,27,27,2023-04-02T23:37:02Z,1440000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612760,27,27,2023-04-02T23:37:02Z,1450000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612760,27,27,2023-04-02T23:37:02Z,1460000,False,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,out,['startperiod'],203933,,,1610612760,27,27,2023-04-02T23:37:02Z,1470000,False,,,0,,SUB out: T. Warren,[203933],1610612756.0,PHX,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612760,27,27,2023-04-02T23:37:02Z,1480000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,27,27,2023-04-02T23:37:02Z,1490000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,in,['startperiod'],201142,,,1610612760,27,27,2023-04-02T23:37:02Z,1500000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612760,27,27,2023-04-02T23:37:02Z,1510000,False,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-04-02T23:35:36.6Z,2,REGULAR,substitution,in,['startperiod'],203082,,,1610612760,27,27,2023-04-02T23:37:02Z,1520000,False,,,0,,SUB in: T. Ross,[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-04-02T23:37:04.6Z,2,REGULAR,period,start,[],0,,,1610612760,27,27,2023-04-02T23:37:04Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2023-04-02T23:37:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630198,69.85873850197109,71.81372549019608,1610612760,27,27,2023-04-02T23:37:24Z,1540000,False,109.0,231.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
157,PT11M43.00S,2023-04-02T23:37:21.0Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,27,27,2023-04-02T23:37:24Z,1550000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
158,PT11M25.00S,2023-04-02T23:37:38.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,13.61695137976347,39.705882352941174,1610612756,27,29,2023-04-02T23:37:43Z,1560000,False,51.0,75.0,1,left,T. Craig 9' step back Jump Shot (5 PTS) (T. Ross 1 AST),"[1628470, 203082]",1610612756.0,PHX,step back,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Right,9.14,Made,,,,,5.0,,,,T. Ross,203082.0,1.0,,,,,,,
159,PT11M05.00S,2023-04-02T23:37:58.8Z,2,REGULAR,turnover,bad pass,[],1630198,,,1610612760,27,29,2023-04-02T23:38:04Z,1570000,False,,,0,,I. Joe bad pass TURNOVER (1 TO),"[1630198, 1628470]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Craig,1628470.0,,,,,,,,,,
160,PT11M05.00S,2023-04-02T23:37:58.8Z,2,REGULAR,steal,,[],1628470,,,1610612756,27,29,2023-04-02T23:42:47Z,1580000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT10M49.00S,2023-04-02T23:38:16.8Z,2,REGULAR,foul,offensive,[],201142,,,1610612756,27,29,2023-04-02T23:38:25Z,1590000,False,,,0,,K. Durant charge offensive FOUL (1 PF),"[201142, 1630198]",1610612756.0,PHX,charge,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Joe,1630198.0
163,PT10M49.00S,2023-04-02T23:38:16.8Z,2,REGULAR,turnover,offensive foul,[],201142,,,1610612756,27,29,2023-04-02T23:38:16Z,1610000,False,,,0,,K. Durant offensive foul TURNOVER (1 TO),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,204058.0,,,,
164,PT10M41.00S,2023-04-02T23:38:43.3Z,2,REGULAR,foul,personal,['3freethrow'],1628470,,,1610612760,27,29,2023-04-02T23:38:57Z,1620000,False,,,0,,T. Craig shooting personal FOUL (2 PF) (Joe 3 FT),"[1628470, 1630198]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Joe,1630198.0
166,PT10M41.00S,2023-04-02T23:39:08.1Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1630198,,,1610612760,27,29,2023-04-02T23:39:08Z,1640000,False,,,0,,MISS I. Joe Free Throw 1 of 3,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT10M41.00S,2023-04-02T23:39:08.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,27,29,2023-04-02T23:39:08Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT10M41.00S,2023-04-02T23:39:23.8Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1630198,,,1610612760,28,29,2023-04-02T23:39:23Z,1660000,False,,,0,,I. Joe Free Throw 2 of 3 (1 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
169,PT10M41.00S,2023-04-02T23:39:39.7Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1630198,,,1610612760,29,29,2023-04-02T23:39:39Z,1670000,False,,,0,,I. Joe Free Throw 3 of 3 (2 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
171,PT10M22.00S,2023-04-02T23:40:17.4Z,2,REGULAR,2pt,Jump Shot,[],201142,12.565703022339028,30.392156862745097,1610612756,29,31,2023-04-02T23:40:23Z,1690000,False,98.0,66.0,1,left,K. Durant 11' fadeaway Jump Shot (6 PTS) (C. Paul 1 AST),"[201142, 101108]",1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,11.79,Made,,,,,6.0,,,,C. Paul,101108.0,1.0,,,,,,,
