actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT03M20.00S,2022-10-24T00:28:08.5Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,13,22,2022-10-24T00:28:23Z,870000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M08.00S,2022-10-24T00:29:02.1Z,1,REGULAR,2pt,Jump Shot,[],1626157,82.60512483574244,11.27450980392157,1610612750,13,22,2022-10-24T00:29:06Z,880000,-194.0,111.0,1,right,MISS K. Towns 22' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left,22.32,Missed,,,,,,,,,,,,,,,,,,
90,PT03M05.00S,2022-10-24T00:29:05.1Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,13,22,2022-10-24T00:29:06Z,890000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,
91,PT02M59.00S,2022-10-24T00:29:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,10.85742444152431,37.254901960784316,1610612760,13,22,2022-10-24T00:29:20Z,900000,64.0,50.0,1,left,MISS J. Giddey 8' driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,8.07,Missed,,,,,,,,,,,,,,,,,,
92,PT02M57.00S,2022-10-24T00:29:13.0Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,13,22,2022-10-24T00:29:20Z,910000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT02M52.00S,2022-10-24T00:29:18.0Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1629669,93.11760840998686,55.63725490196079,1610612750,13,24,2022-10-24T00:38:37Z,920000,28.0,12.0,1,right,J. Nowell Hook (2 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,3.07,Made,2.0,,,,,,,,,,,,,,,,,
94,PT02M36.00S,2022-10-24T00:29:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,30.699737187910642,31.372549019607842,1610612760,13,24,2022-10-24T00:29:39Z,930000,93.0,236.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
95,PT02M34.00S,2022-10-24T00:29:35.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,13,24,2022-10-24T00:29:39Z,940000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,
96,PT02M20.00S,2022-10-24T00:29:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.51182654402102,41.911764705882355,1610612750,13,26,2022-10-24T00:29:54Z,950000,-40.0,8.0,1,right,A. Edwards Layup (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.13,Made,10.0,,,,,,,,,,,,,,,,,
97,PT02M13.00S,2022-10-24T00:29:57.1Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612760,13,26,2022-10-24T00:30:01Z,960000,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 1626157]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Towns,1626157.0,,,,,
98,PT02M13.00S,2022-10-24T00:29:57.1Z,1,REGULAR,steal,,[],1626157,,,1610612750,13,26,2022-10-24T00:59:56Z,970000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
99,PT02M09.00S,2022-10-24T00:30:00.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627752,85.89027595269383,95.09803921568627,1610612750,13,26,2022-10-24T00:30:09Z,980000,225.0,80.0,1,right,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.93,Missed,,,,,,,,,,,,,,,,,,
100,PT02M06.00S,2022-10-24T00:30:05.0Z,1,REGULAR,rebound,offensive,[],1627752,,,1610612750,13,26,2022-10-24T00:30:05Z,990000,,,0,,T. Prince REBOUND (Off:1 Def:0),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,99.0,1.0,0.0,1.0,,,,,,,,,,
101,PT01M58.00S,2022-10-24T00:30:12.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630162,92.32917214191852,87.74509803921569,1610612750,13,28,2022-10-24T00:30:23Z,1000000,189.0,20.0,1,right,A. Edwards 18' pullup Jump Shot (12 PTS) (T. Prince 1 AST),"[1630162, 1627752]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,18.97,Made,12.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
103,PT01M35.00S,2022-10-24T00:30:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630197,31.488173455978973,60.5392156862745,1610612760,13,28,2022-10-24T00:30:40Z,1020000,-53.0,243.0,1,left,MISS A. Pokusevski 24' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
104,PT01M32.00S,2022-10-24T00:30:37.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,13,28,2022-10-24T00:30:40Z,1030000,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,103.0,4.0,4.0,0.0,,,,,,,,,,
105,PT01M24.00S,2022-10-24T00:30:46.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,72.88107752956637,14.215686274509803,1610612750,13,31,2022-10-24T00:30:52Z,1040000,-179.0,202.0,1,right,T. Prince 27' 3PT  (3 PTS) (J. Nowell 1 AST),"[1627752, 1629669]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,27.01,Made,3.0,J. Nowell,1629669.0,1.0,,,,,,,,,,,,,,
107,PT01M22.00S,2022-10-24T00:30:51.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612760,13,31,2022-10-24T00:30:51Z,1060000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,13,31,2022-10-24T00:32:18Z,1070000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,13,31,2022-10-24T00:32:18Z,1080000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,13,31,2022-10-24T00:32:18Z,1090000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,13,31,2022-10-24T00:32:18Z,1100000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612760,13,31,2022-10-24T00:32:18Z,1110000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,13,31,2022-10-24T00:32:18Z,1120000,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,in,[],1630544,,,1610612760,13,31,2022-10-24T00:32:18Z,1130000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,in,[],1630647,,,1610612760,13,31,2022-10-24T00:32:18Z,1140000,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,in,[],1631172,,,1610612760,13,31,2022-10-24T00:32:18Z,1150000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M22.00S,2022-10-24T00:32:05.6Z,1,REGULAR,substitution,in,[],203497,,,1610612760,13,31,2022-10-24T00:32:18Z,1160000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M11.00S,2022-10-24T00:32:39.6Z,1,REGULAR,foul,technical,['1freethrow'],203497,,,1610612760,13,31,2022-10-24T00:32:51Z,1170000,,,0,,R. Gobert defensive-3-second technical FOUL (1 Tech),[203497],1610612750.0,MIN,defensive-3-second,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,1.0,,
119,PT01M11.00S,2022-10-24T00:32:57.3Z,1,REGULAR,freethrow,1 of 1,[],1630544,,,1610612760,13,31,2022-10-24T00:33:02Z,1180000,,,0,,MISS T. Mann technical Free Throw 1 of 1,[1630544],1610612760.0,OKC,technical,,,Mann,T. Mann,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT01M11.00S,2022-10-24T00:32:57.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,13,31,2022-10-24T00:33:02Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,
121,PT01M02.00S,2022-10-24T00:33:18.7Z,1,REGULAR,foul,personal,[],1627752,,,1610612760,13,31,2022-10-24T00:33:26Z,1200000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1631172]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Dieng,1631172.0
123,PT00M54.30S,2022-10-24T00:33:46.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612760,13,31,2022-10-24T00:33:53Z,1220000,,,0,,R. Gobert shooting personal FOUL (2 PF) (Wiggins 2 FT),"[203497, 1630598]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202053.0,2.0,1.0,Wiggins,1630598.0
125,PT00M54.30S,2022-10-24T00:34:11.4Z,1,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,14,31,2022-10-24T00:34:28Z,1240000,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
126,PT00M54.30S,2022-10-24T00:34:11.4Z,1,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,14,31,2022-10-24T00:34:28Z,1250000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
127,PT00M52.00S,2022-10-24T00:34:13.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,14,31,2022-10-24T00:34:28Z,1260000,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,126.0,6.0,6.0,0.0,,,,,,,,,,
128,PT00M36.30S,2022-10-24T00:34:41.9Z,1,REGULAR,3pt,Jump Shot,[],1629669,70.38436268068331,19.852941176470587,1610612750,14,31,2022-10-24T00:34:47Z,1270000,-151.0,226.0,1,right,MISS J. Nowell 27' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
129,PT00M32.50S,2022-10-24T00:34:45.7Z,1,REGULAR,rebound,offensive,[],1629162,,,1610612750,14,31,2022-10-24T00:34:47Z,1280000,,,0,,J. McLaughlin REBOUND (Off:1 Def:0),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,
130,PT00M28.00S,2022-10-24T00:34:52.6Z,1,REGULAR,foul,offensive,['inpenalty'],1630162,,,1610612750,14,31,2022-10-24T00:35:00Z,1290000,,,0,,A. Edwards charge offensive FOUL (1 PF),"[1630162, 1631119]",1610612750.0,MIN,charge,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Williams,1631119.0
132,PT00M28.00S,2022-10-24T00:34:52.6Z,1,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,14,31,2022-10-24T00:34:52Z,1310000,,,0,,A. Edwards offensive foul TURNOVER (2 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,202053.0,,,,
133,PT00M28.00S,2022-10-24T00:35:02.2Z,1,REGULAR,substitution,out,[],1630647,,,1610612760,14,31,2022-10-24T00:35:07Z,1320000,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M28.00S,2022-10-24T00:35:02.2Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,14,31,2022-10-24T00:35:07Z,1330000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M19.50S,2022-10-24T00:35:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630544,5.075558475689881,46.568627450980394,1610612760,16,31,2022-10-24T00:35:28Z,1340000,17.0,-5.0,1,left,T. Mann driving Layup (2 PTS),[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,,,,,,,,,,,
136,PT00M04.00S,2022-10-24T00:35:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,93.11760840998686,55.14705882352941,1610612750,16,31,2022-10-24T00:35:46Z,1350000,26.0,12.0,1,right,MISS J. McLaughlin driving Layup - blocked,"[1629162, 1631172]",1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,Dieng,1631172.0,,,,,,,,
137,PT00M04.00S,2022-10-24T00:35:41.0Z,1,REGULAR,block,,[],1631172,,,1610612750,16,31,2022-10-24T00:35:44Z,1360000,,,0,,O. Dieng BLOCK (1 BLK),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT00M00.60S,2022-10-24T00:35:44.4Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,16,31,2022-10-24T00:35:46Z,1370000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,
139,PT00M00.60S,2022-10-24T00:35:46.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630598,5.075558475689881,50.245098039215684,1610612760,18,31,2022-10-24T00:35:53Z,1380000,-1.0,-5.0,1,left,A. Wiggins running DUNK (3 PTS) (T. Mann 1 AST),"[1630598, 1630544]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.49,Made,3.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,
141,PT00M00.20S,2022-10-24T00:35:50.6Z,1,REGULAR,3pt,Jump Shot,[],203497,46.99408672798949,37.254901960784316,1610612750,18,31,2022-10-24T00:35:59Z,1400000,-64.0,446.0,1,right,MISS R. Gobert 45' 3PT,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,45.03,Missed,,,,,,,,,,,,,,,,,,
142,PT00M00.10S,2022-10-24T00:35:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,18,31,2022-10-24T00:35:59Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,141.0,,,,,,,,,,,,,
143,PT00M00.00S,2022-10-24T00:36:13.5Z,1,REGULAR,period,end,[],0,,,1610612750,18,31,2022-10-24T00:36:13Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-10-24T00:36:16.6Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,18,31,2022-10-24T00:38:21Z,1430000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-10-24T00:36:16.6Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,18,31,2022-10-24T00:38:21Z,1440000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-10-24T00:38:28.7Z,2,REGULAR,period,start,[],0,,,1610612760,18,31,2022-10-24T00:38:28Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M42.00S,2022-10-24T00:39:00.4Z,2,REGULAR,3pt,Jump Shot,[],1630544,32.40801576872536,22.794117647058822,1610612760,18,31,2022-10-24T00:39:07Z,1470000,136.0,252.0,1,left,MISS T. Mann 28' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,28.64,Missed,,,,,,,,,,,,,,,,,,
149,PT11M38.00S,2022-10-24T00:39:04.4Z,2,REGULAR,rebound,offensive,[],1631119,,,1610612760,18,31,2022-10-24T00:39:07Z,1480000,,,0,,J. Williams REBOUND (Off:1 Def:0),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,148.0,1.0,0.0,1.0,,,,,,,,,,
150,PT11M36.00S,2022-10-24T00:39:06.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631172,32.670827858081466,58.82352941176471,1610612760,21,31,2022-10-24T00:39:11Z,1490000,-44.0,255.0,1,left,O. Dieng 25' 3PT  (3 PTS) (J. Williams 1 AST),"[1631172, 1631119]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,25.84,Made,3.0,J. Williams,1631119.0,1.0,,,,,,,,,,,,,,
152,PT11M16.00S,2022-10-24T00:39:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,80.23981603153744,64.2156862745098,1610612750,21,33,2022-10-24T00:39:35Z,1510000,71.0,133.0,1,right,J. Nowell 15' running Jump Shot (4 PTS) (R. Gobert 1 AST),"[1629669, 203497]",1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,15.1,Made,4.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
154,PT10M52.00S,2022-10-24T00:39:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631119,19.267411300919843,40.44117647058824,1610612760,21,33,2022-10-24T00:41:12Z,1530000,48.0,129.0,1,left,MISS J. Williams 13' floating Shot,[1631119],1610612760.0,OKC,floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.72,Missed,,,,,,,,,,,,,,,,,,
155,PT10M50.00S,2022-10-24T00:39:51.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,21,33,2022-10-24T00:39:54Z,1540000,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,154.0,7.0,7.0,0.0,,,,,,,,,,
156,PT10M44.00S,2022-10-24T00:40:00.6Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612750,21,33,2022-10-24T00:40:16Z,1550000,,,0,,J. Williams shooting personal FOUL (1 PF) (Nowell 2 FT),"[1631119, 1629669]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Nowell,1629669.0
158,PT10M44.00S,2022-10-24T00:40:25.8Z,2,REGULAR,freethrow,1 of 2,[],1629669,,,1610612750,21,33,2022-10-24T00:40:25Z,1570000,,,0,,MISS J. Nowell Free Throw 1 of 2,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
159,PT10M44.00S,2022-10-24T00:40:25.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,21,33,2022-10-24T00:40:25Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,
160,PT10M44.00S,2022-10-24T00:40:41.8Z,2,REGULAR,freethrow,2 of 2,[],1629669,,,1610612750,21,34,2022-10-24T00:40:41Z,1590000,,,0,,J. Nowell Free Throw 2 of 2 (5 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
161,PT10M32.00S,2022-10-24T00:40:54.4Z,2,REGULAR,3pt,Jump Shot,[],1630544,27.020367936925098,17.401960784313726,1610612760,21,34,2022-10-24T00:41:02Z,1600000,163.0,201.0,1,left,MISS T. Mann 25' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
162,PT10M27.00S,2022-10-24T00:40:59.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,21,34,2022-10-24T00:41:02Z,1610000,,,0,,R. Gobert REBOUND (Off:0 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,161.0,8.0,8.0,0.0,,,,,,,,,,
163,PT10M21.00S,2022-10-24T00:41:07.7Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612750,21,34,2022-10-24T00:41:28Z,1620000,,,0,,J. Williams shooting personal FOUL (2 PF) (Gobert 2 FT),"[1631119, 203497]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Gobert,203497.0
165,PT10M21.00S,2022-10-24T00:41:36.6Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,21,35,2022-10-24T00:42:11Z,1640000,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
166,PT10M21.00S,2022-10-24T00:41:37.3Z,2,REGULAR,substitution,out,[],1631119,,,1610612750,21,35,2022-10-24T00:41:48Z,1650000,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M21.00S,2022-10-24T00:41:37.3Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,21,35,2022-10-24T00:41:48Z,1660000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M21.00S,2022-10-24T00:41:37.3Z,2,REGULAR,substitution,in,[],203488,,,1610612750,21,35,2022-10-24T00:41:48Z,1670000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M21.00S,2022-10-24T00:41:37.3Z,2,REGULAR,substitution,in,[],1627854,,,1610612750,21,35,2022-10-24T00:41:48Z,1680000,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M21.00S,2022-10-24T00:41:36.6Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,21,35,2022-10-24T00:42:11Z,1690000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
171,PT10M20.00S,2022-10-24T00:41:37.6Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,21,35,2022-10-24T00:42:11Z,1700000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,
172,PT10M05.00S,2022-10-24T00:42:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630598,9.674770039421814,4.166666666666666,1610612760,21,35,2022-10-24T00:42:29Z,1710000,229.0,38.0,1,left,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
