actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
343,PT10M48.00S,2022-10-24T01:24:09.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,48,55,2022-10-24T01:24:09Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,
344,PT10M48.00S,2022-10-24T01:24:27.6Z,3,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,48,56,2022-10-24T01:24:27Z,3410000,,,0,,J. McDaniels Free Throw 2 of 2 (9 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
345,PT10M36.00S,2022-10-24T01:24:40.6Z,3,REGULAR,2pt,Jump Shot,[],1629026,72.88107752956637,51.71568627450981,1610612760,50,56,2022-10-24T01:24:48Z,3420000,9.0,202.0,1,right,K. Williams 20' pullup Jump Shot (4 PTS),[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,16-24 Center,20.26,Made,4.0,,,,,,,,,,,,,,,,,
346,PT10M20.00S,2022-10-24T01:24:55.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,27.94021024967148,77.94117647058823,1610612750,50,56,2022-10-24T01:25:03Z,3430000,-140.0,210.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
347,PT10M17.00S,2022-10-24T01:24:58.6Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,50,56,2022-10-24T01:25:03Z,3440000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,346.0,1.0,1.0,0.0,,,,,,,,,,
348,PT10M07.00S,2022-10-24T01:25:08.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629026,91.67214191852825,50.245098039215684,1610612760,50,56,2022-10-24T01:25:15Z,3450000,1.0,26.0,1,right,MISS K. Williams cutting DUNK,[1629026],1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
349,PT10M06.00S,2022-10-24T01:25:09.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,50,56,2022-10-24T01:25:15Z,3460000,,,0,,R. Gobert REBOUND (Off:1 Def:11),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,348.0,12.0,11.0,1.0,,,,,,,,,,
350,PT09M59.00S,2022-10-24T01:25:16.7Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,50,56,2022-10-24T01:25:21Z,3470000,,,0,,A. Edwards bad pass TURNOVER (5 TO),"[1630162, 1630526]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,5.0,Robinson-Earl,1630526.0,,,,,
351,PT09M59.00S,2022-10-24T01:25:16.7Z,3,REGULAR,steal,,[],1630526,,,1610612760,50,56,2022-10-24T01:25:18Z,3480000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
352,PT09M56.00S,2022-10-24T01:25:20.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629652,92.19776609724047,49.01960784313725,1610612760,52,56,2022-10-24T01:28:25Z,3490000,-5.0,21.0,1,right,L. Dort running Layup (12 PTS),[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.14,Made,12.0,,,,,,,,,,,,,,,,,
353,PT09M43.00S,2022-10-24T01:25:33.0Z,3,REGULAR,2pt,Jump Shot,[],1626156,20.45006570302234,55.63725490196079,1610612750,52,58,2022-10-24T01:25:40Z,3500000,-28.0,140.0,1,left,D. Russell 14' pullup Jump Shot (6 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,14.25,Made,6.0,,,,,,,,,,,,,,,,,
354,PT09M24.00S,2022-10-24T01:25:51.8Z,3,REGULAR,turnover,lost ball,[],1629026,,,1610612760,52,58,2022-10-24T01:25:56Z,3510000,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 1626156]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,,
355,PT09M24.00S,2022-10-24T01:25:51.8Z,3,REGULAR,steal,,[],1626156,,,1610612750,52,58,2022-10-24T01:25:54Z,3520000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT09M21.00S,2022-10-24T01:25:55.2Z,3,REGULAR,turnover,lost ball,[],1626156,,,1610612750,52,58,2022-10-24T01:25:59Z,3530000,,,0,,D. Russell lost ball TURNOVER (2 TO),"[1626156, 1629652]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Dort,1629652.0,,,,,
357,PT09M21.00S,2022-10-24T01:25:55.2Z,3,REGULAR,steal,,[],1629652,,,1610612760,52,58,2022-10-24T01:25:57Z,3540000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
358,PT09M17.00S,2022-10-24T01:25:59.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,76.2976346911958,13.23529411764706,1610612760,52,58,2022-10-24T01:26:02Z,3550000,-184.0,170.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
359,PT09M16.00S,2022-10-24T01:26:00.7Z,3,REGULAR,rebound,offensive,[],1630544,,,1610612760,52,58,2022-10-24T01:26:00Z,3560000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,358.0,1.0,0.0,1.0,,,,,,,,,,
361,PT09M05.00S,2022-10-24T01:26:26.4Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630526,89.04402102496715,14.460784313725492,1610612760,54,58,2022-10-24T01:26:32Z,3580000,-178.0,50.0,1,right,J. Robinson-Earl 18' Jump Shot (9 PTS) (J. Giddey 5 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left,18.47,Made,9.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,,,,
363,PT09M05.00S,2022-10-24T01:26:31.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,54,58,2022-10-24T01:26:31Z,3600000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M47.00S,2022-10-24T01:29:36.9Z,3,REGULAR,3pt,Jump Shot,[],1630183,6.521024967148489,95.58823529411765,1610612750,54,58,2022-10-24T01:29:48Z,3610000,-228.0,9.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
365,PT08M44.00S,2022-10-24T01:29:39.9Z,3,REGULAR,rebound,offensive,[],1630162,,,1610612750,54,58,2022-10-24T01:29:48Z,3620000,,,0,,A. Edwards REBOUND (Off:2 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,364.0,8.0,6.0,2.0,,,,,,,,,,
366,PT08M42.00S,2022-10-24T01:29:42.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,32.670827858081466,49.01960784313725,1610612750,54,58,2022-10-24T01:29:54Z,3630000,5.0,255.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
367,PT08M35.00S,2022-10-24T01:29:49.3Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,54,58,2022-10-24T01:29:54Z,3640000,,,0,,R. Gobert REBOUND (Off:2 Def:11),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,366.0,13.0,11.0,2.0,,,,,,,,,,
368,PT08M35.00S,2022-10-24T01:29:47.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,54,60,2022-10-24T01:29:59Z,3650000,0.0,0.0,1,left,R. Gobert tip Layup (9 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
369,PT08M21.00S,2022-10-24T01:30:01.6Z,3,REGULAR,2pt,Jump Shot,[],1629026,87.07293035479631,22.54901960784314,1610612760,54,60,2022-10-24T01:30:08Z,3660000,-137.0,69.0,1,right,MISS K. Williams 15' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,15.37,Missed,,,,,,,,,,,,,,,,,,
370,PT08M18.00S,2022-10-24T01:30:04.6Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,54,60,2022-10-24T01:30:08Z,3670000,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,369.0,6.0,5.0,1.0,,,,,,,,,,
371,PT08M13.00S,2022-10-24T01:30:11.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203497,5.338370565045992,56.61764705882353,1610612750,54,62,2022-10-24T01:30:21Z,3680000,-33.0,-2.0,1,left,R. Gobert turnaround Jump Shot (11 PTS) (D. Russell 6 AST),"[203497, 1626156]",1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.32,Made,11.0,D. Russell,1626156.0,6.0,,,,,,,,,,,,,,
373,PT07M57.00S,2022-10-24T01:30:25.9Z,3,REGULAR,3pt,Jump Shot,[],1629652,67.23061760840999,32.1078431372549,1610612760,54,62,2022-10-24T01:30:33Z,3700000,-89.0,256.0,1,right,MISS L. Dort 27' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
374,PT07M54.00S,2022-10-24T01:30:28.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,54,62,2022-10-24T01:30:33Z,3710000,,,0,,R. Gobert REBOUND (Off:2 Def:12),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,373.0,14.0,12.0,2.0,,,,,,,,,,
375,PT07M41.00S,2022-10-24T01:30:42.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,13.61695137976347,60.78431372549019,1610612750,54,62,2022-10-24T01:30:50Z,3720000,-54.0,75.0,1,left,MISS J. McDaniels 9' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,9.28,Missed,,,,,,,,,,,,,,,,,,
376,PT07M39.00S,2022-10-24T01:30:44.0Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,54,62,2022-10-24T01:30:50Z,3730000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,375.0,2.0,2.0,0.0,,,,,,,,,,
377,PT07M31.00S,2022-10-24T01:30:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.9060446780552,53.92156862745098,1610612760,56,62,2022-10-24T01:30:56Z,3740000,20.0,5.0,1,right,K. Williams Layup (6 PTS) (L. Dort 1 AST),"[1629026, 1629652]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,2.02,Made,6.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
379,PT07M14.00S,2022-10-24T01:31:09.0Z,3,REGULAR,3pt,Jump Shot,[],1630162,19.136005256241788,94.6078431372549,1610612750,56,65,2022-10-24T01:31:18Z,3760000,-223.0,127.0,1,left,A. Edwards 25' 3PT step back (21 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.68,Made,21.0,,,,,,,,,,,,,,,,,
380,PT06M53.00S,2022-10-24T01:31:29.9Z,3,REGULAR,3pt,Jump Shot,[],1630581,73.27529566360053,10.784313725490197,1610612760,56,65,2022-10-24T01:31:35Z,3770000,-196.0,199.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,27.92,Missed,,,,,,,,,,,,,,,,,,
381,PT06M50.00S,2022-10-24T01:31:32.9Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612750,56,65,2022-10-24T01:31:35Z,3780000,,,0,,D. Russell REBOUND (Off:1 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,380.0,3.0,2.0,1.0,,,,,,,,,,
382,PT06M46.00S,2022-10-24T01:31:40.4Z,3,REGULAR,foul,personal,[],1630581,,,1610612750,56,65,2022-10-24T01:31:48Z,3790000,,,0,,J. Giddey personal FOUL (2 PF),"[1630581, 203497]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Gobert,203497.0
384,PT06M40.00S,2022-10-24T01:32:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.206964520367937,51.9607843137255,1610612750,56,67,2022-10-24T01:32:15Z,3810000,-10.0,-4.0,1,left,A. Edwards driving Layup (23 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.04,Made,23.0,,,,,,,,,,,,,,,,,
385,PT06M40.00S,2022-10-24T01:32:11.0Z,3,REGULAR,foul,personal,['1freethrow'],1630526,,,1610612750,56,67,2022-10-24T01:32:18Z,3820000,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (Edwards 1 FT),"[1630526, 1630162]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Edwards,1630162.0
387,PT06M40.00S,2022-10-24T01:32:40.4Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,56,67,2022-10-24T01:32:47Z,3840000,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
388,PT06M39.00S,2022-10-24T01:32:41.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,56,67,2022-10-24T01:32:47Z,3850000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,387.0,,,,,,,,,,,,,
389,PT06M27.00S,2022-10-24T01:33:01.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,91.40932982917214,62.00980392156863,1610612760,58,67,2022-10-24T01:33:09Z,3860000,60.0,28.0,1,right,J. Giddey 6' driving floating bank Jump Shot (10 PTS),[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.63,Made,10.0,,,,,,,,,,,,,,,,,
390,PT06M12.00S,2022-10-24T01:33:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,4.812746386333772,45.34313725490196,1610612750,58,69,2022-10-24T01:33:26Z,3870000,23.0,-7.0,1,left,R. Gobert cutting Layup (13 PTS) (K. Towns 3 AST),"[203497, 1626157]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.44,Made,13.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,
392,PT06M12.00S,2022-10-24T01:33:21.0Z,3,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612750,58,69,2022-10-24T01:33:27Z,3890000,,,0,,L. Dort shooting personal FOUL (1 PF) (Gobert 1 FT),"[1629652, 203497]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Gobert,203497.0
394,PT06M12.00S,2022-10-24T01:33:31.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,58,69,2022-10-24T01:36:48Z,3910000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M12.00S,2022-10-24T01:36:10.0Z,3,REGULAR,substitution,out,[],1630544,,,1610612750,58,69,2022-10-24T01:36:48Z,3920000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M12.00S,2022-10-24T01:36:10.0Z,3,REGULAR,substitution,out,[],1629026,,,1610612750,58,69,2022-10-24T01:36:48Z,3930000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M12.00S,2022-10-24T01:36:10.0Z,3,REGULAR,substitution,in,[],1630598,,,1610612750,58,69,2022-10-24T01:36:48Z,3940000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M12.00S,2022-10-24T01:36:10.0Z,3,REGULAR,substitution,in,[],203488,,,1610612750,58,69,2022-10-24T01:36:48Z,3950000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M12.00S,2022-10-24T01:36:46.9Z,3,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,58,69,2022-10-24T01:36:51Z,3960000,,,0,,MISS R. Gobert Free Throw 1 of 1,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
400,PT06M10.00S,2022-10-24T01:36:48.9Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,58,69,2022-10-24T01:36:51Z,3970000,,,0,,M. Muscala REBOUND (Off:1 Def:7),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,399.0,8.0,7.0,1.0,,,,,,,,,,
401,PT05M57.00S,2022-10-24T01:37:01.2Z,3,REGULAR,2pt,Jump Shot,[],1630581,78.53153745072274,70.58823529411765,1610612760,58,69,2022-10-24T01:37:08Z,3980000,103.0,149.0,1,right,MISS J. Giddey 18' pullup Shot,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right Center,18.13,Missed,,,,,,,,,,,,,,,,,,
402,PT05M53.00S,2022-10-24T01:37:05.2Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,58,69,2022-10-24T01:51:59Z,3990000,,,0,,R. Gobert REBOUND (Off:2 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,401.0,15.0,13.0,2.0,,,,,,,,,,
479,PT05M52.00S,2022-10-24T01:37:03.9Z,3,REGULAR,turnover,lost ball,[],203497,,,1610612750,58,69,2022-10-24T01:52:42Z,3995000,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1629652]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Dort,1629652.0,,,,,
480,PT05M52.00S,2022-10-24T01:37:03.9Z,3,REGULAR,steal,,[],1629652,,,1610612760,58,69,2022-10-24T01:52:42Z,3997500,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
403,PT05M51.00S,2022-10-24T01:37:06.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,71.82982917214193,24.264705882352942,1610612760,61,69,2022-10-24T01:52:42Z,4000000,-129.0,212.0,1,right,J. Robinson-Earl 24' 3PT  (12 PTS) (L. Dort 2 AST),"[1630526, 1629652]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,24.83,Made,12.0,L. Dort,1629652.0,2.0,,,,,,,,,,,,,,
433,PT05M21.00S,2022-10-24T01:37:39.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.752956636005257,49.43321078431372,1610612750,61,69,2022-10-24T01:45:16Z,4025000,3.0,20.0,1,left,MISS R. Gobert Layup - blocked,"[203497, 1630598]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,Wiggins,1630598.0,,,,,,,,
434,PT05M21.00S,2022-10-24T01:37:39.4Z,3,REGULAR,block,,[],1630598,,,1610612750,61,69,2022-10-24T01:45:16Z,4032500,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
435,PT05M21.00S,2022-10-24T01:37:39.4Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,61,69,2022-10-24T01:45:16Z,4036250,,,0,,M. Muscala REBOUND (Off:1 Def:8),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,433.0,9.0,8.0,1.0,,,,,,,,,,
407,PT05M21.00S,2022-10-24T01:38:12.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612760,61,69,2022-10-24T01:45:16Z,4040000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M21.00S,2022-10-24T01:38:54.1Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,61,69,2022-10-24T01:45:16Z,4055000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M21.00S,2022-10-24T01:38:54.1Z,3,REGULAR,substitution,in,[],1630544,,,1610612760,61,69,2022-10-24T01:45:16Z,4057500,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M13.00S,2022-10-24T01:41:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.80354796320631,50.98039215686274,1610612760,63,69,2022-10-24T02:30:46Z,4060000,5.0,25.0,1,right,L. Dort driving Layup (14 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.5,Made,14.0,,,,,,,,,,,,,,,,,
410,PT04M49.00S,2022-10-24T01:41:25.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.521024967148489,47.30392156862745,1610612750,63,71,2022-10-24T02:31:13Z,4070000,13.0,9.0,1,left,R. Gobert alley-oop DUNK (15 PTS) (K. Towns 4 AST),"[203497, 1626157]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.61,Made,15.0,K. Towns,1626157.0,4.0,,,,,,,,,,,,,,
412,PT04M34.00S,2022-10-24T01:41:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,92.72339027595268,45.588235294117645,1610612760,65,71,2022-10-24T01:42:08Z,4090000,-22.0,16.0,1,right,T. Mann Layup (10 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.72,Made,10.0,,,,,,,,,,,,,,,,,
416,PT04M20.00S,2022-10-24T01:42:10.9Z,3,REGULAR,substitution,out,[],1629652,,,1610612750,65,71,2022-10-24T01:42:24Z,4130000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M20.00S,2022-10-24T01:42:10.9Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,65,71,2022-10-24T01:42:24Z,4140000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M20.00S,2022-10-24T01:42:10.9Z,3,REGULAR,substitution,out,[],203497,,,1610612750,65,71,2022-10-24T01:42:24Z,4150000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M20.00S,2022-10-24T01:42:10.9Z,3,REGULAR,substitution,in,[],1631172,,,1610612750,65,71,2022-10-24T01:42:24Z,4160000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M20.00S,2022-10-24T01:42:10.9Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,65,71,2022-10-24T01:42:24Z,4170000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M20.00S,2022-10-24T01:42:10.9Z,3,REGULAR,substitution,in,[],1629669,,,1610612750,65,71,2022-10-24T01:42:24Z,4180000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M12.00S,2022-10-24T01:42:41.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,18.74178712220762,62.745098039215684,1610612750,65,73,2022-10-24T01:42:49Z,4190000,-64.0,124.0,1,left,T. Prince 13' Jump Shot (5 PTS) (K. Towns 5 AST),"[1627752, 1626157]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,13.91,Made,5.0,K. Towns,1626157.0,5.0,,,,,,,,,,,,,,
