actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M57.00S,2022-11-02T00:26:15.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629626,,,1610612753,16,19,2022-11-02T00:26:15Z,820000,,,0,,B. Bol Free Throw 2 of 2 (6 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
85,PT05M40.00S,2022-11-02T00:26:34.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,31.09395532194481,65.44117647058823,1610612760,19,19,2022-11-02T00:26:38Z,830000,-77.0,240.0,1,left,L. Dort 25' 3PT  (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,25.19,Made,5.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,
87,PT05M18.00S,2022-11-02T00:26:56.0Z,1,REGULAR,3pt,Jump Shot,[],1631216,74.58935611038108,13.725490196078432,1610612753,19,19,2022-11-02T00:27:14Z,850000,-181.0,186.0,1,right,MISS C. Houstan 26' 3PT - blocked,"[1631216, 1628983]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,26.01,Missed,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,
88,PT05M18.00S,2022-11-02T00:26:56.0Z,1,REGULAR,block,,[],1628983,,,1610612753,19,19,2022-11-02T00:26:59Z,860000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2022-11-02T00:26:56.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,19,19,2022-11-02T00:27:14Z,870000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,87.0,,,,,,,,,
91,PT05M18.00S,2022-11-02T00:27:02.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612753,19,19,2022-11-02T00:27:05Z,890000,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M18.00S,2022-11-02T00:27:02.7Z,1,REGULAR,substitution,in,[],1631172,,,1610612753,19,19,2022-11-02T00:27:05Z,900000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M12.00S,2022-11-02T00:27:21.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,19,19,2022-11-02T00:27:27Z,910000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1628953.0,,,,,,,,,,
94,PT05M03.00S,2022-11-02T00:27:45.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,23.47240473061761,12.5,1610612760,19,19,2022-11-02T00:27:49Z,920000,188.0,168.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,25.18,Missed,,,,,,,,,,,,,,,
95,PT05M00.00S,2022-11-02T00:27:47.7Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,19,19,2022-11-02T00:27:47Z,930000,,,0,,D. Bazley REBOUND (Off:1 Def:0),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,94.0,1.0,0.0,1.0,,,,,,
96,PT04M59.00S,2022-11-02T00:27:49.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,32.40801576872536,48.28431372549019,1610612760,19,19,2022-11-02T00:27:54Z,940000,9.0,252.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,25.22,Missed,,,,,,,,,,,,,,,
97,PT04M56.00S,2022-11-02T00:27:52.0Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,19,19,2022-11-02T00:27:54Z,950000,,,0,,C. Houstan REBOUND (Off:0 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,
98,PT04M47.00S,2022-11-02T00:28:02.0Z,1,REGULAR,foul,offensive,[],1629626,,,1610612753,19,19,2022-11-02T00:28:07Z,960000,,,0,,B. Bol offensive FOUL (2 PF),"[1629626, 1629652]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1626301.0,,,,,,,2.0,0.0,Dort,1629652.0
100,PT04M47.00S,2022-11-02T00:28:02.0Z,1,REGULAR,turnover,offensive foul,[],1629626,,,1610612753,19,19,2022-11-02T00:28:02Z,980000,,,0,,B. Bol offensive foul TURNOVER (2 TO),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,1626301.0,,,,,,,,,,
101,PT04M47.00S,2022-11-02T00:28:07.1Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,19,19,2022-11-02T00:28:11Z,990000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M47.00S,2022-11-02T00:28:07.1Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,19,19,2022-11-02T00:28:11Z,1000000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M40.00S,2022-11-02T00:28:25.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,11.908672798948752,38.970588235294116,1610612760,21,19,2022-11-02T00:28:37Z,1010000,55.0,59.0,1,left,S. Gilgeous-Alexander 8' driving floating Jump Shot (10 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,8.1,Made,10.0,,,,,,,,,,,,,,
104,PT04M22.00S,2022-11-02T00:28:42.6Z,1,REGULAR,2pt,Jump Shot,[],1631216,92.32917214191852,93.13725490196079,1610612753,21,19,2022-11-02T00:28:47Z,1020000,216.0,20.0,1,right,MISS C. Houstan 21' Jump Shot,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,16-24 Right,,,,21.66,Missed,,,,,,,,,,,,,,,
105,PT04M20.00S,2022-11-02T00:28:44.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,21,19,2022-11-02T00:28:47Z,1030000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,
106,PT04M12.00S,2022-11-02T00:28:52.0Z,1,REGULAR,3pt,Jump Shot,[],1631172,8.623521681997373,96.32352941176471,1610612760,24,19,2022-11-02T00:28:56Z,1040000,-232.0,29.0,1,left,O. Dieng 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1631172, 1628983]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,23.34,Made,3.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,
108,PT03M58.00S,2022-11-02T00:29:06.3Z,1,REGULAR,3pt,Jump Shot,[],1631216,91.93495400788436,96.56862745098039,1610612753,24,22,2022-11-02T00:29:11Z,1060000,233.0,23.0,1,right,C. Houstan 3PT  (3 PTS) (J. Suggs 1 AST),"[1631216, 1630591]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,,,,23.4,Made,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,
110,PT03M44.00S,2022-11-02T00:29:22.1Z,1,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,24,22,2022-11-02T00:29:30Z,1080000,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (1 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,1626301.0,,,,,,,,,,
111,PT03M44.00S,2022-11-02T00:29:46.3Z,1,REGULAR,substitution,out,[],1629626,,,1610612753,24,22,2022-11-02T00:29:56Z,1090000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M44.00S,2022-11-02T00:29:46.3Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,24,22,2022-11-02T00:29:56Z,1100000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2022-11-02T00:30:03.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628976,93.11760840998686,50.0,1610612753,24,24,2022-11-02T00:30:07Z,1110000,0.0,12.0,1,right,W. Carter Jr. alley-oop DUNK (11 PTS) (J. Suggs 2 AST),"[1628976, 1630591]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,1.22,Made,11.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,
115,PT03M23.00S,2022-11-02T00:30:21.7Z,1,REGULAR,turnover,traveling,[],1630197,,,1610612760,24,24,2022-11-02T00:30:26Z,1130000,,,0,,A. Pokusevski traveling TURNOVER (1 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,1148.0,,,,,,,,,,
117,PT03M23.00S,2022-11-02T00:30:24.4Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,24,24,2022-11-02T00:30:38Z,1150000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M23.00S,2022-11-02T00:30:24.4Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,24,24,2022-11-02T00:30:38Z,1160000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M23.00S,2022-11-02T00:30:24.4Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,24,24,2022-11-02T00:30:38Z,1170000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2022-11-02T00:30:24.4Z,1,REGULAR,substitution,in,[],1629643,,,1610612753,24,24,2022-11-02T00:30:38Z,1190000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M08.00S,2022-11-02T00:30:59.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630591,88.64980289093299,62.99019607843137,1610612753,24,24,2022-11-02T00:33:22Z,1200000,65.0,54.0,1,right,MISS J. Suggs 8' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Right,,,,8.46,Missed,,,,,,,,,,,,,,,
123,PT03M04.00S,2022-11-02T00:31:03.3Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,24,24,2022-11-02T00:31:04Z,1210000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,
124,PT02M54.00S,2022-11-02T00:31:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,12.040078843626807,59.80392156862745,1610612760,26,24,2022-11-02T00:33:27Z,1220000,-49.0,61.0,1,left,O. Dieng 7' driving floating Jump Shot (5 PTS) (T. Mann 1 AST),"[1631172, 1630544]",1610612760.0,OKC,driving floating,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,7.8,Made,5.0,T. Mann,1630544.0,1.0,,,,,,,,,,,
126,PT02M32.00S,2022-11-02T00:31:35.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,93.38042049934296,3.9215686274509802,1610612753,26,24,2022-11-02T00:31:40Z,1240000,-230.0,10.0,1,right,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,23.06,Missed,,,,,,,,,,,,,,,
127,PT02M29.00S,2022-11-02T00:31:38.2Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,26,24,2022-11-02T00:31:40Z,1250000,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Left Corner 3,24+ Left,,,,,,,,,,,126.0,1.0,0.0,1.0,,,,,,
128,PT02M26.00S,2022-11-02T00:31:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628964,93.64323258869908,47.794117647058826,1610612753,26,24,2022-11-02T00:31:44Z,1260000,-11.0,7.0,1,right,MISS M. Bamba Layup,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,1.32,Missed,,,,,,,,,,,,,,,
129,PT02M24.00S,2022-11-02T00:31:43.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,26,24,2022-11-02T00:31:44Z,1270000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,
130,PT02M19.00S,2022-11-02T00:31:48.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630197,3.3672798948751645,96.07843137254902,1610612760,26,24,2022-11-02T00:31:53Z,1280000,-230.0,-21.0,1,left,MISS A. Pokusevski 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,,,,23.13,Missed,,,,,,,,,,,,,,,
131,PT02M17.00S,2022-11-02T00:31:50.4Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,26,24,2022-11-02T00:31:50Z,1290000,,,0,,D. Bazley REBOUND (Off:2 Def:0),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,130.0,2.0,0.0,2.0,,,,,,
132,PT02M16.00S,2022-11-02T00:31:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631172,31.488173455978973,60.5392156862745,1610612760,29,24,2022-11-02T00:32:04Z,1300000,-53.0,243.0,1,left,O. Dieng 24' 3PT  (8 PTS) (D. Bazley 1 AST),"[1631172, 1629647]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,,24.91,Made,8.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,
135,PT01M59.00S,2022-11-02T00:32:14.1Z,1,REGULAR,substitution,out,[],1628983,,,1610612753,29,24,2022-11-02T00:32:16Z,1330000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M59.00S,2022-11-02T00:32:14.1Z,1,REGULAR,substitution,in,[],1630581,,,1610612753,29,24,2022-11-02T00:32:16Z,1340000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M52.00S,2022-11-02T00:32:37.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612753,29,24,2022-11-02T00:32:47Z,1350000,,,0,,J. Giddey personal FOUL (1 PF) (Suggs 2 FT),"[1630581, 1630591]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Suggs,1630591.0
139,PT01M52.00S,2022-11-02T00:33:08.0Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,29,25,2022-11-02T00:33:08Z,1370000,,,0,,J. Suggs Free Throw 1 of 2 (1 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
140,PT01M52.00S,2022-11-02T00:33:09.2Z,1,REGULAR,substitution,out,[],1631216,,,1610612753,29,25,2022-11-02T00:33:16Z,1380000,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M52.00S,2022-11-02T00:33:09.2Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,29,25,2022-11-02T00:33:16Z,1390000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M52.00S,2022-11-02T00:33:34.9Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,29,26,2022-11-02T00:33:34Z,1400000,,,0,,J. Suggs Free Throw 2 of 2 (2 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
143,PT01M45.00S,2022-11-02T00:33:42.7Z,1,REGULAR,turnover,lost ball,[],1631172,,,1610612760,29,26,2022-11-02T00:33:46Z,1410000,,,0,,O. Dieng lost ball TURNOVER (1 TO),"[1631172, 1630532]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
144,PT01M45.00S,2022-11-02T00:33:42.7Z,1,REGULAR,steal,,[],1630532,,,1610612753,29,26,2022-11-02T00:38:25Z,1420000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT01M38.00S,2022-11-02T00:33:51.6Z,1,REGULAR,turnover,traveling,[],1630181,,,1610612753,29,26,2022-11-02T00:33:56Z,1430000,,,0,,R. Hampton traveling TURNOVER (1 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,1148.0,,,,,,,,,,
146,PT01M23.00S,2022-11-02T00:34:21.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630197,6.783837056504599,50.245098039215684,1610612760,31,26,2022-11-02T00:34:25Z,1440000,-1.0,11.0,1,left,A. Pokusevski cutting DUNK (2 PTS) (J. Giddey 3 AST),"[1630197, 1630581]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,1.14,Made,2.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,
148,PT01M12.00S,2022-11-02T00:34:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,69.72733245729303,18.38235294117647,1610612753,31,26,2022-11-02T00:34:37Z,1460000,-158.0,232.0,1,right,MISS J. Suggs 28' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,28.08,Missed,,,,,,,,,,,,,,,
149,PT01M09.00S,2022-11-02T00:34:36.5Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,31,26,2022-11-02T00:34:36Z,1470000,,,0,,C. Okeke REBOUND (Off:1 Def:0),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,148.0,1.0,0.0,1.0,,,,,,
150,PT01M07.00S,2022-11-02T00:34:37.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630181,78.0059132720105,88.48039215686273,1610612753,31,29,2022-11-02T00:34:47Z,1480000,192.0,154.0,1,right,R. Hampton 24' 3PT  (3 PTS) (J. Suggs 3 AST),"[1630181, 1630591]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,,,,24.66,Made,3.0,J. Suggs,1630591.0,3.0,,,,,,,,,,,
152,PT00M51.90S,2022-11-02T00:34:52.9Z,1,REGULAR,3pt,Jump Shot,[],1630544,23.866622864651774,86.02941176470588,1610612760,31,29,2022-11-02T00:34:57Z,1500000,-180.0,172.0,1,left,MISS T. Mann 24' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,24.89,Missed,,,,,,,,,,,,,,,
153,PT00M50.40S,2022-11-02T00:34:54.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,31,29,2022-11-02T00:34:57Z,1510000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,152.0,,,,,,,,,
155,PT00M40.30S,2022-11-02T00:35:12.6Z,1,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,31,29,2022-11-02T00:35:20Z,1530000,,,0,,C. Okeke step out-of-bounds TURNOVER (1 TO),[1629643],1610612753.0,ORL,step,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,1628953.0,,,,,,,,,,
156,PT00M27.80S,2022-11-02T00:35:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629647,5.338370565045992,46.568627450980394,1610612760,33,29,2022-11-02T00:37:16Z,1540000,17.0,-2.0,1,left,D. Bazley driving Layup (2 PTS) (J. Giddey 4 AST),"[1629647, 1630581]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,1.74,Made,2.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,
158,PT00M27.80S,2022-11-02T00:35:45.2Z,1,REGULAR,foul,personal,['1freethrow'],1630181,,,1610612760,33,29,2022-11-02T00:35:53Z,1560000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Bazley 1 FT),"[1630181, 1629647]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,,,,,,,1.0,0.0,Bazley,1629647.0
160,PT00M27.80S,2022-11-02T00:35:56.9Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,33,29,2022-11-02T00:36:15Z,1580000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M27.80S,2022-11-02T00:35:56.9Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,33,29,2022-11-02T00:36:15Z,1590000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M27.80S,2022-11-02T00:36:15.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629647,,,1610612760,33,29,2022-11-02T00:36:19Z,1600000,,,0,,MISS D. Bazley Free Throw 1 of 1,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
163,PT00M26.00S,2022-11-02T00:36:17.0Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,33,29,2022-11-02T00:36:19Z,1610000,,,0,,M. Bamba REBOUND (Off:1 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,
164,PT00M09.50S,2022-11-02T00:36:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.62089356110381,50.73529411764706,1610612753,33,31,2022-11-02T00:36:39Z,1620000,4.0,36.0,1,right,F. Wagner cutting Layup (4 PTS) (J. Suggs 4 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,3.59,Made,4.0,J. Suggs,1630591.0,4.0,,,,,,,,,,,
166,PT00M09.50S,2022-11-02T00:36:38.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631172,,,1610612753,33,31,2022-11-02T00:37:14Z,1640000,,,0,,O. Dieng shooting personal FOUL (1 PF) (Wagner 1 FT),"[1631172, 1630532]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,,,,,,,1.0,0.0,Wagner,1630532.0
168,PT00M09.50S,2022-11-02T00:36:48.5Z,1,REGULAR,substitution,out,[],1631172,,,1610612753,33,31,2022-11-02T00:37:13Z,1660000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M09.50S,2022-11-02T00:36:48.5Z,1,REGULAR,substitution,out,[],1630598,,,1610612753,33,31,2022-11-02T00:37:13Z,1670000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M09.50S,2022-11-02T00:36:48.5Z,1,REGULAR,substitution,in,[],1630198,,,1610612753,33,31,2022-11-02T00:37:13Z,1680000,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M09.50S,2022-11-02T00:36:48.5Z,1,REGULAR,substitution,in,[],1630544,,,1610612753,33,31,2022-11-02T00:37:13Z,1690000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M09.50S,2022-11-02T00:37:15.5Z,1,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,33,32,2022-11-02T00:37:15Z,1700000,,,0,,F. Wagner Free Throw 1 of 1 (5 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
