actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
336,PT01M07.00S,2022-11-02T01:03:09.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629652,,,1610612760,59,60,2022-11-02T01:03:09Z,3320000,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
337,PT01M07.00S,2022-11-02T01:03:09.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,59,60,2022-11-02T01:03:09Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,336.0,,,,,,,,,
338,PT01M07.00S,2022-11-02T01:03:09.7Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,59,60,2022-11-02T01:03:14Z,3340000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT01M07.00S,2022-11-02T01:03:09.7Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,59,60,2022-11-02T01:03:14Z,3350000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M07.00S,2022-11-02T01:03:09.7Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,59,60,2022-11-02T01:03:14Z,3360000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M07.00S,2022-11-02T01:03:09.7Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,59,60,2022-11-02T01:03:14Z,3370000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M07.00S,2022-11-02T01:03:26.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629652,,,1610612760,60,60,2022-11-02T01:03:26Z,3380000,,,0,,L. Dort Free Throw 2 of 2 (8 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
343,PT00M57.70S,2022-11-02T01:03:37.9Z,2,REGULAR,3pt,Jump Shot,[],1630591,81.94809461235218,93.87254901960785,1610612753,60,63,2022-11-02T01:03:43Z,3390000,219.0,117.0,1,right,J. Suggs 24' 3PT step back (7 PTS),[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,24.87,Made,7.0,,,,,,,,,,,,,,
344,PT00M42.00S,2022-11-02T01:03:55.8Z,2,REGULAR,3pt,Jump Shot,[],1630526,31.09395532194481,35.049019607843135,1610612760,60,63,2022-11-02T01:04:00Z,3400000,75.0,240.0,1,left,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,,25.12,Missed,,,,,,,,,,,,,,,
345,PT00M38.80S,2022-11-02T01:03:59.0Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,60,63,2022-11-02T01:04:00Z,3410000,,,0,,B. Bol REBOUND (Off:1 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,344.0,6.0,5.0,1.0,,,,,,
346,PT00M30.10S,2022-11-02T01:04:07.7Z,2,REGULAR,3pt,Jump Shot,[],1630532,95.87713534822602,4.901960784313726,1610612753,60,63,2022-11-02T01:04:14Z,3420000,-225.0,-14.0,1,right,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,22.59,Missed,,,,,,,,,,,,,,,
347,PT00M28.20S,2022-11-02T01:04:09.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,60,63,2022-11-02T01:04:14Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,346.0,,,,,,,,,
349,PT00M24.00S,2022-11-02T01:04:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,92.46057818659659,45.09803921568628,1610612753,60,63,2022-11-02T01:04:37Z,3450000,-25.0,18.0,1,right,MISS F. Wagner Layup,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,3.06,Missed,,,,,,,,,,,,,,,
350,PT00M23.40S,2022-11-02T01:04:29.5Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,60,63,2022-11-02T01:04:37Z,3460000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,349.0,4.0,2.0,2.0,,,,,,
351,PT00M23.40S,2022-11-02T01:04:35.7Z,2,REGULAR,foul,personal,[],1630526,,,1610612753,60,63,2022-11-02T01:04:52Z,3470000,,,0,,J. Robinson-Earl personal FOUL (3 PF),"[1630526, 1628976]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,1148.0,,,,,,,3.0,0.0,Carter Jr.,1628976.0
354,PT00M15.10S,2022-11-02T01:05:59.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,91.80354796320631,37.254901960784316,1610612753,60,65,2022-11-02T01:06:04Z,3500000,-64.0,25.0,1,right,P. Banchero 6' Layup (6 PTS) (F. Wagner 3 AST),"[1631094, 1630532]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,6.82,Made,6.0,F. Wagner,1630532.0,3.0,,,,,,,,,,,
356,PT00M15.10S,2022-11-02T01:06:03.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630598,,,1610612753,60,65,2022-11-02T01:06:08Z,3520000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630598, 1631094]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626301.0,,,,,,,1.0,0.0,Banchero,1631094.0
358,PT00M15.10S,2022-11-02T01:06:28.0Z,2,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,60,66,2022-11-02T01:06:28Z,3540000,,,0,,P. Banchero Free Throw 1 of 1 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
359,PT00M04.50S,2022-11-02T01:06:45.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,2.578843626806833,95.58823529411765,1610612760,63,66,2022-11-02T01:06:51Z,3550000,-228.0,-28.0,1,left,A. Wiggins 3PT  (3 PTS) (S. Gilgeous-Alexander 4 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,22.97,Made,3.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,
361,PT00M00.70S,2022-11-02T01:06:53.4Z,2,REGULAR,3pt,Jump Shot,[],1630591,58.95203679369251,50.49019607843137,1610612753,63,66,2022-11-02T01:07:00Z,3570000,2.0,333.0,1,right,MISS J. Suggs 33' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,33.34,Missed,,,,,,,,,,,,,,,
362,PT00M00.70S,2022-11-02T01:06:53.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,63,66,2022-11-02T01:07:00Z,3580000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,361.0,,,,,,,,,
363,PT00M00.00S,2022-11-02T01:07:10.3Z,2,REGULAR,period,end,[],0,,,1610612753,63,66,2022-11-02T01:07:10Z,3590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-11-02T01:07:14.5Z,3,REGULAR,substitution,out,['startperiod'],1630526,,,1610612753,63,66,2022-11-02T01:22:08Z,3600000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-11-02T01:07:14.5Z,3,REGULAR,substitution,out,['startperiod'],1630591,,,1610612753,63,66,2022-11-02T01:22:08Z,3610000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-11-02T01:07:14.5Z,3,REGULAR,substitution,in,['startperiod'],1629647,,,1610612753,63,66,2022-11-02T01:22:08Z,3620000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-11-02T01:07:14.5Z,3,REGULAR,substitution,in,['startperiod'],1631216,,,1610612753,63,66,2022-11-02T01:22:08Z,3630000,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-11-02T01:22:05.3Z,3,REGULAR,period,start,[],0,,,1610612760,63,66,2022-11-02T01:22:08Z,3640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT11M44.00S,2022-11-02T01:22:20.9Z,3,REGULAR,3pt,Jump Shot,[],1628983,68.28186596583443,56.372549019607845,1610612760,63,66,2022-11-02T01:23:46Z,3650000,32.0,246.0,1,right,MISS S. Gilgeous-Alexander 24' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,24.78,Missed,,,,,,,,,,,,,,,
370,PT11M40.00S,2022-11-02T01:22:24.9Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,63,66,2022-11-02T01:22:25Z,3660000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,369.0,5.0,3.0,2.0,,,,,,
371,PT11M22.00S,2022-11-02T01:22:42.5Z,3,REGULAR,3pt,Jump Shot,[],1629626,25.57490144546649,84.80392156862744,1610612753,63,69,2022-11-02T01:22:46Z,3670000,-174.0,188.0,1,left,B. Bol 25' 3PT  (11 PTS) (C. Houstan 1 AST),"[1629626, 1631216]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,25.61,Made,11.0,C. Houstan,1631216.0,1.0,,,,,,,,,,,
373,PT10M59.00S,2022-11-02T01:23:07.9Z,3,REGULAR,turnover,traveling,[],1630598,,,1610612760,63,69,2022-11-02T01:23:14Z,3690000,,,0,,A. Wiggins traveling TURNOVER (1 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,1626301.0,,,,,,,,,,
374,PT10M39.00S,2022-11-02T01:23:42.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631216,27.020367936925098,81.12745098039215,1610612753,63,69,2022-11-02T01:23:46Z,3700000,-156.0,201.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,25.46,Missed,,,,,,,,,,,,,,,
375,PT10M36.00S,2022-11-02T01:23:45.1Z,3,REGULAR,rebound,offensive,[],1629626,,,1610612753,63,69,2022-11-02T01:23:46Z,3710000,,,0,,B. Bol REBOUND (Off:2 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,374.0,7.0,5.0,2.0,,,,,,
376,PT10M35.00S,2022-11-02T01:23:46.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629626,5.075558475689881,50.98039215686274,1610612753,63,69,2022-11-02T01:25:38Z,3720000,-5.0,-5.0,1,left,MISS B. Bol putback Layup - blocked,"[1629626, 1629647]",1610612753.0,ORL,putback,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,0.69,Missed,,,,,,,,,,Bazley,1629647.0,,,,
377,PT10M35.00S,2022-11-02T01:23:46.1Z,3,REGULAR,block,,[],1629647,,,1610612753,63,69,2022-11-02T01:23:48Z,3730000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT10M31.00S,2022-11-02T01:23:50.1Z,3,REGULAR,rebound,offensive,[],1629626,,,1610612753,63,69,2022-11-02T01:23:49Z,3740000,,,0,,B. Bol REBOUND (Off:3 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,376.0,8.0,5.0,3.0,,,,,,
379,PT10M30.00S,2022-11-02T01:23:49.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629626,4.944152431011826,50.0,1610612753,63,71,2022-11-02T01:25:44Z,3750000,0.0,-6.0,1,left,B. Bol putback DUNK (13 PTS),[1629626],1610612753.0,ORL,putback,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,0.6,Made,13.0,,,,,,,,,,,,,,
380,PT10M09.00S,2022-11-02T01:24:13.8Z,3,REGULAR,turnover,out-of-bounds,[],1630598,,,1610612760,63,71,2022-11-02T01:24:21Z,3760000,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (2 TO),[1630598],1610612760.0,OKC,bad pass,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,1148.0,,,,,,,,,,
381,PT10M00.00S,2022-11-02T01:24:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,6.258212877792378,49.50980392156863,1610612753,63,73,2022-11-02T01:24:35Z,3770000,2.0,6.0,1,left,F. Wagner driving Layup (14 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,0.68,Made,14.0,,,,,,,,,,,,,,
382,PT10M00.00S,2022-11-02T01:25:01.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,63,73,2022-11-02T01:25:01Z,3780000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT10M00.00S,2022-11-02T01:27:04.3Z,3,REGULAR,substitution,out,[],1629647,,,1610612760,63,73,2022-11-02T01:27:10Z,3790000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT10M00.00S,2022-11-02T01:27:04.3Z,3,REGULAR,substitution,in,[],1630197,,,1610612760,63,73,2022-11-02T01:27:10Z,3800000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M42.00S,2022-11-02T01:27:35.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,90.75229960578186,46.32352941176471,1610612760,63,73,2022-11-02T01:27:38Z,3810000,-18.0,34.0,1,right,MISS J. Williams Layup - blocked,"[1631114, 1630532]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,3.9,Missed,,,,,,,,,,Wagner,1630532.0,,,,
386,PT09M42.00S,2022-11-02T01:27:35.5Z,3,REGULAR,block,,[],1630532,,,1610612760,63,73,2022-11-02T01:27:37Z,3820000,,,0,,F. Wagner BLOCK (2 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
387,PT09M40.00S,2022-11-02T01:27:37.5Z,3,REGULAR,rebound,defensive,[],1629626,,,1610612753,63,73,2022-11-02T01:27:38Z,3830000,,,0,,B. Bol REBOUND (Off:3 Def:6),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,385.0,9.0,6.0,3.0,,,,,,
388,PT09M37.00S,2022-11-02T01:27:40.3Z,3,REGULAR,turnover,lost ball,[],1629626,,,1610612753,63,73,2022-11-02T01:27:44Z,3840000,,,0,,B. Bol lost ball TURNOVER (5 TO),"[1629626, 1631114]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Center,5.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
389,PT09M37.00S,2022-11-02T01:27:40.3Z,3,REGULAR,steal,,[],1631114,,,1610612760,63,73,2022-11-02T01:27:41Z,3850000,,,0,,J. Williams STEAL (2 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
390,PT09M31.00S,2022-11-02T01:27:46.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,82.21090670170827,92.8921568627451,1610612760,63,73,2022-11-02T01:27:50Z,3860000,214.0,115.0,1,right,MISS S. Gilgeous-Alexander 24' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,24.32,Missed,,,,,,,,,,,,,,,
391,PT09M27.00S,2022-11-02T01:27:50.3Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,63,73,2022-11-02T01:27:50Z,3870000,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,390.0,4.0,4.0,0.0,,,,,,
392,PT09M06.00S,2022-11-02T01:28:17.3Z,3,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612753,63,73,2022-11-02T01:28:27Z,3880000,,,0,,J. Williams shooting personal FOUL (1 PF) (Wagner 2 FT),"[1631114, 1630532]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,1628953.0,,,,,,,1.0,0.0,Wagner,1630532.0
394,PT09M06.00S,2022-11-02T01:28:36.9Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,63,74,2022-11-02T01:28:36Z,3900000,,,0,,F. Wagner Free Throw 1 of 2 (15 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
395,PT09M06.00S,2022-11-02T01:28:52.6Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,63,75,2022-11-02T01:28:52Z,3910000,,,0,,F. Wagner Free Throw 2 of 2 (16 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
396,PT08M55.00S,2022-11-02T01:29:06.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.67214191852825,65.68627450980392,1610612760,65,75,2022-11-02T01:29:09Z,3920000,78.0,26.0,1,right,S. Gilgeous-Alexander 8' Layup (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,8.25,Made,17.0,,,,,,,,,,,,,,
397,PT08M42.00S,2022-11-02T01:29:24.1Z,3,REGULAR,foul,personal,[],1629652,,,1610612753,65,75,2022-11-02T01:29:29Z,3930000,,,0,,L. Dort personal FOUL (3 PF),"[1629652, 1628976]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1148.0,,,,,,,3.0,0.0,Carter Jr.,1628976.0
399,PT08M38.00S,2022-11-02T01:29:44.7Z,3,REGULAR,turnover,traveling,[],1629626,,,1610612753,65,75,2022-11-02T01:29:50Z,3950000,,,0,,B. Bol traveling TURNOVER (6 TO),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,6.0,,,,,,,,,1626301.0,,,,,,,,,,
400,PT08M23.00S,2022-11-02T01:30:06.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,84.57621550591328,50.0,1610612760,65,75,2022-11-02T01:30:12Z,3960000,0.0,92.0,1,right,MISS S. Gilgeous-Alexander 9' floating Shot,[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,9.25,Missed,,,,,,,,,,,,,,,
401,PT08M22.00S,2022-11-02T01:30:07.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,65,75,2022-11-02T01:30:12Z,3970000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,400.0,,,,,,,,,
403,PT08M07.00S,2022-11-02T01:30:32.2Z,3,REGULAR,2pt,Jump Shot,[],1628976,6.521024967148489,74.50980392156863,1610612753,65,75,2022-11-02T01:30:37Z,3990000,-123.0,9.0,1,left,MISS W. Carter Jr. 12' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,12.28,Missed,,,,,,,,,,,,,,,
404,PT08M05.00S,2022-11-02T01:30:34.2Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,65,75,2022-11-02T01:30:37Z,4000000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,,403.0,4.0,4.0,0.0,,,,,,
405,PT07M58.00S,2022-11-02T01:30:41.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.72339027595268,55.14705882352941,1610612760,65,75,2022-11-02T01:30:46Z,4010000,26.0,16.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,3.02,Missed,,,,,,,,,,,,,,,
406,PT07M54.00S,2022-11-02T01:30:44.1Z,3,REGULAR,rebound,offensive,[],1630197,,,1610612760,65,75,2022-11-02T01:30:44Z,4020000,,,0,,A. Pokusevski REBOUND (Off:3 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,405.0,3.0,0.0,3.0,,,,,,
407,PT07M54.00S,2022-11-02T01:30:44.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630197,94.40999984741211,50.0,1610612760,65,75,2022-11-02T01:30:49Z,4030000,0.0,0.0,1,right,MISS A. Pokusevski tip Layup,[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
408,PT07M54.00S,2022-11-02T01:30:44.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,65,75,2022-11-02T01:30:49Z,4040000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,407.0,6.0,4.0,2.0,,,,,,
409,PT07M47.00S,2022-11-02T01:30:51.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,7.178055190538765,40.44117647058824,1610612753,65,77,2022-11-02T01:30:57Z,4050000,48.0,15.0,1,left,P. Banchero driving Layup (9 PTS) (F. Wagner 4 AST),"[1631094, 1630532]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,5.01,Made,9.0,F. Wagner,1630532.0,4.0,,,,,,,,,,,
410,PT07M47.00S,2022-11-02T01:30:55.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,65,77,2022-11-02T01:30:55Z,4060000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M47.00S,2022-11-02T01:33:23.0Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,65,77,2022-11-02T01:33:32Z,4070000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M47.00S,2022-11-02T01:33:23.0Z,3,REGULAR,substitution,in,[],1630581,,,1610612760,65,77,2022-11-02T01:33:32Z,4080000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M37.00S,2022-11-02T01:33:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,93.9060446780552,56.127450980392155,1610612760,65,77,2022-11-02T01:33:58Z,4090000,31.0,5.0,1,right,MISS J. Williams cutting Layup - blocked,"[1631114, 1629626]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,3.1,Missed,,,,,,,,,,Bol,1629626.0,,,,
415,PT07M37.00S,2022-11-02T01:33:52.0Z,3,REGULAR,block,,[],1629626,,,1610612760,65,77,2022-11-02T01:33:54Z,4100000,,,0,,B. Bol BLOCK (3 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
416,PT07M35.00S,2022-11-02T01:33:54.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,65,77,2022-11-02T01:33:58Z,4110000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,414.0,,,,,,,,,
418,PT07M31.00S,2022-11-02T01:34:16.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,75.3777923784494,57.59803921568627,1610612760,67,77,2022-11-02T01:51:11Z,4130000,38.0,179.0,1,right,S. Gilgeous-Alexander 18' step back Jump Shot (19 PTS) (J. Giddey 7 AST),"[1628983, 1630581]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,18.29,Made,19.0,J. Giddey,1630581.0,7.0,,,,,,,,,,,
