actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
340,PT01M21.00S,2024-04-14T20:32:35.5Z,2,REGULAR,3pt,Jump Shot,[],1631114,32.14520367936925,46.07843137254902,1610612760,79,36,2024-04-14T20:32:40Z,3340000,False,20.0,250.0,1,left,J. Williams 25' 3PT step back (9 PTS) (J. Giddey 6 AST),"[1631114, 1630581]",1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Center,25.05,Made,Williams,J. Williams,,,,,,9.0,J. Giddey,1630581.0,6.0,,,,,,,,,,
342,PT01M05.00S,2024-04-14T20:33:08.8Z,2,REGULAR,2pt,Jump Shot,[],1630639,96.92838370565046,18.137254901960784,1610612742,79,38,2024-04-14T20:33:13Z,3360000,False,-159.0,-24.0,1,right,A. Lawson 16' Jump Shot (8 PTS) (B. Williams 3 AST),"[1630639, 1630314]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,16.1,Made,Lawson,A. Lawson,,,,,,8.0,B. Williams,1630314.0,3.0,,,,,,,,,,
344,PT00M49.00S,2024-04-14T20:33:25.0Z,2,REGULAR,3pt,Jump Shot,[],1629652,7.30946123521682,3.9215686274509802,1610612760,79,38,2024-04-14T20:33:33Z,3380000,False,230.0,16.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.1,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
345,PT00M46.80S,2024-04-14T20:33:27.2Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,79,38,2024-04-14T20:33:33Z,3390000,False,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Giddey,J. Giddey,344.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
346,PT00M46.10S,2024-04-14T20:33:29.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.338370565045992,51.470588235294116,1610612760,81,38,2024-04-14T20:33:35Z,3400000,False,-7.0,-2.0,1,left,J. Giddey putback Layup (7 PTS),[1630581],1610612760.0,OKC,putback,,,,,,Restricted Area,0-8 Center,0.77,Made,Giddey,J. Giddey,,,,,,7.0,,,,,,,,,,,,,
347,PT00M46.10S,2024-04-14T20:33:32.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630639,,,1610612760,81,38,2024-04-14T20:33:39Z,3410000,False,,,0,,A. Lawson shooting personal FOUL (1 PF) (Giddey 1 FT),"[1630639, 1630581]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,Lawson,A. Lawson,,,,,,,,,,1627541.0,1.0,0.0,Giddey,1630581.0,,,,,
349,PT00M46.10S,2024-04-14T20:33:56.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630581,,,1610612760,82,38,2024-04-14T20:33:56Z,3430000,False,,,0,,J. Giddey Free Throw 1 of 1 (8 PTS),[1630581],1610612760.0,OKC,,,,,,,,,,Made,Giddey,J. Giddey,,,,,,8.0,,,,,,,,,,,,,
350,PT00M41.00S,2024-04-14T20:34:09.3Z,2,REGULAR,foul,personal,[],1631114,,,1610612742,82,38,2024-04-14T20:34:14Z,3440000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1630314]",1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right Center,,,Williams,J. Williams,,,,,,,,,,1162.0,1.0,0.0,Williams,1630314.0,,,,,
352,PT00M31.80S,2024-04-14T20:34:32.9Z,2,REGULAR,3pt,Jump Shot,[],1641788,97.45400788436268,4.166666666666666,1610612742,82,41,2024-04-14T20:34:37Z,3460000,False,-229.0,-29.0,1,right,A. Fudge 3PT  (5 PTS) (T. Hardaway Jr. 3 AST),"[1641788, 203501]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.1,Made,Fudge,A. Fudge,,,,,,5.0,T. Hardaway Jr.,203501.0,3.0,,,,,,,,,,
354,PT00M24.60S,2024-04-14T20:34:42.9Z,2,REGULAR,turnover,lost ball,[],202330,,,1610612760,82,41,2024-04-14T20:34:45Z,3480000,False,,,0,,G. Hayward lost ball TURNOVER (2 TO),"[202330, 203501]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2.0,,,Hardaway Jr.,203501.0
355,PT00M24.60S,2024-04-14T20:34:42.9Z,2,REGULAR,steal,,[],203501,,,1610612742,82,41,2024-04-14T20:38:42Z,3490000,False,,,0,,T. Hardaway Jr. STEAL (2 STL),[203501],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
356,PT00M11.10S,2024-04-14T20:34:56.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630639,79.05716162943496,7.8431372549019605,1610612742,82,41,2024-04-14T20:35:02Z,3500000,False,-211.0,144.0,1,right,MISS A. Lawson 25' 3PT,[1630639],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,25.55,Missed,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
357,PT00M06.90S,2024-04-14T20:35:00.6Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,82,41,2024-04-14T20:35:00Z,3510000,False,,,0,,J. Williams REBOUND (Off:0 Def:7),[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Williams,J. Williams,356.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
358,PT00M00.00S,2024-04-14T20:35:07.6Z,2,REGULAR,2pt,Jump Shot,[],1629652,23.47240473061761,49.01960784313725,1610612760,82,41,2024-04-14T20:36:10Z,3520000,False,5.0,168.0,1,left,MISS L. Dort 16' step back Shot,[1629652],1610612760.0,OKC,step back,,,,,,Mid-Range,16-24 Center,16.82,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
359,PT00M00.00S,2024-04-14T20:35:07.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,82,41,2024-04-14T20:35:17Z,3530000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,,,358.0,,,,,,,,,,,,,,,,,,
361,PT00M00.00S,2024-04-14T20:35:38.3Z,2,REGULAR,period,end,[],0,,,1610612760,82,41,2024-04-14T20:35:38Z,3550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,out,['startperiod'],1629652,,,1610612760,82,41,2024-04-14T20:50:08Z,3560000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,82,41,2024-04-14T20:50:08Z,3570000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,out,['startperiod'],1631114,,,1610612760,82,41,2024-04-14T20:50:08Z,3580000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,out,['startperiod'],1641788,,,1610612760,82,41,2024-04-14T20:50:08Z,3590000,False,,,0,,SUB out: A. Fudge,[1641788],1610612742.0,DAL,,,,,,,,,,,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612760,82,41,2024-04-14T20:50:08Z,3600000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,out,['startperiod'],1630639,,,1610612760,82,41,2024-04-14T20:50:08Z,3610000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,in,['startperiod'],203488,,,1610612760,82,41,2024-04-14T20:50:08Z,3620000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,,,,,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,82,41,2024-04-14T20:50:08Z,3630000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,82,41,2024-04-14T20:50:08Z,3640000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,in,['startperiod'],1630182,,,1610612760,82,41,2024-04-14T20:50:08Z,3650000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,in,['startperiod'],1630702,,,1610612760,82,41,2024-04-14T20:50:08Z,3660000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2024-04-14T20:35:45.4Z,3,REGULAR,substitution,in,['startperiod'],1641765,,,1610612760,82,41,2024-04-14T20:50:08Z,3670000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2024-04-14T20:50:21.2Z,3,REGULAR,period,start,[],0,,,1610612760,82,41,2024-04-14T20:50:21Z,3680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT11M45.00S,2024-04-14T20:50:35.7Z,3,REGULAR,3pt,Jump Shot,[],202330,70.38436268068331,76.9607843137255,1610612760,82,41,2024-04-14T20:50:40Z,3690000,False,135.0,226.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,26.31,Missed,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
378,PT11M41.00S,2024-04-14T20:50:39.7Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,82,41,2024-04-14T20:50:40Z,3700000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,Powell,D. Powell,377.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
379,PT11M31.00S,2024-04-14T20:50:50.8Z,3,REGULAR,turnover,out-of-bounds,[],1630314,,,1610612742,82,41,2024-04-14T20:50:55Z,3710000,False,,,0,,B. Williams bad pass out-of-bounds TURNOVER (2 TO),[1630314],1610612742.0,DAL,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,B. Williams,,,,,,,,,,202026.0,,,,,2.0,,,,
380,PT11M22.00S,2024-04-14T20:51:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,93.38042049934296,52.20588235294118,1610612760,84,41,2024-04-14T20:51:09Z,3720000,False,11.0,10.0,1,right,G. Hayward cutting Layup (6 PTS) (K. Williams 1 AST),"[202330, 1629026]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.47,Made,Hayward,G. Hayward,,,,,,6.0,K. Williams,1629026.0,1.0,,,,,,,,,,
382,PT11M22.00S,2024-04-14T20:51:08.8Z,3,REGULAR,foul,personal,['1freethrow'],1630702,,,1610612760,84,41,2024-04-14T20:51:16Z,3740000,False,,,0,,J. Hardy shooting personal FOUL (4 PF) (Hayward 1 FT),"[1630702, 202330]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,Hardy,J. Hardy,,,,,,,,,,1627541.0,4.0,0.0,Hayward,202330.0,,,,,
384,PT11M22.00S,2024-04-14T20:51:31.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],202330,,,1610612760,84,41,2024-04-14T20:51:33Z,3760000,False,,,0,,MISS G. Hayward Free Throw 1 of 1,[202330],1610612760.0,OKC,,,,,,,,,,Missed,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
385,PT11M18.00S,2024-04-14T20:51:35.6Z,3,REGULAR,rebound,defensive,[],1641765,,,1610612742,84,41,2024-04-14T20:51:33Z,3770000,False,,,0,,O. Prosper REBOUND (Off:0 Def:3),[1641765],1610612742.0,DAL,,,,,,,,,,,Prosper,O. Prosper,384.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
386,PT11M06.00S,2024-04-14T20:51:44.7Z,3,REGULAR,3pt,Jump Shot,[],1641765,3.630091984231275,95.83333333333334,1610612742,84,41,2024-04-14T20:51:49Z,3780000,False,-229.0,-18.0,1,left,MISS O. Prosper 3PT,[1641765],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,22.99,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
387,PT11M03.00S,2024-04-14T20:51:47.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612760,84,41,2024-04-14T20:51:49Z,3790000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,Hayward,G. Hayward,386.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
388,PT10M51.00S,2024-04-14T20:52:02.6Z,3,REGULAR,foul,offensive,[],1630581,,,1610612760,84,41,2024-04-14T20:52:07Z,3800000,False,,,0,,J. Giddey charge offensive FOUL (2 PF),"[1630581, 1630702]",1610612760.0,OKC,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Giddey,J. Giddey,,,,,,,,,,1162.0,2.0,0.0,Hardy,1630702.0,,,,,
390,PT10M51.00S,2024-04-14T20:52:02.6Z,3,REGULAR,turnover,offensive foul,[],1630581,,,1610612760,84,41,2024-04-14T20:52:02Z,3820000,False,,,0,,J. Giddey offensive foul TURNOVER (2 TO),[1630581],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Giddey,J. Giddey,,,,,,,,,,1162.0,,,,,2.0,,,,
391,PT10M38.00S,2024-04-14T20:52:28.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630314,32.53942181340342,50.245098039215684,1610612742,84,41,2024-04-14T20:52:33Z,3830000,False,-1.0,253.0,1,left,MISS B. Williams 25' 3PT,[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,25.34,Missed,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
392,PT10M34.00S,2024-04-14T20:52:32.9Z,3,REGULAR,rebound,offensive,[],1641765,,,1610612742,84,41,2024-04-14T20:52:33Z,3840000,False,,,0,,O. Prosper REBOUND (Off:1 Def:3),[1641765],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Prosper,O. Prosper,391.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
393,PT10M32.00S,2024-04-14T20:52:34.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641765,5.206964520367937,46.07843137254902,1610612742,84,41,2024-04-14T20:52:38Z,3850000,False,20.0,-4.0,1,left,MISS O. Prosper putback Layup,[1641765],1610612742.0,DAL,putback,,,,,,Restricted Area,0-8 Center,1.99,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
394,PT10M30.00S,2024-04-14T20:52:36.6Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,84,41,2024-04-14T20:52:38Z,3860000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,K. Williams,393.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
395,PT10M27.00S,2024-04-14T20:52:39.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641717,92.85479632063075,51.225490196078425,1610612760,86,41,2024-04-14T20:52:45Z,3870000,False,6.0,15.0,1,right,C. Wallace running DUNK (12 PTS) (K. Williams 2 AST),"[1641717, 1629026]",1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,1.59,Made,Wallace,C. Wallace,,,,,,12.0,K. Williams,1629026.0,2.0,,,,,,,,,,
397,PT10M12.00S,2024-04-14T20:52:53.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,19.530223390275953,36.029411764705884,1610612742,86,41,2024-04-14T20:52:57Z,3890000,False,70.0,131.0,1,left,MISS J. Green 14' pullup Shot,[1630182],1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,14.86,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
398,PT10M09.00S,2024-04-14T20:52:56.1Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,86,41,2024-04-14T20:52:57Z,3900000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Williams,K. Williams,397.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
399,PT10M02.00S,2024-04-14T20:53:03.8Z,3,REGULAR,3pt,Jump Shot,[],1630581,68.28186596583443,64.4607843137255,1610612760,86,41,2024-04-14T20:53:08Z,3910000,False,72.0,246.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,25.61,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
400,PT09M59.00S,2024-04-14T20:53:06.8Z,3,REGULAR,rebound,offensive,[],203488,,,1610612760,86,41,2024-04-14T20:53:06Z,3920000,False,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Muscala,M. Muscala,399.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
401,PT09M54.00S,2024-04-14T20:53:11.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629026,76.2976346911958,26.96078431372549,1610612760,86,41,2024-04-14T20:53:16Z,3930000,False,-115.0,170.0,1,right,MISS K. Williams 20' step back Shot,[1629026],1610612760.0,OKC,step back,,,,,,Mid-Range,16-24 Left Center,20.56,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,,
402,PT09M51.00S,2024-04-14T20:53:14.6Z,3,REGULAR,rebound,defensive,[],1630314,,,1610612742,86,41,2024-04-14T20:53:16Z,3940000,False,,,0,,B. Williams REBOUND (Off:0 Def:4),[1630314],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left Center,,,Williams,B. Williams,401.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
403,PT09M46.00S,2024-04-14T20:53:20.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630702,10.85742444152431,50.0,1610612742,86,41,2024-04-14T20:53:26Z,3950000,False,0.0,50.0,1,left,MISS J. Hardy driving floating Shot,[1630702],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
404,PT09M42.00S,2024-04-14T20:53:24.0Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,86,41,2024-04-14T20:53:26Z,3960000,False,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,K. Williams,403.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
405,PT09M38.00S,2024-04-14T20:53:27.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,91.27792378449409,47.05882352941176,1610612760,86,41,2024-04-14T20:54:27Z,3970000,False,-15.0,29.0,1,right,MISS J. Giddey running Layup - blocked,"[1630581, 203939]",1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,3.3,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,Powell,203939.0,,
406,PT09M38.00S,2024-04-14T20:53:27.8Z,3,REGULAR,block,,[],203939,,,1610612760,86,41,2024-04-14T20:53:30Z,3980000,False,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,
407,PT09M35.00S,2024-04-14T20:53:30.8Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,86,41,2024-04-14T20:53:32Z,3990000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,Green,J. Green,405.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
408,PT09M30.00S,2024-04-14T20:53:36.2Z,3,REGULAR,3pt,Jump Shot,[],1641765,5.338370565045992,94.6078431372549,1610612742,86,41,2024-04-14T20:54:55Z,4000000,False,-223.0,-2.0,1,left,MISS O. Prosper 3PT,[1641765],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,22.3,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
409,PT09M26.00S,2024-04-14T20:53:40.2Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,86,41,2024-04-14T20:53:41Z,4010000,False,,,0,,K. Williams REBOUND (Off:0 Def:4),[1629026],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,Williams,K. Williams,408.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
410,PT09M12.00S,2024-04-14T20:53:53.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,92.59198423127464,45.588235294117645,1610612760,86,41,2024-04-14T20:55:55Z,4020000,False,-22.0,17.0,1,right,MISS K. Williams driving Layup,[1629026],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.79,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,,
411,PT09M08.00S,2024-04-14T20:53:57.9Z,3,REGULAR,rebound,offensive,[],203488,,,1610612760,86,41,2024-04-14T20:53:58Z,4030000,False,,,0,,M. Muscala REBOUND (Off:2 Def:0),[203488],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Muscala,M. Muscala,410.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
412,PT09M08.00S,2024-04-14T20:53:57.5Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203488,94.40999984741211,50.0,1610612760,88,41,2024-04-14T20:54:02Z,4040000,False,0.0,0.0,1,right,M. Muscala tip DUNK (2 PTS),[203488],1610612760.0,OKC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Muscala,M. Muscala,,,,,,2.0,,,,,,,,,,,,,
413,PT08M55.00S,2024-04-14T20:54:10.3Z,3,REGULAR,3pt,Jump Shot,[],1630702,32.276609724047304,56.372549019607845,1610612742,88,41,2024-04-14T20:54:14Z,4050000,False,-32.0,251.0,1,left,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,25.29,Missed,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
414,PT08M53.00S,2024-04-14T20:54:12.3Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,88,41,2024-04-14T20:54:14Z,4060000,False,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Giddey,J. Giddey,413.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
415,PT08M42.00S,2024-04-14T20:54:24.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,93.11760840998686,47.549019607843135,1610612760,90,41,2024-04-14T20:54:30Z,4070000,False,-12.0,12.0,1,right,G. Hayward driving reverse Layup (8 PTS) (J. Giddey 7 AST),"[202330, 1630581]",1610612760.0,OKC,driving reverse,,,,,,Restricted Area,0-8 Center,1.73,Made,Hayward,G. Hayward,,,,,,8.0,J. Giddey,1630581.0,7.0,,,,,,,,,,
417,PT08M25.00S,2024-04-14T20:54:43.9Z,3,REGULAR,foul,personal,['2freethrow'],203488,,,1610612742,90,41,2024-04-14T20:54:49Z,4090000,False,,,0,,M. Muscala shooting personal FOUL (1 PF) (Green 2 FT),"[203488, 1630182]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Muscala,M. Muscala,,,,,,,,,,202026.0,1.0,0.0,Green,1630182.0,,,,,
419,PT08M25.00S,2024-04-14T20:55:08.5Z,3,REGULAR,freethrow,1 of 2,[],1630182,,,1610612742,90,42,2024-04-14T20:55:08Z,4110000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630182],1610612742.0,DAL,,,,,,,,,,Made,Green,J. Green,,,,,,3.0,,,,,,,,,,,,,
420,PT08M25.00S,2024-04-14T20:55:09.1Z,3,REGULAR,substitution,out,[],1641717,,,1610612742,90,42,2024-04-14T20:55:18Z,4120000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
421,PT08M25.00S,2024-04-14T20:55:09.1Z,3,REGULAR,substitution,out,[],1641765,,,1610612742,90,42,2024-04-14T20:55:18Z,4130000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
422,PT08M25.00S,2024-04-14T20:55:09.1Z,3,REGULAR,substitution,in,[],1630598,,,1610612742,90,42,2024-04-14T20:55:18Z,4140000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
423,PT08M25.00S,2024-04-14T20:55:09.1Z,3,REGULAR,substitution,in,[],1641788,,,1610612742,90,42,2024-04-14T20:55:18Z,4150000,False,,,0,,SUB in: A. Fudge,[1641788],1610612742.0,DAL,,,,,,,,,,,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
424,PT08M25.00S,2024-04-14T20:55:27.2Z,3,REGULAR,freethrow,2 of 2,[],1630182,,,1610612742,90,43,2024-04-14T20:55:27Z,4160000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1630182],1610612742.0,DAL,,,,,,,,,,Made,Green,J. Green,,,,,,4.0,,,,,,,,,,,,,
