actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
79,PT05M43.00S,2024-02-01T01:22:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,5.863994743758213,52.94117647058824,1610612760,10,10,2024-02-01T01:25:15Z,790000,False,-15.0,3.0,1,left,S. Gilgeous-Alexander running Layup (6 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,1.49,Made,,,,,,,,,,,6.0,J. Giddey,1630581.0,1.0,,,
81,PT05M25.00S,2024-02-01T01:22:48.3Z,1,REGULAR,3pt,Jump Shot,[],1631212,95.6143232588699,94.85294117647058,1610612743,10,13,2024-02-01T01:22:53Z,810000,False,224.0,-11.0,1,right,P. Watson 3PT  (3 PTS) (M. Porter Jr. 2 AST),"[1631212, 1629008]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Right Corner 3,24+ Right,,22.46,Made,,,,,,,,,,,3.0,M. Porter Jr.,1629008.0,2.0,,,
83,PT05M09.00S,2024-02-01T01:23:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.492115637319317,38.23529411764706,1610612760,10,13,2024-02-01T01:23:09Z,830000,False,59.0,27.0,1,left,MISS S. Gilgeous-Alexander 6' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,6.48,Missed,,,,,,,,,,,,,,,,,
84,PT05M07.00S,2024-02-01T01:23:06.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,10,13,2024-02-01T01:23:09Z,840000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,
85,PT04M54.00S,2024-02-01T01:23:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.11760840998686,45.09803921568628,1610612743,10,15,2024-02-01T01:26:35Z,850000,False,-25.0,12.0,1,right,M. Porter Jr. driving Layup (2 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,2.74,Made,,,,,,,,,,,2.0,A. Gordon,203932.0,2.0,,,
87,PT04M41.00S,2024-02-01T01:23:32.0Z,1,REGULAR,3pt,Jump Shot,[],1630581,21.369908015768726,90.93137254901961,1610612760,10,15,2024-02-01T01:23:36Z,870000,False,-205.0,148.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,25.28,Missed,,,,,,,,,,,,,,,,,
88,PT04M39.00S,2024-02-01T01:23:34.0Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,10,15,2024-02-01T01:23:36Z,880000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,87.0,3.0,2.0,1.0,,,,,,,,,,,,,
89,PT04M38.00S,2024-02-01T01:23:37.9Z,1,REGULAR,foul,personal,[],1629008,,,1610612760,10,15,2024-02-01T01:24:03Z,890000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1631096]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,1.0,0.0,Holmgren,1631096.0,,,,,,,
91,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,10,15,2024-02-01T01:24:09Z,910000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,out,[],1629026,,,1610612760,10,15,2024-02-01T01:24:09Z,920000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,10,15,2024-02-01T01:24:09Z,930000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612760,10,15,2024-02-01T01:24:09Z,940000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,10,15,2024-02-01T01:24:09Z,950000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,10,15,2024-02-01T01:24:09Z,960000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,10,15,2024-02-01T01:24:09Z,970000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2024-02-01T01:23:52.4Z,1,REGULAR,substitution,in,[],202704,,,1610612760,10,15,2024-02-01T01:24:09Z,980000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M25.00S,2024-02-01T01:24:40.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641717,10.200394218134035,23.774509803921568,1610612760,10,15,2024-02-01T01:24:45Z,1000000,False,131.0,43.0,1,left,MISS C. Wallace 13' turnaround Shot - blocked,"[1641717, 1631212]",1610612760.0,OKC,turnaround,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,13.81,Missed,,,,,Watson,1631212.0,,,,,,,,,,,
101,PT04M25.00S,2024-02-01T01:24:40.6Z,1,REGULAR,block,,[],1631212,,,1610612760,10,15,2024-02-01T01:24:43Z,1010000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2024-02-01T01:24:43.6Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,10,15,2024-02-01T01:24:45Z,1020000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,,
103,PT04M21.00S,2024-02-01T01:24:44.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,6.652431011826544,49.50980392156863,1610612760,10,15,2024-02-01T01:27:26Z,1030000,False,2.0,10.0,1,left,MISS S. Gilgeous-Alexander Jump Shot,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,1.03,Missed,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2024-02-01T01:24:47.9Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,10,15,2024-02-01T01:27:26Z,1040000,False,,,0,,P. Watson REBOUND (Off:1 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,103.0,3.0,2.0,1.0,,,,,,,,,,,,,
105,PT04M11.00S,2024-02-01T01:24:55.1Z,1,REGULAR,3pt,Jump Shot,[],203484,89.17542706964521,3.431372549019608,1610612743,10,15,2024-02-01T01:25:02Z,1050000,False,-233.0,49.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,23.8,Missed,,,,,,,,,,,,,,,,,
106,PT04M05.00S,2024-02-01T01:25:01.0Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,10,15,2024-02-01T01:25:01Z,1060000,False,,,0,,P. Watson REBOUND (Off:2 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,,,,105.0,4.0,2.0,2.0,,,,,,,,,,,,,
108,PT03M56.00S,2024-02-01T01:25:15.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612743,10,15,2024-02-01T01:25:20Z,1080000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M56.00S,2024-02-01T01:25:15.9Z,1,REGULAR,substitution,in,[],1630598,,,1610612743,10,15,2024-02-01T01:25:20Z,1090000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M54.00S,2024-02-01T01:25:35.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,92.59198423127464,96.07843137254902,1610612743,10,18,2024-02-01T01:29:00Z,1100000,False,230.0,17.0,1,right,K. Caldwell-Pope 3PT step back (3 PTS) (R. Jackson 1 AST),"[203484, 202704]",1610612743.0,DEN,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,23.1,Made,,,,,,,,,,,3.0,R. Jackson,202704.0,1.0,,,
112,PT03M30.00S,2024-02-01T01:25:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,5.601182654402102,52.20588235294118,1610612760,10,18,2024-02-01T01:29:57Z,1120000,False,-11.0,0.0,1,left,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,1.1,Missed,,,,,,,,,,,,,,,,,
113,PT03M28.00S,2024-02-01T01:26:01.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,10,18,2024-02-01T01:26:10Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,112.0,,,,,,,,,,,,,,,,
115,PT03M13.00S,2024-02-01T01:26:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612743,10,18,2024-02-01T01:27:04Z,1150000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1631119, 203484]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,
117,PT03M13.00S,2024-02-01T01:27:05.5Z,1,REGULAR,freethrow,1 of 2,[],203484,,,1610612743,10,19,2024-02-01T01:27:05Z,1170000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (4 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,
118,PT03M13.00S,2024-02-01T01:27:23.1Z,1,REGULAR,freethrow,2 of 2,[],203484,,,1610612743,10,20,2024-02-01T01:27:23Z,1180000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (5 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,
119,PT02M58.00S,2024-02-01T01:27:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,10.463206307490145,51.225490196078425,1610612760,10,20,2024-02-01T01:30:38Z,1190000,False,-6.0,46.0,1,left,MISS C. Wallace driving floating Shot,[1641717],1610612760.0,OKC,driving floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,4.63,Missed,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2024-02-01T01:27:41.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,10,20,2024-02-01T01:27:46Z,1200000,False,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,119.0,3.0,3.0,0.0,,,,,,,,,,,,,
121,PT02M43.00S,2024-02-01T01:27:53.9Z,1,REGULAR,3pt,Jump Shot,[],202704,96.13994743758212,94.6078431372549,1610612743,10,23,2024-02-01T01:27:58Z,1210000,False,223.0,-16.0,1,right,R. Jackson 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[202704, 203484]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,,22.36,Made,,,,,,,,,,,3.0,K. Caldwell-Pope,203484.0,1.0,,,
123,PT02M27.00S,2024-02-01T01:28:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,7.703679369250986,58.333333333333336,1610612760,12,23,2024-02-01T01:28:13Z,1230000,False,-42.0,20.0,1,left,A. Wiggins floating Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630598, 1628983]",1610612760.0,OKC,floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,4.62,Made,,,,,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,
125,PT02M03.00S,2024-02-01T01:28:33.8Z,1,REGULAR,3pt,Jump Shot,[],1631212,67.7562417871222,62.99019607843137,1610612743,12,23,2024-02-01T01:28:38Z,1250000,False,65.0,251.0,1,right,MISS P. Watson 25' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,25.89,Missed,,,,,,,,,,,,,,,,,
126,PT02M00.00S,2024-02-01T01:28:36.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,12,23,2024-02-01T01:28:38Z,1260000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,
127,PT01M55.00S,2024-02-01T01:28:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612760,12,23,2024-02-01T01:28:54Z,1270000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1631212, 1628983]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
129,PT01M55.00S,2024-02-01T01:28:58.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,12,23,2024-02-01T01:28:58Z,1290000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,out,[],203484,,,1610612760,12,23,2024-02-01T01:31:35Z,1300000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,out,[],1631212,,,1610612760,12,23,2024-02-01T01:31:35Z,1310000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,out,[],1627750,,,1610612760,12,23,2024-02-01T01:31:35Z,1320000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,out,[],203932,,,1610612760,12,23,2024-02-01T01:31:35Z,1330000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,in,[],203200,,,1610612760,12,23,2024-02-01T01:31:35Z,1340000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,in,[],1631128,,,1610612760,12,23,2024-02-01T01:31:35Z,1350000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,in,[],1629008,,,1610612760,12,23,2024-02-01T01:31:35Z,1360000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2024-02-01T01:31:24.8Z,1,REGULAR,substitution,in,[],1630192,,,1610612760,12,23,2024-02-01T01:31:35Z,1370000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M55.00S,2024-02-01T01:31:39.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612760,12,23,2024-02-01T01:31:48Z,1380000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,
139,PT01M55.00S,2024-02-01T01:31:59.1Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,13,23,2024-02-01T01:31:59Z,1390000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,
140,PT01M55.00S,2024-02-01T01:32:11.6Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,14,23,2024-02-01T01:32:11Z,1400000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,
141,PT01M42.00S,2024-02-01T01:32:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,89.04402102496715,49.754901960784316,1610612743,14,23,2024-02-01T01:40:46Z,1410000,False,-1.0,50.0,1,right,MISS R. Jackson driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,5.05,Missed,,,,,,,,,,,,,,,,,
142,PT01M41.00S,2024-02-01T01:32:29.0Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,14,23,2024-02-01T01:40:46Z,1420000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,
143,PT01M40.00S,2024-02-01T01:32:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,95.22010512483574,49.01960784313725,1610612743,14,25,2024-02-01T01:40:52Z,1430000,False,-5.0,-8.0,1,right,Z. Nnaji tip Layup (2 PTS),[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,0.9,Made,,,,,,,,,,,2.0,,,,,,
144,PT01M28.00S,2024-02-01T01:32:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628983,6.915243101182654,48.529411764705884,1610612760,16,25,2024-02-01T01:34:20Z,1440000,False,7.0,13.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (10 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,1.45,Made,,,,,,,,,,,10.0,,,,,,
145,PT01M28.00S,2024-02-01T01:32:43.6Z,1,REGULAR,violation,defensive goaltending,[],1630192,,,1610612760,16,25,2024-02-01T01:32:57Z,1450000,False,,,0,,Z. Nnaji defensive goaltending VIOLATION,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
146,PT01M18.00S,2024-02-01T01:33:01.0Z,1,REGULAR,3pt,Jump Shot,[],203200,96.7969776609724,2.696078431372549,1610612743,16,28,2024-02-01T01:34:34Z,1460000,False,-237.0,-22.0,1,right,J. Holiday 3PT step back (3 PTS) (R. Jackson 2 AST),"[203200, 202704]",1610612743.0,DEN,step back,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,23.76,Made,,,,,,,,,,,3.0,R. Jackson,202704.0,2.0,,,
148,PT01M09.00S,2024-02-01T01:33:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630598,25.706307490144546,17.15686274509804,1610612760,16,28,2024-02-01T01:33:15Z,1480000,False,164.0,189.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,25.04,Missed,,,,,,,,,,,,,,,,,
149,PT01M07.00S,2024-02-01T01:33:12.8Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,16,28,2024-02-01T01:33:12Z,1490000,False,,,0,,C. Wallace REBOUND (Off:1 Def:0),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,148.0,1.0,0.0,1.0,,,,,,,,,,,,,
150,PT01M01.00S,2024-02-01T01:33:18.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631119,28.33442838370565,21.568627450980394,1610612760,19,28,2024-02-01T01:33:23Z,1500000,False,142.0,214.0,1,left,J. Williams 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,25.68,Made,,,,,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,,
152,PT00M47.40S,2024-02-01T01:33:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,83.26215505913272,34.55882352941176,1610612743,19,28,2024-02-01T01:41:12Z,1520000,False,-77.0,105.0,1,right,MISS R. Jackson 13' driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Left,,13.02,Missed,,,,,,,,,,,,,,,,,
153,PT00M46.40S,2024-02-01T01:33:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,19,28,2024-02-01T01:33:54Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,152.0,,,,,,,,,,,,,,,,
156,PT00M42.50S,2024-02-01T01:33:56.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,78.26872536136662,39.46078431372549,1610612743,19,28,2024-02-01T01:34:01Z,1550000,False,-53.0,152.0,1,right,MISS M. Porter Jr. 16' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,16.07,Missed,,,,,,,,,,,,,,,,,
157,PT00M39.60S,2024-02-01T01:33:59.5Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,19,28,2024-02-01T01:34:01Z,1560000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Mid-Range,16-24 Left Center,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,
158,PT00M31.50S,2024-02-01T01:34:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.338370565045992,41.17647058823529,1610612760,19,28,2024-02-01T01:34:12Z,1570000,False,44.0,-2.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,4.42,Missed,,,,,,,,,,,,,,,,,
159,PT00M28.60S,2024-02-01T01:34:10.4Z,1,REGULAR,rebound,defensive,[],203200,,,1610612743,19,28,2024-02-01T01:34:12Z,1580000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,
160,PT00M25.20S,2024-02-01T01:34:13.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631128,86.5473061760841,95.83333333333334,1610612743,19,28,2024-02-01T01:38:47Z,1590000,False,229.0,74.0,1,right,MISS C. Braun 24' running 3PT,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,24.08,Missed,,,,,,,,,,,,,,,,,
161,PT00M21.50S,2024-02-01T01:34:17.6Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,19,28,2024-02-01T01:34:27Z,1600000,False,,,0,,C. Wallace REBOUND (Off:1 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,,,
162,PT00M01.50S,2024-02-01T01:34:37.6Z,1,REGULAR,3pt,Jump Shot,[],1641717,11.645860709592641,3.6764705882352944,1610612760,19,28,2024-02-01T01:34:46Z,1610000,False,232.0,57.0,1,left,MISS C. Wallace 3PT - blocked,"[1641717, 203200]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,23.85,Missed,,,,,Holiday,203200.0,,,,,,,,,,,
163,PT00M01.50S,2024-02-01T01:34:37.6Z,1,REGULAR,block,,[],203200,,,1610612760,19,28,2024-02-01T01:34:40Z,1620000,False,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
