actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT04M16.00S,2025-03-18T02:26:57.1Z,1,REGULAR,substitution,out,[],1642367,,,1610612756,18,20,2025-03-18T02:27:09Z,890000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M16.00S,2025-03-18T02:26:57.1Z,1,REGULAR,substitution,in,[],203486,,,1610612756,18,20,2025-03-18T02:27:09Z,900000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M16.00S,2025-03-18T02:26:57.1Z,1,REGULAR,substitution,in,[],1626145,,,1610612756,18,20,2025-03-18T02:27:09Z,910000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M16.00S,2025-03-18T02:26:57.1Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,18,20,2025-03-18T02:27:09Z,920000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M16.00S,2025-03-18T02:26:57.1Z,1,REGULAR,substitution,in,[],202066,,,1610612756,18,20,2025-03-18T02:27:09Z,930000,False,,,0,,SUB in: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M14.00S,2025-03-18T02:27:23.5Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,18,20,2025-03-18T02:27:33Z,940000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612756.0,PHX,bad pass,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,202901.0,,,,,1.0,,,,,,,
95,PT04M03.00S,2025-03-18T02:27:47.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642419,75.90341655716163,69.36274509803921,1610612761,18,20,2025-03-18T02:27:53Z,950000,False,97.0,174.0,1,right,MISS J. Battle 19' Jump Shot,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Mid-Range,16-24 Right Center,19.91,Missed,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2025-03-18T02:27:51.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,18,20,2025-03-18T02:27:52Z,960000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,
97,PT03M59.00S,2025-03-18T02:27:52.5Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612756,18,20,2025-03-18T02:27:57Z,970000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1630639]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,Lawson,1630639.0,,
98,PT03M59.00S,2025-03-18T02:27:52.5Z,1,REGULAR,steal,,[],1630639,,,1610612761,18,20,2025-03-18T02:27:55Z,980000,False,,,0,,A. Lawson STEAL (1 STL),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
99,PT03M50.00S,2025-03-18T02:28:01.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631115,85.89027595269383,48.77450980392157,1610612761,18,22,2025-03-18T02:28:59Z,990000,False,-6.0,80.0,1,right,O. Robinson 8' turnaround Hook (2 PTS),[1631115],1610612761.0,TOR,turnaround,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,8.03,Made,,,,,2.0,,,,,,,,,,,,,
100,PT03M28.00S,2025-03-18T02:28:22.9Z,1,REGULAR,3pt,Jump Shot,[],1626145,7.966491458607096,3.6764705882352944,1610612756,18,22,2025-03-18T02:28:28Z,1000000,False,232.0,22.0,1,left,MISS T. Jones 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
101,PT03M24.00S,2025-03-18T02:28:26.9Z,1,REGULAR,rebound,defensive,[],1630639,,,1610612761,18,22,2025-03-18T02:28:28Z,1010000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Right Corner 3,24+ Right,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M16.00S,2025-03-18T02:28:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630639,84.97043363994744,3.431372549019608,1610612761,18,25,2025-03-18T02:28:40Z,1020000,False,-233.0,89.0,1,right,A. Lawson 24' 3PT  (5 PTS) (O. Robinson 1 AST),"[1630639, 1631115]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Left Corner 3,24+ Left,24.92,Made,,,,,5.0,,,,,,,O. Robinson,1631115.0,1.0,,,,
104,PT02M56.00S,2025-03-18T02:28:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.16491458607096,36.51960784313725,1610612756,20,25,2025-03-18T02:30:43Z,1040000,False,67.0,109.0,1,left,K. Durant 12' fadeaway Jump Shot (2 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,12.81,Made,,,,,2.0,,,,,,,,,,,,,
105,PT02M56.00S,2025-03-18T02:28:58.5Z,1,REGULAR,foul,personal,['1freethrow'],202066,,,1610612756,20,25,2025-03-18T02:29:16Z,1050000,False,,,0,,G. Temple shooting personal FOUL (1 PF) (Durant 1 FT),"[202066, 201142]",1610612761.0,TOR,shooting,,,Temple,G. Temple,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202901.0,1.0,0.0,Durant,201142.0,,,,,,,,
107,PT02M56.00S,2025-03-18T02:29:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,20,25,2025-03-18T02:29:16Z,1070000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M56.00S,2025-03-18T02:30:45.6Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,20,25,2025-03-18T02:31:52Z,1080000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M56.00S,2025-03-18T02:30:45.6Z,1,REGULAR,substitution,out,[],1642419,,,1610612756,20,25,2025-03-18T02:31:52Z,1090000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M56.00S,2025-03-18T02:30:45.6Z,1,REGULAR,substitution,in,[],1628998,,,1610612756,20,25,2025-03-18T02:31:52Z,1100000,False,,,0,,SUB in: C. Martin,[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M56.00S,2025-03-18T02:30:45.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612756,20,25,2025-03-18T02:31:52Z,1110000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M56.00S,2025-03-18T02:32:15.9Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,21,25,2025-03-18T02:32:15Z,1120000,False,,,0,,K. Durant Free Throw 1 of 1 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
113,PT02M42.00S,2025-03-18T02:32:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,82.21090670170827,49.26470588235294,1610612761,21,25,2025-03-18T02:32:39Z,1130000,False,-4.0,115.0,1,right,MISS J. Shead 11' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,11.48,Missed,,,,,,,,,,,,,,,,,,
114,PT02M39.00S,2025-03-18T02:32:36.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,21,25,2025-03-18T02:32:39Z,1140000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,113.0,2.0,2.0,0.0,,,,,,,,,,,,,,
115,PT02M25.00S,2025-03-18T02:32:50.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,15.325229960578188,4.166666666666666,1610612756,21,25,2025-03-18T02:32:55Z,1150000,False,229.0,92.0,1,left,MISS R. O'Neale 24' step back 3PT,[1626220],1610612756.0,PHX,step back,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right,24.68,Missed,,,,,,,,,,,,,,,,,,
116,PT02M22.00S,2025-03-18T02:32:53.4Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612761,21,25,2025-03-18T02:32:55Z,1160000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT02M11.00S,2025-03-18T02:33:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631115,90.75229960578186,46.07843137254902,1610612761,21,27,2025-03-18T02:33:26Z,1170000,False,-20.0,34.0,1,right,O. Robinson cutting Layup (4 PTS) (S. Barnes 1 AST),"[1631115, 1630567]",1610612761.0,TOR,cutting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,3.96,Made,,,,,4.0,,,,,,,S. Barnes,1630567.0,1.0,,,,
119,PT01M53.00S,2025-03-18T02:33:21.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,25.18068331143233,10.049019607843137,1610612756,24,27,2025-03-18T02:33:25Z,1190000,False,200.0,184.0,1,left,R. O'Neale 27' 3PT  (3 PTS),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,27.18,Made,,,,,3.0,,,,,,,,,,,,,
121,PT01M40.00S,2025-03-18T02:33:37.2Z,1,REGULAR,foul,personal,[],203486,,,1610612761,24,27,2025-03-18T02:33:53Z,1210000,False,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1631115]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,200834.0,1.0,0.0,Robinson,1631115.0,,,,,,,,
123,PT01M40.00S,2025-03-18T02:33:54.0Z,1,REGULAR,substitution,out,[],1630639,,,1610612761,24,27,2025-03-18T02:34:00Z,1230000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M40.00S,2025-03-18T02:33:54.0Z,1,REGULAR,substitution,in,[],1630193,,,1610612761,24,27,2025-03-18T02:34:00Z,1240000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M33.00S,2025-03-18T02:34:14.5Z,1,REGULAR,3pt,Jump Shot,[],1642347,74.32654402102497,13.480392156862745,1610612761,24,27,2025-03-18T02:34:23Z,1250000,False,-183.0,189.0,1,right,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
126,PT01M32.00S,2025-03-18T02:34:15.5Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612761,24,27,2025-03-18T02:37:42Z,1260000,False,,,0,,O. Robinson REBOUND (Off:1 Def:1),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,,
140,PT01M31.00S,2025-03-18T02:34:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631115,89.83245729303549,50.49019607843137,1610612761,24,27,2025-03-18T02:37:42Z,1265000,False,2.0,43.0,1,right,MISS O. Robinson tip Layup,[1631115],1610612761.0,TOR,tip,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
141,PT01M26.00S,2025-03-18T02:34:27.7Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,24,27,2025-03-18T02:37:33Z,1267500,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT01M19.00S,2025-03-18T02:34:30.9Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,24,27,2025-03-18T02:34:36Z,1270000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (2 TO),[201142],1610612756.0,PHX,bad pass,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,200834.0,,,,,2.0,,,,,,,
128,PT01M05.00S,2025-03-18T02:34:50.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631115,84.31340341655716,42.15686274509804,1610612761,24,27,2025-03-18T02:37:21Z,1280000,False,-39.0,95.0,1,right,MISS O. Robinson 10' floating Shot,[1631115],1610612761.0,TOR,floating,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
129,PT01M03.00S,2025-03-18T02:34:52.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,24,27,2025-03-18T02:34:54Z,1290000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,128.0,3.0,3.0,0.0,,,,,,,,,,,,,,
130,PT00M51.30S,2025-03-18T02:35:06.6Z,1,REGULAR,turnover,traveling,[],203486,,,1610612756,24,27,2025-03-18T02:35:11Z,1300000,False,,,0,,M. Plumlee traveling TURNOVER (2 TO),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,,,200834.0,,,,,2.0,,,,,,,
131,PT00M34.40S,2025-03-18T02:35:36.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631115,84.83902759526939,51.9607843137255,1610612761,24,29,2025-03-18T02:37:47Z,1310000,False,10.0,90.0,1,right,O. Robinson 9' floating Jump Shot (6 PTS) (I. Quickley 4 AST),"[1631115, 1630193]",1610612761.0,TOR,floating,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,,,,,6.0,,,,,,,I. Quickley,1630193.0,4.0,,,,
133,PT00M17.50S,2025-03-18T02:35:56.4Z,1,REGULAR,2pt,Jump Shot,[],1626145,20.97568988173456,61.274509803921575,1610612756,24,29,2025-03-18T02:36:00Z,1330000,False,-56.0,145.0,1,left,MISS T. Jones 15' pullup Shot,[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,15.53,Missed,,,,,,,,,,,,,,,,,,
134,PT00M14.70S,2025-03-18T02:35:59.2Z,1,REGULAR,rebound,offensive,[],203486,,,1610612756,24,29,2025-03-18T02:36:00Z,1340000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Center,,,133.0,4.0,3.0,1.0,,,,,,,,,,,,,,
135,PT00M13.80S,2025-03-18T02:36:00.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,32.013797634691194,68.62745098039215,1610612756,24,29,2025-03-18T02:36:05Z,1350000,False,-93.0,248.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
136,PT00M09.90S,2025-03-18T02:36:04.0Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612761,24,29,2025-03-18T02:36:05Z,1360000,False,,,0,,O. Robinson REBOUND (Off:1 Def:2),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,,,
137,PT00M00.20S,2025-03-18T02:36:13.7Z,1,REGULAR,3pt,Jump Shot,[],1630193,68.01905387647832,71.07843137254902,1610612761,24,29,2025-03-18T02:36:19Z,1370000,False,105.0,248.0,1,right,MISS I. Quickley 26' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
138,PT00M00.20S,2025-03-18T02:36:13.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,24,29,2025-03-18T02:36:19Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,137.0,,,,,,,,,,,,,,,,,
139,PT00M00.00S,2025-03-18T02:36:17.6Z,1,REGULAR,period,end,[],0,,,1610612761,24,29,2025-03-18T02:36:17Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,out,['startperiod'],203486,,,1610612761,24,29,2025-03-18T02:38:45Z,1400000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612761,24,29,2025-03-18T02:38:45Z,1410000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,out,['startperiod'],1631115,,,1610612761,24,29,2025-03-18T02:38:45Z,1420000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,24,29,2025-03-18T02:38:45Z,1430000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612761,24,29,2025-03-18T02:38:45Z,1440000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,in,['startperiod'],1642345,,,1610612761,24,29,2025-03-18T02:38:45Z,1450000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,in,['startperiod'],1630639,,,1610612761,24,29,2025-03-18T02:38:45Z,1460000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-03-18T02:36:39.3Z,2,REGULAR,substitution,in,['startperiod'],1630658,,,1610612761,24,29,2025-03-18T02:38:45Z,1470000,False,,,0,,SUB in: C. Castleton,[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-03-18T02:39:07.4Z,2,REGULAR,period,start,[],0,,,0,24,29,2025-03-18T02:39:07Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M49.00S,2025-03-18T02:39:21.2Z,2,REGULAR,foul,personal,[],1626164,,,0,24,29,2025-03-18T02:39:28Z,1490000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1630567]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202901.0,1.0,0.0,Barnes,1630567.0,,,,,,,,
153,PT11M44.00S,2025-03-18T02:39:45.8Z,2,REGULAR,turnover,traveling,[],1630658,,,1610612761,24,29,2025-03-18T02:39:51Z,1510000,False,,,0,,C. Castleton traveling TURNOVER (2 TO),[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,Above the Break 3,24+ Center,,,,,,,,200834.0,,,,,2.0,,,,,,,
154,PT11M29.00S,2025-03-18T02:40:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642345,8.754927726675426,45.09803921568628,1610612756,26,29,2025-03-18T02:40:39Z,1520000,False,25.0,30.0,1,left,O. Ighodaro cutting Layup (2 PTS) (T. Jones 1 AST),"[1642345, 1626145]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,2.0,,,,,,,T. Jones,1626145.0,1.0,,,,
156,PT11M04.00S,2025-03-18T02:40:29.9Z,2,REGULAR,2pt,Jump Shot,[],1630567,78.40013140604468,21.568627450980394,1610612761,26,29,2025-03-18T02:40:40Z,1540000,False,-142.0,151.0,1,right,MISS S. Barnes 20' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,20.71,Missed,,,,,,,,,,,,,,,,,,
157,PT10M58.00S,2025-03-18T02:40:36.8Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,26,29,2025-03-18T02:40:36Z,1550000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Left Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT10M58.00S,2025-03-18T02:40:38.6Z,2,REGULAR,foul,personal,['3freethrow'],1630193,,,1610612756,26,29,2025-03-18T02:40:51Z,1560000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Booker 3 FT),"[1630193, 1626164]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,202901.0,1.0,0.0,Booker,1626164.0,,,,,,,,
160,PT10M58.00S,2025-03-18T02:41:03.1Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],1626164,,,1610612756,27,29,2025-03-18T02:41:03Z,1580000,False,,,0,,D. Booker Free Throw 1 of 3 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
161,PT10M58.00S,2025-03-18T02:41:14.9Z,2,REGULAR,freethrow,2 of 3,['fastbreak'],1626164,,,1610612756,28,29,2025-03-18T02:41:14Z,1590000,False,,,0,,D. Booker Free Throw 2 of 3 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
162,PT10M58.00S,2025-03-18T02:41:27.7Z,2,REGULAR,freethrow,3 of 3,['fastbreak'],1626164,,,1610612756,29,29,2025-03-18T02:41:27Z,1600000,False,,,0,,D. Booker Free Throw 3 of 3 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
163,PT10M40.00S,2025-03-18T02:41:49.4Z,2,REGULAR,3pt,Jump Shot,[],1630639,74.19513797634691,13.725490196078432,1610612761,29,29,2025-03-18T02:41:55Z,1610000,False,-181.0,190.0,1,right,MISS A. Lawson 26' 3PT,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
164,PT10M36.00S,2025-03-18T02:41:53.4Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,29,29,2025-03-18T02:41:55Z,1620000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
165,PT10M19.00S,2025-03-18T02:42:10.0Z,2,REGULAR,3pt,Jump Shot,[],1626145,4.155716162943495,95.34313725490196,1610612756,32,29,2025-03-18T02:42:14Z,1630000,False,-227.0,-13.0,1,left,T. Jones 3PT  (3 PTS) (C. Martin 1 AST),"[1626145, 1628998]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.71,Made,,,,,3.0,,,,,,,C. Martin,1628998.0,1.0,,,,
167,PT10M02.00S,2025-03-18T02:42:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,87.20433639947439,40.19607843137255,1610612761,32,29,2025-03-18T02:42:31Z,1650000,False,-49.0,68.0,1,right,MISS I. Quickley 8' driving Layup,[1630193],1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Left,8.37,Missed,,,,,,,,,,,,,,,,,,
168,PT10M00.00S,2025-03-18T02:42:29.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,32,29,2025-03-18T02:42:31Z,1660000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Left,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,,
169,PT09M42.00S,2025-03-18T02:42:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,10.726018396846255,55.14705882352941,1610612756,34,29,2025-03-18T02:42:51Z,1670000,False,-26.0,48.0,1,left,T. Jones driving floating Jump Shot (5 PTS),[1626145],1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,5.0,,,,,,,,,,,,,
170,PT09M42.00S,2025-03-18T02:42:52.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,34,29,2025-03-18T02:42:52Z,1680000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
