actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
336,PT10M45.00S,2024-12-04T03:20:01.0Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,55,44,2024-12-04T03:21:32Z,3280000,False,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 1641705]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,Wembanyama,1641705.0,,
337,PT10M45.00S,2024-12-04T03:20:01.0Z,3,REGULAR,steal,,[],1641705,,,1610612759,55,44,2024-12-04T03:20:02Z,3290000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
338,PT10M37.00S,2024-12-04T03:20:09.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641705,6.652431011826544,55.392156862745104,1610612759,55,46,2024-12-04T03:21:47Z,3300000,False,-27.0,10.0,1,left,V. Wembanyama alley-oop Layup (7 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,2.88,Made,7.0,,,,,S. Castle,1642264.0,1.0,,,,,
340,PT10M23.00S,2024-12-04T03:20:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203078,93.51182654402102,44.11764705882353,1610612756,57,46,2024-12-04T03:20:40Z,3320000,False,-29.0,8.0,1,right,B. Beal driving Layup (4 PTS),[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,3.06,Made,4.0,,,,,,,,,,,,
341,PT10M23.00S,2024-12-04T03:20:28.8Z,3,REGULAR,violation,defensive goaltending,[],1641705,,,1610612756,57,46,2024-12-04T03:22:15Z,3330000,False,,,0,,V. Wembanyama defensive goaltending VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
342,PT10M09.00S,2024-12-04T03:20:48.0Z,3,REGULAR,3pt,Jump Shot,[],1641705,26.49474375821288,79.16666666666666,1610612759,57,46,2024-12-04T03:20:52Z,3340000,False,-146.0,197.0,1,left,MISS V. Wembanyama 24' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,24.48,Missed,,,,,,,,,,,,,
343,PT10M06.00S,2024-12-04T03:20:51.0Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,57,46,2024-12-04T03:20:52Z,3350000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,342.0,3.0,3.0,0.0,,,,,,,,
344,PT09M57.00S,2024-12-04T03:20:59.9Z,3,REGULAR,2pt,Jump Shot,[],203078,80.50262812089356,13.725490196078432,1610612756,57,46,2024-12-04T03:21:04Z,3360000,False,-181.0,131.0,1,right,MISS B. Beal 22' step back Shot,[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left,,,,,,22.36,Missed,,,,,,,,,,,,,
345,PT09M54.00S,2024-12-04T03:21:02.9Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,57,46,2024-12-04T03:21:04Z,3370000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left,,,,,,,,,344.0,6.0,4.0,2.0,,,,,,,,
346,PT09M45.00S,2024-12-04T03:21:15.7Z,3,REGULAR,foul,personal,[],1628960,,,1610612759,57,46,2024-12-04T03:21:31Z,3380000,False,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1641705]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,2004.0,2.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
348,PT09M39.00S,2024-12-04T03:21:38.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,6.258212877792378,44.85294117647059,1610612759,57,48,2024-12-04T05:01:23Z,3400000,False,26.0,6.0,1,left,V. Wembanyama driving reverse DUNK (9 PTS) (C. Paul 4 AST),"[1641705, 101108]",1610612759.0,SAS,driving reverse,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,2.65,Made,9.0,,,,,C. Paul,101108.0,4.0,,,,,
350,PT09M25.00S,2024-12-04T03:21:54.1Z,3,REGULAR,2pt,Jump Shot,[],203078,94.61235216819973,81.59466911764706,1610612756,57,48,2024-12-04T03:23:22Z,3420000,False,158.0,-2.0,1,right,MISS B. Beal 15' step back Shot,[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,15.8,Missed,,,,,,,,,,,,,
351,PT09M22.00S,2024-12-04T03:21:57.1Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,57,48,2024-12-04T03:23:36Z,3430000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,350.0,7.0,5.0,2.0,,,,,,,,
352,PT09M06.00S,2024-12-04T03:22:11.2Z,3,REGULAR,3pt,Jump Shot,[],1630577,22.28975032851511,87.25490196078431,1610612759,57,48,2024-12-04T03:22:55Z,3440000,False,-186.0,157.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,24.36,Missed,,,,,,,,,,,,,
353,PT09M04.00S,2024-12-04T03:22:13.2Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,57,48,2024-12-04T03:22:14Z,3450000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Left,,,,,,,,,352.0,2.0,2.0,0.0,,,,,,,,
354,PT08M52.00S,2024-12-04T03:22:28.4Z,3,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612756,57,48,2024-12-04T03:22:51Z,3460000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Allen 2 FT),"[1641705, 1628960]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,202007.0,1.0,0.0,Allen,1628960.0,,,,,,,,,,,,,,,
356,PT08M52.00S,2024-12-04T03:22:56.4Z,3,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,58,48,2024-12-04T03:22:56Z,3480000,False,,,0,,G. Allen Free Throw 1 of 2 (3 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
357,PT08M52.00S,2024-12-04T03:23:12.1Z,3,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,59,48,2024-12-04T03:23:12Z,3490000,False,,,0,,G. Allen Free Throw 2 of 2 (4 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
358,PT08M42.00S,2024-12-04T03:23:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,8.492115637319317,53.67647058823529,1610612759,59,50,2024-12-04T03:23:30Z,3500000,False,-18.0,27.0,1,left,S. Castle turnaround bank Jump Shot (11 PTS) (C. Paul 5 AST),"[1642264, 101108]",1610612759.0,SAS,turnaround bank,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,3.29,Made,11.0,,,,,C. Paul,101108.0,5.0,,,,,
360,PT08M24.00S,2024-12-04T03:23:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,88.78120893561103,37.745098039215684,1610612756,59,50,2024-12-04T03:25:15Z,3520000,False,-61.0,53.0,1,right,MISS D. Booker 8' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.1,Missed,,,,,,,,,,,,,
361,PT08M23.00S,2024-12-04T03:23:46.4Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,59,50,2024-12-04T03:25:15Z,3530000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,360.0,2.0,2.0,0.0,,,,,,,,
362,PT08M14.00S,2024-12-04T03:23:52.1Z,3,REGULAR,2pt,Jump Shot,[],101108,26.01839684625493,55.346200980392155,1610612759,59,52,2024-12-04T03:25:45Z,3540000,False,-27.0,192.0,1,left,C. Paul 19' pullup Jump Shot (2 PTS),[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,19.39,Made,2.0,,,,,,,,,,,,
363,PT08M04.00S,2024-12-04T03:24:03.1Z,3,REGULAR,3pt,Jump Shot,[],1626164,68.80749014454665,27.205882352941174,1610612756,59,52,2024-12-04T03:26:13Z,3550000,False,-114.0,241.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,26.63,Missed,,,,,,,,,,,,,
364,PT08M02.00S,2024-12-04T03:24:05.1Z,3,REGULAR,rebound,defensive,[],101108,,,1610612759,59,52,2024-12-04T03:26:13Z,3560000,False,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,363.0,3.0,3.0,0.0,,,,,,,,
365,PT07M54.00S,2024-12-04T03:24:14.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,7.178055190538765,49.26470588235294,1610612759,59,54,2024-12-04T03:27:49Z,3570000,False,4.0,15.0,1,left,V. Wembanyama alley-oop DUNK (11 PTS) (C. Paul 6 AST),"[1641705, 101108]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,1.54,Made,11.0,,,,,C. Paul,101108.0,6.0,,,,,
367,PT07M54.00S,2024-12-04T03:24:16.3Z,3,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612759,59,54,2024-12-04T03:24:22Z,3590000,False,,,0,,D. Booker shooting personal FOUL (3 PF) (Wembanyama 1 FT),"[1626164, 1641705]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,202007.0,3.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
369,PT07M54.00S,2024-12-04T03:24:25.8Z,3,REGULAR,substitution,out,[],1628960,,,1610612759,59,54,2024-12-04T03:25:08Z,3610000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M54.00S,2024-12-04T03:24:25.8Z,3,REGULAR,substitution,in,[],1626220,,,1610612759,59,54,2024-12-04T03:25:08Z,3620000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M54.00S,2024-12-04T03:24:51.5Z,3,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,59,55,2024-12-04T03:24:51Z,3630000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (12 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
372,PT07M42.00S,2024-12-04T03:25:05.9Z,3,REGULAR,3pt,Jump Shot,[],1626220,72.22404730617609,78.18627450980392,1610612756,59,55,2024-12-04T03:28:24Z,3640000,False,141.0,209.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,25.17,Missed,,,,,,,,,,,,,
373,PT07M40.00S,2024-12-04T03:25:07.9Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,59,55,2024-12-04T03:28:24Z,3650000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:6),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,372.0,8.0,6.0,2.0,,,,,,,,
374,PT07M34.00S,2024-12-04T03:25:15.7Z,3,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612759,59,55,2024-12-04T03:25:21Z,3660000,False,,,0,,D. Booker shooting personal FOUL (4 PF) (Castle 2 FT),"[1626164, 1642264]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1628171.0,4.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
376,PT07M34.00S,2024-12-04T03:25:53.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1642264,,,1610612759,59,56,2024-12-04T03:25:53Z,3680000,False,,,0,,S. Castle Free Throw 1 of 2 (12 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
377,PT07M34.00S,2024-12-04T03:26:00.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,59,56,2024-12-04T03:26:00Z,3690000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M34.00S,2024-12-04T03:29:05.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1642264,,,1610612759,59,57,2024-12-04T03:29:05Z,3700000,False,,,0,,S. Castle Free Throw 2 of 2 (13 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
379,PT07M21.00S,2024-12-04T03:29:22.9Z,3,REGULAR,turnover,traveling,[],203078,,,1610612756,59,57,2024-12-04T03:29:48Z,3710000,False,,,0,,B. Beal traveling TURNOVER (1 TO),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,1628171.0,,,,,,,,,,,,,,,1.0,,,,
380,PT07M01.00S,2024-12-04T03:29:52.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,6.783837056504599,56.127450980392155,1610612759,59,57,2024-12-04T03:30:22Z,3720000,False,-31.0,11.0,1,left,MISS S. Castle cutting Layup,[1642264],1610612759.0,SAS,cutting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,3.26,Missed,,,,,,,,,,,,,
381,PT07M00.00S,2024-12-04T03:29:53.5Z,3,REGULAR,rebound,offensive,[],1642264,,,1610612759,59,57,2024-12-04T03:30:22Z,3730000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,380.0,1.0,0.0,1.0,,,,,,,,
382,PT06M59.00S,2024-12-04T03:29:56.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642264,5.590000152587891,50.0,1610612759,59,57,2024-12-04T03:30:40Z,3740000,False,0.0,0.0,1,left,MISS S. Castle tip Layup,[1642264],1610612759.0,SAS,tip,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
383,PT06M58.00S,2024-12-04T03:29:57.3Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,59,57,2024-12-04T03:30:40Z,3750000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,382.0,3.0,3.0,0.0,,,,,,,,
385,PT06M37.00S,2024-12-04T03:30:31.5Z,3,REGULAR,2pt,Jump Shot,[],1626164,73.53810775295663,56.372549019607845,1610612756,59,57,2024-12-04T03:31:51Z,3770000,False,32.0,196.0,1,right,MISS D. Booker 19' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,19.88,Missed,,,,,,,,,,,,,
386,PT06M35.00S,2024-12-04T03:30:33.5Z,3,REGULAR,rebound,defensive,[],101108,,,1610612759,59,57,2024-12-04T03:31:51Z,3780000,False,,,0,,C. Paul REBOUND (Off:0 Def:4),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,,,,385.0,4.0,4.0,0.0,,,,,,,,
387,PT06M31.00S,2024-12-04T03:30:38.1Z,3,REGULAR,turnover,bad pass,[],1630577,,,1610612759,59,57,2024-12-04T03:32:36Z,3790000,False,,,0,,J. Champagnie bad pass TURNOVER (2 TO),"[1630577, 1626164]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Booker,1626164.0,,
388,PT06M31.00S,2024-12-04T03:30:38.1Z,3,REGULAR,steal,,[],1626164,,,1610612756,59,57,2024-12-04T03:30:39Z,3800000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
389,PT06M18.00S,2024-12-04T03:30:48.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,88.78120893561103,2.696078431372549,1610612756,62,57,2024-12-04T03:30:53Z,3810000,False,-237.0,53.0,1,right,R. O'Neale 24' 3PT  (5 PTS) (O. Ighodaro 2 AST),"[1626220, 1642345]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,24.24,Made,5.0,,,,,O. Ighodaro,1642345.0,2.0,,,,,
391,PT06M00.00S,2024-12-04T03:31:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,8.623521681997373,49.01960784313725,1610612759,62,57,2024-12-04T03:33:23Z,3830000,False,5.0,29.0,1,left,MISS H. Barnes driving reverse Layup,[203084],1610612759.0,SAS,driving reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,2.9,Missed,,,,,,,,,,,,,
392,PT05M58.00S,2024-12-04T03:31:10.8Z,3,REGULAR,rebound,offensive,[],101108,,,1610612759,62,57,2024-12-04T03:33:23Z,3840000,False,,,0,,C. Paul REBOUND (Off:1 Def:4),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,391.0,5.0,4.0,1.0,,,,,,,,
393,PT05M45.00S,2024-12-04T03:31:24.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,26.231931668856767,85.04901960784314,1610612759,62,57,2024-12-04T03:33:56Z,3850000,False,-175.0,194.0,1,left,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,26.15,Missed,,,,,,,,,,,,,
394,PT05M43.00S,2024-12-04T03:31:26.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,62,57,2024-12-04T03:33:56Z,3860000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,393.0,,,,,,,,,,,
396,PT05M43.00S,2024-12-04T03:31:32.9Z,3,REGULAR,substitution,out,[],1626164,,,1610612756,62,57,2024-12-04T03:31:39Z,3880000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M43.00S,2024-12-04T03:31:32.9Z,3,REGULAR,substitution,out,[],1630577,,,1610612756,62,57,2024-12-04T03:31:39Z,3890000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M43.00S,2024-12-04T03:31:32.9Z,3,REGULAR,substitution,in,[],1628960,,,1610612756,62,57,2024-12-04T03:31:39Z,3900000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M43.00S,2024-12-04T03:31:32.9Z,3,REGULAR,substitution,in,[],1630170,,,1610612756,62,57,2024-12-04T03:31:39Z,3910000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M31.00S,2024-12-04T03:31:56.3Z,3,REGULAR,3pt,Jump Shot,[],1626145,71.43561103810775,22.30392156862745,1610612756,65,57,2024-12-04T03:32:02Z,3920000,False,-138.0,216.0,1,right,T. Jones 25' 3PT pullup (14 PTS) (B. Beal 4 AST),"[1626145, 203078]",1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,25.66,Made,14.0,,,,,B. Beal,203078.0,4.0,,,,,
402,PT05M12.00S,2024-12-04T03:32:17.8Z,3,REGULAR,turnover,lost ball,[],203084,,,1610612759,65,57,2024-12-04T03:34:54Z,3940000,False,,,0,,H. Barnes lost ball TURNOVER (1 TO),"[203084, 1642345]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Ighodaro,1642345.0,,
403,PT05M12.00S,2024-12-04T03:32:17.8Z,3,REGULAR,steal,,[],1642345,,,1610612756,65,57,2024-12-04T03:32:19Z,3950000,False,,,0,,O. Ighodaro STEAL (2 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT04M57.00S,2024-12-04T03:32:31.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626145,84.1819973718791,70.34313725490196,1610612756,65,57,2024-12-04T03:35:17Z,3960000,False,102.0,96.0,1,right,MISS T. Jones 14' pullup Shot,[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,14.0,Missed,,,,,,,,,,,,,
405,PT04M55.00S,2024-12-04T03:32:33.5Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,65,57,2024-12-04T03:35:17Z,3970000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:7),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,404.0,9.0,7.0,2.0,,,,,,,,
406,PT04M41.00S,2024-12-04T03:32:47.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,15.850854139290407,56.372549019607845,1610612759,65,57,2024-12-04T03:35:52Z,3980000,False,-32.0,96.0,1,left,MISS H. Barnes 10' turnaround fadeaway Shot,[203084],1610612759.0,SAS,turnaround fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.16,Missed,,,,,,,,,,,,,
407,PT04M39.00S,2024-12-04T03:32:49.3Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,65,57,2024-12-04T03:35:52Z,3990000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,406.0,4.0,3.0,1.0,,,,,,,,
408,PT04M31.00S,2024-12-04T03:32:58.6Z,3,REGULAR,foul,personal,[],1642264,,,1610612756,65,57,2024-12-04T03:33:08Z,4000000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1628960]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,2004.0,1.0,0.0,Allen,1628960.0,,,,,,,,,,,,,,,
410,PT04M31.00S,2024-12-04T03:33:03.8Z,3,REGULAR,substitution,out,[],101108,,,1610612756,65,57,2024-12-04T03:33:27Z,4020000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M31.00S,2024-12-04T03:33:03.8Z,3,REGULAR,substitution,out,[],203084,,,1610612756,65,57,2024-12-04T03:33:27Z,4030000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M31.00S,2024-12-04T03:33:03.8Z,3,REGULAR,substitution,in,[],1631110,,,1610612756,65,57,2024-12-04T03:33:27Z,4040000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M31.00S,2024-12-04T03:33:03.8Z,3,REGULAR,substitution,in,[],1629640,,,1610612756,65,57,2024-12-04T03:33:27Z,4050000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M16.00S,2024-12-04T03:33:41.8Z,3,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612756,65,57,2024-12-04T03:33:50Z,4060000,False,,,0,,D. Vassell shooting personal FOUL (2 PF) (Jones 2 FT),"[1630170, 1626145]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,1628171.0,2.0,0.0,Jones,1626145.0,,,,,,,,,,,,,,,
416,PT04M16.00S,2024-12-04T03:34:15.2Z,3,REGULAR,freethrow,1 of 2,[],1626145,,,1610612756,66,57,2024-12-04T03:37:27Z,4080000,False,,,0,,T. Jones Free Throw 1 of 2 (15 PTS),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,
419,PT04M16.00S,2024-12-04T03:34:15.2Z,3,REGULAR,freethrow,2 of 2,[],1626145,,,1610612756,67,57,2024-12-04T03:37:27Z,4085000,False,,,0,,T. Jones Free Throw 2 of 2 (16 PTS),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
417,PT04M16.00S,2024-12-04T03:34:15.8Z,3,REGULAR,substitution,out,[],1641705,,,1610612759,67,57,2024-12-04T03:37:27Z,4090000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
