actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
82,PT03M40.00S,2024-12-04T02:23:31.9Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612759,19,16,2024-12-04T02:23:38Z,820000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Castle 1 FT),"[1626164, 1642264]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1628171.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
84,PT03M40.00S,2024-12-04T02:23:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,19,16,2024-12-04T02:24:34Z,840000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M40.00S,2024-12-04T02:26:16.5Z,1,REGULAR,substitution,out,[],201142,,,1610612759,19,16,2024-12-04T02:26:41Z,850000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M40.00S,2024-12-04T02:26:16.5Z,1,REGULAR,substitution,out,[],1642345,,,1610612759,19,16,2024-12-04T02:26:41Z,860000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M40.00S,2024-12-04T02:26:16.5Z,1,REGULAR,substitution,out,[],203084,,,1610612759,19,16,2024-12-04T02:26:41Z,870000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M40.00S,2024-12-04T02:26:16.5Z,1,REGULAR,substitution,in,[],203486,,,1610612759,19,16,2024-12-04T02:26:41Z,880000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M40.00S,2024-12-04T02:26:16.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612759,19,16,2024-12-04T02:26:41Z,890000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M40.00S,2024-12-04T02:26:16.5Z,1,REGULAR,substitution,in,[],1631110,,,1610612759,19,16,2024-12-04T02:26:41Z,900000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M40.00S,2024-12-04T02:26:59.2Z,1,REGULAR,freethrow,1 of 1,[],1642264,,,1610612759,19,17,2024-12-04T02:26:59Z,910000,False,,,0,,S. Castle Free Throw 1 of 1 (5 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
92,PT03M30.00S,2024-12-04T02:27:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,6.783837056504599,53.92156862745098,1610612756,21,17,2024-12-04T02:27:14Z,920000,False,-20.0,11.0,1,left,R. O'Neale cutting Layup (2 PTS) (G. Allen 1 AST),"[1626220, 1628960]",1610612756.0,PHX,cutting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,2.26,Made,2.0,,,,,G. Allen,1628960.0,1.0,,,,,
94,PT03M08.00S,2024-12-04T02:27:31.1Z,1,REGULAR,3pt,Jump Shot,[],1628380,66.44218134034165,38.23529411764706,1610612759,21,17,2024-12-04T02:27:36Z,940000,False,-59.0,263.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,26.94,Missed,,,,,,,,,,,,,
95,PT03M06.00S,2024-12-04T02:27:33.1Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,21,17,2024-12-04T02:27:36Z,950000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,94.0,1.0,0.0,1.0,,,,,,,,
96,PT03M05.00S,2024-12-04T02:27:35.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,71.96123521681997,20.833333333333336,1610612759,21,17,2024-12-04T02:27:42Z,960000,False,-146.0,211.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,25.66,Missed,,,,,,,,,,,,,
97,PT03M00.00S,2024-12-04T02:27:40.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,21,17,2024-12-04T02:27:42Z,970000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,
98,PT02M42.00S,2024-12-04T02:27:58.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,29.517082785808146,14.950980392156863,1610612756,21,17,2024-12-04T02:30:08Z,980000,False,175.0,225.0,1,left,MISS R. O'Neale 28' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,28.52,Missed,,,,,,,,,,,,,
99,PT02M39.00S,2024-12-04T02:28:01.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,21,17,2024-12-04T02:30:08Z,990000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,98.0,,,,,,,,,,,
101,PT02M21.00S,2024-12-04T02:28:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,66.83639947437582,51.225490196078425,1610612759,21,17,2024-12-04T02:28:31Z,1010000,False,6.0,259.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,25.93,Missed,,,,,,,,,,,,,
102,PT02M20.00S,2024-12-04T02:28:24.8Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,21,17,2024-12-04T02:30:39Z,1020000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,101.0,2.0,0.0,2.0,,,,,,,,
103,PT02M19.00S,2024-12-04T02:28:30.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631110,94.40999984741211,50.0,1610612759,21,19,2024-12-04T02:30:35Z,1030000,False,0.0,0.0,1,right,J. Sochan tip Layup (2 PTS),[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,2.0,,,,,,,,,,,,
104,PT02M07.00S,2024-12-04T02:28:41.0Z,1,REGULAR,turnover,traveling,[],1626164,,,1610612756,21,19,2024-12-04T02:28:47Z,1040000,False,,,0,,D. Booker traveling TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,202007.0,,,,,,,,,,,,,,,2.0,,,,
105,PT02M07.00S,2024-12-04T02:28:47.1Z,1,REGULAR,substitution,out,[],1626145,,,1610612759,21,19,2024-12-04T02:29:09Z,1050000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M07.00S,2024-12-04T02:28:47.1Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,21,19,2024-12-04T02:29:09Z,1060000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M07.00S,2024-12-04T02:28:47.1Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,21,19,2024-12-04T02:29:09Z,1070000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M07.00S,2024-12-04T02:28:47.1Z,1,REGULAR,substitution,in,[],203078,,,1610612759,21,19,2024-12-04T02:29:09Z,1080000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M07.00S,2024-12-04T02:28:47.1Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,21,19,2024-12-04T02:29:09Z,1090000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M07.00S,2024-12-04T02:28:47.1Z,1,REGULAR,substitution,in,[],101108,,,1610612759,21,19,2024-12-04T02:29:09Z,1100000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M53.00S,2024-12-04T02:29:20.3Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,21,19,2024-12-04T02:29:26Z,1110000,False,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,2004.0,,,,,,,,,,,,,,,1.0,,,,
112,PT01M40.00S,2024-12-04T02:29:40.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,33.065045992115635,49.26470588235294,1610612756,24,19,2024-12-04T02:29:46Z,1120000,False,4.0,258.0,1,left,D. Booker 25' 3PT  (9 PTS) (B. Beal 2 AST),"[1626164, 203078]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,25.83,Made,9.0,,,,,B. Beal,203078.0,2.0,,,,,
115,PT01M11.00S,2024-12-04T02:30:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,82.21090670170827,60.049019607843135,1610612759,24,19,2024-12-04T02:30:12Z,1140000,False,50.0,115.0,1,right,MISS J. Sochan 12' turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.52,Missed,,,,,,,,,,,,,
116,PT01M09.00S,2024-12-04T02:30:10.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,24,19,2024-12-04T02:30:12Z,1150000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,
117,PT01M03.00S,2024-12-04T02:30:17.4Z,1,REGULAR,3pt,Jump Shot,[],1626164,34.37910643889619,51.71568627450981,1610612756,27,19,2024-12-04T02:30:30Z,1160000,False,-9.0,271.0,1,left,D. Booker 27' 3PT pullup (12 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,27.08,Made,12.0,,,,,,,,,,,,
129,PT00M52.10S,2024-12-04T02:30:33.3Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612759,27,19,2024-12-04T02:33:03Z,1175000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1626220]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,,
130,PT00M52.10S,2024-12-04T02:30:33.3Z,1,REGULAR,steal,,[],1626220,,,1610612756,27,19,2024-12-04T02:33:03Z,1182500,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
120,PT00M34.70S,2024-12-04T02:30:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203486,6.258212877792378,46.32352941176471,1610612756,29,19,2024-12-04T02:33:03Z,1190000,False,18.0,6.0,1,left,M. Plumlee cutting Layup (2 PTS) (G. Allen 2 AST),"[203486, 1628960]",1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,1.94,Made,2.0,,,,,G. Allen,1628960.0,2.0,,,,,
122,PT00M22.20S,2024-12-04T02:31:05.1Z,1,REGULAR,3pt,Jump Shot,[],1641705,66.70499342969777,63.48039215686274,1610612759,29,19,2024-12-04T02:33:57Z,1210000,False,67.0,260.0,1,right,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,26.91,Missed,,,,,,,,,,,,,
123,PT00M20.20S,2024-12-04T02:31:07.1Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,29,19,2024-12-04T02:33:57Z,1220000,False,,,0,,J. Sochan REBOUND (Off:3 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,122.0,3.0,0.0,3.0,,,,,,,,
124,PT00M15.10S,2024-12-04T02:31:10.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,65.65374507227332,62.00980392156863,1610612759,29,19,2024-12-04T02:31:15Z,1230000,False,60.0,270.0,1,right,MISS V. Wembanyama 27' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,27.7,Missed,,,,,,,,,,,,,
125,PT00M12.20S,2024-12-04T02:31:13.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,29,19,2024-12-04T02:31:13Z,1240000,False,,,0,,B. Beal REBOUND (Off:0 Def:4),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,124.0,4.0,4.0,0.0,,,,,,,,
126,PT00M00.00S,2024-12-04T02:31:25.6Z,1,REGULAR,3pt,Jump Shot,[],203078,30.436925098554536,73.77450980392157,1610612756,29,19,2024-12-04T02:31:30Z,1250000,False,-119.0,234.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,26.21,Missed,,,,,,,,,,,,,
127,PT00M00.00S,2024-12-04T02:31:28.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,29,19,2024-12-04T02:31:28Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,126.0,,,,,,,,,,,
128,PT00M00.00S,2024-12-04T02:31:29.4Z,1,REGULAR,period,end,[],0,,,1610612756,29,19,2024-12-04T02:31:29Z,1270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2024-12-04T02:33:39.8Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,29,19,2024-12-04T02:34:03Z,1280000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2024-12-04T02:33:39.8Z,2,REGULAR,substitution,out,['startperiod'],1629640,,,1610612756,29,19,2024-12-04T02:34:03Z,1290000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2024-12-04T02:33:39.8Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612756,29,19,2024-12-04T02:34:03Z,1300000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-12-04T02:33:39.8Z,2,REGULAR,substitution,in,['startperiod'],201142,,,1610612756,29,19,2024-12-04T02:34:03Z,1320000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-12-04T02:33:39.8Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612756,29,19,2024-12-04T02:34:03Z,1330000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2024-12-04T02:33:39.8Z,2,REGULAR,substitution,in,['startperiod'],1630577,,,1610612756,29,19,2024-12-04T02:34:03Z,1350000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-12-04T02:34:09.7Z,2,REGULAR,period,start,[],0,,,1610612759,29,19,2024-12-04T02:34:09Z,1360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M48.00S,2024-12-04T02:34:21.5Z,2,REGULAR,turnover,bad pass,[],1641705,,,1610612759,29,19,2024-12-04T02:35:07Z,1370000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 203486]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Plumlee,203486.0,,
141,PT11M48.00S,2024-12-04T02:34:21.5Z,2,REGULAR,steal,,[],203486,,,1610612756,29,19,2024-12-04T02:34:23Z,1380000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT11M42.00S,2024-12-04T02:34:26.6Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612756,29,19,2024-12-04T02:34:34Z,1390000,False,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 101108]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Paul,101108.0,,
143,PT11M42.00S,2024-12-04T02:34:26.6Z,2,REGULAR,steal,,[],101108,,,1610612759,29,19,2024-12-04T02:34:30Z,1400000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT11M39.00S,2024-12-04T02:34:39.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631110,94.87516425755585,46.790747549019606,1610612759,29,21,2024-12-04T02:36:31Z,1410000,False,-16.0,-4.0,1,right,J. Sochan running Layup (4 PTS) (C. Paul 2 AST),"[1631110, 101108]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,1.66,Made,4.0,,,,,C. Paul,101108.0,2.0,,,,,
145,PT11M12.00S,2024-12-04T02:34:57.0Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612756,29,21,2024-12-04T02:35:06Z,1420000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 101108]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Paul,101108.0,,
146,PT11M12.00S,2024-12-04T02:34:57.0Z,2,REGULAR,steal,,[],101108,,,1610612759,29,21,2024-12-04T02:35:01Z,1430000,False,,,0,,C. Paul STEAL (2 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
147,PT11M07.00S,2024-12-04T02:35:03.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630577,73.01248357424441,83.82352941176471,1610612759,29,21,2024-12-04T02:38:11Z,1440000,False,169.0,201.0,1,right,MISS J. Champagnie 26' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,26.28,Missed,,,,,,,,,,,,,
148,PT11M05.00S,2024-12-04T02:35:05.4Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,29,21,2024-12-04T02:38:04Z,1450000,False,,,0,,B. Beal REBOUND (Off:0 Def:5),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,,,147.0,5.0,5.0,0.0,,,,,,,,
149,PT10M43.00S,2024-12-04T02:35:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,6.521024967148489,53.92156862745098,1610612756,29,21,2024-12-04T02:39:01Z,1460000,False,-20.0,9.0,1,left,MISS M. Plumlee cutting Layup - blocked,"[203486, 1641705]",1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,2.15,Missed,,,,,,,,,,,,Wembanyama,1641705.0
150,PT10M43.00S,2024-12-04T02:35:27.4Z,2,REGULAR,block,,[],1641705,,,1610612756,29,21,2024-12-04T02:35:29Z,1470000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT10M41.00S,2024-12-04T02:35:29.4Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612756,29,21,2024-12-04T02:39:01Z,1480000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,
152,PT10M40.00S,2024-12-04T02:35:33.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626220,18.873193166885677,66.42156862745098,1610612756,29,21,2024-12-04T02:39:26Z,1490000,False,-82.0,125.0,1,left,MISS R. O'Neale 14' Jump Shot,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,14.95,Missed,,,,,,,,,,,,,
153,PT10M38.00S,2024-12-04T02:35:35.0Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,29,21,2024-12-04T02:39:26Z,1500000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,,,,152.0,3.0,3.0,0.0,,,,,,,,
154,PT10M29.00S,2024-12-04T02:35:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,92.46057818659659,46.07843137254902,1610612759,29,23,2024-12-04T02:39:52Z,1510000,False,-20.0,18.0,1,right,J. Champagnie alley-oop Layup (5 PTS) (V. Wembanyama 3 AST),"[1630577, 1641705]",1610612759.0,SAS,alley-oop,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,2.69,Made,5.0,,,,,V. Wembanyama,1641705.0,3.0,,,,,
156,PT10M05.00S,2024-12-04T02:36:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,13.485545335085414,40.931372549019606,1610612756,31,23,2024-12-04T02:41:18Z,1530000,False,45.0,74.0,1,left,K. Durant 8' fadeaway Jump Shot (5 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.7,Made,5.0,,,,,,,,,,,,
157,PT09M43.00S,2024-12-04T02:36:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,91.01511169513797,50.98039215686274,1610612759,31,25,2024-12-04T02:36:35Z,1540000,False,5.0,32.0,1,right,J. Sochan driving Layup (6 PTS) (C. Paul 3 AST),"[1631110, 101108]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,3.24,Made,6.0,,,,,C. Paul,101108.0,3.0,,,,,
159,PT09M43.00S,2024-12-04T02:36:29.7Z,2,REGULAR,foul,personal,['1freethrow'],1628960,,,1610612759,31,25,2024-12-04T02:36:40Z,1560000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Sochan 1 FT),"[1628960, 1631110]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Sochan,1631110.0,,,,,,,,,,,,,,,
162,PT09M43.00S,2024-12-04T02:36:41.7Z,2,REGULAR,substitution,out,[],1628960,,,1610612759,31,25,2024-12-04T02:37:24Z,1580000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT09M43.00S,2024-12-04T02:36:41.7Z,2,REGULAR,substitution,out,[],203486,,,1610612759,31,25,2024-12-04T02:37:24Z,1590000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT09M43.00S,2024-12-04T02:36:41.7Z,2,REGULAR,substitution,in,[],1642346,,,1610612759,31,25,2024-12-04T02:37:24Z,1600000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT09M43.00S,2024-12-04T02:36:41.7Z,2,REGULAR,substitution,in,[],1642345,,,1610612759,31,25,2024-12-04T02:37:24Z,1610000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT09M43.00S,2024-12-04T02:36:58.5Z,2,REGULAR,freethrow,1 of 1,[],1631110,,,1610612759,31,26,2024-12-04T02:36:58Z,1620000,False,,,0,,J. Sochan Free Throw 1 of 1 (7 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
167,PT09M22.00S,2024-12-04T02:37:20.7Z,2,REGULAR,3pt,Jump Shot,[],1626220,34.90473061760841,50.98039215686274,1610612756,31,26,2024-12-04T02:42:16Z,1630000,False,-5.0,276.0,1,left,MISS R. O'Neale 27' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,27.56,Missed,,,,,,,,,,,,,
168,PT09M20.00S,2024-12-04T02:37:22.7Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,31,26,2024-12-04T02:42:16Z,1640000,False,,,0,,J. Sochan REBOUND (Off:3 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,167.0,4.0,1.0,3.0,,,,,,,,
