actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT06M22.00S,2025-01-26T02:22:41.9Z,1,REGULAR,block,,[],1642259,,,1610612756,12,10,2025-01-26T02:22:43Z,840000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT06M21.00S,2025-01-26T02:22:42.9Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,12,10,2025-01-26T02:25:30Z,850000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,
87,PT06M16.00S,2025-01-26T02:22:46.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,9.674770039421814,3.1862745098039214,1610612764,12,10,2025-01-26T02:25:44Z,860000,False,234.0,38.0,1,left,MISS K. Kuzma running 3PT,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,23.72,Missed,,,,,,,,,,,,
88,PT06M14.00S,2025-01-26T02:22:48.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,12,10,2025-01-26T02:22:58Z,870000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,
89,PT06M10.00S,2025-01-26T02:22:52.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,95.0886990801577,95.83333333333334,1610612756,15,10,2025-01-26T02:26:00Z,880000,False,229.0,-6.0,1,right,K. Durant 3PT running (5 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,22.93,Made,5.0,,,,,D. Booker,1626164.0,2.0,,,,
91,PT06M08.00S,2025-01-26T02:22:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,15,10,2025-01-26T02:22:58Z,900000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M08.00S,2025-01-26T02:25:16.7Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,15,10,2025-01-26T02:25:36Z,910000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M08.00S,2025-01-26T02:25:16.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,15,10,2025-01-26T02:25:36Z,920000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M08.00S,2025-01-26T02:25:16.7Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,15,10,2025-01-26T02:25:36Z,930000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M08.00S,2025-01-26T02:25:16.7Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,15,10,2025-01-26T02:25:36Z,940000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M55.00S,2025-01-26T02:25:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,27.677398160315374,79.41176470588235,1610612764,15,10,2025-01-26T02:26:04Z,950000,False,-147.0,208.0,1,left,MISS J. Poole 25' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,25.45,Missed,,,,,,,,,,,,
97,PT05M53.00S,2025-01-26T02:26:01.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,15,10,2025-01-26T02:26:04Z,960000,False,,,0,,N. Richards REBOUND (Off:2 Def:4),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,96.0,6.0,4.0,2.0,,,,,,,
98,PT05M40.00S,2025-01-26T02:26:15.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,90.3580814717477,2.696078431372549,1610612756,18,10,2025-01-26T02:26:18Z,970000,False,-237.0,38.0,1,right,T. Jones 3PT  (5 PTS) (N. Richards 1 AST),"[1626145, 1630208]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,23.95,Made,5.0,,,,,N. Richards,1630208.0,1.0,,,,
100,PT05M22.00S,2025-01-26T02:26:32.2Z,1,REGULAR,2pt,Jump Shot,[],1642267,7.703679369250986,27.205882352941174,1610612764,18,12,2025-01-26T02:27:06Z,990000,False,114.0,20.0,1,left,B. Carrington 11' fadeaway bank Jump Shot (2 PTS),[1642267],1610612764.0,WAS,fadeaway bank,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,,,,,,,11.57,Made,2.0,,,,,,,,,,,
101,PT05M12.00S,2025-01-26T02:26:43.3Z,1,REGULAR,2pt,Jump Shot,[],201142,90.93298291721419,33.49417892156863,1610612756,20,12,2025-01-26T02:26:54Z,1000000,False,-83.0,33.0,1,right,K. Durant 8' pullup Jump Shot (7 PTS) (D. Booker 3 AST),"[201142, 1626164]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,8.87,Made,7.0,,,,,D. Booker,1626164.0,3.0,,,,
103,PT05M03.00S,2025-01-26T02:26:56.2Z,1,REGULAR,foul,personal,[],1626164,,,1610612764,20,12,2025-01-26T02:27:06Z,1020000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1642259]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Sarr,1642259.0,,,,,,,,,,,,,,,
149,PT05M03.00S,2025-01-26T02:27:10.6Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,20,12,2025-01-26T02:33:45Z,1045000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT05M03.00S,2025-01-26T02:27:10.6Z,1,REGULAR,substitution,in,[],1628960,,,1610612764,20,12,2025-01-26T02:33:45Z,1052500,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M48.00S,2025-01-26T02:27:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,8.886333771353483,41.17647058823529,1610612764,20,12,2025-01-26T02:28:08Z,1070000,False,44.0,31.0,1,left,MISS A. Sarr floating Shot,[1642259],1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.39,Missed,,,,,,,,,,,,
109,PT04M46.00S,2025-01-26T02:27:47.9Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,20,12,2025-01-26T02:39:44Z,1080000,False,,,0,,N. Richards REBOUND (Off:2 Def:5),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,108.0,7.0,5.0,2.0,,,,,,,
111,PT04M34.00S,2025-01-26T02:28:10.5Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,20,12,2025-01-26T02:28:22Z,1100000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,1193.0,,,,,1.0,,,,,,,,,,,,,,
112,PT04M34.00S,2025-01-26T02:28:23.8Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,20,12,2025-01-26T02:28:26Z,1110000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M34.00S,2025-01-26T02:28:23.8Z,1,REGULAR,substitution,in,[],202685,,,1610612764,20,12,2025-01-26T02:28:26Z,1120000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M24.00S,2025-01-26T02:28:45.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,13.61695137976347,41.42156862745098,1610612764,20,12,2025-01-26T02:28:49Z,1130000,False,43.0,75.0,1,left,MISS J. Valančiūnas 8' Jump Shot,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.68,Missed,,,,,,,,,,,,
117,PT04M21.00S,2025-01-26T02:28:48.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,20,12,2025-01-26T02:28:49Z,1140000,False,,,0,,N. Richards REBOUND (Off:2 Def:6),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,116.0,8.0,6.0,2.0,,,,,,,
118,PT04M14.00S,2025-01-26T02:28:55.3Z,1,REGULAR,3pt,Jump Shot,[],203078,94.1688567674113,95.34313725490196,1610612756,23,12,2025-01-26T02:29:09Z,1150000,False,227.0,2.0,1,right,B. Beal 3PT  (6 PTS) (K. Durant 1 AST),"[203078, 201142]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,,22.67,Made,6.0,,,,,K. Durant,201142.0,1.0,,,,
120,PT04M00.00S,2025-01-26T02:29:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,12.434296977660972,51.71568627450981,1610612764,23,12,2025-01-26T02:29:59Z,1170000,False,-9.0,64.0,1,left,MISS C. Kispert 6' driving floating Shot,[1630557],1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.5,Missed,,,,,,,,,,,,
121,PT03M57.00S,2025-01-26T02:29:11.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,23,12,2025-01-26T02:29:25Z,1180000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,
122,PT03M51.00S,2025-01-26T02:29:17.7Z,1,REGULAR,3pt,Jump Shot,[],1628960,79.31997371879106,3.9215686274509802,1610612756,26,12,2025-01-26T02:29:30Z,1190000,False,-230.0,142.0,1,right,G. Allen 27' 3PT  (3 PTS) (D. Booker 4 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,27.06,Made,3.0,,,,,D. Booker,1626164.0,4.0,,,,
124,PT03M49.00S,2025-01-26T02:29:26.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,26,12,2025-01-26T02:29:26Z,1210000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M49.00S,2025-01-26T02:30:44.5Z,1,REGULAR,substitution,out,[],1630208,,,1610612764,26,12,2025-01-26T02:31:03Z,1220000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M49.00S,2025-01-26T02:30:44.5Z,1,REGULAR,substitution,in,[],203486,,,1610612764,26,12,2025-01-26T02:31:03Z,1240000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M32.00S,2025-01-26T02:31:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,7.30946123521682,58.82352941176471,1610612764,26,14,2025-01-26T02:31:26Z,1260000,False,-44.0,16.0,1,left,J. Valančiūnas turnaround Jump Shot (2 PTS),[202685],1610612764.0,WAS,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.7,Made,2.0,,,,,,,,,,,
130,PT03M14.00S,2025-01-26T02:31:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,86.28449408672799,65.68627450980392,1610612756,28,14,2025-01-26T02:31:43Z,1270000,False,78.0,76.0,1,right,D. Booker 10' pullup Jump Shot (6 PTS) (B. Beal 1 AST),"[1626164, 203078]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,10.95,Made,6.0,,,,,B. Beal,203078.0,1.0,,,,
132,PT02M55.00S,2025-01-26T02:32:00.1Z,1,REGULAR,foul,offensive,[],1630557,,,1610612764,28,14,2025-01-26T02:32:06Z,1290000,False,,,0,,C. Kispert offensive FOUL (1 PF),"[1630557, 1626164]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,1193.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
134,PT02M55.00S,2025-01-26T02:32:00.1Z,1,REGULAR,turnover,offensive foul,[],1630557,,,1610612764,28,14,2025-01-26T02:32:00Z,1310000,False,,,0,,C. Kispert offensive foul TURNOVER (1 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,1193.0,,,,,1.0,,,,,,,,,,,,,,
136,PT02M55.00S,2025-01-26T02:32:19.3Z,1,REGULAR,substitution,out,[],1641731,,,1610612756,28,14,2025-01-26T02:32:37Z,1330000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M55.00S,2025-01-26T02:32:19.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612756,28,14,2025-01-26T02:32:37Z,1340000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M55.00S,2025-01-26T02:32:19.3Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,28,14,2025-01-26T02:32:37Z,1350000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M55.00S,2025-01-26T02:32:19.3Z,1,REGULAR,substitution,in,[],1628398,,,1610612756,28,14,2025-01-26T02:32:37Z,1360000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M55.00S,2025-01-26T02:32:19.3Z,1,REGULAR,substitution,in,[],1642273,,,1610612756,28,14,2025-01-26T02:32:37Z,1370000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M55.00S,2025-01-26T02:32:19.3Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,28,14,2025-01-26T02:33:41Z,1375000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M35.00S,2025-01-26T02:32:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,93.51182654402102,48.77450980392157,1610612756,30,14,2025-01-26T02:36:05Z,1380000,False,-6.0,8.0,1,right,G. Allen driving finger roll Layup (5 PTS) (R. O'Neale 1 AST),"[1628960, 1626220]",1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1.05,Made,5.0,,,,,R. O'Neale,1626220.0,1.0,,,,
142,PT02M26.00S,2025-01-26T02:33:07.0Z,1,REGULAR,3pt,Jump Shot,[],1642267,27.54599211563732,11.519607843137255,1610612764,30,14,2025-01-26T02:33:12Z,1390000,False,192.0,206.0,1,left,MISS B. Carrington 28' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,28.22,Missed,,,,,,,,,,,,
143,PT02M22.00S,2025-01-26T02:33:11.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,30,14,2025-01-26T02:33:12Z,1400000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,
144,PT02M16.00S,2025-01-26T02:33:16.8Z,1,REGULAR,3pt,Jump Shot,[],203078,95.87713534822602,0.24509803921568626,1610612756,30,14,2025-01-26T02:33:22Z,1410000,False,-249.0,-14.0,1,right,MISS B. Beal 24' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,,24.92,Missed,,,,,,,,,,,,
145,PT02M15.00S,2025-01-26T02:33:21.1Z,1,REGULAR,rebound,offensive,[],203486,,,1610612756,30,14,2025-01-26T02:33:21Z,1420000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,
146,PT02M15.00S,2025-01-26T02:33:25.2Z,1,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612756,30,14,2025-01-26T02:33:32Z,1430000,False,,,0,,C. Kispert shooting personal FOUL (2 PF) (Plumlee 2 FT),"[1630557, 203486]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left,1193.0,2.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,
151,PT02M15.00S,2025-01-26T02:33:45.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203486,,,1610612756,31,14,2025-01-26T02:33:45Z,1450000,False,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
152,PT02M15.00S,2025-01-26T02:33:58.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203486,,,1610612756,32,14,2025-01-26T02:33:58Z,1460000,False,,,0,,M. Plumlee Free Throw 2 of 2 (2 PTS),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
153,PT01M57.00S,2025-01-26T02:34:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.748357424441524,42.40196078431372,1610612764,32,16,2025-01-26T02:37:02Z,1470000,False,38.0,77.0,1,left,K. Kuzma 8' driving floating Jump Shot (10 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.56,Made,10.0,,,,,,,,,,,
154,PT01M41.00S,2025-01-26T02:34:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,66.96780551905388,38.48039215686275,1610612756,32,16,2025-01-26T02:37:34Z,1480000,False,-58.0,258.0,1,right,MISS G. Allen 26' step back 3PT,[1628960],1610612756.0,PHX,step back,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,,,26.44,Missed,,,,,,,,,,,,
155,PT01M37.00S,2025-01-26T02:34:38.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,16,2025-01-26T03:19:50Z,1490000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,,154.0,4.0,4.0,0.0,,,,,,,
156,PT01M30.00S,2025-01-26T02:34:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,4.812746386333772,50.245098039215684,1610612764,32,18,2025-01-26T02:38:18Z,1500000,False,-1.0,-7.0,1,left,K. Kuzma driving DUNK (12 PTS) (K. George 2 AST),"[1628398, 1642273]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,0.74,Made,12.0,,,,,K. George,1642273.0,2.0,,,,
159,PT01M11.00S,2025-01-26T02:35:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,85.62746386333771,3.431372549019608,1610612756,32,18,2025-01-26T02:35:20Z,1530000,False,-233.0,83.0,1,right,MISS G. Allen 24' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,24.7,Missed,,,,,,,,,,,,
160,PT01M08.00S,2025-01-26T02:35:18.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,18,2025-01-26T02:35:20Z,1540000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,,,159.0,5.0,5.0,0.0,,,,,,,
161,PT00M55.00S,2025-01-26T02:35:32.4Z,1,REGULAR,3pt,Jump Shot,[],1642267,33.196452036793694,50.245098039215684,1610612764,32,21,2025-01-26T02:35:37Z,1550000,False,-1.0,260.0,1,left,B. Carrington 25' 3PT  (5 PTS) (J. Valančiūnas 1 AST),"[1642267, 202685]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,25.95,Made,5.0,,,,,J. Valančiūnas,202685.0,1.0,,,,
163,PT00M42.60S,2025-01-26T02:35:48.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,71.96123521681997,9.068627450980392,1610612756,35,21,2025-01-26T02:35:52Z,1570000,False,-205.0,211.0,1,right,R. O'Neale 29' 3PT  (3 PTS) (K. Durant 2 AST),"[1626220, 201142]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,29.4,Made,3.0,,,,,K. Durant,201142.0,2.0,,,,
165,PT00M21.40S,2025-01-26T02:36:11.7Z,1,REGULAR,3pt,Jump Shot,[],202685,30.436925098554536,25.735294117647058,1610612764,35,24,2025-01-26T02:36:16Z,1590000,False,121.0,234.0,1,left,J. Valančiūnas 26' 3PT  (5 PTS) (K. Kuzma 1 AST),"[202685, 1628398]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,,,,,26.32,Made,5.0,,,,,K. Kuzma,1628398.0,1.0,,,,
167,PT00M03.60S,2025-01-26T02:36:34.5Z,1,REGULAR,foul,personal,[],1628398,,,1610612756,35,24,2025-01-26T02:36:47Z,1610000,False,,,0,,K. Kuzma take personal FOUL (1 PF),"[1628398, 201142]",1610612764.0,WAS,take,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,1193.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
169,PT00M03.60S,2025-01-26T02:36:50.7Z,1,REGULAR,substitution,out,[],202685,,,1610612756,35,24,2025-01-26T02:36:59Z,1630000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M03.60S,2025-01-26T02:36:50.7Z,1,REGULAR,substitution,out,[],1630557,,,1610612756,35,24,2025-01-26T02:36:59Z,1640000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M03.60S,2025-01-26T02:36:50.7Z,1,REGULAR,substitution,in,[],1642259,,,1610612756,35,24,2025-01-26T02:36:59Z,1650000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M03.60S,2025-01-26T02:36:50.7Z,1,REGULAR,substitution,in,[],1630551,,,1610612756,35,24,2025-01-26T02:36:59Z,1660000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M01.30S,2025-01-26T02:37:11.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,81.15965834428384,95.34313725490196,1610612756,35,24,2025-01-26T02:37:17Z,1670000,False,227.0,125.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,25.87,Missed,,,,,,,,,,,,
174,PT00M01.30S,2025-01-26T02:37:11.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,35,24,2025-01-26T02:37:17Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,173.0,,,,,,,,,,
175,PT00M00.00S,2025-01-26T02:37:16.0Z,1,REGULAR,period,end,[],0,,,1610612756,35,24,2025-01-26T02:37:16Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,out,['startperiod'],203078,,,1610612756,35,24,2025-01-26T02:39:52Z,1700000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,35,24,2025-01-26T02:39:52Z,1710000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,out,['startperiod'],1642259,,,1610612756,35,24,2025-01-26T02:39:52Z,1720000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,out,['startperiod'],1630551,,,1610612756,35,24,2025-01-26T02:39:52Z,1730000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,in,['startperiod'],1626145,,,1610612756,35,24,2025-01-26T02:39:52Z,1740000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
