actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT03M42.00S,2025-04-10T02:33:17.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,7.046649145860711,48.529411764705884,1610612758,20,23,2025-04-10T02:34:02Z,870000,False,7.0,14.0,1,left,Z. LaVine cutting DUNK (6 PTS) (T. Lyles 2 AST),"[203897, 1626168]",1610612758.0,SAC,cutting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,6.0,,,,,,,T. Lyles,1626168.0,2.0,,,,
90,PT03M22.00S,2025-04-10T02:33:37.7Z,1,REGULAR,2pt,Jump Shot,[],203999,77.7431011826544,49.50980392156863,1610612743,20,25,2025-04-10T02:33:46Z,890000,False,-2.0,157.0,1,right,N. Jokić 15' Jump Shot (4 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,15.67,Made,,,,,4.0,,,,,,,,,,,,,
91,PT03M11.00S,2025-04-10T02:33:53.7Z,1,REGULAR,foul,personal,[],201566,,,1610612758,20,25,2025-04-10T02:34:12Z,900000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1626168]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204059.0,,1.0,0.0,Lyles,1626168.0,,,,,,,
93,PT02M53.00S,2025-04-10T02:34:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,11.12023653088042,62.745098039215684,1610612758,22,25,2025-04-10T02:34:39Z,920000,False,-64.0,52.0,1,left,J. Valančiūnas 8' turnaround fadeaway Jump Shot (2 PTS) (Z. LaVine 2 AST),"[202685, 203897]",1610612758.0,SAC,turnaround fadeaway,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Left,8.22,Made,,,,,2.0,,,,,,,Z. LaVine,203897.0,2.0,,,,
95,PT02M41.00S,2025-04-10T02:34:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,87.99277266754271,50.49019607843137,1610612743,22,27,2025-04-10T02:35:00Z,940000,False,2.0,60.0,1,right,A. Gordon 6' driving floating Jump Shot (8 PTS) (C. Braun 1 AST),"[203932, 1631128]",1610612743.0,DEN,driving floating,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,,,,,8.0,,,,,,,C. Braun,1631128.0,1.0,,,,
97,PT02M29.00S,2025-04-10T02:34:50.7Z,1,REGULAR,2pt,Jump Shot,[],201942,7.835085413929041,65.93137254901961,1610612758,22,27,2025-04-10T02:34:57Z,960000,False,-80.0,21.0,1,left,MISS D. DeRozan 8' turnaround fadeaway Shot,[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,8.24,Missed,,,,,,,,,,,,,,,,,,
98,PT02M26.00S,2025-04-10T02:34:53.7Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,22,27,2025-04-10T02:34:57Z,970000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,8-16 Left,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT02M14.00S,2025-04-10T02:35:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,89.17542706964521,49.26470588235294,1610612743,22,29,2025-04-10T02:35:10Z,980000,False,-4.0,49.0,1,right,A. Gordon driving finger roll Layup (10 PTS),[203932],1610612743.0,DEN,driving finger roll,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,10.0,,,,,,,,,,,,,
100,PT01M51.00S,2025-04-10T02:35:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,8.09789750328515,48.77450980392157,1610612758,22,29,2025-04-10T02:35:47Z,990000,False,6.0,24.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1631212]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,Watson,1631212.0
101,PT01M51.00S,2025-04-10T02:35:29.6Z,1,REGULAR,block,,[],1631212,,,1610612758,22,29,2025-04-10T02:35:35Z,1000000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT01M51.00S,2025-04-10T02:35:29.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,22,29,2025-04-10T02:35:40Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,100.0,,,,,,,,,,,,,,,,,
104,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,out,[],203897,,,1610612758,22,29,2025-04-10T02:35:57Z,1030000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,out,[],1631128,,,1610612758,22,29,2025-04-10T02:35:57Z,1050000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,out,[],203932,,,1610612758,22,29,2025-04-10T02:35:57Z,1060000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,in,[],203926,,,1610612758,22,29,2025-04-10T02:35:57Z,1070000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,in,[],1642269,,,1610612758,22,29,2025-04-10T02:35:57Z,1080000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,in,[],1629008,,,1610612758,22,29,2025-04-10T02:35:57Z,1090000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,in,[],1631124,,,1610612758,22,29,2025-04-10T02:35:57Z,1100000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M51.00S,2025-04-10T02:35:39.8Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,22,29,2025-04-10T02:36:30Z,1105000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M51.00S,2025-04-10T02:36:01.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626168,6.652431011826544,86.51960784313727,1610612758,22,29,2025-04-10T02:37:13Z,1110000,False,-183.0,10.0,1,left,MISS T. Lyles 18' Jump Shot,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Left,18.29,Missed,,,,,,,,,,,,,,,,,,
113,PT01M49.00S,2025-04-10T02:36:03.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,22,29,2025-04-10T02:37:13Z,1120000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT01M44.00S,2025-04-10T02:36:10.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,68.01905387647832,33.088235294117645,1610612743,22,29,2025-04-10T02:36:58Z,1130000,False,-85.0,248.0,1,right,MISS M. Porter Jr. 26' running 3PT,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
115,PT01M42.00S,2025-04-10T02:36:12.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,22,29,2025-04-10T02:36:58Z,1140000,False,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,114.0,3.0,2.0,1.0,,,,,,,,,,,,,,
116,PT01M27.00S,2025-04-10T02:36:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,15.850854139290407,63.48039215686274,1610612758,22,29,2025-04-10T02:36:46Z,1150000,False,-67.0,96.0,1,left,MISS J. Valančiūnas 11' Jump Shot,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Left,11.77,Missed,,,,,,,,,,,,,,,,,,
117,PT01M27.00S,2025-04-10T02:36:27.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,22,29,2025-04-10T02:36:27Z,1160000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,116.0,,,,,,,,,,,,,,,,,
119,PT01M27.00S,2025-04-10T02:36:31.5Z,1,REGULAR,foul,personal,[],1631212,,,1610612758,22,29,2025-04-10T02:37:54Z,1170000,False,,,0,,P. Watson loose ball personal FOUL (2 PF),"[1631212, 1626168]",1610612743.0,DEN,loose ball,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,,2.0,0.0,Lyles,1626168.0,,,,,,,
121,PT01M18.00S,2025-04-10T02:36:55.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201942,13.61695137976347,66.17647058823529,1610612758,24,29,2025-04-10T02:37:00Z,1190000,False,-81.0,75.0,1,left,D. DeRozan 11' Jump Shot (4 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,11.07,Made,,,,,4.0,,,,,,,,,,,,,
122,PT01M08.00S,2025-04-10T02:37:05.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,65.52233902759527,37.99019607843137,1610612743,24,29,2025-04-10T02:37:11Z,1200000,False,-60.0,272.0,1,right,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
123,PT01M06.00S,2025-04-10T02:37:07.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,24,29,2025-04-10T02:37:11Z,1210000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT00M52.70S,2025-04-10T02:37:24.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612758,24,29,2025-04-10T02:37:42Z,1220000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Carter 2 FT),"[1631124, 1642269]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,,1.0,0.0,Carter,1642269.0,,,,,,,
126,PT00M52.70S,2025-04-10T02:37:57.0Z,1,REGULAR,freethrow,1 of 2,[],1642269,,,1610612758,24,29,2025-04-10T02:37:57Z,1240000,False,,,0,,MISS D. Carter Free Throw 1 of 2,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
127,PT00M52.70S,2025-04-10T02:37:57.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,24,29,2025-04-10T02:37:57Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,
128,PT00M52.70S,2025-04-10T02:38:17.0Z,1,REGULAR,freethrow,2 of 2,[],1642269,,,1610612758,25,29,2025-04-10T02:38:17Z,1260000,False,,,0,,D. Carter Free Throw 2 of 2 (1 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
129,PT00M38.40S,2025-04-10T02:38:35.7Z,1,REGULAR,2pt,Jump Shot,[],201566,77.34888304862024,25.0,1610612743,25,31,2025-04-10T02:47:16Z,1270000,False,-125.0,160.0,1,right,R. Westbrook 20' pullup bank Jump Shot (2 PTS),[201566],1610612743.0,DEN,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,20.34,Made,,,,,2.0,,,,,,,,,,,,,
130,PT00M32.00S,2025-04-10T02:38:46.0Z,1,REGULAR,2pt,Jump Shot,[],201942,23.340998685939553,62.5,1610612758,25,31,2025-04-10T02:39:38Z,1280000,False,-62.0,167.0,1,left,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,17.82,Missed,,,,,,,,,,,,,,,,,,
131,PT00M29.20S,2025-04-10T02:38:48.8Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,25,31,2025-04-10T02:39:38Z,1290000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,
132,PT00M22.20S,2025-04-10T02:38:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,91.27792378449409,53.92156862745098,1610612743,25,33,2025-04-10T02:40:04Z,1300000,False,20.0,29.0,1,right,M. Porter Jr. reverse Layup (5 PTS) (R. Westbrook 1 AST),"[1629008, 201566]",1610612743.0,DEN,reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.54,Made,,,,,5.0,,,,,,,R. Westbrook,201566.0,1.0,,,,
134,PT00M00.00S,2025-04-10T02:39:17.7Z,1,REGULAR,2pt,Jump Shot,[],201942,23.209592641261498,36.27450980392157,1610612758,25,33,2025-04-10T02:40:26Z,1320000,False,69.0,166.0,1,left,MISS D. DeRozan 17' driving floating Shot,[201942],1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,17.93,Missed,,,,,,,,,,,,,,,,,,
135,PT00M00.00S,2025-04-10T02:39:17.7Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,25,33,2025-04-10T02:40:26Z,1330000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Right Center,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT00M00.00S,2025-04-10T02:39:31.5Z,1,REGULAR,period,end,[],0,,,1610612743,25,33,2025-04-10T02:39:31Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,out,['startperiod'],201942,,,1610612743,25,33,2025-04-10T02:42:48Z,1350000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,out,['startperiod'],1626168,,,1610612743,25,33,2025-04-10T02:42:48Z,1360000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,out,['startperiod'],202685,,,1610612743,25,33,2025-04-10T02:42:48Z,1370000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,25,33,2025-04-10T02:42:48Z,1380000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,in,['startperiod'],1642403,,,1610612743,25,33,2025-04-10T02:42:48Z,1390000,False,,,0,,SUB in: I. Jones,[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,in,['startperiod'],203897,,,1610612743,25,33,2025-04-10T02:42:48Z,1400000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,in,['startperiod'],1627734,,,1610612743,25,33,2025-04-10T02:42:48Z,1410000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-04-10T02:40:15.4Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,25,33,2025-04-10T02:42:48Z,1420000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-04-10T02:42:56.8Z,2,REGULAR,period,start,[],0,,,1610612743,25,33,2025-04-10T02:42:56Z,1430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M41.00S,2025-04-10T02:43:18.8Z,2,REGULAR,turnover,out-of-bounds,[],1631212,,,1610612743,25,33,2025-04-10T02:43:31Z,1440000,False,,,0,,P. Watson bad pass out-of-bounds TURNOVER (1 TO),[1631212],1610612743.0,DEN,bad pass,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,,204059.0,1.0,,,,,,,,,,,
147,PT11M31.00S,2025-04-10T02:43:31.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203926,29.6484888304862,74.01960784313727,1610612758,28,33,2025-04-10T02:43:36Z,1450000,False,-120.0,226.0,1,left,D. McDermott 25' 3PT  (3 PTS) (Z. LaVine 3 AST),"[203926, 203897]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.61,Made,,,,,3.0,,,,,,,Z. LaVine,203897.0,3.0,,,,
149,PT11M19.00S,2025-04-10T02:43:44.1Z,2,REGULAR,3pt,Jump Shot,[],1631124,89.96386333771353,1.715686274509804,1610612743,28,33,2025-04-10T02:43:48Z,1470000,False,-241.0,42.0,1,right,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Left Corner 3,24+ Left,24.5,Missed,,,,,,,,,,,,,,,,,,
150,PT11M15.00S,2025-04-10T02:43:48.1Z,2,REGULAR,rebound,defensive,[],1642403,,,1610612758,28,33,2025-04-10T02:43:48Z,1480000,False,,,0,,I. Jones REBOUND (Off:0 Def:1),[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,Left Corner 3,24+ Left,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT11M11.00S,2025-04-10T02:43:51.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642269,21.632720105124836,89.2156862745098,1610612758,31,33,2025-04-10T02:43:58Z,1490000,False,-196.0,151.0,1,left,D. Carter 24' 3PT running (4 PTS) (Z. LaVine 4 AST),"[1642269, 203897]",1610612758.0,SAC,running,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,24.74,Made,,,,,4.0,,,,,,,Z. LaVine,203897.0,4.0,,,,
153,PT10M56.00S,2025-04-10T02:44:07.5Z,2,REGULAR,3pt,Jump Shot,[],1631124,72.7496714848883,83.82352941176471,1610612743,31,33,2025-04-10T02:44:10Z,1510000,False,169.0,204.0,1,right,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
154,PT10M53.00S,2025-04-10T02:44:10.5Z,2,REGULAR,rebound,defensive,[],1642269,,,1610612758,31,33,2025-04-10T02:44:10Z,1520000,False,,,0,,D. Carter REBOUND (Off:0 Def:1),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Right Center,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT10M48.00S,2025-04-10T02:44:14.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642269,8.754927726675426,43.13725490196079,1610612758,31,33,2025-04-10T02:44:40Z,1530000,False,34.0,30.0,1,left,MISS D. Carter driving floating Shot,[1642269],1610612758.0,SAC,driving floating,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
156,PT10M46.00S,2025-04-10T02:44:16.8Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,31,33,2025-04-10T02:44:22Z,1540000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,
157,PT10M46.00S,2025-04-10T02:44:20.7Z,2,REGULAR,foul,personal,[],1642269,,,1610612743,31,33,2025-04-10T02:44:30Z,1550000,False,,,0,,D. Carter personal FOUL (1 PF),"[1642269, 1631124]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,8-16 Right,,,,,,,,204059.0,,1.0,0.0,Strawther,1631124.0,,,,,,,
159,PT10M36.00S,2025-04-10T02:44:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.72339027595268,61.029411764705884,1610612743,31,33,2025-04-10T02:45:27Z,1570000,False,55.0,16.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,,,,,,,,
160,PT10M34.00S,2025-04-10T02:44:41.7Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,31,33,2025-04-10T02:44:41Z,1580000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT10M31.00S,2025-04-10T02:44:45.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203926,25.57490144546649,11.519607843137255,1610612758,34,33,2025-04-10T02:44:55Z,1590000,False,192.0,188.0,1,left,D. McDermott 26' 3PT running (6 PTS) (D. Carter 1 AST),"[203926, 1642269]",1610612758.0,SAC,running,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,26.89,Made,,,,,6.0,,,,,,,D. Carter,1642269.0,1.0,,,,
163,PT10M30.00S,2025-04-10T02:44:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,34,33,2025-04-10T02:44:54Z,1610000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M18.00S,2025-04-10T02:48:41.5Z,2,REGULAR,foul,personal,['2freethrow'],1642269,,,1610612743,34,33,2025-04-10T02:48:49Z,1620000,False,,,0,,D. Carter shooting personal FOUL (2 PF) (Strawther 2 FT),"[1642269, 1631124]",1610612758.0,SAC,shooting,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,204059.0,,2.0,0.0,Strawther,1631124.0,,,,,,,
166,PT10M18.00S,2025-04-10T02:49:02.2Z,2,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,34,34,2025-04-10T02:49:35Z,1640000,False,,,0,,J. Strawther Free Throw 1 of 2 (1 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
167,PT10M18.00S,2025-04-10T02:49:02.2Z,2,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,34,34,2025-04-10T02:49:35Z,1650000,False,,,0,,MISS J. Strawther Free Throw 2 of 2,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT10M14.00S,2025-04-10T02:49:06.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,34,34,2025-04-10T02:49:35Z,1660000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,,
169,PT10M04.00S,2025-04-10T02:49:27.2Z,2,REGULAR,3pt,Jump Shot,[],203926,30.436925098554536,33.57843137254902,1610612758,34,34,2025-04-10T02:49:38Z,1670000,False,82.0,234.0,1,left,MISS D. McDermott 24' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
170,PT10M01.00S,2025-04-10T02:49:29.8Z,2,REGULAR,rebound,offensive,[],1642403,,,1610612758,34,34,2025-04-10T02:49:29Z,1680000,False,,,0,,I. Jones REBOUND (Off:1 Def:1),[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,Above the Break 3,24+ Right Center,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,,,
171,PT09M59.00S,2025-04-10T02:49:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642403,10.463206307490145,42.40196078431372,1610612758,36,34,2025-04-10T02:50:24Z,1690000,False,38.0,46.0,1,left,I. Jones putback Layup (2 PTS),[1642403],1610612758.0,SAC,putback,,,Jones,I. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,2.0,,,,,,,,,,,,,
