actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M19.00S,2025-02-22T03:22:02.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627741,9.198423127463855,40.908394607843135,1610612744,19,19,2025-02-22T03:25:29Z,870000,False,45.0,34.0,1,left,B. Hield running Layup (2 PTS) (D. Green 3 AST),"[1627741, 203110]",1610612744.0,GSW,running,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,,,,,,,,,2.0,D. Green,203110.0,3.0,,,,,,
89,PT05M18.00S,2025-02-22T03:22:20.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,19,19,2025-02-22T03:22:31Z,890000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M18.00S,2025-02-22T03:23:39.3Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,19,19,2025-02-22T03:24:49Z,900000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M18.00S,2025-02-22T03:23:39.3Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,19,19,2025-02-22T03:24:49Z,910000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M18.00S,2025-02-22T03:23:39.3Z,1,REGULAR,substitution,out,[],203110,,,1610612758,19,19,2025-02-22T03:24:49Z,920000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M18.00S,2025-02-22T03:23:39.3Z,1,REGULAR,substitution,in,[],1631222,,,1610612758,19,19,2025-02-22T03:24:49Z,930000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M18.00S,2025-02-22T03:23:39.3Z,1,REGULAR,substitution,in,[],203897,,,1610612758,19,19,2025-02-22T03:24:49Z,940000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M18.00S,2025-02-22T03:23:39.3Z,1,REGULAR,substitution,in,[],1626172,,,1610612758,19,19,2025-02-22T03:24:49Z,950000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M05.00S,2025-02-22T03:25:14.8Z,1,REGULAR,3pt,Jump Shot,[],201942,67.23061760840999,57.35294117647059,1610612758,19,19,2025-02-22T03:25:46Z,960000,False,37.0,256.0,1,right,MISS D. DeRozan 25' pullup 3PT,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
97,PT05M03.00S,2025-02-22T03:25:16.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,19,19,2025-02-22T03:25:46Z,970000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT04M49.00S,2025-02-22T03:25:32.5Z,1,REGULAR,foul,personal,[],1631165,,,1610612744,19,19,2025-02-22T04:17:04Z,980000,False,,,0,,K. Ellis personal FOUL (1 PF),"[1631165, 1630541]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Center,,,,,,,,,,202037.0,,,,,1.0,0.0,Moody,1630541.0,,
100,PT04M49.00S,2025-02-22T03:25:53.6Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,19,19,2025-02-22T03:25:56Z,1000000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M49.00S,2025-02-22T03:25:53.6Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,19,19,2025-02-22T03:25:56Z,1010000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M41.00S,2025-02-22T03:26:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,16.557161629434958,56.26914828431372,1610612744,19,21,2025-02-22T03:26:42Z,1020000,False,-31.0,103.0,1,left,B. Hield 10' fadeaway Jump Shot (4 PTS) (G. Santos 1 AST),"[1627741, 1630611]",1610612744.0,GSW,fadeaway,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,10.77,Made,,,,,,,,,4.0,G. Santos,1630611.0,1.0,,,,,,
103,PT04M23.00S,2025-02-22T03:26:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612758,19,21,2025-02-22T03:27:00Z,1030000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1627780, 201942]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627529.0,,,,,1.0,0.0,DeRozan,201942.0,,
105,PT04M23.00S,2025-02-22T03:26:42.6Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,20,21,2025-02-22T03:26:42Z,1050000,False,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
106,PT04M23.00S,2025-02-22T03:26:44.3Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,20,21,2025-02-22T03:26:54Z,1060000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2025-02-22T03:26:44.3Z,1,REGULAR,substitution,in,[],202685,,,1610612758,20,21,2025-02-22T03:26:54Z,1070000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M23.00S,2025-02-22T03:27:08.8Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,21,21,2025-02-22T03:27:08Z,1080000,False,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
109,PT04M07.00S,2025-02-22T03:27:26.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,30.27266754270697,25.24509803921569,1610612744,21,24,2025-02-22T03:27:40Z,1090000,False,124.0,232.0,1,left,B. Hield 26' 3PT  (7 PTS) (K. Looney 1 AST),"[1627741, 1626172]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.31,Made,,,,,,,,,7.0,K. Looney,1626172.0,1.0,,,,,,
113,PT03M48.00S,2025-02-22T03:28:03.0Z,1,REGULAR,2pt,Jump Shot,[],201942,81.94809461235218,20.833333333333336,1610612758,23,24,2025-02-22T03:28:26Z,1120000,False,-146.0,117.0,1,right,D. DeRozan 18' pullup Jump Shot (15 PTS) (K. Ellis 1 AST),"[201942, 1631165]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,18.71,Made,,,,,,,,,15.0,K. Ellis,1631165.0,1.0,,,,,,
114,PT03M38.00S,2025-02-22T03:28:15.1Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612744,23,24,2025-02-22T03:28:42Z,1130000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Curry 2 FT),"[203897, 201939]",1610612758.0,SAC,shooting,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,,,,1.0,0.0,Curry,201939.0,,
116,PT03M38.00S,2025-02-22T03:28:44.4Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,23,25,2025-02-22T03:28:44Z,1150000,False,,,0,,S. Curry Free Throw 1 of 2 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
117,PT03M38.00S,2025-02-22T03:28:47.1Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,23,25,2025-02-22T03:28:55Z,1160000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2025-02-22T03:28:47.1Z,1,REGULAR,substitution,in,[],202710,,,1610612744,23,25,2025-02-22T03:28:55Z,1170000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M38.00S,2025-02-22T03:29:03.0Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,23,26,2025-02-22T03:29:03Z,1180000,False,,,0,,S. Curry Free Throw 2 of 2 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
120,PT03M22.00S,2025-02-22T03:29:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,88.69908015768725,58.14185049019608,1610612758,23,26,2025-02-22T03:29:51Z,1190000,False,41.0,54.0,1,right,MISS J. Valančiūnas 6' pullup bank Shot,[202685],1610612758.0,SAC,pullup bank,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
121,PT03M20.00S,2025-02-22T03:29:23.8Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612758,23,26,2025-02-22T03:29:51Z,1200000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,,,
122,PT03M18.00S,2025-02-22T03:29:25.3Z,1,REGULAR,turnover,bad pass,[],1631222,,,1610612758,23,26,2025-02-22T03:30:12Z,1210000,False,,,0,,J. LaRavia bad pass TURNOVER (1 TO),"[1631222, 201939]",1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Curry,201939.0,,,,,,,,,,,
123,PT03M18.00S,2025-02-22T03:29:25.3Z,1,REGULAR,steal,,[],201939,,,1610612744,23,26,2025-02-22T03:29:27Z,1220000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT03M13.00S,2025-02-22T03:29:30.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,12.352168199737193,95.56525735294117,1610612744,23,26,2025-02-22T03:30:34Z,1230000,False,-228.0,64.0,1,left,MISS B. Hield running 3PT,[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2025-02-22T03:29:38.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,23,26,2025-02-22T03:38:30Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Left Corner 3,24+ Left,,,124.0,,,,,,,,,,,,,,,,,
126,PT03M05.00S,2025-02-22T03:30:20.5Z,1,REGULAR,jumpball,recovered,[],0,,,1610612744,23,26,2025-02-22T03:31:33Z,1250000,False,,,0,,Jump Ball G. Santos vs. J. LaRavia: Tip to Team (GSW),"[1630611, 1631222]",1610612744.0,GSW,heldball,Team (GSW),,,,Santos,1630611.0,LaRavia,1631222.0,,,,,,,,,,,,,,,,,,,,,,
141,PT03M00.00S,2025-02-22T03:30:39.0Z,1,REGULAR,substitution,out,[],201942,,,1610612744,23,26,2025-02-22T03:31:57Z,1285000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M00.00S,2025-02-22T03:30:39.0Z,1,REGULAR,substitution,in,[],1626168,,,1610612744,23,26,2025-02-22T03:31:57Z,1287500,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M56.00S,2025-02-22T03:30:51.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,10.906701708278575,44.385723039215684,1610612744,23,26,2025-02-22T03:31:54Z,1290000,False,28.0,50.0,1,left,MISS J. Butler III cutting Layup,[202710],1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,,,,,,,,
131,PT02M55.00S,2025-02-22T03:30:52.8Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,23,26,2025-02-22T03:38:18Z,1300000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M40.00S,2025-02-22T03:31:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,83.04862023653088,56.65977328431372,1610612758,23,26,2025-02-22T03:33:19Z,1310000,False,33.0,107.0,1,right,MISS J. LaRavia 11' driving floating Shot,[1631222],1610612758.0,SAC,driving floating,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,11.19,Missed,,,,,,,,,,,,,,,,,,
133,PT02M38.00S,2025-02-22T03:31:20.4Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612758,23,26,2025-02-22T03:33:19Z,1320000,False,,,0,,J. LaRavia REBOUND (Off:2 Def:0),[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,,,132.0,2.0,0.0,2.0,,,,,,,,,,,,,,
134,PT02M38.00S,2025-02-22T03:31:26.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631222,89.48751642575559,54.6109068627451,1610612758,23,26,2025-02-22T03:33:57Z,1330000,False,23.0,46.0,1,right,MISS J. LaRavia tip Layup,[1631222],1610612758.0,SAC,tip,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2025-02-22T03:31:28.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,23,26,2025-02-22T03:39:17Z,1340000,False,,,0,,J. Butler III REBOUND (Off:1 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,
138,PT02M27.00S,2025-02-22T03:31:42.4Z,1,REGULAR,2pt,Jump Shot,[],1626172,24.359395532194483,53.92156862745098,1610612744,23,26,2025-02-22T03:37:32Z,1345000,False,-20.0,176.0,1,left,MISS K. Looney 17' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,17.76,Missed,,,,,,,,,,,,,,,,,,
139,PT02M23.00S,2025-02-22T03:31:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,23,26,2025-02-22T03:34:48Z,1347500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Center,,,138.0,,,,,,,,,,,,,,,,,
158,PT02M23.00S,2025-02-22T03:31:58.5Z,1,REGULAR,substitution,out,[],201939,,,1610612744,23,26,2025-02-22T03:33:02Z,1375000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT02M23.00S,2025-02-22T03:31:58.5Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,23,26,2025-02-22T03:33:02Z,1382500,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M15.00S,2025-02-22T03:32:02.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641764,13.403416557161634,19.094669117647058,1610612744,23,26,2025-02-22T03:39:41Z,1400000,False,155.0,73.0,1,left,MISS B. Podziemski 17' pullup bank Shot,[1641764],1610612744.0,GSW,pullup bank,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right,17.11,Missed,,,,,,,,,,,,,,,,,,
144,PT02M09.00S,2025-02-22T03:32:08.4Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,23,26,2025-02-22T03:40:06Z,1410000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right,,,143.0,2.0,1.0,1.0,,,,,,,,,,,,,,
145,PT02M06.00S,2025-02-22T03:32:11.3Z,1,REGULAR,turnover,lost ball,[],1630611,,,1610612744,23,26,2025-02-22T03:40:40Z,1420000,False,,,0,,G. Santos lost ball TURNOVER (1 TO),"[1630611, 1631222]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,16-24 Right,,,,,,,1.0,LaRavia,1631222.0,,,,,,,,,,,
146,PT02M06.00S,2025-02-22T03:32:11.3Z,1,REGULAR,steal,,[],1631222,,,1610612758,23,26,2025-02-22T03:32:13Z,1430000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
147,PT02M01.00S,2025-02-22T03:32:16.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'fromturnover']",1631222,83.31143232588698,67.19132965686275,1610612758,23,26,2025-02-22T03:41:09Z,1440000,False,86.0,104.0,1,right,MISS J. LaRavia 13' running Layup,[1631222],1610612758.0,SAC,running,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Right,13.53,Missed,,,,,,,,,,,,,,,,,,
148,PT02M00.00S,2025-02-22T03:32:17.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,23,26,2025-02-22T03:41:09Z,1450000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,147.0,3.0,2.0,1.0,,,,,,,,,,,,,,
149,PT01M54.00S,2025-02-22T03:32:23.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,31.45532194480947,73.0392156862745,1610612744,23,26,2025-02-22T03:41:33Z,1460000,False,-115.0,243.0,1,left,MISS B. Podziemski 26' running pullup 3PT,[1641764],1610612744.0,GSW,running pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
150,PT01M52.00S,2025-02-22T03:32:25.2Z,1,REGULAR,rebound,offensive,[],1630611,,,1610612744,23,26,2025-02-22T03:41:46Z,1470000,False,,,0,,G. Santos REBOUND (Off:1 Def:0),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,149.0,1.0,0.0,1.0,,,,,,,,,,,,,,
151,PT01M52.00S,2025-02-22T03:32:29.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630611,9.198423127463855,43.97212009803921,1610612744,23,26,2025-02-22T03:43:28Z,1480000,False,30.0,34.0,1,left,MISS G. Santos tip Layup,[1630611],1610612744.0,GSW,tip,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
152,PT01M51.00S,2025-02-22T03:32:30.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,23,26,2025-02-22T03:42:00Z,1490000,False,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,151.0,4.0,2.0,2.0,,,,,,,,,,,,,,
247,PT01M51.00S,2025-02-22T03:32:31.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1626172,8.984888304862025,52.94117647058824,1610612744,23,26,2025-02-22T03:49:08Z,1495000,False,-15.0,32.0,1,left,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
248,PT01M49.00S,2025-02-22T03:32:33.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,23,26,2025-02-22T03:49:08Z,1497500,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,247.0,2.0,2.0,0.0,,,,,,,,,,,,,,
249,PT01M48.00S,2025-02-22T03:32:31.8Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612758,23,26,2025-02-22T03:49:28Z,1498750,False,,,0,,Z. LaVine bad pass TURNOVER (3 TO),"[203897, 1626172]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,3.0,Looney,1626172.0,,,,,,,,,,,
250,PT01M48.00S,2025-02-22T03:32:31.8Z,1,REGULAR,steal,,[],1626172,,,1610612744,23,26,2025-02-22T03:49:28Z,1499375,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
153,PT01M46.00S,2025-02-22T03:32:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,8.54139290407359,41.07306985294118,1610612744,23,26,2025-02-22T03:49:46Z,1500000,False,45.0,28.0,1,left,MISS K. Looney driving Layup,[1626172],1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
154,PT01M44.00S,2025-02-22T03:32:34.5Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612758,23,26,2025-02-22T03:49:46Z,1510000,False,,,0,,J. LaRavia REBOUND (Off:2 Def:1),[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,153.0,3.0,1.0,2.0,,,,,,,,,,,,,,
155,PT01M35.00S,2025-02-22T03:32:41.2Z,1,REGULAR,3pt,Jump Shot,[],203897,65.98636662286465,30.369178921568633,1610612758,23,26,2025-02-22T03:44:02Z,1520000,False,-98.0,267.0,1,right,MISS Z. LaVine 28' 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.47,Missed,,,,,,,,,,,,,,,,,,
165,PT01M33.00S,2025-02-22T03:32:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,23,26,2025-02-22T03:44:02Z,1525000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,155.0,,,,,,,,,,,,,,,,,
156,PT01M32.00S,2025-02-22T03:32:51.6Z,1,REGULAR,foul,personal,[],1630611,,,1610612758,23,26,2025-02-22T03:44:14Z,1530000,False,,,0,,G. Santos loose ball personal FOUL (1 PF),"[1630611, 202685]",1610612744.0,GSW,loose ball,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,,,,200832.0,,,,,1.0,0.0,Valančiūnas,202685.0,,
160,PT01M25.00S,2025-02-22T03:33:15.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,74.87680683311433,90.66329656862746,1610612758,26,26,2025-02-22T03:44:38Z,1550000,False,203.0,184.0,1,right,Z. LaVine 27' 3PT  (3 PTS) (J. Valančiūnas 1 AST),"[203897, 202685]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,27.4,Made,,,,,,,,,3.0,J. Valančiūnas,202685.0,1.0,,,,,,
161,PT01M03.00S,2025-02-22T03:33:40.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,10.884116294349539,95.56525735294117,1610612744,26,26,2025-02-22T03:44:58Z,1560000,False,-228.0,50.0,1,left,MISS B. Hield 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
162,PT01M00.00S,2025-02-22T03:33:43.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,26,26,2025-02-22T03:44:58Z,1570000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Left Corner 3,24+ Left,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT00M52.20S,2025-02-22T03:33:49.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630611,,,1610612758,26,26,2025-02-22T03:45:07Z,1580000,False,,,0,,G. Santos shooting personal FOUL (2 PF) (Valančiūnas 2 FT),"[1630611, 202685]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,,,,2.0,0.0,Valančiūnas,202685.0,,
166,PT00M52.20S,2025-02-22T03:34:24.4Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612758,27,26,2025-02-22T03:34:24Z,1600000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (1 PTS),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
167,PT00M52.20S,2025-02-22T03:34:45.5Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612758,28,26,2025-02-22T03:34:45Z,1610000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (2 PTS),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
