actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
83,PT05M23.00S,2024-12-20T03:22:46.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,27.020367936925098,81.12745098039215,1610612758,14,19,2024-12-20T03:22:50Z,830000,False,-156.0,201.0,1,left,K. Huerter 25' 3PT  (3 PTS) (D. DeRozan 2 AST),"[1628989, 201942]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.46,Made,3.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
85,PT05M06.00S,2024-12-20T03:23:03.2Z,1,REGULAR,3pt,Jump Shot,[],1630559,71.82982917214193,18.137254901960784,1610612747,14,22,2024-12-20T03:23:39Z,850000,False,-159.0,212.0,1,right,A. Reaves 26' 3PT pullup (8 PTS) (G. Vincent 1 AST),"[1630559, 1629216]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.54,Made,8.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,
87,PT04M54.00S,2024-12-20T03:23:15.1Z,1,REGULAR,3pt,Jump Shot,[],1627734,33.065045992115635,52.69607843137255,1610612758,17,22,2024-12-20T03:23:20Z,870000,False,-13.0,258.0,1,left,D. Sabonis 25' 3PT  (5 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,25.87,Made,5.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,,,
89,PT04M38.00S,2024-12-20T03:23:31.2Z,1,REGULAR,3pt,Jump Shot,[],203076,68.15045992115637,65.19607843137256,1610612747,17,22,2024-12-20T03:23:36Z,890000,False,76.0,247.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
90,PT04M35.00S,2024-12-20T03:23:34.2Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612747,17,22,2024-12-20T03:23:36Z,900000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,89.0,1.0,0.0,1.0
91,PT04M31.00S,2024-12-20T03:23:38.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,68.01905387647832,61.274509803921575,1610612747,17,22,2024-12-20T03:23:45Z,910000,False,56.0,248.0,1,right,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
92,PT04M25.00S,2024-12-20T03:23:44.8Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,17,22,2024-12-20T03:23:45Z,920000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,91.0,6.0,4.0,2.0
93,PT04M25.00S,2024-12-20T03:23:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,94.40999984741211,50.0,1610612747,17,22,2024-12-20T03:23:44Z,930000,False,0.0,0.0,1,right,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2024-12-20T03:23:45.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,17,22,2024-12-20T03:23:45Z,940000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,93.0,1.0,1.0,0.0
95,PT04M17.00S,2024-12-20T03:23:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.995400788436268,56.61764705882353,1610612758,19,22,2024-12-20T03:26:10Z,950000,False,-33.0,4.0,1,left,D. DeRozan cutting Layup (6 PTS) (M. Monk 1 AST),"[201942, 1628370]",1610612758.0,SAC,cutting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.33,Made,6.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
97,PT04M17.00S,2024-12-20T03:24:02.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,22,2024-12-20T03:24:02Z,970000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M17.00S,2024-12-20T03:25:55.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612747,19,22,2024-12-20T03:26:45Z,980000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M17.00S,2024-12-20T03:25:55.4Z,1,REGULAR,substitution,in,[],1631165,,,1610612747,19,22,2024-12-20T03:26:45Z,990000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2024-12-20T03:27:11.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,91.40932982917214,95.83333333333334,1610612747,19,25,2024-12-20T03:27:17Z,1000000,False,229.0,28.0,1,right,G. Vincent 3PT  (3 PTS) (A. Reaves 2 AST),"[1629216, 1630559]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,23.09,Made,3.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,,,,
102,PT03M34.00S,2024-12-20T03:27:35.1Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612758,19,25,2024-12-20T03:36:38Z,1020000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 203076]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Davis,203076.0,,,,,,,,,,,
103,PT03M34.00S,2024-12-20T03:27:35.1Z,1,REGULAR,steal,,[],203076,,,1610612747,19,25,2024-12-20T04:16:10Z,1030000,False,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2024-12-20T03:28:08.9Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612747,19,25,2024-12-20T03:28:19Z,1050000,False,,,0,,LAL 8-second-violation Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,1662.0,,,,,,,,,,
106,PT03M18.00S,2024-12-20T03:28:34.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,28.728646517739815,77.94117647058823,1610612758,19,25,2024-12-20T03:28:45Z,1060000,False,-140.0,218.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
107,PT03M16.00S,2024-12-20T03:28:36.7Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,19,25,2024-12-20T03:28:45Z,1070000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,106.0,2.0,2.0,0.0
108,PT03M13.00S,2024-12-20T03:28:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.16688567674113,48.06219362745098,1610612747,19,27,2024-12-20T03:28:51Z,1080000,False,-10.0,12.0,1,right,A. Davis Layup (6 PTS) (A. Reaves 3 AST),"[203076, 1630559]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.52,Made,6.0,A. Reaves,1630559.0,3.0,,,,,,,,,,,,,,
110,PT03M00.00S,2024-12-20T03:28:54.0Z,1,REGULAR,2pt,Jump Shot,[],201942,23.078186596583443,36.029411764705884,1610612758,19,27,2024-12-20T03:29:25Z,1100000,False,70.0,164.0,1,left,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,17.86,Missed,,,,,,,,,,,,,,,,,,
111,PT02M56.00S,2024-12-20T03:28:58.0Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,19,27,2024-12-20T03:28:59Z,1110000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,110.0,1.0,1.0,0.0
112,PT02M51.00S,2024-12-20T03:29:02.8Z,1,REGULAR,3pt,Jump Shot,[],1629060,92.9862023653088,2.2058823529411766,1610612747,19,30,2024-12-20T03:29:47Z,1120000,False,-239.0,13.0,1,right,R. Hachimura 3PT  (3 PTS) (A. Reaves 4 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.94,Made,3.0,A. Reaves,1630559.0,4.0,,,,,,,,,,,,,,
114,PT02M50.00S,2024-12-20T03:29:12.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,19,30,2024-12-20T03:29:12Z,1140000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M50.00S,2024-12-20T03:30:01.3Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,19,30,2024-12-20T03:30:37Z,1150000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M50.00S,2024-12-20T03:30:01.3Z,1,REGULAR,substitution,out,[],201942,,,1610612758,19,30,2024-12-20T03:30:37Z,1160000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M50.00S,2024-12-20T03:30:01.3Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,19,30,2024-12-20T03:30:37Z,1170000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M50.00S,2024-12-20T03:30:01.3Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,19,30,2024-12-20T03:30:37Z,1180000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M50.00S,2024-12-20T03:30:01.3Z,1,REGULAR,substitution,in,[],203458,,,1610612758,19,30,2024-12-20T03:30:37Z,1190000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2024-12-20T03:30:01.3Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,19,30,2024-12-20T03:30:37Z,1200000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M40.00S,2024-12-20T03:30:47.7Z,1,REGULAR,2pt,Jump Shot,[],1628368,20.97568988173456,69.6078431372549,1610612758,19,30,2024-12-20T03:30:51Z,1210000,False,-98.0,145.0,1,left,MISS D. Fox 17' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,17.48,Missed,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2024-12-20T03:30:49.8Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,19,30,2024-12-20T03:30:49Z,1220000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,121.0,2.0,1.0,1.0
123,PT02M34.00S,2024-12-20T03:30:53.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,25.706307490144546,83.57843137254902,1610612758,19,30,2024-12-20T03:30:57Z,1230000,False,-168.0,189.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
124,PT02M31.00S,2024-12-20T03:30:56.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,19,30,2024-12-20T03:30:57Z,1240000,False,,,0,,A. Davis REBOUND (Off:2 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,123.0,7.0,5.0,2.0
126,PT02M29.00S,2024-12-20T03:31:02.8Z,1,REGULAR,substitution,out,[],203076,,,1610612747,19,30,2024-12-20T03:31:22Z,1260000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M29.00S,2024-12-20T03:31:02.8Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,19,30,2024-12-20T03:31:22Z,1270000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2024-12-20T03:31:02.8Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,19,30,2024-12-20T03:31:22Z,1280000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2024-12-20T03:31:02.8Z,1,REGULAR,substitution,in,[],2544,,,1610612747,19,30,2024-12-20T03:31:22Z,1290000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M29.00S,2024-12-20T03:31:02.8Z,1,REGULAR,substitution,in,[],1631132,,,1610612747,19,30,2024-12-20T03:31:22Z,1300000,False,,,0,,SUB in: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M29.00S,2024-12-20T03:31:02.8Z,1,REGULAR,substitution,in,[],1642261,,,1610612747,19,30,2024-12-20T03:31:22Z,1310000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M29.00S,2024-12-20T03:31:24.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,19,30,2024-12-20T03:31:28Z,1320000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,
133,PT02M24.00S,2024-12-20T03:31:40.1Z,1,REGULAR,3pt,Jump Shot,[],1629216,95.0886990801577,97.05882352941177,1610612747,19,33,2024-12-20T03:31:44Z,1330000,False,235.0,-6.0,1,right,G. Vincent 3PT  (6 PTS) (D. Russell 1 AST),"[1629216, 1626156]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,23.54,Made,6.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
135,PT02M06.00S,2024-12-20T03:31:57.4Z,1,REGULAR,3pt,Jump Shot,[],1631165,16.507884362680684,4.166666666666666,1610612758,22,33,2024-12-20T03:32:01Z,1350000,False,229.0,103.0,1,left,K. Ellis 25' 3PT  (3 PTS) (D. Fox 3 AST),"[1631165, 1628368]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,25.12,Made,3.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,,,
137,PT01M50.00S,2024-12-20T03:32:13.6Z,1,REGULAR,2pt,Jump Shot,[],2544,84.97043363994744,77.69607843137256,1610612747,22,33,2024-12-20T03:32:18Z,1370000,False,138.0,89.0,1,right,MISS L. James 16' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Right,16.45,Missed,,,,,,,,,,,,,,,,,,
138,PT01M47.00S,2024-12-20T03:32:16.6Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,22,33,2024-12-20T03:32:18Z,1380000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,137.0,1.0,1.0,0.0
139,PT01M45.00S,2024-12-20T03:32:21.3Z,1,REGULAR,foul,personal,[],1629216,,,1610612758,22,33,2024-12-20T03:32:28Z,1390000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1631165]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,204058.0,1.0,0.0,Ellis,1631165.0,,,,,,
141,PT01M38.00S,2024-12-20T03:32:43.9Z,1,REGULAR,2pt,Jump Shot,[],1628368,23.47240473061761,41.911764705882355,1610612758,22,33,2024-12-20T03:32:47Z,1410000,False,40.0,168.0,1,left,MISS D. Fox 17' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,17.29,Missed,,,,,,,,,,,,,,,,,,
142,PT01M35.00S,2024-12-20T03:32:46.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,22,33,2024-12-20T03:32:47Z,1420000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,141.0,1.0,1.0,0.0
143,PT01M26.00S,2024-12-20T03:32:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,82.7365308804205,47.794117647058826,1610612747,22,35,2024-12-20T03:33:23Z,1430000,False,-11.0,110.0,1,right,D. Russell 11' driving floating Jump Shot (2 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,11.03,Made,2.0,,,,,,,,,,,,,,,,,
144,PT01M15.00S,2024-12-20T03:33:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,11.12023653088042,45.83333333333333,1610612758,22,35,2024-12-20T03:33:41Z,1440000,False,21.0,52.0,1,left,MISS A. Len cutting Layup,[203458],1610612758.0,SAC,cutting,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
145,PT01M15.00S,2024-12-20T03:33:07.1Z,1,REGULAR,rebound,offensive,[],203458,,,1610612758,22,35,2024-12-20T03:33:11Z,1450000,False,,,0,,A. Len REBOUND (Off:1 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,144.0,1.0,0.0,1.0
146,PT01M15.00S,2024-12-20T03:33:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203458,6.389618922470433,60.29411764705882,1610612758,24,35,2024-12-20T03:33:32Z,1460000,False,-51.0,8.0,1,left,A. Len putback Layup (2 PTS),[203458],1610612758.0,SAC,putback,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,2.0,,,,,,,,,,,,,,,,,
147,PT01M15.00S,2024-12-20T03:33:11.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631132,,,1610612758,24,35,2024-12-20T03:33:26Z,1470000,False,,,0,,C. Koloko shooting personal FOUL (1 PF) (Len 1 FT),"[1631132, 203458]",1610612747.0,LAL,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,1662.0,1.0,0.0,Len,203458.0,,,,,,
149,PT01M15.00S,2024-12-20T03:33:41.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203458,,,1610612758,24,35,2024-12-20T03:33:47Z,1490000,False,,,0,,MISS A. Len Free Throw 1 of 1,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT01M10.00S,2024-12-20T03:33:46.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612747,24,35,2024-12-20T03:33:47Z,1500000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,149.0,1.0,1.0,0.0
151,PT00M59.60S,2024-12-20T03:33:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631132,92.59198423127464,34.55882352941176,1610612747,24,35,2024-12-20T03:34:04Z,1510000,False,-77.0,17.0,1,right,MISS C. Koloko 7' floating Shot,[1631132],1610612747.0,LAL,floating,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
152,PT00M57.00S,2024-12-20T03:33:58.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,24,35,2024-12-20T03:34:04Z,1520000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,151.0,3.0,2.0,1.0
153,PT00M51.40S,2024-12-20T03:34:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,9.017739816031538,54.41176470588235,1610612758,24,35,2024-12-20T03:34:14Z,1530000,False,-22.0,32.0,1,left,MISS K. Murray driving Layup - blocked,"[1631099, 1631132]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,Koloko,1631132.0,,,,
154,PT00M51.40S,2024-12-20T03:34:04.7Z,1,REGULAR,block,,[],1631132,,,1610612758,24,35,2024-12-20T03:34:07Z,1540000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT00M48.40S,2024-12-20T03:34:07.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,24,35,2024-12-20T03:34:14Z,1550000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,153.0,2.0,2.0,0.0
156,PT00M47.50S,2024-12-20T03:34:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,92.9862023653088,53.431372549019606,1610612747,24,37,2024-12-20T03:34:19Z,1560000,False,17.0,13.0,1,right,D. Russell running Layup (4 PTS) (L. James 2 AST),"[1626156, 2544]",1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.18,Made,4.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
158,PT00M34.90S,2024-12-20T03:34:23.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612758,24,37,2024-12-20T03:34:31Z,1580000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Fox 2 FT),"[1626156, 1628368]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,,,,,1662.0,1.0,0.0,Fox,1628368.0,,,,,,
160,PT00M34.90S,2024-12-20T03:34:46.7Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,25,37,2024-12-20T03:34:46Z,1600000,False,,,0,,D. Fox Free Throw 1 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
161,PT00M34.90S,2024-12-20T03:35:01.0Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,26,37,2024-12-20T03:35:01Z,1610000,False,,,0,,D. Fox Free Throw 2 of 2 (5 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
163,PT00M11.00S,2024-12-20T03:35:41.1Z,1,REGULAR,2pt,Jump Shot,[],1626156,75.89725689881735,69.87591911764706,1610612747,26,37,2024-12-20T03:36:22Z,1630000,False,99.0,174.0,1,right,MISS D. Russell 20' turnaround fadeaway Shot,[1626156],1610612747.0,LAL,turnaround fadeaway,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,20.05,Missed,,,,,,,,,,,,,,,,,,
164,PT00M10.90S,2024-12-20T03:35:41.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,26,37,2024-12-20T03:36:22Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,163.0,,,
165,PT00M10.90S,2024-12-20T03:35:44.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,26,37,2024-12-20T03:35:59Z,1650000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1628480.0,,,,,,,,,,
166,PT00M10.90S,2024-12-20T03:35:51.7Z,1,REGULAR,substitution,out,[],203458,,,1610612758,26,37,2024-12-20T03:35:58Z,1660000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M10.90S,2024-12-20T03:35:51.7Z,1,REGULAR,substitution,in,[],1627734,,,1610612758,26,37,2024-12-20T03:35:58Z,1670000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M04.90S,2024-12-20T03:36:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628368,9.85545335085414,48.79748774509804,1610612758,26,37,2024-12-20T03:40:18Z,1675000,False,6.0,40.0,1,left,MISS D. Fox driving Layup - blocked,"[1628368, 1626156]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,Russell,1626156.0,,,,
186,PT00M04.90S,2024-12-20T03:36:02.4Z,1,REGULAR,block,,[],1626156,,,1610612758,26,37,2024-12-20T03:40:18Z,1677500,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
