actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
79,PT05M00.00S,2025-01-17T03:16:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,12.434296977660972,64.2156862745098,1610612745,13,14,2025-01-17T03:16:58Z,780000,False,-71.0,64.0,1,left,MISS J. Green 9' driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,9.59,Missed,,,,,,,,,,,,,,,,,,
80,PT04M57.00S,2025-01-17T03:16:55.4Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,13,14,2025-01-17T03:16:55Z,790000,False,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Left,,,79.0,3.0,2.0,1.0,,,,,,,,,,,,,,
81,PT04M46.00S,2025-01-17T03:17:09.3Z,1,REGULAR,2pt,Jump Shot,[],1627734,77.08607095926413,48.03921568627451,1610612758,13,14,2025-01-17T03:31:03Z,800000,False,-10.0,163.0,1,right,MISS D. Sabonis 16' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,16.32,Missed,,,,,,,,,,,,,,,,,,
82,PT04M43.00S,2025-01-17T03:17:12.3Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,13,14,2025-01-17T03:31:03Z,810000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M27.00S,2025-01-17T03:17:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,19.267411300919843,55.88235294117647,1610612745,13,14,2025-01-17T03:18:01Z,820000,False,-29.0,129.0,1,left,MISS A. Sengun 13' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.19,Missed,,,,,,,,,,,,,,,,,,
85,PT04M24.00S,2025-01-17T03:17:28.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,13,14,2025-01-17T03:17:45Z,840000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M13.00S,2025-01-17T03:17:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,88.78120893561103,46.568627450980394,1610612758,15,14,2025-01-17T03:32:26Z,850000,False,-17.0,53.0,1,right,D. Sabonis cutting Layup (2 PTS) (M. Monk 3 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,,,,,,,,,,,2.0,M. Monk,1628370.0,3.0,,,,
92,PT03M44.00S,2025-01-17T03:18:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.77989487516426,82.84313725490196,1610612745,15,14,2025-01-17T03:41:27Z,900000,False,-164.0,227.0,1,left,MISS D. Brooks 28' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,28.05,Missed,,,,,,,,,,,,,,,,,,
93,PT03M42.00S,2025-01-17T03:18:11.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,15,14,2025-01-17T03:18:11Z,910000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT03M39.00S,2025-01-17T03:18:14.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626168,69.85873850197109,80.63725490196079,1610612758,15,14,2025-01-17T03:18:22Z,920000,False,153.0,231.0,1,right,MISS T. Lyles 27' running 3PT,[1626168],1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,27.7,Missed,,,,,,,,,,,,,,,,,,
95,PT03M34.00S,2025-01-17T03:18:18.6Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,15,14,2025-01-17T03:18:18Z,930000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT03M24.00S,2025-01-17T03:18:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.017739816031538,45.09803921568628,1610612745,15,16,2025-01-17T03:18:34Z,940000,False,25.0,32.0,1,left,J. Green driving Layup (7 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.05,Made,,,,,,,,,,,7.0,,,,,,,
97,PT03M10.00S,2025-01-17T03:18:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,91.01511169513797,50.73529411764706,1610612758,17,16,2025-01-17T03:18:48Z,950000,False,4.0,32.0,1,right,M. Monk driving Layup (6 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,,,,,,,6.0,,,,,,,
98,PT03M10.00S,2025-01-17T03:18:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,17,16,2025-01-17T03:18:50Z,960000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M10.00S,2025-01-17T03:20:29.0Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,17,16,2025-01-17T03:21:38Z,970000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M10.00S,2025-01-17T03:20:29.0Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,17,16,2025-01-17T03:21:38Z,980000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M10.00S,2025-01-17T03:20:29.0Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,17,16,2025-01-17T03:21:38Z,990000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M10.00S,2025-01-17T03:20:29.0Z,1,REGULAR,substitution,in,[],203500,,,1610612745,17,16,2025-01-17T03:21:38Z,1000000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M56.00S,2025-01-17T03:22:27.3Z,1,REGULAR,2pt,Jump Shot,[],1641715,23.73521681997372,49.26470588235294,1610612745,17,18,2025-01-17T03:22:33Z,1010000,False,4.0,171.0,1,left,C. Whitmore 17' pullup Jump Shot (2 PTS),[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Center,17.06,Made,,,,,,,,,,,2.0,,,,,,,
104,PT02M39.00S,2025-01-17T03:22:44.4Z,1,REGULAR,3pt,Jump Shot,[],1631165,76.5604467805519,91.91176470588235,1610612758,20,18,2025-01-17T03:22:49Z,1020000,False,210.0,168.0,1,right,K. Ellis 26' 3PT  (3 PTS) (M. Monk 4 AST),"[1631165, 1628370]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,26.85,Made,,,,,,,,,,,3.0,M. Monk,1628370.0,4.0,,,,
106,PT02M29.00S,2025-01-17T03:22:56.1Z,1,REGULAR,turnover,out-of-bounds,[],1641708,,,1610612745,20,18,2025-01-17T03:23:04Z,1040000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641708],1610612745.0,HOU,bad pass,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,201639.0,1.0,,,,,,,,,,,,
107,PT02M29.00S,2025-01-17T03:22:59.8Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,20,18,2025-01-17T03:23:07Z,1050000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M29.00S,2025-01-17T03:22:59.8Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,20,18,2025-01-17T03:23:07Z,1060000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M29.00S,2025-01-17T03:22:59.8Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,20,18,2025-01-17T03:23:07Z,1070000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M29.00S,2025-01-17T03:22:59.8Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,20,18,2025-01-17T03:23:07Z,1080000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M09.00S,2025-01-17T03:23:32.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631165,81.2910643889619,3.1862745098039214,1610612758,23,18,2025-01-17T03:39:25Z,1090000,False,-234.0,123.0,1,right,K. Ellis 26' 3PT step back (6 PTS) (K. Murray 1 AST),"[1631165, 1631099]",1610612758.0,SAC,step back,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,26.46,Made,,,,,,,,,,,6.0,K. Murray,1631099.0,1.0,,,,
113,PT01M46.00S,2025-01-17T03:23:56.8Z,1,REGULAR,foul,personal,['3freethrow'],1631165,,,1610612745,23,18,2025-01-17T03:24:13Z,1110000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Green 3 FT),"[1631165, 1630224]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Green,1630224.0
115,PT01M46.00S,2025-01-17T03:24:26.5Z,1,REGULAR,freethrow,1 of 3,[],1630224,,,1610612745,23,19,2025-01-17T03:24:26Z,1130000,False,,,0,,J. Green Free Throw 1 of 3 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
116,PT01M46.00S,2025-01-17T03:24:44.0Z,1,REGULAR,freethrow,2 of 3,[],1630224,,,1610612745,23,20,2025-01-17T03:24:44Z,1140000,False,,,0,,J. Green Free Throw 2 of 3 (9 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
117,PT01M46.00S,2025-01-17T03:24:58.2Z,1,REGULAR,freethrow,3 of 3,[],1630224,,,1610612745,23,21,2025-01-17T03:24:58Z,1150000,False,,,0,,J. Green Free Throw 3 of 3 (10 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
118,PT01M32.00S,2025-01-17T03:25:13.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,73.01248357424441,11.76470588235294,1610612758,26,21,2025-01-17T03:25:18Z,1160000,False,-191.0,201.0,1,right,K. Murray 27' 3PT  (8 PTS) (K. Huerter 1 AST),"[1631099, 1628989]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,27.76,Made,,,,,,,,,,,8.0,K. Huerter,1628989.0,1.0,,,,
120,PT01M09.00S,2025-01-17T03:25:36.3Z,1,REGULAR,2pt,Jump Shot,[],1641715,10.068988173455978,16.42156862745098,1610612745,26,21,2025-01-17T03:40:43Z,1180000,False,168.0,42.0,1,left,MISS C. Whitmore 17' step back Shot,[1641715],1610612745.0,HOU,step back,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Right,17.31,Missed,,,,,,,,,,,,,,,,,,
121,PT01M08.00S,2025-01-17T03:25:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,26,21,2025-01-17T03:25:47Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right,,,120.0,,,,,,,,,,,,,,,,,
123,PT00M56.40S,2025-01-17T03:26:09.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641715,17.0335085413929,48.28431372549019,1610612745,26,23,2025-01-17T03:41:53Z,1210000,False,9.0,108.0,1,left,C. Whitmore 10' floating Jump Shot (4 PTS),[1641715],1610612745.0,HOU,floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,10.79,Made,,,,,,,,,,,4.0,,,,,,,
124,PT00M49.10S,2025-01-17T03:26:17.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,68.9388961892247,17.15686274509804,1610612758,26,23,2025-01-17T03:42:35Z,1220000,False,-164.0,239.0,1,right,MISS D. Fox 29' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,29.04,Missed,,,,,,,,,,,,,,,,,,
125,PT00M46.80S,2025-01-17T03:26:19.7Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,26,23,2025-01-17T03:26:19Z,1230000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,,,
126,PT00M44.30S,2025-01-17T03:26:22.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,70.90998685939553,83.57843137254902,1610612758,26,23,2025-01-17T03:26:25Z,1240000,False,168.0,221.0,1,right,MISS K. Ellis 27' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,27.75,Missed,,,,,,,,,,,,,,,,,,
127,PT00M42.20S,2025-01-17T03:26:24.3Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,26,23,2025-01-17T03:26:25Z,1250000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT00M26.50S,2025-01-17T03:26:39.9Z,1,REGULAR,2pt,Jump Shot,[],1631106,22.683968462549277,50.73529411764706,1610612745,26,23,2025-01-17T03:26:46Z,1260000,False,-4.0,161.0,1,left,MISS T. Eason 16' turnaround fadeaway Shot,[1631106],1610612745.0,HOU,turnaround fadeaway,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,16.07,Missed,,,,,,,,,,,,,,,,,,
129,PT00M22.20S,2025-01-17T03:26:44.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,26,23,2025-01-17T03:26:44Z,1270000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Center,,,128.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT00M19.70S,2025-01-17T03:26:47.3Z,1,REGULAR,turnover,out-of-bounds,[],1626168,,,1610612758,26,23,2025-01-17T03:26:59Z,1280000,False,,,0,,T. Lyles bad pass out-of-bounds TURNOVER (1 TO),[1626168],1610612758.0,SAC,bad pass,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,,,201639.0,1.0,,,,,,,,,,,,
131,PT00M05.70S,2025-01-17T03:27:12.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641708,10.200394218134035,43.13725490196079,1610612745,26,25,2025-01-17T03:27:16Z,1290000,False,34.0,43.0,1,left,A. Thompson driving Layup (2 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,,,,,,,,,,,2.0,,,,,,,
132,PT00M00.00S,2025-01-17T03:27:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,91.93495400788436,2.450980392156863,1610612758,26,25,2025-01-17T03:27:25Z,1300000,False,-238.0,23.0,1,right,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.88,Missed,,,,,,,,,,,,,,,,,,
133,PT00M00.00S,2025-01-17T03:27:23.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,25,2025-01-17T03:27:23Z,1310000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,132.0,,,,,,,,,,,,,,,,,
134,PT00M00.00S,2025-01-17T03:27:28.0Z,1,REGULAR,period,end,[],0,,,1610612758,26,25,2025-01-17T03:27:28Z,1320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,out,['startperiod'],1628989,,,1610612758,26,25,2025-01-17T03:30:58Z,1330000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612758,26,25,2025-01-17T03:30:58Z,1340000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612758,26,25,2025-01-17T03:30:58Z,1350000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612758,26,25,2025-01-17T03:30:58Z,1360000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,in,['startperiod'],1642269,,,1610612758,26,25,2025-01-17T03:30:58Z,1370000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612758,26,25,2025-01-17T03:30:58Z,1380000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612758,26,25,2025-01-17T03:30:58Z,1390000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-01-17T03:28:05.3Z,2,REGULAR,substitution,in,['startperiod'],201145,,,1610612758,26,25,2025-01-17T03:30:58Z,1400000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-01-17T03:31:03.2Z,2,REGULAR,period,start,[],0,,,1610612758,26,25,2025-01-17T03:31:03Z,1410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M44.00S,2025-01-17T03:31:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.14651773981603,44.36274509803921,1610612758,28,25,2025-01-17T03:31:23Z,1420000,False,-28.0,31.0,1,right,D. Fox driving Layup (4 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,4.17,Made,,,,,,,,,,,4.0,,,,,,,
145,PT11M25.00S,2025-01-17T03:31:37.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,11.645860709592641,47.794117647058826,1610612745,28,27,2025-01-17T03:31:44Z,1430000,False,11.0,57.0,1,left,J. Green driving DUNK (7 PTS) (S. Adams 1 AST),"[201145, 203500]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.81,Made,,,,,,,,,,,7.0,S. Adams,203500.0,1.0,,,,
147,PT11M16.00S,2025-01-17T03:31:46.7Z,2,REGULAR,3pt,Jump Shot,[],1626168,66.96780551905388,37.745098039215684,1610612758,28,27,2025-01-17T03:31:53Z,1450000,False,-61.0,258.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
148,PT11M11.00S,2025-01-17T03:31:50.4Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,28,27,2025-01-17T03:31:50Z,1460000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT11M03.00S,2025-01-17T03:31:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,16.90210249671485,53.431372549019606,1610612745,28,27,2025-01-17T03:44:53Z,1470000,False,-17.0,106.0,1,left,MISS A. Thompson 10' fadeaway Shot,[1641708],1610612745.0,HOU,fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.78,Missed,,,,,,,,,,,,,,,,,,
150,PT11M00.00S,2025-01-17T03:32:02.7Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,28,27,2025-01-17T03:32:05Z,1480000,False,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,149.0,3.0,3.0,0.0,,,,,,,,,,,,,,
151,PT10M54.00S,2025-01-17T03:32:08.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642269,90.62089356110381,57.84313725490197,1610612758,28,27,2025-01-17T03:46:44Z,1490000,False,39.0,36.0,1,right,MISS D. Carter running Layup - blocked,"[1642269, 203500]",1610612758.0,SAC,running,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,,,,,,,,Adams,203500.0,,,,,,,,
266,PT10M54.00S,2025-01-17T03:32:08.0Z,2,REGULAR,block,,[],203500,,,1610612758,28,27,2025-01-17T03:48:21Z,1495000,False,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
152,PT10M52.00S,2025-01-17T03:32:10.0Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,28,27,2025-01-17T03:32:20Z,1500000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,151.0,3.0,2.0,1.0,,,,,,,,,,,,,,
153,PT10M44.00S,2025-01-17T03:32:18.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203500,14.14257555847569,38.23529411764706,1610612745,28,29,2025-01-17T03:47:49Z,1510000,False,59.0,80.0,1,left,S. Adams 9' turnaround bank Hook (2 PTS) (C. Whitmore 1 AST),"[203500, 1641715]",1610612745.0,HOU,turnaround bank,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Right,9.96,Made,,,,,,,,,,,2.0,C. Whitmore,1641715.0,1.0,,,,
155,PT10M28.00S,2025-01-17T03:32:33.8Z,2,REGULAR,3pt,Jump Shot,[],1626168,92.85479632063075,99.01960784313727,1610612758,28,29,2025-01-17T03:32:38Z,1530000,False,245.0,15.0,1,right,MISS T. Lyles 24' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,24.55,Missed,,,,,,,,,,,,,,,,,,
156,PT10M26.00S,2025-01-17T03:32:35.8Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612745,28,29,2025-01-17T03:32:38Z,1540000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Right Corner 3,24+ Right,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT10M16.00S,2025-01-17T03:32:46.3Z,2,REGULAR,3pt,Jump Shot,[],1641715,30.436925098554536,17.401960784313726,1610612745,28,32,2025-01-17T03:32:53Z,1550000,False,163.0,234.0,1,left,C. Whitmore 28' 3PT  (7 PTS) (A. Thompson 2 AST),"[1641715, 1641708]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,28.48,Made,,,,,,,,,,,7.0,A. Thompson,1641708.0,2.0,,,,
159,PT10M03.00S,2025-01-17T03:32:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,92.19776609724047,42.64705882352941,1610612758,30,32,2025-01-17T03:33:11Z,1570000,False,-37.0,21.0,1,right,T. Lyles driving Layup (2 PTS) (D. Fox 1 AST),"[1626168, 1628368]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,,,,,,,2.0,D. Fox,1628368.0,1.0,,,,
161,PT09M39.00S,2025-01-17T03:33:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,11.251642575558476,64.95098039215686,1610612745,30,32,2025-01-17T03:49:22Z,1590000,False,-75.0,53.0,1,left,MISS C. Whitmore 9' driving floating Shot,[1641715],1610612745.0,HOU,driving floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Left,9.18,Missed,,,,,,,,,,,,,,,,,,
162,PT09M35.00S,2025-01-17T03:33:27.9Z,2,REGULAR,rebound,defensive,[],1642269,,,1610612758,30,32,2025-01-17T03:49:22Z,1600000,False,,,0,,D. Carter REBOUND (Off:0 Def:1),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Left,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
