actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
78,PT05M15.00S,2024-12-22T23:22:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612758,10,9,2024-12-22T23:22:32Z,780000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Huerter 2 FT),"[1626167, 1628989]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203591.0,1.0,0.0,Huerter,1628989.0,,,,,,,
80,PT05M15.00S,2024-12-22T23:22:48.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628989,,,1610612758,11,9,2024-12-22T23:23:20Z,800000,False,,,0,,K. Huerter Free Throw 1 of 2 (1 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
81,PT05M15.00S,2024-12-22T23:22:50.3Z,1,REGULAR,substitution,out,[],1631097,,,1610612758,11,9,2024-12-22T23:22:57Z,810000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2024-12-22T23:22:50.3Z,1,REGULAR,substitution,in,[],1641767,,,1610612758,11,9,2024-12-22T23:22:57Z,820000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2024-12-22T23:22:48.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628989,,,1610612758,11,9,2024-12-22T23:23:20Z,830000,False,,,0,,MISS K. Huerter Free Throw 2 of 2,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2024-12-22T23:22:52.2Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,11,9,2024-12-22T23:23:20Z,840000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M06.00S,2024-12-22T23:23:16.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630167,26.231931668856767,86.02941176470588,1610612754,11,9,2024-12-22T23:30:57Z,850000,False,-180.0,194.0,1,left,MISS O. Toppin 26' running pullup 3PT,[1630167],1610612754.0,IND,running pullup,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2024-12-22T23:23:19.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,11,9,2024-12-22T23:30:57Z,860000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,85.0,5.0,5.0,0.0,,,,,,,,,,,,,,
87,PT04M54.00S,2024-12-22T23:23:27.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,87.07293035479631,47.05882352941176,1610612758,11,9,2024-12-22T23:31:54Z,870000,False,-15.0,69.0,1,right,MISS D. Sabonis 7' driving DUNK,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
88,PT04M54.00S,2024-12-22T23:23:27.9Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,11,9,2024-12-22T23:24:07Z,880000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT04M48.00S,2024-12-22T23:23:34.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,29.77989487516426,79.41176470588235,1610612754,11,9,2024-12-22T23:32:13Z,890000,False,-147.0,227.0,1,left,MISS T. Haliburton 27' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2024-12-22T23:23:34.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,11,9,2024-12-22T23:23:51Z,900000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,89.0,6.0,6.0,0.0,,,,,,,,,,,,,,
91,PT04M29.00S,2024-12-22T23:23:53.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,65.78515111695138,49.50980392156863,1610612758,11,9,2024-12-22T23:24:11Z,910000,False,-2.0,269.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2024-12-22T23:23:57.0Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,11,9,2024-12-22T23:23:57Z,920000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,
93,PT04M10.00S,2024-12-22T23:24:11.9Z,1,REGULAR,3pt,Jump Shot,[],1641767,33.196452036793694,68.87254901960785,1610612754,11,12,2024-12-22T23:24:17Z,930000,False,-94.0,260.0,1,left,B. Sheppard 27' 3PT  (3 PTS) (O. Toppin 1 AST),"[1641767, 1630167]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,27.61,Made,,,,,,,,,,,,3.0,,,,O. Toppin,1630167.0,1.0
95,PT03M52.00S,2024-12-22T23:24:30.2Z,1,REGULAR,2pt,Jump Shot,[],1628370,79.188567674113,50.73529411764706,1610612758,13,12,2024-12-22T23:33:34Z,950000,False,4.0,143.0,1,right,M. Monk 14' driving floating Jump Shot (2 PTS) (D. Sabonis 2 AST),"[1628370, 1627734]",1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,14.31,Made,,,,,,,,,,,,2.0,,,,D. Sabonis,1627734.0,2.0
97,PT03M42.00S,2024-12-22T23:24:39.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.40801576872536,68.87254901960785,1610612754,13,12,2024-12-22T23:24:44Z,970000,False,-94.0,252.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
98,PT03M39.00S,2024-12-22T23:24:42.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,13,12,2024-12-22T23:24:44Z,980000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT03M33.00S,2024-12-22T23:24:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,90.3580814717477,56.127450980392155,1610612758,13,12,2024-12-22T23:34:28Z,990000,False,31.0,38.0,1,right,MISS K. Huerter driving Layup,[1628989],1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,,,,,,,,,,,,,,,,,,
100,PT03M32.00S,2024-12-22T23:24:50.2Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,13,12,2024-12-22T23:24:55Z,1000000,False,,,0,,K. Huerter REBOUND (Off:2 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,99.0,2.0,0.0,2.0,,,,,,,,,,,,,,
101,PT03M32.00S,2024-12-22T23:24:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628989,92.85479632063075,54.90196078431373,1610612758,15,12,2024-12-22T23:34:42Z,1010000,False,25.0,15.0,1,right,K. Huerter tip Layup (3 PTS),[1628989],1610612758.0,SAC,tip,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,,,3.0,,,,,,
102,PT03M32.00S,2024-12-22T23:24:57.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,15,12,2024-12-22T23:24:57Z,1020000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M12.00S,2024-12-22T23:28:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,24.78646517739816,8.088235294117647,1610612754,15,15,2024-12-22T23:28:12Z,1030000,False,210.0,180.0,1,left,O. Toppin 27' 3PT  (3 PTS) (T. Haliburton 2 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,27.66,Made,,,,,,,,,,,,3.0,,,,T. Haliburton,1630169.0,2.0
105,PT02M57.00S,2024-12-22T23:28:25.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201942,87.07293035479631,56.61764705882353,1610612758,15,15,2024-12-22T23:35:56Z,1050000,False,33.0,69.0,1,right,MISS D. DeRozan 7' driving Hook,[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2024-12-22T23:28:27.2Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,15,15,2024-12-22T23:35:56Z,1060000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,105.0,7.0,6.0,1.0,,,,,,,,,,,,,,
107,PT02M55.00S,2024-12-22T23:28:30.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,94.40999984741211,50.0,1610612758,17,15,2024-12-22T23:36:20Z,1070000,False,0.0,0.0,1,right,D. Sabonis tip Layup (2 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,2.0,,,,,,
108,PT02M36.00S,2024-12-22T23:28:43.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,13.091327201051248,98.0392156862745,1610612754,17,15,2024-12-22T23:28:49Z,1080000,False,-240.0,71.0,1,left,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,25.04,Missed,,,,,,,,,,,,,,,,,,
109,PT02M32.00S,2024-12-22T23:28:47.4Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,17,15,2024-12-22T23:28:49Z,1090000,False,,,0,,K. Huerter REBOUND (Off:2 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,,,108.0,3.0,1.0,2.0,,,,,,,,,,,,,,
110,PT02M26.00S,2024-12-22T23:28:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,88.51839684625493,46.81372549019608,1610612758,19,15,2024-12-22T23:36:56Z,1100000,False,-16.0,55.0,1,right,D. Sabonis driving Hook (4 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,,,,,,,,4.0,,,,,,
111,PT02M12.00S,2024-12-22T23:29:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,19.267411300919843,55.14705882352941,1610612754,19,15,2024-12-22T23:37:41Z,1110000,False,-26.0,129.0,1,left,MISS T. McConnell 13' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,13.11,Missed,,,,,,,,,,,,,,,,,,
112,PT02M08.00S,2024-12-22T23:29:10.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,19,15,2024-12-22T23:37:41Z,1120000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,111.0,8.0,7.0,1.0,,,,,,,,,,,,,,
114,PT02M00.00S,2024-12-22T23:29:44.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,88.51839684625493,50.98039215686274,1610612758,21,15,2024-12-22T23:29:51Z,1140000,False,5.0,55.0,1,right,D. Sabonis cutting DUNK (6 PTS) (D. DeRozan 1 AST),"[1627734, 201942]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,,,,,,,,6.0,,,,D. DeRozan,201942.0,1.0
116,PT01M57.00S,2024-12-22T23:29:54.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,21,15,2024-12-22T23:29:54Z,1160000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,out,[],1628370,,,1610612754,21,15,2024-12-22T23:31:31Z,1170000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,out,[],201942,,,1610612754,21,15,2024-12-22T23:31:31Z,1180000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,21,15,2024-12-22T23:31:31Z,1190000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,21,15,2024-12-22T23:31:31Z,1200000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,21,15,2024-12-22T23:31:31Z,1210000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,in,[],1628368,,,1610612754,21,15,2024-12-22T23:31:31Z,1220000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,in,[],203926,,,1610612754,21,15,2024-12-22T23:31:31Z,1230000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,in,[],1631099,,,1610612754,21,15,2024-12-22T23:31:31Z,1240000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,21,15,2024-12-22T23:31:31Z,1250000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M57.00S,2024-12-22T23:30:43.2Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,21,15,2024-12-22T23:31:31Z,1260000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M32.00S,2024-12-22T23:31:47.9Z,1,REGULAR,2pt,Jump Shot,[],1631097,25.18068331143233,54.65686274509803,1610612754,21,15,2024-12-22T23:38:56Z,1270000,False,-23.0,184.0,1,left,MISS B. Mathurin 18' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,18.57,Missed,,,,,,,,,,,,,,,,,,
128,PT01M28.00S,2024-12-22T23:31:50.7Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,21,15,2024-12-22T23:31:50Z,1280000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT01M15.00S,2024-12-22T23:32:03.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,69.72733245729303,85.29411764705883,1610612758,21,15,2024-12-22T23:32:09Z,1290000,False,176.0,232.0,1,right,MISS D. Fox 29' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,29.16,Missed,,,,,,,,,,,,,,,,,,
130,PT01M13.00S,2024-12-22T23:32:05.4Z,1,REGULAR,rebound,offensive,[],203926,,,1610612758,21,15,2024-12-22T23:32:05Z,1300000,False,,,0,,D. McDermott REBOUND (Off:1 Def:0),[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,,
131,PT01M06.00S,2024-12-22T23:32:12.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203926,71.96123521681997,8.57843137254902,1610612758,21,15,2024-12-22T23:32:18Z,1310000,False,-207.0,211.0,1,right,MISS D. McDermott 29' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,29.57,Missed,,,,,,,,,,,,,,,,,,
132,PT01M05.00S,2024-12-22T23:32:13.9Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,21,15,2024-12-22T23:40:03Z,1320000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,
133,PT00M51.20S,2024-12-22T23:32:28.1Z,1,REGULAR,2pt,Jump Shot,[],1630167,20.45006570302234,45.588235294117645,1610612754,21,15,2024-12-22T23:45:10Z,1330000,False,22.0,140.0,1,left,MISS O. Toppin 14' turnaround Shot,[1630167],1610612754.0,IND,turnaround,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Center,14.14,Missed,,,,,,,,,,,,,,,,,,
134,PT00M47.20S,2024-12-22T23:32:32.1Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,21,15,2024-12-22T23:32:32Z,1340000,False,,,0,,T. McConnell REBOUND (Off:1 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Center,,,133.0,3.0,2.0,1.0,,,,,,,,,,,,,,
135,PT00M42.30S,2024-12-22T23:32:38.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,12.434296977660972,72.30392156862744,1610612754,21,15,2024-12-22T23:32:46Z,1350000,False,-112.0,64.0,1,left,MISS P. Siakam 12' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,12.88,Missed,,,,,,,,,,,,,,,,,,
136,PT00M42.30S,2024-12-22T23:32:38.0Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,21,15,2024-12-22T23:32:46Z,1360000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,,,
137,PT00M41.60S,2024-12-22T23:32:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,9.937582128777924,48.77450980392157,1610612754,21,17,2024-12-22T23:41:43Z,1370000,False,6.0,41.0,1,left,O. Toppin putback Layup (5 PTS),[1630167],1610612754.0,IND,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,4.14,Made,,,,,,,,,,,,5.0,,,,,,
138,PT00M31.30S,2024-12-22T23:32:57.5Z,1,REGULAR,2pt,Jump Shot,[],1628368,79.45137976346912,61.029411764705884,1610612758,23,17,2024-12-22T23:33:04Z,1380000,False,55.0,141.0,1,right,D. Fox 15' pullup Jump Shot (10 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,15.11,Made,,,,,,,,,,,,10.0,,,,,,
139,PT00M15.40S,2024-12-22T23:33:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,15.982260183968464,50.73529411764706,1610612754,23,19,2024-12-22T23:42:11Z,1390000,False,-4.0,98.0,1,left,T. McConnell 9' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,,,,,,,,2.0,,,,,,
140,PT00M03.90S,2024-12-22T23:33:29.2Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,23,19,2024-12-22T23:33:35Z,1400000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 204456]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,,
141,PT00M03.90S,2024-12-22T23:33:29.2Z,1,REGULAR,steal,,[],204456,,,1610612754,23,19,2024-12-22T23:46:53Z,1410000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M01.00S,2024-12-22T23:33:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641767,5.995400788436268,46.07843137254902,1610612754,23,21,2024-12-22T23:43:08Z,1420000,False,20.0,4.0,1,left,B. Sheppard Layup (5 PTS) (B. Mathurin 2 AST),"[1641767, 1631097]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,,,,,,5.0,,,,B. Mathurin,1631097.0,2.0
144,PT00M00.00S,2024-12-22T23:33:41.8Z,1,REGULAR,period,end,[],0,,,1610612758,23,21,2024-12-22T23:33:41Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-12-22T23:34:36.7Z,2,REGULAR,substitution,out,['startperiod'],1641767,,,1610612758,23,21,2024-12-22T23:36:05Z,1460000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-12-22T23:34:36.7Z,2,REGULAR,substitution,in,['startperiod'],1641716,,,1610612758,23,21,2024-12-22T23:36:05Z,1470000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-12-22T23:36:19.1Z,2,REGULAR,period,start,[],0,,,1610612758,23,21,2024-12-22T23:36:19Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M39.00S,2024-12-22T23:36:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,90.48948751642575,48.28431372549019,1610612758,25,21,2024-12-22T23:36:47Z,1490000,False,-9.0,37.0,1,right,K. Huerter driving finger roll Layup (5 PTS),[1628989],1610612758.0,SAC,driving finger roll,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,,,,,,,5.0,,,,,,
151,PT11M11.00S,2024-12-22T23:37:07.5Z,2,REGULAR,2pt,Jump Shot,[],1627783,23.99802890932983,36.27450980392157,1610612754,25,21,2024-12-22T23:37:18Z,1500000,False,69.0,173.0,1,left,MISS P. Siakam 18' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,18.62,Missed,,,,,,,,,,,,,,,,,,
152,PT11M08.00S,2024-12-22T23:37:10.0Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,25,21,2024-12-22T23:37:10Z,1510000,False,,,0,,T. McConnell REBOUND (Off:2 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,,,151.0,4.0,2.0,2.0,,,,,,,,,,,,,,
153,PT11M07.00S,2024-12-22T23:37:11.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641716,7.30946123521682,50.245098039215684,1610612754,25,23,2024-12-22T23:37:22Z,1520000,False,-1.0,16.0,1,left,J. Walker cutting DUNK (2 PTS) (T. McConnell 1 AST),"[1641716, 204456]",1610612754.0,IND,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,,,2.0,,,,T. McConnell,204456.0,1.0
155,PT10M50.00S,2024-12-22T23:37:28.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,92.46057818659659,46.81372549019608,1610612758,27,23,2024-12-22T23:45:40Z,1540000,False,-16.0,18.0,1,right,K. Murray cutting DUNK (2 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,,,2.0,,,,D. Fox,1628368.0,1.0
157,PT10M38.00S,2024-12-22T23:37:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.478975032851512,38.48039215686275,1610612754,27,23,2024-12-22T23:37:48Z,1560000,False,58.0,121.0,1,left,MISS P. Siakam 13' turnaround Shot - blocked,"[1627783, 1631099]",1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.42,Missed,,,,,Murray,1631099.0,,,,,,,,,,,,
158,PT10M38.00S,2024-12-22T23:37:39.7Z,2,REGULAR,block,,[],1631099,,,1610612754,27,23,2024-12-22T23:37:43Z,1570000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
