actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT04M43.00S,2024-10-29T02:25:25.4Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,17,8,2024-10-29T02:25:25Z,860000,False,,,0,,D. DeRozan Free Throw 2 of 2 (5 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
87,PT04M28.00S,2024-10-29T02:25:42.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,86.81011826544021,56.86274509803921,1610612757,17,8,2024-10-29T02:25:54Z,870000,False,34.0,71.0,1,right,MISS D. Ayton 7' turnaround Shot,[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
88,PT04M27.00S,2024-10-29T02:25:43.1Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,17,8,2024-10-29T02:32:59Z,880000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,,,
121,PT04M27.00S,2024-10-29T02:25:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,90.45663600525624,52.69607843137255,1610612757,17,8,2024-10-29T02:33:41Z,885000,False,13.0,37.0,1,right,MISS D. Ayton Layup - blocked,"[1629028, 1631165]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,Ellis,1631165.0
122,PT04M27.00S,2024-10-29T02:25:44.8Z,1,REGULAR,block,,[],1631165,,,1610612757,17,8,2024-10-29T02:32:42Z,887500,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT04M25.00S,2024-10-29T02:25:46.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,17,8,2024-10-29T02:33:41Z,888750,False,,,0,,D. Ayton REBOUND (Off:2 Def:0),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,121.0,2.0,0.0,2.0,,,,,,,,,,,,,,
89,PT04M22.00S,2024-10-29T02:25:47.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,88.12417871222075,44.6078431372549,1610612757,17,10,2024-10-29T02:32:42Z,890000,False,-27.0,59.0,1,right,D. Ayton 6' Hook (6 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,,,,,,,,,6.0,,,,,,,,,
90,PT04M11.00S,2024-10-29T02:25:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.623521681997373,38.48039215686275,1610612758,17,10,2024-10-29T02:34:11Z,900000,False,58.0,29.0,1,left,MISS D. DeRozan 6' driving Layup,[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
91,PT04M11.00S,2024-10-29T02:25:58.8Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,17,10,2024-10-29T02:26:12Z,910000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,90.0,4.0,2.0,2.0,,,,,,,,,,,,,,
93,PT04M04.00S,2024-10-29T02:26:08.7Z,1,REGULAR,foul,personal,['3freethrow'],1630703,,,1610612758,17,10,2024-10-29T02:26:20Z,920000,False,,,0,,S. Henderson shooting personal FOUL (1 PF) (Monk 3 FT),"[1630703, 1628370]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Monk,1628370.0,,
95,PT04M04.00S,2024-10-29T02:26:36.4Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1628370,,,1610612758,18,10,2024-10-29T02:26:36Z,940000,False,,,0,,M. Monk Free Throw 1 of 3 (1 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
96,PT04M04.00S,2024-10-29T02:26:54.2Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1628370,,,1610612758,19,10,2024-10-29T02:26:54Z,950000,False,,,0,,M. Monk Free Throw 2 of 3 (2 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
97,PT04M04.00S,2024-10-29T02:27:07.5Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1628370,,,1610612758,20,10,2024-10-29T02:27:07Z,960000,False,,,0,,M. Monk Free Throw 3 of 3 (3 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
98,PT03M47.00S,2024-10-29T02:27:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,70.64717477003943,23.774509803921568,1610612757,20,10,2024-10-29T02:27:36Z,970000,False,-131.0,223.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
99,PT03M42.00S,2024-10-29T02:27:32.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,20,10,2024-10-29T02:27:36Z,980000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,98.0,5.0,3.0,2.0,,,,,,,,,,,,,,
100,PT03M33.00S,2024-10-29T02:27:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627734,27.54599211563732,76.47058823529412,1610612758,20,10,2024-10-29T02:27:48Z,990000,False,-132.0,206.0,1,left,MISS D. Sabonis 24' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,24.52,Missed,,,,,,,,,,,,,,,,,,
101,PT03M30.00S,2024-10-29T02:27:44.5Z,1,REGULAR,rebound,offensive,[],201942,,,1610612758,20,10,2024-10-29T02:27:48Z,1000000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,100.0,3.0,2.0,1.0,,,,,,,,,,,,,,
102,PT03M28.00S,2024-10-29T02:27:48.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,28.86005256241787,24.509803921568626,1610612758,20,10,2024-10-29T02:27:55Z,1010000,False,127.0,219.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2024-10-29T02:27:53.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,20,10,2024-10-29T02:27:55Z,1020000,False,,,0,,D. Ayton REBOUND (Off:2 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,102.0,3.0,1.0,2.0,,,,,,,,,,,,,,
105,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,out,[],201942,,,1610612757,20,10,2024-10-29T02:28:31Z,1040000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,out,[],1631099,,,1610612757,20,10,2024-10-29T02:28:31Z,1050000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,20,10,2024-10-29T02:28:31Z,1060000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,20,10,2024-10-29T02:28:31Z,1070000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,in,[],1628368,,,1610612757,20,10,2024-10-29T02:28:31Z,1080000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,in,[],1626168,,,1610612757,20,10,2024-10-29T02:28:31Z,1090000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,in,[],1642270,,,1610612757,20,10,2024-10-29T02:28:31Z,1100000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M17.00S,2024-10-29T02:28:04.2Z,1,REGULAR,substitution,in,[],203924,,,1610612757,20,10,2024-10-29T02:28:31Z,1110000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2024-10-29T02:28:35.3Z,1,REGULAR,foul,personal,[],1628368,,,1610612757,20,10,2024-10-29T02:28:48Z,1120000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 203924]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Grant,203924.0,,
115,PT03M03.00S,2024-10-29T02:29:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,92.9862023653088,54.65686274509803,1610612757,20,12,2024-10-29T02:29:13Z,1140000,False,23.0,13.0,1,right,S. Henderson driving Layup (2 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,,2.0,,,,,,,,,
116,PT02M44.00S,2024-10-29T02:29:30.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642270,,,1610612758,20,12,2024-10-29T02:32:29Z,1150000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1642270, 1627734]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Sabonis,1627734.0,,
118,PT02M44.00S,2024-10-29T02:29:42.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,20,12,2024-10-29T02:29:42Z,1170000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M44.00S,2024-10-29T02:29:43.8Z,1,REGULAR,substitution,out,[],1630166,,,1610612758,20,12,2024-10-29T02:32:27Z,1180000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M44.00S,2024-10-29T02:29:43.8Z,1,REGULAR,substitution,in,[],1631133,,,1610612758,20,12,2024-10-29T02:32:27Z,1190000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M44.00S,2024-10-29T02:32:49.1Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,21,12,2024-10-29T02:32:49Z,1200000,False,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
125,PT02M44.00S,2024-10-29T02:33:08.9Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,22,12,2024-10-29T02:33:08Z,1210000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
126,PT02M32.00S,2024-10-29T02:33:21.3Z,1,REGULAR,3pt,Jump Shot,[],1631200,91.40932982917214,97.54901960784314,1610612757,22,12,2024-10-29T02:40:33Z,1220000,False,238.0,28.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2024-10-29T02:33:25.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,22,12,2024-10-29T02:33:33Z,1230000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,126.0,6.0,4.0,2.0,,,,,,,,,,,,,,
128,PT02M11.00S,2024-10-29T02:33:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,10.988830486202366,40.19607843137255,1610612758,22,12,2024-10-29T02:39:28Z,1240000,False,49.0,51.0,1,left,MISS T. Lyles 7' driving floating bank Shot,[1626168],1610612758.0,SAC,driving floating bank,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
129,PT02M08.00S,2024-10-29T02:33:47.2Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612758,22,12,2024-10-29T02:39:28Z,1250000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,,,
130,PT02M07.00S,2024-10-29T02:33:49.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631165,3.9914586070959217,90.44117647058823,1610612758,22,12,2024-10-29T02:41:49Z,1260000,False,-202.0,-15.0,1,left,MISS K. Ellis 20' Jump Shot,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left,20.28,Missed,,,,,,,,,,,,,,,,,,
131,PT02M07.00S,2024-10-29T02:33:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,22,12,2024-10-29T02:35:53Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,130.0,,,,,,,,,,,,,,,,,
132,PT02M07.00S,2024-10-29T02:33:56.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,22,12,2024-10-29T02:34:07Z,1280000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,,,,,,
133,PT01M48.00S,2024-10-29T02:34:20.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203924,80.76544021024968,66.91176470588235,1610612757,22,14,2024-10-29T02:34:29Z,1290000,False,85.0,128.0,1,right,J. Grant 15' fadeaway Jump Shot (2 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,15.37,Made,,,,,,,,,2.0,,,,,,,,,
134,PT01M27.00S,2024-10-29T02:35:15.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642270,,,1610612758,22,14,2024-10-29T02:35:23Z,1300000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1642270, 1627734]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,2.0,0.0,Sabonis,1627734.0,,
136,PT01M27.00S,2024-10-29T02:35:43.8Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,23,14,2024-10-29T02:36:11Z,1320000,False,,,0,,D. Sabonis Free Throw 1 of 2 (7 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
137,PT01M27.00S,2024-10-29T02:35:45.5Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,23,14,2024-10-29T02:35:50Z,1330000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M27.00S,2024-10-29T02:35:45.5Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,23,14,2024-10-29T02:35:50Z,1340000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M27.00S,2024-10-29T02:35:43.8Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,23,14,2024-10-29T02:36:11Z,1350000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT01M21.00S,2024-10-29T02:35:49.8Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,23,14,2024-10-29T02:36:11Z,1360000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT01M04.00S,2024-10-29T02:36:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,87.59855453350855,51.225490196078425,1610612757,23,14,2024-10-29T02:36:49Z,1380000,False,6.0,64.0,1,right,MISS J. Grant 6' driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
143,PT01M04.00S,2024-10-29T02:36:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,23,14,2024-10-29T02:36:43Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,142.0,,,,,,,,,,,,,,,,,
144,PT01M04.00S,2024-10-29T02:36:44.2Z,1,REGULAR,substitution,out,[],1627734,,,1610612757,23,14,2024-10-29T02:36:47Z,1400000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M04.00S,2024-10-29T02:36:44.2Z,1,REGULAR,substitution,in,[],203458,,,1610612757,23,14,2024-10-29T02:36:47Z,1410000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M01.00S,2024-10-29T02:36:53.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203924,89.56964520367937,76.7156862745098,1610612757,23,14,2024-10-29T02:46:31Z,1420000,False,134.0,46.0,1,right,MISS J. Grant 14' Jump Shot,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,14.11,Missed,,,,,,,,,,,,,,,,,,
147,PT00M59.00S,2024-10-29T02:36:55.4Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,23,14,2024-10-29T02:38:03Z,1430000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,,
148,PT00M59.00S,2024-10-29T02:36:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612757,23,14,2024-10-29T02:37:15Z,1440000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Walker 2 FT),"[1628370, 1631133]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Walker,1631133.0,,
150,PT00M59.00S,2024-10-29T02:37:24.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631133,,,1610612757,23,15,2024-10-29T02:37:24Z,1460000,False,,,0,,J. Walker Free Throw 1 of 2 (1 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
151,PT00M59.00S,2024-10-29T02:37:38.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631133,,,1610612757,23,16,2024-10-29T02:37:38Z,1470000,False,,,0,,J. Walker Free Throw 2 of 2 (2 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
152,PT00M45.80S,2024-10-29T02:37:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.69053876478318,49.754901960784316,1610612758,25,16,2024-10-29T02:38:07Z,1480000,False,1.0,114.0,1,left,D. Fox 11' driving floating Jump Shot (4 PTS) (A. Len 1 AST),"[1628368, 203458]",1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,11.38,Made,,,,,,,,,4.0,A. Len,203458.0,1.0,,,,,,
154,PT00M29.70S,2024-10-29T02:38:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,85.89027595269383,51.470588235294116,1610612757,25,16,2024-10-29T02:38:20Z,1500000,False,7.0,80.0,1,right,MISS S. Henderson 8' driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,8.04,Missed,,,,,,,,,,,,,,,,,,
155,PT00M29.70S,2024-10-29T02:38:12.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,25,16,2024-10-29T02:38:20Z,1510000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,154.0,1.0,0.0,1.0,,,,,,,,,,,,,,
156,PT00M29.70S,2024-10-29T02:38:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,92.72339027595268,50.98039215686274,1610612757,25,18,2024-10-29T02:38:25Z,1520000,False,5.0,16.0,1,right,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,2.0,,,,,,,,,
157,PT00M08.50S,2024-10-29T02:38:39.5Z,1,REGULAR,2pt,Jump Shot,[],1628368,22.026938239159,68.38235294117648,1610612758,25,18,2024-10-29T02:51:13Z,1530000,False,-92.0,155.0,1,left,MISS D. Fox 17' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,17.99,Missed,,,,,,,,,,,,,,,,,,
158,PT00M05.50S,2024-10-29T02:38:42.5Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,25,18,2024-10-29T02:51:13Z,1540000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Left Center,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT00M00.00S,2024-10-29T02:38:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631133,83.13074901445466,58.82352941176471,1610612757,25,20,2024-10-29T02:52:16Z,1550000,False,44.0,106.0,1,right,J. Walker 11' Jump Shot (4 PTS) (S. Henderson 2 AST),"[1631133, 1630703]",1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,11.49,Made,,,,,,,,,4.0,S. Henderson,1630703.0,2.0,,,,,,
162,PT00M00.00S,2024-10-29T02:39:23.7Z,1,REGULAR,period,end,[],0,,,1610612758,25,20,2024-10-29T02:39:23Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-10-29T02:39:43.3Z,2,REGULAR,substitution,out,['startperiod'],1628370,,,1610612758,25,20,2024-10-29T02:41:28Z,1590000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-10-29T02:39:43.3Z,2,REGULAR,substitution,out,['startperiod'],1626168,,,1610612758,25,20,2024-10-29T02:41:28Z,1600000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-10-29T02:39:43.3Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612758,25,20,2024-10-29T02:41:28Z,1610000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-10-29T02:39:43.3Z,2,REGULAR,substitution,in,['startperiod'],1628989,,,1610612758,25,20,2024-10-29T02:41:28Z,1620000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-10-29T02:41:32.7Z,2,REGULAR,period,start,[],0,,,1610612758,25,20,2024-10-29T02:41:32Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2024-10-29T02:41:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.16491458607096,39.21568627450981,1610612758,27,20,2024-10-29T02:41:57Z,1640000,False,54.0,109.0,1,left,D. Fox 12' floating Jump Shot (6 PTS) (A. Len 2 AST),"[1628368, 203458]",1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,12.15,Made,,,,,,,,,6.0,A. Len,203458.0,2.0,,,,,,
170,PT11M34.00S,2024-10-29T02:42:00.3Z,2,REGULAR,foul,personal,[],203458,,,1610612757,27,20,2024-10-29T02:42:09Z,1660000,False,,,0,,A. Len personal FOUL (1 PF),"[203458, 1642270]",1610612758.0,SAC,,,,Len,A. Len,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Clingan,1642270.0,,
