actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
93,PT04M50.00S,2024-02-09T00:26:23.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,10,2024-02-09T00:26:25Z,930000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT04M41.00S,2024-02-09T00:26:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,13.222733245729303,52.69607843137255,1610612759,14,10,2024-02-09T00:26:36Z,940000,False,-13.0,72.0,1,left,MISS J. Sochan 7' turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2024-02-09T00:26:33.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,14,10,2024-02-09T00:26:36Z,950000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,
96,PT04M30.00S,2024-02-09T00:26:42.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,94.03745072273325,2.941176470588235,1610612753,14,10,2024-02-09T00:26:51Z,960000,False,-235.0,4.0,1,right,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
97,PT04M29.00S,2024-02-09T00:26:43.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,14,10,2024-02-09T00:33:25Z,970000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,96.0,3.0,2.0,1.0,,,,,,,,,,,,,,
98,PT04M27.00S,2024-02-09T00:26:50.1Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612753,14,10,2024-02-09T00:27:03Z,980000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Suggs 2 FT),"[1628380, 1630591]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Suggs,1630591.0
100,PT04M27.00S,2024-02-09T00:27:28.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630591,,,1610612753,14,10,2024-02-09T00:27:28Z,1000000,False,,,0,,MISS J. Suggs Free Throw 1 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2024-02-09T00:27:28.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,14,10,2024-02-09T00:27:28Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
102,PT04M27.00S,2024-02-09T00:27:29.9Z,1,REGULAR,substitution,out,[],1628365,,,1610612753,14,10,2024-02-09T00:27:53Z,1020000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M27.00S,2024-02-09T00:27:29.9Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,14,10,2024-02-09T00:27:53Z,1030000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M27.00S,2024-02-09T00:27:29.9Z,1,REGULAR,substitution,out,[],1631110,,,1610612753,14,10,2024-02-09T00:27:53Z,1040000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M27.00S,2024-02-09T00:27:29.9Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,14,10,2024-02-09T00:27:53Z,1050000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M27.00S,2024-02-09T00:27:29.9Z,1,REGULAR,substitution,in,[],204060,,,1610612753,14,10,2024-02-09T00:27:53Z,1060000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M27.00S,2024-02-09T00:27:29.9Z,1,REGULAR,substitution,in,[],1626224,,,1610612753,14,10,2024-02-09T00:27:53Z,1070000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M27.00S,2024-02-09T00:27:56.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630591,,,1610612753,14,10,2024-02-09T00:27:56Z,1080000,False,,,0,,MISS J. Suggs Free Throw 2 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
109,PT04M23.00S,2024-02-09T00:27:58.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,10,2024-02-09T00:27:58Z,1090000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,
110,PT04M11.00S,2024-02-09T00:28:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,12.434296977660972,54.65686274509803,1610612759,14,10,2024-02-09T00:28:17Z,1100000,False,-23.0,64.0,1,left,MISS K. Johnson 6' Jump Shot - blocked,"[1629640, 203914]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,Harris,203914.0,,,,,,,
111,PT04M11.00S,2024-02-09T00:28:11.1Z,1,REGULAR,block,,[],203914,,,1610612759,14,10,2024-02-09T00:28:14Z,1110000,False,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
112,PT04M09.00S,2024-02-09T00:28:13.1Z,1,REGULAR,rebound,defensive,[],204060,,,1610612753,14,10,2024-02-09T00:28:17Z,1120000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT04M09.00S,2024-02-09T00:28:25.7Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,14,10,2024-02-09T00:28:47Z,1130000,False,,,0,,J. Suggs step out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,step,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1162.0,,,1.0,,,,,,
114,PT03M52.00S,2024-02-09T00:28:44.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,12.040078843626807,85.29411764705883,1610612759,14,10,2024-02-09T00:38:17Z,1140000,False,-176.0,61.0,1,left,MISS D. Vassell 18' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,18.66,Missed,,,,,,,,,,,,,,,,,,
115,PT03M51.00S,2024-02-09T00:28:45.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,14,10,2024-02-09T00:28:51Z,1150000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Left,,,114.0,,,,,,,,,,,,,,,,,
116,PT03M51.00S,2024-02-09T00:28:59.0Z,1,REGULAR,foul,personal,[],1631104,,,1610612753,14,10,2024-02-09T00:29:18Z,1160000,False,,,0,,B. Wesley loose ball personal FOUL (1 PF),"[1631104, 203914]",1610612759.0,SAS,loose ball,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Harris,203914.0
118,PT03M31.00S,2024-02-09T00:29:22.6Z,1,REGULAR,2pt,Jump Shot,[],1631094,96.13994743758212,75.73529411764706,1610612753,14,10,2024-02-09T00:29:28Z,1180000,False,129.0,-16.0,1,right,MISS P. Banchero 12' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,12.97,Missed,,,,,,,,,,,,,,,,,,
119,PT03M27.00S,2024-02-09T00:29:26.6Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,14,10,2024-02-09T00:29:28Z,1190000,False,,,0,,B. Wesley REBOUND (Off:1 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Right,,,118.0,2.0,1.0,1.0,,,,,,,,,,,,,,
120,PT03M21.00S,2024-02-09T00:29:32.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,25.706307490144546,10.784313725490197,1610612759,14,10,2024-02-09T00:29:38Z,1200000,False,196.0,189.0,1,left,MISS C. Osman 27' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,27.24,Missed,,,,,,,,,,,,,,,,,,
121,PT03M16.00S,2024-02-09T00:29:37.7Z,1,REGULAR,rebound,defensive,[],204060,,,1610612753,14,10,2024-02-09T00:29:38Z,1210000,False,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT03M08.00S,2024-02-09T00:29:46.0Z,1,REGULAR,3pt,Jump Shot,[],204060,64.60249671484888,46.81372549019608,1610612753,17,10,2024-02-09T00:29:55Z,1220000,False,-16.0,280.0,1,right,J. Ingles 28' 3PT  (3 PTS) (P. Banchero 2 AST),"[204060, 1631094]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,28.07,Made,,,,,3.0,P. Banchero,1631094.0,2.0,,,,,,,,,,
123,PT02M50.00S,2024-02-09T00:30:03.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,15.850854139290407,47.30392156862745,1610612759,17,12,2024-02-09T00:30:07Z,1230000,False,13.0,96.0,1,left,Z. Collins 9' Hook (2 PTS) (B. Wesley 1 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,9.74,Made,,,,,2.0,B. Wesley,1631104.0,1.0,,,,,,,,,,
125,PT02M43.00S,2024-02-09T00:30:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,93.51182654402102,49.01960784313725,1610612753,17,12,2024-02-09T00:40:05Z,1250000,False,-5.0,8.0,1,right,MISS G. Harris driving reverse Layup,[203914],1610612753.0,ORL,driving reverse,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
126,PT02M41.00S,2024-02-09T00:30:12.5Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,17,12,2024-02-09T00:30:20Z,1260000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT02M35.00S,2024-02-09T00:30:23.7Z,1,REGULAR,foul,personal,[],203914,,,1610612759,17,12,2024-02-09T00:30:40Z,1270000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1628380]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1630886.0,,,,,,1.0,0.0,Collins,1628380.0
129,PT02M35.00S,2024-02-09T00:30:40.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,12,2024-02-09T00:30:40Z,1290000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M35.00S,2024-02-09T00:31:58.0Z,1,REGULAR,substitution,out,[],1630591,,,1610612759,17,12,2024-02-09T00:33:05Z,1300000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M35.00S,2024-02-09T00:31:58.0Z,1,REGULAR,substitution,out,[],1631094,,,1610612759,17,12,2024-02-09T00:33:05Z,1310000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M35.00S,2024-02-09T00:31:58.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,17,12,2024-02-09T00:33:05Z,1320000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M35.00S,2024-02-09T00:31:58.0Z,1,REGULAR,substitution,in,[],1629021,,,1610612759,17,12,2024-02-09T00:33:05Z,1330000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M35.00S,2024-02-09T00:31:58.0Z,1,REGULAR,substitution,in,[],1630175,,,1610612759,17,12,2024-02-09T00:33:05Z,1340000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M35.00S,2024-02-09T00:31:58.0Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,17,12,2024-02-09T00:33:05Z,1350000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M27.00S,2024-02-09T00:33:29.9Z,1,REGULAR,2pt,Jump Shot,[],1631103,27.283180026281208,51.71568627450981,1610612759,17,12,2024-02-09T00:33:34Z,1360000,False,-9.0,204.0,1,left,MISS M. Branham 20' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Center,20.42,Missed,,,,,,,,,,,,,,,,,,
137,PT02M24.00S,2024-02-09T00:33:32.9Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,17,12,2024-02-09T00:33:34Z,1370000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT02M16.00S,2024-02-09T00:33:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,85.62746386333771,51.71568627450981,1610612753,17,12,2024-02-09T00:33:47Z,1380000,False,9.0,83.0,1,right,MISS C. Anthony 8' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,,
139,PT02M14.00S,2024-02-09T00:33:43.5Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,17,12,2024-02-09T00:33:43Z,1390000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT02M11.00S,2024-02-09T00:33:45.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630175,93.03547963206307,35.92984068627451,1610612753,19,12,2024-02-09T00:33:58Z,1400000,False,-70.0,13.0,1,right,C. Anthony 7' floating Jump Shot (2 PTS),[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,2.0,,,,,,,,,,,,,
141,PT02M01.00S,2024-02-09T00:33:55.1Z,1,REGULAR,3pt,Jump Shot,[],1631104,25.706307490144546,17.15686274509804,1610612759,19,15,2024-02-09T00:34:01Z,1410000,False,164.0,189.0,1,left,B. Wesley 25' 3PT  (5 PTS) (K. Johnson 1 AST),"[1631104, 1629640]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,,5.0,K. Johnson,1629640.0,1.0,,,,,,,,,,
143,PT01M37.00S,2024-02-09T00:34:19.0Z,1,REGULAR,3pt,Jump Shot,[],204060,69.20170827858082,71.81372549019608,1610612753,19,15,2024-02-09T00:34:24Z,1430000,False,109.0,237.0,1,right,MISS J. Ingles 26' step back 3PT,[204060],1610612753.0,ORL,step back,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
144,PT01M33.00S,2024-02-09T00:34:23.0Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,19,15,2024-02-09T00:34:24Z,1440000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT01M25.00S,2024-02-09T00:34:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,11.908672798948752,46.568627450980394,1610612759,19,17,2024-02-09T00:53:24Z,1450000,False,17.0,59.0,1,left,K. Johnson 6' driving Layup (2 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,,,,,2.0,,,,,,,,,,,,,
148,PT01M05.00S,2024-02-09T00:35:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1631103,,,1610612753,19,17,2024-02-09T00:35:25Z,1480000,False,,,0,,M. Branham shooting personal FOUL (1 PF) (Isaac 2 FT),"[1631103, 1628371]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1630886.0,,,,,,1.0,0.0,Isaac,1628371.0
150,PT01M05.00S,2024-02-09T00:35:46.8Z,1,REGULAR,freethrow,1 of 2,[],1628371,,,1610612753,19,17,2024-02-09T00:35:46Z,1500000,False,,,0,,MISS J. Isaac Free Throw 1 of 2,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT01M05.00S,2024-02-09T00:35:46.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,19,17,2024-02-09T00:35:46Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
152,PT01M05.00S,2024-02-09T00:36:03.2Z,1,REGULAR,freethrow,2 of 2,[],1628371,,,1610612753,20,17,2024-02-09T00:36:03Z,1520000,False,,,0,,J. Isaac Free Throw 2 of 2 (1 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
153,PT00M53.40S,2024-02-09T00:36:16.1Z,1,REGULAR,3pt,Jump Shot,[],1631103,30.699737187910642,67.8921568627451,1610612759,20,17,2024-02-09T00:36:21Z,1530000,False,-89.0,236.0,1,left,MISS M. Branham 25' pullup 3PT,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
154,PT00M50.30S,2024-02-09T00:36:19.2Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,20,17,2024-02-09T00:36:21Z,1540000,False,,,0,,J. Isaac REBOUND (Off:0 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT00M28.60S,2024-02-09T00:36:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.72339027595268,47.05882352941176,1610612753,20,17,2024-02-09T00:36:48Z,1550000,False,-15.0,16.0,1,right,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
156,PT00M25.80S,2024-02-09T00:36:44.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,20,17,2024-02-09T00:36:48Z,1560000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT00M07.30S,2024-02-09T00:37:02.7Z,1,REGULAR,3pt,Jump Shot,[],1629640,32.53942181340342,66.42156862745098,1610612759,20,20,2024-02-09T00:37:08Z,1570000,False,-82.0,253.0,1,left,K. Johnson 26' 3PT pullup (5 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.64,Made,,,,,5.0,,,,,,,,,,,,,
158,PT00M00.50S,2024-02-09T00:37:13.6Z,1,REGULAR,3pt,Jump Shot,[],204060,72.22404730617609,87.25490196078431,1610612753,23,20,2024-02-09T00:37:19Z,1580000,False,186.0,209.0,1,right,J. Ingles 27' 3PT pullup (6 PTS),[204060],1610612753.0,ORL,pullup,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,27.97,Made,,,,,6.0,,,,,,,,,,,,,
159,PT00M00.00S,2024-02-09T00:37:20.5Z,1,REGULAR,period,end,[],0,,,1610612759,23,20,2024-02-09T00:37:20Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-02-09T00:37:26.5Z,2,REGULAR,substitution,out,['startperiod'],1631104,,,1610612759,23,20,2024-02-09T00:39:49Z,1600000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-02-09T00:37:26.5Z,2,REGULAR,substitution,out,['startperiod'],1628380,,,1610612759,23,20,2024-02-09T00:39:49Z,1610000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-02-09T00:37:26.5Z,2,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,23,20,2024-02-09T00:39:49Z,1620000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-02-09T00:37:26.5Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,23,20,2024-02-09T00:39:49Z,1630000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-02-09T00:39:58.3Z,2,REGULAR,period,start,[],0,,,1610612753,23,20,2024-02-09T00:39:58Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M49.00S,2024-02-09T00:40:09.2Z,2,REGULAR,2pt,Jump Shot,[],1630175,85.89027595269383,27.696078431372552,1610612753,23,20,2024-02-09T00:40:15Z,1650000,False,-112.0,80.0,1,right,MISS C. Anthony 13' pullup bank Shot,[1630175],1610612753.0,ORL,pullup bank,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,13.73,Missed,,,,,,,,,,,,,,,,,,
166,PT11M45.00S,2024-02-09T00:40:11.8Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,23,20,2024-02-09T00:40:11Z,1660000,False,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,
167,PT11M42.00S,2024-02-09T00:40:19.4Z,2,REGULAR,foul,offensive,[],1629021,,,1610612753,23,20,2024-02-09T00:54:20Z,1670000,False,,,0,,M. Wagner offensive FOUL (1 PF),"[1629021, 1641705]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Wembanyama,1641705.0
169,PT11M42.00S,2024-02-09T00:40:19.4Z,2,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,23,20,2024-02-09T00:40:19Z,1690000,False,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,1.0,,,,,,
170,PT11M28.00S,2024-02-09T00:40:53.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,23.603810775295663,53.431372549019606,1610612759,23,22,2024-02-09T00:41:00Z,1700000,False,-17.0,169.0,1,left,V. Wembanyama 17' Jump Shot (5 PTS) (M. Branham 1 AST),"[1641705, 1631103]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,17.03,Made,,,,,5.0,M. Branham,1631103.0,1.0,,,,,,,,,,
172,PT11M11.00S,2024-02-09T00:41:13.9Z,2,REGULAR,turnover,out-of-bounds,[],1628371,,,1610612753,23,22,2024-02-09T00:41:30Z,1720000,False,,,0,,J. Isaac lost ball out-of-bounds TURNOVER (1 TO),[1628371],1610612753.0,ORL,lost ball,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626301.0,,,1.0,,,,,,
173,PT10M47.00S,2024-02-09T00:41:46.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612759,23,22,2024-02-09T00:41:57Z,1730000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,,,,,,,,,
174,PT10M32.00S,2024-02-09T00:42:15.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,91.67214191852825,53.18627450980392,1610612753,25,22,2024-02-09T00:42:23Z,1740000,False,16.0,26.0,1,right,M. Wagner driving Layup (2 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,2.0,,,,,,,,,,,,,
