actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
357,PT09M48.00S,2024-02-09T01:28:23.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631094,30.305519053876477,20.833333333333336,1610612753,69,50,2024-02-09T01:28:29Z,3490000,False,146.0,232.0,1,left,MISS P. Banchero 27' running 3PT,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
358,PT09M46.00S,2024-02-09T01:28:25.1Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,69,50,2024-02-09T01:28:29Z,3500000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,357.0,2.0,2.0,0.0,,,,,,,,,,,,,,
360,PT09M22.00S,2024-02-09T01:29:02.4Z,3,REGULAR,2pt,Jump Shot,[],1630170,83.26215505913272,76.47058823529412,1610612759,69,52,2024-02-09T01:29:07Z,3520000,False,132.0,105.0,1,right,D. Vassell 16' pullup Jump Shot (4 PTS) (V. Wembanyama 2 AST),"[1630170, 1641705]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,16.89,Made,,,,,4.0,V. Wembanyama,1641705.0,2.0,,,,,,,,,,
362,PT08M59.00S,2024-02-09T01:29:25.3Z,3,REGULAR,3pt,Jump Shot,[],1630532,30.699737187910642,20.34313725490196,1610612753,72,52,2024-02-09T01:29:58Z,3540000,False,148.0,236.0,1,left,F. Wagner 27' 3PT step back (23 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,27.88,Made,,,,,23.0,,,,,,,,,,,,,
363,PT08M47.00S,2024-02-09T01:29:37.5Z,3,REGULAR,3pt,Jump Shot,[],1630170,78.26872536136662,91.66666666666666,1610612759,72,55,2024-02-09T01:29:42Z,3550000,False,208.0,152.0,1,right,D. Vassell 25' 3PT  (7 PTS) (T. Jones 3 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.77,Made,,,,,7.0,T. Jones,1630200.0,3.0,,,,,,,,,,
365,PT08M33.00S,2024-02-09T01:29:50.9Z,3,REGULAR,3pt,Jump Shot,[],1628976,19.530223390275953,6.127450980392156,1610612753,75,55,2024-02-09T01:30:00Z,3570000,False,219.0,131.0,1,left,W. Carter Jr. 25' 3PT  (10 PTS) (F. Wagner 6 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.56,Made,,,,,10.0,F. Wagner,1630532.0,6.0,,,,,,,,,,
367,PT08M20.00S,2024-02-09T01:30:05.7Z,3,REGULAR,3pt,Jump Shot,[],1630577,92.24704336399473,2.9641544117647056,1610612759,75,55,2024-02-09T01:31:15Z,3590000,False,-235.0,20.0,1,right,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,,,,,
368,PT08M19.00S,2024-02-09T01:30:06.7Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,75,55,2024-02-09T01:31:15Z,3600000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,367.0,6.0,5.0,1.0,,,,,,,,,,,,,,
370,PT08M18.00S,2024-02-09T01:30:16.7Z,3,REGULAR,turnover,lost ball,[],1628976,,,1610612753,75,55,2024-02-09T01:31:23Z,3620000,False,,,0,,W. Carter Jr. lost ball TURNOVER (2 TO),"[1628976, 1630200]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Jones,1630200.0,,,,
371,PT08M18.00S,2024-02-09T01:30:16.7Z,3,REGULAR,steal,,[],1630200,,,1610612759,75,55,2024-02-09T01:30:19Z,3630000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
372,PT08M16.00S,2024-02-09T01:30:21.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,92.06636005256242,51.470588235294116,1610612759,75,57,2024-02-09T01:31:43Z,3640000,False,7.0,22.0,1,right,T. Jones Layup (4 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,4.0,,,,,,,,,,,,,
374,PT07M48.00S,2024-02-09T01:30:36.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,12.434296977660972,50.98039215686274,1610612753,77,57,2024-02-09T01:32:27Z,3660000,False,-5.0,64.0,1,left,F. Wagner 6' turnaround Hook (25 PTS),[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,,,,,25.0,,,,,,,,,,,,,
375,PT07M28.00S,2024-02-09T01:30:55.7Z,3,REGULAR,2pt,Jump Shot,[],1641705,87.99277266754271,70.58823529411765,1610612759,77,57,2024-02-09T01:31:16Z,3670000,False,103.0,60.0,1,right,MISS V. Wembanyama 11' turnaround Shot,[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,11.93,Missed,,,,,,,,,,,,,,,,,,
376,PT07M25.00S,2024-02-09T01:30:58.7Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,77,57,2024-02-09T01:31:16Z,3680000,False,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,375.0,4.0,4.0,0.0,,,,,,,,,,,,,,
377,PT07M20.00S,2024-02-09T01:31:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.915243101182654,46.81372549019608,1610612753,77,57,2024-02-09T01:31:36Z,3690000,False,16.0,13.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
378,PT07M18.00S,2024-02-09T01:31:08.7Z,3,REGULAR,rebound,offensive,[],1628365,,,1610612753,77,57,2024-02-09T01:31:36Z,3700000,False,,,0,,M. Fultz REBOUND (Off:3 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,377.0,5.0,2.0,3.0,,,,,,,,,,,,,,
379,PT07M18.00S,2024-02-09T01:31:11.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628365,5.590000152587891,50.0,1610612753,77,57,2024-02-09T01:31:11Z,3710000,False,0.0,0.0,1,left,MISS M. Fultz tip Layup,[1628365],1610612753.0,ORL,tip,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
380,PT07M18.00S,2024-02-09T01:31:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,77,57,2024-02-09T01:31:14Z,3720000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Left,,,379.0,,,,,,,,,,,,,,,,,
382,PT07M14.00S,2024-02-09T01:31:30.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,33.85348226018397,42.64705882352941,1610612753,80,57,2024-02-09T01:31:40Z,3740000,False,37.0,266.0,1,left,J. Suggs 26' 3PT  (9 PTS) (F. Wagner 7 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.82,Made,,,,,9.0,F. Wagner,1630532.0,7.0,,,,,,,,,,
384,PT07M00.00S,2024-02-09T01:31:48.3Z,3,REGULAR,foul,personal,[],1630591,,,1610612759,80,57,2024-02-09T01:31:56Z,3760000,False,,,0,,J. Suggs personal FOUL (2 PF),"[1630591, 1630170]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,,,2.0,0.0,Vassell,1630170.0
386,PT06M54.00S,2024-02-09T01:32:16.6Z,3,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612759,80,57,2024-02-09T01:32:35Z,3780000,False,,,0,,M. Fultz shooting personal FOUL (2 PF) (Jones 2 FT),"[1628365, 1630200]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,,,,,,2.0,0.0,Jones,1630200.0
388,PT06M54.00S,2024-02-09T01:32:38.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,80,57,2024-02-09T01:32:38Z,3800000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M54.00S,2024-02-09T01:34:47.1Z,3,REGULAR,substitution,out,[],1641705,,,1610612759,80,57,2024-02-09T01:35:12Z,3810000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M54.00S,2024-02-09T01:34:47.1Z,3,REGULAR,substitution,out,[],1630577,,,1610612759,80,57,2024-02-09T01:35:12Z,3820000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M54.00S,2024-02-09T01:34:47.1Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,80,57,2024-02-09T01:35:12Z,3830000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M54.00S,2024-02-09T01:34:47.1Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,80,57,2024-02-09T01:35:12Z,3840000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M54.00S,2024-02-09T01:35:32.6Z,3,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,80,58,2024-02-09T01:35:32Z,3850000,False,,,0,,T. Jones Free Throw 1 of 2 (5 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
394,PT06M54.00S,2024-02-09T01:35:46.8Z,3,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,80,59,2024-02-09T01:35:46Z,3860000,False,,,0,,T. Jones Free Throw 2 of 2 (6 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
395,PT06M37.00S,2024-02-09T01:36:06.7Z,3,REGULAR,3pt,Jump Shot,[],1631094,35.167542706964525,47.549019607843135,1610612753,80,59,2024-02-09T01:36:12Z,3870000,False,12.0,278.0,1,left,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
396,PT06M33.00S,2024-02-09T01:36:10.7Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,80,59,2024-02-09T01:36:12Z,3880000,False,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,395.0,3.0,3.0,0.0,,,,,,,,,,,,,,
397,PT06M29.00S,2024-02-09T01:36:15.3Z,3,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612759,80,59,2024-02-09T01:36:33Z,3890000,False,,,0,,J. Suggs shooting personal FOUL (3 PF) (Jones 2 FT),"[1630591, 1630200]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,,3.0,0.0,Jones,1630200.0
399,PT06M29.00S,2024-02-09T01:36:47.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612759,80,60,2024-02-09T01:36:47Z,3910000,False,,,0,,T. Jones Free Throw 1 of 2 (7 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
400,PT06M29.00S,2024-02-09T01:36:58.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612759,80,61,2024-02-09T01:36:58Z,3920000,False,,,0,,T. Jones Free Throw 2 of 2 (8 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
401,PT06M13.00S,2024-02-09T01:37:21.0Z,3,REGULAR,foul,personal,[],1628380,,,1610612753,80,61,2024-02-09T01:37:50Z,3930000,False,,,0,,Z. Collins personal FOUL (2 PF),"[1628380, 1630591]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,,,2.0,0.0,Suggs,1630591.0
403,PT06M03.00S,2024-02-09T01:37:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630591,8.360709592641262,2.941176470588235,1610612753,83,61,2024-02-09T01:37:52Z,3950000,False,235.0,26.0,1,left,J. Suggs 3PT  (12 PTS) (M. Fultz 4 AST),"[1630591, 1628365]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,23.67,Made,,,,,12.0,M. Fultz,1628365.0,4.0,,,,,,,,,,
404,PT05M51.00S,2024-02-09T01:37:59.6Z,3,REGULAR,2pt,Jump Shot,[],1628380,82.07950065703022,78.67647058823529,1610612759,83,63,2024-02-09T01:38:08Z,3960000,False,143.0,116.0,1,right,Z. Collins 18' Jump Shot (6 PTS) (T. Jones 4 AST),"[1628380, 1630200]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right Center,18.44,Made,,,,,6.0,T. Jones,1630200.0,4.0,,,,,,,,,,
406,PT05M38.00S,2024-02-09T01:38:12.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.521024967148489,53.67647058823529,1610612753,85,63,2024-02-09T01:38:18Z,3980000,False,-18.0,9.0,1,left,F. Wagner driving Layup (27 PTS) (P. Banchero 6 AST),"[1630532, 1631094]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,27.0,P. Banchero,1631094.0,6.0,,,,,,,,,,
408,PT05M23.00S,2024-02-09T01:38:27.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,87.20433639947439,51.71568627450981,1610612759,85,65,2024-02-09T01:38:33Z,4000000,False,9.0,68.0,1,right,D. Vassell 6' driving floating Jump Shot (9 PTS),[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,,,,,9.0,,,,,,,,,,,,,
409,PT05M16.00S,2024-02-09T01:38:38.4Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612753,85,65,2024-02-09T01:38:58Z,4010000,False,,,0,,Z. Collins shooting personal FOUL (3 PF) (Banchero 2 FT),"[1628380, 1631094]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,,,3.0,0.0,Banchero,1631094.0
411,PT05M16.00S,2024-02-09T01:39:06.4Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,85,65,2024-02-09T01:39:49Z,4030000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT05M16.00S,2024-02-09T01:39:06.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,85,65,2024-02-09T01:39:49Z,4040000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,,,
413,PT05M16.00S,2024-02-09T01:39:09.5Z,3,REGULAR,substitution,out,[],1631110,,,1610612753,85,65,2024-02-09T01:39:25Z,4050000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M16.00S,2024-02-09T01:39:09.5Z,3,REGULAR,substitution,out,[],1630200,,,1610612753,85,65,2024-02-09T01:39:25Z,4060000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M16.00S,2024-02-09T01:39:09.5Z,3,REGULAR,substitution,in,[],1631104,,,1610612753,85,65,2024-02-09T01:39:25Z,4070000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M16.00S,2024-02-09T01:39:09.5Z,3,REGULAR,substitution,in,[],1626224,,,1610612753,85,65,2024-02-09T01:39:25Z,4080000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M16.00S,2024-02-09T01:39:06.4Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,85,65,2024-02-09T01:39:49Z,4090000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
418,PT05M12.00S,2024-02-09T01:39:10.4Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,85,65,2024-02-09T01:39:49Z,4100000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,417.0,3.0,3.0,0.0,,,,,,,,,,,,,,
419,PT04M55.00S,2024-02-09T01:39:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,88.12417871222075,63.970588235294116,1610612759,85,67,2024-02-09T01:40:03Z,4110000,False,70.0,59.0,1,right,D. Vassell 9' pullup bank Jump Shot (11 PTS),[1630170],1610612759.0,SAS,pullup bank,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Right,9.15,Made,,,,,11.0,,,,,,,,,,,,,
420,PT04M32.00S,2024-02-09T01:40:23.7Z,3,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,85,67,2024-02-09T01:40:31Z,4120000,False,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (3 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1630886.0,,,3.0,,,,,,
421,PT04M12.00S,2024-02-09T01:40:46.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629640,86.81011826544021,51.71568627450981,1610612759,85,69,2024-02-09T01:40:59Z,4130000,False,9.0,71.0,1,right,K. Johnson 7' driving floating Jump Shot (7 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,,,,,7.0,,,,,,,,,,,,,
422,PT04M11.00S,2024-02-09T01:40:55.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,85,69,2024-02-09T01:40:55Z,4140000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M11.00S,2024-02-09T01:43:03.6Z,3,REGULAR,substitution,out,[],1628365,,,1610612753,85,69,2024-02-09T01:43:40Z,4150000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M11.00S,2024-02-09T01:43:03.6Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,85,69,2024-02-09T01:43:40Z,4160000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M11.00S,2024-02-09T01:43:03.6Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,85,69,2024-02-09T01:43:40Z,4170000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M11.00S,2024-02-09T01:43:03.6Z,3,REGULAR,substitution,in,[],1628371,,,1610612753,85,69,2024-02-09T01:43:40Z,4180000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M11.00S,2024-02-09T01:43:03.6Z,3,REGULAR,substitution,in,[],204060,,,1610612753,85,69,2024-02-09T01:43:40Z,4190000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M11.00S,2024-02-09T01:43:03.6Z,3,REGULAR,substitution,in,[],203914,,,1610612753,85,69,2024-02-09T01:43:40Z,4200000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M54.00S,2024-02-09T01:44:03.8Z,3,REGULAR,3pt,Jump Shot,[],1630591,35.29894875164258,51.225490196078425,1610612753,88,69,2024-02-09T01:44:09Z,4210000,False,-6.0,279.0,1,left,J. Suggs 27' 3PT  (15 PTS) (J. Ingles 2 AST),"[1630591, 204060]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,27.94,Made,,,,,15.0,J. Ingles,204060.0,2.0,,,,,,,,,,
432,PT03M43.00S,2024-02-09T01:44:18.9Z,3,REGULAR,2pt,Jump Shot,[],1630170,83.52496714848883,65.93137254901961,1610612759,88,71,2024-02-09T01:44:42Z,4230000,False,80.0,102.0,1,right,D. Vassell 12' floating Jump Shot (13 PTS),[1630170],1610612759.0,SAS,floating,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,12.98,Made,,,,,13.0,,,,,,,,,,,,,
434,PT03M43.00S,2024-02-09T01:44:22.9Z,3,REGULAR,foul,personal,['1freethrow'],1628371,,,1610612759,88,71,2024-02-09T01:44:34Z,4250000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Vassell 1 FT),"[1628371, 1630170]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Vassell,1630170.0
436,PT03M43.00S,2024-02-09T01:44:47.0Z,3,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,88,72,2024-02-09T01:44:47Z,4270000,False,,,0,,D. Vassell Free Throw 1 of 1 (14 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
437,PT03M27.00S,2024-02-09T01:45:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,12.040078843626807,50.245098039215684,1610612753,90,72,2024-02-09T01:45:13Z,4280000,False,-1.0,61.0,1,left,J. Suggs 6' floating Jump Shot (17 PTS) (G. Harris 2 AST),"[1630591, 203914]",1610612753.0,ORL,floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,,,,,17.0,G. Harris,203914.0,2.0,,,,,,,,,,
439,PT03M11.00S,2024-02-09T01:45:28.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203914,,,1610612759,90,72,2024-02-09T01:45:35Z,4300000,False,,,0,,G. Harris shooting personal FOUL (2 PF) (Vassell 2 FT),"[203914, 1630170]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,,,2.0,0.0,Vassell,1630170.0
441,PT03M11.00S,2024-02-09T01:45:52.9Z,3,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,90,73,2024-02-09T01:45:52Z,4320000,False,,,0,,D. Vassell Free Throw 1 of 2 (15 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
442,PT03M11.00S,2024-02-09T01:46:09.5Z,3,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,90,74,2024-02-09T01:46:09Z,4330000,False,,,0,,D. Vassell Free Throw 2 of 2 (16 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
443,PT03M04.00S,2024-02-09T01:46:23.4Z,3,REGULAR,3pt,Jump Shot,[],203914,21.632720105124836,5.147058823529411,1610612753,93,74,2024-02-09T01:46:28Z,4340000,False,224.0,151.0,1,left,G. Harris 27' 3PT  (5 PTS) (J. Ingles 3 AST),"[203914, 204060]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,27.03,Made,,,,,5.0,J. Ingles,204060.0,3.0,,,,,,,,,,
445,PT02M43.00S,2024-02-09T01:46:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,91.27792378449409,53.92156862745098,1610612759,93,76,2024-02-09T01:46:50Z,4360000,False,20.0,29.0,1,right,D. Vassell driving Layup (18 PTS),[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,3.54,Made,,,,,18.0,,,,,,,,,,,,,
446,PT02M41.00S,2024-02-09T01:46:51.6Z,3,REGULAR,foul,personal,[],1631104,,,1610612753,93,76,2024-02-09T01:47:03Z,4370000,False,,,0,,B. Wesley personal FOUL (4 PF),"[1631104, 1630591]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1626301.0,,,,,,4.0,0.0,Suggs,1630591.0
448,PT02M41.00S,2024-02-09T01:47:01.9Z,3,REGULAR,substitution,out,[],1630591,,,1610612753,93,76,2024-02-09T01:47:11Z,4390000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
