actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
257,PT05M05.00S,2024-01-10T00:53:15.1Z,2,REGULAR,substitution,out,[],1629048,,,1610612750,33,46,2024-01-10T00:53:24Z,2550000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M05.00S,2024-01-10T00:53:15.1Z,2,REGULAR,substitution,out,[],203937,,,1610612750,33,46,2024-01-10T00:53:24Z,2560000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M05.00S,2024-01-10T00:53:15.1Z,2,REGULAR,substitution,in,[],1629021,,,1610612750,33,46,2024-01-10T00:53:24Z,2570000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M05.00S,2024-01-10T00:53:15.1Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,33,46,2024-01-10T00:53:24Z,2580000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M55.00S,2024-01-10T00:53:40.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626157,93.51182654402102,49.50980392156863,1610612750,33,48,2024-01-10T00:53:50Z,2600000,False,-2.0,8.0,1,right,K. Towns driving DUNK (17 PTS) (M. Conley 5 AST),"[1626157, 201144]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.89,Made,,,17.0,M. Conley,201144.0,5.0,,,,,,,,,,,,
264,PT04M55.00S,2024-01-10T00:53:49.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,33,48,2024-01-10T00:53:49Z,2620000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M40.00S,2024-01-10T00:57:03.5Z,2,REGULAR,3pt,Jump Shot,[],1629021,9.017739816031538,4.411764705882353,1610612753,33,48,2024-01-10T00:57:11Z,2630000,False,228.0,32.0,1,left,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,23.02,Missed,,,,,,,,,,,,,,,,,,
267,PT04M39.00S,2024-01-10T00:57:04.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,33,48,2024-01-10T00:57:11Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Right Corner 3,24+ Right,,,266.0,,,,,,,,,,,,,,,,,
269,PT04M37.00S,2024-01-10T00:57:26.8Z,2,REGULAR,foul,offensive,['inpenalty'],1631094,,,1610612753,33,48,2024-01-10T00:57:33Z,2660000,False,,,0,,P. Banchero charge offensive FOUL (1 PF),"[1631094, 1629638]",1610612753.0,ORL,charge,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,2003.0,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,,,,
271,PT04M37.00S,2024-01-10T00:57:26.8Z,2,REGULAR,turnover,offensive foul,[],1631094,,,1610612753,33,48,2024-01-10T00:57:26Z,2680000,False,,,0,,P. Banchero offensive foul TURNOVER (1 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,2003.0,,,,,,,,,,,,1.0,,,,
272,PT04M27.00S,2024-01-10T00:57:52.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,66.44218134034165,57.59803921568627,1610612750,33,51,2024-01-10T00:57:58Z,2690000,False,38.0,263.0,1,right,K. Towns 26' 3PT  (20 PTS) (M. Conley 6 AST),"[1626157, 201144]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.56,Made,,,20.0,M. Conley,201144.0,6.0,,,,,,,,,,,,
274,PT04M07.00S,2024-01-10T00:58:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,15.719448094612352,37.5,1610612753,33,51,2024-01-10T00:58:25Z,2710000,False,62.0,95.0,1,left,MISS P. Banchero 11' driving Layup - blocked,"[1631094, 1629638]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,11.4,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
275,PT04M07.00S,2024-01-10T00:58:11.1Z,2,REGULAR,block,,[],1629638,,,1610612753,33,51,2024-01-10T00:58:14Z,2720000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
276,PT04M07.00S,2024-01-10T00:58:11.1Z,2,REGULAR,rebound,offensive,[],1630591,,,1610612753,33,51,2024-01-10T00:58:57Z,2730000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Right,,,274.0,,,,,,1.0,0.0,1.0,,,,,,,,,
277,PT04M03.00S,2024-01-10T00:58:16.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,5.338370565045992,50.245098039215684,1610612753,35,51,2024-01-10T00:58:36Z,2740000,False,-1.0,-2.0,1,left,P. Banchero cutting DUNK (5 PTS) (J. Suggs 2 AST),"[1631094, 1630591]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.26,Made,,,5.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,
279,PT03M44.00S,2024-01-10T00:58:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629675,91.01511169513797,46.568627450980394,1610612750,35,53,2024-01-10T00:59:24Z,2760000,False,-17.0,32.0,1,right,N. Reid reverse Layup (7 PTS) (K. Towns 4 AST),"[1629675, 1626157]",1610612750.0,MIN,reverse,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.63,Made,,,7.0,K. Towns,1626157.0,4.0,,,,,,,,,,,,
281,PT03M44.00S,2024-01-10T00:58:45.3Z,2,REGULAR,violation,defensive goaltending,[],1630243,,,1610612750,35,53,2024-01-10T00:59:47Z,2780000,False,,,0,,T. Queen defensive goaltending VIOLATION,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,
282,PT03M26.00S,2024-01-10T00:59:20.4Z,2,REGULAR,turnover,bad pass,[],1641710,,,1610612753,35,53,2024-01-10T00:59:26Z,2790000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 201144]",1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Conley,201144.0,,
283,PT03M26.00S,2024-01-10T00:59:20.4Z,2,REGULAR,steal,,[],201144,,,1610612750,35,53,2024-01-10T00:59:23Z,2800000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
284,PT03M22.00S,2024-01-10T00:59:24.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629675,93.11760840998686,51.225490196078425,1610612750,35,55,2024-01-10T00:59:31Z,2810000,False,6.0,12.0,1,right,N. Reid running DUNK (9 PTS) (M. Conley 7 AST),"[1629675, 201144]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.36,Made,,,9.0,M. Conley,201144.0,7.0,,,,,,,,,,,,
286,PT03M05.00S,2024-01-10T00:59:49.0Z,2,REGULAR,foul,technical,['1freethrow'],1629675,,,1610612753,35,55,2024-01-10T01:00:05Z,2830000,False,,,0,,N. Reid defensive-3-second technical FOUL (1 Tech),[1629675],1610612750.0,MIN,defensive-3-second,,,Reid,N. Reid,,,,,,,,,,1630886.0,,,,,,,,1.0,1.0,,,,,,,
287,PT03M05.00S,2024-01-10T01:00:06.4Z,2,REGULAR,freethrow,1 of 1,[],1630591,,,1610612753,35,55,2024-01-10T01:00:06Z,2840000,False,,,0,,MISS J. Suggs technical Free Throw 1 of 1,[1630591],1610612753.0,ORL,technical,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
288,PT03M05.00S,2024-01-10T01:00:06.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,35,55,2024-01-10T01:00:06Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,
289,PT03M05.00S,2024-01-10T01:00:08.2Z,2,REGULAR,substitution,out,[],1630243,,,1610612753,35,55,2024-01-10T01:00:14Z,2860000,False,,,0,,SUB out: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M05.00S,2024-01-10T01:00:08.2Z,2,REGULAR,substitution,out,[],1629675,,,1610612753,35,55,2024-01-10T01:00:14Z,2870000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M05.00S,2024-01-10T01:00:08.2Z,2,REGULAR,substitution,in,[],1631216,,,1610612753,35,55,2024-01-10T01:00:14Z,2880000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M05.00S,2024-01-10T01:00:08.2Z,2,REGULAR,substitution,in,[],203497,,,1610612753,35,55,2024-01-10T01:00:14Z,2890000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M53.00S,2024-01-10T01:00:39.8Z,2,REGULAR,2pt,Jump Shot,[],1631094,22.026938239159,59.068627450980394,1610612753,35,55,2024-01-10T01:00:44Z,2900000,False,-45.0,155.0,1,left,MISS P. Banchero 16' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,16.11,Missed,,,,,,,,,,,,,,,,,,
294,PT02M50.00S,2024-01-10T01:00:42.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,35,55,2024-01-10T01:00:44Z,2910000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,293.0,,,,,,3.0,3.0,0.0,,,,,,,,,
295,PT02M45.00S,2024-01-10T01:00:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,91.67214191852825,49.754901960784316,1610612750,35,55,2024-01-10T01:01:11Z,2920000,False,-1.0,26.0,1,right,MISS R. Gobert Layup - blocked,"[203497, 1641710]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,Black,1641710.0
296,PT02M45.00S,2024-01-10T01:00:50.3Z,2,REGULAR,block,,[],1641710,,,1610612750,35,55,2024-01-10T01:00:59Z,2930000,False,,,0,,A. Black BLOCK (1 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
297,PT02M45.00S,2024-01-10T01:00:50.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,35,55,2024-01-10T01:01:11Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,295.0,,,,,,,,,,,,,,,,,
299,PT02M45.00S,2024-01-10T01:01:04.7Z,2,REGULAR,substitution,out,[],1641710,,,1610612750,35,55,2024-01-10T01:01:10Z,2960000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M45.00S,2024-01-10T01:01:04.7Z,2,REGULAR,substitution,in,[],1629643,,,1610612750,35,55,2024-01-10T01:01:10Z,2970000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M41.00S,2024-01-10T01:01:13.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,81.94809461235218,6.372549019607843,1610612750,35,55,2024-01-10T01:01:19Z,2980000,False,-218.0,117.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
302,PT02M37.00S,2024-01-10T01:01:17.9Z,2,REGULAR,rebound,defensive,[],1631216,,,1610612753,35,55,2024-01-10T01:01:19Z,2990000,False,,,0,,C. Houstan REBOUND (Off:1 Def:3),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,301.0,,,,,,4.0,3.0,1.0,,,,,,,,,
303,PT02M33.00S,2024-01-10T01:01:21.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631216,22.552562417871222,89.70588235294117,1610612753,35,55,2024-01-10T01:01:29Z,3000000,False,-199.0,159.0,1,left,MISS C. Houstan 25' running 3PT,[1631216],1610612753.0,ORL,running,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
304,PT02M30.00S,2024-01-10T01:01:24.4Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,35,55,2024-01-10T01:01:29Z,3010000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:6),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,303.0,,,,,,6.0,6.0,0.0,,,,,,,,,
305,PT02M25.00S,2024-01-10T01:01:33.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612750,35,55,2024-01-10T01:01:42Z,3020000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Gobert 2 FT),"[1629021, 203497]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,1630886.0,,,,,,,,1.0,0.0,Gobert,203497.0,,,,,
307,PT02M25.00S,2024-01-10T01:02:01.8Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,35,56,2024-01-10T01:02:01Z,3040000,False,,,0,,R. Gobert Free Throw 1 of 2 (12 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,12.0,,,,,,,,,,,,,,,
308,PT02M25.00S,2024-01-10T01:02:22.6Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,35,57,2024-01-10T01:02:22Z,3050000,False,,,0,,R. Gobert Free Throw 2 of 2 (13 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,13.0,,,,,,,,,,,,,,,
309,PT02M06.00S,2024-01-10T01:02:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,17.0335085413929,61.274509803921575,1610612753,35,57,2024-01-10T01:03:01Z,3060000,False,-56.0,108.0,1,left,MISS P. Banchero 12' fadeaway Shot,[1631094],1610612753.0,ORL,fadeaway,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,12.15,Missed,,,,,,,,,,,,,,,,,,
310,PT02M03.00S,2024-01-10T01:02:45.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,35,57,2024-01-10T01:02:47Z,3070000,False,,,0,,R. Gobert REBOUND (Off:0 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,309.0,,,,,,8.0,8.0,0.0,,,,,,,,,
311,PT01M59.00S,2024-01-10T01:02:50.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201144,69.20170827858082,71.56862745098039,1610612750,35,60,2024-01-10T01:02:59Z,3080000,False,108.0,237.0,1,right,M. Conley 26' 3PT running pullup (5 PTS),[201144],1610612750.0,MIN,running pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,26.04,Made,,,5.0,,,,,,,,,,,,,,,
312,PT01M42.00S,2024-01-10T01:03:06.6Z,2,REGULAR,3pt,Jump Shot,[],1629643,27.020367936925098,21.07843137254902,1610612753,35,60,2024-01-10T01:03:11Z,3090000,False,145.0,201.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
313,PT01M39.00S,2024-01-10T01:03:09.6Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,35,60,2024-01-10T01:03:11Z,3100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,312.0,,,,,,9.0,9.0,0.0,,,,,,,,,
314,PT01M31.00S,2024-01-10T01:03:17.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,90.75229960578186,3.6764705882352944,1610612750,35,60,2024-01-10T01:03:56Z,3110000,False,-232.0,34.0,1,right,MISS J. McDaniels step back 3PT,[1630183],1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
315,PT01M28.00S,2024-01-10T01:03:20.9Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,35,60,2024-01-10T01:03:25Z,3120000,False,,,0,,R. Gobert REBOUND (Off:1 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,314.0,,,,,,10.0,9.0,1.0,,,,,,,,,
316,PT01M28.00S,2024-01-10T01:03:23.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,35,62,2024-01-10T01:03:35Z,3130000,False,0.0,0.0,1,right,R. Gobert tip Layup (15 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,,,15.0,,,,,,,,,,,,,,,
317,PT01M28.00S,2024-01-10T01:03:29.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,35,62,2024-01-10T01:03:29Z,3140000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M15.00S,2024-01-10T01:05:22.4Z,2,REGULAR,foul,personal,[],201144,,,1610612753,35,62,2024-01-10T01:06:12Z,3150000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1631216]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,2003.0,,,,,,,,1.0,0.0,Houstan,1631216.0,,,,,
320,PT01M11.00S,2024-01-10T01:06:10.0Z,2,REGULAR,3pt,Jump Shot,[],1631216,31.09395532194481,35.78431372549019,1610612753,35,62,2024-01-10T01:06:14Z,3170000,False,71.0,240.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
321,PT01M08.00S,2024-01-10T01:06:13.0Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,35,62,2024-01-10T01:06:14Z,3180000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,320.0,,,,,,1.0,1.0,0.0,,,,,,,,,
322,PT00M53.70S,2024-01-10T01:06:28.4Z,2,REGULAR,3pt,Jump Shot,[],1630183,90.48948751642575,3.9215686274509802,1610612750,35,62,2024-01-10T01:06:33Z,3190000,False,-230.0,37.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
323,PT00M50.10S,2024-01-10T01:06:32.0Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,35,62,2024-01-10T01:06:33Z,3200000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,322.0,,,,,,2.0,1.0,1.0,,,,,,,,,
324,PT00M41.60S,2024-01-10T01:06:41.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,11.12023653088042,48.529411764705884,1610612753,37,62,2024-01-10T01:07:01Z,3210000,False,7.0,52.0,1,left,P. Banchero driving Hook (7 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,,,7.0,,,,,,,,,,,,,,,
325,PT00M29.80S,2024-01-10T01:07:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.46057818659659,54.90196078431373,1610612750,37,64,2024-01-10T01:07:09Z,3220000,False,25.0,18.0,1,right,K. Towns driving Layup (22 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.06,Made,,,22.0,,,,,,,,,,,,,,,
326,PT00M29.80S,2024-01-10T01:07:07.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631094,,,1610612750,37,64,2024-01-10T01:07:14Z,3230000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (Towns 1 FT),"[1631094, 1626157]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,2003.0,,,,,,,,2.0,0.0,Towns,1626157.0,,,,,
328,PT00M29.80S,2024-01-10T01:07:27.3Z,2,REGULAR,substitution,out,[],201144,,,1610612750,37,64,2024-01-10T01:08:15Z,3250000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M29.80S,2024-01-10T01:07:27.3Z,2,REGULAR,substitution,in,[],203937,,,1610612750,37,64,2024-01-10T01:08:15Z,3260000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M29.80S,2024-01-10T01:07:48.4Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,37,65,2024-01-10T01:07:48Z,3270000,False,,,0,,K. Towns Free Throw 1 of 1 (23 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,23.0,,,,,,,,,,,,,,,
331,PT00M10.50S,2024-01-10T01:08:11.3Z,2,REGULAR,3pt,Jump Shot,[],1630591,27.283180026281208,78.43137254901961,1610612753,37,65,2024-01-10T01:08:25Z,3280000,False,-142.0,204.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
332,PT00M06.80S,2024-01-10T01:08:15.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,37,65,2024-01-10T01:08:15Z,3290000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,331.0,,,,,,4.0,4.0,0.0,,,,,,,,,
333,PT00M01.20S,2024-01-10T01:08:20.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630183,74.45795006570303,26.225490196078432,1610612750,37,67,2024-01-10T01:08:53Z,3300000,False,-119.0,188.0,1,right,J. McDaniels 22' running Jump Shot (4 PTS) (N. Alexander-Walker 3 AST),"[1630183, 1629638]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,22.21,Made,,,4.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,
335,PT00M01.00S,2024-01-10T01:08:27.6Z,2,REGULAR,turnover,bad pass,[],1631094,,,1610612753,37,67,2024-01-10T01:10:01Z,3320000,False,,,0,,P. Banchero bad pass TURNOVER (2 TO),"[1631094, 1630183]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,McDaniels,1630183.0,,
336,PT00M01.00S,2024-01-10T01:08:27.6Z,2,REGULAR,steal,,[],1630183,,,1610612750,37,67,2024-01-10T01:08:30Z,3330000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
337,PT00M00.00S,2024-01-10T01:08:37.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630183,91.47913929040736,32.62101715686275,1610612750,37,67,2024-01-10T01:10:07Z,3340000,False,-87.0,28.0,1,right,MISS J. McDaniels 9' floating Shot,[1630183],1610612750.0,MIN,floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,9.12,Missed,,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2024-01-10T01:08:37.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,37,67,2024-01-10T01:09:19Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Left,,,337.0,,,,,,,,,,,,,,,,,
339,PT00M00.00S,2024-01-10T01:08:41.8Z,2,REGULAR,period,end,[],0,,,1610612750,37,67,2024-01-10T01:08:41Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-01-10T01:23:52.0Z,3,REGULAR,substitution,out,['startperiod'],1629021,,,1610612750,37,67,2024-01-10T01:24:05Z,3370000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-01-10T01:23:52.0Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612750,37,67,2024-01-10T01:24:05Z,3380000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
