actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M13.00S,2024-01-10T00:24:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,71.96123521681997,78.18627450980392,1610612750,9,17,2024-01-10T00:24:22Z,860000,False,141.0,211.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2024-01-10T00:24:21.3Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,9,17,2024-01-10T00:24:21Z,870000,False,,,0,,C. Houstan REBOUND (Off:0 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,,86.0,,,,,,1.0,1.0,0.0,,,,,,,,,
88,PT05M00.00S,2024-01-10T00:24:29.5Z,1,REGULAR,3pt,Jump Shot,[],1631094,28.33442838370565,23.774509803921568,1610612753,9,17,2024-01-10T00:24:40Z,880000,False,131.0,214.0,1,left,MISS P. Banchero 25' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.08,Missed,,,,,,,,,,,,,,,,,,
89,PT04M53.00S,2024-01-10T00:24:36.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,17,2024-01-10T00:24:40Z,890000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,88.0,,,,,,2.0,2.0,0.0,,,,,,,,,
90,PT04M49.00S,2024-01-10T00:24:41.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203497,91.80354796320631,55.14705882352941,1610612750,9,19,2024-01-10T01:12:31Z,900000,False,26.0,25.0,1,right,R. Gobert running Layup (9 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612750.0,MIN,running,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.55,Made,,,9.0,M. Conley,201144.0,3.0,,,,,,,,,,,,
92,PT04M33.00S,2024-01-10T00:24:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,16.90210249671485,50.49019607843137,1610612753,11,19,2024-01-10T00:25:57Z,920000,False,-2.0,106.0,1,left,M. Fultz 10' floating Jump Shot (2 PTS) (P. Banchero 1 AST),"[1628365, 1631094]",1610612753.0,ORL,floating,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,10.64,Made,,,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,
94,PT04M31.00S,2024-01-10T00:25:07.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,11,19,2024-01-10T00:25:07Z,940000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612750,11,19,2024-01-10T00:27:50Z,950000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,out,[],1629048,,,1610612750,11,19,2024-01-10T00:27:50Z,960000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,11,19,2024-01-10T00:27:50Z,970000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,out,[],201144,,,1610612750,11,19,2024-01-10T00:27:50Z,980000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,in,[],1630243,,,1610612750,11,19,2024-01-10T00:27:50Z,990000,False,,,0,,SUB in: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,in,[],1629021,,,1610612750,11,19,2024-01-10T00:27:50Z,1000000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,in,[],203937,,,1610612750,11,19,2024-01-10T00:27:50Z,1010000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2024-01-10T00:27:34.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,11,19,2024-01-10T00:27:50Z,1020000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M12.00S,2024-01-10T00:28:15.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.24901445466492,51.225490196078425,1610612750,11,21,2024-01-10T01:14:24Z,1030000,False,6.0,11.0,1,right,R. Gobert DUNK (11 PTS) (K. Towns 3 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.26,Made,,,11.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,
105,PT03M52.00S,2024-01-10T00:28:35.3Z,1,REGULAR,3pt,Jump Shot,[],1631216,28.07161629434954,21.813725490196077,1610612753,11,21,2024-01-10T00:28:43Z,1050000,False,141.0,211.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
106,PT03M51.00S,2024-01-10T00:28:36.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,11,21,2024-01-10T00:28:43Z,1060000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,105.0,,,,,,,,,,,,,,,,,
108,PT03M51.00S,2024-01-10T00:28:42.7Z,1,REGULAR,substitution,out,[],203497,,,1610612750,11,21,2024-01-10T00:28:48Z,1080000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2024-01-10T00:28:42.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,11,21,2024-01-10T00:28:48Z,1090000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2024-01-10T00:29:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.32917214191852,54.65686274509803,1610612750,11,23,2024-01-10T00:29:19Z,1100000,False,23.0,20.0,1,right,K. Towns driving Layup (8 PTS) (N. Alexander-Walker 1 AST),"[1626157, 1629638]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.04,Made,,,8.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,
111,PT03M26.00S,2024-01-10T00:29:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630243,8.754927726675426,45.83333333333333,1610612753,11,23,2024-01-10T00:29:32Z,1110000,False,21.0,30.0,1,left,MISS T. Queen driving Layup,[1630243],1610612753.0,ORL,driving,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
112,PT03M23.00S,2024-01-10T00:29:29.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,11,23,2024-01-10T00:29:29Z,1120000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,111.0,,,,,,1.0,1.0,0.0,,,,,,,,,
113,PT03M18.00S,2024-01-10T00:29:34.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,65.65374507227332,49.26470588235294,1610612750,11,26,2024-01-10T00:29:39Z,1130000,False,-4.0,270.0,1,right,K. Towns 27' 3PT running (11 PTS) (N. Reid 1 AST),"[1626157, 1629675]",1610612750.0,MIN,running,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,27.04,Made,,,11.0,N. Reid,1629675.0,1.0,,,,,,,,,,,,
115,PT02M56.00S,2024-01-10T00:29:56.5Z,1,REGULAR,3pt,Jump Shot,[],1631216,24.78646517739816,86.02941176470588,1610612753,11,26,2024-01-10T00:30:02Z,1150000,False,-180.0,180.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2024-01-10T00:30:01.5Z,1,REGULAR,rebound,offensive,[],1630243,,,1610612753,11,26,2024-01-10T00:30:02Z,1160000,False,,,0,,T. Queen REBOUND (Off:1 Def:0),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Left Center,,,115.0,,,,,,1.0,0.0,1.0,,,,,,,,,
117,PT02M51.00S,2024-01-10T00:30:01.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630243,5.590000152587891,50.0,1610612753,11,26,2024-01-10T00:30:05Z,1170000,False,0.0,0.0,1,left,MISS T. Queen tip Layup,[1630243],1610612753.0,ORL,tip,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2024-01-10T00:30:01.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,11,26,2024-01-10T00:30:05Z,1180000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,117.0,,,,,,4.0,4.0,0.0,,,,,,,,,
119,PT02M42.00S,2024-01-10T00:30:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.80354796320631,47.549019607843135,1610612750,11,26,2024-01-10T00:30:15Z,1190000,False,-12.0,25.0,1,right,MISS N. Reid Layup,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
120,PT02M39.00S,2024-01-10T00:30:13.4Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,11,26,2024-01-10T00:30:13Z,1200000,False,,,0,,C. Houstan REBOUND (Off:0 Def:2),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,,,119.0,,,,,,2.0,2.0,0.0,,,,,,,,,
121,PT02M30.00S,2024-01-10T00:30:22.6Z,1,REGULAR,2pt,Jump Shot,[],1631094,3.630091984231275,24.264705882352942,1610612753,11,26,2024-01-10T00:30:29Z,1210000,False,129.0,-18.0,1,left,MISS P. Banchero 13' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.0,Missed,,,,,,,,,,,,,,,,,,
122,PT02M27.00S,2024-01-10T00:30:26.4Z,1,REGULAR,rebound,offensive,[],1631216,,,1610612753,11,26,2024-01-10T00:30:26Z,1220000,False,,,0,,C. Houstan REBOUND (Off:1 Def:2),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,8-16 Right,,,121.0,,,,,,3.0,2.0,1.0,,,,,,,,,
123,PT02M25.00S,2024-01-10T00:30:28.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629021,5.469776609724048,96.07843137254902,1610612753,14,26,2024-01-10T00:30:34Z,1230000,False,-230.0,-1.0,1,left,M. Wagner 3PT  (3 PTS) (T. Queen 1 AST),"[1629021, 1630243]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Left Corner 3,24+ Left,23.04,Made,,,3.0,T. Queen,1630243.0,1.0,,,,,,,,,,,,
125,PT02M01.00S,2024-01-10T00:30:51.2Z,1,REGULAR,3pt,Jump Shot,[],1629675,89.70105124835742,2.941176470588235,1610612750,14,26,2024-01-10T00:30:55Z,1250000,False,-235.0,44.0,1,right,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
126,PT01M58.00S,2024-01-10T00:30:54.2Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,14,26,2024-01-10T00:30:55Z,1260000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Left Corner 3,24+ Left,,,125.0,,,,,,1.0,1.0,0.0,,,,,,,,,
127,PT01M39.00S,2024-01-10T00:31:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,6.783837056504599,55.392156862745104,1610612753,14,26,2024-01-10T00:31:19Z,1270000,False,-27.0,11.0,1,left,MISS M. Fultz driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.93,Missed,,,,,,,,,,,,,,,,,,
128,PT01M37.00S,2024-01-10T00:31:15.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,14,26,2024-01-10T00:31:19Z,1280000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,127.0,,,,,,5.0,5.0,0.0,,,,,,,,,
129,PT01M31.00S,2024-01-10T00:31:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629675,91.27792378449409,3.6764705882352944,1610612750,14,29,2024-01-10T00:31:26Z,1290000,False,-232.0,29.0,1,right,N. Reid 3PT  (3 PTS) (N. Alexander-Walker 2 AST),"[1629675, 1629638]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.35,Made,,,3.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,
131,PT01M16.00S,2024-01-10T00:31:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.5722733245729295,55.392156862745104,1610612753,16,29,2024-01-10T00:31:41Z,1310000,False,-27.0,19.0,1,left,M. Wagner cutting Layup (5 PTS) (P. Banchero 2 AST),"[1629021, 1631094]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.28,Made,,,5.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,
133,PT01M01.00S,2024-01-10T00:31:52.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631216,,,1610612750,16,29,2024-01-10T00:32:10Z,1330000,False,,,0,,C. Houstan shooting personal FOUL (2 PF) (Anderson 2 FT),"[1631216, 203937]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),8-16 Center,,,,1630886.0,,,,,,,,2.0,0.0,Anderson,203937.0,,,,,
135,PT01M01.00S,2024-01-10T00:32:25.3Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,16,30,2024-01-10T00:32:25Z,1350000,False,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
136,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,out,[],1631216,,,1610612750,16,30,2024-01-10T00:32:44Z,1360000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,out,[],1631094,,,1610612750,16,30,2024-01-10T00:32:44Z,1370000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,16,30,2024-01-10T00:32:44Z,1380000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,16,30,2024-01-10T00:32:44Z,1390000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,in,[],1630175,,,1610612750,16,30,2024-01-10T00:32:44Z,1400000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,in,[],1629643,,,1610612750,16,30,2024-01-10T00:32:44Z,1410000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,16,30,2024-01-10T00:32:44Z,1420000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M01.00S,2024-01-10T00:32:26.6Z,1,REGULAR,substitution,in,[],203497,,,1610612750,16,30,2024-01-10T00:32:44Z,1430000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M01.00S,2024-01-10T00:32:57.2Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,16,31,2024-01-10T00:32:57Z,1440000,False,,,0,,K. Anderson Free Throw 2 of 2 (2 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
145,PT00M49.60S,2024-01-10T00:33:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629643,28.465834428383708,77.20588235294117,1610612753,16,31,2024-01-10T00:33:16Z,1450000,False,-136.0,215.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
146,PT00M47.00S,2024-01-10T00:33:13.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,31,2024-01-10T00:33:16Z,1460000,False,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,145.0,,,,,,6.0,6.0,0.0,,,,,,,,,
147,PT00M37.10S,2024-01-10T00:33:23.5Z,1,REGULAR,3pt,Jump Shot,[],1629638,67.09921156373193,43.627450980392155,1610612750,16,31,2024-01-10T00:33:28Z,1470000,False,-32.0,257.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,25.88,Missed,,,,,,,,,,,,,,,,,,
148,PT00M33.50S,2024-01-10T00:33:27.1Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,16,31,2024-01-10T00:33:28Z,1480000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,147.0,,,,,,1.0,1.0,0.0,,,,,,,,,
149,PT00M29.00S,2024-01-10T00:33:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628365,7.966491458607096,54.65686274509803,1610612753,16,31,2024-01-10T00:33:38Z,1490000,False,-23.0,22.0,1,left,MISS M. Fultz running Layup,[1628365],1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
150,PT00M26.20S,2024-01-10T00:33:34.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,16,31,2024-01-10T00:33:38Z,1500000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,149.0,,,,,,1.0,1.0,0.0,,,,,,,,,
151,PT00M23.00S,2024-01-10T00:33:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,90.3580814717477,44.36274509803921,1610612750,16,31,2024-01-10T00:33:48Z,1510000,False,-28.0,38.0,1,right,MISS N. Alexander-Walker running Layup,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,,,,,,,,,,
152,PT00M21.40S,2024-01-10T00:33:41.9Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,16,31,2024-01-10T00:33:41Z,1520000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,151.0,,,,,,2.0,1.0,1.0,,,,,,,,,
153,PT00M21.30S,2024-01-10T00:33:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,90.88370565045992,53.92156862745098,1610612750,16,33,2024-01-10T00:36:33Z,1530000,False,20.0,33.0,1,right,N. Reid putback Layup (5 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.86,Made,,,5.0,,,,,,,,,,,,,,,
154,PT00M03.20S,2024-01-10T00:34:00.9Z,1,REGULAR,3pt,Jump Shot,[],1629021,31.09395532194481,65.44117647058823,1610612753,16,33,2024-01-10T00:34:13Z,1540000,False,-77.0,240.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
155,PT00M03.20S,2024-01-10T00:34:00.9Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,16,33,2024-01-10T00:34:13Z,1550000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,154.0,,,,,,1.0,0.0,1.0,,,,,,,,,
156,PT00M00.00S,2024-01-10T00:34:10.6Z,1,REGULAR,period,end,[],0,,,1610612753,16,33,2024-01-10T00:34:10Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-01-10T00:35:49.4Z,2,REGULAR,substitution,out,['startperiod'],1628365,,,1610612753,16,33,2024-01-10T00:36:42Z,1570000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-01-10T00:35:49.4Z,2,REGULAR,substitution,in,['startperiod'],1641710,,,1610612753,16,33,2024-01-10T00:36:42Z,1580000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-01-10T00:36:49.1Z,2,REGULAR,period,start,[],0,,,1610612750,16,33,2024-01-10T00:36:49Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M48.00S,2024-01-10T00:37:00.8Z,2,REGULAR,2pt,Jump Shot,[],203497,78.79434954007884,70.58823529411765,1610612750,16,33,2024-01-10T00:37:07Z,1600000,False,103.0,147.0,1,right,MISS R. Gobert 17' Jump Shot,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,17.93,Missed,,,,,,,,,,,,,,,,,,
162,PT11M45.00S,2024-01-10T00:37:03.8Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,16,33,2024-01-10T00:37:07Z,1610000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Right Center,,,161.0,,,,,,2.0,2.0,0.0,,,,,,,,,
163,PT11M34.00S,2024-01-10T00:37:16.0Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612753,16,33,2024-01-10T00:37:29Z,1620000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629675, 1629021]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,1630886.0,,,,,,,,1.0,0.0,Wagner,1629021.0,,,,,
165,PT11M34.00S,2024-01-10T00:37:49.1Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,17,33,2024-01-10T00:37:49Z,1640000,False,,,0,,M. Wagner Free Throw 1 of 2 (6 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
166,PT11M34.00S,2024-01-10T00:38:08.5Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,18,33,2024-01-10T00:38:08Z,1650000,False,,,0,,M. Wagner Free Throw 2 of 2 (7 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
167,PT11M31.00S,2024-01-10T00:38:14.1Z,2,REGULAR,foul,personal,[],1630175,,,1610612750,18,33,2024-01-10T00:38:24Z,1660000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1629162]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,1662.0,,,,,,,,1.0,0.0,McLaughlin,1629162.0,,,,,
