actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
92,PT04M01.00S,2024-03-19T23:29:06.7Z,1,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,16,10,2024-03-19T23:29:06Z,880000,False,,,0,,B. Miller Free Throw 1 of 2 (4 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
93,PT04M01.00S,2024-03-19T23:29:23.3Z,1,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,16,11,2024-03-19T23:29:23Z,890000,False,,,0,,B. Miller Free Throw 2 of 2 (5 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
94,PT03M45.00S,2024-03-19T23:29:53.2Z,1,REGULAR,turnover,out-of-bounds,[],1628365,,,1610612753,16,11,2024-03-19T23:30:04Z,900000,False,,,0,,M. Fultz bad pass out-of-bounds TURNOVER (1 TO),[1628365],1610612753.0,ORL,bad pass,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,1627962.0,,,,,,,,1.0,,,,,,,,
95,PT03M23.00S,2024-03-19T23:30:16.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628970,23.603810775295663,56.86274509803921,1610612766,16,11,2024-03-19T23:30:21Z,910000,False,-34.0,169.0,1,left,MISS M. Bridges 17' pullup Shot,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,17.28,Missed,,,,,,,,,,,,,,,,,,
96,PT03M20.00S,2024-03-19T23:30:19.3Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,16,11,2024-03-19T23:30:21Z,920000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,
97,PT03M05.00S,2024-03-19T23:30:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,92.9862023653088,54.90196078431373,1610612753,18,11,2024-03-19T23:30:38Z,930000,False,25.0,13.0,1,right,P. Banchero driving Layup (7 PTS) (J. Ingles 1 AST),"[1631094, 204060]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.79,Made,7.0,,J. Ingles,204060.0,1.0,,,,,,,,,,,,,
99,PT02M51.00S,2024-03-19T23:30:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203995,8.229303547963205,49.26470588235294,1610612766,18,13,2024-03-19T23:30:52Z,950000,False,4.0,25.0,1,left,V. Micic driving Layup (8 PTS),[203995],1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,2.52,Made,8.0,,,,,,,,,,,,,,,,,
100,PT02M39.00S,2024-03-19T23:31:00.7Z,1,REGULAR,3pt,Jump Shot,[],1628371,72.22404730617609,18.38235294117647,1610612753,21,13,2024-03-19T23:31:09Z,960000,False,-158.0,209.0,1,right,J. Isaac 26' 3PT  (3 PTS) (M. Fultz 1 AST),"[1628371, 1628365]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,26.17,Made,3.0,,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,
102,PT02M15.00S,2024-03-19T23:31:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,8.623521681997373,53.18627450980392,1610612766,21,13,2024-03-19T23:31:41Z,980000,False,-16.0,29.0,1,left,MISS G. Williams driving floating Shot,[1629684],1610612766.0,CHA,driving floating,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
103,PT02M11.00S,2024-03-19T23:31:27.8Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,21,13,2024-03-19T23:31:32Z,990000,False,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,102.0,3.0,3.0,0.0,,,,
104,PT02M02.00S,2024-03-19T23:31:39.5Z,1,REGULAR,foul,personal,[],1629684,,,1610612753,21,13,2024-03-19T23:31:45Z,1000000,False,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1630591]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,202058.0,,,,1.0,0.0,Suggs,1630591.0,,,,,,,,,
106,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,21,13,2024-03-19T23:32:12Z,1020000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,21,13,2024-03-19T23:32:12Z,1030000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,out,[],203995,,,1610612753,21,13,2024-03-19T23:32:12Z,1040000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,out,[],1641706,,,1610612753,21,13,2024-03-19T23:32:12Z,1050000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,21,13,2024-03-19T23:32:12Z,1060000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,21,13,2024-03-19T23:32:12Z,1070000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,in,[],202722,,,1610612753,21,13,2024-03-19T23:32:12Z,1080000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M02.00S,2024-03-19T23:31:45.3Z,1,REGULAR,substitution,in,[],1630544,,,1610612753,21,13,2024-03-19T23:32:12Z,1090000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M55.00S,2024-03-19T23:32:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.24901445466492,53.67647058823529,1610612753,23,13,2024-03-19T23:32:35Z,1100000,False,18.0,11.0,1,right,M. Wagner cutting Layup (2 PTS) (J. Ingles 2 AST),"[1629021, 204060]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,J. Ingles,204060.0,2.0,,,,,,,,,,,,,
116,PT01M35.00S,2024-03-19T23:32:40.5Z,1,REGULAR,turnover,bad pass,[],1630197,,,1610612766,23,13,2024-03-19T23:32:44Z,1120000,False,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 204060]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Ingles,204060.0
117,PT01M35.00S,2024-03-19T23:32:40.5Z,1,REGULAR,steal,,[],204060,,,1610612753,23,13,2024-03-19T23:32:42Z,1130000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
118,PT01M30.00S,2024-03-19T23:32:45.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",204060,73.40670170827858,17.892156862745097,1610612753,23,13,2024-03-19T23:32:51Z,1140000,False,-161.0,197.0,1,right,MISS J. Ingles 25' running 3PT,[204060],1610612753.0,ORL,running,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
119,PT01M27.00S,2024-03-19T23:32:48.6Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,23,13,2024-03-19T23:32:51Z,1150000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,
120,PT01M19.00S,2024-03-19T23:32:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.703679369250986,47.549019607843135,1610612766,23,15,2024-03-19T23:33:00Z,1160000,False,12.0,20.0,1,left,M. Bridges driving Layup (2 PTS) (T. Mann 1 AST),"[1628970, 1630544]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.34,Made,2.0,,T. Mann,1630544.0,1.0,,,,,,,,,,,,,
122,PT01M03.00S,2024-03-19T23:33:11.8Z,1,REGULAR,2pt,Jump Shot,[],1628365,85.3646517739816,23.52941176470588,1610612753,23,15,2024-03-19T23:33:18Z,1180000,False,-132.0,85.0,1,right,MISS M. Fultz 15' Jump Shot,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,15.74,Missed,,,,,,,,,,,,,,,,,,
123,PT01M01.00S,2024-03-19T23:33:13.8Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,23,15,2024-03-19T23:33:18Z,1190000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,
124,PT00M44.20S,2024-03-19T23:33:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,33.196452036793694,33.088235294117645,1610612766,23,15,2024-03-19T23:33:36Z,1200000,False,85.0,260.0,1,left,MISS G. Williams 27' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
125,PT00M41.40S,2024-03-19T23:33:34.7Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,23,15,2024-03-19T23:33:36Z,1210000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,
126,PT00M31.20S,2024-03-19T23:33:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.32917214191852,56.61764705882353,1610612753,23,15,2024-03-19T23:34:09Z,1220000,False,33.0,20.0,1,right,MISS M. Wagner Layup - blocked,"[1629021, 202722]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,Bertans,202722.0,,
127,PT00M31.20S,2024-03-19T23:33:45.0Z,1,REGULAR,block,,[],202722,,,1610612753,23,15,2024-03-19T23:33:47Z,1230000,False,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT00M24.60S,2024-03-19T23:33:51.6Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,23,15,2024-03-19T23:33:56Z,1240000,False,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,126.0,1.0,0.0,1.0,,,,
129,PT00M24.60S,2024-03-19T23:33:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,94.40999984741211,50.0,1610612753,25,15,2024-03-19T23:33:54Z,1250000,False,0.0,0.0,1,right,M. Wagner putback Layup (4 PTS),[1629021],1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
130,PT00M10.80S,2024-03-19T23:34:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,19.66162943495401,51.71568627450981,1610612766,25,17,2024-03-19T23:34:14Z,1260000,False,-9.0,132.0,1,left,T. Mann 13' pullup Jump Shot (2 PTS),[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,13.26,Made,2.0,,,,,,,,,,,,,,,,,
131,PT00M03.50S,2024-03-19T23:34:24.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,89.96386333771353,46.81372549019608,1610612753,27,17,2024-03-19T23:34:30Z,1270000,False,-16.0,42.0,1,right,C. Anthony driving Hook (2 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,2.0,,,,,,,,,,,,,,,,,
132,PT00M01.00S,2024-03-19T23:34:30.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,51.85611038107753,19.362745098039216,1610612766,27,17,2024-03-19T23:38:07Z,1280000,False,153.0,435.0,1,left,MISS M. Bridges 46' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,46.11,Missed,,,,,,,,,,,,,,,,,,
133,PT00M01.00S,2024-03-19T23:34:30.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,27,17,2024-03-19T23:38:07Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,132.0,,,,,,,
134,PT00M00.00S,2024-03-19T23:34:38.4Z,1,REGULAR,period,end,[],0,,,1610612766,27,17,2024-03-19T23:34:38Z,1300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-03-19T23:35:02.8Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,27,17,2024-03-19T23:37:02Z,1310000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-03-19T23:35:02.8Z,2,REGULAR,substitution,out,['startperiod'],1630197,,,1610612766,27,17,2024-03-19T23:37:02Z,1320000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2024-03-19T23:35:02.8Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,27,17,2024-03-19T23:37:02Z,1330000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2024-03-19T23:35:02.8Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,27,17,2024-03-19T23:37:02Z,1340000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-03-19T23:37:27.2Z,2,REGULAR,period,start,[],0,,,1610612766,27,17,2024-03-19T23:37:27Z,1350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M40.00S,2024-03-19T23:37:46.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202722,8.492115637319317,51.225490196078425,1610612766,27,17,2024-03-19T23:38:23Z,1360000,False,-6.0,27.0,1,left,MISS D. Bertans cutting Layup - blocked,"[202722, 1630175]",1610612766.0,CHA,cutting,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,Anthony,1630175.0,,
141,PT11M40.00S,2024-03-19T23:37:46.3Z,2,REGULAR,block,,[],1630175,,,1610612766,27,17,2024-03-19T23:37:50Z,1370000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT11M38.00S,2024-03-19T23:37:48.3Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,27,17,2024-03-20T00:22:49Z,1380000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,140.0,2.0,2.0,0.0,,,,
143,PT11M27.00S,2024-03-19T23:37:59.3Z,2,REGULAR,turnover,bad pass,[],204060,,,1610612753,27,17,2024-03-19T23:38:06Z,1390000,False,,,0,,J. Ingles bad pass TURNOVER (1 TO),"[204060, 1641706]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,,,Miller,1641706.0
144,PT11M27.00S,2024-03-19T23:37:59.3Z,2,REGULAR,steal,,[],1641706,,,1610612766,27,17,2024-03-19T23:38:02Z,1400000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
145,PT11M17.00S,2024-03-19T23:38:08.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,32.013797634691194,64.4607843137255,1610612766,27,17,2024-03-19T23:39:09Z,1410000,False,-72.0,248.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,25.87,Missed,,,,,,,,,,,,,,,,,,
146,PT11M08.00S,2024-03-19T23:38:17.7Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,27,17,2024-03-19T23:38:20Z,1420000,False,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,145.0,3.0,3.0,0.0,,,,
147,PT11M00.00S,2024-03-19T23:38:26.0Z,2,REGULAR,2pt,Jump Shot,[],1628371,74.37582128777925,69.63082107843137,1610612753,29,17,2024-03-19T23:39:57Z,1430000,False,98.0,188.0,1,right,J. Isaac 21' Jump Shot (5 PTS) (M. Wagner 1 AST),"[1628371, 1629021]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right Center,21.25,Made,5.0,,M. Wagner,1629021.0,1.0,,,,,,,,,,,,,
149,PT10M52.00S,2024-03-19T23:38:43.2Z,2,REGULAR,foul,personal,[],1628365,,,1610612766,29,17,2024-03-19T23:38:59Z,1450000,False,,,0,,M. Fultz personal FOUL (2 PF),"[1628365, 1641706]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,202058.0,,,,2.0,0.0,Miller,1641706.0,,,,,,,,,
151,PT10M46.00S,2024-03-19T23:38:58.1Z,2,REGULAR,3pt,Jump Shot,[],1641706,25.837713534822605,80.63725490196079,1610612766,29,17,2024-03-19T23:40:37Z,1470000,False,-153.0,190.0,1,left,MISS B. Miller 24' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,24.44,Missed,,,,,,,,,,,,,,,,,,
152,PT10M42.00S,2024-03-19T23:39:02.1Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,29,17,2024-03-19T23:39:05Z,1480000,False,,,0,,J. Isaac REBOUND (Off:0 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,
153,PT10M30.00S,2024-03-19T23:39:14.6Z,2,REGULAR,3pt,Jump Shot,[],1630175,70.25295663600527,24.264705882352942,1610612753,32,17,2024-03-19T23:39:18Z,1490000,False,-129.0,227.0,1,right,C. Anthony 26' 3PT  (5 PTS) (J. Ingles 3 AST),"[1630175, 204060]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.1,Made,5.0,,J. Ingles,204060.0,3.0,,,,,,,,,,,,,
155,PT10M13.00S,2024-03-19T23:39:30.6Z,2,REGULAR,3pt,Jump Shot,[],1629684,31.09395532194481,66.91176470588235,1610612766,32,17,2024-03-19T23:39:36Z,1510000,False,-85.0,240.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
156,PT10M13.00S,2024-03-19T23:39:30.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,32,17,2024-03-19T23:39:36Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,155.0,,,,,,,
158,PT09M55.00S,2024-03-19T23:39:59.0Z,2,REGULAR,foul,personal,['3freethrow'],1641706,,,1610612753,32,17,2024-03-19T23:40:14Z,1540000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Isaac 3 FT),"[1641706, 1628371]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right,,,,1627962.0,,,,2.0,0.0,Isaac,1628371.0,,,,,,,,,
160,PT09M55.00S,2024-03-19T23:40:35.5Z,2,REGULAR,freethrow,1 of 3,[],1628371,,,1610612753,33,17,2024-03-19T23:40:35Z,1560000,False,,,0,,J. Isaac Free Throw 1 of 3 (6 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
161,PT09M55.00S,2024-03-19T23:40:54.1Z,2,REGULAR,freethrow,2 of 3,[],1628371,,,1610612753,34,17,2024-03-19T23:40:54Z,1570000,False,,,0,,J. Isaac Free Throw 2 of 3 (7 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
162,PT09M55.00S,2024-03-19T23:41:11.4Z,2,REGULAR,freethrow,3 of 3,[],1628371,,,1610612753,35,17,2024-03-19T23:41:11Z,1580000,False,,,0,,J. Isaac Free Throw 3 of 3 (8 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
163,PT09M38.00S,2024-03-19T23:41:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,17.95335085413929,50.49019607843137,1610612766,35,19,2024-03-19T23:41:50Z,1590000,False,-2.0,116.0,1,left,T. Mann 11' driving floating Jump Shot (4 PTS) (N. Richards 1 AST),"[1630544, 1630208]",1610612766.0,CHA,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,11.63,Made,4.0,,N. Richards,1630208.0,1.0,,,,,,,,,,,,,
165,PT09M19.00S,2024-03-19T23:41:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.80354796320631,45.83333333333333,1610612753,35,19,2024-03-19T23:44:34Z,1610000,False,-21.0,25.0,1,right,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
166,PT09M16.00S,2024-03-19T23:41:51.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,35,19,2024-03-19T23:41:53Z,1620000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,165.0,2.0,2.0,0.0,,,,
167,PT09M12.00S,2024-03-19T23:41:58.4Z,2,REGULAR,foul,personal,[],1628365,,,1610612766,35,19,2024-03-19T23:42:24Z,1630000,False,,,0,,M. Fultz personal FOUL (3 PF),"[1628365, 1641706]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Center,,,,1628480.0,,,,3.0,0.0,Miller,1641706.0,,,,,,,,,
169,PT09M06.00S,2024-03-19T23:42:26.7Z,2,REGULAR,2pt,Jump Shot,[],1641706,26.231931668856767,43.627450980392155,1610612766,35,19,2024-03-19T23:42:31Z,1650000,False,32.0,194.0,1,left,MISS B. Miller 19' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,19.67,Missed,,,,,,,,,,,,,,,,,,
170,PT09M02.00S,2024-03-19T23:42:30.7Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,35,19,2024-03-19T23:42:31Z,1660000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,
171,PT08M50.00S,2024-03-19T23:42:42.4Z,2,REGULAR,3pt,Jump Shot,[],204060,69.85873850197109,72.54901960784314,1610612753,35,19,2024-03-19T23:43:29Z,1670000,False,113.0,231.0,1,right,MISS J. Ingles 25' step back 3PT,[204060],1610612753.0,ORL,step back,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
172,PT08M45.00S,2024-03-19T23:42:47.4Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,35,19,2024-03-20T00:05:29Z,1680000,False,,,0,,M. Wagner REBOUND (Off:2 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,171.0,2.0,0.0,2.0,,,,
173,PT08M42.00S,2024-03-19T23:42:51.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629021,94.1688567674113,50.245098039215684,1610612753,37,19,2024-03-19T23:43:05Z,1690000,False,1.0,2.0,1,right,M. Wagner cutting DUNK (6 PTS) (C. Anthony 1 AST),"[1629021, 1630175]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.26,Made,6.0,,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,
