actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
429,PT06M46.00S,2023-12-12T01:40:40.4Z,3,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,64,63,2023-12-12T01:40:40Z,4250000,False,,,0,,P. Banchero Free Throw 1 of 1 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
430,PT06M35.00S,2023-12-12T01:40:54.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641710,,,1610612739,64,63,2023-12-12T01:41:03Z,4260000,False,,,0,,A. Black personal FOUL (3 PF) (Garland 2 FT),"[1641710, 1629636]",1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,201639.0,3.0,0.0,Garland,1629636.0,,,,,
432,PT06M35.00S,2023-12-12T01:41:33.1Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,64,64,2023-12-12T01:41:33Z,4280000,False,,,0,,D. Garland Free Throw 1 of 2 (24 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,24.0,,,,,,,,,,,,,,,,
433,PT06M35.00S,2023-12-12T01:41:49.7Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,64,65,2023-12-12T01:41:49Z,4290000,False,,,0,,D. Garland Free Throw 2 of 2 (25 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,25.0,,,,,,,,,,,,,,,,
434,PT06M23.00S,2023-12-12T01:42:07.7Z,3,REGULAR,violation,kicked ball,[],202684,,,1610612753,64,65,2023-12-12T01:42:54Z,4300000,False,,,0,,T. Thompson kicked ball VIOLATION,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,
435,PT06M18.00S,2023-12-12T01:42:24.7Z,3,REGULAR,foul,personal,[],1629622,,,1610612753,64,65,2023-12-12T01:42:43Z,4310000,False,,,0,,M. Strus personal FOUL (4 PF),"[1629622, 204060]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627961.0,4.0,0.0,Ingles,204060.0,,,,,
438,PT06M18.00S,2023-12-12T01:43:18.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,64,65,2023-12-12T01:44:16Z,4340000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M18.00S,2023-12-12T01:44:19.3Z,3,REGULAR,substitution,out,[],204060,,,1610612753,64,65,2023-12-12T01:45:42Z,4350000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M18.00S,2023-12-12T01:44:19.3Z,3,REGULAR,substitution,in,[],1630532,,,1610612753,64,65,2023-12-12T01:45:42Z,4360000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M03.00S,2023-12-12T01:46:24.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.38042049934296,58.333333333333336,1610612753,64,65,2023-12-12T01:46:31Z,4370000,False,42.0,10.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
442,PT06M03.00S,2023-12-12T01:46:24.8Z,3,REGULAR,rebound,offensive,[],1631094,,,1610612753,64,65,2023-12-12T01:48:41Z,4380000,False,,,0,,P. Banchero REBOUND (Off:4 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,441.0,,,,,,,,,,,,,6.0,2.0,4.0,,
443,PT06M00.00S,2023-12-12T01:46:28.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631094,94.40999984741211,50.0,1610612753,66,65,2023-12-12T01:48:31Z,4390000,False,0.0,0.0,1,right,P. Banchero tip Layup (11 PTS),[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.0,Made,,11.0,,,,,,,,,,,,,,,,
444,PT05M41.00S,2023-12-12T01:46:46.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,34.510512483574246,26.96078431372549,1610612739,66,65,2023-12-12T01:46:53Z,4400000,False,115.0,272.0,1,left,MISS M. Strus 29' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,29.53,Missed,,,,,,,,,,,,,,,,,,
445,PT05M36.00S,2023-12-12T01:46:51.9Z,3,REGULAR,rebound,offensive,[],1629731,,,1610612739,66,65,2023-12-12T01:50:22Z,4410000,False,,,0,,D. Wade REBOUND (Off:2 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,444.0,,,,,,,,,,,,,4.0,2.0,2.0,,
446,PT05M35.00S,2023-12-12T01:46:53.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,33.85348226018397,54.166666666666664,1610612739,66,65,2023-12-12T01:47:05Z,4420000,False,-21.0,266.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
447,PT05M33.00S,2023-12-12T01:46:55.5Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,66,65,2023-12-12T01:47:05Z,4430000,False,,,0,,P. Banchero REBOUND (Off:4 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,446.0,,,,,,,,,,,,,7.0,3.0,4.0,,
449,PT05M18.00S,2023-12-12T01:47:54.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,94.34954007884363,49.06556372549019,1610612753,68,65,2023-12-12T01:48:01Z,4450000,False,-5.0,1.0,1,right,G. Bitadze alley-oop DUNK (15 PTS) (F. Wagner 3 AST),"[1629048, 1630532]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.47,Made,,15.0,F. Wagner,1630532.0,3.0,,,,,,,,,,,,,
451,PT05M01.00S,2023-12-12T01:48:10.9Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,68,65,2023-12-12T01:48:15Z,4470000,False,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1631094]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,Banchero,1631094.0,,,,,,,,,,
452,PT05M01.00S,2023-12-12T01:48:10.9Z,3,REGULAR,steal,,[],1631094,,,1610612753,68,65,2023-12-12T01:48:13Z,4480000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
453,PT04M57.00S,2023-12-12T01:48:15.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630532,93.11760840998686,55.88235294117647,1610612753,70,65,2023-12-12T01:51:27Z,4490000,False,29.0,12.0,1,right,F. Wagner running alley-oop DUNK (11 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,running alley-oop,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.18,Made,,11.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,
455,PT04M45.00S,2023-12-12T01:48:27.5Z,3,REGULAR,turnover,bad pass,[],1629622,,,1610612739,70,65,2023-12-12T01:48:35Z,4510000,False,,,0,,M. Strus bad pass TURNOVER (3 TO),"[1629622, 1641710]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,3.0,Black,1641710.0,,,,,,,,,,
456,PT04M45.00S,2023-12-12T01:48:27.5Z,3,REGULAR,steal,,[],1641710,,,1610612753,70,65,2023-12-12T01:48:29Z,4520000,False,,,0,,A. Black STEAL (3 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
457,PT04M38.00S,2023-12-12T01:48:33.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,79.97700394218134,43.627450980392155,1610612753,72,65,2023-12-12T01:52:05Z,4530000,False,-32.0,136.0,1,right,P. Banchero 13' Jump Shot (13 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,13.94,Made,,13.0,,,,,,,,,,,,,,,,
458,PT04M37.00S,2023-12-12T01:48:38.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,72,65,2023-12-12T01:48:38Z,4540000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M37.00S,2023-12-12T01:48:40.6Z,3,REGULAR,substitution,out,[],1629622,,,1610612739,72,65,2023-12-12T01:50:11Z,4550000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M37.00S,2023-12-12T01:48:40.6Z,3,REGULAR,substitution,out,[],202684,,,1610612739,72,65,2023-12-12T01:50:11Z,4560000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M37.00S,2023-12-12T01:48:40.6Z,3,REGULAR,substitution,out,[],1629731,,,1610612739,72,65,2023-12-12T01:50:11Z,4570000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M37.00S,2023-12-12T01:48:40.6Z,3,REGULAR,substitution,in,[],1628386,,,1610612739,72,65,2023-12-12T01:50:11Z,4580000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M37.00S,2023-12-12T01:48:40.6Z,3,REGULAR,substitution,in,[],1630171,,,1610612739,72,65,2023-12-12T01:50:11Z,4590000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M37.00S,2023-12-12T01:48:40.6Z,3,REGULAR,substitution,in,[],1627777,,,1610612739,72,65,2023-12-12T01:50:11Z,4600000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M19.00S,2023-12-12T01:50:36.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,11.12023653088042,46.07843137254902,1610612739,72,65,2023-12-12T01:50:42Z,4610000,False,20.0,52.0,1,left,MISS G. Niang turnaround Hook - blocked,"[1627777, 1629048]",1610612739.0,CLE,turnaround,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0
466,PT04M19.00S,2023-12-12T01:50:36.5Z,3,REGULAR,block,,[],1629048,,,1610612739,72,65,2023-12-12T01:50:38Z,4620000,False,,,0,,G. Bitadze BLOCK (3 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
467,PT04M15.00S,2023-12-12T01:50:40.5Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,72,65,2023-12-12T01:50:42Z,4630000,False,,,0,,F. Wagner REBOUND (Off:1 Def:5),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,465.0,,,,,,,,,,,,,6.0,5.0,1.0,,
468,PT04M03.00S,2023-12-12T01:50:53.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628386,,,1610612753,72,65,2023-12-12T01:51:06Z,4640000,False,,,0,,J. Allen shooting personal FOUL (5 PF) (Wagner 2 FT),"[1628386, 1630532]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,5.0,1.0,Wagner,1630532.0,,,,,
470,PT04M03.00S,2023-12-12T01:51:37.9Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,73,65,2023-12-12T01:51:37Z,4660000,False,,,0,,F. Wagner Free Throw 1 of 2 (12 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
471,PT04M03.00S,2023-12-12T01:51:38.6Z,3,REGULAR,substitution,out,[],1628378,,,1610612753,73,65,2023-12-12T01:51:47Z,4670000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M03.00S,2023-12-12T01:51:38.6Z,3,REGULAR,substitution,out,[],1628386,,,1610612753,73,65,2023-12-12T01:51:47Z,4680000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M03.00S,2023-12-12T01:51:38.6Z,3,REGULAR,substitution,in,[],1629731,,,1610612753,73,65,2023-12-12T01:51:47Z,4690000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT04M03.00S,2023-12-12T01:51:38.6Z,3,REGULAR,substitution,in,[],1630241,,,1610612753,73,65,2023-12-12T01:51:47Z,4700000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M03.00S,2023-12-12T01:51:56.1Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,74,65,2023-12-12T01:51:56Z,4710000,False,,,0,,F. Wagner Free Throw 2 of 2 (13 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
476,PT03M47.00S,2023-12-12T01:52:13.6Z,3,REGULAR,3pt,Jump Shot,[],1629636,31.882391590013142,74.50980392156863,1610612739,74,65,2023-12-12T01:52:19Z,4720000,False,-123.0,247.0,1,left,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
477,PT03M43.00S,2023-12-12T01:52:17.6Z,3,REGULAR,rebound,offensive,[],1629731,,,1610612739,74,65,2023-12-12T01:52:19Z,4730000,False,,,0,,D. Wade REBOUND (Off:3 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,476.0,,,,,,,,,,,,,5.0,2.0,3.0,,
478,PT03M42.00S,2023-12-12T01:52:19.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,32.14520367936925,78.43137254901961,1610612739,74,65,2023-12-12T01:52:23Z,4740000,False,-142.0,250.0,1,left,MISS D. Garland 28' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,28.74,Missed,,,,,,,,,,,,,,,,,,
479,PT03M40.00S,2023-12-12T01:52:20.4Z,3,REGULAR,rebound,offensive,[],1630241,,,1610612739,74,65,2023-12-12T01:52:20Z,4750000,False,,,0,,S. Merrill REBOUND (Off:1 Def:2),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,478.0,,,,,,,,,,,,,3.0,2.0,1.0,,
480,PT03M39.00S,2023-12-12T01:52:21.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,33.196452036793694,56.127450980392155,1610612739,74,65,2023-12-12T01:52:28Z,4760000,False,-31.0,260.0,1,left,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
481,PT03M39.00S,2023-12-12T01:52:21.5Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,74,65,2023-12-12T01:52:28Z,4770000,False,,,0,,F. Wagner REBOUND (Off:1 Def:6),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,480.0,,,,,,,,,,,,,7.0,6.0,1.0,,
483,PT03M18.00S,2023-12-12T01:52:57.5Z,3,REGULAR,substitution,out,[],1630591,,,1610612753,74,65,2023-12-12T01:52:59Z,4790000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M18.00S,2023-12-12T01:52:57.5Z,3,REGULAR,substitution,in,[],203914,,,1610612753,74,65,2023-12-12T01:52:59Z,4800000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M16.00S,2023-12-12T01:53:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,90.22667542706965,50.0,1610612753,74,65,2023-12-12T01:53:27Z,4810000,False,0.0,39.0,1,right,MISS G. Bitadze alley-oop Layup,[1629048],1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
486,PT03M13.00S,2023-12-12T01:53:20.5Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,74,65,2023-12-12T01:53:27Z,4820000,False,,,0,,D. Garland REBOUND (Off:0 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,485.0,,,,,,,,,,,,,4.0,4.0,0.0,,
488,PT03M09.00S,2023-12-12T01:53:30.2Z,3,REGULAR,3pt,Jump Shot,[],1630171,30.042706964520367,28.676470588235293,1610612739,74,65,2023-12-12T01:54:37Z,4840000,False,107.0,230.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
489,PT03M07.00S,2023-12-12T01:53:32.2Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,74,65,2023-12-12T01:54:37Z,4850000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:4),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,488.0,,,,,,,,,,,,,7.0,4.0,3.0,,
490,PT02M42.00S,2023-12-12T01:53:54.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612753,74,65,2023-12-12T01:54:06Z,4860000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204058.0,,,,,,,,,
491,PT02M32.00S,2023-12-12T01:54:18.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630241,9.85545335085414,47.143075980392155,1610612739,74,65,2023-12-12T01:54:24Z,4870000,False,14.0,40.0,1,left,MISS S. Merrill driving Layup - blocked,"[1630241, 1629048]",1610612739.0,CLE,driving,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0
492,PT02M32.00S,2023-12-12T01:54:18.8Z,3,REGULAR,block,,[],1629048,,,1610612739,74,65,2023-12-12T01:54:20Z,4880000,False,,,0,,G. Bitadze BLOCK (4 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT02M29.00S,2023-12-12T01:54:21.8Z,3,REGULAR,rebound,offensive,[],1627777,,,1610612739,74,65,2023-12-12T01:54:24Z,4890000,False,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,491.0,,,,,,,,,,,,,3.0,2.0,1.0,,
494,PT02M19.00S,2023-12-12T01:54:31.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627777,11.12023653088042,57.35294117647059,1610612739,74,65,2023-12-12T01:54:35Z,4900000,False,-37.0,52.0,1,left,MISS G. Niang 6' driving Hook,[1627777],1610612739.0,CLE,driving,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
495,PT02M17.00S,2023-12-12T01:54:33.1Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,74,65,2023-12-12T01:54:35Z,4910000,False,,,0,,P. Banchero REBOUND (Off:4 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,494.0,,,,,,,,,,,,,8.0,4.0,4.0,,
496,PT02M06.00S,2023-12-12T01:54:44.6Z,3,REGULAR,2pt,Jump Shot,[],1631094,87.59855453350855,73.52941176470588,1610612753,76,65,2023-12-12T01:54:49Z,4920000,False,118.0,64.0,1,right,P. Banchero 13' pullup Jump Shot (15 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.39,Made,,15.0,,,,,,,,,,,,,,,,
497,PT01M49.00S,2023-12-12T01:55:03.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612739,76,65,2023-12-12T01:55:09Z,4930000,False,,,0,,G. Bitadze personal FOUL (3 PF) (Garland 2 FT),"[1629048, 1629636]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201639.0,3.0,0.0,Garland,1629636.0,,,,,
499,PT01M49.00S,2023-12-12T01:55:33.7Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,76,66,2023-12-12T01:55:33Z,4950000,False,,,0,,D. Garland Free Throw 1 of 2 (26 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,26.0,,,,,,,,,,,,,,,,
500,PT01M49.00S,2023-12-12T01:55:34.5Z,3,REGULAR,substitution,out,[],1641710,,,1610612739,76,66,2023-12-12T01:55:41Z,4960000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M49.00S,2023-12-12T01:55:34.5Z,3,REGULAR,substitution,out,[],1629048,,,1610612739,76,66,2023-12-12T01:55:41Z,4970000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M49.00S,2023-12-12T01:55:34.5Z,3,REGULAR,substitution,in,[],1630175,,,1610612739,76,66,2023-12-12T01:55:41Z,4980000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M49.00S,2023-12-12T01:55:34.5Z,3,REGULAR,substitution,in,[],1629021,,,1610612739,76,66,2023-12-12T01:55:41Z,4990000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M49.00S,2023-12-12T01:56:00.7Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,76,67,2023-12-12T01:56:00Z,5000000,False,,,0,,D. Garland Free Throw 2 of 2 (27 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,27.0,,,,,,,,,,,,,,,,
505,PT01M36.00S,2023-12-12T01:56:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.59198423127464,53.92156862745098,1610612753,78,67,2023-12-12T01:56:19Z,5010000,False,20.0,17.0,1,right,M. Wagner cutting Layup (4 PTS) (F. Wagner 4 AST),"[1629021, 1630532]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.6,Made,,4.0,F. Wagner,1630532.0,4.0,,,,,,,,,,,,,
507,PT01M30.00S,2023-12-12T01:56:20.5Z,3,REGULAR,3pt,Jump Shot,[],1627777,29.38567674113009,79.65686274509804,1610612739,78,67,2023-12-12T01:58:42Z,5030000,False,-148.0,224.0,1,left,MISS G. Niang 26' pullup 3PT,[1627777],1610612739.0,CLE,pullup,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
508,PT01M27.00S,2023-12-12T01:56:23.5Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,78,67,2023-12-12T01:56:25Z,5040000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,507.0,,,,,,,,,,,,,2.0,2.0,0.0,,
509,PT01M21.00S,2023-12-12T01:56:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.67214191852825,53.431372549019606,1610612753,80,67,2023-12-12T01:56:35Z,5050000,False,17.0,26.0,1,right,P. Banchero driving Layup (17 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.1,Made,,17.0,,,,,,,,,,,,,,,,
510,PT01M08.00S,2023-12-12T01:56:43.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.178055190538765,47.794117647058826,1610612739,80,69,2023-12-12T01:56:53Z,5060000,False,11.0,15.0,1,left,D. Garland driving reverse Layup (29 PTS),[1629636],1610612739.0,CLE,driving reverse,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.86,Made,,29.0,,,,,,,,,,,,,,,,
512,PT01M00.00S,2023-12-12T01:57:04.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,80,69,2023-12-12T01:57:04Z,5080000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT01M00.00S,2023-12-12T01:57:52.1Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,80,69,2023-12-12T01:58:48Z,5090000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
