actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
502,PT09M48.00S,2024-12-31T03:52:39.6Z,4,REGULAR,rebound,offensive,[],1629008,,,1610612743,96,103,2024-12-31T03:52:41Z,4970000,False,,,0,,M. Porter Jr. REBOUND (Off:5 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,501.0,6.0,1.0,5.0,,,,,,,,,,,,,
503,PT09M47.00S,2024-12-31T03:52:40.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,91.80354796320631,48.28431372549019,1610612743,96,105,2024-12-31T03:59:55Z,4980000,False,-9.0,25.0,1,right,M. Porter Jr. putback Layup (19 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.6,Made,19.0,,,,,,,,,,,,,,,,,
504,PT09M39.00S,2024-12-31T03:52:47.9Z,4,REGULAR,turnover,lost ball,[],1641729,,,1610612762,96,105,2024-12-31T03:52:51Z,4990000,False,,,0,,B. Sensabaugh lost ball TURNOVER (2 TO),"[1641729, 1627750]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,2.0,Murray,1627750.0,,,,,
505,PT09M39.00S,2024-12-31T03:52:47.9Z,4,REGULAR,steal,,[],1627750,,,1610612743,96,105,2024-12-31T03:52:49Z,5000000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
506,PT09M33.00S,2024-12-31T03:52:53.6Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627750,88.51839684625493,51.470588235294116,1610612743,96,105,2024-12-31T04:00:33Z,5010000,False,7.0,55.0,1,right,MISS J. Murray driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
507,PT09M31.00S,2024-12-31T03:52:55.6Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,96,105,2024-12-31T03:52:57Z,5020000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,506.0,1.0,1.0,0.0,,,,,,,,,,,,,
508,PT09M25.00S,2024-12-31T03:53:01.2Z,4,REGULAR,3pt,Jump Shot,[],1641729,4.944152431011826,96.32352941176471,1610612762,99,105,2024-12-31T04:01:18Z,5030000,False,-232.0,-6.0,1,left,B. Sensabaugh 3PT  (3 PTS) (I. Collier 5 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,23.17,Made,3.0,,,,,,,I. Collier,1642268.0,5.0,,,,,,,,
510,PT09M25.00S,2024-12-31T03:53:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,99,105,2024-12-31T03:53:06Z,5050000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M11.00S,2024-12-31T03:56:16.5Z,4,REGULAR,turnover,lost ball,[],1631212,,,1610612743,99,105,2024-12-31T03:56:20Z,5060000,False,,,0,,P. Watson lost ball TURNOVER (1 TO),"[1631212, 1642268]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Collier,1642268.0,,,,,
517,PT09M11.00S,2024-12-31T03:56:16.5Z,4,REGULAR,steal,,[],1642268,,,1610612762,99,105,2024-12-31T03:56:18Z,5070000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
519,PT08M59.00S,2024-12-31T03:56:47.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642262,28.203022339027594,22.058823529411764,1610612762,102,105,2024-12-31T03:56:51Z,5090000,False,140.0,213.0,1,left,C. Williams 25' 3PT  (7 PTS) (K. Filipowski 2 AST),"[1642262, 1642271]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,25.44,Made,7.0,,,,,,,K. Filipowski,1642271.0,2.0,,,,,,,,
521,PT08M46.00S,2024-12-31T03:57:04.3Z,4,REGULAR,foul,personal,[],1642268,,,1610612743,102,105,2024-12-31T03:57:13Z,5110000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 1627750]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Murray,1627750.0
523,PT08M41.00S,2024-12-31T03:57:36.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612743,102,105,2024-12-31T03:57:42Z,5130000,False,,,0,,K. Filipowski personal FOUL (2 PF) (Murray 2 FT),"[1642271, 1627750]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Murray,1627750.0
525,PT08M41.00S,2024-12-31T03:58:07.0Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,102,106,2024-12-31T03:58:07Z,5150000,False,,,0,,J. Murray Free Throw 1 of 2 (17 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
526,PT08M41.00S,2024-12-31T03:58:25.4Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,102,107,2024-12-31T03:58:25Z,5160000,False,,,0,,J. Murray Free Throw 2 of 2 (18 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
527,PT08M31.00S,2024-12-31T03:58:42.0Z,4,REGULAR,violation,kicked ball,[],1627750,,,1610612762,102,107,2024-12-31T03:58:49Z,5170000,False,,,0,,J. Murray kicked ball VIOLATION,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,
528,PT08M18.00S,2024-12-31T03:59:13.0Z,4,REGULAR,2pt,Jump Shot,[],203903,14.011169513797633,20.098039215686274,1610612762,102,107,2024-12-31T04:04:45Z,5180000,False,150.0,79.0,1,left,MISS J. Clarkson 16' turnaround fadeaway Shot,[203903],1610612762.0,UTA,turnaround fadeaway,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right,16.92,Missed,,,,,,,,,,,,,,,,,,
529,PT08M14.00S,2024-12-31T03:59:17.0Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,102,107,2024-12-31T03:59:17Z,5190000,False,,,0,,J. Strawther REBOUND (Off:1 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Right,,,,528.0,2.0,1.0,1.0,,,,,,,,,,,,,
530,PT08M06.00S,2024-12-31T03:59:24.4Z,4,REGULAR,turnover,lost ball,[],1631124,,,1610612743,102,107,2024-12-31T03:59:30Z,5200000,False,,,0,,J. Strawther lost ball TURNOVER (1 TO),"[1631124, 203903]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Clarkson,203903.0,,,,,
531,PT08M06.00S,2024-12-31T03:59:24.4Z,4,REGULAR,steal,,[],203903,,,1610612762,102,107,2024-12-31T03:59:26Z,5210000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
532,PT08M01.00S,2024-12-31T03:59:30.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641729,9.149145860709593,62.5,1610612762,104,107,2024-12-31T04:02:13Z,5220000,False,-62.0,34.0,1,left,B. Sensabaugh 7' running Layup (5 PTS) (J. Clarkson 3 AST),"[1641729, 203903]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,5.0,,,,,,,J. Clarkson,203903.0,3.0,,,,,,,,
534,PT07M46.00S,2024-12-31T03:59:45.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,93.38042049934296,57.107843137254896,1610612743,104,109,2024-12-31T03:59:49Z,5240000,False,36.0,10.0,1,right,P. Watson alley-oop DUNK (7 PTS) (D. Jordan 1 AST),"[1631212, 201599]",1610612743.0,DEN,alley-oop,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.68,Made,7.0,,,,,,,D. Jordan,201599.0,1.0,,,,,,,,
536,PT07M28.00S,2024-12-31T04:00:04.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642271,10.726018396846255,52.450980392156865,1610612762,106,109,2024-12-31T05:40:47Z,5260000,False,-12.0,48.0,1,left,K. Filipowski turnaround Hook (4 PTS),[1642271],1610612762.0,UTA,turnaround,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,4.0,,,,,,,,,,,,,,,,,
537,PT07M28.00S,2024-12-31T04:00:07.7Z,4,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612762,106,109,2024-12-31T04:00:13Z,5270000,False,,,0,,M. Porter Jr. shooting personal FOUL (4 PF) (Filipowski 1 FT),"[1629008, 1642271]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101283.0,4.0,0.0,Filipowski,1642271.0
539,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,out,[],1642262,,,1610612762,106,109,2024-12-31T04:00:38Z,5290000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,out,[],1631124,,,1610612762,106,109,2024-12-31T04:00:38Z,5300000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,out,[],1627750,,,1610612762,106,109,2024-12-31T04:00:38Z,5310000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,out,[],201599,,,1610612762,106,109,2024-12-31T04:00:38Z,5320000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,in,[],1641718,,,1610612762,106,109,2024-12-31T04:00:38Z,5330000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,in,[],1631128,,,1610612762,106,109,2024-12-31T04:00:38Z,5340000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,in,[],203999,,,1610612762,106,109,2024-12-31T04:00:38Z,5350000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M28.00S,2024-12-31T04:00:16.7Z,4,REGULAR,substitution,in,[],201566,,,1610612762,106,109,2024-12-31T04:00:38Z,5360000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M28.00S,2024-12-31T04:00:58.6Z,4,REGULAR,freethrow,1 of 1,[],1642271,,,1610612762,107,109,2024-12-31T04:00:58Z,5370000,False,,,0,,K. Filipowski Free Throw 1 of 1 (5 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
548,PT07M16.00S,2024-12-31T04:01:12.7Z,4,REGULAR,3pt,Jump Shot,[],203999,67.49342969776609,47.549019607843135,1610612743,107,112,2024-12-31T04:01:17Z,5380000,False,-12.0,253.0,1,right,N. Jokić 25' 3PT  (36 PTS) (R. Westbrook 8 AST),"[203999, 201566]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,25.34,Made,36.0,,,,,,,R. Westbrook,201566.0,8.0,,,,,,,,
550,PT06M53.00S,2024-12-31T04:01:36.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,10.463206307490145,58.333333333333336,1610612762,107,112,2024-12-31T04:07:13Z,5400000,False,-42.0,46.0,1,left,MISS K. Filipowski 6' cutting Layup,[1642271],1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
551,PT06M51.00S,2024-12-31T04:01:38.0Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,107,112,2024-12-31T04:01:40Z,5410000,False,,,0,,N. Jokić REBOUND (Off:7 Def:13),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,550.0,20.0,13.0,7.0,,,,,,,,,,,,,
552,PT06M47.00S,2024-12-31T04:01:42.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629008,92.46057818659659,57.35294117647059,1610612743,107,114,2024-12-31T04:01:56Z,5420000,False,37.0,18.0,1,right,M. Porter Jr. running Layup (21 PTS) (R. Westbrook 9 AST),"[1629008, 201566]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,4.11,Made,21.0,,,,,,,R. Westbrook,201566.0,9.0,,,,,,,,
554,PT06M47.00S,2024-12-31T04:01:48.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,107,114,2024-12-31T04:01:48Z,5440000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M47.00S,2024-12-31T04:04:12.6Z,4,REGULAR,substitution,out,[],203903,,,1610612762,107,114,2024-12-31T04:04:24Z,5450000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M47.00S,2024-12-31T04:04:12.6Z,4,REGULAR,substitution,out,[],1642268,,,1610612762,107,114,2024-12-31T04:04:24Z,5460000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT06M47.00S,2024-12-31T04:04:12.6Z,4,REGULAR,substitution,out,[],1642271,,,1610612762,107,114,2024-12-31T04:04:24Z,5470000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M47.00S,2024-12-31T04:04:12.6Z,4,REGULAR,substitution,in,[],1631117,,,1610612762,107,114,2024-12-31T04:04:24Z,5480000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT06M47.00S,2024-12-31T04:04:12.6Z,4,REGULAR,substitution,in,[],1628374,,,1610612762,107,114,2024-12-31T04:04:24Z,5490000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M47.00S,2024-12-31T04:04:12.6Z,4,REGULAR,substitution,in,[],1629012,,,1610612762,107,114,2024-12-31T04:04:24Z,5500000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M34.00S,2024-12-31T04:04:55.0Z,4,REGULAR,turnover,bad pass,[],1628374,,,1610612762,107,114,2024-12-31T04:05:00Z,5510000,False,,,0,,L. Markkanen bad pass TURNOVER (2 TO),"[1628374, 203999]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Jokić,203999.0,,,,,
563,PT06M34.00S,2024-12-31T04:04:55.0Z,4,REGULAR,steal,,[],203999,,,1610612743,107,114,2024-12-31T04:04:57Z,5520000,False,,,0,,N. Jokić STEAL (3 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
564,PT06M28.00S,2024-12-31T04:05:00.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,91.80354796320631,59.80392156862745,1610612743,107,114,2024-12-31T04:05:05Z,5530000,False,49.0,25.0,1,right,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
565,PT06M26.00S,2024-12-31T04:05:02.0Z,4,REGULAR,rebound,defensive,[],1641729,,,1610612762,107,114,2024-12-31T04:05:05Z,5540000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,564.0,3.0,3.0,0.0,,,,,,,,,,,,,
566,PT06M22.00S,2024-12-31T04:05:06.7Z,4,REGULAR,turnover,bad pass,[],1641718,,,1610612762,107,114,2024-12-31T04:05:11Z,5550000,False,,,0,,K. George bad pass TURNOVER (3 TO),"[1641718, 201566]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,Westbrook,201566.0,,,,,
567,PT06M22.00S,2024-12-31T04:05:06.7Z,4,REGULAR,steal,,[],201566,,,1610612743,107,114,2024-12-31T04:05:09Z,5560000,False,,,0,,R. Westbrook STEAL (3 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
568,PT06M17.00S,2024-12-31T04:05:11.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631212,93.38042049934296,57.84313725490197,1610612743,107,116,2024-12-31T04:08:53Z,5570000,False,39.0,10.0,1,right,P. Watson running alley-oop Layup (9 PTS) (R. Westbrook 10 AST),"[1631212, 201566]",1610612743.0,DEN,running alley-oop,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,4.04,Made,9.0,,,,,,,R. Westbrook,201566.0,10.0,,,,,,,,
570,PT06M00.00S,2024-12-31T04:05:28.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,6.521024967148489,55.88235294117647,1610612762,109,116,2024-12-31T04:05:33Z,5590000,False,-29.0,9.0,1,left,W. Kessler alley-oop DUNK (10 PTS) (K. George 5 AST),"[1631117, 1641718]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.07,Made,10.0,,,,,,,K. George,1641718.0,5.0,,,,,,,,
572,PT05M40.00S,2024-12-31T04:05:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,92.59198423127464,54.166666666666664,1610612743,109,118,2024-12-31T04:05:53Z,5610000,False,21.0,17.0,1,right,P. Watson Layup (11 PTS) (N. Jokić 9 AST),"[1631212, 203999]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.69,Made,11.0,,,,,,,N. Jokić,203999.0,9.0,,,,,,,,
574,PT05M25.00S,2024-12-31T04:06:04.1Z,4,REGULAR,turnover,bad pass,[],1629012,,,1610612762,109,118,2024-12-31T04:06:08Z,5630000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 1631128]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Braun,1631128.0,,,,,
575,PT05M25.00S,2024-12-31T04:06:04.1Z,4,REGULAR,steal,,[],1631128,,,1610612743,109,118,2024-12-31T04:06:05Z,5640000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
576,PT05M22.00S,2024-12-31T04:06:07.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,91.67214191852825,56.372549019607845,1610612743,109,120,2024-12-31T04:06:13Z,5650000,False,32.0,26.0,1,right,C. Braun running Layup (18 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.1,Made,18.0,,,,,,,,,,,,,,,,,
577,PT05M22.00S,2024-12-31T04:06:12.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,109,120,2024-12-31T04:06:22Z,5660000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M13.00S,2024-12-31T04:07:52.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,12.434296977660972,34.068627450980394,1610612762,109,120,2024-12-31T04:07:57Z,5670000,False,80.0,64.0,1,left,MISS K. George 10' driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,10.25,Missed,,,,,,,,,,,,,,,,,,
579,PT05M11.00S,2024-12-31T04:07:54.4Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,109,120,2024-12-31T04:07:57Z,5680000,False,,,0,,N. Jokić REBOUND (Off:7 Def:14),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,578.0,21.0,14.0,7.0,,,,,,,,,,,,,
580,PT04M59.00S,2024-12-31T04:08:06.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.46714848883047,50.98039215686274,1610612743,109,120,2024-12-31T04:10:45Z,5690000,False,5.0,65.0,1,right,MISS N. Jokić 6' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
582,PT04M58.00S,2024-12-31T04:08:07.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,109,120,2024-12-31T04:08:11Z,5710000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,580.0,,,,,,,,,,,,,,,,
584,PT04M49.00S,2024-12-31T04:08:30.1Z,4,REGULAR,foul,personal,[],1631128,,,1610612762,109,120,2024-12-31T04:08:41Z,5730000,False,,,0,,C. Braun personal FOUL (3 PF),"[1631128, 1628374]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Markkanen,1628374.0
586,PT04M38.00S,2024-12-31T04:08:55.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,7.835085413929041,41.42156862745098,1610612762,111,120,2024-12-31T04:09:00Z,5750000,False,43.0,21.0,1,left,W. Kessler alley-oop DUNK (12 PTS) (K. George 6 AST),"[1631117, 1641718]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,12.0,,,,,,,K. George,1641718.0,6.0,,,,,,,,
588,PT04M19.00S,2024-12-31T04:09:15.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201566,91.27792378449409,51.9607843137255,1610612743,111,122,2024-12-31T04:22:35Z,5770000,False,10.0,29.0,1,right,R. Westbrook cutting DUNK (12 PTS) (N. Jokić 10 AST),"[201566, 203999]",1610612743.0,DEN,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.11,Made,12.0,,,,,,,N. Jokić,203999.0,10.0,,,,,,,,
591,PT03M56.00S,2024-12-31T04:09:36.8Z,4,REGULAR,3pt,Jump Shot,[],1629012,10.5946123521682,4.411764705882353,1610612762,114,122,2024-12-31T04:13:31Z,5800000,False,228.0,47.0,1,left,C. Sexton 3PT step back (20 PTS) (W. Kessler 4 AST),"[1629012, 1631117]",1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,23.27,Made,20.0,,,,,,,W. Kessler,1631117.0,4.0,,,,,,,,
593,PT03M36.00S,2024-12-31T04:09:57.3Z,4,REGULAR,turnover,bad pass,[],203999,,,1610612743,114,122,2024-12-31T04:14:16Z,5820000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1641718]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,George,1641718.0,,,,,
594,PT03M36.00S,2024-12-31T04:09:57.3Z,4,REGULAR,steal,,[],1641718,,,1610612762,114,122,2024-12-31T04:10:01Z,5830000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
595,PT03M29.00S,2024-12-31T04:10:04.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,13.485545335085414,4.901960784313726,1610612762,114,122,2024-12-31T04:10:09Z,5840000,False,225.0,74.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,23.74,Missed,,,,,,,,,,,,,,,,,,
596,PT03M25.00S,2024-12-31T04:10:08.0Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,114,122,2024-12-31T04:10:09Z,5850000,False,,,0,,N. Jokić REBOUND (Off:7 Def:15),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,595.0,22.0,15.0,7.0,,,,,,,,,,,,,
