actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
92,PT05M27.00S,2025-02-04T02:25:57.6Z,1,REGULAR,substitution,out,[],1628374,,,1610612754,17,11,2025-02-04T02:26:13Z,900000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M27.00S,2025-02-04T02:25:57.6Z,1,REGULAR,substitution,in,[],1630695,,,1610612754,17,11,2025-02-04T02:26:13Z,910000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M27.00S,2025-02-04T02:25:57.6Z,1,REGULAR,substitution,in,[],203903,,,1610612754,17,11,2025-02-04T02:26:13Z,920000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M19.00S,2025-02-04T02:26:38.5Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,17,11,2025-02-04T02:26:43Z,930000,False,,,0,,A. Nembhard lost ball TURNOVER (1 TO),"[1629614, 203903]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Clarkson,203903.0
96,PT05M19.00S,2025-02-04T02:26:38.5Z,1,REGULAR,steal,,[],203903,,,1610612762,17,11,2025-02-04T02:26:40Z,940000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
97,PT05M06.00S,2025-02-04T02:26:51.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,25.443495400788436,7.598039215686274,1610612762,20,11,2025-02-04T02:26:56Z,950000,False,212.0,187.0,1,left,J. Clarkson 28' 3PT  (3 PTS) (K. George 2 AST),"[203903, 1641718]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,28.25,,,,,,,K. George,1641718.0,2.0,,,
99,PT04M52.00S,2025-02-04T02:27:04.9Z,1,REGULAR,3pt,Jump Shot,[],1628418,69.07030223390277,31.61764705882353,1610612754,20,11,2025-02-04T02:27:10Z,970000,False,-92.0,238.0,1,right,MISS T. Bryant 25' 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.53,,,,,,,,,,,,
100,PT04M49.00S,2025-02-04T02:27:07.9Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,20,11,2025-02-04T02:27:10Z,980000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,
101,PT04M41.00S,2025-02-04T02:27:16.3Z,1,REGULAR,3pt,Jump Shot,[],203903,4.812746386333772,3.6764705882352944,1610612762,23,11,2025-02-04T02:27:20Z,990000,False,232.0,-7.0,1,left,J. Clarkson 3PT  (6 PTS) (K. George 3 AST),"[203903, 1641718]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,,,,Made,6.0,23.17,,,,,,,K. George,1641718.0,3.0,,,
103,PT04M20.00S,2025-02-04T02:27:36.9Z,1,REGULAR,3pt,Jump Shot,[],1628418,93.64323258869908,3.1862745098039214,1610612754,23,11,2025-02-04T02:27:41Z,1010000,False,-234.0,7.0,1,right,MISS T. Bryant 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.42,,,,,,,,,,,,
104,PT04M18.00S,2025-02-04T02:27:38.9Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,23,11,2025-02-04T02:27:41Z,1020000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,
105,PT04M09.00S,2025-02-04T02:27:50.4Z,1,REGULAR,foul,personal,[],1630174,,,1610612762,23,11,2025-02-04T02:28:24Z,1030000,False,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1641718]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,1626300.0,1.0,0.0,George,1641718.0,,,,,,,,,,,,,,,
107,PT04M09.00S,2025-02-04T02:27:55.4Z,1,REGULAR,substitution,out,[],1630169,,,1610612762,23,11,2025-02-04T02:28:11Z,1050000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M09.00S,2025-02-04T02:27:55.4Z,1,REGULAR,substitution,out,[],1629614,,,1610612762,23,11,2025-02-04T02:28:11Z,1060000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M09.00S,2025-02-04T02:27:55.4Z,1,REGULAR,substitution,in,[],204456,,,1610612762,23,11,2025-02-04T02:28:11Z,1070000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M09.00S,2025-02-04T02:27:55.4Z,1,REGULAR,substitution,in,[],1641767,,,1610612762,23,11,2025-02-04T02:28:11Z,1080000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2025-02-04T02:28:22.9Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,23,11,2025-02-04T02:28:28Z,1090000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 1641767]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Sheppard,1641767.0
112,PT04M07.00S,2025-02-04T02:28:22.9Z,1,REGULAR,steal,,[],1641767,,,1610612754,23,11,2025-02-04T02:28:24Z,1100000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
113,PT04M05.00S,2025-02-04T02:28:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641767,93.11760840998686,54.41176470588235,1610612754,23,13,2025-02-04T02:28:33Z,1110000,False,22.0,12.0,1,right,B. Sheppard running Layup (2 PTS),[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.52,,,,,,,,,,,,
114,PT03M43.00S,2025-02-04T02:28:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,9.674770039421814,61.029411764705884,1610612762,23,13,2025-02-04T02:28:50Z,1120000,False,-55.0,38.0,1,left,MISS K. George 6' driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.72,,,,,,,,,,,,
115,PT03M40.00S,2025-02-04T02:28:50.4Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,23,13,2025-02-04T02:28:50Z,1130000,False,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,114.0,3.0,2.0,1.0,,,,,,
116,PT03M36.00S,2025-02-04T02:28:53.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,87.72996057818659,95.83333333333334,1610612754,23,13,2025-02-04T02:29:47Z,1140000,False,229.0,63.0,1,right,MISS A. Nesmith running 3PT,[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.76,,,,,,,,,,,,
117,PT03M33.00S,2025-02-04T02:28:56.6Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,23,13,2025-02-04T02:28:59Z,1150000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,116.0,4.0,3.0,1.0,,,,,,
118,PT03M27.00S,2025-02-04T02:29:03.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,8.229303547963205,48.03921568627451,1610612762,25,13,2025-02-04T02:30:08Z,1160000,False,10.0,25.0,1,left,J. Collins alley-oop DUNK (9 PTS) (J. Clarkson 1 AST),"[1628381, 203903]",1610612762.0,UTA,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,2.68,,,,,,,J. Clarkson,203903.0,1.0,,,
120,PT03M23.00S,2025-02-04T02:29:11.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,25,13,2025-02-04T02:29:11Z,1180000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2025-02-04T02:30:22.5Z,1,REGULAR,substitution,out,[],1628418,,,1610612754,25,13,2025-02-04T02:30:40Z,1190000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2025-02-04T02:30:22.5Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,25,13,2025-02-04T02:30:40Z,1200000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M05.00S,2025-02-04T02:31:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630167,81.94809461235218,4.166666666666666,1610612754,25,13,2025-02-04T02:31:08Z,1210000,False,-229.0,117.0,1,right,MISS O. Toppin 25' step back 3PT,[1630167],1610612754.0,IND,step back,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.74,,,,,,,,,,,,
124,PT03M02.00S,2025-02-04T02:31:05.6Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,25,13,2025-02-04T02:31:08Z,1220000,False,,,0,,W. Kessler REBOUND (Off:1 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,123.0,5.0,4.0,1.0,,,,,,
125,PT02M52.00S,2025-02-04T02:31:14.7Z,1,REGULAR,3pt,Jump Shot,[],203903,31.35676741130092,60.78431372549019,1610612762,28,13,2025-02-04T02:31:19Z,1230000,False,-54.0,242.0,1,left,J. Clarkson 24' 3PT  (9 PTS) (K. George 4 AST),"[203903, 1641718]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,Made,9.0,24.82,,,,,,,K. George,1641718.0,4.0,,,
127,PT02M39.00S,2025-02-04T02:31:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,85.23324572930355,94.85294117647058,1610612754,28,16,2025-02-04T02:31:31Z,1250000,False,224.0,86.0,1,right,O. Toppin 24' 3PT  (3 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,24.03,,,,,,,T. McConnell,204456.0,1.0,,,
129,PT02M21.00S,2025-02-04T02:31:45.5Z,1,REGULAR,3pt,Jump Shot,[],203903,31.225361366622867,14.705882352941178,1610612762,28,16,2025-02-04T02:31:50Z,1270000,False,176.0,241.0,1,left,MISS J. Clarkson 29' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,29.87,,,,,,,,,,,,
130,PT02M18.00S,2025-02-04T02:31:48.5Z,1,REGULAR,rebound,offensive,[],1630695,,,1610612762,28,16,2025-02-04T02:31:50Z,1280000,False,,,0,,M. Potter REBOUND (Off:1 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,129.0,2.0,1.0,1.0,,,,,,
131,PT02M16.00S,2025-02-04T02:31:51.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,24.655059132720105,84.55882352941177,1610612762,28,16,2025-02-04T02:31:56Z,1290000,False,-173.0,179.0,1,left,MISS K. George 24' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.9,,,,,,,,,,,,
132,PT02M13.00S,2025-02-04T02:31:54.3Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,28,16,2025-02-04T02:31:56Z,1300000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,
133,PT02M06.00S,2025-02-04T02:32:00.3Z,1,REGULAR,3pt,Jump Shot,[],1641767,83.26215505913272,3.9215686274509802,1610612754,28,16,2025-02-04T02:32:05Z,1310000,False,-230.0,105.0,1,right,MISS B. Sheppard 25' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.31,,,,,,,,,,,,
134,PT02M03.00S,2025-02-04T02:32:03.3Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,28,16,2025-02-04T02:32:05Z,1320000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,
135,PT01M55.00S,2025-02-04T02:32:11.7Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,28,16,2025-02-04T02:32:15Z,1330000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1630174]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Nesmith,1630174.0
136,PT01M55.00S,2025-02-04T02:32:11.7Z,1,REGULAR,steal,,[],1630174,,,1610612754,28,16,2025-02-04T02:32:13Z,1340000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
137,PT01M52.00S,2025-02-04T02:32:14.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,90.48948751642575,49.01960784313725,1610612754,28,18,2025-02-04T02:32:20Z,1350000,False,-5.0,37.0,1,right,A. Nesmith running DUNK (2 PTS),[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.72,,,,,,,,,,,,
138,PT01M32.00S,2025-02-04T02:32:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630695,5.863994743758213,4.166666666666666,1610612762,28,18,2025-02-04T02:32:39Z,1360000,False,229.0,3.0,1,left,MISS M. Potter 3PT,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.92,,,,,,,,,,,,
139,PT01M31.00S,2025-02-04T02:32:35.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,28,18,2025-02-04T02:36:11Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,138.0,,,,,,,,,
141,PT01M31.00S,2025-02-04T02:32:40.5Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,28,18,2025-02-04T02:36:11Z,1390000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M31.00S,2025-02-04T02:32:40.5Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,28,18,2025-02-04T02:36:11Z,1400000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M31.00S,2025-02-04T02:32:40.5Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,28,18,2025-02-04T02:36:11Z,1410000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M31.00S,2025-02-04T02:32:40.5Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,28,18,2025-02-04T02:36:11Z,1420000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M31.00S,2025-02-04T02:33:24.0Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612762,28,18,2025-02-04T02:36:31Z,1430000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M21.00S,2025-02-04T02:37:01.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641729,18.873193166885677,87.25490196078431,1610612762,28,18,2025-02-04T02:37:06Z,1450000,False,-186.0,125.0,1,left,MISS B. Sensabaugh 22' Jump Shot,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Left,,,,,,Missed,,22.43,,,,,,,,,,,,
148,PT01M18.00S,2025-02-04T02:37:04.2Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,28,18,2025-02-04T02:37:06Z,1460000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,
149,PT01M08.00S,2025-02-04T02:37:14.3Z,1,REGULAR,3pt,Jump Shot,[],1630167,69.20170827858082,68.38235294117648,1610612754,28,18,2025-02-04T02:37:18Z,1470000,False,92.0,237.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.42,,,,,,,,,,,,
150,PT01M06.00S,2025-02-04T02:37:16.3Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,28,18,2025-02-04T02:37:18Z,1480000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,149.0,1.0,0.0,1.0,,,,,,
151,PT01M05.00S,2025-02-04T02:37:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,91.27792378449409,49.26470588235294,1610612754,28,20,2025-02-04T02:37:22Z,1490000,False,-4.0,29.0,1,right,A. Nesmith putback Layup (4 PTS),[1630174],1610612754.0,IND,putback,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.97,,,,,,,,,,,,
152,PT00M43.20S,2025-02-04T02:37:38.9Z,1,REGULAR,3pt,Jump Shot,[],1641729,3.7614980289093296,96.07843137254902,1610612762,28,20,2025-02-04T02:37:43Z,1500000,False,-230.0,-17.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.1,,,,,,,,,,,,
153,PT00M41.40S,2025-02-04T02:37:40.7Z,1,REGULAR,rebound,offensive,[],1641729,,,1610612762,28,20,2025-02-04T02:37:43Z,1510000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:0),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,,,,,,152.0,1.0,0.0,1.0,,,,,,
154,PT00M38.10S,2025-02-04T02:37:44.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,25.443495400788436,82.59803921568627,1610612762,28,20,2025-02-04T02:37:50Z,1520000,False,-163.0,187.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.78,,,,,,,,,,,,
155,PT00M34.70S,2025-02-04T02:37:48.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,28,20,2025-02-04T02:37:50Z,1530000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,
156,PT00M21.10S,2025-02-04T02:38:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.59198423127464,54.90196078431373,1610612754,28,22,2025-02-04T02:38:26Z,1540000,False,25.0,17.0,1,right,O. Toppin driving Layup (5 PTS),[1630167],1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,2.99,,,,,,,,,,,,
157,PT00M08.80S,2025-02-04T02:38:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612762,28,22,2025-02-04T02:38:32Z,1550000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Filipowski 2 FT),"[1630167, 1642271]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,1.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,,,,
159,PT00M08.80S,2025-02-04T02:38:53.9Z,1,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,29,22,2025-02-04T02:38:53Z,1570000,False,,,0,,K. Filipowski Free Throw 1 of 2 (1 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
160,PT00M08.80S,2025-02-04T02:38:54.6Z,1,REGULAR,substitution,out,[],204456,,,1610612762,29,22,2025-02-04T02:38:56Z,1580000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M08.80S,2025-02-04T02:38:54.6Z,1,REGULAR,substitution,in,[],1630169,,,1610612762,29,22,2025-02-04T02:38:56Z,1590000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M08.80S,2025-02-04T02:39:19.3Z,1,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,30,22,2025-02-04T02:39:19Z,1600000,False,,,0,,K. Filipowski Free Throw 2 of 2 (2 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
163,PT00M03.90S,2025-02-04T02:39:28.8Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612754,30,22,2025-02-04T02:39:34Z,1610000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Siakam 2 FT),"[1642271, 1627783]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Right,1627519.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,
165,PT00M03.90S,2025-02-04T02:39:58.8Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,30,23,2025-02-04T02:39:58Z,1630000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
166,PT00M03.90S,2025-02-04T02:39:59.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,30,23,2025-02-04T02:40:07Z,1640000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M03.90S,2025-02-04T02:39:59.6Z,1,REGULAR,substitution,in,[],204456,,,1610612754,30,23,2025-02-04T02:40:07Z,1650000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M03.90S,2025-02-04T02:40:19.7Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,30,24,2025-02-04T02:40:19Z,1660000,False,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
169,PT00M00.80S,2025-02-04T02:40:28.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,6.915243101182654,47.794117647058826,1610612762,32,24,2025-02-04T02:40:32Z,1670000,False,11.0,13.0,1,left,K. Filipowski cutting DUNK (4 PTS) (K. George 5 AST),"[1642271, 1641718]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.67,,,,,,,K. George,1641718.0,5.0,,,
171,PT00M00.00S,2025-02-04T02:40:37.0Z,1,REGULAR,period,end,[],0,,,1610612754,32,24,2025-02-04T02:40:37Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-04T02:42:47.6Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612754,32,24,2025-02-04T02:43:05Z,1700000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-02-04T02:42:47.6Z,2,REGULAR,substitution,out,['startperiod'],1630695,,,1610612754,32,24,2025-02-04T02:43:05Z,1710000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-02-04T02:42:47.6Z,2,REGULAR,substitution,in,['startperiod'],1628374,,,1610612754,32,24,2025-02-04T02:43:05Z,1720000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
