actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT05M05.00S,2025-03-23T19:53:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630548,18.347568988173457,96.32352941176471,1610612762,11,19,2025-03-23T19:53:45Z,860000,False,-232.0,120.0,1,left,MISS J. Juzang 26' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,,,26.08,Missed,,,,,,,,,,,,,,,,
87,PT05M03.00S,2025-03-23T19:53:41.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,19,2025-03-23T19:54:33Z,870000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,86.0,2.0,2.0,0.0,,,,,,,,,,,
88,PT05M02.00S,2025-03-23T19:53:45.2Z,1,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,11,19,2025-03-23T19:53:52Z,880000,False,,,0,,J. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,,,,,,,,,,,,,,,,,,
89,PT05M02.00S,2025-03-23T19:53:48.8Z,1,REGULAR,substitution,out,[],1629622,,,1610612762,11,19,2025-03-23T19:53:55Z,890000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-03-23T19:53:48.8Z,1,REGULAR,substitution,in,[],1630241,,,1610612762,11,19,2025-03-23T19:53:55Z,900000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M51.00S,2025-03-23T19:54:21.5Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,11,19,2025-03-23T19:54:28Z,910000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (1 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,1627534.0,1.0,,,,,,,,,,,,,,,,,,
92,PT04M40.00S,2025-03-23T19:54:38.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,69.99014454664915,71.81372549019608,1610612739,11,19,2025-03-23T19:54:43Z,920000,False,109.0,230.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,25.42,Missed,,,,,,,,,,,,,,,,
93,PT04M38.00S,2025-03-23T19:54:40.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612762,11,19,2025-03-23T19:54:43Z,930000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,
94,PT04M29.00S,2025-03-23T19:54:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,15.062417871222076,37.5,1610612762,11,19,2025-03-23T19:55:40Z,940000,False,62.0,89.0,1,left,MISS J. Clarkson 10' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,,,10.88,Missed,,,,,,,,,,,,,,,,
95,PT04M25.00S,2025-03-23T19:54:53.7Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,11,19,2025-03-23T19:54:54Z,950000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,
96,PT04M23.00S,2025-03-23T19:54:58.4Z,1,REGULAR,foul,personal,[],1630231,,,1610612739,11,19,2025-03-23T19:55:04Z,960000,False,,,0,,K. Martin personal FOUL (1 PF),"[1630231, 1629631]",1610612762.0,UTA,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0,,
98,PT04M19.00S,2025-03-23T19:55:22.8Z,1,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612739,11,19,2025-03-23T19:55:34Z,980000,False,,,0,,K. Martin shooting personal FOUL (2 PF) (Allen 2 FT),"[1630231, 1628386]",1610612762.0,UTA,shooting,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,,,,,,,2.0,0.0,Allen,1628386.0,,
100,PT04M19.00S,2025-03-23T19:55:44.3Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,11,19,2025-03-23T19:55:44Z,1000000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
101,PT04M19.00S,2025-03-23T19:55:44.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,11,19,2025-03-23T19:55:44Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,
102,PT04M19.00S,2025-03-23T19:56:01.6Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,11,20,2025-03-23T19:56:01Z,1020000,False,,,0,,J. Allen Free Throw 2 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
103,PT04M05.00S,2025-03-23T19:56:19.9Z,1,REGULAR,2pt,Jump Shot,[],1630548,5.863994743758213,28.186274509803923,1610612762,11,20,2025-03-23T19:56:24Z,1030000,False,109.0,3.0,1,left,MISS J. Juzang 10' pullup Shot,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Mid-Range,8-16 Right,,,10.91,Missed,,,,,,,,,,,,,,,,
104,PT04M02.00S,2025-03-23T19:56:22.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,11,20,2025-03-23T19:56:24Z,1040000,False,,,0,,W. Kessler REBOUND (Off:4 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Right,,,,,,103.0,6.0,2.0,4.0,,,,,,,,,,,
105,PT04M01.00S,2025-03-23T19:56:23.9Z,1,REGULAR,turnover,bad pass,[],1631117,,,1610612762,11,20,2025-03-23T19:56:28Z,1050000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 1629660]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,Jerome,1629660.0,,,,,,
106,PT04M01.00S,2025-03-23T19:56:23.9Z,1,REGULAR,steal,,[],1629660,,,1610612739,11,20,2025-03-23T19:56:25Z,1060000,False,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT03M56.00S,2025-03-23T19:56:28.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629631,72.09264126149803,23.03921568627451,1610612739,11,23,2025-03-23T19:56:38Z,1070000,False,-135.0,210.0,1,right,D. Hunter 24' 3PT running pullup (3 PTS) (T. Jerome 1 AST),"[1629631, 1629660]",1610612739.0,CLE,running pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,24.94,Made,3.0,,,,,T. Jerome,1629660.0,1.0,,,,,,,,
108,PT03M43.00S,2025-03-23T19:56:41.6Z,1,REGULAR,3pt,Jump Shot,[],1631117,4.28712220762155,96.56862745098039,1610612762,14,23,2025-03-23T19:56:46Z,1080000,False,-233.0,-12.0,1,left,W. Kessler 3PT  (7 PTS) (J. Clarkson 1 AST),"[1631117, 203903]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,23.31,Made,7.0,,,,,J. Clarkson,203903.0,1.0,,,,,,,,
110,PT03M26.00S,2025-03-23T19:56:58.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,92.32917214191852,94.6078431372549,1610612739,14,23,2025-03-23T19:57:03Z,1100000,False,223.0,20.0,1,right,MISS D. Hunter 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,22.39,Missed,,,,,,,,,,,,,,,,
111,PT03M23.00S,2025-03-23T19:57:01.7Z,1,REGULAR,rebound,offensive,[],1629660,,,1610612739,14,23,2025-03-23T19:57:03Z,1110000,False,,,0,,T. Jerome REBOUND (Off:1 Def:0),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Right Corner 3,24+ Right,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,,,
112,PT03M21.00S,2025-03-23T19:57:04.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629660,80.6340341655716,31.862745098039213,1610612739,14,25,2025-03-23T19:58:01Z,1120000,False,-91.0,130.0,1,right,T. Jerome 15' driving floating Jump Shot (5 PTS),[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Left,,,15.81,Made,5.0,,,,,,,,,,,,,,,
113,PT03M04.00S,2025-03-23T19:57:22.4Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,14,25,2025-03-23T19:57:26Z,1130000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (2 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right Center,204059.0,2.0,,,,,,,,,,,,,,,,,,
114,PT03M04.00S,2025-03-23T19:57:26.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,14,25,2025-03-23T19:57:34Z,1140000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M04.00S,2025-03-23T19:57:26.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,14,25,2025-03-23T19:57:34Z,1150000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M04.00S,2025-03-23T19:57:26.4Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,14,25,2025-03-23T19:57:34Z,1160000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2025-03-23T19:57:26.4Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,14,25,2025-03-23T19:57:34Z,1170000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2025-03-23T19:57:46.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,68.9388961892247,32.1078431372549,1610612739,14,25,2025-03-23T19:57:51Z,1180000,False,-89.0,239.0,1,right,MISS S. Merrill 25' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,25.57,Missed,,,,,,,,,,,,,,,,
119,PT02M53.00S,2025-03-23T19:57:49.7Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,14,25,2025-03-23T19:57:51Z,1190000,False,,,0,,W. Kessler REBOUND (Off:4 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,118.0,7.0,3.0,4.0,,,,,,,,,,,
120,PT02M40.00S,2025-03-23T19:58:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612762,14,25,2025-03-23T19:58:27Z,1200000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (George 2 FT),"[1628378, 1641718]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,,,,,,,1.0,0.0,George,1641718.0,,
122,PT02M40.00S,2025-03-23T19:58:15.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,25,2025-03-23T19:58:15Z,1220000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M40.00S,2025-03-23T20:00:31.5Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,14,25,2025-03-23T20:00:49Z,1230000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M40.00S,2025-03-23T20:00:31.5Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,14,25,2025-03-23T20:00:49Z,1240000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2025-03-23T20:01:18.2Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,14,25,2025-03-23T20:01:18Z,1250000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
127,PT02M40.00S,2025-03-23T20:01:18.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,14,25,2025-03-23T20:01:18Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,
128,PT02M40.00S,2025-03-23T20:01:35.8Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,15,25,2025-03-23T20:01:35Z,1270000,False,,,0,,K. George Free Throw 2 of 2 (1 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
129,PT02M25.00S,2025-03-23T20:01:53.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,67.36202365308804,45.588235294117645,1610612739,15,25,2025-03-23T20:01:58Z,1280000,False,-22.0,254.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,25.53,Missed,,,,,,,,,,,,,,,,
130,PT02M22.00S,2025-03-23T20:01:56.1Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,15,25,2025-03-23T20:01:58Z,1290000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,
131,PT02M09.00S,2025-03-23T20:02:09.4Z,1,REGULAR,3pt,Jump Shot,[],203903,29.6484888304862,69.85294117647058,1610612762,15,25,2025-03-23T20:02:14Z,1300000,False,-99.0,226.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,24.7,Missed,,,,,,,,,,,,,,,,
132,PT02M06.00S,2025-03-23T20:02:12.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,15,25,2025-03-23T20:02:14Z,1310000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,
133,PT02M00.00S,2025-03-23T20:02:24.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630548,,,1610612739,15,25,2025-03-23T20:02:31Z,1320000,False,,,0,,J. Juzang shooting personal FOUL (1 PF) (Mobley 2 FT),"[1630548, 1630596]",1610612762.0,UTA,shooting,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,,,,1.0,0.0,Mobley,1630596.0,,
135,PT02M00.00S,2025-03-23T20:02:44.9Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,15,26,2025-03-23T20:02:44Z,1340000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
136,PT02M00.00S,2025-03-23T20:02:44.9Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,15,26,2025-03-23T20:03:01Z,1350000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
137,PT01M59.00S,2025-03-23T20:02:45.9Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,15,26,2025-03-23T20:03:01Z,1360000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,
138,PT01M46.00S,2025-03-23T20:03:12.7Z,1,REGULAR,foul,personal,['3freethrow'],1629631,,,1610612762,15,26,2025-03-23T20:04:29Z,1370000,False,,,0,,D. Hunter flagrant-type-1 personal FOUL (1 PF) (George 3 FT),"[1629631, 1641718]",1610612739.0,CLE,flagrant-type-1,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,204059.0,,,,,,,,,,,,,,1.0,0.0,George,1641718.0,,
141,PT01M46.00S,2025-03-23T20:05:06.5Z,1,REGULAR,freethrow,1 of 3,[],1641718,,,1610612762,16,26,2025-03-23T20:05:35Z,1400000,False,,,0,,K. George flagrant Free Throw 1 of 3 (2 PTS),[1641718],1610612762.0,UTA,flagrant,,,George,K. George,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
142,PT01M46.00S,2025-03-23T20:05:06.5Z,1,REGULAR,freethrow,2 of 3,[],1641718,,,1610612762,16,26,2025-03-23T20:05:35Z,1410000,False,,,0,,MISS K. George flagrant Free Throw 2 of 3,[1641718],1610612762.0,UTA,flagrant,,,George,K. George,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
143,PT01M46.00S,2025-03-23T20:05:06.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,16,26,2025-03-23T20:05:35Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,
144,PT01M46.00S,2025-03-23T20:05:06.5Z,1,REGULAR,freethrow,3 of 3,[],1641718,,,1610612762,17,26,2025-03-23T20:05:35Z,1430000,False,,,0,,K. George flagrant Free Throw 3 of 3 (3 PTS),[1641718],1610612762.0,UTA,flagrant,,,George,K. George,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
145,PT01M30.00S,2025-03-23T20:05:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,9.017739816031538,61.274509803921575,1610612762,17,26,2025-03-23T20:06:43Z,1440000,False,-56.0,32.0,1,left,MISS K. Filipowski 6' driving Layup - blocked,"[1642271, 1630596]",1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,6.5,Missed,,,,,,,,,,,,,,,Mobley,1630596.0
146,PT01M30.00S,2025-03-23T20:05:54.2Z,1,REGULAR,block,,[],1630596,,,1610612762,17,26,2025-03-23T20:05:56Z,1450000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M27.00S,2025-03-23T20:05:57.2Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,17,26,2025-03-23T20:06:00Z,1460000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,
148,PT01M24.00S,2025-03-23T20:05:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,9.937582128777924,44.11764705882353,1610612762,19,26,2025-03-23T20:06:03Z,1470000,False,29.0,41.0,1,left,K. Martin Layup (4 PTS) (K. George 2 AST),"[1630231, 1641718]",1610612762.0,UTA,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,5.04,Made,4.0,,,,,K. George,1641718.0,2.0,,,,,,,,
151,PT01M09.00S,2025-03-23T20:06:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630596,72.09264126149803,21.813725490196077,1610612739,19,26,2025-03-23T20:06:34Z,1500000,False,-141.0,210.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,25.27,Missed,,,,,,,,,,,,,,,,
152,PT01M06.00S,2025-03-23T20:06:32.2Z,1,REGULAR,rebound,offensive,[],1630241,,,1610612739,19,26,2025-03-23T20:10:42Z,1510000,False,,,0,,S. Merrill REBOUND (Off:1 Def:0),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,,151.0,1.0,0.0,1.0,,,,,,,,,,,
153,PT00M54.10S,2025-03-23T20:06:45.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630596,89.83245729303549,47.30392156862745,1610612739,19,28,2025-03-23T20:08:23Z,1520000,False,-13.0,43.0,1,right,E. Mobley turnaround Hook (5 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,4.52,Made,5.0,,,,,,,,,,,,,,,
154,PT00M43.80S,2025-03-23T20:06:59.9Z,1,REGULAR,3pt,Jump Shot,[],1630548,31.750985545335087,56.61764705882353,1610612762,19,28,2025-03-23T20:07:05Z,1530000,False,-33.0,246.0,1,left,MISS J. Juzang 24' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,,,24.82,Missed,,,,,,,,,,,,,,,,
155,PT00M40.30S,2025-03-23T20:07:03.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,19,28,2025-03-23T20:07:05Z,1540000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,154.0,3.0,3.0,0.0,,,,,,,,,,,
156,PT00M34.00S,2025-03-23T20:07:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.62483574244416,42.64705882352941,1610612739,19,28,2025-03-23T20:07:16Z,1550000,False,-37.0,252.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,25.45,Missed,,,,,,,,,,,,,,,,
157,PT00M29.10S,2025-03-23T20:07:14.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,19,28,2025-03-23T20:07:17Z,1560000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,,,,156.0,3.0,2.0,1.0,,,,,,,,,,,
158,PT00M19.80S,2025-03-23T20:07:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630548,4.5499342969776615,95.58823529411765,1610612762,22,28,2025-03-23T20:07:28Z,1570000,False,-228.0,-10.0,1,left,J. Juzang 3PT  (3 PTS) (K. Martin 1 AST),"[1630548, 1630231]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,,,22.81,Made,3.0,,,,,K. Martin,1630231.0,1.0,,,,,,,,
160,PT00M06.10S,2025-03-23T20:07:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629631,91.5407358738502,94.85294117647058,1610612739,22,28,2025-03-23T20:07:50Z,1590000,False,224.0,27.0,1,right,MISS D. Hunter 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,22.59,Missed,,,,,,,,,,,,,,,,
161,PT00M02.60S,2025-03-23T20:07:48.3Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,22,28,2025-03-23T20:07:48Z,1600000,False,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,160.0,4.0,3.0,1.0,,,,,,,,,,,
162,PT00M01.70S,2025-03-23T20:07:49.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,72.35545335085413,80.14705882352942,1610612739,22,28,2025-03-23T20:07:53Z,1610000,False,151.0,207.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,25.64,Missed,,,,,,,,,,,,,,,,
163,PT00M01.70S,2025-03-23T20:07:49.3Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,22,28,2025-03-23T20:07:53Z,1620000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,162.0,4.0,3.0,1.0,,,,,,,,,,,
164,PT00M00.00S,2025-03-23T20:07:55.1Z,1,REGULAR,period,end,[],0,,,1610612762,22,28,2025-03-23T20:07:55Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-03-23T20:10:04.7Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612762,22,28,2025-03-23T20:10:20Z,1640000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-03-23T20:10:04.7Z,2,REGULAR,substitution,in,['startperiod'],1629012,,,1610612762,22,28,2025-03-23T20:10:20Z,1650000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-03-23T20:10:40.2Z,2,REGULAR,period,start,[],0,,,1610612739,22,28,2025-03-23T20:10:40Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
