actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
515,PT10M49.00S,2025-01-16T03:50:47.0Z,4,REGULAR,3pt,Jump Shot,[],1641989,31.750985545335087,29.901960784313726,1610612762,87,84,2025-01-16T03:50:51Z,5070000,False,100.0,246.0,1,left,MISS E. Harkless 26' 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
516,PT10M48.00S,2025-01-16T03:50:48.0Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,87,84,2025-01-16T03:50:51Z,5080000,False,,,0,,M. Bridges REBOUND (Off:1 Def:8),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,515.0,9.0,8.0,1.0,,,,,,
517,PT10M39.00S,2025-01-16T03:50:58.2Z,4,REGULAR,3pt,Jump Shot,[],1641733,70.77858081471747,74.26470588235294,1610612766,87,84,2025-01-16T03:51:06Z,5090000,False,121.0,222.0,1,right,MISS N. Smith Jr. 25' step back 3PT,[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
518,PT10M35.00S,2025-01-16T03:51:02.2Z,4,REGULAR,rebound,defensive,[],1641989,,,1610612762,87,84,2025-01-16T03:51:06Z,5100000,False,,,0,,E. Harkless REBOUND (Off:0 Def:1),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,517.0,1.0,1.0,0.0,,,,,,
519,PT10M23.00S,2025-01-16T03:51:12.8Z,4,REGULAR,3pt,Jump Shot,[],1642268,24.52365308804205,13.480392156862745,1610612762,87,84,2025-01-16T03:51:18Z,5110000,False,183.0,178.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
520,PT10M21.00S,2025-01-16T03:51:14.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,87,84,2025-01-16T03:52:26Z,5120000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,519.0,,,,,,,,,
524,PT10M08.00S,2025-01-16T03:51:38.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,93.11760840998686,45.34313725490196,1610612766,87,86,2025-01-16T03:52:37Z,5140000,False,-23.0,12.0,1,right,M. Williams cutting DUNK (19 PTS) (L. Ball 6 AST),"[1631109, 1630163]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.63,Made,19.0,L. Ball,1630163.0,6.0,,,,,,,,,,,,,,
526,PT09M47.00S,2025-01-16T03:51:59.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,6.783837056504599,43.872549019607845,1610612762,89,86,2025-01-16T03:52:03Z,5160000,False,31.0,11.0,1,left,D. Eubanks alley-oop DUNK (9 PTS) (I. Collier 9 AST),"[1629234, 1642268]",1610612762.0,UTA,alley-oop,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.26,Made,9.0,I. Collier,1642268.0,9.0,,,,,,,,,,,,,,
528,PT09M32.00S,2025-01-16T03:52:14.5Z,4,REGULAR,3pt,Jump Shot,[],1641733,67.36202365308804,47.30392156862745,1610612766,89,86,2025-01-16T03:52:19Z,5180000,False,-13.0,254.0,1,right,MISS N. Smith Jr. 25' 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
529,PT09M29.00S,2025-01-16T03:52:17.5Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612762,89,86,2025-01-16T03:52:19Z,5190000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:6),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,528.0,8.0,6.0,2.0,,,,,,
530,PT09M21.00S,2025-01-16T03:52:28.7Z,4,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612762,89,86,2025-01-16T03:52:35Z,5200000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Collier 2 FT),"[1628970, 1642268]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,,,,,,2.0,0.0,Collier,1642268.0
532,PT09M21.00S,2025-01-16T03:52:53.2Z,4,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,90,86,2025-01-16T03:52:53Z,5220000,False,,,0,,I. Collier Free Throw 1 of 2 (10 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
533,PT09M21.00S,2025-01-16T03:53:11.1Z,4,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,91,86,2025-01-16T03:53:11Z,5230000,False,,,0,,I. Collier Free Throw 2 of 2 (11 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
534,PT09M09.00S,2025-01-16T03:53:26.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,90.88370565045992,49.01960784313725,1610612766,91,88,2025-01-16T03:53:47Z,5240000,False,-5.0,33.0,1,right,M. Williams cutting DUNK (21 PTS) (L. Ball 7 AST),"[1631109, 1630163]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.36,Made,21.0,L. Ball,1630163.0,7.0,,,,,,,,,,,,,,
536,PT08M47.00S,2025-01-16T03:53:48.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,13.485545335085414,54.65686274509803,1610612762,91,88,2025-01-16T03:53:53Z,5260000,False,-23.0,74.0,1,left,MISS I. Collier 7' fadeaway Shot,[1642268],1610612762.0,UTA,fadeaway,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
537,PT08M45.00S,2025-01-16T03:53:50.7Z,4,REGULAR,rebound,defensive,[],1631109,,,1610612766,91,88,2025-01-16T03:53:53Z,5270000,False,,,0,,M. Williams REBOUND (Off:3 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,536.0,8.0,5.0,3.0,,,,,,
538,PT08M37.00S,2025-01-16T03:54:02.2Z,4,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612766,91,88,2025-01-16T03:54:14Z,5280000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629234, 1628970]",1610612762.0,UTA,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Bridges,1628970.0
540,PT08M37.00S,2025-01-16T03:54:26.9Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,91,89,2025-01-16T03:54:26Z,5300000,False,,,0,,M. Bridges Free Throw 1 of 2 (19 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
541,PT08M37.00S,2025-01-16T03:54:27.7Z,4,REGULAR,substitution,out,[],1642268,,,1610612766,91,89,2025-01-16T03:54:31Z,5310000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M37.00S,2025-01-16T03:54:27.7Z,4,REGULAR,substitution,in,[],201988,,,1610612766,91,89,2025-01-16T03:54:31Z,5320000,False,,,0,,SUB in: P. Mills,[201988],1610612762.0,UTA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M37.00S,2025-01-16T03:54:48.7Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,91,90,2025-01-16T03:54:48Z,5330000,False,,,0,,M. Bridges Free Throw 2 of 2 (20 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
544,PT08M26.00S,2025-01-16T03:55:06.2Z,4,REGULAR,3pt,Jump Shot,[],1641989,33.590670170827856,47.30392156862745,1610612762,94,90,2025-01-16T03:55:11Z,5340000,False,13.0,263.0,1,left,E. Harkless 26' 3PT  (8 PTS) (D. Eubanks 2 AST),"[1641989, 1629234]",1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Center,26.36,Made,8.0,D. Eubanks,1629234.0,2.0,,,,,,,,,,,,,,
546,PT08M13.00S,2025-01-16T03:55:19.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.24901445466492,58.82352941176471,1610612766,94,90,2025-01-16T03:55:24Z,5360000,False,44.0,11.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
547,PT08M10.00S,2025-01-16T03:55:22.6Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,94,90,2025-01-16T03:55:24Z,5370000,False,,,0,,M. Williams REBOUND (Off:4 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,546.0,9.0,5.0,4.0,,,,,,
548,PT08M10.00S,2025-01-16T03:55:22.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,94.40999984741211,50.0,1610612766,94,92,2025-01-16T03:55:22Z,5380000,False,0.0,0.0,1,right,M. Williams tip Layup (23 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,23.0,,,,,,,,,,,,,,,,,
549,PT08M02.00S,2025-01-16T03:55:31.7Z,4,REGULAR,foul,offensive,[],1641989,,,1610612762,94,92,2025-01-16T03:55:48Z,5390000,False,,,0,,E. Harkless offensive FOUL (1 PF),"[1641989, 1628998]",1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Center,,,,,,,1627962.0,,,,,,,,,,1.0,0.0,Martin,1628998.0
551,PT08M02.00S,2025-01-16T03:55:31.7Z,4,REGULAR,turnover,offensive foul,[],1641989,,,1610612762,94,92,2025-01-16T03:55:31Z,5410000,False,,,0,,E. Harkless offensive foul TURNOVER (1 TO),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Center,,,,,,,1627962.0,1.0,,,,,,,,,,,,
552,PT08M02.00S,2025-01-16T03:55:43.5Z,4,REGULAR,substitution,out,[],1630695,,,1610612766,94,92,2025-01-16T03:55:46Z,5420000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M02.00S,2025-01-16T03:55:43.5Z,4,REGULAR,substitution,in,[],1642271,,,1610612766,94,92,2025-01-16T03:55:46Z,5430000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M53.00S,2025-01-16T03:55:59.3Z,4,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,94,92,2025-01-16T03:56:06Z,5440000,False,,,0,,C. Martin step out-of-bounds TURNOVER (1 TO),[1628998],1610612766.0,CHA,step,,,Martin,C. Martin,,,,,Mid-Range,24+ Right,,,,,,,1627964.0,1.0,,,,,,,,,,,,
555,PT07M47.00S,2025-01-16T03:56:28.9Z,4,REGULAR,foul,technical,['1freethrow'],1628181,,,1610612762,94,92,2025-01-16T03:56:40Z,5450000,False,,,0,,TEAM foul technical,[1628181],1610612762.0,UTA,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,
556,PT07M47.00S,2025-01-16T03:56:54.8Z,4,REGULAR,freethrow,1 of 1,[],1630163,,,1610612762,94,93,2025-01-16T03:56:54Z,5460000,False,,,0,,L. Ball technical Free Throw 1 of 1 (21 PTS),[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
557,PT07M47.00S,2025-01-16T03:56:59.2Z,4,REGULAR,substitution,out,[],1641989,,,1610612762,94,93,2025-01-16T03:57:05Z,5470000,False,,,0,,SUB out: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M47.00S,2025-01-16T03:56:59.2Z,4,REGULAR,substitution,in,[],1641729,,,1610612762,94,93,2025-01-16T03:57:05Z,5480000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M37.00S,2025-01-16T03:57:29.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201988,22.026938239159,12.254901960784313,1610612762,97,93,2025-01-16T03:59:43Z,5490000,False,189.0,155.0,1,left,P. Mills 24' 3PT  (11 PTS) (D. Eubanks 3 AST),"[201988, 1629234]",1610612762.0,UTA,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,24.39,Made,11.0,D. Eubanks,1629234.0,3.0,,,,,,,,,,,,,,
561,PT07M15.00S,2025-01-16T03:57:50.9Z,4,REGULAR,3pt,Jump Shot,[],1628970,69.85873850197109,28.676470588235293,1610612766,97,96,2025-01-16T03:57:54Z,5510000,False,-107.0,231.0,1,right,M. Bridges 25' 3PT  (23 PTS) (N. Smith Jr. 4 AST),"[1628970, 1641733]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.42,Made,23.0,N. Smith Jr.,1641733.0,4.0,,,,,,,,,,,,,,
563,PT07M00.00S,2025-01-16T03:58:06.8Z,4,REGULAR,turnover,bad pass,[],1641729,,,1610612762,97,96,2025-01-16T03:58:11Z,5530000,False,,,0,,B. Sensabaugh bad pass TURNOVER (2 TO),"[1641729, 1631109]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,Williams,1631109.0,,,,
564,PT07M00.00S,2025-01-16T03:58:06.8Z,4,REGULAR,steal,,[],1631109,,,1610612766,97,96,2025-01-16T03:58:09Z,5540000,False,,,0,,M. Williams STEAL (2 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
565,PT06M52.00S,2025-01-16T03:58:14.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,93.64323258869908,43.627450980392155,1610612766,97,98,2025-01-16T03:58:18Z,5550000,False,-32.0,7.0,1,right,L. Ball driving Layup (23 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.27,Made,23.0,,,,,,,,,,,,,,,,,
566,PT06M31.00S,2025-01-16T03:58:36.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,15.982260183968464,36.51960784313725,1610612762,99,98,2025-01-16T03:59:11Z,5560000,False,67.0,98.0,1,left,D. Eubanks 11' driving floating Jump Shot (11 PTS) (B. Sensabaugh 3 AST),"[1629234, 1641729]",1610612762.0,UTA,driving floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Right,11.87,Made,11.0,B. Sensabaugh,1641729.0,3.0,,,,,,,,,,,,,,
568,PT06M14.00S,2025-01-16T03:58:51.8Z,4,REGULAR,3pt,Jump Shot,[],1641733,91.5407358738502,2.450980392156863,1610612766,99,98,2025-01-16T04:25:36Z,5580000,False,-238.0,27.0,1,right,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
569,PT06M14.00S,2025-01-16T03:58:51.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,99,98,2025-01-16T03:58:59Z,5590000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,568.0,,,,,,,,,
570,PT06M14.00S,2025-01-16T03:58:57.0Z,4,REGULAR,foul,personal,[],1642271,,,1610612766,99,98,2025-01-16T03:59:18Z,5600000,False,,,0,,K. Filipowski loose ball personal FOUL (3 PF),"[1642271, 1631109]",1610612762.0,UTA,loose ball,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627964.0,,,,,,,,,,3.0,0.0,Williams,1631109.0
572,PT06M14.00S,2025-01-16T03:59:14.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,99,98,2025-01-16T03:59:14Z,5620000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M14.00S,2025-01-16T04:01:26.7Z,4,REGULAR,substitution,out,[],1642262,,,1610612766,99,98,2025-01-16T04:01:54Z,5640000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M14.00S,2025-01-16T04:01:26.7Z,4,REGULAR,substitution,out,[],1629234,,,1610612766,99,98,2025-01-16T04:01:54Z,5650000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M14.00S,2025-01-16T04:01:26.7Z,4,REGULAR,substitution,out,[],1641733,,,1610612766,99,98,2025-01-16T04:01:54Z,5660000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M14.00S,2025-01-16T04:01:26.7Z,4,REGULAR,substitution,in,[],1641718,,,1610612766,99,98,2025-01-16T04:01:54Z,5670000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M14.00S,2025-01-16T04:01:26.7Z,4,REGULAR,substitution,in,[],1631117,,,1610612766,99,98,2025-01-16T04:01:54Z,5680000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M14.00S,2025-01-16T04:01:26.7Z,4,REGULAR,substitution,in,[],1641706,,,1610612766,99,98,2025-01-16T04:01:54Z,5690000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M08.00S,2025-01-16T04:02:18.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628970,94.1688567674113,54.166666666666664,1610612766,99,100,2025-01-16T04:02:23Z,5700000,False,21.0,2.0,1,right,M. Bridges alley-oop DUNK (25 PTS) (L. Ball 8 AST),"[1628970, 1630163]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.09,Made,25.0,L. Ball,1630163.0,8.0,,,,,,,,,,,,,,
582,PT05M50.00S,2025-01-16T04:02:36.8Z,4,REGULAR,3pt,Jump Shot,[],1641718,30.831143232588698,70.09803921568627,1610612762,99,100,2025-01-16T04:02:42Z,5720000,False,-100.0,237.0,1,left,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
583,PT05M47.00S,2025-01-16T04:02:39.8Z,4,REGULAR,rebound,offensive,[],1631117,,,1610612762,99,100,2025-01-16T04:02:42Z,5730000,False,,,0,,W. Kessler REBOUND (Off:3 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,582.0,6.0,3.0,3.0,,,,,,
584,PT05M45.00S,2025-01-16T04:02:41.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,25.443495400788436,17.647058823529413,1610612762,102,100,2025-01-16T04:02:46Z,5740000,False,162.0,187.0,1,left,B. Sensabaugh 24' 3PT  (19 PTS) (W. Kessler 1 AST),"[1641729, 1631117]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,24.71,Made,19.0,W. Kessler,1631117.0,1.0,,,,,,,,,,,,,,
586,PT05M34.00S,2025-01-16T04:02:51.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,86.41590013140605,34.068627450980394,1610612766,102,102,2025-01-16T04:02:57Z,5760000,False,-80.0,75.0,1,right,L. Ball 10' driving floating Jump Shot (25 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Left,10.96,Made,25.0,,,,,,,,,,,,,,,,,
587,PT05M15.00S,2025-01-16T04:03:10.8Z,4,REGULAR,3pt,Jump Shot,[],1641718,32.276609724047304,65.68627450980392,1610612762,105,102,2025-01-16T04:03:16Z,5770000,False,-78.0,251.0,1,left,K. George 26' 3PT pullup (22 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,26.29,Made,22.0,,,,,,,,,,,,,,,,,
588,PT04M46.00S,2025-01-16T04:03:39.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,89.17542706964521,52.20588235294118,1610612766,105,104,2025-01-16T04:04:04Z,5780000,False,11.0,49.0,1,right,L. Ball driving finger roll Layup (27 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,27.0,,,,,,,,,,,,,,,,,
589,PT04M24.00S,2025-01-16T04:04:01.4Z,4,REGULAR,3pt,Jump Shot,[],1641718,25.969119579500656,15.441176470588236,1610612762,105,104,2025-01-16T04:04:06Z,5790000,False,173.0,192.0,1,left,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
590,PT04M23.00S,2025-01-16T04:04:02.4Z,4,REGULAR,rebound,defensive,[],1631109,,,1610612766,105,104,2025-01-16T04:04:06Z,5800000,False,,,0,,M. Williams REBOUND (Off:4 Def:6),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,589.0,10.0,6.0,4.0,,,,,,
591,PT04M13.00S,2025-01-16T04:04:12.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,91.01511169513797,45.83333333333333,1610612766,105,106,2025-01-16T04:04:17Z,5810000,False,-21.0,32.0,1,right,M. Williams cutting DUNK (25 PTS) (M. Bridges 4 AST),"[1631109, 1628970]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.82,Made,25.0,M. Bridges,1628970.0,4.0,,,,,,,,,,,,,,
593,PT04M02.00S,2025-01-16T04:04:24.1Z,4,REGULAR,3pt,Jump Shot,[],1641718,31.750985545335087,58.82352941176471,1610612762,105,106,2025-01-16T04:04:29Z,5830000,False,-44.0,246.0,1,left,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
594,PT03M59.00S,2025-01-16T04:04:27.1Z,4,REGULAR,rebound,defensive,[],1631109,,,1610612766,105,106,2025-01-16T04:04:29Z,5840000,False,,,0,,M. Williams REBOUND (Off:4 Def:7),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,593.0,11.0,7.0,4.0,,,,,,
595,PT03M48.00S,2025-01-16T04:04:37.6Z,4,REGULAR,3pt,Jump Shot,[],1628998,92.59198423127464,1.9607843137254901,1610612766,105,106,2025-01-16T04:04:44Z,5850000,False,-240.0,17.0,1,right,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,24.08,Missed,,,,,,,,,,,,,,,,,,
596,PT03M47.00S,2025-01-16T04:04:38.6Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,105,106,2025-01-16T04:04:44Z,5860000,False,,,0,,M. Williams REBOUND (Off:5 Def:7),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,595.0,12.0,7.0,5.0,,,,,,
598,PT03M43.00S,2025-01-16T04:04:53.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,105,106,2025-01-16T04:04:53Z,5880000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M43.00S,2025-01-16T04:06:59.3Z,4,REGULAR,substitution,out,[],201988,,,1610612766,105,106,2025-01-16T04:07:19Z,5890000,False,,,0,,SUB out: P. Mills,[201988],1610612762.0,UTA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M43.00S,2025-01-16T04:06:59.3Z,4,REGULAR,substitution,out,[],1642271,,,1610612766,105,106,2025-01-16T04:07:19Z,5900000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M43.00S,2025-01-16T04:06:59.3Z,4,REGULAR,substitution,in,[],1642268,,,1610612766,105,106,2025-01-16T04:07:19Z,5910000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M43.00S,2025-01-16T04:06:59.3Z,4,REGULAR,substitution,in,[],1642262,,,1610612766,105,106,2025-01-16T04:07:19Z,5920000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M35.00S,2025-01-16T04:08:08.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641706,90.62089356110381,59.55882352941176,1610612766,105,106,2025-01-16T04:08:17Z,5930000,False,48.0,36.0,1,right,MISS B. Miller driving finger roll Layup,[1641706],1610612766.0,CHA,driving finger roll,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
