actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M03.00S,2025-03-20T01:21:58.9Z,1,REGULAR,substitution,out,[],1629673,,,1610612762,18,22,2025-03-20T01:22:23Z,820000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M03.00S,2025-03-20T01:21:58.9Z,1,REGULAR,substitution,out,[],1642259,,,1610612762,18,22,2025-03-20T01:22:23Z,830000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M03.00S,2025-03-20T01:21:58.9Z,1,REGULAR,substitution,in,[],203903,,,1610612762,18,22,2025-03-20T01:22:23Z,840000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M03.00S,2025-03-20T01:21:58.9Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,18,22,2025-03-20T01:22:23Z,850000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2025-03-20T01:21:58.9Z,1,REGULAR,substitution,in,[],1641732,,,1610612762,18,22,2025-03-20T01:22:23Z,860000,False,,,0,,SUB in: C. Jones,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M03.00S,2025-03-20T01:21:58.9Z,1,REGULAR,substitution,in,[],1630264,,,1610612762,18,22,2025-03-20T01:22:23Z,870000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2025-03-20T01:22:29.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,68.80749014454665,66.17647058823529,1610612762,21,22,2025-03-20T01:22:36Z,880000,False,81.0,241.0,1,right,K. George 25' 3PT pullup (3 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.39,Made,,,,,3.0,,,,,,,,,,,,,
89,PT04M25.00S,2025-03-20T01:22:55.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641798,12.434296977660972,37.745098039215684,1610612764,21,24,2025-03-20T01:23:49Z,890000,False,61.0,64.0,1,left,J. Martin 8' driving bank Hook (2 PTS) (A. Gill 1 AST),"[1641798, 1630264]",1610612764.0,WAS,driving bank,,,Martin,J. Martin,,,,,In The Paint (Non-RA),8-16 Right,8.89,Made,,,,,2.0,,,A. Gill,1630264.0,1.0,,,,,,,,
92,PT04M05.00S,2025-03-20T01:23:14.7Z,1,REGULAR,3pt,Jump Shot,[],203903,91.93495400788436,3.431372549019608,1610612762,21,24,2025-03-20T01:23:20Z,910000,False,-233.0,23.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
93,PT04M03.00S,2025-03-20T01:23:16.7Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,21,24,2025-03-20T01:23:20Z,920000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,92.0,2.0,2.0,0.0,,,,,,,,,,,,,,
94,PT03M49.00S,2025-03-20T01:23:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641798,9.543363994743759,50.49019607843137,1610612764,21,26,2025-03-20T01:23:35Z,930000,False,-2.0,37.0,1,left,J. Martin cutting DUNK (4 PTS) (C. Jones 1 AST),"[1641798, 1641732]",1610612764.0,WAS,cutting,,,Martin,J. Martin,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,4.0,,,C. Jones,1641732.0,1.0,,,,,,,,
96,PT03M34.00S,2025-03-20T01:23:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,87.46714848883047,50.245098039215684,1610612762,21,26,2025-03-20T01:24:44Z,950000,False,1.0,65.0,1,right,MISS J. Clarkson 6' driving finger roll Layup,[203903],1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
97,PT03M33.00S,2025-03-20T01:23:47.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,21,26,2025-03-20T01:23:51Z,960000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,,,,,,,,,,,,,,,,,
99,PT03M33.00S,2025-03-20T01:23:50.8Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,21,26,2025-03-20T01:24:01Z,980000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M33.00S,2025-03-20T01:23:50.8Z,1,REGULAR,substitution,in,[],203935,,,1610612764,21,26,2025-03-20T01:24:01Z,990000,False,,,0,,SUB in: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M26.00S,2025-03-20T01:24:09.0Z,1,REGULAR,turnover,out-of-bounds,[],1641798,,,1610612764,21,26,2025-03-20T01:26:44Z,1000000,False,,,0,,J. Martin lost ball out-of-bounds TURNOVER (1 TO),[1641798],1610612764.0,WAS,lost ball,,,Martin,J. Martin,,,,,Mid-Range,16-24 Right Center,,,,,,,,202901.0,1.0,,,,,,,,,,,
102,PT03M11.00S,2025-03-20T01:24:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631131,92.9862023653088,47.549019607843135,1610612762,21,26,2025-03-20T01:25:39Z,1010000,False,-12.0,13.0,1,right,MISS O. Tshiebwe cutting Layup,[1631131],1610612762.0,UTA,cutting,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
103,PT03M09.00S,2025-03-20T01:24:35.5Z,1,REGULAR,rebound,offensive,[],1631131,,,1610612762,21,26,2025-03-20T01:25:39Z,1020000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:1),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,,
104,PT03M04.00S,2025-03-20T01:24:38.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641729,70.64717477003943,72.30392156862744,1610612762,21,26,2025-03-20T01:24:42Z,1030000,False,112.0,223.0,1,right,MISS B. Sensabaugh 24' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
105,PT03M01.00S,2025-03-20T01:24:40.1Z,1,REGULAR,rebound,offensive,[],1631131,,,1610612762,21,26,2025-03-20T01:24:40Z,1040000,False,,,0,,O. Tshiebwe REBOUND (Off:2 Def:1),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Right Center,,,104.0,3.0,1.0,2.0,,,,,,,,,,,,,,
106,PT03M00.00S,2025-03-20T01:24:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631131,92.9862023653088,53.18627450980392,1610612762,23,26,2025-03-20T01:24:45Z,1050000,False,16.0,13.0,1,right,O. Tshiebwe putback Layup (2 PTS),[1631131],1610612762.0,UTA,putback,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,2.0,,,,,,,,,,,,,
107,PT02M43.00S,2025-03-20T01:24:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641732,13.485545335085414,56.86274509803921,1610612764,23,28,2025-03-20T01:25:03Z,1060000,False,-34.0,74.0,1,left,C. Jones 8' driving floating Jump Shot (2 PTS) (M. Smart 1 AST),"[1641732, 203935]",1610612764.0,WAS,driving floating,,,Jones,C. Jones,,,,,In The Paint (Non-RA),8-16 Center,8.18,Made,,,,,2.0,,,M. Smart,203935.0,1.0,,,,,,,,
109,PT02M34.00S,2025-03-20T01:25:09.5Z,1,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612762,23,28,2025-03-20T01:25:24Z,1080000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Tshiebwe 2 FT),"[1630550, 1631131]",1610612764.0,WAS,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,202901.0,,,,,,,,,1.0,0.0,Tshiebwe,1631131.0
111,PT02M34.00S,2025-03-20T01:25:19.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,23,28,2025-03-20T01:25:19Z,1100000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M34.00S,2025-03-20T01:28:13.3Z,1,REGULAR,freethrow,1 of 2,[],1631131,,,1610612762,24,28,2025-03-20T01:28:13Z,1110000,False,,,0,,O. Tshiebwe Free Throw 1 of 2 (3 PTS),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
113,PT02M34.00S,2025-03-20T01:28:27.6Z,1,REGULAR,freethrow,2 of 2,[],1631131,,,1610612762,25,28,2025-03-20T01:28:27Z,1120000,False,,,0,,O. Tshiebwe Free Throw 2 of 2 (4 PTS),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
114,PT02M18.00S,2025-03-20T01:28:45.1Z,1,REGULAR,3pt,Jump Shot,[],1630550,14.273981603153747,2.941176470588235,1610612764,25,28,2025-03-20T01:28:49Z,1130000,False,235.0,82.0,1,left,MISS J. Thor 24' 3PT,[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,24.91,Missed,,,,,,,,,,,,,,,,,,
115,PT02M15.00S,2025-03-20T01:28:48.1Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,25,28,2025-03-20T01:28:49Z,1140000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Right Corner 3,24+ Right,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT02M07.00S,2025-03-20T01:28:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,80.23981603153744,61.51960784313726,1610612762,27,28,2025-03-20T01:29:23Z,1150000,False,58.0,133.0,1,right,J. Clarkson 14' driving floating bank Jump Shot (2 PTS),[203903],1610612762.0,UTA,driving floating bank,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,14.51,Made,,,,,2.0,,,,,,,,,,,,,
117,PT02M07.00S,2025-03-20T01:29:00.1Z,1,REGULAR,foul,personal,['1freethrow'],1630264,,,1610612762,27,28,2025-03-20T01:29:17Z,1160000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Clarkson 1 FT),"[1630264, 203903]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Clarkson,203903.0
119,PT02M07.00S,2025-03-20T01:29:23.7Z,1,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,28,28,2025-03-20T01:29:23Z,1180000,False,,,0,,J. Clarkson Free Throw 1 of 1 (3 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
120,PT01M56.00S,2025-03-20T01:29:36.6Z,1,REGULAR,3pt,Jump Shot,[],203935,10.5946123521682,3.6764705882352944,1610612764,28,28,2025-03-20T01:29:40Z,1190000,False,232.0,47.0,1,left,MISS M. Smart 3PT,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.63,Missed,,,,,,,,,,,,,,,,,,
121,PT01M53.00S,2025-03-20T01:29:39.6Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,28,28,2025-03-20T01:29:40Z,1200000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT01M37.00S,2025-03-20T01:29:54.8Z,1,REGULAR,3pt,Jump Shot,[],1641729,93.64323258869908,4.411764705882353,1610612762,28,28,2025-03-20T01:30:00Z,1210000,False,-228.0,7.0,1,right,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
123,PT01M33.00S,2025-03-20T01:29:58.8Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612764,28,28,2025-03-20T01:30:00Z,1220000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT01M25.00S,2025-03-20T01:30:10.2Z,1,REGULAR,foul,personal,['2freethrow'],1630695,,,1610612764,28,28,2025-03-20T01:30:50Z,1230000,False,,,0,,M. Potter shooting personal FOUL (1 PF) (Thor 2 FT),"[1630695, 1630550]",1610612762.0,UTA,shooting,,,Potter,M. Potter,,,,,Mid-Range,8-16 Right,,,,,,,,202901.0,,,,,,,,,1.0,0.0,Thor,1630550.0
126,PT01M25.00S,2025-03-20T01:30:33.4Z,1,REGULAR,freethrow,1 of 2,[],1630550,,,1610612764,28,29,2025-03-20T01:30:33Z,1250000,False,,,0,,J. Thor Free Throw 1 of 2 (1 PTS),[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
127,PT01M25.00S,2025-03-20T01:30:34.0Z,1,REGULAR,substitution,out,[],1631131,,,1610612764,28,29,2025-03-20T01:30:42Z,1260000,False,,,0,,SUB out: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M25.00S,2025-03-20T01:30:34.0Z,1,REGULAR,substitution,in,[],1630548,,,1610612764,28,29,2025-03-20T01:30:42Z,1270000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M25.00S,2025-03-20T01:30:52.3Z,1,REGULAR,freethrow,2 of 2,[],1630550,,,1610612764,28,30,2025-03-20T01:30:52Z,1280000,False,,,0,,J. Thor Free Throw 2 of 2 (2 PTS),[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
130,PT01M05.00S,2025-03-20T01:31:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,92.46057818659659,65.68627450980392,1610612762,28,30,2025-03-20T01:31:36Z,1290000,False,78.0,18.0,1,right,MISS J. Clarkson 8' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,8.05,Missed,,,,,,,,,,,,,,,,,,
131,PT01M03.00S,2025-03-20T01:31:17.8Z,1,REGULAR,rebound,offensive,[],1630695,,,1610612762,28,30,2025-03-20T01:31:17Z,1300000,False,,,0,,M. Potter REBOUND (Off:1 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),8-16 Right,,,130.0,2.0,1.0,1.0,,,,,,,,,,,,,,
132,PT01M02.00S,2025-03-20T01:31:18.6Z,1,REGULAR,turnover,bad pass,[],1630695,,,1610612762,28,30,2025-03-20T01:31:23Z,1310000,False,,,0,,M. Potter bad pass TURNOVER (1 TO),"[1630695, 1630550]",1610612762.0,UTA,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,Thor,1630550.0,,,,,,
133,PT01M02.00S,2025-03-20T01:31:18.6Z,1,REGULAR,steal,,[],1630550,,,1610612764,28,30,2025-03-20T01:31:20Z,1320000,False,,,0,,J. Thor STEAL (1 STL),[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT00M58.80S,2025-03-20T01:31:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641798,11.777266754270697,49.50980392156863,1610612764,28,30,2025-03-20T01:31:27Z,1330000,False,2.0,58.0,1,left,MISS J. Martin running Layup,[1641798],1610612764.0,WAS,running,,,Martin,J. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
135,PT00M57.40S,2025-03-20T01:31:25.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,28,30,2025-03-20T01:31:25Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,134.0,,,,,,,,,,,,,,,,,
137,PT00M50.40S,2025-03-20T01:31:47.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641732,17.296320630749015,5.88235294117647,1610612764,28,33,2025-03-20T01:31:52Z,1360000,False,221.0,110.0,1,left,C. Jones 24' 3PT  (5 PTS) (M. Smart 2 AST),"[1641732, 203935]",1610612764.0,WAS,,,,Jones,C. Jones,,,,,Above the Break 3,24+ Right Center,24.65,Made,,,,,5.0,,,M. Smart,203935.0,2.0,,,,,,,,
139,PT00M32.50S,2025-03-20T01:32:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,90.22667542706965,61.76470588235294,1610612762,28,33,2025-03-20T02:16:42Z,1380000,False,59.0,39.0,1,right,MISS J. Clarkson 7' driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.08,Missed,,,,,,,,,,,,,,,,,,
140,PT00M30.80S,2025-03-20T01:32:09.0Z,1,REGULAR,rebound,defensive,[],1641732,,,1610612764,28,33,2025-03-20T01:32:11Z,1390000,False,,,0,,C. Jones REBOUND (Off:0 Def:1),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,
141,PT00M17.60S,2025-03-20T01:32:26.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641718,,,1610612764,28,33,2025-03-20T01:32:33Z,1400000,False,,,0,,K. George personal FOUL (1 PF) (Gill 2 FT),"[1641718, 1630264]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,202901.0,,,,,,,,,1.0,0.0,Gill,1630264.0
143,PT00M17.60S,2025-03-20T01:32:51.9Z,1,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,28,34,2025-03-20T01:32:51Z,1420000,False,,,0,,A. Gill Free Throw 1 of 2 (1 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
144,PT00M17.60S,2025-03-20T01:33:05.8Z,1,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,28,35,2025-03-20T01:33:05Z,1430000,False,,,0,,A. Gill Free Throw 2 of 2 (2 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
145,PT00M03.10S,2025-03-20T01:33:23.7Z,1,REGULAR,3pt,Jump Shot,[],203903,94.1688567674113,3.9215686274509802,1610612762,31,35,2025-03-20T01:33:29Z,1440000,False,-230.0,2.0,1,right,J. Clarkson 3PT  (6 PTS) (K. George 2 AST),"[203903, 1641718]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,6.0,,,K. George,1641718.0,2.0,,,,,,,,
147,PT00M00.00S,2025-03-20T01:33:35.1Z,1,REGULAR,3pt,Jump Shot,[],203935,80.3712220762155,48.03921568627451,1610612764,31,35,2025-03-20T01:33:39Z,1460000,False,10.0,703.0,1,left,MISS M. Smart 70' 3PT,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,70.31,Missed,,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2025-03-20T01:33:35.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,35,2025-03-20T01:33:39Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,147.0,,,,,,,,,,,,,,,,,
149,PT00M00.00S,2025-03-20T01:33:38.5Z,1,REGULAR,period,end,[],0,,,1610612764,31,35,2025-03-20T01:33:38Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-03-20T01:35:44.6Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612764,31,35,2025-03-20T01:36:09Z,1490000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-03-20T01:35:44.6Z,2,REGULAR,substitution,out,['startperiod'],1630695,,,1610612764,31,35,2025-03-20T01:36:09Z,1500000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-03-20T01:35:44.6Z,2,REGULAR,substitution,in,['startperiod'],1631117,,,1610612764,31,35,2025-03-20T01:36:09Z,1510000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-03-20T01:35:44.6Z,2,REGULAR,substitution,in,['startperiod'],1629012,,,1610612764,31,35,2025-03-20T01:36:09Z,1520000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-03-20T01:36:13.9Z,2,REGULAR,period,start,[],0,,,1610612764,31,35,2025-03-20T01:36:13Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M43.00S,2025-03-20T01:36:33.4Z,2,REGULAR,turnover,out-of-bounds,[],1641798,,,1610612764,31,35,2025-03-20T01:36:38Z,1540000,False,,,0,,J. Martin bad pass out-of-bounds TURNOVER (2 TO),[1641798],1610612764.0,WAS,bad pass,,,Martin,J. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,202901.0,2.0,,,,,,,,,,,
156,PT11M29.00S,2025-03-20T01:36:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203903,88.78120893561103,63.725490196078425,1610612762,33,35,2025-03-20T01:37:26Z,1550000,False,69.0,53.0,1,right,J. Clarkson 8' driving Layup (8 PTS) (W. Kessler 1 AST),"[203903, 1631117]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,8.67,Made,,,,,8.0,,,W. Kessler,1631117.0,1.0,,,,,,,,
158,PT11M29.00S,2025-03-20T01:36:56.1Z,2,REGULAR,foul,personal,['1freethrow'],1641732,,,1610612762,33,35,2025-03-20T01:37:09Z,1570000,False,,,0,,C. Jones shooting personal FOUL (1 PF) (Clarkson 1 FT),"[1641732, 203903]",1610612764.0,WAS,shooting,,,Jones,C. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Clarkson,203903.0
160,PT11M29.00S,2025-03-20T01:37:17.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203903,,,1610612762,34,35,2025-03-20T01:37:17Z,1590000,False,,,0,,J. Clarkson Free Throw 1 of 1 (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
161,PT11M11.00S,2025-03-20T01:37:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,9.149145860709593,41.66666666666667,1610612764,34,37,2025-03-20T01:37:42Z,1600000,False,42.0,34.0,1,left,A. Gill driving Layup (4 PTS),[1630264],1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,5.35,Made,,,,,4.0,,,,,,,,,,,,,
162,PT10M47.00S,2025-03-20T01:38:02.6Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612762,34,37,2025-03-20T01:38:07Z,1610000,False,,,0,,C. Sexton bad pass TURNOVER (2 TO),"[1629012, 1641732]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,Jones,1641732.0,,,,,,
163,PT10M47.00S,2025-03-20T01:38:02.6Z,2,REGULAR,steal,,[],1641732,,,1610612764,34,37,2025-03-20T01:44:45Z,1620000,False,,,0,,C. Jones STEAL (1 STL),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M44.00S,2025-03-20T01:38:08.8Z,2,REGULAR,turnover,out-of-bounds,[],1630264,,,1610612764,34,37,2025-03-20T01:38:14Z,1630000,False,,,0,,A. Gill bad pass out-of-bounds TURNOVER (1 TO),[1630264],1610612764.0,WAS,bad pass,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,,,,,,202901.0,1.0,,,,,,,,,,,
165,PT10M33.00S,2025-03-20T01:38:27.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629012,80.89684625492772,26.47058823529412,1610612762,34,37,2025-03-20T01:39:11Z,1640000,False,-118.0,127.0,1,right,MISS C. Sexton 17' step back Shot,[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,17.32,Missed,,,,,,,,,,,,,,,,,,
