actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
454,PT09M43.00S,2022-01-16T03:49:26.9Z,4,REGULAR,2pt,Jump Shot,[],201145,8.09789750328515,88.72549019607843,1610612743,108,79,2022-01-16T03:49:32Z,4530000,-194.0,24.0,1,left,MISS J. Green 19' step back Shot,[201145],1610612743.0,DEN,step back,,,Green,J. Green,,,,,,,,,,Missed,,19.5,,,,,,,,,,,,
455,PT09M40.00S,2022-01-16T03:49:29.9Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,108,79,2022-01-16T03:49:32Z,4540000,,,0,,L. James REBOUND (Off:1 Def:8),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,454.0,9.0,8.0,1.0,,,,,,,,
456,PT09M33.00S,2022-01-16T03:49:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.85479632063075,55.392156862745104,1610612747,108,81,2022-01-16T03:49:46Z,4550000,27.0,15.0,1,right,L. James driving reverse Layup (23 PTS),[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,,,,,,Made,23.0,3.07,,,,,,,,,,,,
457,PT09M33.00S,2022-01-16T03:49:41.2Z,4,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612747,108,81,2022-01-16T03:50:01Z,4560000,,,0,,Z. Nnaji shooting personal FOUL (4 PF) (James 1 FT),"[1630192, 2544]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,203592.0,4.0,0.0,James,2544.0,,,,,,,,,,,,,,,
459,PT09M33.00S,2022-01-16T03:49:52.7Z,4,REGULAR,substitution,out,[],2772,,,1610612747,108,81,2022-01-16T03:51:32Z,4580000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
460,PT09M33.00S,2022-01-16T03:49:52.7Z,4,REGULAR,substitution,in,[],1626169,,,1610612747,108,81,2022-01-16T03:51:32Z,4590000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
461,PT09M33.00S,2022-01-16T03:50:04.6Z,4,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,108,82,2022-01-16T03:50:04Z,4600000,,,0,,L. James Free Throw 1 of 1 (24 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
462,PT09M19.00S,2022-01-16T03:50:20.1Z,4,REGULAR,3pt,Jump Shot,[],1630538,36.08738501971091,44.6078431372549,1610612743,111,82,2022-01-16T03:50:24Z,4610000,27.0,287.0,1,left,B. Hyland 28' 3PT  (21 PTS) (D. Reed 2 AST),"[1630538, 1628432]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,21.0,28.8,,,,,D. Reed,1628432.0,2.0,,,,,
464,PT09M16.00S,2022-01-16T03:50:27.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,111,82,2022-01-16T03:50:27Z,4630000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT09M01.00S,2022-01-16T03:53:40.9Z,4,REGULAR,foul,personal,['2freethrow'],201145,,,1610612747,111,82,2022-01-16T03:53:49Z,4640000,,,0,,J. Green shooting personal FOUL (2 PF) (James 2 FT),"[201145, 2544]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,202053.0,2.0,0.0,James,2544.0,,,,,,,,,,,,,,,
467,PT09M01.00S,2022-01-16T03:54:01.7Z,4,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,111,83,2022-01-16T03:54:40Z,4660000,,,0,,L. James Free Throw 1 of 2 (25 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,25.0,,,,,,,,,,,,,
468,PT09M01.00S,2022-01-16T03:54:02.3Z,4,REGULAR,substitution,out,[],1629659,,,1610612747,111,83,2022-01-16T03:54:07Z,4670000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
469,PT09M01.00S,2022-01-16T03:54:02.3Z,4,REGULAR,substitution,in,[],203145,,,1610612747,111,83,2022-01-16T03:54:07Z,4680000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
470,PT09M01.00S,2022-01-16T03:54:01.7Z,4,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,111,83,2022-01-16T03:54:40Z,4690000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,,,,,,,,,,,,,
471,PT08M59.00S,2022-01-16T03:54:03.7Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,111,83,2022-01-16T03:54:40Z,4700000,,,0,,Z. Nnaji REBOUND (Off:1 Def:5),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,470.0,6.0,5.0,1.0,,,,,,,,
472,PT08M45.00S,2022-01-16T03:54:38.3Z,4,REGULAR,foul,personal,['2freethrow'],203145,,,1610612743,111,83,2022-01-16T03:54:48Z,4710000,,,0,,K. Bazemore shooting personal FOUL (1 PF) (Green 2 FT),"[203145, 201145]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,202053.0,1.0,0.0,Green,201145.0,,,,,,,,,,,,,,,
474,PT08M45.00S,2022-01-16T03:55:02.3Z,4,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,112,83,2022-01-16T03:55:02Z,4730000,,,0,,J. Green Free Throw 1 of 2 (22 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,22.0,,,,,,,,,,,,,
475,PT08M45.00S,2022-01-16T03:55:19.5Z,4,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,113,83,2022-01-16T03:55:19Z,4740000,,,0,,J. Green Free Throw 2 of 2 (23 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
476,PT08M25.00S,2022-01-16T03:55:41.3Z,4,REGULAR,3pt,Jump Shot,[],1630559,78.53153745072274,93.62745098039215,1610612747,113,83,2022-01-16T03:55:50Z,4750000,218.0,149.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Missed,,26.43,,,,,,,,,,,,
477,PT08M22.00S,2022-01-16T03:55:44.3Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,113,83,2022-01-16T03:55:50Z,4760000,,,0,,Z. Nnaji REBOUND (Off:1 Def:6),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,476.0,7.0,6.0,1.0,,,,,,,,
478,PT08M04.00S,2022-01-16T03:56:01.8Z,4,REGULAR,3pt,Jump Shot,[],201145,32.53942181340342,55.88235294117647,1610612743,113,83,2022-01-16T03:56:09Z,4770000,-29.0,253.0,1,left,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Missed,,25.51,,,,,,,,,,,,
479,PT07M58.00S,2022-01-16T03:56:07.8Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,113,83,2022-01-16T03:56:09Z,4780000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,478.0,1.0,1.0,0.0,,,,,,,,
480,PT07M51.00S,2022-01-16T03:56:14.8Z,4,REGULAR,turnover,lost ball,[],203145,,,1610612747,113,83,2022-01-16T03:56:18Z,4790000,,,0,,K. Bazemore lost ball TURNOVER (1 TO),"[203145, 1630538]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,1.0,Hyland,1630538.0,,
481,PT07M51.00S,2022-01-16T03:56:14.8Z,4,REGULAR,steal,,[],1630538,,,1610612743,113,83,2022-01-16T03:56:16Z,4800000,,,0,,B. Hyland STEAL (2 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
482,PT07M45.00S,2022-01-16T03:56:21.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630538,6.915243101182654,43.38235294117647,1610612743,113,83,2022-01-16T03:56:26Z,4810000,33.0,13.0,1,left,MISS B. Hyland turnaround bank Shot,[1630538],1610612743.0,DEN,turnaround bank,,,Hyland,B. Hyland,,,,,,,,,,Missed,,3.54,,,,,,,,,,,,
483,PT07M45.00S,2022-01-16T03:56:23.7Z,4,REGULAR,rebound,offensive,[],1630192,,,1610612743,113,83,2022-01-16T03:56:23Z,4820000,,,0,,Z. Nnaji REBOUND (Off:2 Def:6),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,482.0,8.0,6.0,2.0,,,,,,,,
484,PT07M45.00S,2022-01-16T03:56:24.2Z,4,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612743,113,83,2022-01-16T03:56:37Z,4830000,,,0,,S. Johnson shooting personal FOUL (2 PF) (Nnaji 2 FT),"[1626169, 1630192]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,101284.0,2.0,0.0,Nnaji,1630192.0,,,,,,,,,,,,,,,
486,PT07M45.00S,2022-01-16T03:56:59.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1630192,,,1610612743,113,83,2022-01-16T03:56:59Z,4850000,,,0,,MISS Z. Nnaji Free Throw 1 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,,,,,,,,,,,,,
487,PT07M45.00S,2022-01-16T03:56:59.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,113,83,2022-01-16T03:56:59Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,
488,PT07M45.00S,2022-01-16T03:56:59.7Z,4,REGULAR,substitution,out,[],2544,,,1610612743,113,83,2022-01-16T03:57:04Z,4870000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
489,PT07M45.00S,2022-01-16T03:56:59.7Z,4,REGULAR,substitution,in,[],2730,,,1610612743,113,83,2022-01-16T03:57:04Z,4880000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
490,PT07M45.00S,2022-01-16T03:57:16.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1630192,,,1610612743,114,83,2022-01-16T03:57:16Z,4890000,,,0,,Z. Nnaji Free Throw 2 of 2 (8 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
491,PT07M29.00S,2022-01-16T03:57:34.6Z,4,REGULAR,3pt,Jump Shot,[],1626169,73.27529566360053,16.666666666666664,1610612747,114,83,2022-01-16T03:57:43Z,4900000,-167.0,199.0,1,right,MISS S. Johnson 25' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,Missed,,25.94,,,,,,,,,,,,
492,PT07M24.00S,2022-01-16T03:57:38.8Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,114,83,2022-01-16T03:57:38Z,4910000,,,0,,Z. Nnaji REBOUND (Off:2 Def:7),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,491.0,9.0,7.0,2.0,,,,,,,,
493,PT07M07.00S,2022-01-16T03:57:56.3Z,4,REGULAR,3pt,Jump Shot,[],201145,32.276609724047304,66.17647058823529,1610612743,117,83,2022-01-16T03:58:02Z,4920000,-81.0,251.0,1,left,J. Green 26' 3PT  (26 PTS) (F. Campazzo 4 AST),"[201145, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,26.0,26.36,,,,,F. Campazzo,1630267.0,4.0,,,,,
495,PT06M45.00S,2022-01-16T03:58:20.7Z,4,REGULAR,foul,personal,[],1630267,,,1610612747,117,83,2022-01-16T03:58:32Z,4940000,,,0,,F. Campazzo personal FOUL (2 PF),"[1630267, 1630559]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,203592.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
497,PT06M45.00S,2022-01-16T03:58:29.0Z,4,REGULAR,substitution,out,[],201145,,,1610612747,117,83,2022-01-16T03:58:37Z,4960000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
498,PT06M45.00S,2022-01-16T03:58:29.0Z,4,REGULAR,substitution,in,[],203516,,,1610612747,117,83,2022-01-16T03:58:37Z,4970000,,,0,,SUB in: J. Ennis III,[203516],1610612743.0,DEN,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
499,PT06M41.00S,2022-01-16T03:58:49.7Z,4,REGULAR,3pt,Jump Shot,[],203145,72.61826544021025,17.892156862745097,1610612747,117,86,2022-01-16T03:59:05Z,4980000,-161.0,205.0,1,right,K. Bazemore 26' 3PT  (3 PTS) (A. Reaves 1 AST),"[203145, 1630559]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,Made,3.0,26.03,,,,,A. Reaves,1630559.0,1.0,,,,,
501,PT06M16.00S,2022-01-16T03:59:14.9Z,4,REGULAR,2pt,Jump Shot,[],1630538,13.748357424441524,23.774509803921568,1610612743,117,86,2022-01-16T03:59:21Z,5000000,131.0,77.0,1,left,MISS B. Hyland 15' pullup Shot,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,,,,,,Missed,,15.19,,,,,,,,,,,,
502,PT06M15.00S,2022-01-16T03:59:19.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,117,86,2022-01-16T03:59:19Z,5010000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,
503,PT06M15.00S,2022-01-16T03:59:19.8Z,4,REGULAR,foul,personal,[],201961,,,1610612743,117,86,2022-01-16T03:59:35Z,5020000,,,0,,W. Ellington loose ball personal FOUL (1 PF),"[201961, 1628432]",1610612747.0,LAL,loose ball,,,Ellington,W. Ellington,,,,,101284.0,1.0,0.0,Reed,1628432.0,,,,,,,,,,,,,,,
505,PT06M04.00S,2022-01-16T03:59:43.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630267,32.013797634691194,31.61764705882353,1610612743,120,86,2022-01-16T03:59:48Z,5040000,92.0,248.0,1,left,F. Campazzo 26' 3PT  (7 PTS) (J. Ennis III 1 AST),"[1630267, 203516]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,Made,7.0,26.49,,,,,J. Ennis III,203516.0,1.0,,,,,
507,PT05M46.00S,2022-01-16T04:00:04.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,120,86,2022-01-16T04:00:04Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT05M44.00S,2022-01-16T04:00:20.4Z,4,REGULAR,turnover,bad pass,[],1630559,,,1610612747,120,86,2022-01-16T04:00:27Z,5070000,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1630267]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,2.0,Campazzo,1630267.0,,
509,PT05M44.00S,2022-01-16T04:00:20.4Z,4,REGULAR,steal,,[],1630267,,,1610612743,120,86,2022-01-16T04:00:22Z,5080000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
510,PT05M39.00S,2022-01-16T04:00:25.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630267,6.389618922470433,47.05882352941176,1610612743,122,86,2022-01-16T04:00:33Z,5090000,15.0,8.0,1,left,F. Campazzo running finger roll Layup (9 PTS),[1630267],1610612743.0,DEN,running finger roll,,,Campazzo,F. Campazzo,,,,,,,,,,Made,9.0,1.65,,,,,,,,,,,,
511,PT05M30.00S,2022-01-16T04:00:34.4Z,4,REGULAR,3pt,Jump Shot,[],201961,70.64717477003943,21.813725490196077,1610612747,122,86,2022-01-16T04:00:40Z,5100000,-141.0,223.0,1,right,MISS W. Ellington 26' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,Missed,,26.41,,,,,,,,,,,,
512,PT05M27.00S,2022-01-16T04:00:37.4Z,4,REGULAR,rebound,defensive,[],1630267,,,1610612743,122,86,2022-01-16T04:00:40Z,5110000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,511.0,2.0,2.0,0.0,,,,,,,,
513,PT05M20.00S,2022-01-16T04:00:47.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,122,86,2022-01-16T04:00:47Z,5120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT05M11.00S,2022-01-16T04:01:11.9Z,4,REGULAR,3pt,Jump Shot,[],1628432,32.013797634691194,32.35294117647059,1610612743,125,86,2022-01-16T04:01:26Z,5130000,88.0,248.0,1,left,D. Reed 26' 3PT  (11 PTS) (J. Ennis III 2 AST),"[1628432, 203516]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,Made,11.0,26.36,,,,,J. Ennis III,203516.0,2.0,,,,,
516,PT05M09.00S,2022-01-16T04:01:18.4Z,4,REGULAR,foul,personal,[],1630538,,,1610612747,125,86,2022-01-16T04:05:39Z,5150000,,,0,,B. Hyland loose ball personal FOUL (2 PF),"[1630538, 203145]",1610612743.0,DEN,loose ball,,,Hyland,B. Hyland,,,,,101284.0,2.0,0.0,Bazemore,203145.0,,,,,,,,,,,,,,,
518,PT04M54.00S,2022-01-16T04:01:47.8Z,4,REGULAR,2pt,Jump Shot,[],203145,81.42247043363994,75.49019607843137,1610612747,125,86,2022-01-16T04:01:53Z,5170000,127.0,122.0,1,right,MISS K. Bazemore 17' pullup Shot,[203145],1610612747.0,LAL,pullup,,,Bazemore,K. Bazemore,,,,,,,,,,Missed,,17.65,,,,,,,,,,,,
519,PT04M50.00S,2022-01-16T04:01:51.8Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,125,86,2022-01-16T04:01:53Z,5180000,,,0,,B. Hyland REBOUND (Off:0 Def:8),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,518.0,8.0,8.0,0.0,,,,,,,,
520,PT04M45.00S,2022-01-16T04:02:00.4Z,4,REGULAR,foul,personal,[],201961,,,1610612743,125,86,2022-01-16T04:02:04Z,5190000,,,0,,W. Ellington personal FOUL (2 PF),"[201961, 203516]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,202053.0,2.0,0.0,Ennis III,203516.0,,,,,,,,,,,,,,,
522,PT04M41.00S,2022-01-16T04:02:21.3Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203145,,,1610612743,125,86,2022-01-16T04:07:01Z,5210000,,,0,,K. Bazemore shooting personal FOUL (2 PF) (Hyland 3 FT),"[203145, 1630538]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,202053.0,2.0,0.0,Hyland,1630538.0,,,,,,,,,,,,,,,
526,PT04M41.00S,2022-01-16T04:02:22.0Z,4,REGULAR,substitution,out,[],201961,,,1610612743,125,86,2022-01-16T04:03:16Z,5225000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
527,PT04M41.00S,2022-01-16T04:02:22.0Z,4,REGULAR,substitution,out,[],2730,,,1610612743,125,86,2022-01-16T04:03:16Z,5227500,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
528,PT04M41.00S,2022-01-16T04:02:22.0Z,4,REGULAR,substitution,in,[],1629659,,,1610612743,125,86,2022-01-16T04:03:16Z,5228750,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
529,PT04M41.00S,2022-01-16T04:02:22.0Z,4,REGULAR,substitution,in,[],201599,,,1610612743,125,86,2022-01-16T04:03:16Z,5229375,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
524,PT04M41.00S,2022-01-16T04:02:48.0Z,4,REGULAR,freethrow,1 of 3,[],1630538,,,1610612743,126,86,2022-01-16T04:07:15Z,5230000,,,0,,B. Hyland Free Throw 1 of 3 (22 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,22.0,,,,,,,,,,,,,
525,PT04M41.00S,2022-01-16T04:02:48.0Z,4,REGULAR,freethrow,2 of 3,[],1630538,,,1610612743,127,86,2022-01-16T04:07:15Z,5240000,,,0,,B. Hyland Free Throw 2 of 3 (23 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
530,PT04M41.00S,2022-01-16T04:02:48.0Z,4,REGULAR,freethrow,3 of 3,[],1630538,,,1610612743,128,86,2022-01-16T04:07:15Z,5290000,,,0,,B. Hyland Free Throw 3 of 3 (24 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
531,PT04M30.00S,2022-01-16T04:03:41.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,93.38042049934296,51.225490196078425,1610612747,128,88,2022-01-16T04:03:47Z,5300000,6.0,10.0,1,right,D. Jordan alley-oop DUNK (4 PTS) (K. Bazemore 1 AST),"[201599, 203145]",1610612747.0,LAL,alley-oop,,,Jordan,D. Jordan,,,,,,,,,,Made,4.0,1.15,,,,,K. Bazemore,203145.0,1.0,,,,,
533,PT04M15.00S,2022-01-16T04:03:56.3Z,4,REGULAR,3pt,Jump Shot,[],203516,11.514454664914586,5.147058823529411,1610612743,128,88,2022-01-16T04:04:00Z,5320000,224.0,56.0,1,left,MISS J. Ennis III 3PT,[203516],1610612743.0,DEN,,,,Ennis III,J. Ennis III,,,,,,,,,,Missed,,23.11,,,,,,,,,,,,
534,PT04M13.00S,2022-01-16T04:03:58.3Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,128,88,2022-01-16T04:04:00Z,5330000,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,533.0,3.0,3.0,0.0,,,,,,,,
535,PT04M01.00S,2022-01-16T04:04:10.9Z,4,REGULAR,2pt,Jump Shot,[],203145,91.93495400788436,76.22549019607843,1610612747,128,88,2022-01-16T04:04:48Z,5340000,131.0,23.0,1,right,MISS K. Bazemore 13' turnaround fadeaway bank Shot,[203145],1610612747.0,LAL,turnaround fadeaway bank,,,Bazemore,K. Bazemore,,,,,,,,,,Missed,,13.32,,,,,,,,,,,,
536,PT03M57.00S,2022-01-16T04:04:14.9Z,4,REGULAR,rebound,defensive,[],1630267,,,1610612743,128,88,2022-01-16T04:04:17Z,5350000,,,0,,F. Campazzo REBOUND (Off:0 Def:3),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,535.0,3.0,3.0,0.0,,,,,,,,
537,PT03M45.00S,2022-01-16T04:04:26.2Z,4,REGULAR,2pt,Jump Shot,[],1628432,20.97568988173456,50.0,1610612743,128,88,2022-01-16T04:05:05Z,5360000,0.0,145.0,1,left,MISS D. Reed 14' pullup Shot,[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,,,,,,Missed,,14.47,,,,,,,,,,,,
538,PT03M42.00S,2022-01-16T04:04:29.2Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,128,88,2022-01-16T04:04:35Z,5370000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:3),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,537.0,3.0,3.0,0.0,,,,,,,,
540,PT03M31.00S,2022-01-16T04:04:40.7Z,4,REGULAR,3pt,Jump Shot,[],203145,76.42904073587385,11.76470588235294,1610612747,128,91,2022-01-16T04:04:47Z,5390000,-191.0,169.0,1,right,K. Bazemore 25' 3PT  (6 PTS) (D. Jordan 1 AST),"[203145, 201599]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,Made,6.0,25.52,,,,,D. Jordan,201599.0,1.0,,,,,
542,PT03M28.00S,2022-01-16T04:04:49.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,128,91,2022-01-16T04:04:49Z,5410000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT03M04.00S,2022-01-16T04:08:08.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,7.178055190538765,54.166666666666664,1610612743,128,91,2022-01-16T04:08:15Z,5420000,-21.0,15.0,1,left,MISS Z. Nnaji driving Layup,[1630192],1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,2.56,,,,,,,,,,,,
544,PT03M02.00S,2022-01-16T04:08:10.3Z,4,REGULAR,rebound,offensive,[],1630192,,,1610612743,128,91,2022-01-16T04:08:15Z,5430000,,,0,,Z. Nnaji REBOUND (Off:3 Def:7),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,543.0,10.0,7.0,3.0,,,,,,,,
545,PT03M02.00S,2022-01-16T04:08:12.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,5.590000152587891,50.0,1610612743,128,91,2022-01-16T04:08:12Z,5440000,0.0,0.0,1,left,MISS Z. Nnaji tip Layup,[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
546,PT03M02.00S,2022-01-16T04:08:13.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,128,91,2022-01-16T04:08:13Z,5450000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,545.0,,,,,,,,,,,
