actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
99,PT03M18.00S,2021-12-16T02:24:58.2Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,17,31,2021-12-16T02:25:08Z,980000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M18.00S,2021-12-16T02:24:58.2Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,17,31,2021-12-16T02:25:08Z,990000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M12.00S,2021-12-16T02:25:13.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,30.436925098554536,72.54901960784314,1610612750,17,31,2021-12-16T02:25:21Z,1000000,-113.0,234.0,1,left,MISS K. Towns 25' step back 3PT,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
102,PT03M08.00S,2021-12-16T02:25:17.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,31,2021-12-16T02:25:21Z,1010000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,101.0,3.0,3.0,0.0,,,,,,,
103,PT03M01.00S,2021-12-16T02:25:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.99277266754271,56.86274509803921,1610612743,19,31,2021-12-16T02:25:32Z,1020000,34.0,60.0,1,right,N. Jokic 6' floating Jump Shot (7 PTS) (M. Howard 1 AST),"[203999, 1630210]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,6.95,Made,7.0,M. Howard,1630210.0,1.0,,,,,,,,,,,,,,
105,PT02M51.00S,2021-12-16T02:25:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.488173455978973,66.42156862745098,1610612750,19,34,2021-12-16T02:25:40Z,1040000,-82.0,243.0,1,left,A. Edwards 25' 3PT pullup (11 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.7,Made,11.0,,,,,,,,,,,,,,,,,
106,PT02M35.00S,2021-12-16T02:25:51.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,91.80354796320631,48.77450980392157,1610612743,21,34,2021-12-16T02:25:57Z,1050000,-6.0,25.0,1,right,Z. Nnaji driving DUNK (2 PTS) (F. Campazzo 1 AST),"[1630192, 1630267]",1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,2.52,Made,2.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,,,,
108,PT02M35.00S,2021-12-16T02:25:57.9Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612743,21,34,2021-12-16T02:26:17Z,1070000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Nnaji 1 FT),"[1630183, 1630192]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Nnaji,1630192.0,,
110,PT02M35.00S,2021-12-16T02:26:10.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,21,34,2021-12-16T02:27:06Z,1090000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M35.00S,2021-12-16T02:28:36.6Z,1,REGULAR,substitution,out,[],203932,,,1610612743,21,34,2021-12-16T02:28:57Z,1100000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M35.00S,2021-12-16T02:28:36.6Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,21,34,2021-12-16T02:28:57Z,1110000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M35.00S,2021-12-16T02:29:06.2Z,1,REGULAR,freethrow,1 of 1,[],1630192,,,1610612743,21,34,2021-12-16T02:29:09Z,1120000,,,0,,MISS Z. Nnaji Free Throw 1 of 1,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Missed,,,,,,,,,,,,,,,,,,
114,PT02M32.00S,2021-12-16T02:29:09.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,21,34,2021-12-16T02:29:09Z,1130000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,
115,PT02M23.00S,2021-12-16T02:29:17.1Z,1,REGULAR,2pt,Jump Shot,[],1627736,10.33180026281209,26.47058823529412,1610612750,21,34,2021-12-16T02:29:22Z,1140000,118.0,45.0,1,left,MISS M. Beasley 12' driving floating Shot,[1627736],1610612750.0,MIN,driving floating,,,Beasley,M. Beasley,,,,,12.58,Missed,,,,,,,,,,,,,,,,,,
116,PT02M19.00S,2021-12-16T02:29:21.1Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,21,34,2021-12-16T02:29:22Z,1150000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,
117,PT02M05.00S,2021-12-16T02:29:34.3Z,1,REGULAR,3pt,Jump Shot,[],203999,69.07030223390277,28.186274509803923,1610612743,24,34,2021-12-16T02:29:40Z,1160000,-109.0,238.0,1,right,N. Jokic 26' 3PT  (10 PTS) (V. Cancar 1 AST),"[203999, 1628427]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.2,Made,10.0,V. Cancar,1628427.0,1.0,,,,,,,,,,,,,,
119,PT01M48.00S,2021-12-16T02:29:52.4Z,1,REGULAR,turnover,lost ball,[],1627736,,,1610612750,24,34,2021-12-16T02:30:01Z,1180000,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 203999]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,1.0,Jokic,203999.0,,,,,,,,,,,
120,PT01M48.00S,2021-12-16T02:29:52.4Z,1,REGULAR,steal,,[],203999,,,1610612743,24,34,2021-12-16T02:32:00Z,1190000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M41.00S,2021-12-16T02:29:59.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630210,96.7969776609724,94.36274509803921,1610612743,27,34,2021-12-16T02:30:07Z,1200000,222.0,-22.0,1,right,M. Howard 3PT  (3 PTS) (F. Campazzo 2 AST),"[1630210, 1630267]",1610612743.0,DEN,,,,Howard,M. Howard,,,,,22.29,Made,3.0,F. Campazzo,1630267.0,2.0,,,,,,,,,,,,,,
123,PT01M22.00S,2021-12-16T02:30:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,19.267411300919843,49.50980392156863,1610612750,27,34,2021-12-16T02:30:25Z,1220000,2.0,129.0,1,left,MISS J. Nowell 12' turnaround fadeaway Shot,[1629669],1610612750.0,MIN,turnaround fadeaway,,,Nowell,J. Nowell,,,,,12.86,Missed,,,,,,,,,,,,,,,,,,
124,PT01M20.00S,2021-12-16T02:30:19.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,27,34,2021-12-16T02:30:25Z,1230000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,123.0,4.0,4.0,0.0,,,,,,,
125,PT01M06.00S,2021-12-16T02:30:35.7Z,1,REGULAR,foul,personal,[],1629669,,,1610612743,27,34,2021-12-16T02:31:12Z,1240000,,,0,,J. Nowell personal FOUL (1 PF),"[1629669, 1630210]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Howard,1630210.0,,
127,PT01M06.00S,2021-12-16T02:30:48.0Z,1,REGULAR,substitution,out,[],1630162,,,1610612743,27,34,2021-12-16T02:30:54Z,1260000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M06.00S,2021-12-16T02:30:48.0Z,1,REGULAR,substitution,in,[],1626156,,,1610612743,27,34,2021-12-16T02:30:54Z,1270000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M01.00S,2021-12-16T02:31:06.4Z,1,REGULAR,2pt,Jump Shot,[],1630210,79.05716162943496,47.549019607843135,1610612743,27,34,2021-12-16T02:31:17Z,1280000,-12.0,144.0,1,right,MISS M. Howard 14' driving floating Shot,[1630210],1610612743.0,DEN,driving floating,,,Howard,M. Howard,,,,,14.49,Missed,,,,,,,,,,,,,,,,,,
130,PT00M57.20S,2021-12-16T02:31:11.0Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,27,34,2021-12-16T02:31:11Z,1290000,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,
131,PT00M48.20S,2021-12-16T02:31:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,28.07161629434954,23.03921568627451,1610612750,27,37,2021-12-16T02:31:27Z,1300000,135.0,211.0,1,left,J. McDaniels 25' 3PT  (3 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.07,Made,3.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
133,PT00M30.90S,2021-12-16T02:31:41.0Z,1,REGULAR,3pt,Jump Shot,[],1630210,89.70105124835742,94.11764705882352,1610612743,30,37,2021-12-16T02:31:55Z,1320000,221.0,44.0,1,right,M. Howard 3PT step back (6 PTS) (F. Campazzo 3 AST),"[1630210, 1630267]",1610612743.0,DEN,step back,,,Howard,M. Howard,,,,,22.5,Made,6.0,F. Campazzo,1630267.0,3.0,,,,,,,,,,,,,,
135,PT00M18.30S,2021-12-16T02:31:57.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,5.863994743758213,4.166666666666666,1610612750,30,40,2021-12-16T02:32:04Z,1340000,229.0,3.0,1,left,D. Russell 3PT step back (7 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,22.92,Made,7.0,,,,,,,,,,,,,,,,,
136,PT00M06.10S,2021-12-16T02:32:13.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612743,30,40,2021-12-16T02:32:22Z,1350000,,,0,,J. Nowell personal FOUL (2 PF) (Howard 2 FT),"[1629669, 1630210]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Howard,1630210.0,,
138,PT00M06.10S,2021-12-16T02:32:35.9Z,1,REGULAR,freethrow,1 of 2,[],1630210,,,1610612743,31,40,2021-12-16T02:32:35Z,1370000,,,0,,M. Howard Free Throw 1 of 2 (7 PTS),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
139,PT00M06.10S,2021-12-16T02:32:38.3Z,1,REGULAR,substitution,out,[],203999,,,1610612743,31,40,2021-12-16T02:32:44Z,1380000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M06.10S,2021-12-16T02:32:38.3Z,1,REGULAR,substitution,in,[],201145,,,1610612743,31,40,2021-12-16T02:32:44Z,1390000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M06.10S,2021-12-16T02:33:01.8Z,1,REGULAR,freethrow,2 of 2,[],1630210,,,1610612743,32,40,2021-12-16T02:33:01Z,1400000,,,0,,M. Howard Free Throw 2 of 2 (8 PTS),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
142,PT00M02.20S,2021-12-16T02:33:07.9Z,1,REGULAR,foul,offensive,['inpenalty'],1627736,,,1610612750,32,40,2021-12-16T02:33:25Z,1410000,,,0,,M. Beasley charge offensive FOUL (1 PF),"[1627736, 1630210]",1610612750.0,MIN,charge,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Howard,1630210.0,,
144,PT00M02.20S,2021-12-16T02:33:07.9Z,1,REGULAR,turnover,offensive foul,[],1627736,,,1610612750,32,40,2021-12-16T02:33:07Z,1430000,,,0,,M. Beasley offensive foul TURNOVER (2 TO),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,2.0,,,,,,,203591.0,,,,,,
145,PT00M00.90S,2021-12-16T02:33:29.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630267,54.74704336399474,13.970588235294118,1610612743,32,40,2021-12-16T02:33:55Z,1440000,-180.0,373.0,1,right,MISS F. Campazzo 41' pullup 3PT,[1630267],1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,41.41,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.10S,2021-12-16T02:33:30.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,32,40,2021-12-16T02:33:55Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,
147,PT00M00.00S,2021-12-16T02:33:38.9Z,1,REGULAR,period,end,[],0,,,1610612743,32,40,2021-12-16T02:33:38Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-16T02:35:53.4Z,2,REGULAR,substitution,out,['startperiod'],1629669,,,1610612743,32,40,2021-12-16T02:36:07Z,1470000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-12-16T02:35:53.4Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612743,32,40,2021-12-16T02:36:07Z,1480000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-12-16T02:35:53.4Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612743,32,40,2021-12-16T02:36:07Z,1490000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-16T02:35:53.4Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612743,32,40,2021-12-16T02:36:07Z,1500000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-16T02:36:14.0Z,2,REGULAR,period,start,[],0,,,1610612743,32,40,2021-12-16T02:36:14Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M39.00S,2021-12-16T02:36:34.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630210,88.78120893561103,39.46078431372549,1610612743,32,40,2021-12-16T02:37:00Z,1520000,-53.0,53.0,1,right,MISS M. Howard 7' driving floating Shot - blocked,"[1630210, 1627736]",1610612743.0,DEN,driving floating,,,Howard,M. Howard,,,,,7.47,Missed,,,,,,,,,,,,,,,,,Beasley,1627736.0
154,PT11M39.00S,2021-12-16T02:36:34.8Z,2,REGULAR,block,,[],1627736,,,1610612743,32,40,2021-12-16T02:36:37Z,1530000,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M38.00S,2021-12-16T02:36:35.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,32,40,2021-12-16T02:37:00Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,
156,PT11M38.00S,2021-12-16T02:36:49.4Z,2,REGULAR,foul,personal,[],1629020,,,1610612743,32,40,2021-12-16T02:37:09Z,1550000,,,0,,J. Vanderbilt loose ball personal FOUL (1 PF),"[1629020, 1630210]",1610612750.0,MIN,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Howard,1630210.0,,
158,PT11M38.00S,2021-12-16T02:37:06.0Z,2,REGULAR,stoppage,injury,[],0,,,1610612743,32,40,2021-12-16T02:37:06Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M30.00S,2021-12-16T02:37:31.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201145,91.5407358738502,40.19607843137255,1610612743,32,40,2021-12-16T02:42:16Z,1580000,-49.0,27.0,1,right,MISS J. Green driving DUNK,[201145],1610612743.0,DEN,driving,,,Green,J. Green,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,
161,PT11M30.00S,2021-12-16T02:37:31.8Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,32,40,2021-12-16T02:42:16Z,1600000,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,159.0,2.0,1.0,1.0,,,,,,,
162,PT11M26.00S,2021-12-16T02:37:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,92.32917214191852,48.529411764705884,1610612743,34,40,2021-12-16T02:37:51Z,1610000,-7.0,20.0,1,right,Z. Nnaji putback Layup (4 PTS),[1630192],1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,2.1,Made,4.0,,,,,,,,,,,,,,,,,
163,PT11M26.00S,2021-12-16T02:37:51.0Z,2,REGULAR,stoppage,other,[],0,,,1610612750,34,40,2021-12-16T02:40:36Z,1620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M18.00S,2021-12-16T02:37:54.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,31.882391590013142,30.14705882352941,1610612750,34,43,2021-12-16T02:38:11Z,1630000,99.0,247.0,1,left,N. Reid 26' 3PT  (3 PTS) (D. Russell 2 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,26.64,Made,3.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,
166,PT11M06.00S,2021-12-16T02:38:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,92.46057818659659,57.84313725490197,1610612743,34,43,2021-12-16T02:38:14Z,1650000,39.0,18.0,1,right,MISS V. Cancar driving Layup,[1628427],1610612743.0,DEN,driving,,,Cancar,V. Cancar,,,,,4.33,Missed,,,,,,,,,,,,,,,,,,
167,PT11M06.00S,2021-12-16T02:38:05.8Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,34,43,2021-12-16T02:38:14Z,1660000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,
168,PT10M58.00S,2021-12-16T02:38:14.1Z,2,REGULAR,3pt,Jump Shot,[],1626156,32.802233902759525,69.36274509803921,1610612750,34,43,2021-12-16T02:38:22Z,1670000,-97.0,256.0,1,left,MISS D. Russell 27' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,
169,PT10M57.00S,2021-12-16T02:38:15.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,34,43,2021-12-16T02:38:22Z,1680000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,
170,PT10M48.00S,2021-12-16T02:38:32.3Z,2,REGULAR,3pt,Jump Shot,[],1630210,71.43561103810775,81.37254901960785,1610612743,37,43,2021-12-16T02:38:38Z,1690000,157.0,216.0,1,right,M. Howard 26' 3PT  (11 PTS) (F. Campazzo 4 AST),"[1630210, 1630267]",1610612743.0,DEN,,,,Howard,M. Howard,,,,,26.7,Made,11.0,F. Campazzo,1630267.0,4.0,,,,,,,,,,,,,,
172,PT10M25.00S,2021-12-16T02:38:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,16.245072273324574,43.38235294117647,1610612750,37,45,2021-12-16T02:39:08Z,1710000,33.0,100.0,1,left,M. Beasley 10' driving finger roll Layup (2 PTS) (J. Vanderbilt 1 AST),"[1627736, 1629020]",1610612750.0,MIN,driving finger roll,,,Beasley,M. Beasley,,,,,10.55,Made,2.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
174,PT10M25.00S,2021-12-16T02:39:04.0Z,2,REGULAR,foul,personal,['1freethrow'],201145,,,1610612750,37,45,2021-12-16T02:39:13Z,1730000,,,0,,J. Green shooting personal FOUL (2 PF) (Beasley 1 FT),"[201145, 1627736]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Beasley,1627736.0,,
176,PT10M25.00S,2021-12-16T02:39:25.9Z,2,REGULAR,freethrow,1 of 1,[],1627736,,,1610612750,37,46,2021-12-16T02:39:25Z,1750000,,,0,,M. Beasley Free Throw 1 of 1 (3 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
177,PT10M15.00S,2021-12-16T02:39:37.5Z,2,REGULAR,3pt,Jump Shot,[],1630267,66.70499342969777,24.509803921568626,1610612743,37,46,2021-12-16T02:39:45Z,1760000,-127.0,260.0,1,right,MISS F. Campazzo 29' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,29.0,Missed,,,,,,,,,,,,,,,,,,
178,PT10M11.00S,2021-12-16T02:39:41.5Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,37,46,2021-12-16T02:39:45Z,1770000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,
179,PT10M05.00S,2021-12-16T02:39:48.1Z,2,REGULAR,2pt,Jump Shot,[],1627736,23.078186596583443,34.31372549019608,1610612750,37,46,2021-12-16T02:39:56Z,1780000,78.0,164.0,1,left,MISS M. Beasley 18' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,18.21,Missed,,,,,,,,,,,,,,,,,,
180,PT10M02.00S,2021-12-16T02:39:51.1Z,2,REGULAR,rebound,defensive,[],1630210,,,1610612743,37,46,2021-12-16T02:39:56Z,1790000,,,0,,M. Howard REBOUND (Off:0 Def:1),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,
181,PT09M58.00S,2021-12-16T02:39:54.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630210,65.25952693823915,54.90196078431373,1610612743,37,46,2021-12-16T02:43:40Z,1800000,25.0,274.0,1,right,MISS M. Howard 27' running pullup 3PT,[1630210],1610612743.0,DEN,running pullup,,,Howard,M. Howard,,,,,27.52,Missed,,,,,,,,,,,,,,,,,,
182,PT09M55.00S,2021-12-16T02:39:57.6Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,37,46,2021-12-16T02:40:02Z,1810000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,181.0,3.0,2.0,1.0,,,,,,,
183,PT09M49.00S,2021-12-16T02:40:03.5Z,2,REGULAR,3pt,Jump Shot,[],1630183,25.969119579500656,12.009803921568627,1610612750,37,49,2021-12-16T02:40:11Z,1820000,190.0,192.0,1,left,J. McDaniels 26' 3PT  (6 PTS) (D. Russell 3 AST),"[1630183, 1626156]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,26.98,Made,6.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,
185,PT09M29.00S,2021-12-16T02:40:23.5Z,2,REGULAR,3pt,Jump Shot,[],1628427,92.19776609724047,3.431372549019608,1610612743,37,49,2021-12-16T02:40:29Z,1840000,-233.0,21.0,1,right,MISS V. Cancar 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,
186,PT09M26.00S,2021-12-16T02:40:26.5Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,37,49,2021-12-16T02:40:29Z,1850000,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,185.0,3.0,3.0,0.0,,,,,,,
187,PT09M24.00S,2021-12-16T02:40:28.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629020,8.492115637319317,53.18627450980392,1610612750,37,51,2021-12-16T02:40:39Z,1860000,-16.0,27.0,1,left,J. Vanderbilt running DUNK (4 PTS) (D. Russell 4 AST),"[1629020, 1626156]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,3.16,Made,4.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,,,
189,PT09M24.00S,2021-12-16T02:40:34.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,37,51,2021-12-16T02:40:34Z,1880000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M24.00S,2021-12-16T02:42:50.0Z,2,REGULAR,substitution,out,[],1628427,,,1610612743,37,51,2021-12-16T02:43:12Z,1890000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M24.00S,2021-12-16T02:42:50.0Z,2,REGULAR,substitution,in,[],203115,,,1610612743,37,51,2021-12-16T02:43:12Z,1900000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
