actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
98,PT04M08.00S,2022-02-27T02:28:48.0Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,24,22,2022-02-27T02:29:24Z,960000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2022-02-27T02:28:48.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612743,24,22,2022-02-27T02:29:24Z,970000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M03.00S,2022-02-27T02:29:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612743,24,22,2022-02-27T02:29:51Z,980000,,,0,,D. Jones shooting personal FOUL (2 PF) (Jokic 2 FT),"[1627745, 203999]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,1363.0,,2.0,0.0,Jokic,203999.0,,,,,
102,PT04M03.00S,2022-02-27T02:29:58.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203999,,,1610612743,25,22,2022-02-27T02:29:58Z,1000000,,,0,,N. Jokic Free Throw 1 of 2 (1 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
103,PT04M03.00S,2022-02-27T02:30:14.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203999,,,1610612743,26,22,2022-02-27T02:30:14Z,1010000,,,0,,N. Jokic Free Throw 2 of 2 (2 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
104,PT03M48.00S,2022-02-27T02:30:33.5Z,1,REGULAR,foul,technical,['1freethrow'],203999,,,1610612758,26,22,2022-02-27T02:30:44Z,1020000,,,0,,N. Jokic defensive-3-second technical FOUL (1 Tech),[203999],1610612743.0,DEN,defensive-3-second,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1363.0,,1.0,1.0,,,,,,,
105,PT03M48.00S,2022-02-27T02:30:53.3Z,1,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,26,23,2022-02-27T02:30:53Z,1030000,,,0,,H. Barnes technical Free Throw 1 of 1 (1 PTS),[203084],1610612758.0,SAC,technical,,,Barnes,H. Barnes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2022-02-27T02:31:14.4Z,1,REGULAR,2pt,Jump Shot,[],1630558,7.046649145860711,78.67647058823529,1610612758,26,23,2022-02-27T02:31:19Z,1040000,-143.0,14.0,1,left,MISS D. Mitchell 14' step back Shot,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,14.41,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M37.00S,2022-02-27T02:31:17.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,26,23,2022-02-27T02:31:19Z,1050000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,
108,PT03M28.00S,2022-02-27T02:31:25.3Z,1,REGULAR,3pt,Jump Shot,[],203210,92.32917214191852,97.30392156862744,1610612743,26,23,2022-02-27T02:31:29Z,1060000,237.0,20.0,1,right,MISS J. Green 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M26.00S,2022-02-27T02:31:27.3Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,26,23,2022-02-27T02:31:29Z,1070000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,108.0,3.0,3.0,0.0,,,,,,,,,,,
110,PT03M20.00S,2022-02-27T02:31:33.8Z,1,REGULAR,3pt,Jump Shot,[],1626168,24.78646517739816,16.176470588235293,1610612758,26,26,2022-02-27T02:31:39Z,1080000,169.0,180.0,1,left,T. Lyles 24' 3PT  (6 PTS) (D. Fox 2 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,24.73,Made,6.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,,,,
112,PT02M59.00S,2022-02-27T02:31:54.5Z,1,REGULAR,3pt,Jump Shot,[],1628420,76.5604467805519,86.27450980392157,1610612743,29,26,2022-02-27T02:32:07Z,1100000,181.0,168.0,1,right,M. Morris 24' 3PT bank (8 PTS) (N. Jokic 5 AST),"[1628420, 203999]",1610612743.0,DEN,bank,,,Morris,M. Morris,,,,,24.71,Made,8.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,,,,
115,PT02M50.00S,2022-02-27T02:32:06.4Z,1,REGULAR,foul,personal,[],1628420,,,1610612758,29,26,2022-02-27T02:32:20Z,1130000,,,0,,M. Morris personal FOUL (1 PF),"[1628420, 1630558]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Mitchell,1630558.0,,,,,
117,PT02M50.00S,2022-02-27T02:32:13.3Z,1,REGULAR,substitution,out,[],1628420,,,1610612758,29,26,2022-02-27T02:32:17Z,1150000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M50.00S,2022-02-27T02:32:13.3Z,1,REGULAR,substitution,out,[],203932,,,1610612758,29,26,2022-02-27T02:32:17Z,1160000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M50.00S,2022-02-27T02:32:13.3Z,1,REGULAR,substitution,in,[],203085,,,1610612758,29,26,2022-02-27T02:32:17Z,1170000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2022-02-27T02:32:13.3Z,1,REGULAR,substitution,in,[],1630538,,,1610612758,29,26,2022-02-27T02:32:17Z,1180000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M40.00S,2022-02-27T02:32:36.6Z,1,REGULAR,3pt,Jump Shot,[],1626168,26.231931668856767,82.1078431372549,1610612758,29,26,2022-02-27T02:32:41Z,1190000,-161.0,194.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2022-02-27T02:32:39.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,29,26,2022-02-27T02:32:41Z,1200000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,,,,,,,,
123,PT02M24.00S,2022-02-27T02:32:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.64980289093299,50.49019607843137,1610612743,29,26,2022-02-27T02:32:57Z,1210000,2.0,54.0,1,right,MISS N. Jokic floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,5.43,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2022-02-27T02:32:54.8Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,29,26,2022-02-27T02:32:57Z,1220000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,
125,PT02M17.00S,2022-02-27T02:32:59.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203084,7.440867279894875,50.73529411764706,1610612758,29,28,2022-02-27T02:33:11Z,1230000,-4.0,17.0,1,left,H. Barnes running DUNK (3 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,1.78,Made,3.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,,,,
127,PT02M13.00S,2022-02-27T02:33:03.7Z,1,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612743,29,28,2022-02-27T02:33:15Z,1250000,,,0,,B. Hyland bad pass out-of-bounds TURNOVER (1 TO),[1630538],1610612743.0,DEN,bad pass,,,Hyland,B. Hyland,,,,,,,,,,,,,,,1146.0,1.0,,,,,,,,,
128,PT02M13.00S,2022-02-27T02:33:05.5Z,1,REGULAR,substitution,out,[],203999,,,1610612758,29,28,2022-02-27T02:33:17Z,1260000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M13.00S,2022-02-27T02:33:05.5Z,1,REGULAR,substitution,out,[],203084,,,1610612758,29,28,2022-02-27T02:33:17Z,1270000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M13.00S,2022-02-27T02:33:05.5Z,1,REGULAR,substitution,in,[],202326,,,1610612758,29,28,2022-02-27T02:33:17Z,1280000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M13.00S,2022-02-27T02:33:05.5Z,1,REGULAR,substitution,in,[],203087,,,1610612758,29,28,2022-02-27T02:33:17Z,1290000,,,0,,SUB in: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M55.00S,2022-02-27T02:33:43.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,13.354139290407357,42.40196078431372,1610612758,29,28,2022-02-27T02:33:49Z,1300000,38.0,73.0,1,left,MISS D. Fox 8' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,8.23,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M53.00S,2022-02-27T02:33:45.9Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,29,28,2022-02-27T02:33:49Z,1310000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT01M45.00S,2022-02-27T02:33:55.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,29,28,2022-02-27T02:33:55Z,1320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M40.00S,2022-02-27T02:34:12.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627854,87.33574244415243,50.73529411764706,1610612743,31,28,2022-02-27T02:34:27Z,1330000,4.0,67.0,1,right,B. Forbes 6' driving finger roll Layup (2 PTS) (J. Green 1 AST),"[1627854, 203210]",1610612743.0,DEN,driving finger roll,,,Forbes,B. Forbes,,,,,6.66,Made,2.0,J. Green,203210.0,1.0,,,,,,,,,,,,,,,
136,PT01M40.00S,2022-02-27T02:34:21.0Z,1,REGULAR,violation,defensive goaltending,[],1627745,,,1610612743,31,28,2022-02-27T02:34:27Z,1340000,,,0,,D. Jones defensive goaltending VIOLATION,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,1363.0,,,,,,,,,,
137,PT01M30.00S,2022-02-27T02:34:36.6Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612758,31,28,2022-02-27T02:34:43Z,1350000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 202326]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,1.0,,,,,Cousins,202326.0,,,
138,PT01M30.00S,2022-02-27T02:34:36.6Z,1,REGULAR,steal,,[],202326,,,1610612743,31,28,2022-02-27T02:34:38Z,1360000,,,0,,D. Cousins STEAL (1 STL),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M25.00S,2022-02-27T02:34:41.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627854,93.77463863337714,3.6764705882352944,1610612743,31,28,2022-02-27T02:34:48Z,1370000,-232.0,6.0,1,right,MISS B. Forbes 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M20.00S,2022-02-27T02:34:46.2Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,31,28,2022-02-27T02:34:48Z,1380000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,
141,PT01M13.00S,2022-02-27T02:34:55.1Z,1,REGULAR,turnover,traveling,[],203087,,,1610612758,31,28,2022-02-27T02:35:01Z,1390000,,,0,,J. Lamb traveling TURNOVER (1 TO),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,1146.0,1.0,,,,,,,,,
142,PT01M01.00S,2022-02-27T02:35:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630538,92.59198423127464,54.65686274509803,1610612743,33,28,2022-02-27T02:35:26Z,1400000,23.0,17.0,1,right,B. Hyland cutting Layup (2 PTS) (D. Cousins 1 AST),"[1630538, 202326]",1610612743.0,DEN,cutting,,,Hyland,B. Hyland,,,,,2.89,Made,2.0,D. Cousins,202326.0,1.0,,,,,,,,,,,,,,,
144,PT00M52.80S,2022-02-27T02:35:31.2Z,1,REGULAR,2pt,Jump Shot,[],1628368,10.33180026281209,67.8921568627451,1610612758,33,28,2022-02-27T02:35:37Z,1420000,-89.0,45.0,1,left,MISS D. Fox 10' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,10.0,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M50.30S,2022-02-27T02:35:33.7Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612758,33,28,2022-02-27T02:35:37Z,1430000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,
146,PT00M50.30S,2022-02-27T02:35:36.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627745,5.590000152587891,50.0,1610612758,33,30,2022-02-27T02:39:57Z,1440000,0.0,0.0,1,left,D. Jones putback Layup (4 PTS),[1627745],1610612758.0,SAC,putback,,,Jones,D. Jones,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
147,PT00M40.40S,2022-02-27T02:35:46.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,69.99014454664915,77.69607843137256,1610612743,36,30,2022-02-27T02:35:51Z,1450000,138.0,230.0,1,right,B. Hyland 26' 3PT  (5 PTS) (B. Forbes 1 AST),"[1630538, 1627854]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,26.81,Made,5.0,B. Forbes,1627854.0,1.0,,,,,,,,,,,,,,,
149,PT00M36.50S,2022-02-27T02:35:56.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,27.808804204993432,22.058823529411764,1610612758,36,30,2022-02-27T02:36:04Z,1470000,140.0,209.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M33.60S,2022-02-27T02:35:59.3Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,36,30,2022-02-27T02:36:04Z,1480000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,
151,PT00M28.40S,2022-02-27T02:36:07.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612743,36,30,2022-02-27T02:36:16Z,1490000,,,0,,T. Lyles personal FOUL (1 PF) (Cousins 2 FT),"[1626168, 202326]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Cousins,202326.0,,,,,
154,PT00M28.40S,2022-02-27T02:36:36.1Z,1,REGULAR,freethrow,1 of 2,[],202326,,,1610612743,37,30,2022-02-27T02:36:36Z,1510000,,,0,,D. Cousins Free Throw 1 of 2 (1 PTS),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
155,PT00M28.40S,2022-02-27T02:36:36.7Z,1,REGULAR,substitution,out,[],1628368,,,1610612743,37,30,2022-02-27T02:36:39Z,1520000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M28.40S,2022-02-27T02:36:36.7Z,1,REGULAR,substitution,in,[],1628978,,,1610612743,37,30,2022-02-27T02:36:39Z,1530000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M28.40S,2022-02-27T02:36:50.9Z,1,REGULAR,freethrow,2 of 2,[],202326,,,1610612743,38,30,2022-02-27T02:36:50Z,1540000,,,0,,D. Cousins Free Throw 2 of 2 (2 PTS),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
158,PT00M05.10S,2022-02-27T02:37:16.0Z,1,REGULAR,2pt,Jump Shot,[],1630558,21.632720105124836,50.98039215686274,1610612758,38,30,2022-02-27T02:37:29Z,1550000,-5.0,151.0,1,left,MISS D. Mitchell 15' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,15.09,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M01.30S,2022-02-27T02:37:19.8Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,38,30,2022-02-27T02:37:29Z,1560000,,,0,,A. Rivers REBOUND (Off:0 Def:2),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,
160,PT00M00.00S,2022-02-27T02:37:35.2Z,1,REGULAR,period,end,[],0,,,1610612743,38,30,2022-02-27T02:37:35Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-27T02:39:47.8Z,2,REGULAR,substitution,out,['startperiod'],1627745,,,1610612743,38,30,2022-02-27T02:40:03Z,1580000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-27T02:39:47.8Z,2,REGULAR,substitution,in,['startperiod'],1627734,,,1610612743,38,30,2022-02-27T02:40:03Z,1590000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-27T02:40:09.0Z,2,REGULAR,period,start,[],0,,,1610612758,38,30,2022-02-27T02:40:09Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M39.00S,2022-02-27T02:40:29.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,14.14257555847569,42.40196078431372,1610612758,38,32,2022-02-27T02:40:35Z,1610000,38.0,80.0,1,left,D. Sabonis 8' turnaround fadeaway Jump Shot (2 PTS) (D. Mitchell 1 AST),"[1627734, 1630558]",1610612758.0,SAC,turnaround fadeaway,,,Sabonis,D. Sabonis,,,,,8.89,Made,2.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,,
166,PT11M19.00S,2022-02-27T02:40:48.4Z,2,REGULAR,3pt,Jump Shot,[],203085,78.26872536136662,92.15686274509804,1610612743,41,32,2022-02-27T02:40:54Z,1630000,211.0,152.0,1,right,A. Rivers 25' 3PT  (3 PTS),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.98,Made,3.0,,,,,,,,,,,,,,,,,,
167,PT11M03.00S,2022-02-27T02:41:04.5Z,2,REGULAR,3pt,Jump Shot,[],203087,26.888961892247043,16.42156862745098,1610612758,41,32,2022-02-27T02:41:10Z,1640000,168.0,200.0,1,left,MISS J. Lamb 26' 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M00.00S,2022-02-27T02:41:07.5Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,41,32,2022-02-27T02:41:10Z,1650000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,
169,PT10M45.00S,2022-02-27T02:41:22.5Z,2,REGULAR,turnover,bad pass,[],202326,,,1610612743,41,32,2022-02-27T02:41:38Z,1660000,,,0,,D. Cousins bad pass TURNOVER (1 TO),"[202326, 1627734]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,1.0,,,,,Sabonis,1627734.0,,,
170,PT10M45.00S,2022-02-27T02:41:22.5Z,2,REGULAR,steal,,[],1627734,,,1610612758,41,32,2022-02-27T02:41:23Z,1670000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M44.00S,2022-02-27T02:41:26.5Z,2,REGULAR,foul,personal,[],1630538,,,1610612758,41,32,2022-02-27T02:43:32Z,1680000,,,0,,B. Hyland take personal FOUL (1 PF),"[1630538, 1627734]",1610612743.0,DEN,take,,,Hyland,B. Hyland,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Sabonis,1627734.0,,,,,
173,PT10M37.00S,2022-02-27T02:41:55.7Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612758,41,32,2022-02-27T02:41:59Z,1700000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 202326]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,2.0,,,,,Cousins,202326.0,,,
174,PT10M37.00S,2022-02-27T02:41:55.7Z,2,REGULAR,steal,,[],202326,,,1610612743,41,32,2022-02-27T02:41:57Z,1710000,,,0,,D. Cousins STEAL (2 STL),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M24.00S,2022-02-27T02:42:09.6Z,2,REGULAR,turnover,out-of-bounds,[],202326,,,1610612743,41,32,2022-02-27T02:42:17Z,1720000,,,0,,D. Cousins bad pass out-of-bounds TURNOVER (2 TO),[202326],1610612743.0,DEN,bad pass,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1146.0,2.0,,,,,,,,,
176,PT10M14.00S,2022-02-27T02:42:29.1Z,2,REGULAR,turnover,lost ball,[],1630558,,,1610612758,41,32,2022-02-27T02:42:34Z,1730000,,,0,,D. Mitchell lost ball TURNOVER (3 TO),"[1630558, 1627854]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,3.0,,,,,Forbes,1627854.0,,,
177,PT10M14.00S,2022-02-27T02:42:29.1Z,2,REGULAR,steal,,[],1627854,,,1610612743,41,32,2022-02-27T02:42:30Z,1740000,,,0,,B. Forbes STEAL (1 STL),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M10.00S,2022-02-27T02:42:33.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627854,70.12155059132719,23.774509803921568,1610612743,41,32,2022-02-27T02:42:38Z,1750000,-131.0,228.0,1,right,MISS B. Forbes 26' step back 3PT,[1627854],1610612743.0,DEN,step back,,,Forbes,B. Forbes,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
179,PT10M07.00S,2022-02-27T02:42:36.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,41,32,2022-02-27T02:42:38Z,1760000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,,,
180,PT09M58.00S,2022-02-27T02:42:46.8Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612758,41,32,2022-02-27T02:43:10Z,1770000,,,0,,J. Green shooting personal FOUL (1 PF) (Lyles 2 FT),"[203210, 1626168]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,1363.0,,1.0,0.0,Lyles,1626168.0,,,,,
182,PT09M58.00S,2022-02-27T02:43:16.2Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,41,33,2022-02-27T02:43:16Z,1790000,,,0,,T. Lyles Free Throw 1 of 2 (7 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
183,PT09M58.00S,2022-02-27T02:43:35.7Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,41,33,2022-02-27T02:43:35Z,1800000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
184,PT09M56.00S,2022-02-27T02:43:36.3Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,41,33,2022-02-27T02:43:36Z,1810000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,
185,PT09M34.00S,2022-02-27T02:44:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202326,91.01511169513797,58.57843137254902,1610612743,41,33,2022-02-27T02:44:09Z,1820000,43.0,32.0,1,right,MISS D. Cousins fadeaway Shot,[202326],1610612743.0,DEN,fadeaway,,,Cousins,D. Cousins,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M34.00S,2022-02-27T02:44:03.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,41,33,2022-02-27T02:44:03Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,
