actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
361,PT09M46.00S,2021-12-14T03:22:42.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.258212877792378,46.07843137254902,1610612743,70,44,2021-12-14T03:22:48Z,3560000,20.0,6.0,1,left,J. Green Layup (6 PTS) (N. Jokic 6 AST),"[201145, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,2.06,Made,,,,,,,,6.0,N. Jokic,203999.0,6.0,,,,,,,,
363,PT09M46.00S,2021-12-14T03:22:50.2Z,3,REGULAR,foul,personal,['1freethrow'],203078,,,1610612743,70,44,2021-12-14T03:23:00Z,3580000,,,0,,B. Beal shooting personal FOUL (2 PF) (Green 1 FT),"[203078, 201145]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,1628484.0,2.0,1.0,,,,,,,Green,201145.0,,,,
365,PT09M46.00S,2021-12-14T03:23:12.4Z,3,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,71,44,2021-12-14T03:23:12Z,3600000,,,0,,J. Green Free Throw 1 of 1 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
366,PT09M32.00S,2021-12-14T03:23:28.1Z,3,REGULAR,3pt,Jump Shot,[],1630166,91.67214191852825,4.166666666666666,1610612764,71,44,2021-12-14T03:23:35Z,3610000,-229.0,26.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
367,PT09M29.00S,2021-12-14T03:23:31.1Z,3,REGULAR,rebound,defensive,[],1628432,,,1610612743,71,44,2021-12-14T03:23:35Z,3620000,,,0,,D. Reed REBOUND (Off:0 Def:4),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,366.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
368,PT09M22.00S,2021-12-14T03:23:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628432,8.09789750328515,42.40196078431372,1610612743,71,44,2021-12-14T03:23:50Z,3630000,38.0,24.0,1,left,MISS D. Reed driving Layup - blocked,"[1628432, 1630166]",1610612743.0,DEN,driving,,,Reed,D. Reed,,,,,4.47,Missed,,,,,,,,,,,,Avdija,1630166.0,,,,,,
369,PT09M22.00S,2021-12-14T03:23:41.0Z,3,REGULAR,block,,[],1630166,,,1610612743,71,44,2021-12-14T03:23:44Z,3640000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT09M22.00S,2021-12-14T03:23:41.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,71,44,2021-12-14T03:23:50Z,3650000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,,
371,PT09M09.00S,2021-12-14T03:24:06.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201145,20.18725361366623,92.40196078431373,1610612743,74,44,2021-12-14T03:24:15Z,3660000,-212.0,137.0,1,left,J. Green 25' 3PT  (10 PTS) (M. Morris 4 AST),"[201145, 1628420]",1610612743.0,DEN,,,,Green,J. Green,,,,,25.26,Made,,,,,,,,10.0,M. Morris,1628420.0,4.0,,,,,,,,
374,PT08M50.00S,2021-12-14T03:24:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.51182654402102,54.41176470588235,1610612764,74,46,2021-12-14T03:24:37Z,3690000,22.0,8.0,1,right,S. Dinwiddie driving finger roll Layup (3 PTS),[203915],1610612764.0,WAS,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,2.37,Made,,,,,,,,3.0,,,,,,,,,,,
375,PT08M33.00S,2021-12-14T03:24:42.5Z,3,REGULAR,2pt,Jump Shot,[],201145,5.995400788436268,20.588235294117645,1610612743,74,46,2021-12-14T03:24:51Z,3700000,147.0,4.0,1,left,MISS J. Green 14' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,,
376,PT08M30.00S,2021-12-14T03:24:45.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,74,46,2021-12-14T03:24:51Z,3710000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,375.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
377,PT08M14.00S,2021-12-14T03:25:01.9Z,3,REGULAR,turnover,bad pass,[],203915,,,1610612764,74,46,2021-12-14T03:25:09Z,3720000,,,0,,S. Dinwiddie bad pass TURNOVER (3 TO),"[203915, 1628432]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,3.0,Reed,1628432.0,
378,PT08M14.00S,2021-12-14T03:25:01.9Z,3,REGULAR,steal,,[],1628432,,,1610612743,74,46,2021-12-14T03:26:19Z,3730000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M08.00S,2021-12-14T03:25:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628420,7.5722733245729295,54.41176470588235,1610612743,76,46,2021-12-14T03:25:46Z,3740000,-22.0,19.0,1,left,M. Morris Layup (16 PTS) (N. Jokic 7 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,2.89,Made,,,,,,,,16.0,N. Jokic,203999.0,7.0,,,,,,,,
381,PT08M08.00S,2021-12-14T03:25:17.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,76,46,2021-12-14T03:25:17Z,3760000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M50.00S,2021-12-14T03:28:17.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,91.67214191852825,57.59803921568627,1610612764,76,46,2021-12-14T03:28:26Z,3770000,38.0,26.0,1,right,MISS S. Dinwiddie driving reverse Layup,[203915],1610612764.0,WAS,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,4.59,Missed,,,,,,,,,,,,,,,,,,,
383,PT07M49.00S,2021-12-14T03:28:18.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,76,46,2021-12-14T03:28:26Z,3780000,,,0,,N. Jokic REBOUND (Off:2 Def:14),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,382.0,16.0,14.0,2.0,,,,,,,,,,,,,,,
384,PT07M38.00S,2021-12-14T03:28:33.9Z,3,REGULAR,foul,offensive,[],201145,,,1610612743,76,46,2021-12-14T03:29:59Z,3790000,,,0,,J. Green offensive FOUL (2 PF),"[201145, 1630166]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,1628484.0,2.0,0.0,,,,,,,Avdija,1630166.0,,,,
386,PT07M38.00S,2021-12-14T03:28:33.9Z,3,REGULAR,turnover,offensive foul,[],201145,,,1610612743,76,46,2021-12-14T03:29:59Z,3810000,,,0,,J. Green offensive foul TURNOVER (1 TO),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,1628484.0,,,,,,,,,,,1.0,,,
387,PT07M38.00S,2021-12-14T03:28:45.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,76,46,2021-12-14T03:29:05Z,3820000,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,
412,PT07M32.00S,2021-12-14T03:28:58.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203078,68.64323258869908,57.59803921568628,1610612764,76,46,2021-12-14T03:31:56Z,3835000,38.0,242.0,1,right,MISS B. Beal 24' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
413,PT07M28.00S,2021-12-14T03:29:02.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,76,46,2021-12-14T03:31:56Z,3842500,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,,
390,PT07M28.00S,2021-12-14T03:29:11.7Z,3,REGULAR,foul,personal,[],1628432,,,1610612764,76,46,2021-12-14T03:29:20Z,3850000,,,0,,D. Reed personal FOUL (1 PF),"[1628432, 203915]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,1146.0,1.0,0.0,,,,,,,Dinwiddie,203915.0,,,,
393,PT07M18.00S,2021-12-14T03:29:23.1Z,3,REGULAR,turnover,bad pass,[],1630166,,,1610612764,76,46,2021-12-14T03:33:35Z,3880000,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1628432]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,2.0,Reed,1628432.0,
394,PT07M18.00S,2021-12-14T03:29:23.1Z,3,REGULAR,steal,,[],1628432,,,1610612743,76,46,2021-12-14T03:29:25Z,3890000,,,0,,D. Reed STEAL (2 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M17.00S,2021-12-14T03:29:35.0Z,3,REGULAR,foul,personal,['2freethrow'],203078,,,1610612743,76,46,2021-12-14T03:30:07Z,3900000,,,0,,B. Beal shooting personal FOUL (3 PF) (Reed 2 FT),"[203078, 1628432]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,1146.0,3.0,1.0,,,,,,,Reed,1628432.0,,,,
397,PT07M17.00S,2021-12-14T03:29:53.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628432,,,1610612743,77,46,2021-12-14T03:29:53Z,3920000,,,0,,D. Reed Free Throw 1 of 2 (1 PTS),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
398,PT07M17.00S,2021-12-14T03:29:53.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628432,,,1610612743,78,46,2021-12-14T03:35:38Z,3930000,,,0,,D. Reed Free Throw 2 of 2 (2 PTS),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
399,PT07M04.00S,2021-12-14T03:30:25.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.72339027595268,53.67647058823529,1610612764,78,48,2021-12-14T03:30:32Z,3940000,18.0,16.0,1,right,B. Beal driving finger roll Layup (8 PTS),[203078],1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,2.43,Made,,,,,,,,8.0,,,,,,,,,,,
400,PT06M48.00S,2021-12-14T03:30:44.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.652431011826544,56.372549019607845,1610612743,80,48,2021-12-14T03:30:52Z,3950000,-32.0,10.0,1,left,N. Jokic Layup (21 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.34,Made,,,,,,,,21.0,A. Gordon,203932.0,2.0,,,,,,,,
402,PT06M48.00S,2021-12-14T03:30:46.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629655,,,1610612743,80,48,2021-12-14T03:31:02Z,3970000,,,0,,D. Gafford shooting personal FOUL (4 PF) (Jokic 1 FT),"[1629655, 203999]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,200833.0,4.0,0.0,,,,,,,Jokic,203999.0,,,,
404,PT06M48.00S,2021-12-14T03:31:07.6Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629655,,,1610612743,80,48,2021-12-14T03:31:13Z,3990000,,,0,,D. Gafford technical FOUL (1 Tech),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,200833.0,4.0,1.0,,,,,,,,,,,,
405,PT06M48.00S,2021-12-14T03:31:17.7Z,3,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,81,48,2021-12-14T03:31:17Z,4000000,,,0,,N. Jokic technical Free Throw 1 of 1 (22 PTS),[203999],1610612743.0,DEN,technical,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,22.0,,,,,,,,,,,
406,PT06M48.00S,2021-12-14T03:31:18.8Z,3,REGULAR,substitution,out,[],1630166,,,1610612743,81,48,2021-12-14T03:31:36Z,4010000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M48.00S,2021-12-14T03:31:18.8Z,3,REGULAR,substitution,out,[],1629655,,,1610612743,81,48,2021-12-14T03:31:36Z,4020000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M48.00S,2021-12-14T03:31:18.8Z,3,REGULAR,substitution,in,[],1626149,,,1610612743,81,48,2021-12-14T03:31:36Z,4030000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M48.00S,2021-12-14T03:31:18.8Z,3,REGULAR,substitution,in,[],202722,,,1610612743,81,48,2021-12-14T03:31:36Z,4040000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M48.00S,2021-12-14T03:31:54.8Z,3,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,81,48,2021-12-14T03:31:57Z,4050000,,,0,,MISS N. Jokic Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
411,PT06M46.00S,2021-12-14T03:31:56.8Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,81,48,2021-12-14T03:31:57Z,4060000,,,0,,M. Harrell REBOUND (Off:1 Def:4),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,410.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
414,PT06M27.00S,2021-12-14T03:32:14.4Z,3,REGULAR,3pt,Jump Shot,[],203484,80.6340341655716,5.88235294117647,1610612764,81,51,2021-12-14T03:32:21Z,4070000,-221.0,130.0,1,right,K. Caldwell-Pope 25' 3PT  (7 PTS) (B. Beal 4 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.58,Made,,,,,,,,7.0,B. Beal,203078.0,4.0,,,,,,,,
416,PT06M09.00S,2021-12-14T03:32:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.14257555847569,48.28431372549019,1610612743,83,51,2021-12-14T03:32:41Z,4090000,9.0,80.0,1,left,N. Jokic 8' driving floating Jump Shot (24 PTS) (M. Morris 5 AST),"[203999, 1628420]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,8.09,Made,,,,,,,,24.0,M. Morris,1628420.0,5.0,,,,,,,,
418,PT05M52.00S,2021-12-14T03:32:48.6Z,3,REGULAR,3pt,Jump Shot,[],203484,87.33574244415243,95.58823529411765,1610612764,83,51,2021-12-14T03:32:53Z,4110000,228.0,67.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.74,Missed,,,,,,,,,,,,,,,,,,,
419,PT05M49.00S,2021-12-14T03:32:51.6Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,83,51,2021-12-14T03:32:53Z,4120000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,418.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
420,PT05M43.00S,2021-12-14T03:32:57.5Z,3,REGULAR,3pt,Jump Shot,[],1628432,7.703679369250986,96.81372549019608,1610612743,83,51,2021-12-14T03:33:08Z,4130000,-234.0,20.0,1,left,MISS D. Reed 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
421,PT05M40.00S,2021-12-14T03:33:00.5Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,83,51,2021-12-14T03:33:08Z,4140000,,,0,,B. Beal REBOUND (Off:1 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,420.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
422,PT05M32.00S,2021-12-14T03:33:08.8Z,3,REGULAR,2pt,Jump Shot,[],203078,93.38042049934296,11.76470588235294,1610612764,83,51,2021-12-14T03:33:29Z,4150000,-191.0,10.0,1,right,MISS B. Beal 19' fadeaway Shot,[203078],1610612764.0,WAS,fadeaway,,,Beal,B. Beal,,,,,19.14,Missed,,,,,,,,,,,,,,,,,,,
423,PT05M30.00S,2021-12-14T03:33:10.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,83,51,2021-12-14T03:33:29Z,4160000,,,0,,N. Jokic REBOUND (Off:2 Def:15),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,422.0,17.0,15.0,2.0,,,,,,,,,,,,,,,
424,PT05M14.00S,2021-12-14T03:33:26.9Z,3,REGULAR,3pt,Jump Shot,[],1628420,31.882391590013142,32.59803921568628,1610612743,83,51,2021-12-14T03:33:34Z,4170000,87.0,247.0,1,left,MISS M. Morris 26' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
425,PT05M10.00S,2021-12-14T03:33:30.9Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,83,51,2021-12-14T03:33:34Z,4180000,,,0,,M. Harrell REBOUND (Off:1 Def:5),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,424.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
426,PT05M04.00S,2021-12-14T03:33:37.6Z,3,REGULAR,3pt,Jump Shot,[],203484,92.19776609724047,3.431372549019608,1610612764,83,54,2021-12-14T03:33:46Z,4190000,-233.0,21.0,1,right,K. Caldwell-Pope 3PT  (10 PTS) (B. Beal 5 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.37,Made,,,,,,,,10.0,B. Beal,203078.0,5.0,,,,,,,,
428,PT05M04.00S,2021-12-14T03:33:45.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,83,54,2021-12-14T03:33:45Z,4210000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M04.00S,2021-12-14T03:36:12.9Z,3,REGULAR,substitution,out,[],1628432,,,1610612743,83,54,2021-12-14T03:36:36Z,4220000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M04.00S,2021-12-14T03:36:12.9Z,3,REGULAR,substitution,out,[],201145,,,1610612743,83,54,2021-12-14T03:36:36Z,4230000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M04.00S,2021-12-14T03:36:12.9Z,3,REGULAR,substitution,out,[],203915,,,1610612743,83,54,2021-12-14T03:36:36Z,4240000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M04.00S,2021-12-14T03:36:12.9Z,3,REGULAR,substitution,in,[],1630267,,,1610612743,83,54,2021-12-14T03:36:36Z,4250000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M04.00S,2021-12-14T03:36:12.9Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,83,54,2021-12-14T03:36:36Z,4260000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M04.00S,2021-12-14T03:36:12.9Z,3,REGULAR,substitution,in,[],1630557,,,1610612743,83,54,2021-12-14T03:36:36Z,4270000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M50.00S,2021-12-14T03:36:42.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.30946123521682,45.09803921568628,1610612743,85,54,2021-12-14T03:36:48Z,4280000,25.0,16.0,1,left,M. Morris cutting Layup (18 PTS) (N. Jokic 8 AST),"[1628420, 203999]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,2.94,Made,,,,,,,,18.0,N. Jokic,203999.0,8.0,,,,,,,,
437,PT04M37.00S,2021-12-14T03:37:02.4Z,3,REGULAR,foul,technical,['1freethrow'],1628420,,,1610612764,85,54,2021-12-14T03:37:12Z,4300000,,,0,,M. Morris defensive-3-second technical FOUL (1 Tech),[1628420],1610612743.0,DEN,defensive-3-second,,,Morris,M. Morris,,,,,,,,,,,1146.0,0.0,1.0,,,,,,,,,,,,
438,PT04M37.00S,2021-12-14T03:37:18.6Z,3,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,85,54,2021-12-14T03:37:18Z,4310000,,,0,,MISS B. Beal technical Free Throw 1 of 1,[203078],1610612764.0,WAS,technical,,,Beal,B. Beal,,,,,,Missed,,,,,,,,,,,,,,,,,,,
439,PT04M37.00S,2021-12-14T03:37:18.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,85,54,2021-12-14T03:37:18Z,4320000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,438.0,,,,,,,,,,,,,,,,,,
440,PT04M26.00S,2021-12-14T03:37:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,83.13074901445466,44.6078431372549,1610612764,85,54,2021-12-14T03:37:53Z,4330000,-27.0,106.0,1,right,MISS B. Beal 10' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,10.95,Missed,,,,,,,,,,,,,,,,,,,
441,PT04M22.00S,2021-12-14T03:37:49.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,85,54,2021-12-14T03:37:53Z,4340000,,,0,,N. Jokic REBOUND (Off:2 Def:16),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,440.0,18.0,16.0,2.0,,,,,,,,,,,,,,,
442,PT04M15.00S,2021-12-14T03:37:59.0Z,3,REGULAR,turnover,out-of-bounds,[],1630267,,,1610612743,85,54,2021-12-14T03:38:17Z,4350000,,,0,,F. Campazzo bad pass out-of-bounds TURNOVER (1 TO),[1630267],1610612743.0,DEN,bad pass,,,Campazzo,F. Campazzo,,,,,,,,,,,200833.0,,,,,,,,,,,1.0,,,
443,PT04M02.00S,2021-12-14T03:38:16.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202722,91.40932982917214,94.36274509803921,1610612764,85,57,2021-12-14T03:38:24Z,4360000,222.0,28.0,1,right,D. Bertans 3PT  (13 PTS) (B. Beal 6 AST),"[202722, 203078]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,22.36,Made,,,,,,,,13.0,B. Beal,203078.0,6.0,,,,,,,,
445,PT03M36.00S,2021-12-14T03:38:41.2Z,3,REGULAR,3pt,Jump Shot,[],203932,6.521024967148489,95.58823529411765,1610612743,85,57,2021-12-14T03:38:51Z,4380000,-228.0,9.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
446,PT03M35.00S,2021-12-14T03:38:42.2Z,3,REGULAR,rebound,defensive,[],203484,,,1610612764,85,57,2021-12-14T03:38:51Z,4390000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,445.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
447,PT03M30.00S,2021-12-14T03:38:48.0Z,3,REGULAR,3pt,Jump Shot,[],203078,69.59592641261499,25.98039215686275,1610612764,85,57,2021-12-14T03:38:58Z,4400000,-120.0,233.0,1,right,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
448,PT03M27.00S,2021-12-14T03:38:51.0Z,3,REGULAR,rebound,defensive,[],1630192,,,1610612743,85,57,2021-12-14T03:38:58Z,4410000,,,0,,Z. Nnaji REBOUND (Off:0 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,447.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
449,PT03M21.00S,2021-12-14T03:39:01.3Z,3,REGULAR,foul,offensive,[],203932,,,1610612743,85,57,2021-12-14T03:39:14Z,4420000,,,0,,A. Gordon charge offensive FOUL (2 PF),"[203932, 203078]",1610612743.0,DEN,charge,,,Gordon,A. Gordon,,,,,,,,,,,1146.0,2.0,0.0,,,,,,,Beal,203078.0,,,,
451,PT03M21.00S,2021-12-14T03:39:01.3Z,3,REGULAR,turnover,offensive foul,[],203932,,,1610612743,85,57,2021-12-14T03:39:01Z,4440000,,,0,,A. Gordon offensive foul TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,1146.0,,,,,,,,,,,1.0,,,
452,PT03M21.00S,2021-12-14T03:39:07.5Z,3,REGULAR,substitution,out,[],1628420,,,1610612764,85,57,2021-12-14T03:39:13Z,4450000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M21.00S,2021-12-14T03:39:07.5Z,3,REGULAR,substitution,out,[],203484,,,1610612764,85,57,2021-12-14T03:39:13Z,4460000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M21.00S,2021-12-14T03:39:07.5Z,3,REGULAR,substitution,in,[],1630538,,,1610612764,85,57,2021-12-14T03:39:13Z,4470000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M21.00S,2021-12-14T03:39:07.5Z,3,REGULAR,substitution,in,[],203526,,,1610612764,85,57,2021-12-14T03:39:13Z,4480000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
