actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
186,PT09M37.00S,2021-12-14T02:41:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630267,67.49342969776609,33.57843137254902,1610612743,37,24,2021-12-14T02:41:45Z,1840000,-82.0,253.0,1,right,MISS F. Campazzo 26' step back 3PT,[1630267],1610612743.0,DEN,step back,,,Campazzo,F. Campazzo,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
187,PT09M35.00S,2021-12-14T02:41:39.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,37,24,2021-12-14T02:41:45Z,1850000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,
188,PT09M14.00S,2021-12-14T02:42:08.2Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,37,24,2021-12-14T02:42:15Z,1860000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1630192]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,1.0,Nnaji,1630192.0,
189,PT09M14.00S,2021-12-14T02:42:08.2Z,2,REGULAR,steal,,[],1630192,,,1610612743,37,24,2021-12-14T02:42:09Z,1870000,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M59.00S,2021-12-14T02:42:23.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630267,93.11760840998686,56.86274509803921,1610612743,37,24,2021-12-14T02:42:33Z,1880000,34.0,12.0,1,right,MISS F. Campazzo driving reverse Layup,[1630267],1610612743.0,DEN,driving reverse,,,Campazzo,F. Campazzo,,,,,3.64,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M57.00S,2021-12-14T02:42:25.6Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,37,24,2021-12-14T03:17:47Z,1890000,,,0,,M. Harrell REBOUND (Off:0 Def:3),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,190.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
192,PT08M53.00S,2021-12-14T02:42:31.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628988,6.521024967148489,56.127450980392155,1610612764,37,26,2021-12-14T02:42:46Z,1900000,-31.0,9.0,1,left,A. Holiday running Layup (2 PTS),[1628988],1610612764.0,WAS,running,,,Holiday,A. Holiday,,,,,3.18,Made,,,,,,,,2.0,,,,,,,,,,,
193,PT08M53.00S,2021-12-14T02:42:36.5Z,2,REGULAR,foul,personal,['1freethrow'],1630267,,,1610612764,37,26,2021-12-14T02:43:01Z,1910000,,,0,,F. Campazzo shooting personal FOUL (2 PF) (Holiday 1 FT),"[1630267, 1628988]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,1628484.0,2.0,0.0,,,,,,,Holiday,1628988.0,,,,
195,PT08M53.00S,2021-12-14T02:42:54.8Z,2,REGULAR,substitution,out,[],203915,,,1610612764,37,26,2021-12-14T02:42:59Z,1930000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M53.00S,2021-12-14T02:42:54.8Z,2,REGULAR,substitution,in,[],203078,,,1610612764,37,26,2021-12-14T02:42:59Z,1940000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M53.00S,2021-12-14T02:43:04.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628988,,,1610612764,37,27,2021-12-14T02:43:04Z,1950000,,,0,,A. Holiday Free Throw 1 of 1 (3 PTS),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
198,PT08M42.00S,2021-12-14T02:43:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630538,72.09264126149803,77.69607843137256,1610612743,37,27,2021-12-14T02:43:23Z,1960000,138.0,210.0,1,right,MISS B. Hyland 25' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M39.00S,2021-12-14T02:43:19.5Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,37,27,2021-12-14T02:43:23Z,1970000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
200,PT08M31.00S,2021-12-14T02:43:27.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,8.623521681997373,50.245098039215684,1610612764,37,27,2021-12-14T02:43:35Z,1980000,-1.0,29.0,1,left,MISS A. Holiday turnaround Shot,[1628988],1610612764.0,WAS,turnaround,,,Holiday,A. Holiday,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
201,PT08M29.00S,2021-12-14T02:43:29.6Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,37,27,2021-12-14T02:43:35Z,1990000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
202,PT08M26.00S,2021-12-14T02:43:32.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630210,71.96123521681997,79.41176470588235,1610612743,40,27,2021-12-14T02:43:43Z,2000000,147.0,211.0,1,right,M. Howard 25' 3PT pullup (6 PTS) (Z. Nnaji 1 AST),"[1630210, 1630192]",1610612743.0,DEN,pullup,,,Howard,M. Howard,,,,,25.73,Made,,,,,,,,6.0,Z. Nnaji,1630192.0,1.0,,,,,,,,
204,PT08M12.00S,2021-12-14T02:43:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,9.806176084099869,51.71568627450981,1610612764,40,27,2021-12-14T02:43:55Z,2020000,-9.0,40.0,1,left,MISS B. Beal driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M07.00S,2021-12-14T02:43:51.2Z,2,REGULAR,rebound,offensive,[],203078,,,1610612764,40,27,2021-12-14T02:43:55Z,2030000,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
206,PT08M07.00S,2021-12-14T02:43:51.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203078,5.590000152587891,50.0,1610612764,40,27,2021-12-14T02:44:49Z,2040000,0.0,0.0,1,left,MISS B. Beal putback Layup,[203078],1610612764.0,WAS,putback,,,Beal,B. Beal,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
207,PT08M07.00S,2021-12-14T02:43:51.9Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,40,27,2021-12-14T02:44:49Z,2050000,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
208,PT08M05.00S,2021-12-14T02:43:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612743,40,27,2021-12-14T02:44:14Z,2060000,,,0,,A. Holiday shooting personal FOUL (1 PF) (Nnaji 2 FT),"[1628988, 1630192]",1610612764.0,WAS,shooting,,,Holiday,A. Holiday,,,,,,,,,,,200833.0,1.0,0.0,,,,,,,Nnaji,1630192.0,,,,
210,PT08M05.00S,2021-12-14T02:44:25.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630192,,,1610612743,41,27,2021-12-14T02:44:25Z,2080000,,,0,,Z. Nnaji Free Throw 1 of 2 (3 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
211,PT08M05.00S,2021-12-14T02:44:26.8Z,2,REGULAR,substitution,out,[],1626149,,,1610612743,41,27,2021-12-14T02:44:35Z,2090000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M05.00S,2021-12-14T02:44:26.8Z,2,REGULAR,substitution,in,[],1629655,,,1610612743,41,27,2021-12-14T02:44:35Z,2100000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M05.00S,2021-12-14T02:44:50.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630192,,,1610612743,42,27,2021-12-14T02:44:50Z,2110000,,,0,,Z. Nnaji Free Throw 2 of 2 (4 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Made,,,,,,,,4.0,,,,,,,,,,,
214,PT07M46.00S,2021-12-14T02:45:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,9.017739816031538,49.26470588235294,1610612764,42,29,2021-12-14T02:45:19Z,2120000,4.0,32.0,1,left,D. Avdija Layup (4 PTS) (D. Gafford 1 AST),"[1630166, 1629655]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,3.25,Made,,,,,,,,4.0,D. Gafford,1629655.0,1.0,,,,,,,,
216,PT07M27.00S,2021-12-14T02:45:30.2Z,2,REGULAR,3pt,Jump Shot,[],1630267,71.82982917214193,18.627450980392158,1610612743,42,29,2021-12-14T02:45:37Z,2140000,-157.0,212.0,1,right,MISS F. Campazzo 26' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
217,PT07M24.00S,2021-12-14T02:45:33.2Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,42,29,2021-12-14T02:45:37Z,2150000,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,216.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
218,PT07M16.00S,2021-12-14T02:45:40.8Z,2,REGULAR,turnover,bad pass,[],1629655,,,1610612764,42,29,2021-12-14T02:45:50Z,2160000,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1630267]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,1.0,Campazzo,1630267.0,
219,PT07M16.00S,2021-12-14T02:45:40.8Z,2,REGULAR,steal,,[],1630267,,,1610612743,42,29,2021-12-14T02:45:42Z,2170000,,,0,,F. Campazzo STEAL (2 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M08.00S,2021-12-14T02:45:49.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630192,66.83639947437582,35.78431372549019,1610612743,42,29,2021-12-14T02:45:55Z,2180000,-71.0,259.0,1,right,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
221,PT07M04.00S,2021-12-14T02:45:53.5Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,42,29,2021-12-14T02:45:55Z,2190000,,,0,,B. Beal REBOUND (Off:1 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,220.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
222,PT06M52.00S,2021-12-14T02:46:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.966491458607096,45.09803921568628,1610612764,42,29,2021-12-14T02:46:13Z,2200000,25.0,22.0,1,left,MISS D. Avdija driving reverse Layup - blocked,"[1630166, 1628427]",1610612764.0,WAS,driving reverse,,,Avdija,D. Avdija,,,,,3.32,Missed,,,,,,,,,,,,Cancar,1628427.0,,,,,,
223,PT06M52.00S,2021-12-14T02:46:05.2Z,2,REGULAR,block,,[],1628427,,,1610612764,42,29,2021-12-14T02:46:07Z,2210000,,,0,,V. Cancar BLOCK (1 BLK),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M50.00S,2021-12-14T02:46:07.2Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,42,29,2021-12-14T02:46:13Z,2220000,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,222.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
225,PT06M49.00S,2021-12-14T02:46:09.7Z,2,REGULAR,foul,personal,[],1628988,,,1610612743,42,29,2021-12-14T02:46:15Z,2230000,,,0,,A. Holiday personal FOUL (2 PF),"[1628988, 1630538]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,1146.0,2.0,0.0,,,,,,,Hyland,1630538.0,,,,
227,PT06M49.00S,2021-12-14T02:46:20.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,42,29,2021-12-14T02:46:20Z,2250000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,42,29,2021-12-14T02:49:17Z,2260000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,42,29,2021-12-14T02:49:17Z,2270000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,out,[],1628427,,,1610612743,42,29,2021-12-14T02:49:17Z,2280000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,out,[],1628988,,,1610612743,42,29,2021-12-14T02:49:17Z,2290000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,out,[],1630166,,,1610612743,42,29,2021-12-14T02:49:17Z,2300000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,out,[],1630557,,,1610612743,42,29,2021-12-14T02:49:17Z,2310000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,42,29,2021-12-14T02:49:17Z,2320000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,in,[],203999,,,1610612743,42,29,2021-12-14T02:49:17Z,2330000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,in,[],203932,,,1610612743,42,29,2021-12-14T02:49:17Z,2340000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,in,[],203526,,,1610612743,42,29,2021-12-14T02:49:17Z,2350000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,in,[],202722,,,1610612743,42,29,2021-12-14T02:49:17Z,2360000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M49.00S,2021-12-14T02:48:47.3Z,2,REGULAR,substitution,in,[],203484,,,1610612743,42,29,2021-12-14T02:49:17Z,2370000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M33.00S,2021-12-14T02:49:47.9Z,2,REGULAR,turnover,bad pass,[],1630210,,,1610612743,42,29,2021-12-14T02:50:04Z,2380000,,,0,,M. Howard bad pass TURNOVER (1 TO),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,1.0,,,
241,PT06M15.00S,2021-12-14T02:50:13.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202722,11.514454664914586,96.56862745098039,1610612764,42,32,2021-12-14T02:50:29Z,2390000,-233.0,56.0,1,left,D. Bertans 3PT fadeaway (10 PTS) (K. Caldwell-Pope 2 AST),"[202722, 203484]",1610612764.0,WAS,fadeaway,,,Bertans,D. Bertans,,,,,23.94,Made,,,,,,,,10.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,
243,PT05M56.00S,2021-12-14T02:50:32.4Z,2,REGULAR,3pt,Jump Shot,[],1630210,78.9257555847569,91.17647058823529,1610612743,42,32,2021-12-14T02:51:00Z,2410000,206.0,146.0,1,right,MISS M. Howard 25' 3PT,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M53.00S,2021-12-14T02:50:35.4Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,42,32,2021-12-14T02:51:00Z,2420000,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,243.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
245,PT05M52.00S,2021-12-14T02:50:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,92.32917214191852,52.69607843137255,1610612743,44,32,2021-12-14T02:53:20Z,2430000,13.0,20.0,1,right,A. Gordon cutting Layup (12 PTS),[203932],1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,2.38,Made,,,,,,,,12.0,,,,,,,,,,,
246,PT05M36.00S,2021-12-14T02:50:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,10.726018396846255,59.31372549019608,1610612764,44,34,2021-12-14T02:55:25Z,2440000,-47.0,48.0,1,left,R. Neto 6' driving floating bank Jump Shot (2 PTS) (B. Beal 2 AST),"[203526, 203078]",1610612764.0,WAS,driving floating bank,,,Neto,R. Neto,,,,,6.71,Made,,,,,,,,2.0,B. Beal,203078.0,2.0,,,,,,,,
248,PT05M36.00S,2021-12-14T02:50:58.9Z,2,REGULAR,foul,personal,['1freethrow'],1630210,,,1610612764,44,34,2021-12-14T02:51:23Z,2460000,,,0,,M. Howard shooting personal FOUL (3 PF) (Neto 1 FT),"[1630210, 203526]",1610612743.0,DEN,shooting,,,Howard,M. Howard,,,,,,,,,,,1628484.0,3.0,0.0,,,,,,,Neto,203526.0,,,,
251,PT05M36.00S,2021-12-14T02:51:10.8Z,2,REGULAR,substitution,out,[],1630210,,,1610612764,44,34,2021-12-14T02:52:54Z,2480000,,,0,,SUB out: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M36.00S,2021-12-14T02:51:10.8Z,2,REGULAR,substitution,in,[],201145,,,1610612764,44,34,2021-12-14T02:52:54Z,2490000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M36.00S,2021-12-14T02:51:24.8Z,2,REGULAR,freethrow,1 of 1,[],203526,,,1610612764,44,35,2021-12-14T02:51:24Z,2500000,,,0,,R. Neto Free Throw 1 of 1 (3 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
254,PT05M24.00S,2021-12-14T02:51:40.7Z,2,REGULAR,foul,personal,['2freethrow'],203484,,,1610612743,44,35,2021-12-14T02:51:54Z,2510000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Green 2 FT),"[203484, 201145]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,1628484.0,1.0,0.0,,,,,,,Green,201145.0,,,,
256,PT05M24.00S,2021-12-14T02:52:05.7Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,45,35,2021-12-14T02:52:05Z,2530000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
257,PT05M24.00S,2021-12-14T02:52:24.2Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,46,35,2021-12-14T02:52:24Z,2540000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,4.0,,,,,,,,,,,
258,PT05M08.00S,2021-12-14T02:52:41.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.389618922470433,50.98039215686274,1610612764,46,37,2021-12-14T02:52:54Z,2550000,-5.0,8.0,1,left,D. Gafford reverse DUNK (4 PTS) (B. Beal 3 AST),"[1629655, 203078]",1610612764.0,WAS,reverse,,,Gafford,D. Gafford,,,,,0.9,Made,,,,,,,,4.0,B. Beal,203078.0,3.0,,,,,,,,
260,PT04M56.00S,2021-12-14T02:52:53.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,91.93495400788436,53.92156862745098,1610612743,46,37,2021-12-14T02:53:02Z,2570000,20.0,23.0,1,right,MISS A. Gordon turnaround Shot,[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M54.00S,2021-12-14T02:52:54.8Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,46,37,2021-12-14T02:52:54Z,2580000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
262,PT04M50.00S,2021-12-14T02:52:58.5Z,2,REGULAR,3pt,Jump Shot,[],203484,8.623521681997373,2.941176470588235,1610612764,46,37,2021-12-14T02:53:10Z,2590000,235.0,29.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M48.00S,2021-12-14T02:53:00.5Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,46,37,2021-12-14T02:53:10Z,2600000,,,0,,M. Morris REBOUND (Off:0 Def:4),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,262.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
264,PT04M34.00S,2021-12-14T02:53:15.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,92.32917214191852,56.372549019607845,1610612743,46,37,2021-12-14T02:53:23Z,2610000,32.0,20.0,1,right,MISS N. Jokic turnaround Shot - blocked,"[203999, 1629655]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,3.74,Missed,,,,,,,,,,,,Gafford,1629655.0,,,,,,
265,PT04M34.00S,2021-12-14T02:53:15.3Z,2,REGULAR,block,,[],1629655,,,1610612743,46,37,2021-12-14T02:53:17Z,2620000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M34.00S,2021-12-14T02:53:15.3Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,46,37,2021-12-14T02:53:51Z,2630000,,,0,,N. Jokic REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,264.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
267,PT04M29.00S,2021-12-14T02:53:20.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,81.15965834428384,3.9215686274509802,1610612743,49,37,2021-12-14T02:53:26Z,2640000,-230.0,125.0,1,right,M. Morris 26' 3PT  (10 PTS) (N. Jokic 4 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,26.19,Made,,,,,,,,10.0,N. Jokic,203999.0,4.0,,,,,,,,
269,PT04M02.00S,2021-12-14T02:53:47.4Z,2,REGULAR,3pt,Jump Shot,[],203526,25.837713534822605,17.647058823529413,1610612764,49,37,2021-12-14T02:54:00Z,2660000,162.0,190.0,1,left,MISS R. Neto 24' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
270,PT03M59.00S,2021-12-14T02:53:50.4Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,49,37,2021-12-14T02:54:00Z,2670000,,,0,,M. Morris REBOUND (Off:0 Def:5),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,269.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
271,PT03M56.00S,2021-12-14T02:53:53.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630538,88.51839684625493,47.794117647058826,1610612743,49,37,2021-12-14T02:57:09Z,2680000,-11.0,55.0,1,right,MISS B. Hyland running Layup - blocked,"[1630538, 203484]",1610612743.0,DEN,running,,,Hyland,B. Hyland,,,,,5.65,Missed,,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,
272,PT03M56.00S,2021-12-14T02:53:53.7Z,2,REGULAR,block,,[],203484,,,1610612743,49,37,2021-12-14T02:53:57Z,2690000,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
