actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
97,PT03M52.00S,2022-04-02T01:27:19.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,93.38042049934296,47.05882352941176,1610612743,24,29,2022-04-02T01:27:25Z,970000,-15.0,10.0,1,right,J. Green DUNK (2 PTS) (N. Jokic 3 AST),"[203210, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,1.76,Made,2.0,,,,N. Jokic,203999.0,3.0,,,,,,,,,,,,
99,PT03M42.00S,2022-04-02T01:27:29.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,26.363337713534822,81.61764705882352,1610612750,24,32,2022-04-02T01:27:34Z,990000,-158.0,195.0,1,left,K. Towns 25' 3PT  (16 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.13,Made,16.0,,,,A. Edwards,1630162.0,3.0,,,,,,,,,,,,
101,PT03M25.00S,2022-04-02T01:27:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.20433639947439,46.81372549019608,1610612743,26,32,2022-04-02T01:27:54Z,1010000,-16.0,68.0,1,right,N. Jokic 6' floating Jump Shot (10 PTS) (B. Hyland 1 AST),"[203999, 1630538]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,6.96,Made,10.0,,,,B. Hyland,1630538.0,1.0,,,,,,,,,,,,
103,PT03M12.00S,2022-04-02T01:27:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,8.229303547963205,96.32352941176471,1610612750,26,32,2022-04-02T01:28:08Z,1030000,-232.0,25.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M11.00S,2022-04-02T01:27:59.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,26,32,2022-04-02T01:28:08Z,1040000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,
105,PT03M11.00S,2022-04-02T01:28:03.3Z,1,REGULAR,foul,personal,[],1626157,,,1610612743,26,32,2022-04-02T01:28:35Z,1050000,,,0,,K. Towns personal FOUL (2 PF),"[1626157, 203999]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Jokic,203999.0,,,
107,PT03M11.00S,2022-04-02T01:28:10.9Z,1,REGULAR,substitution,out,[],1626156,,,1610612743,26,32,2022-04-02T01:28:20Z,1070000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M11.00S,2022-04-02T01:28:10.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612743,26,32,2022-04-02T01:28:20Z,1080000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M11.00S,2022-04-02T01:28:10.9Z,1,REGULAR,substitution,in,[],1629162,,,1610612743,26,32,2022-04-02T01:28:20Z,1090000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M11.00S,2022-04-02T01:28:10.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612743,26,32,2022-04-02T01:28:20Z,1100000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M02.00S,2022-04-02T01:28:31.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,66.3107752956636,49.754901960784316,1610612743,26,32,2022-04-02T01:28:40Z,1110000,-1.0,264.0,1,right,MISS B. Hyland 26' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M57.00S,2022-04-02T01:28:36.8Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,26,32,2022-04-02T01:28:40Z,1120000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,
113,PT02M52.00S,2022-04-02T01:28:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629675,6.915243101182654,48.529411764705884,1610612750,26,34,2022-04-02T01:28:52Z,1130000,7.0,13.0,1,left,N. Reid cutting DUNK (2 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,1.45,Made,2.0,,,,M. Beasley,1627736.0,1.0,,,,,,,,,,,,
115,PT02M47.00S,2022-04-02T01:28:46.2Z,1,REGULAR,turnover,bad pass,[],1630538,,,1610612743,26,34,2022-04-02T01:29:01Z,1150000,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1627736]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,1.0,Beasley,1627736.0,,,,,,,,,,,,,,,
116,PT02M47.00S,2022-04-02T01:28:46.2Z,1,REGULAR,steal,,[],1627736,,,1610612750,26,34,2022-04-02T01:28:47Z,1160000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M43.00S,2022-04-02T01:28:50.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627736,28.465834428383708,20.833333333333336,1610612750,26,34,2022-04-02T01:29:06Z,1170000,146.0,215.0,1,left,MISS M. Beasley 25' pullup 3PT,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M40.00S,2022-04-02T01:28:53.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,26,34,2022-04-02T01:28:53Z,1180000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,
119,PT02M31.00S,2022-04-02T01:29:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,92.72339027595268,56.127450980392155,1610612743,26,34,2022-04-02T01:30:26Z,1190000,31.0,16.0,1,right,MISS B. Hyland driving floating bank Shot,[1630538],1610612743.0,DEN,driving floating bank,,,Hyland,B. Hyland,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M30.00S,2022-04-02T01:29:03.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,26,34,2022-04-02T01:29:03Z,1200000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,119.0,3.0,2.0,1.0,,,,,,,,
121,PT02M29.00S,2022-04-02T01:29:04.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612743,26,34,2022-04-02T01:29:19Z,1210000,,,0,,N. Reid shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629675, 203999]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Jokic,203999.0,,,
123,PT02M29.00S,2022-04-02T01:29:17.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,26,34,2022-04-02T01:29:17Z,1230000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M29.00S,2022-04-02T01:31:43.5Z,1,REGULAR,substitution,out,[],203932,,,1610612743,26,34,2022-04-02T01:32:01Z,1240000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M29.00S,2022-04-02T01:31:43.5Z,1,REGULAR,substitution,in,[],1628432,,,1610612743,26,34,2022-04-02T01:32:01Z,1250000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M29.00S,2022-04-02T01:32:11.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,27,34,2022-04-02T01:32:11Z,1260000,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
127,PT02M29.00S,2022-04-02T01:32:23.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,28,34,2022-04-02T01:32:23Z,1270000,,,0,,N. Jokic Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
128,PT02M15.00S,2022-04-02T01:32:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,9.149145860709593,40.931372549019606,1610612750,28,34,2022-04-02T01:32:43Z,1280000,45.0,34.0,1,left,MISS A. Edwards driving finger roll Layup,[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2022-04-02T01:32:39.5Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,28,34,2022-04-02T01:32:43Z,1290000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
130,PT02M07.00S,2022-04-02T01:32:46.8Z,1,REGULAR,3pt,Jump Shot,[],203085,91.01511169513797,2.696078431372549,1610612743,28,34,2022-04-02T01:32:53Z,1300000,-237.0,32.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.87,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M03.00S,2022-04-02T01:32:50.6Z,1,REGULAR,rebound,offensive,[],203210,,,1610612743,28,34,2022-04-02T01:32:50Z,1310000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,,
132,PT01M57.00S,2022-04-02T01:32:56.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203210,92.72339027595268,46.568627450980394,1610612743,30,34,2022-04-02T01:33:02Z,1320000,-17.0,16.0,1,right,J. Green alley-oop DUNK (4 PTS) (B. Hyland 2 AST),"[203210, 1630538]",1610612743.0,DEN,alley-oop,,,Green,J. Green,,,,,2.34,Made,4.0,,,,B. Hyland,1630538.0,2.0,,,,,,,,,,,,
134,PT01M57.00S,2022-04-02T01:33:02.5Z,1,REGULAR,stoppage,other,[],0,,,1610612750,30,34,2022-04-02T01:33:02Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2022-04-02T01:33:19.1Z,1,REGULAR,3pt,Jump Shot,[],1629675,32.013797634691194,54.65686274509803,1610612750,30,37,2022-04-02T01:33:26Z,1350000,-23.0,248.0,1,left,N. Reid 24' 3PT  (5 PTS) (A. Edwards 4 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,24.95,Made,5.0,,,,A. Edwards,1630162.0,4.0,,,,,,,,,,,,
137,PT01M28.00S,2022-04-02T01:33:36.4Z,1,REGULAR,3pt,Jump Shot,[],203085,90.48948751642575,3.6764705882352944,1610612743,30,37,2022-04-02T01:33:41Z,1370000,-232.0,37.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M24.00S,2022-04-02T01:33:40.4Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,30,37,2022-04-02T01:33:43Z,1380000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,
139,PT01M18.00S,2022-04-02T01:33:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629162,6.783837056504599,4.901960784313726,1610612750,30,40,2022-04-02T01:33:52Z,1390000,225.0,11.0,1,left,J. McLaughlin 3PT  (3 PTS) (T. Prince 1 AST),"[1629162, 1627752]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,22.58,Made,3.0,,,,T. Prince,1627752.0,1.0,,,,,,,,,,,,
141,PT00M59.80S,2022-04-02T01:34:04.7Z,1,REGULAR,3pt,Jump Shot,[],1628432,88.38699080157687,96.56862745098039,1610612743,30,40,2022-04-02T01:34:11Z,1410000,233.0,57.0,1,right,MISS D. Reed 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M58.30S,2022-04-02T01:34:06.2Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,30,40,2022-04-02T01:34:11Z,1420000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,
143,PT00M50.30S,2022-04-02T01:34:15.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,8.360709592641262,73.0392156862745,1610612750,30,40,2022-04-02T01:34:24Z,1430000,-115.0,26.0,1,left,MISS A. Edwards 11' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,11.81,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M48.00S,2022-04-02T01:34:17.5Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,30,40,2022-04-02T01:34:24Z,1440000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,
145,PT00M42.30S,2022-04-02T01:34:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,72.48685939553219,78.18627450980392,1610612743,30,40,2022-04-02T01:34:36Z,1450000,141.0,206.0,1,right,MISS B. Hyland 24' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M38.40S,2022-04-02T01:34:27.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,30,40,2022-04-02T01:34:27Z,1460000,,,0,,N. Jokic REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,145.0,4.0,2.0,2.0,,,,,,,,
147,PT00M36.50S,2022-04-02T01:34:31.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612743,30,40,2022-04-02T01:34:39Z,1470000,,,0,,N. Reid shooting personal FOUL (2 PF) (Hyland 2 FT),"[1629675, 1630538]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Hyland,1630538.0,,,
149,PT00M36.50S,2022-04-02T01:35:01.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630538,,,1610612743,31,40,2022-04-02T01:35:01Z,1490000,,,0,,B. Hyland Free Throw 1 of 2 (1 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
150,PT00M36.50S,2022-04-02T01:35:01.8Z,1,REGULAR,substitution,out,[],203999,,,1610612743,31,40,2022-04-02T01:35:06Z,1500000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M36.50S,2022-04-02T01:35:01.8Z,1,REGULAR,substitution,in,[],202326,,,1610612743,31,40,2022-04-02T01:35:06Z,1510000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M36.50S,2022-04-02T01:35:26.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630538,,,1610612743,32,40,2022-04-02T01:35:26Z,1520000,,,0,,B. Hyland Free Throw 2 of 2 (2 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
153,PT00M30.20S,2022-04-02T01:35:36.8Z,1,REGULAR,foul,personal,[],202326,,,1610612750,32,40,2022-04-02T01:35:46Z,1530000,,,0,,D. Cousins personal FOUL (1 PF),"[202326, 1629675]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Reid,1629675.0,,,
155,PT00M17.80S,2022-04-02T01:36:08.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,6.258212877792378,97.54901960784314,1610612750,32,40,2022-04-02T01:36:14Z,1550000,-238.0,6.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M15.30S,2022-04-02T01:36:11.4Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,32,40,2022-04-02T01:36:14Z,1560000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,
157,PT00M02.50S,2022-04-02T01:36:24.3Z,1,REGULAR,3pt,Jump Shot,[],202326,65.39093298291722,41.911764705882355,1610612743,35,40,2022-04-02T01:36:30Z,1570000,-40.0,273.0,1,right,D. Cousins 27' 3PT  (3 PTS) (B. Hyland 3 AST),"[202326, 1630538]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,27.58,Made,3.0,,,,B. Hyland,1630538.0,3.0,,,,,,,,,,,,
159,PT00M00.20S,2022-04-02T01:36:33.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,54.35282522996058,54.65686274509803,1610612750,35,40,2022-04-02T01:36:43Z,1590000,-23.0,458.0,1,left,MISS M. Beasley 45' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,45.9,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M00.20S,2022-04-02T01:36:33.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,35,40,2022-04-02T01:36:43Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,
161,PT00M00.00S,2022-04-02T01:36:42.8Z,1,REGULAR,period,end,[],0,,,1610612750,35,40,2022-04-02T01:36:42Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-04-02T01:38:45.8Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,35,40,2022-04-02T01:39:05Z,1620000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-04-02T01:38:45.8Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,35,40,2022-04-02T01:39:05Z,1630000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-04-02T01:39:14.8Z,2,REGULAR,period,start,[],0,,,1610612750,35,40,2022-04-02T01:39:14Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M50.00S,2022-04-02T01:39:23.9Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,35,40,2022-04-02T01:39:28Z,1650000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630538]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,1.0,Hyland,1630538.0,,,,,,,,,,,,,,,
166,PT11M50.00S,2022-04-02T01:39:23.9Z,2,REGULAR,steal,,[],1630538,,,1610612743,35,40,2022-04-02T01:39:25Z,1660000,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M45.00S,2022-04-02T01:39:28.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630538,93.24901445466492,55.392156862745104,1610612743,37,40,2022-04-02T01:39:55Z,1670000,27.0,11.0,1,right,B. Hyland running reverse Layup (4 PTS),[1630538],1610612743.0,DEN,running reverse,,,Hyland,B. Hyland,,,,,2.92,Made,4.0,,,,,,,,,,,,,,,,,,
168,PT11M40.00S,2022-04-02T01:39:34.8Z,2,REGULAR,foul,personal,['2freethrow'],203085,,,1610612750,37,40,2022-04-02T01:39:53Z,1680000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Russell 2 FT),"[203085, 1626156]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Russell,1626156.0,,,
170,PT11M40.00S,2022-04-02T01:39:59.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626156,,,1610612750,37,41,2022-04-02T01:39:59Z,1700000,,,0,,D. Russell Free Throw 1 of 2 (13 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
171,PT11M40.00S,2022-04-02T01:40:16.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626156,,,1610612750,37,42,2022-04-02T01:40:16Z,1710000,,,0,,D. Russell Free Throw 2 of 2 (14 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
172,PT11M21.00S,2022-04-02T01:40:36.2Z,2,REGULAR,3pt,Jump Shot,[],1630538,70.12155059132719,74.26470588235294,1610612743,37,42,2022-04-02T01:40:42Z,1720000,121.0,228.0,1,right,MISS B. Hyland 25' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M18.00S,2022-04-02T01:40:39.2Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,37,42,2022-04-02T01:40:42Z,1730000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,
174,PT11M06.00S,2022-04-02T01:40:53.2Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612750,37,42,2022-04-02T01:41:00Z,1740000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Russell 2 FT),"[202326, 1626156]",1610612743.0,DEN,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Russell,1626156.0,,,
176,PT11M06.00S,2022-04-02T01:41:17.9Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,37,42,2022-04-02T01:41:17Z,1760000,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M06.00S,2022-04-02T01:41:17.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,37,42,2022-04-02T01:41:17Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,
178,PT11M06.00S,2022-04-02T01:41:35.1Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,37,43,2022-04-02T01:41:35Z,1780000,,,0,,D. Russell Free Throw 2 of 2 (15 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
179,PT10M53.00S,2022-04-02T01:41:52.1Z,2,REGULAR,violation,kicked ball,[],1629675,,,1610612743,37,43,2022-04-02T01:42:13Z,1790000,,,0,,N. Reid kicked ball VIOLATION,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,1628159.0,,,,,,,
180,PT10M45.00S,2022-04-02T01:42:15.8Z,2,REGULAR,turnover,bad pass,[],202326,,,1610612743,37,43,2022-04-02T01:42:21Z,1800000,,,0,,D. Cousins bad pass TURNOVER (1 TO),"[202326, 1627752]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,1.0,Prince,1627752.0,,,,,,,,,,,,,,,
181,PT10M45.00S,2022-04-02T01:42:15.8Z,2,REGULAR,steal,,[],1627752,,,1610612750,37,43,2022-04-02T01:42:17Z,1810000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M43.00S,2022-04-02T01:42:21.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,6.389618922470433,45.588235294117645,1610612750,37,45,2022-04-02T01:42:35Z,1820000,22.0,8.0,1,left,T. Prince running Layup (2 PTS),[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,2.34,Made,2.0,,,,,,,,,,,,,,,,,,
183,PT10M43.00S,2022-04-02T01:42:24.9Z,2,REGULAR,foul,personal,['1freethrow'],202326,,,1610612750,37,45,2022-04-02T01:42:37Z,1830000,,,0,,D. Cousins shooting personal FOUL (3 PF) (Prince 1 FT),"[202326, 1627752]",1610612743.0,DEN,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,1627962.0,3.0,0.0,Prince,1627752.0,,,
185,PT10M43.00S,2022-04-02T01:42:48.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627752,,,1610612750,37,46,2022-04-02T01:42:48Z,1850000,,,0,,T. Prince Free Throw 1 of 1 (3 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
186,PT10M30.00S,2022-04-02T01:43:05.8Z,2,REGULAR,foul,offensive,[],202326,,,1610612743,37,46,2022-04-02T01:43:14Z,1860000,,,0,,D. Cousins charge offensive FOUL (4 PF),"[202326, 1629675]",1610612743.0,DEN,charge,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,1627962.0,4.0,0.0,Reid,1629675.0,,,
