actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,jumpBallRecoverdPersonId
84,PT03M11.00S,2021-11-06T21:24:12.2Z,1,REGULAR,3pt,Jump Shot,[],1629645,8.492115637319317,5.147058823529411,1610612745,20,16,2021-11-06T21:24:18Z,830000,224.0,27.0,1,left,K. Porter Jr. 3PT  (3 PTS) (E. Gordon 1 AST),"[1629645, 201569]",1610612745.0,HOU,,,,,,,22.6,Made,Porter Jr.,K. Porter Jr.,,,,,,,,3.0,E. Gordon,201569.0,1.0,,,,,,,,,
86,PT02M56.00S,2021-11-06T21:24:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,92.59198423127464,54.90196078431373,1610612743,20,16,2021-11-06T21:31:58Z,850000,25.0,17.0,1,right,MISS W. Barton driving Layup,[203115],1610612743.0,DEN,driving,,,,,,2.99,Missed,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,
87,PT02M54.00S,2021-11-06T21:24:29.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,20,16,2021-11-06T21:24:29Z,860000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,,,,,,Wood,C. Wood,86.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,
88,PT02M50.00S,2021-11-06T21:24:37.0Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612745,20,16,2021-11-06T21:25:19Z,870000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Wood 2 FT),"[203932, 1626174]",1610612743.0,DEN,shooting,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,1628172.0,1.0,0.0,Wood,1626174.0,,
90,PT02M50.00S,2021-11-06T21:24:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,20,16,2021-11-06T21:24:50Z,890000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,out,[],1628420,,,1610612745,20,16,2021-11-06T21:27:13Z,900000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,
94,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,out,[],203999,,,1610612745,20,16,2021-11-06T21:27:13Z,910000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,
95,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,out,[],203932,,,1610612745,20,16,2021-11-06T21:27:13Z,920000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,
96,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,20,16,2021-11-06T21:27:13Z,930000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,
97,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,20,16,2021-11-06T21:27:13Z,940000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,
98,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,in,[],203210,,,1610612745,20,16,2021-11-06T21:27:13Z,950000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,
99,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,in,[],1630538,,,1610612745,20,16,2021-11-06T21:27:13Z,960000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,
100,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,in,[],201145,,,1610612745,20,16,2021-11-06T21:27:13Z,970000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,
101,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,in,[],201571,,,1610612745,20,16,2021-11-06T21:27:13Z,980000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,
102,PT02M50.00S,2021-11-06T21:26:47.1Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,20,16,2021-11-06T21:27:13Z,990000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,
103,PT02M50.00S,2021-11-06T21:27:38.5Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,20,16,2021-11-06T21:27:38Z,1000000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,,,,,Missed,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,
104,PT02M50.00S,2021-11-06T21:27:38.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,20,16,2021-11-06T21:27:38Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2021-11-06T21:27:54.8Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,20,17,2021-11-06T21:27:54Z,1020000,,,0,,C. Wood Free Throw 2 of 2 (6 PTS),[1626174],1610612745.0,HOU,,,,,,,,Made,Wood,C. Wood,,,,,,,,6.0,,,,,,,,,,,,
106,PT02M29.00S,2021-11-06T21:28:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612743,20,17,2021-11-06T21:28:33Z,1030000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Dozier 2 FT),"[1630578, 1628408]",1610612745.0,HOU,shooting,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,203177.0,1.0,0.0,Dozier,1628408.0,,
108,PT02M29.00S,2021-11-06T21:28:43.2Z,1,REGULAR,freethrow,1 of 2,[],1628408,,,1610612743,21,17,2021-11-06T21:28:43Z,1050000,,,0,,P. Dozier Free Throw 1 of 2 (1 PTS),[1628408],1610612743.0,DEN,,,,,,,,Made,Dozier,P. Dozier,,,,,,,,1.0,,,,,,,,,,,,
109,PT02M29.00S,2021-11-06T21:28:43.9Z,1,REGULAR,substitution,out,[],203115,,,1610612743,21,17,2021-11-06T21:28:55Z,1060000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,
110,PT02M29.00S,2021-11-06T21:28:43.9Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,21,17,2021-11-06T21:28:55Z,1070000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,,,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,
111,PT02M29.00S,2021-11-06T21:29:03.2Z,1,REGULAR,freethrow,2 of 2,[],1628408,,,1610612743,22,17,2021-11-06T21:29:03Z,1080000,,,0,,P. Dozier Free Throw 2 of 2 (2 PTS),[1628408],1610612743.0,DEN,,,,,,,,Made,Dozier,P. Dozier,,,,,,,,2.0,,,,,,,,,,,,
112,PT02M15.00S,2021-11-06T21:29:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,8.492115637319317,41.911764705882355,1610612745,22,19,2021-11-06T21:29:24Z,1090000,40.0,27.0,1,left,E. Gordon driving Layup (4 PTS),[201569],1610612745.0,HOU,driving,,,,,,4.88,Made,Gordon,E. Gordon,,,,,,,,4.0,,,,,,,,,,,,
113,PT01M55.00S,2021-11-06T21:29:37.7Z,1,REGULAR,2pt,Jump Shot,[],1628408,74.72076215505913,57.84313725490197,1610612743,24,19,2021-11-06T21:29:42Z,1100000,39.0,185.0,1,right,P. Dozier 18' pullup Jump Shot (4 PTS),[1628408],1610612743.0,DEN,pullup,,,,,,18.92,Made,Dozier,P. Dozier,,,,,,,,4.0,,,,,,,,,,,,
114,PT01M39.00S,2021-11-06T21:29:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201571,9.017739816031538,42.8921568627451,1610612745,24,21,2021-11-06T21:30:02Z,1110000,36.0,32.0,1,left,D. Augustin driving Layup (2 PTS),[201571],1610612745.0,HOU,driving,,,,,,4.8,Made,Augustin,D. Augustin,,,,,,,,2.0,,,,,,,,,,,,
115,PT01M27.00S,2021-11-06T21:30:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,94.56307490144546,35.78431372549019,1610612743,24,21,2021-11-06T21:30:15Z,1120000,-71.0,-1.0,1,right,MISS B. Hyland 7' driving floating Shot,[1630538],1610612743.0,DEN,driving floating,,,,,,7.11,Missed,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,
116,PT01M26.00S,2021-11-06T21:30:06.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,24,21,2021-11-06T21:30:15Z,1130000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,,,,,,Sengun,A. Sengun,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
117,PT01M20.00S,2021-11-06T21:30:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1628408,,,1610612745,24,21,2021-11-06T21:30:33Z,1140000,,,0,,P. Dozier shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1628408, 1630231]",1610612743.0,DEN,shooting,,,,,,,,Dozier,P. Dozier,,,,,,,,,,,,,,203177.0,1.0,0.0,Martin Jr.,1630231.0,,
119,PT01M20.00S,2021-11-06T21:30:49.4Z,1,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,24,22,2021-11-06T21:30:49Z,1160000,,,0,,K. Martin Jr. Free Throw 1 of 2 (1 PTS),[1630231],1610612745.0,HOU,,,,,,,,Made,Martin Jr.,K. Martin Jr.,,,,,,,,1.0,,,,,,,,,,,,
120,PT01M20.00S,2021-11-06T21:30:49.9Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,24,22,2021-11-06T21:30:54Z,1170000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,
121,PT01M20.00S,2021-11-06T21:30:49.9Z,1,REGULAR,substitution,in,[],1629717,,,1610612745,24,22,2021-11-06T21:30:54Z,1180000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,,,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,
122,PT01M20.00S,2021-11-06T21:31:09.6Z,1,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,24,23,2021-11-06T21:31:09Z,1190000,,,0,,K. Martin Jr. Free Throw 2 of 2 (2 PTS),[1630231],1610612745.0,HOU,,,,,,,,Made,Martin Jr.,K. Martin Jr.,,,,,,,,2.0,,,,,,,,,,,,
123,PT01M04.00S,2021-11-06T21:31:28.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,92.59198423127464,49.754901960784316,1610612743,26,23,2021-11-06T21:31:34Z,1200000,-1.0,17.0,1,right,J. Green driving DUNK (2 PTS),[201145],1610612743.0,DEN,driving,,,,,,1.71,Made,Green,J. Green,,,,,,,,2.0,,,,,,,,,,,,
124,PT00M59.30S,2021-11-06T21:31:36.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630538,,,1610612745,26,23,2021-11-06T21:31:48Z,1210000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630538, 201569]",1610612743.0,DEN,shooting,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,1628172.0,1.0,0.0,Gordon,201569.0,,
126,PT00M59.30S,2021-11-06T21:32:02.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201569,,,1610612745,26,23,2021-11-06T21:32:02Z,1230000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,,,,,Missed,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,
127,PT00M59.30S,2021-11-06T21:32:02.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,26,23,2021-11-06T21:32:02Z,1240000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,
128,PT00M59.30S,2021-11-06T21:32:19.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201569,,,1610612745,26,23,2021-11-06T21:32:19Z,1250000,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612745.0,HOU,,,,,,,,Missed,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,
129,PT00M57.60S,2021-11-06T21:32:20.0Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,26,23,2021-11-06T21:32:20Z,1260000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,,,,,,Campazzo,F. Campazzo,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
130,PT00M49.90S,2021-11-06T21:32:27.7Z,1,REGULAR,3pt,Jump Shot,[],201145,69.07030223390277,27.205882352941174,1610612743,26,23,2021-11-06T21:32:53Z,1270000,-114.0,238.0,1,right,MISS J. Green 26' 3PT,[201145],1610612743.0,DEN,,,,,,,26.41,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,
131,PT00M46.80S,2021-11-06T21:32:30.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,26,23,2021-11-06T21:32:53Z,1280000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,
132,PT00M46.80S,2021-11-06T21:32:38.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203210,,,1610612745,26,23,2021-11-06T21:32:47Z,1290000,,,0,,J. Green loose ball personal FOUL (1 PF) (Martin Jr. 2 FT),"[203210, 1630231]",1610612743.0,DEN,loose ball,,,,,,,,Green,J. Green,,,,,,,,,,,,,,1628172.0,1.0,0.0,Martin Jr.,1630231.0,,
134,PT00M46.80S,2021-11-06T21:33:19.1Z,1,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,26,24,2021-11-06T21:33:19Z,1310000,,,0,,K. Martin Jr. Free Throw 1 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,,,,,Made,Martin Jr.,K. Martin Jr.,,,,,,,,3.0,,,,,,,,,,,,
135,PT00M46.80S,2021-11-06T21:33:33.8Z,1,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,26,25,2021-11-06T21:33:33Z,1320000,,,0,,K. Martin Jr. Free Throw 2 of 2 (4 PTS),[1630231],1610612745.0,HOU,,,,,,,,Made,Martin Jr.,K. Martin Jr.,,,,,,,,4.0,,,,,,,,,,,,
136,PT00M32.20S,2021-11-06T21:33:50.7Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612743,26,25,2021-11-06T21:33:56Z,1330000,,,0,,B. Hyland lost ball TURNOVER (1 TO),"[1630538, 1629717]",1610612743.0,DEN,,,,,,,,,Hyland,B. Hyland,,,,,1.0,Brooks,1629717.0,,,,,,,,,,,,,
137,PT00M32.20S,2021-11-06T21:33:50.7Z,1,REGULAR,steal,,[],1629717,,,1610612745,26,25,2021-11-06T21:33:52Z,1340000,,,0,,A. Brooks STEAL (1 STL),[1629717],1610612745.0,HOU,,,,,,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,
138,PT00M28.50S,2021-11-06T21:33:54.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629717,25.969119579500656,83.33333333333334,1610612745,26,25,2021-11-06T21:37:35Z,1350000,-167.0,192.0,1,left,MISS A. Brooks 25' running pullup 3PT,[1629717],1610612745.0,HOU,running pullup,,,,,,25.4,Missed,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,
139,PT00M25.40S,2021-11-06T21:33:57.5Z,1,REGULAR,rebound,offensive,[],201569,,,1610612745,26,25,2021-11-06T21:33:57Z,1360000,,,0,,E. Gordon REBOUND (Off:1 Def:1),[201569],1610612745.0,HOU,,,,,,,,,Gordon,E. Gordon,138.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
140,PT00M24.30S,2021-11-06T21:33:59.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,6.1268068331143235,49.50980392156863,1610612745,26,27,2021-11-06T21:34:05Z,1370000,2.0,5.0,1,left,A. Sengun DUNK (2 PTS) (E. Gordon 2 AST),"[1630578, 201569]",1610612745.0,HOU,,,,,,,0.57,Made,Sengun,A. Sengun,,,,,,,,2.0,E. Gordon,201569.0,2.0,,,,,,,,,
142,PT00M05.10S,2021-11-06T21:34:20.6Z,1,REGULAR,3pt,Jump Shot,[],201145,92.85479632063075,95.58823529411765,1610612743,26,27,2021-11-06T21:34:25Z,1390000,228.0,15.0,1,right,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,,,,22.84,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,
143,PT00M02.60S,2021-11-06T21:34:23.0Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,26,27,2021-11-06T21:34:23Z,1400000,,,0,,E. Gordon REBOUND (Off:1 Def:2),[201569],1610612745.0,HOU,,,,,,,,,Gordon,E. Gordon,142.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
144,PT00M00.70S,2021-11-06T21:34:26.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,26,27,2021-11-06T21:34:26Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2021-11-06T21:34:44.5Z,1,REGULAR,period,end,[],0,,,1610612745,26,27,2021-11-06T21:34:44Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-11-06T21:37:20.0Z,2,REGULAR,period,start,[],0,,,1610612743,26,27,2021-11-06T21:37:24Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M47.00S,2021-11-06T21:37:35.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,26,27,2021-11-06T21:37:35Z,1460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M39.00S,2021-11-06T21:37:55.0Z,2,REGULAR,3pt,Jump Shot,[],1630538,61.18593955321945,28.921568627450984,1610612743,26,27,2021-11-06T21:38:03Z,1470000,-105.0,312.0,1,right,MISS B. Hyland 32' 3PT,[1630538],1610612743.0,DEN,,,,,,,32.97,Missed,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,
151,PT11M38.00S,2021-11-06T21:37:56.0Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,26,27,2021-11-06T21:45:19Z,1480000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,,,,,,,,Green,J. Green,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,
152,PT11M38.00S,2021-11-06T21:38:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,92.59198423127464,50.0,1610612743,28,27,2021-11-06T21:43:24Z,1490000,0.0,17.0,1,right,J. Green tip Layup (2 PTS),[203210],1610612743.0,DEN,tip,,,,,,1.71,Made,Green,J. Green,,,,,,,,2.0,,,,,,,,,,,,
153,PT11M19.00S,2021-11-06T21:38:14.2Z,2,REGULAR,3pt,Jump Shot,[],201569,36.35019710906702,26.225490196078432,1610612745,28,27,2021-11-06T21:38:24Z,1500000,119.0,289.0,1,left,MISS E. Gordon 31' 3PT,[201569],1610612745.0,HOU,,,,,,,31.27,Missed,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,
154,PT11M19.00S,2021-11-06T21:38:14.2Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,28,27,2021-11-06T21:38:24Z,1510000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,,,,,,,,Green,J. Green,153.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
155,PT11M14.00S,2021-11-06T21:38:20.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,67.7562417871222,66.66666666666666,1610612743,28,27,2021-11-06T21:42:46Z,1520000,83.0,251.0,1,right,MISS B. Hyland 26' running pullup 3PT,[1630538],1610612743.0,DEN,running pullup,,,,,,26.41,Missed,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,
156,PT11M09.00S,2021-11-06T21:38:25.5Z,2,REGULAR,rebound,offensive,[],1630267,,,1610612743,28,27,2021-11-06T21:42:46Z,1530000,,,0,,F. Campazzo REBOUND (Off:1 Def:1),[1630267],1610612743.0,DEN,,,,,,,,,Campazzo,F. Campazzo,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
157,PT11M08.00S,2021-11-06T21:38:25.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628408,67.09921156373193,37.254901960784316,1610612743,28,27,2021-11-06T21:38:31Z,1540000,-64.0,257.0,1,right,MISS P. Dozier 26' 3PT,[1628408],1610612743.0,DEN,,,,,,,26.46,Missed,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,
158,PT11M05.00S,2021-11-06T21:38:28.5Z,2,REGULAR,rebound,defensive,[],201571,,,1610612745,28,27,2021-11-06T21:38:31Z,1550000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612745.0,HOU,,,,,,,,,Augustin,D. Augustin,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
159,PT10M57.00S,2021-11-06T21:38:39.9Z,2,REGULAR,foul,personal,[],1630267,,,1610612745,28,27,2021-11-06T21:39:18Z,1560000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 1630231]",1610612743.0,DEN,,,,,,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,203177.0,1.0,0.0,Martin Jr.,1630231.0,,
161,PT10M46.00S,2021-11-06T21:39:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.440867279894875,44.85294117647059,1610612745,28,29,2021-11-06T21:44:41Z,1580000,26.0,17.0,1,left,E. Gordon driving Layup (6 PTS),[201569],1610612745.0,HOU,driving,,,,,,3.1,Made,Gordon,E. Gordon,,,,,,,,6.0,,,,,,,,,,,,
162,PT10M32.00S,2021-11-06T21:39:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630538,65.78515111695138,56.86274509803921,1610612743,28,29,2021-11-06T21:39:27Z,1590000,34.0,269.0,1,right,MISS B. Hyland 27' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,,,,27.13,Missed,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,
163,PT10M30.00S,2021-11-06T21:39:25.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,28,29,2021-11-06T21:39:27Z,1600000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,,,,,,Sengun,A. Sengun,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,
164,PT10M24.00S,2021-11-06T21:39:32.1Z,2,REGULAR,3pt,Jump Shot,[],201571,27.151773981603156,80.88235294117648,1610612745,28,29,2021-11-06T21:39:38Z,1610000,-154.0,203.0,1,left,MISS D. Augustin 25' step back 3PT,[201571],1610612745.0,HOU,step back,,,,,,25.48,Missed,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,
165,PT10M21.00S,2021-11-06T21:39:35.1Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,28,29,2021-11-06T21:39:38Z,1620000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,,,,,,Green,J. Green,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
166,PT10M16.00S,2021-11-06T21:39:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,92.19776609724047,36.76470588235294,1610612743,28,29,2021-11-06T21:39:55Z,1630000,-66.0,21.0,1,right,MISS J. Green 6' driving Layup - blocked,"[201145, 1630578]",1610612743.0,DEN,driving,,,,,,6.94,Missed,Green,J. Green,,,,,,,,,,,,Sengun,1630578.0,,,,,,,
170,PT10M16.00S,2021-11-06T21:39:41.8Z,2,REGULAR,block,,[],1630578,,,1610612743,28,29,2021-11-06T21:42:45Z,1635000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,
167,PT10M16.00S,2021-11-06T21:39:41.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,28,29,2021-11-06T21:39:55Z,1640000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,,
222,PT10M16.00S,2021-11-06T21:39:55.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,28,29,2021-11-06T21:48:41Z,1645000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M53.00S,2021-11-06T21:40:10.0Z,2,REGULAR,3pt,Jump Shot,[],201571,7.30946123521682,4.166666666666666,1610612745,28,32,2021-11-06T21:40:20Z,1650000,229.0,16.0,1,left,D. Augustin 3PT fadeaway (5 PTS),[201571],1610612745.0,HOU,fadeaway,,,,,,22.98,Made,Augustin,D. Augustin,,,,,,,,5.0,,,,,,,,,,,,
169,PT09M50.00S,2021-11-06T21:40:16.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,28,32,2021-11-06T21:40:16Z,1660000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,28,32,2021-11-06T21:43:11Z,1670000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,
172,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,out,[],1628408,,,1610612743,28,32,2021-11-06T21:43:11Z,1680000,,,0,,SUB out: P. Dozier,[1628408],1610612743.0,DEN,,,,,,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,
173,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,out,[],201571,,,1610612743,28,32,2021-11-06T21:43:11Z,1690000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,
