actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
273,PT06M29.00S,2021-12-24T02:51:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,92.72339027595268,47.30392156862745,1610612743,42,43,2021-12-24T02:51:23Z,2680000,-13.0,16.0,1,right,J. Green reverse DUNK (3 PTS) (M. Morris 1 AST),"[201145, 1628420]",1610612743.0,DEN,reverse,,,Green,J. Green,,,,,,,,,,2.09,Made,,,,,3.0,M. Morris,1628420.0,1.0,,,,,
275,PT06M11.00S,2021-12-24T02:51:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,6.652431011826544,53.67647058823529,1610612766,42,43,2021-12-24T02:51:43Z,2700000,-18.0,10.0,1,left,MISS J. McDaniels turnaround Shot,[1629667],1610612766.0,CHA,turnaround,,,McDaniels,J. McDaniels,,,,,,,,,,2.09,Missed,,,,,,,,,,,,,
276,PT06M05.00S,2021-12-24T02:51:40.1Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,42,43,2021-12-24T02:51:40Z,2710000,,,0,,T. Rozier REBOUND (Off:2 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,275.0,4.0,2.0,2.0,,,,,,,,,
277,PT06M05.00S,2021-12-24T02:51:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,7.178055190538765,51.225490196078425,1610612766,42,43,2021-12-24T02:54:17Z,2720000,-6.0,15.0,1,left,MISS T. Rozier tip Layup,[1626179],1610612766.0,CHA,tip,,,Rozier,T. Rozier,,,,,,,,,,1.62,Missed,,,,,,,,,,,,,
278,PT06M05.00S,2021-12-24T02:51:40.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,42,43,2021-12-24T02:51:50Z,2730000,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,277.0,7.0,5.0,2.0,,,,,,,,,
279,PT05M59.00S,2021-12-24T02:51:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201145,89.04402102496715,48.28431372549019,1610612743,44,43,2021-12-24T02:51:57Z,2740000,-9.0,50.0,1,right,J. Green cutting finger roll Layup (5 PTS) (N. Jokic 2 AST),"[201145, 203999]",1610612743.0,DEN,cutting finger roll,,,Green,J. Green,,,,,,,,,,5.12,Made,,,,,5.0,N. Jokic,203999.0,2.0,,,,,
281,PT05M35.00S,2021-12-24T02:52:10.0Z,2,REGULAR,3pt,Jump Shot,[],1630163,9.411957950065702,94.11764705882352,1610612766,44,43,2021-12-24T02:52:18Z,2760000,-221.0,36.0,1,left,MISS L. Ball fadeaway 3PT,[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,,,,,,22.35,Missed,,,,,,,,,,,,,
282,PT05M32.00S,2021-12-24T02:52:13.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,44,43,2021-12-24T02:52:18Z,2770000,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,281.0,8.0,6.0,2.0,,,,,,,,,
283,PT05M28.00S,2021-12-24T02:52:20.3Z,2,REGULAR,foul,personal,[],1630163,,,1610612743,44,43,2021-12-24T02:52:28Z,2780000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 203115]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,202026.0,1.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
285,PT05M19.00S,2021-12-24T02:52:45.9Z,2,REGULAR,3pt,Jump Shot,[],203999,66.96780551905388,54.166666666666664,1610612743,44,43,2021-12-24T02:52:57Z,2800000,21.0,258.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,25.88,Missed,,,,,,,,,,,,,
286,PT05M14.00S,2021-12-24T02:52:50.9Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,44,43,2021-12-24T02:52:57Z,2810000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,285.0,4.0,4.0,0.0,,,,,,,,,
287,PT05M09.00S,2021-12-24T02:52:55.0Z,2,REGULAR,turnover,lost ball,[],1630163,,,1610612766,44,43,2021-12-24T02:53:01Z,2820000,,,0,,L. Ball lost ball TURNOVER (1 TO),"[1630163, 1630267]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,1.0,Campazzo,1630267.0,,
288,PT05M09.00S,2021-12-24T02:52:55.0Z,2,REGULAR,steal,,[],1630267,,,1610612743,44,43,2021-12-24T02:52:56Z,2830000,,,0,,F. Campazzo STEAL (3 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M05.00S,2021-12-24T02:52:59.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,92.9862023653088,49.754901960784316,1610612743,46,43,2021-12-24T02:53:09Z,2840000,-1.0,13.0,1,right,J. Green running alley-oop DUNK (7 PTS) (M. Morris 2 AST),"[201145, 1628420]",1610612743.0,DEN,running alley-oop,,,Green,J. Green,,,,,,,,,,1.35,Made,,,,,7.0,M. Morris,1628420.0,2.0,,,,,
291,PT04M38.00S,2021-12-24T02:53:26.2Z,2,REGULAR,2pt,Jump Shot,[],1626179,20.18725361366623,80.63725490196079,1610612766,46,43,2021-12-24T02:53:32Z,2860000,-153.0,137.0,1,left,MISS T. Rozier 20' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,,20.57,Missed,,,,,,,,,,,,,
292,PT04M36.00S,2021-12-24T02:53:28.2Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,46,43,2021-12-24T02:57:49Z,2870000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,291.0,1.0,0.0,1.0,,,,,,,,,
293,PT04M36.00S,2021-12-24T02:53:30.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612766,46,43,2021-12-24T02:53:41Z,2880000,,,0,,J. Green shooting personal FOUL (2 PF) (Plumlee 2 FT),"[201145, 203486]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,202049.0,2.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,
295,PT04M36.00S,2021-12-24T02:53:56.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203486,,,1610612766,46,44,2021-12-24T02:53:56Z,2900000,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
296,PT04M36.00S,2021-12-24T02:53:57.7Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,46,44,2021-12-24T02:54:02Z,2910000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M36.00S,2021-12-24T02:53:57.7Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,46,44,2021-12-24T02:54:02Z,2920000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M36.00S,2021-12-24T02:55:15.0Z,2,REGULAR,jumpball,recovered,[],1629667,,,1610612766,46,44,2021-12-24T03:06:57Z,2925000,,,0,,Jump Ball M. Plumlee vs. N. Jokic: Tip to J. McDaniels,"[1629667, 203486, 203999]",1610612766.0,CHA,doubleviolation,J. McDaniels,1629667.0,McDaniels,J. McDaniels,Plumlee,203486.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,
298,PT04M36.00S,2021-12-24T02:54:22.0Z,2,REGULAR,violation,lane,[],203115,,,1610612766,46,44,2021-12-24T02:54:22Z,2930000,,,0,,W. Barton lane VIOLATION,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M36.00S,2021-12-24T02:54:58.0Z,2,REGULAR,violation,double lane,[],1629667,,,1610612766,46,44,2021-12-24T02:54:58Z,2940000,,,0,,J. McDaniels double lane VIOLATION,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M36.00S,2021-12-24T02:54:58.0Z,2,REGULAR,violation,double lane,[],201145,,,1610612766,46,44,2021-12-24T02:54:58Z,2950000,,,0,,J. Green double lane VIOLATION,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M27.00S,2021-12-24T02:55:18.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,12.434296977660972,3.6764705882352944,1610612766,46,44,2021-12-24T02:55:26Z,2960000,232.0,64.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,24.04,Missed,,,,,,,,,,,,,
305,PT04M23.00S,2021-12-24T02:55:22.8Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,46,44,2021-12-24T02:55:26Z,2970000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,,
306,PT04M20.00S,2021-12-24T02:55:25.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630267,87.72996057818659,95.58823529411765,1610612743,46,44,2021-12-24T02:55:39Z,2980000,228.0,63.0,1,right,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,23.64,Missed,,,,,,,,,,,,,
307,PT04M20.00S,2021-12-24T02:55:25.4Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,46,44,2021-12-24T02:56:15Z,2990000,,,0,,N. Jokic REBOUND (Off:3 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,306.0,9.0,6.0,3.0,,,,,,,,,
309,PT04M19.00S,2021-12-24T02:55:31.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,93.11760840998686,50.98039215686274,1610612743,48,44,2021-12-24T02:59:15Z,3010000,5.0,12.0,1,right,N. Jokic putback Layup (8 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,,,,,,1.31,Made,,,,,8.0,,,,,,,,
310,PT04M05.00S,2021-12-24T02:55:40.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,11.383048620236531,53.18627450980392,1610612766,48,44,2021-12-24T02:56:01Z,3020000,-16.0,55.0,1,left,MISS M. Plumlee turnaround Hook,[203486],1610612766.0,CHA,turnaround,,,Plumlee,M. Plumlee,,,,,,,,,,5.68,Missed,,,,,,,,,,,,,
311,PT04M05.00S,2021-12-24T02:55:40.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,48,44,2021-12-24T02:56:01Z,3030000,,,0,,N. Jokic REBOUND (Off:3 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,310.0,10.0,7.0,3.0,,,,,,,,,
312,PT04M02.00S,2021-12-24T02:55:46.6Z,2,REGULAR,violation,kicked ball,[],1630163,,,1610612743,48,44,2021-12-24T02:57:17Z,3040000,,,0,,L. Ball kicked ball VIOLATION,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,202049.0,,,,,,,,,,,,,,,,,,,
313,PT04M02.00S,2021-12-24T02:55:57.8Z,2,REGULAR,substitution,out,[],1630163,,,1610612743,48,44,2021-12-24T02:56:15Z,3050000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M02.00S,2021-12-24T02:55:57.8Z,2,REGULAR,substitution,out,[],1629667,,,1610612743,48,44,2021-12-24T02:56:15Z,3060000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
315,PT04M02.00S,2021-12-24T02:55:57.8Z,2,REGULAR,substitution,in,[],1626179,,,1610612743,48,44,2021-12-24T02:56:15Z,3070000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
316,PT04M02.00S,2021-12-24T02:55:57.8Z,2,REGULAR,substitution,in,[],202330,,,1610612743,48,44,2021-12-24T02:56:15Z,3080000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M51.00S,2021-12-24T02:56:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630267,70.51576872536137,22.54901960784314,1610612743,48,44,2021-12-24T02:56:39Z,3090000,-137.0,225.0,1,right,MISS F. Campazzo 26' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,26.33,Missed,,,,,,,,,,,,,
318,PT03M45.00S,2021-12-24T02:56:30.5Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,44,2021-12-24T02:56:30Z,3100000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,317.0,2.0,2.0,0.0,,,,,,,,,
319,PT03M41.00S,2021-12-24T02:56:34.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,25.443495400788436,15.686274509803921,1610612766,48,44,2021-12-24T02:56:43Z,3110000,172.0,187.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,25.36,Missed,,,,,,,,,,,,,
320,PT03M37.00S,2021-12-24T02:56:38.5Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,48,44,2021-12-24T02:56:43Z,3120000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,319.0,3.0,3.0,0.0,,,,,,,,,
321,PT03M33.00S,2021-12-24T02:56:41.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203999,84.57621550591328,49.50980392156863,1610612743,48,44,2021-12-24T02:56:49Z,3130000,-2.0,92.0,1,right,MISS N. Jokic 9' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,,,,,,9.25,Missed,,,,,,,,,,,,,
322,PT03M30.00S,2021-12-24T02:56:44.2Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,48,44,2021-12-24T02:56:44Z,3140000,,,0,,N. Jokic REBOUND (Off:4 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,321.0,11.0,7.0,4.0,,,,,,,,,
323,PT03M28.00S,2021-12-24T02:56:46.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,92.9862023653088,52.450980392156865,1610612743,50,44,2021-12-24T02:56:56Z,3150000,12.0,13.0,1,right,N. Jokic turnaround Hook (10 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,,,,1.82,Made,,,,,10.0,,,,,,,,
324,PT03M28.00S,2021-12-24T02:56:52.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,50,44,2021-12-24T02:56:52Z,3160000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M28.00S,2021-12-24T02:59:31.0Z,2,REGULAR,substitution,out,[],203486,,,1610612766,50,44,2021-12-24T02:59:44Z,3170000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M28.00S,2021-12-24T02:59:31.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,50,44,2021-12-24T02:59:44Z,3180000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
327,PT03M12.00S,2021-12-24T03:00:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,17.69053876478318,52.20588235294118,1610612766,50,44,2021-12-24T03:00:10Z,3190000,-11.0,114.0,1,left,MISS K. Oubre Jr. 11' driving floating Shot,[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,11.43,Missed,,,,,,,,,,,,,
328,PT03M10.00S,2021-12-24T03:00:05.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,50,44,2021-12-24T03:00:10Z,3200000,,,0,,N. Jokic REBOUND (Off:4 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,327.0,12.0,8.0,4.0,,,,,,,,,
329,PT03M04.00S,2021-12-24T03:00:11.7Z,2,REGULAR,2pt,Jump Shot,[],1628420,75.3777923784494,47.05882352941176,1610612743,50,44,2021-12-24T03:00:24Z,3210000,-15.0,179.0,1,right,MISS M. Morris 17' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,,,,,,17.95,Missed,,,,,,,,,,,,,
330,PT03M03.00S,2021-12-24T03:00:12.7Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,50,44,2021-12-24T03:02:02Z,3220000,,,0,,N. Jokic REBOUND (Off:5 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,329.0,13.0,8.0,5.0,,,,,,,,,
331,PT03M00.00S,2021-12-24T03:00:19.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",203999,92.85479632063075,49.754901960784316,1610612743,52,44,2021-12-24T03:01:44Z,3230000,-1.0,15.0,1,right,N. Jokic tip Layup (12 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,,,,,,1.47,Made,,,,,12.0,,,,,,,,
332,PT02M55.00S,2021-12-24T03:00:25.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612766,52,44,2021-12-24T03:01:14Z,3240000,,,0,,J. Green personal FOUL (3 PF) (Bridges 2 FT),"[201145, 1628970]",1610612743.0,DEN,,,,Green,J. Green,,,,,202026.0,3.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
334,PT02M55.00S,2021-12-24T03:00:47.4Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,52,45,2021-12-24T03:01:11Z,3260000,,,0,,M. Bridges Free Throw 1 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
335,PT02M55.00S,2021-12-24T03:00:51.6Z,2,REGULAR,substitution,out,[],201145,,,1610612766,52,45,2021-12-24T03:00:55Z,3270000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M55.00S,2021-12-24T03:00:51.6Z,2,REGULAR,substitution,in,[],1628427,,,1610612766,52,45,2021-12-24T03:00:55Z,3280000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M55.00S,2021-12-24T03:00:47.4Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,52,45,2021-12-24T03:01:11Z,3290000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Missed,,,,,,,,,,,,,
338,PT02M52.00S,2021-12-24T03:00:50.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,52,45,2021-12-24T03:01:11Z,3300000,,,0,,N. Jokic REBOUND (Off:5 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,337.0,14.0,9.0,5.0,,,,,,,,,
339,PT02M42.00S,2021-12-24T03:01:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,93.24901445466492,50.73529411764706,1610612743,54,45,2021-12-24T03:01:30Z,3310000,4.0,11.0,1,right,V. Cancar cutting Layup (7 PTS) (F. Campazzo 3 AST),"[1628427, 1630267]",1610612743.0,DEN,cutting,,,Cancar,V. Cancar,,,,,,,,,,1.16,Made,,,,,7.0,F. Campazzo,1630267.0,3.0,,,,,
341,PT02M20.00S,2021-12-24T03:01:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,8.623521681997373,54.166666666666664,1610612766,54,45,2021-12-24T03:01:48Z,3330000,-21.0,29.0,1,left,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,,,,,,3.54,Missed,,,,,,,,,,,,,
342,PT02M19.00S,2021-12-24T03:01:43.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,54,45,2021-12-24T03:01:48Z,3340000,,,0,,N. Jokic REBOUND (Off:5 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,341.0,15.0,10.0,5.0,,,,,,,,,
343,PT02M14.00S,2021-12-24T03:01:48.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628427,91.5407358738502,46.81372549019608,1610612743,56,45,2021-12-24T03:02:01Z,3350000,-16.0,27.0,1,right,V. Cancar finger roll Layup (9 PTS) (W. Barton 1 AST),"[1628427, 203115]",1610612743.0,DEN,finger roll,,,Cancar,V. Cancar,,,,,,,,,,3.13,Made,,,,,9.0,W. Barton,203115.0,1.0,,,,,
345,PT02M01.00S,2021-12-24T03:02:01.9Z,2,REGULAR,3pt,Jump Shot,[],1626162,10.726018396846255,3.431372549019608,1610612766,56,45,2021-12-24T03:02:08Z,3370000,233.0,48.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,23.78,Missed,,,,,,,,,,,,,
346,PT01M58.00S,2021-12-24T03:02:04.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,56,45,2021-12-24T03:02:08Z,3380000,,,0,,N. Jokic REBOUND (Off:5 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,345.0,16.0,11.0,5.0,,,,,,,,,
347,PT01M54.00S,2021-12-24T03:02:09.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630267,68.54467805519053,65.68627450980392,1610612743,59,45,2021-12-24T03:02:21Z,3390000,78.0,243.0,1,right,F. Campazzo 25' 3PT  (7 PTS) (N. Jokic 3 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,25.55,Made,,,,,7.0,N. Jokic,203999.0,3.0,,,,,
349,PT01M32.00S,2021-12-24T03:02:30.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,7.5722733245729295,51.225490196078425,1610612766,59,47,2021-12-24T03:02:36Z,3410000,-6.0,19.0,1,left,M. Bridges driving DUNK (12 PTS) (T. Rozier 3 AST),"[1628970, 1626179]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,1.97,Made,,,,,12.0,T. Rozier,1626179.0,3.0,,,,,
351,PT01M07.00S,2021-12-24T03:02:56.2Z,2,REGULAR,3pt,Jump Shot,[],1628420,69.85873850197109,21.568627450980394,1610612743,62,47,2021-12-24T03:03:03Z,3430000,-142.0,231.0,1,right,M. Morris 27' 3PT  (3 PTS) (V. Cancar 1 AST),"[1628420, 1628427]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,27.11,Made,,,,,3.0,V. Cancar,1628427.0,1.0,,,,,
353,PT00M52.60S,2021-12-24T03:03:11.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,6.652431011826544,95.34313725490196,1610612766,62,50,2021-12-24T03:03:17Z,3450000,-227.0,10.0,1,left,K. Oubre Jr. 3PT  (6 PTS) (P. Washington 2 AST),"[1626162, 1629023]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,22.69,Made,,,,,6.0,P. Washington,1629023.0,2.0,,,,,
355,PT00M38.40S,2021-12-24T03:03:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628427,85.10183968462549,62.745098039215684,1610612743,62,50,2021-12-24T03:03:36Z,3470000,64.0,88.0,1,right,MISS V. Cancar 10' Jump Shot,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,10.82,Missed,,,,,,,,,,,,,
356,PT00M36.60S,2021-12-24T03:03:33.1Z,2,REGULAR,rebound,offensive,[],1628427,,,1610612743,62,50,2021-12-24T03:03:36Z,3480000,,,0,,V. Cancar REBOUND (Off:2 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,355.0,4.0,2.0,2.0,,,,,,,,,
357,PT00M35.80S,2021-12-24T03:03:35.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630267,78.66294349540078,7.352941176470589,1610612743,65,50,2021-12-24T03:03:40Z,3490000,-213.0,148.0,1,right,F. Campazzo 25' 3PT  (10 PTS) (V. Cancar 2 AST),"[1630267, 1628427]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,25.96,Made,,,,,10.0,V. Cancar,1628427.0,2.0,,,,,
359,PT00M26.60S,2021-12-24T03:03:46.2Z,2,REGULAR,3pt,Jump Shot,[],1629023,31.09395532194481,32.1078431372549,1610612766,65,50,2021-12-24T03:03:53Z,3510000,89.0,240.0,1,left,MISS P. Washington 25' bank 3PT,[1629023],1610612766.0,CHA,bank,,,Washington,P. Washington,,,,,,,,,,25.6,Missed,,,,,,,,,,,,,
360,PT00M22.80S,2021-12-24T03:03:50.0Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,65,50,2021-12-24T03:03:50Z,3520000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,359.0,3.0,2.0,1.0,,,,,,,,,
361,PT00M13.60S,2021-12-24T03:03:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,6.652431011826544,57.59803921568627,1610612766,65,52,2021-12-24T03:04:05Z,3530000,-38.0,10.0,1,left,M. Bridges driving Layup (14 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,3.93,Made,,,,,14.0,,,,,,,,
