actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT05M10.00S,2021-12-24T02:23:30.5Z,1,REGULAR,3pt,Jump Shot,[],1628420,65.78515111695138,48.03921568627451,1610612743,9,18,2021-12-24T02:23:37Z,910000,-10.0,269.0,1,right,MISS M. Morris 26' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,26.93,Missed,,,,,,,,,,,,,
93,PT05M07.00S,2021-12-24T02:23:33.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,9,18,2021-12-24T02:23:37Z,920000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,
135,PT05M01.00S,2021-12-24T02:23:36.9Z,1,REGULAR,turnover,lost ball,[],1626162,,,1610612766,9,18,2021-12-24T02:30:32Z,925000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,1.0,,,,
94,PT05M01.00S,2021-12-24T02:23:43.4Z,1,REGULAR,foul,personal,[],1626162,,,1610612743,9,18,2021-12-24T02:30:32Z,930000,,,0,,K. Oubre Jr. loose ball personal FOUL (1 PF),"[1626162, 1628427]",1610612766.0,CHA,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,202026.0,1.0,0.0,Cancar,1628427.0,,,,,,,,,,,,,,,
97,PT05M01.00S,2021-12-24T02:23:55.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612743,9,18,2021-12-24T02:23:59Z,960000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M01.00S,2021-12-24T02:23:55.1Z,1,REGULAR,substitution,in,[],202330,,,1610612743,9,18,2021-12-24T02:23:59Z,970000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M01.00S,2021-12-24T02:24:03.4Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,9,18,2021-12-24T02:24:13Z,980000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M01.00S,2021-12-24T02:24:03.4Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,9,18,2021-12-24T02:24:13Z,990000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M50.00S,2021-12-24T02:24:23.3Z,1,REGULAR,turnover,bad pass,[],1630538,,,1610612743,9,18,2021-12-24T02:24:28Z,1000000,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1630163]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0,,
102,PT04M50.00S,2021-12-24T02:24:23.3Z,1,REGULAR,steal,,[],1630163,,,1610612766,9,18,2021-12-24T02:37:51Z,1010000,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M49.00S,2021-12-24T02:24:27.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629667,7.5722733245729295,53.92156862745098,1610612766,9,20,2021-12-24T02:24:41Z,1020000,-20.0,19.0,1,left,J. McDaniels running DUNK (2 PTS),[1629667],1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,,,,,,2.71,Made,,,,,2.0,,,,,,,,
104,PT04M49.00S,2021-12-24T02:24:35.0Z,1,REGULAR,foul,personal,['1freethrow'],1630538,,,1610612766,9,20,2021-12-24T02:24:45Z,1030000,,,0,,B. Hyland shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1630538, 1629667]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,1628159.0,1.0,0.0,McDaniels,1629667.0,,,,,,,,,,,,,,,
106,PT04M49.00S,2021-12-24T02:24:47.1Z,1,REGULAR,substitution,out,[],1628427,,,1610612766,9,20,2021-12-24T02:25:08Z,1050000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M49.00S,2021-12-24T02:24:47.1Z,1,REGULAR,substitution,in,[],203085,,,1610612766,9,20,2021-12-24T02:25:08Z,1060000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M49.00S,2021-12-24T02:25:06.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629667,,,1610612766,9,20,2021-12-24T02:25:10Z,1070000,,,0,,MISS J. McDaniels Free Throw 1 of 1,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,Missed,,,,,,,,,,,,,
109,PT04M46.00S,2021-12-24T02:25:09.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,20,2021-12-24T02:25:10Z,1080000,,,0,,N. Jokic REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,108.0,5.0,3.0,2.0,,,,,,,,,
110,PT04M44.00S,2021-12-24T02:25:12.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612743,9,20,2021-12-24T02:25:32Z,1090000,,,0,,K. Oubre Jr. personal FOUL (2 PF) (Campazzo 2 FT),"[1626162, 1630267]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,202049.0,2.0,0.0,Campazzo,1630267.0,,,,,,,,,,,,,,,
112,PT04M44.00S,2021-12-24T02:25:43.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630267,,,1610612743,9,20,2021-12-24T02:25:43Z,1110000,,,0,,MISS F. Campazzo Free Throw 1 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,Missed,,,,,,,,,,,,,
113,PT04M44.00S,2021-12-24T02:25:43.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,9,20,2021-12-24T02:25:43Z,1120000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,
114,PT04M44.00S,2021-12-24T02:25:55.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630267,,,1610612743,10,20,2021-12-24T02:25:55Z,1130000,,,0,,F. Campazzo Free Throw 2 of 2 (1 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
115,PT04M32.00S,2021-12-24T02:26:08.8Z,1,REGULAR,3pt,Jump Shot,[],1629667,22.28975032851511,91.17647058823529,1610612766,10,20,2021-12-24T02:26:17Z,1140000,-206.0,157.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,25.89,Missed,,,,,,,,,,,,,
116,PT04M26.00S,2021-12-24T02:26:14.8Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,10,20,2021-12-24T02:26:17Z,1150000,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,115.0,2.0,1.0,1.0,,,,,,,,,
117,PT04M26.00S,2021-12-24T02:26:14.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630208,5.995400788436268,41.17647058823529,1610612766,10,20,2021-12-24T02:26:20Z,1160000,44.0,4.0,1,left,MISS N. Richards turnaround Hook,[1630208],1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,,,,,,4.43,Missed,,,,,,,,,,,,,
118,PT04M26.00S,2021-12-24T02:26:14.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,20,2021-12-24T02:26:20Z,1170000,,,0,,N. Jokic REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,117.0,6.0,4.0,2.0,,,,,,,,,
119,PT04M20.00S,2021-12-24T02:26:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.38042049934296,49.01960784313725,1610612743,10,20,2021-12-24T02:26:33Z,1180000,-5.0,10.0,1,right,MISS N. Jokic running Layup - blocked,"[203999, 1629667]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,,,,,,1.09,Missed,,,,,,,,,,,,McDaniels,1629667.0
120,PT04M20.00S,2021-12-24T02:26:21.2Z,1,REGULAR,block,,[],1629667,,,1610612743,10,20,2021-12-24T02:26:25Z,1190000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M20.00S,2021-12-24T02:26:21.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,10,20,2021-12-24T02:26:33Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,
177,PT04M20.00S,2021-12-24T02:26:33.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,10,20,2021-12-24T02:35:51Z,1205000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M14.00S,2021-12-24T02:26:44.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,87.99277266754271,51.9607843137255,1610612743,10,20,2021-12-24T02:26:54Z,1210000,10.0,60.0,1,right,MISS N. Jokic 6' Jump Shot - blocked,"[203999, 1630163]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,6.12,Missed,,,,,,,,,,,,Ball,1630163.0
123,PT04M14.00S,2021-12-24T02:26:44.9Z,1,REGULAR,block,,[],1630163,,,1610612743,10,20,2021-12-24T02:26:47Z,1220000,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M14.00S,2021-12-24T02:26:44.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,10,20,2021-12-24T02:26:54Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,
180,PT04M14.00S,2021-12-24T02:26:48.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,10,20,2021-12-24T02:36:21Z,1235000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M14.00S,2021-12-24T02:26:51.7Z,1,REGULAR,substitution,out,[],1630163,,,1610612743,10,20,2021-12-24T02:26:57Z,1240000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M14.00S,2021-12-24T02:26:51.7Z,1,REGULAR,substitution,in,[],1629023,,,1610612743,10,20,2021-12-24T02:26:57Z,1250000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M07.00S,2021-12-24T02:27:11.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203085,88.12417871222075,95.34313725490196,1610612743,13,20,2021-12-24T02:27:17Z,1260000,227.0,59.0,1,right,A. Rivers 3PT  (3 PTS) (F. Campazzo 1 AST),"[203085, 1630267]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,23.43,Made,,,,,3.0,F. Campazzo,1630267.0,1.0,,,,,
129,PT03M48.00S,2021-12-24T02:27:30.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,25.706307490144546,12.990196078431374,1610612766,13,20,2021-12-24T02:27:36Z,1280000,185.0,189.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,26.45,Missed,,,,,,,,,,,,,
130,PT03M44.00S,2021-12-24T02:27:34.2Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,13,20,2021-12-24T02:27:36Z,1290000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,
132,PT03M34.00S,2021-12-24T02:27:44.9Z,1,REGULAR,3pt,Jump Shot,[],203085,70.25295663600527,23.774509803921568,1610612743,16,20,2021-12-24T02:27:51Z,1310000,-131.0,227.0,1,right,A. Rivers 26' 3PT  (6 PTS) (B. Hyland 1 AST),"[203085, 1630538]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,26.22,Made,,,,,6.0,B. Hyland,1630538.0,1.0,,,,,
134,PT03M31.00S,2021-12-24T02:27:53.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,16,20,2021-12-24T02:27:53Z,1330000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M31.00S,2021-12-24T02:30:10.2Z,1,REGULAR,substitution,out,[],203999,,,1610612766,16,20,2021-12-24T02:30:34Z,1340000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M31.00S,2021-12-24T02:30:10.2Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,16,20,2021-12-24T02:30:34Z,1350000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M31.00S,2021-12-24T02:30:10.2Z,1,REGULAR,substitution,in,[],203210,,,1610612766,16,20,2021-12-24T02:30:34Z,1360000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M31.00S,2021-12-24T02:30:10.2Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,16,20,2021-12-24T02:30:34Z,1370000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M19.00S,2021-12-24T02:30:53.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,7.703679369250986,48.77450980392157,1610612766,16,22,2021-12-24T02:30:59Z,1380000,6.0,20.0,1,left,P. Washington cutting DUNK (2 PTS) (G. Hayward 2 AST),"[1629023, 202330]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,,,,,,2.08,Made,,,,,2.0,G. Hayward,202330.0,2.0,,,,,
142,PT03M07.00S,2021-12-24T02:31:07.6Z,1,REGULAR,foul,offensive,[],1630192,,,1610612743,16,22,2021-12-24T02:38:53Z,1400000,,,0,,Z. Nnaji offensive FOUL (2 PF),"[1630192, 1626162]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,202026.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
144,PT03M07.00S,2021-12-24T02:31:07.6Z,1,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,16,22,2021-12-24T02:38:53Z,1420000,,,0,,Z. Nnaji offensive foul TURNOVER (1 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,202026.0,,,,,,,,,,,,,,,1.0,,,,
145,PT02M57.00S,2021-12-24T02:31:31.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,6.1268068331143235,95.34313725490196,1610612766,16,22,2021-12-24T02:31:52Z,1430000,-227.0,5.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,22.68,Missed,,,,,,,,,,,,,
146,PT02M56.00S,2021-12-24T02:31:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,16,22,2021-12-24T02:31:33Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,
196,PT02M56.00S,2021-12-24T02:31:43.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,16,22,2021-12-24T02:39:58Z,1445000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M52.00S,2021-12-24T02:31:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,6.258212877792378,55.63725490196079,1610612766,16,22,2021-12-24T02:40:38Z,1450000,-28.0,6.0,1,left,MISS G. Hayward Layup,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,2.89,Missed,,,,,,,,,,,,,
148,PT02M51.00S,2021-12-24T02:31:55.6Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,16,22,2021-12-24T02:40:38Z,1460000,,,0,,G. Hayward REBOUND (Off:1 Def:0),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,,
149,PT02M50.00S,2021-12-24T02:31:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,5.601182654402102,50.73529411764706,1610612766,16,22,2021-12-24T02:32:05Z,1470000,-4.0,0.0,1,left,MISS G. Hayward putback Layup,[202330],1610612766.0,CHA,putback,,,Hayward,G. Hayward,,,,,,,,,,0.37,Missed,,,,,,,,,,,,,
150,PT02M50.00S,2021-12-24T02:31:57.2Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,16,22,2021-12-24T02:32:05Z,1480000,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,,
151,PT02M49.00S,2021-12-24T02:32:02.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629023,6.258212877792378,47.794117647058826,1610612766,16,24,2021-12-24T02:41:10Z,1490000,11.0,6.0,1,left,P. Washington tip DUNK (4 PTS),[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,,,,,,1.27,Made,,,,,4.0,,,,,,,,
152,PT02M28.00S,2021-12-24T02:32:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630267,82.9993429697766,51.9607843137255,1610612743,16,24,2021-12-24T02:32:26Z,1500000,10.0,107.0,1,right,MISS F. Campazzo 10' driving floating Shot,[1630267],1610612743.0,DEN,driving floating,,,Campazzo,F. Campazzo,,,,,,,,,,10.77,Missed,,,,,,,,,,,,,
153,PT02M25.00S,2021-12-24T02:32:22.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,16,24,2021-12-24T02:32:26Z,1510000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,
154,PT02M25.00S,2021-12-24T02:32:24.4Z,1,REGULAR,foul,personal,[],1630267,,,1610612766,16,24,2021-12-24T02:49:15Z,1520000,,,0,,F. Campazzo take personal FOUL (1 PF),"[1630267, 1628970]",1610612743.0,DEN,take,,,Campazzo,F. Campazzo,,,,,202026.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
156,PT02M25.00S,2021-12-24T02:32:38.4Z,1,REGULAR,foul,technical,['1freethrow'],1630267,,,1610612766,16,24,2021-12-24T02:43:54Z,1540000,,,0,,F. Campazzo technical FOUL (1 Tech),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,202026.0,1.0,1.0,,,,,,,,,,,,,,,,,
157,PT02M25.00S,2021-12-24T02:33:00.0Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,16,25,2021-12-24T02:43:54Z,1550000,,,0,,G. Hayward technical Free Throw 1 of 1 (4 PTS),[202330],1610612766.0,CHA,technical,,,Hayward,G. Hayward,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
158,PT02M13.00S,2021-12-24T02:33:19.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,9.149145860709593,4.166666666666666,1610612766,16,25,2021-12-24T02:33:27Z,1560000,229.0,34.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,23.16,Missed,,,,,,,,,,,,,
159,PT02M09.00S,2021-12-24T02:33:23.5Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,16,25,2021-12-24T02:33:27Z,1570000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,
160,PT01M58.00S,2021-12-24T02:33:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630267,72.22404730617609,17.401960784313726,1610612743,19,25,2021-12-24T02:33:40Z,1580000,-163.0,209.0,1,right,F. Campazzo 26' 3PT  (4 PTS) (B. Hyland 2 AST),"[1630267, 1630538]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,26.47,Made,,,,,4.0,B. Hyland,1630538.0,2.0,,,,,
162,PT01M44.00S,2021-12-24T02:33:48.1Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,19,25,2021-12-24T02:49:42Z,1600000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1630267]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1.0,Campazzo,1630267.0,,
163,PT01M44.00S,2021-12-24T02:33:48.1Z,1,REGULAR,steal,,[],1630267,,,1610612743,19,25,2021-12-24T03:52:43Z,1610000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M37.00S,2021-12-24T02:33:55.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203085,71.82982917214193,16.176470588235293,1610612743,22,25,2021-12-24T02:34:13Z,1620000,-169.0,212.0,1,right,A. Rivers 27' 3PT  (9 PTS),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,27.14,Made,,,,,9.0,,,,,,,,
165,PT01M22.00S,2021-12-24T02:34:14.7Z,1,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,22,25,2021-12-24T02:34:23Z,1630000,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,202026.0,,,,,,,,,,,,,,,1.0,,,,
166,PT01M10.00S,2021-12-24T02:34:34.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,71.04139290407359,17.892156862745097,1610612743,22,25,2021-12-24T02:34:42Z,1640000,-161.0,220.0,1,right,MISS F. Campazzo 27' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,27.21,Missed,,,,,,,,,,,,,
167,PT01M07.00S,2021-12-24T02:34:37.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,22,25,2021-12-24T02:34:42Z,1650000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,166.0,2.0,1.0,1.0,,,,,,,,,
168,PT01M00.00S,2021-12-24T02:34:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,8.229303547963205,46.07843137254902,1610612766,22,25,2021-12-24T02:34:50Z,1660000,20.0,25.0,1,left,MISS J. McDaniels Layup,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,3.17,Missed,,,,,,,,,,,,,
169,PT00M58.50S,2021-12-24T02:34:45.7Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,22,25,2021-12-24T02:34:50Z,1670000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,
170,PT00M40.80S,2021-12-24T02:35:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,91.27792378449409,54.41176470588235,1610612743,22,25,2021-12-24T02:35:10Z,1680000,22.0,29.0,1,right,MISS B. Hyland driving Layup,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,,,,,,3.69,Missed,,,,,,,,,,,,,
171,PT00M40.70S,2021-12-24T02:35:04.0Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,22,25,2021-12-24T02:35:10Z,1690000,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,170.0,2.0,1.0,1.0,,,,,,,,,
172,PT00M40.30S,2021-12-24T02:35:08.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630192,93.24901445466492,48.03921568627451,1610612743,24,25,2021-12-24T02:35:15Z,1700000,-10.0,11.0,1,right,Z. Nnaji putback DUNK (2 PTS),[1630192],1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,,,,,,1.47,Made,,,,,2.0,,,,,,,,
173,PT00M32.70S,2021-12-24T02:35:15.7Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,24,25,2021-12-24T02:35:20Z,1710000,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 203085]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,2.0,Rivers,203085.0,,
174,PT00M32.70S,2021-12-24T02:35:15.7Z,1,REGULAR,steal,,[],203085,,,1610612743,24,25,2021-12-24T02:35:17Z,1720000,,,0,,A. Rivers STEAL (1 STL),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M28.60S,2021-12-24T02:35:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630192,92.32917214191852,49.50980392156863,1610612743,26,25,2021-12-24T02:35:31Z,1730000,-2.0,20.0,1,right,Z. Nnaji running DUNK (4 PTS),[1630192],1610612743.0,DEN,running,,,Nnaji,Z. Nnaji,,,,,,,,,,1.98,Made,,,,,4.0,,,,,,,,
