actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT03M25.00S,2024-11-29T17:26:13.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612766,17,10,2024-11-29T17:26:23Z,840000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M25.00S,2024-11-29T17:26:13.9Z,1,REGULAR,substitution,in,[],1630540,,,1610612766,17,10,2024-11-29T17:26:23Z,850000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M25.00S,2024-11-29T17:26:13.9Z,1,REGULAR,substitution,in,[],1630579,,,1610612766,17,10,2024-11-29T17:26:23Z,860000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M10.00S,2024-11-29T17:26:43.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,71.04139290407359,79.65686274509804,1610612766,17,10,2024-11-29T17:32:38Z,870000,False,148.0,220.0,1,right,MISS B. Miller 26' step back 3PT - blocked,"[1641706, 1628384]",1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
89,PT03M10.00S,2024-11-29T17:26:43.9Z,1,REGULAR,block,,[],1628384,,,1610612766,17,10,2024-11-29T17:26:46Z,880000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
90,PT03M07.00S,2024-11-29T17:26:46.9Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,17,10,2024-11-29T17:26:49Z,890000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,88.0,,,,,,,,,4.0,2.0,2.0,,,,,
91,PT03M03.00S,2024-11-29T17:26:52.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,76.82325886990802,87.5,1610612766,17,10,2024-11-29T17:32:56Z,900000,False,188.0,165.0,1,right,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
92,PT03M01.00S,2024-11-29T17:26:54.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,17,10,2024-11-29T17:32:56Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,91.0,,,,,,,,,,,,,,,,
94,PT02M58.00S,2024-11-29T17:27:22.1Z,1,REGULAR,turnover,bad pass,[],1642354,,,1610612766,17,10,2024-11-29T17:27:28Z,930000,False,,,0,,K. Simpson bad pass TURNOVER (1 TO),"[1642354, 1628969]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0,,
95,PT02M58.00S,2024-11-29T17:27:22.1Z,1,REGULAR,steal,,[],1628969,,,1610612752,17,10,2024-11-29T17:27:24Z,940000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT02M50.00S,2024-11-29T17:27:29.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,7.178055190538765,4.166666666666666,1610612752,17,13,2024-11-29T17:27:38Z,950000,False,229.0,15.0,1,left,J. Brunson 3PT  (6 PTS) (M. Bridges 1 AST),"[1628973, 1628969]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.97,Made,6.0,,,M. Bridges,1628969.0,1.0,,,,,,,,,,,,
98,PT02M31.00S,2024-11-29T17:27:49.1Z,1,REGULAR,3pt,Jump Shot,[],1642354,68.01905387647832,30.88235294117647,1610612766,17,13,2024-11-29T17:27:53Z,970000,False,-96.0,248.0,1,right,MISS K. Simpson 26' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
99,PT02M29.00S,2024-11-29T17:27:51.1Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,17,13,2024-11-29T17:27:53Z,980000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,98.0,,,,,,,,,1.0,1.0,0.0,,,,,
100,PT02M26.00S,2024-11-29T17:27:56.5Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,17,13,2024-11-29T17:28:14Z,990000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,,
101,PT02M26.00S,2024-11-29T17:27:59.6Z,1,REGULAR,foul,personal,[],1628973,,,1610612766,17,13,2024-11-29T17:28:04Z,1000000,False,,,0,,J. Brunson loose ball personal FOUL (1 PF),"[1628973, 1628998]",1610612752.0,NYK,loose ball,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,2003.0,,,,1.0,0.0,Martin,1628998.0,,,,,,,,
103,PT02M26.00S,2024-11-29T17:28:11.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,13,2024-11-29T17:28:11Z,1020000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M26.00S,2024-11-29T17:29:28.5Z,1,REGULAR,substitution,out,[],1642275,,,1610612766,17,13,2024-11-29T17:31:06Z,1030000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M26.00S,2024-11-29T17:29:28.5Z,1,REGULAR,substitution,in,[],203552,,,1610612766,17,13,2024-11-29T17:31:06Z,1040000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M12.00S,2024-11-29T17:31:26.5Z,1,REGULAR,foul,offensive,[],1631217,,,1610612766,17,13,2024-11-29T17:32:25Z,1050000,False,,,0,,M. Diabaté offensive FOUL (1 PF),"[1631217, 1630579]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,2003.0,,,,1.0,0.0,Sims,1630579.0,,,,,,,,
108,PT02M12.00S,2024-11-29T17:31:26.5Z,1,REGULAR,turnover,offensive foul,[],1631217,,,1610612766,17,13,2024-11-29T17:32:25Z,1070000,False,,,0,,M. Diabaté offensive foul TURNOVER (1 TO),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,2003.0,,,,,,,,,,,1.0,,,,
109,PT01M58.00S,2024-11-29T17:31:55.2Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612752,17,13,2024-11-29T17:32:05Z,1080000,False,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 1642354]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Simpson,1642354.0,,
110,PT01M58.00S,2024-11-29T17:31:55.2Z,1,REGULAR,steal,,[],1642354,,,1610612766,17,13,2024-11-29T17:31:58Z,1090000,False,,,0,,K. Simpson STEAL (1 STL),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
111,PT01M36.00S,2024-11-29T17:32:16.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,91.67214191852825,39.21568627450981,1610612766,19,13,2024-11-29T17:35:33Z,1100000,False,-54.0,26.0,1,right,B. Miller turnaround Jump Shot (2 PTS),[1641706],1610612766.0,CHA,turnaround,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.98,Made,2.0,,,,,,,,,,,,,,,,,
112,PT01M16.00S,2024-11-29T17:32:39.5Z,1,REGULAR,foul,personal,[],1631217,,,1610612752,19,13,2024-11-29T17:32:51Z,1110000,False,,,0,,M. Diabaté personal FOUL (2 PF),"[1631217, 1628384]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,,,,,1627534.0,,,,2.0,0.0,Anunoby,1628384.0,,,,,,,,
114,PT01M16.00S,2024-11-29T17:32:54.2Z,1,REGULAR,substitution,out,[],1631217,,,1610612752,19,13,2024-11-29T17:32:58Z,1130000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M16.00S,2024-11-29T17:32:54.2Z,1,REGULAR,substitution,in,[],201959,,,1610612752,19,13,2024-11-29T17:32:58Z,1140000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M06.00S,2024-11-29T17:33:22.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,7.966491458607096,24.509803921568626,1610612752,19,13,2024-11-29T17:36:07Z,1150000,False,127.0,22.0,1,left,MISS J. Brunson 12' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,12.95,Missed,,,,,,,,,,,,,,,,,,
117,PT01M04.00S,2024-11-29T17:33:24.8Z,1,REGULAR,rebound,offensive,[],1630540,,,1610612752,19,13,2024-11-29T17:36:07Z,1160000,False,,,0,,M. McBride REBOUND (Off:1 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,,,,116.0,,,,,,,,,2.0,1.0,1.0,,,,,
118,PT01M01.00S,2024-11-29T17:33:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,26.888961892247043,81.37254901960785,1610612752,19,13,2024-11-29T17:33:33Z,1170000,False,-157.0,200.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
119,PT00M59.40S,2024-11-29T17:33:29.4Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,19,13,2024-11-29T17:40:34Z,1180000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,,,,118.0,,,,,,,,,1.0,1.0,0.0,,,,,
120,PT00M39.90S,2024-11-29T17:33:49.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642354,94.56307490144546,48.28431372549019,1610612766,21,13,2024-11-29T17:33:56Z,1190000,False,-9.0,-1.0,1,right,K. Simpson driving DUNK (4 PTS) (B. Miller 3 AST),"[1642354, 1641706]",1610612766.0,CHA,driving,,,Simpson,K. Simpson,,,,,Restricted Area,0-8 Center,0.87,Made,4.0,,,B. Miller,1641706.0,3.0,,,,,,,,,,,,
122,PT00M30.90S,2024-11-29T17:34:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.732588699080158,49.50980392156863,1610612752,21,15,2024-11-29T17:34:05Z,1210000,False,2.0,1.0,1,left,J. Brunson driving Layup (8 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.29,Made,8.0,,,,,,,,,,,,,,,,,
123,PT00M09.70S,2024-11-29T17:34:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,86.02168199737189,43.13725490196079,1610612766,21,15,2024-11-29T17:38:56Z,1220000,False,-34.0,79.0,1,right,MISS B. Miller 8' driving floating Shot - blocked,"[1641706, 1628384]",1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
124,PT00M09.70S,2024-11-29T17:34:27.2Z,1,REGULAR,block,,[],1628384,,,1610612766,21,15,2024-11-29T17:34:29Z,1230000,False,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
125,PT00M08.70S,2024-11-29T17:34:28.2Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,21,15,2024-11-29T17:39:06Z,1240000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,123.0,,,,,,,,,1.0,1.0,0.0,,,,,
129,PT00M07.70S,2024-11-29T17:34:30.2Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,21,15,2024-11-29T17:35:28Z,1245000,False,,,0,,O. Anunoby bad pass TURNOVER (3 TO),"[1628384, 203552]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,Curry,203552.0,,
130,PT00M07.70S,2024-11-29T17:34:30.2Z,1,REGULAR,steal,,[],203552,,,1610612766,21,15,2024-11-29T17:35:28Z,1247500,False,,,0,,S. Curry STEAL (1 STL),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT00M06.10S,2024-11-29T17:34:40.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203552,80.3712220762155,28.921568627450984,1610612766,23,15,2024-11-29T17:39:29Z,1270000,False,-105.0,132.0,1,right,S. Curry 16' Jump Shot (2 PTS),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,16.89,Made,2.0,,,,,,,,,,,,,,,,,
132,PT00M00.40S,2024-11-29T17:35:12.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,32.802233902759525,49.50980392156863,1610612752,23,15,2024-11-29T17:39:48Z,1275000,False,2.0,256.0,1,left,MISS O. Anunoby 25' pullup 3PT,[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
133,PT00M00.10S,2024-11-29T17:35:13.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,23,15,2024-11-29T17:39:48Z,1277500,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,132.0,,,,,,,,,,,,,,,,
131,PT00M00.00S,2024-11-29T17:35:45.6Z,1,REGULAR,period,end,[],0,,,1610612752,23,15,2024-11-29T17:35:45Z,1280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,out,['startperiod'],1641706,,,1610612752,23,15,2024-11-29T17:37:32Z,1290000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,out,['startperiod'],1642354,,,1610612752,23,15,2024-11-29T17:37:32Z,1300000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612752,23,15,2024-11-29T17:37:32Z,1310000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,23,15,2024-11-29T17:37:32Z,1320000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,out,['startperiod'],1630579,,,1610612752,23,15,2024-11-29T17:37:32Z,1330000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612752,23,15,2024-11-29T17:37:32Z,1340000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,in,['startperiod'],1641733,,,1610612752,23,15,2024-11-29T17:37:32Z,1350000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612752,23,15,2024-11-29T17:37:32Z,1360000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,23,15,2024-11-29T17:37:32Z,1370000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-11-29T17:36:52.2Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612752,23,15,2024-11-29T17:37:32Z,1380000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-11-29T17:37:27.7Z,2,REGULAR,period,start,[],0,,,1610612766,23,15,2024-11-29T17:37:33Z,1390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M43.00S,2024-11-29T17:37:43.7Z,2,REGULAR,2pt,Jump Shot,[],203552,77.87450722733246,37.5,1610612766,25,15,2024-11-29T17:37:47Z,1400000,False,-62.0,155.0,1,right,S. Curry 16' Jump Shot (4 PTS) (N. Smith Jr. 1 AST),"[203552, 1641733]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,16.76,Made,4.0,,,N. Smith Jr.,1641733.0,1.0,,,,,,,,,,,,
147,PT11M23.00S,2024-11-29T17:38:04.2Z,2,REGULAR,3pt,Jump Shot,[],1628404,27.94021024967148,16.176470588235293,1610612752,25,15,2024-11-29T17:38:08Z,1420000,False,169.0,210.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,26.97,Missed,,,,,,,,,,,,,,,,,,
148,PT11M21.00S,2024-11-29T17:38:06.2Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,25,15,2024-11-29T17:38:08Z,1430000,False,,,0,,V. Micić REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Right Center,,,,147.0,,,,,,,,,1.0,1.0,0.0,,,,,
149,PT11M10.00S,2024-11-29T17:38:18.4Z,2,REGULAR,3pt,Jump Shot,[],1628998,87.59855453350855,3.6764705882352944,1610612766,25,15,2024-11-29T17:41:12Z,1440000,False,-232.0,64.0,1,right,MISS C. Martin 24' pullup 3PT,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
150,PT11M08.00S,2024-11-29T17:38:20.4Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612752,25,15,2024-11-29T17:41:12Z,1450000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,,,,149.0,,,,,,,,,1.0,1.0,0.0,,,,,
151,PT11M06.00S,2024-11-29T17:38:23.0Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612752,25,15,2024-11-29T17:41:17Z,1460000,False,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 203552]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Curry,203552.0,,
152,PT11M06.00S,2024-11-29T17:38:23.0Z,2,REGULAR,steal,,[],203552,,,1610612766,25,15,2024-11-29T17:38:24Z,1470000,False,,,0,,S. Curry STEAL (2 STL),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
153,PT10M57.00S,2024-11-29T17:38:29.2Z,2,REGULAR,turnover,lost ball,[],203552,,,1610612766,25,15,2024-11-29T17:38:34Z,1480000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[203552, 1626166]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Payne,1626166.0,,
154,PT10M57.00S,2024-11-29T17:38:29.2Z,2,REGULAR,steal,,[],1626166,,,1610612752,25,15,2024-11-29T17:38:31Z,1490000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT10M54.00S,2024-11-29T17:38:34.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626166,27.020367936925098,80.63725490196079,1610612752,25,18,2024-11-29T17:42:29Z,1500000,False,-153.0,201.0,1,left,C. Payne 25' 3PT running (3 PTS) (J. Hart 1 AST),"[1626166, 1628404]",1610612752.0,NYK,running,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,25.31,Made,3.0,,,J. Hart,1628404.0,1.0,,,,,,,,,,,,
157,PT10M38.00S,2024-11-29T17:38:48.6Z,2,REGULAR,2pt,Jump Shot,[],203552,83.919185282523,67.40196078431373,1610612766,27,18,2024-11-29T17:43:09Z,1520000,False,87.0,99.0,1,right,S. Curry 13' turnaround Jump Shot (6 PTS) (C. Martin 1 AST),"[203552, 1628998]",1610612766.0,CHA,turnaround,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,13.16,Made,6.0,,,C. Martin,1628998.0,1.0,,,,,,,,,,,,
158,PT10M25.00S,2024-11-29T17:39:02.0Z,2,REGULAR,2pt,Jump Shot,[],1630540,26.363337713534822,68.87254901960785,1610612752,27,20,2024-11-29T17:43:54Z,1530000,False,-94.0,195.0,1,left,M. McBride 21' step back Jump Shot (2 PTS) (J. Hart 2 AST),"[1630540, 1628404]",1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left Center,21.69,Made,2.0,,,J. Hart,1628404.0,2.0,,,,,,,,,,,,
160,PT10M14.00S,2024-11-29T17:39:14.3Z,2,REGULAR,2pt,Jump Shot,[],203552,90.88370565045992,28.921568627450984,1610612766,27,20,2024-11-29T18:15:48Z,1550000,False,-105.0,33.0,1,right,MISS S. Curry 11' driving floating bank Shot,[203552],1610612766.0,CHA,driving floating bank,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,11.05,Missed,,,,,,,,,,,,,,,,,,
161,PT10M12.00S,2024-11-29T17:39:16.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,27,20,2024-11-29T17:44:49Z,1560000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,160.0,,,,,,,,,4.0,4.0,0.0,,,,,
162,PT10M09.00S,2024-11-29T17:39:20.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,7.30946123521682,48.28431372549019,1610612752,27,20,2024-11-29T17:45:13Z,1570000,False,9.0,16.0,1,left,MISS J. Hart running finger roll Layup - blocked,"[1628404, 1628998]",1610612752.0,NYK,running finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,Martin,1628998.0
163,PT10M09.00S,2024-11-29T17:39:20.6Z,2,REGULAR,block,,[],1628998,,,1610612752,27,20,2024-11-29T17:39:23Z,1580000,False,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M08.00S,2024-11-29T17:39:21.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,27,20,2024-11-29T17:45:13Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,162.0,,,,,,,,,,,,,,,,
166,PT09M58.00S,2024-11-29T17:39:54.7Z,2,REGULAR,foul,technical,['1freethrow'],201959,,,1610612752,27,20,2024-11-29T17:40:13Z,1610000,False,,,0,,T. Gibson defensive-3-second technical FOUL (1 Tech),[201959],1610612766.0,CHA,defensive-3-second,,,Gibson,T. Gibson,,,,,Mid-Range,16-24 Right Center,,,,,2003.0,,,,0.0,1.0,,,,,,,,,,
167,PT09M58.00S,2024-11-29T17:40:14.4Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,27,21,2024-11-29T17:40:14Z,1620000,False,,,0,,K. Towns technical Free Throw 1 of 1 (6 PTS),[1626157],1610612752.0,NYK,technical,,,Towns,K. Towns,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
168,PT09M49.00S,2024-11-29T17:40:37.9Z,2,REGULAR,foul,offensive,[],1626157,,,1610612752,27,21,2024-11-29T17:41:12Z,1630000,False,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1628998]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,2003.0,,,,1.0,0.0,Martin,1628998.0,,,,,,,,
