actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
337,PT08M50.00S,2024-11-29T18:24:54.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,26.888961892247043,18.872549019607842,1610612766,53,50,2024-11-29T18:27:05Z,3300000,False,156.0,200.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
338,PT08M47.00S,2024-11-29T18:24:57.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,53,50,2024-11-29T18:27:05Z,3310000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,337.0,,,,,,,,,,,,,,,,
340,PT08M34.00S,2024-11-29T18:25:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.46057818659659,50.49019607843137,1610612752,53,52,2024-11-29T18:25:19Z,3330000,False,2.0,18.0,1,right,K. Towns driving Layup (14 PTS) (J. Brunson 3 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.86,Made,14.0,,,J. Brunson,1628973.0,3.0,,,,,,,,,,,,
341,PT08M26.00S,2024-11-29T18:25:22.9Z,3,REGULAR,3pt,Jump Shot,[],1642275,6.389618922470433,97.54901960784314,1610612766,53,52,2024-11-29T18:25:29Z,3340000,False,-238.0,8.0,1,left,MISS T. Salaün 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
342,PT08M24.00S,2024-11-29T18:25:24.9Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,53,52,2024-11-29T18:28:04Z,3350000,False,,,0,,J. Hart REBOUND (Off:3 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,341.0,,,,,,,,,9.0,6.0,3.0,,,,,
343,PT08M09.00S,2024-11-29T18:25:44.4Z,3,REGULAR,foul,personal,[],1641706,,,1610612752,53,52,2024-11-29T18:25:53Z,3360000,False,,,0,,B. Miller personal FOUL (1 PF),"[1641706, 1628973]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628954.0,,,,1.0,0.0,Brunson,1628973.0,,,,,,,,
345,PT07M58.00S,2024-11-29T18:26:20.5Z,3,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,53,52,2024-11-29T18:26:32Z,3380000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (3 TO),[1628969],1610612752.0,NYK,bad pass,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,1627534.0,,,,,,,,,,,3.0,,,,
346,PT07M40.00S,2024-11-29T18:26:46.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642275,25.837713534822605,84.80392156862744,1610612766,56,52,2024-11-29T18:26:52Z,3390000,False,-174.0,190.0,1,left,T. Salaün 25' 3PT step back (11 PTS) (J. Green 3 AST),"[1642275, 1630182]",1610612766.0,CHA,step back,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,25.79,Made,11.0,,,J. Green,1630182.0,3.0,,,,,,,,,,,,
348,PT07M26.00S,2024-11-29T18:27:00.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,91.93495400788436,50.245098039215684,1610612752,56,52,2024-11-29T18:29:27Z,3410000,False,1.0,23.0,1,right,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
349,PT07M25.00S,2024-11-29T18:27:01.5Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612752,56,52,2024-11-29T18:29:27Z,3420000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,348.0,,,,,,,,,2.0,1.0,1.0,,,,,
350,PT07M25.00S,2024-11-29T18:27:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,91.80354796320631,49.01960784313725,1610612752,56,52,2024-11-29T18:29:51Z,3430000,False,-5.0,25.0,1,right,MISS O. Anunoby putback Layup,[1628384],1610612752.0,NYK,putback,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
351,PT07M23.00S,2024-11-29T18:27:05.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,56,52,2024-11-29T18:29:51Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,350.0,,,,,,,,,,,,,,,,
352,PT07M23.00S,2024-11-29T18:27:42.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,56,52,2024-11-29T18:28:58Z,3450000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M17.00S,2024-11-29T18:30:36.1Z,3,REGULAR,foul,personal,[],1631217,,,1610612752,56,52,2024-11-29T18:30:55Z,3470000,False,,,0,,M. Diabaté personal FOUL (3 PF),"[1631217, 1626157]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,16-24 Center,,,,,1628954.0,,,,3.0,0.0,Towns,1626157.0,,,,,,,,
358,PT07M12.00S,2024-11-29T18:30:55.8Z,3,REGULAR,turnover,bad pass,[],1626157,,,1610612752,56,52,2024-11-29T18:31:00Z,3490000,False,,,0,,K. Towns bad pass TURNOVER (5 TO),"[1626157, 1630182]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,5.0,Green,1630182.0,,
359,PT07M12.00S,2024-11-29T18:30:55.8Z,3,REGULAR,steal,,[],1630182,,,1610612766,56,52,2024-11-29T18:30:57Z,3500000,False,,,0,,J. Green STEAL (2 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
360,PT07M06.00S,2024-11-29T18:31:06.3Z,3,REGULAR,foul,personal,[],1628969,,,1610612766,56,52,2024-11-29T18:31:11Z,3510000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 203995]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,2003.0,,,,1.0,0.0,Micić,203995.0,,,,,,,,
362,PT07M04.00S,2024-11-29T18:31:24.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,34.641918528252305,36.76470588235294,1610612766,56,52,2024-11-29T18:32:03Z,3530000,False,66.0,273.0,1,left,MISS B. Miller 28' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,28.1,Missed,,,,,,,,,,,,,,,,,,
363,PT07M01.00S,2024-11-29T18:31:27.3Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,56,52,2024-11-29T18:32:03Z,3540000,False,,,0,,K. Towns REBOUND (Off:3 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,362.0,,,,,,,,,10.0,7.0,3.0,,,,,
364,PT06M54.00S,2024-11-29T18:31:35.1Z,3,REGULAR,foul,personal,[],1630182,,,1610612752,56,52,2024-11-29T18:31:49Z,3550000,False,,,0,,J. Green personal FOUL (3 PF),"[1630182, 1628973]",1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,2003.0,,,,3.0,0.0,Brunson,1628973.0,,,,,,,,
366,PT06M49.00S,2024-11-29T18:32:05.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,92.85479632063075,46.07843137254902,1610612752,56,54,2024-11-29T18:32:45Z,3570000,False,-20.0,15.0,1,right,O. Anunoby cutting DUNK (8 PTS) (J. Brunson 4 AST),"[1628384, 1628973]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.45,Made,8.0,,,J. Brunson,1628973.0,4.0,,,,,,,,,,,,
368,PT06M35.00S,2024-11-29T18:32:19.2Z,3,REGULAR,2pt,Jump Shot,[],1641706,18.610381077529567,27.696078431372552,1610612766,56,54,2024-11-29T18:33:21Z,3590000,False,112.0,122.0,1,left,MISS B. Miller 16' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,16.56,Missed,,,,,,,,,,,,,,,,,,
369,PT06M33.00S,2024-11-29T18:32:21.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,56,54,2024-11-29T18:33:21Z,3600000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,368.0,,,,,,,,,3.0,3.0,0.0,,,,,
370,PT06M25.00S,2024-11-29T18:32:32.7Z,3,REGULAR,foul,personal,[],1630182,,,1610612752,56,54,2024-11-29T18:32:47Z,3610000,False,,,0,,J. Green personal FOUL (4 PF),"[1630182, 1628973]",1610612766.0,CHA,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,2003.0,,,,4.0,0.0,Brunson,1628973.0,,,,,,,,
372,PT06M25.00S,2024-11-29T18:32:47.3Z,3,REGULAR,substitution,out,[],1630182,,,1610612752,56,54,2024-11-29T18:32:56Z,3630000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M25.00S,2024-11-29T18:32:47.3Z,3,REGULAR,substitution,out,[],203995,,,1610612752,56,54,2024-11-29T18:32:56Z,3640000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M25.00S,2024-11-29T18:32:47.3Z,3,REGULAR,substitution,in,[],1628998,,,1610612752,56,54,2024-11-29T18:32:56Z,3650000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M25.00S,2024-11-29T18:32:47.3Z,3,REGULAR,substitution,in,[],1642354,,,1610612752,56,54,2024-11-29T18:32:56Z,3660000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M12.00S,2024-11-29T18:33:22.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,94.82588699080158,59.80392156862745,1610612752,56,54,2024-11-29T18:33:49Z,3670000,False,49.0,-4.0,1,right,MISS K. Towns turnaround Shot,[1626157],1610612752.0,NYK,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,,,
377,PT06M10.00S,2024-11-29T18:33:24.6Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612752,56,54,2024-11-29T18:33:49Z,3680000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,376.0,,,,,,,,,2.0,1.0,1.0,,,,,
378,PT06M10.00S,2024-11-29T18:33:28.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642354,,,1610612752,56,54,2024-11-29T18:33:33Z,3690000,False,,,0,,K. Simpson shooting personal FOUL (1 PF) (Bridges 2 FT),"[1642354, 1628969]",1610612766.0,CHA,shooting,,,Simpson,K. Simpson,,,,,Restricted Area,0-8 Center,,,,,2003.0,,,,1.0,0.0,Bridges,1628969.0,,,,,,,,
380,PT06M10.00S,2024-11-29T18:33:55.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628969,,,1610612752,56,55,2024-11-29T18:33:55Z,3710000,False,,,0,,M. Bridges Free Throw 1 of 2 (5 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
381,PT06M10.00S,2024-11-29T18:33:55.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628969,,,1610612752,56,55,2024-11-29T18:34:13Z,3720000,False,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
382,PT06M08.00S,2024-11-29T18:33:57.6Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,56,55,2024-11-29T18:34:13Z,3730000,False,,,0,,T. Salaün REBOUND (Off:0 Def:4),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,381.0,,,,,,,,,4.0,4.0,0.0,,,,,
383,PT05M59.00S,2024-11-29T18:34:25.6Z,3,REGULAR,foul,offensive,['inpenalty'],1641706,,,1610612766,56,55,2024-11-29T18:34:34Z,3740000,False,,,0,,B. Miller offensive FOUL (2 PF),"[1641706, 1628384]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,2003.0,,,,2.0,0.0,Anunoby,1628384.0,,,,,,,,
385,PT05M59.00S,2024-11-29T18:34:25.6Z,3,REGULAR,turnover,offensive foul,[],1641706,,,1610612766,56,55,2024-11-29T18:34:25Z,3760000,False,,,0,,B. Miller offensive foul TURNOVER (4 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,2003.0,,,,,,,,,,,4.0,,,,
386,PT05M49.00S,2024-11-29T18:34:46.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,66.70499342969777,33.57843137254902,1610612752,56,55,2024-11-29T18:35:14Z,3770000,False,-82.0,260.0,1,right,MISS K. Towns 27' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
387,PT05M46.00S,2024-11-29T18:34:49.0Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,56,55,2024-11-29T18:35:14Z,3780000,False,,,0,,T. Salaün REBOUND (Off:0 Def:5),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,,386.0,,,,,,,,,5.0,5.0,0.0,,,,,
388,PT05M36.00S,2024-11-29T18:34:59.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,6.389618922470433,49.50980392156863,1610612766,56,55,2024-11-29T18:36:17Z,3790000,False,2.0,8.0,1,left,MISS B. Miller driving Layup - blocked,"[1641706, 1626157]",1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,Towns,1626157.0
389,PT05M36.00S,2024-11-29T18:34:59.3Z,3,REGULAR,block,,[],1626157,,,1610612766,56,55,2024-11-29T18:35:01Z,3800000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
390,PT05M34.00S,2024-11-29T18:35:01.3Z,3,REGULAR,rebound,offensive,[],1641706,,,1610612766,56,55,2024-11-29T18:36:07Z,3810000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,388.0,,,,,,,,,2.0,1.0,1.0,,,,,
391,PT05M21.00S,2024-11-29T18:35:12.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642354,17.0335085413929,58.333333333333336,1610612766,56,55,2024-11-29T18:40:21Z,3820000,False,-42.0,108.0,1,left,MISS K. Simpson 11' turnaround Shot - blocked,"[1642354, 1628973]",1610612766.0,CHA,turnaround,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,Brunson,1628973.0
392,PT05M21.00S,2024-11-29T18:35:12.7Z,3,REGULAR,block,,[],1628973,,,1610612766,56,55,2024-11-29T18:36:01Z,3830000,False,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
393,PT05M20.00S,2024-11-29T18:35:13.7Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,56,55,2024-11-29T18:40:21Z,3840000,False,,,0,,J. Brunson REBOUND (Off:0 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,391.0,,,,,,,,,4.0,4.0,0.0,,,,,
395,PT05M09.00S,2024-11-29T18:35:23.8Z,3,REGULAR,3pt,Jump Shot,[],1626157,66.3107752956636,34.068627450980394,1610612752,56,55,2024-11-29T18:36:24Z,3860000,False,-80.0,264.0,1,right,MISS K. Towns 27' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,27.6,Missed,,,,,,,,,,,,,,,,,,
396,PT05M07.00S,2024-11-29T18:35:26.8Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,56,55,2024-11-29T18:35:26Z,3870000,False,,,0,,T. Salaün REBOUND (Off:0 Def:6),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,,395.0,,,,,,,,,6.0,6.0,0.0,,,,,
397,PT04M58.00S,2024-11-29T18:35:37.2Z,3,REGULAR,foul,personal,[],1628404,,,1610612766,56,55,2024-11-29T18:36:02Z,3880000,False,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 1642275]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,1628954.0,,,,3.0,0.0,Salaün,1642275.0,,,,,,,,
399,PT04M58.00S,2024-11-29T18:35:55.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612766,56,55,2024-11-29T18:35:55Z,3900000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M58.00S,2024-11-29T18:36:52.1Z,3,REGULAR,substitution,out,[],1628404,,,1610612766,56,55,2024-11-29T18:37:33Z,3910000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M58.00S,2024-11-29T18:36:52.1Z,3,REGULAR,substitution,out,[],1626157,,,1610612766,56,55,2024-11-29T18:37:33Z,3920000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M58.00S,2024-11-29T18:36:52.1Z,3,REGULAR,substitution,in,[],1630579,,,1610612766,56,55,2024-11-29T18:37:33Z,3930000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M58.00S,2024-11-29T18:36:52.1Z,3,REGULAR,substitution,in,[],1630540,,,1610612766,56,55,2024-11-29T18:37:33Z,3940000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M46.00S,2024-11-29T18:37:44.5Z,3,REGULAR,3pt,Jump Shot,[],1642354,27.151773981603156,82.1078431372549,1610612766,56,55,2024-11-29T18:37:50Z,3950000,False,-161.0,203.0,1,left,MISS K. Simpson 25' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
405,PT04M43.00S,2024-11-29T18:37:47.5Z,3,REGULAR,rebound,offensive,[],1641706,,,1610612766,56,55,2024-11-29T18:37:50Z,3960000,False,,,0,,B. Miller REBOUND (Off:2 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,404.0,,,,,,,,,3.0,1.0,2.0,,,,,
406,PT04M40.00S,2024-11-29T18:37:52.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641706,12.302890932982917,61.76470588235294,1610612766,58,55,2024-11-29T18:38:54Z,3970000,False,-59.0,63.0,1,left,B. Miller 8' driving floating Jump Shot (11 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Left,8.62,Made,11.0,,,,,,,,,,,,,,,,,
407,PT04M16.00S,2024-11-29T18:38:14.4Z,3,REGULAR,3pt,Jump Shot,[],1628969,65.65374507227332,52.450980392156865,1610612752,58,58,2024-11-29T18:39:16Z,3980000,False,12.0,270.0,1,right,M. Bridges 27' 3PT pullup (8 PTS),[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,27.07,Made,8.0,,,,,,,,,,,,,,,,,
408,PT04M03.00S,2024-11-29T18:38:30.4Z,3,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612766,58,58,2024-11-29T18:38:39Z,3990000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Miller 2 FT),"[1628969, 1641706]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,1627534.0,,,,2.0,0.0,Miller,1641706.0,,,,,,,,
410,PT04M03.00S,2024-11-29T18:38:57.8Z,3,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,59,58,2024-11-29T18:38:57Z,4010000,False,,,0,,B. Miller Free Throw 1 of 2 (12 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
411,PT04M03.00S,2024-11-29T18:39:15.0Z,3,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,60,58,2024-11-29T18:39:15Z,4020000,False,,,0,,B. Miller Free Throw 2 of 2 (13 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
412,PT03M41.00S,2024-11-29T18:39:37.5Z,3,REGULAR,2pt,Jump Shot,[],1630540,71.69842312746385,36.029411764705884,1610612752,60,60,2024-11-29T18:41:29Z,4030000,False,-70.0,214.0,1,right,M. McBride 22' step back Jump Shot (7 PTS) (J. Brunson 5 AST),"[1630540, 1628973]",1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left Center,22.47,Made,7.0,,,J. Brunson,1628973.0,5.0,,,,,,,,,,,,
414,PT03M26.00S,2024-11-29T18:39:55.7Z,3,REGULAR,3pt,Jump Shot,[],1642354,34.11629434954008,50.98039215686274,1610612766,60,60,2024-11-29T18:42:58Z,4050000,False,-5.0,268.0,1,left,MISS K. Simpson 26' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
415,PT03M24.00S,2024-11-29T18:39:57.7Z,3,REGULAR,rebound,offensive,[],1641706,,,1610612766,60,60,2024-11-29T18:42:58Z,4060000,False,,,0,,B. Miller REBOUND (Off:3 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,414.0,,,,,,,,,4.0,1.0,3.0,,,,,
416,PT03M23.00S,2024-11-29T18:40:01.4Z,3,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1641706,5.590000152587891,50.0,1610612766,62,60,2024-11-29T18:43:16Z,4070000,False,0.0,0.0,1,left,B. Miller Jump Shot (15 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.0,Made,15.0,,,,,,,,,,,,,,,,,
417,PT03M04.00S,2024-11-29T18:40:17.5Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642354,,,1610612752,62,60,2024-11-29T18:43:12Z,4080000,False,,,0,,K. Simpson flagrant-type-1 personal FOUL (2 PF) (Brunson 3 FT),"[1642354, 1628973]",1610612766.0,CHA,flagrant-type-1,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,,,,,1628954.0,,,,2.0,0.0,Brunson,1628973.0,,,,,,,,
420,PT03M04.00S,2024-11-29T18:42:25.5Z,3,REGULAR,substitution,out,[],1631217,,,1610612752,62,60,2024-11-29T18:42:47Z,4110000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M04.00S,2024-11-29T18:42:25.5Z,3,REGULAR,substitution,in,[],201959,,,1610612752,62,60,2024-11-29T18:42:47Z,4120000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M04.00S,2024-11-29T18:42:48.6Z,3,REGULAR,freethrow,1 of 3,[],1628973,,,1610612752,62,61,2024-11-29T18:43:21Z,4130000,False,,,0,,J. Brunson flagrant Free Throw 1 of 3 (15 PTS),[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
423,PT03M04.00S,2024-11-29T18:42:48.6Z,3,REGULAR,freethrow,2 of 3,[],1628973,,,1610612752,62,62,2024-11-29T18:43:21Z,4140000,False,,,0,,J. Brunson flagrant Free Throw 2 of 3 (16 PTS),[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
424,PT03M04.00S,2024-11-29T18:42:48.6Z,3,REGULAR,freethrow,3 of 3,[],1628973,,,1610612752,62,63,2024-11-29T18:43:21Z,4150000,False,,,0,,J. Brunson flagrant Free Throw 3 of 3 (17 PTS),[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
425,PT03M01.00S,2024-11-29T18:43:36.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.64323258869908,50.245098039215684,1610612752,62,63,2024-11-29T18:44:41Z,4160000,False,1.0,7.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.74,Missed,,,,,,,,,,,,,,,,,,
