actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
597,PT06M17.00S,2024-12-01T01:02:41.8Z,4,REGULAR,turnover,lost ball,[],1642258,,,1610612737,81,89,2024-12-01T01:07:01Z,5840000,False,,,0,,Z. Risacher lost ball TURNOVER (2 TO),"[1642258, 1630182]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,Green,1630182.0,,,,
598,PT06M17.00S,2024-12-01T01:02:41.8Z,4,REGULAR,steal,,[],1630182,,,1610612766,81,89,2024-12-01T01:02:43Z,5850000,False,,,0,,J. Green STEAL (3 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
599,PT06M13.00S,2024-12-01T01:02:45.2Z,4,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612766,81,89,2024-12-01T01:23:39Z,5852500,False,,,0,,T. Young shooting personal FOUL (2 PF) (Green 2 FT),"[1629027, 1630182]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,200834.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Green,1630182.0,,
602,PT06M13.00S,2024-12-01T01:03:24.5Z,4,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612766,82,89,2024-12-01T01:23:33Z,5855000,False,,,0,,J. Green Free Throw 1 of 2 (17 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
686,PT06M13.00S,2024-12-01T01:03:41.9Z,4,REGULAR,substitution,out,[],1630552,,,1610612766,82,89,2024-12-01T01:23:58Z,5856250,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT06M13.00S,2024-12-01T01:03:41.9Z,4,REGULAR,substitution,in,[],1629631,,,1610612766,82,89,2024-12-01T01:23:58Z,5856875,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M13.00S,2024-12-01T01:03:24.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612766,82,89,2024-12-01T01:23:33Z,5857500,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
606,PT06M11.00S,2024-12-01T01:03:26.5Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,82,89,2024-12-01T01:23:20Z,5858750,False,,,0,,C. Capela REBOUND (Off:4 Def:10),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,605.0,14.0,10.0,4.0,,,,,,,,,,
607,PT05M57.00S,2024-12-01T01:03:59.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,84.57621550591328,51.225490196078425,1610612737,82,91,2024-12-01T01:22:36Z,5905000,False,6.0,92.0,1,right,D. Daniels 9' pullup Jump Shot (8 PTS) (T. Young 4 AST),"[1630700, 1629027]",1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,,,,Made,8.0,In The Paint (Non-RA),8-16 Center,9.27,,,,,T. Young,1629027.0,4.0,,,,,,,
608,PT05M33.00S,2024-12-01T01:04:23.0Z,4,REGULAR,2pt,Jump Shot,[],1628998,13.61695137976347,69.85294117647058,1610612766,84,91,2024-12-01T01:08:41Z,5940000,False,-99.0,75.0,1,left,C. Martin 12' pullup Jump Shot (12 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,,,,Made,12.0,Mid-Range,8-16 Left,12.47,,,,,,,,,,,,,,
609,PT05M20.00S,2024-12-01T01:04:37.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.85479632063075,50.0,1610612737,84,91,2024-12-01T01:09:02Z,5950000,False,0.0,15.0,1,right,MISS C. Capela driving DUNK,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,,,,Missed,,Restricted Area,0-8 Center,1.47,,,,,,,,,,,,,,
610,PT05M16.00S,2024-12-01T01:04:41.9Z,4,REGULAR,rebound,offensive,[],1629631,,,1610612737,84,91,2024-12-01T01:09:10Z,5960000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Restricted Area,0-8 Center,,609.0,2.0,1.0,1.0,,,,,,,,,,
611,PT05M11.00S,2024-12-01T01:04:47.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,71.04139290407359,79.65686274509804,1610612737,84,91,2024-12-01T01:09:29Z,5970000,False,148.0,220.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.51,,,,,,,,,,,,,,
612,PT05M07.00S,2024-12-01T01:04:51.3Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612766,84,91,2024-12-01T01:09:43Z,5980000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,Above the Break 3,24+ Right Center,,611.0,2.0,2.0,0.0,,,,,,,,,,
613,PT05M00.00S,2024-12-01T01:04:58.1Z,4,REGULAR,3pt,Jump Shot,[],1641706,32.670827858081466,67.40196078431373,1610612766,84,91,2024-12-01T01:09:58Z,5990000,False,-87.0,255.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.91,,,,,,,,,,,,,,
614,PT04M58.00S,2024-12-01T01:05:00.1Z,4,REGULAR,rebound,offensive,[],1630182,,,1610612766,84,91,2024-12-01T01:09:58Z,6000000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,Above the Break 3,24+ Left Center,,613.0,3.0,2.0,1.0,,,,,,,,,,
615,PT04M54.00S,2024-12-01T01:05:01.8Z,4,REGULAR,foul,personal,['2freethrow'],203991,,,1610612766,84,91,2024-12-01T01:05:21Z,6010000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Richards 2 FT),"[203991, 1630208]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,200834.0,1.0,1.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Richards,1630208.0,,
617,PT04M54.00S,2024-12-01T01:05:39.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612766,85,91,2024-12-01T01:05:39Z,6030000,False,,,0,,N. Richards Free Throw 1 of 2 (11 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
618,PT04M54.00S,2024-12-01T01:06:04.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612766,86,91,2024-12-01T01:06:04Z,6040000,False,,,0,,N. Richards Free Throw 2 of 2 (12 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
619,PT04M38.00S,2024-12-01T01:06:22.5Z,4,REGULAR,3pt,Jump Shot,[],1642258,91.80354796320631,4.901960784313726,1610612737,86,91,2024-12-01T01:10:57Z,6050000,False,-225.0,25.0,1,right,MISS Z. Risacher pullup 3PT - blocked,"[1642258, 1641706]",1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,,,,Missed,,Left Corner 3,24+ Left,22.68,,,,,,,,,,,,,Miller,1641706.0
620,PT04M38.00S,2024-12-01T01:06:22.5Z,4,REGULAR,block,,[],1641706,,,1610612737,86,91,2024-12-01T01:06:24Z,6060000,False,,,0,,B. Miller BLOCK (2 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,
621,PT04M36.00S,2024-12-01T01:06:24.5Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,86,91,2024-12-01T01:10:57Z,6070000,False,,,0,,C. Martin REBOUND (Off:0 Def:5),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Left Corner 3,24+ Left,,619.0,5.0,5.0,0.0,,,,,,,,,,
623,PT04M33.00S,2024-12-01T01:06:42.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,86,91,2024-12-01T01:06:42Z,6090000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M33.00S,2024-12-01T01:09:07.6Z,4,REGULAR,substitution,out,[],1642258,,,1610612766,86,91,2024-12-01T01:09:33Z,6100000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M33.00S,2024-12-01T01:09:07.6Z,4,REGULAR,substitution,out,[],203991,,,1610612766,86,91,2024-12-01T01:09:33Z,6110000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M33.00S,2024-12-01T01:09:07.6Z,4,REGULAR,substitution,in,[],1630168,,,1610612766,86,91,2024-12-01T01:09:33Z,6120000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M33.00S,2024-12-01T01:09:07.6Z,4,REGULAR,substitution,in,[],1630552,,,1610612766,86,91,2024-12-01T01:09:33Z,6130000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M22.00S,2024-12-01T01:09:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,6.389618922470433,47.794117647058826,1610612766,86,91,2024-12-01T01:32:06Z,6140000,False,11.0,8.0,1,left,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,,Missed,,Restricted Area,0-8 Center,1.34,,,,,,,,,,,,,,
629,PT04M21.00S,2024-12-01T01:09:56.5Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,86,91,2024-12-01T01:32:06Z,6150000,False,,,0,,N. Richards REBOUND (Off:1 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Restricted Area,0-8 Center,,628.0,6.0,5.0,1.0,,,,,,,,,,
717,PT04M20.00S,2024-12-01T01:10:03.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,6.093955321944804,48.774509803921575,1610612766,86,91,2024-12-01T01:32:32Z,6160000,False,6.0,5.0,1,left,MISS N. Richards tip Layup,[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,,,,Missed,,Restricted Area,0-8 Center,0.78,,,,,,,,,,,,,,
718,PT04M18.00S,2024-12-01T01:10:05.5Z,4,REGULAR,rebound,offensive,[],1628998,,,1610612766,86,91,2024-12-01T01:32:32Z,6165000,False,,,0,,C. Martin REBOUND (Off:1 Def:5),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Restricted Area,0-8 Center,,717.0,6.0,5.0,1.0,,,,,,,,,,
633,PT04M08.00S,2024-12-01T01:10:52.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203995,30.56833114323259,26.225490196078432,1610612766,86,91,2024-12-01T01:32:32Z,6190000,False,119.0,235.0,1,left,MISS V. Micić 26' pullup 3PT,[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.32,,,,,,,,,,,,,,
634,PT04M06.00S,2024-12-01T01:10:54.8Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,86,91,2024-12-01T01:12:53Z,6200000,False,,,0,,D. Hunter REBOUND (Off:1 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Above the Break 3,24+ Right Center,,633.0,3.0,2.0,1.0,,,,,,,,,,
635,PT03M56.00S,2024-12-01T01:11:01.4Z,4,REGULAR,3pt,Jump Shot,[],1630552,69.59592641261499,23.03921568627451,1610612737,86,94,2024-12-01T01:11:05Z,6210000,False,-135.0,233.0,1,right,J. Johnson 26' 3PT  (20 PTS) (D. Daniels 3 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,20.0,Above the Break 3,24+ Left Center,26.94,,,,,D. Daniels,1630700.0,3.0,,,,,,,
637,PT03M41.00S,2024-12-01T01:11:16.9Z,4,REGULAR,3pt,Jump Shot,[],1641706,33.196452036793694,66.42156862745098,1610612766,89,94,2024-12-01T01:11:20Z,6230000,False,-82.0,260.0,1,left,B. Miller 27' 3PT  (27 PTS) (C. Martin 4 AST),"[1641706, 1628998]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,27.0,Above the Break 3,24+ Center,27.22,,,,,C. Martin,1628998.0,4.0,,,,,,,
639,PT03M15.00S,2024-12-01T01:11:44.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,89,94,2024-12-01T01:11:51Z,6250000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,1628481.0,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
640,PT03M06.00S,2024-12-01T01:12:08.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203995,27.283180026281208,20.833333333333336,1610612766,92,94,2024-12-01T01:13:43Z,6260000,False,146.0,204.0,1,left,V. Micić 25' 3PT pullup (8 PTS),[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,,,,Made,8.0,Above the Break 3,24+ Right Center,25.07,,,,,,,,,,,,,,
641,PT02M51.00S,2024-12-01T01:12:23.2Z,4,REGULAR,3pt,Jump Shot,[],1629027,69.72733245729303,9.068627450980392,1610612737,92,94,2024-12-01T01:14:02Z,6270000,False,-205.0,232.0,1,right,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,Missed,,Above the Break 3,24+ Left Center,30.95,,,,,,,,,,,,,,
642,PT02M49.00S,2024-12-01T01:12:25.2Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,92,94,2024-12-01T01:14:02Z,6280000,False,,,0,,O. Okongwu REBOUND (Off:6 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Above the Break 3,24+ Left Center,,641.0,10.0,4.0,6.0,,,,,,,,,,
643,PT02M42.00S,2024-12-01T01:12:31.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630700,67.23061760840999,25.245098039215684,1610612737,92,94,2024-12-01T01:14:29Z,6290000,False,-124.0,256.0,1,right,MISS D. Daniels 28' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,Above the Break 3,24+ Left Center,28.39,,,,,,,,,,,,,,
644,PT02M38.00S,2024-12-01T01:12:35.2Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,92,94,2024-12-01T01:14:41Z,6300000,False,,,0,,B. Miller REBOUND (Off:2 Def:5),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Above the Break 3,24+ Left Center,,643.0,7.0,5.0,2.0,,,,,,,,,,
645,PT02M31.00S,2024-12-01T01:12:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,6.521024967148489,53.67647058823529,1610612766,92,94,2024-12-01T01:15:10Z,6310000,False,-18.0,9.0,1,left,MISS J. Green driving Layup,[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,,,,Missed,,Restricted Area,0-8 Center,2.04,,,,,,,,,,,,,,
646,PT02M29.00S,2024-12-01T01:12:45.9Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,92,94,2024-12-01T01:15:10Z,6320000,False,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Restricted Area,0-8 Center,,645.0,4.0,4.0,0.0,,,,,,,,,,
647,PT02M20.00S,2024-12-01T01:12:56.2Z,4,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612737,92,94,2024-12-01T01:13:13Z,6330000,False,,,0,,J. Green shooting personal FOUL (4 PF) (Young 2 FT),"[1630182, 1629027]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,1626300.0,4.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Young,1629027.0,,
649,PT02M20.00S,2024-12-01T01:13:30.2Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,92,95,2024-12-01T01:13:30Z,6350000,False,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
650,PT02M20.00S,2024-12-01T01:13:47.7Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,92,96,2024-12-01T01:13:47Z,6360000,False,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
651,PT02M06.00S,2024-12-01T01:14:06.6Z,4,REGULAR,foul,personal,[],1629631,,,1610612766,92,96,2024-12-01T01:14:30Z,6370000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 203995]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,1626300.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Micić,203995.0,,
653,PT01M53.00S,2024-12-01T01:14:41.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203995,6.1268068331143235,51.225490196078425,1610612766,94,96,2024-12-01T01:14:45Z,6390000,False,-6.0,5.0,1,left,V. Micić driving Layup (10 PTS) (B. Miller 4 AST),"[203995, 1641706]",1610612766.0,CHA,driving,,,Micić,V. Micić,,,,,,,,Made,10.0,Restricted Area,0-8 Center,0.8,,,,,B. Miller,1641706.0,4.0,,,,,,,
655,PT01M39.00S,2024-12-01T01:15:00.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612737,94,96,2024-12-01T01:15:08Z,6410000,False,,,0,,J. Green shooting personal FOUL (5 PF) (Hunter 2 FT),"[1630182, 1629631]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,200834.0,5.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Hunter,1629631.0,,
657,PT01M39.00S,2024-12-01T01:15:30.2Z,4,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,94,97,2024-12-01T01:15:30Z,6430000,False,,,0,,D. Hunter Free Throw 1 of 2 (10 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
658,PT01M39.00S,2024-12-01T01:15:45.4Z,4,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,94,98,2024-12-01T01:15:45Z,6440000,False,,,0,,D. Hunter Free Throw 2 of 2 (11 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
659,PT01M25.00S,2024-12-01T01:16:03.5Z,4,REGULAR,3pt,Jump Shot,[],203995,35.43035479632063,53.67647058823529,1610612766,97,98,2024-12-01T01:16:37Z,6450000,False,-18.0,281.0,1,left,V. Micić 28' 3PT pullup (13 PTS),[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,,,,Made,13.0,Above the Break 3,24+ Center,28.11,,,,,,,,,,,,,,
660,PT01M06.00S,2024-12-01T01:16:27.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612737,97,98,2024-12-01T01:17:05Z,6460000,False,,,0,,N. Richards shooting personal FOUL (6 PF) (Hunter 2 FT),"[1630208, 1629631]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,1626300.0,6.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Hunter,1629631.0,,
662,PT01M06.00S,2024-12-01T01:16:44.3Z,4,REGULAR,substitution,out,[],1630208,,,1610612737,97,98,2024-12-01T01:16:47Z,6480000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M06.00S,2024-12-01T01:16:44.3Z,4,REGULAR,substitution,in,[],1631217,,,1610612737,97,98,2024-12-01T01:16:47Z,6490000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M06.00S,2024-12-01T01:17:11.8Z,4,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,97,99,2024-12-01T01:17:11Z,6500000,False,,,0,,D. Hunter Free Throw 1 of 2 (12 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
665,PT01M06.00S,2024-12-01T01:17:11.8Z,4,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,97,99,2024-12-01T01:17:41Z,6510000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
666,PT01M04.00S,2024-12-01T01:17:13.8Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,97,99,2024-12-01T01:17:49Z,6520000,False,,,0,,C. Martin REBOUND (Off:1 Def:6),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,665.0,7.0,6.0,1.0,,,,,,,,,,
667,PT00M46.60S,2024-12-01T01:18:02.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,5.863994743758213,50.73529411764706,1610612766,97,99,2024-12-01T01:19:09Z,6530000,False,-4.0,3.0,1,left,MISS B. Miller driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,,,,Missed,,Restricted Area,0-8 Center,0.45,,,,,,,,,,,,,,
668,PT00M45.20S,2024-12-01T01:18:03.7Z,4,REGULAR,rebound,offensive,[],1631217,,,1610612766,97,99,2024-12-01T01:19:09Z,6540000,False,,,0,,M. Diabaté REBOUND (Off:8 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Restricted Area,0-8 Center,,667.0,8.0,0.0,8.0,,,,,,,,,,
669,PT00M44.20S,2024-12-01T01:18:07.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631217,5.590000152587891,50.0,1610612766,97,99,2024-12-01T01:19:28Z,6550000,False,0.0,0.0,1,left,MISS M. Diabaté tip Layup,[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,,,,Missed,,Restricted Area,0-8 Center,0.0,,,,,,,,,,,,,,
670,PT00M44.10S,2024-12-01T01:18:08.0Z,4,REGULAR,rebound,offensive,[],1641706,,,1610612766,97,99,2024-12-01T01:19:28Z,6560000,False,,,0,,B. Miller REBOUND (Off:3 Def:5),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Restricted Area,0-8 Center,,669.0,8.0,5.0,3.0,,,,,,,,,,
671,PT00M42.90S,2024-12-01T01:18:09.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641706,5.590000152587891,50.0,1610612766,99,99,2024-12-01T01:19:40Z,6570000,False,0.0,0.0,1,left,B. Miller tip Layup (29 PTS),[1641706],1610612766.0,CHA,tip,,,Miller,B. Miller,,,,,,,,Made,29.0,Restricted Area,0-8 Center,0.0,,,,,,,,,,,,,,
672,PT00M28.40S,2024-12-01T01:18:18.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.77463863337714,47.30392156862745,1610612737,99,101,2024-12-01T01:19:58Z,6580000,False,-13.0,6.0,1,right,D. Hunter driving Layup (14 PTS) (J. Johnson 9 AST),"[1629631, 1630552]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,,,,Made,14.0,Restricted Area,0-8 Center,1.48,,,,,J. Johnson,1630552.0,9.0,,,,,,,
674,PT00M20.50S,2024-12-01T01:18:28.4Z,4,REGULAR,turnover,bad pass,[],203995,,,1610612766,99,101,2024-12-01T01:19:15Z,6600000,False,,,0,,V. Micić bad pass TURNOVER (3 TO),"[203995, 1629027]",1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,3.0,Young,1629027.0,,,,
675,PT00M20.50S,2024-12-01T01:18:28.4Z,4,REGULAR,steal,,[],1629027,,,1610612737,99,101,2024-12-01T01:20:34Z,6610000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,
676,PT00M19.20S,2024-12-01T01:18:31.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629631,91.40932982917214,48.77450980392157,1610612737,99,103,2024-12-01T01:20:57Z,6620000,False,-6.0,28.0,1,right,D. Hunter running DUNK (16 PTS) (T. Young 5 AST),"[1629631, 1629027]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,,,,Made,16.0,Restricted Area,0-8 Center,2.89,,,,,T. Young,1629027.0,5.0,,,,,,,
678,PT00M19.20S,2024-12-01T01:18:37.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,99,103,2024-12-01T01:18:37Z,6640000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M19.20S,2024-12-01T01:19:52.9Z,4,REGULAR,substitution,out,[],1631217,,,1610612766,99,103,2024-12-01T01:20:13Z,6650000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M19.20S,2024-12-01T01:19:52.9Z,4,REGULAR,substitution,in,[],1641733,,,1610612766,99,103,2024-12-01T01:20:13Z,6660000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M16.90S,2024-12-01T01:21:06.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,99,103,2024-12-01T01:21:06Z,6700000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
