actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
89,PT05M34.00S,2025-01-26T00:23:48.0Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,12,13,2025-01-26T00:25:01Z,880000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,
90,PT05M22.00S,2025-01-26T00:23:59.4Z,1,REGULAR,3pt,Jump Shot,[],203468,66.17936925098554,51.9607843137255,1610612740,12,13,2025-01-26T00:25:53Z,890000,False,10.0,265.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,26.56,Missed,,,,,,,,,,,,,,,,
91,PT05M20.00S,2025-01-26T00:24:01.4Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,12,13,2025-01-26T00:25:53Z,900000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,
92,PT05M08.00S,2025-01-26T00:24:12.3Z,1,REGULAR,turnover,bad pass,[],203552,,,1610612766,12,13,2025-01-26T00:26:19Z,910000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 1628464]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Theis,1628464.0
93,PT05M08.00S,2025-01-26T00:24:12.3Z,1,REGULAR,steal,,[],1628464,,,1610612740,12,13,2025-01-26T00:24:13Z,920000,False,,,0,,D. Theis STEAL (1 STL),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT05M04.00S,2025-01-26T00:24:15.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629750,87.25361366622865,58.14950980392157,1610612740,12,15,2025-01-26T00:26:32Z,930000,False,41.0,67.0,1,right,J. Green 7' running DUNK (4 PTS) (D. Theis 1 AST),"[1629750, 1628464]",1610612740.0,NOP,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,7.86,Made,,,,,,,,,,,4.0,D. Theis,1628464.0,1.0,,
96,PT05M03.00S,2025-01-26T00:24:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,15,2025-01-26T00:24:19Z,950000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M03.00S,2025-01-26T00:26:21.9Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,12,15,2025-01-26T00:27:20Z,960000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M03.00S,2025-01-26T00:26:21.9Z,1,REGULAR,substitution,out,[],203468,,,1610612766,12,15,2025-01-26T00:27:20Z,970000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M03.00S,2025-01-26T00:26:21.9Z,1,REGULAR,substitution,out,[],1641722,,,1610612766,12,15,2025-01-26T00:27:20Z,980000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M03.00S,2025-01-26T00:26:21.9Z,1,REGULAR,substitution,in,[],1629610,,,1610612766,12,15,2025-01-26T00:27:20Z,990000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M03.00S,2025-01-26T00:26:21.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612766,12,15,2025-01-26T00:27:20Z,1000000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M03.00S,2025-01-26T00:26:21.9Z,1,REGULAR,substitution,in,[],1641810,,,1610612766,12,15,2025-01-26T00:27:20Z,1010000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M45.00S,2025-01-26T00:27:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,17.214191852825238,49.63235294117647,1610612766,14,15,2025-01-26T00:28:06Z,1020000,False,2.0,109.0,1,left,L. Ball 10' pullup Jump Shot (7 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,10.93,Made,,,,,,,,,,,7.0,,,,,
104,PT04M23.00S,2025-01-26T00:28:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,86.99080157687254,57.57506127450981,1610612740,14,15,2025-01-26T00:29:04Z,1030000,False,38.0,70.0,1,right,MISS T. Murphy III 7' driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,7.94,Missed,,,,,,,,,,,,,,,,
105,PT04M20.00S,2025-01-26T00:28:03.6Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,14,15,2025-01-26T00:29:04Z,1040000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT04M04.00S,2025-01-26T00:28:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,11.432325886990796,45.89460784313726,1610612766,14,15,2025-01-26T00:29:43Z,1050000,False,21.0,55.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,5.87,Missed,,,,,,,,,,,,,,,,
107,PT04M02.00S,2025-01-26T00:28:21.6Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,14,15,2025-01-26T00:29:43Z,1060000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,
108,PT04M01.00S,2025-01-26T00:28:21.8Z,1,REGULAR,turnover,bad pass,[],1631217,,,1610612766,14,15,2025-01-26T00:30:06Z,1070000,False,,,0,,M. Diabaté bad pass TURNOVER (1 TO),"[1631217, 1629750]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,Green,1629750.0
109,PT04M01.00S,2025-01-26T00:28:21.8Z,1,REGULAR,steal,,[],1629750,,,1610612740,14,15,2025-01-26T00:28:23Z,1080000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M54.00S,2025-01-26T00:28:27.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,66.12393232588698,80.859375,1610612740,14,15,2025-01-26T00:30:44Z,1090000,False,154.0,266.0,1,right,MISS T. Murphy III 30' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,30.74,Missed,,,,,,,,,,,,,,,,
111,PT03M51.00S,2025-01-26T00:28:30.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,14,15,2025-01-26T00:30:44Z,1100000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,110.0,3.0,3.0,0.0,,,,,,,,,,
112,PT03M46.00S,2025-01-26T00:28:34.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,7.5722733245729295,95.83333333333334,1610612766,17,15,2025-01-26T00:30:56Z,1110000,False,-229.0,19.0,1,left,S. Curry 3PT running (3 PTS) (D. Jeffries 1 AST),"[203552, 1629610]",1610612766.0,CHA,running,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,23.0,Made,,,,,,,,,,,3.0,D. Jeffries,1629610.0,1.0,,
114,PT03M24.00S,2025-01-26T00:28:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630631,65.65374507227332,26.225490196078432,1610612740,17,18,2025-01-26T00:29:01Z,1130000,False,-119.0,270.0,1,right,J. Alvarado 29' 3PT  (3 PTS) (T. Murphy III 3 AST),"[1630631, 1630530]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,29.54,Made,,,,,,,,,,,3.0,T. Murphy III,1630530.0,3.0,,
130,PT03M15.00S,2025-01-26T00:29:09.9Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,17,18,2025-01-26T00:38:24Z,1155000,False,,,0,,L. Ball lost ball out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right,202058.0,2.0,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2025-01-26T00:29:10.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612740,17,18,2025-01-26T00:32:51Z,1160000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M15.00S,2025-01-26T00:29:10.8Z,1,REGULAR,substitution,out,[],1631217,,,1610612740,17,18,2025-01-26T00:32:51Z,1170000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2025-01-26T00:29:10.8Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,17,18,2025-01-26T00:32:51Z,1180000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M15.00S,2025-01-26T00:29:10.8Z,1,REGULAR,substitution,in,[],1628970,,,1610612740,17,18,2025-01-26T00:32:51Z,1190000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M15.00S,2025-01-26T00:29:10.8Z,1,REGULAR,substitution,in,[],203995,,,1610612740,17,18,2025-01-26T00:32:51Z,1200000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2025-01-26T00:29:10.8Z,1,REGULAR,substitution,in,[],203468,,,1610612740,17,18,2025-01-26T00:32:51Z,1210000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M15.00S,2025-01-26T00:29:41.1Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612740,17,18,2025-01-26T00:47:34Z,1220000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M03.00S,2025-01-26T00:31:49.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641810,91.80354796320631,4.166666666666666,1610612740,17,18,2025-01-26T00:32:51Z,1240000,False,-229.0,25.0,1,right,MISS A. Reeves 3PT,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Left Corner 3,24+ Left,,,23.05,Missed,,,,,,,,,,,,,,,,
126,PT03M00.00S,2025-01-26T00:31:52.5Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612766,17,18,2025-01-26T00:32:19Z,1250000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,
127,PT02M41.00S,2025-01-26T00:32:10.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,12.352168199737193,54.021139705882355,1610612766,19,18,2025-01-26T00:32:45Z,1260000,False,-20.0,64.0,1,left,M. Bridges 6' driving DUNK (6 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.67,Made,,,,,,,,,,,6.0,,,,,
128,PT02M20.00S,2025-01-26T00:32:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629750,84.36268068331144,96.05545343137256,1610612740,19,21,2025-01-26T00:33:30Z,1270000,False,230.0,94.0,1,right,J. Green 24' 3PT  (7 PTS) (J. Alvarado 1 AST),"[1629750, 1630631]",1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right,,,24.89,Made,,,,,,,,,,,7.0,J. Alvarado,1630631.0,1.0,,
131,PT01M59.00S,2025-01-26T00:32:52.8Z,1,REGULAR,3pt,Jump Shot,[],203552,24.26084099868594,83.82352941176471,1610612766,22,21,2025-01-26T00:33:41Z,1290000,False,-169.0,176.0,1,left,S. Curry 24' 3PT  (6 PTS) (V. Micić 1 AST),"[203552, 203995]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,24.38,Made,,,,,,,,,,,6.0,V. Micić,203995.0,1.0,,
133,PT01M41.00S,2025-01-26T00:33:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.91721419185282,48.119638480392155,1610612740,22,21,2025-01-26T00:34:12Z,1310000,False,-9.0,108.0,1,right,MISS C. McCollum 10' driving floating Shot - blocked,"[203468, 1629006]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,10.85,Missed,Okogie,1629006.0,,,,,,,,,,,,,,
134,PT01M41.00S,2025-01-26T00:33:11.5Z,1,REGULAR,block,,[],1629006,,,1610612740,22,21,2025-01-26T00:33:13Z,1320000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M39.00S,2025-01-26T00:33:13.5Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,22,21,2025-01-26T00:34:12Z,1330000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,133.0,2.0,1.0,1.0,,,,,,,,,,
136,PT01M31.00S,2025-01-26T00:33:20.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629610,32.59280551905388,59.267769607843135,1610612766,25,21,2025-01-26T00:34:35Z,1340000,False,-46.0,254.0,1,left,D. Jeffries 25' 3PT running (3 PTS) (M. Bridges 2 AST),"[1629610, 1628970]",1610612766.0,CHA,running,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,,,25.81,Made,,,,,,,,,,,3.0,M. Bridges,1628970.0,2.0,,
138,PT01M16.00S,2025-01-26T00:33:37.4Z,1,REGULAR,2pt,Jump Shot,[],203468,91.06438896189225,74.73192401960785,1610612740,25,21,2025-01-26T00:35:04Z,1360000,False,124.0,31.0,1,right,MISS C. McCollum 12' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,12.76,Missed,,,,,,,,,,,,,,,,
139,PT01M14.00S,2025-01-26T00:33:39.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,25,21,2025-01-26T00:35:04Z,1370000,False,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,138.0,3.0,2.0,1.0,,,,,,,,,,
140,PT01M07.00S,2025-01-26T00:33:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203995,10.381077529566369,46.64905024509803,1610612766,25,21,2025-01-26T00:35:36Z,1380000,False,17.0,45.0,1,left,MISS V. Micić driving Layup,[203995],1610612766.0,CHA,driving,,,Micić,V. Micić,,,,,In The Paint (Non-RA),0-8 Center,,,4.81,Missed,,,,,,,,,,,,,,,,
141,PT01M06.00S,2025-01-26T00:33:46.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,21,2025-01-26T00:35:36Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,140.0,,,,,,,,,,,,,
142,PT01M06.00S,2025-01-26T00:33:54.7Z,1,REGULAR,turnover,traveling,[],203995,,,1610612766,25,21,2025-01-26T00:34:08Z,1400000,False,,,0,,V. Micić traveling TURNOVER (1 TO),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Restricted Area,0-8 Center,1627519.0,1.0,,,,,,,,,,,,,,,,,,
143,PT01M06.00S,2025-01-26T00:33:59.6Z,1,REGULAR,substitution,out,[],1629006,,,1610612740,25,21,2025-01-26T00:34:19Z,1410000,False,,,0,,SUB out: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M06.00S,2025-01-26T00:33:59.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,25,21,2025-01-26T00:34:19Z,1420000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M06.00S,2025-01-26T00:33:59.6Z,1,REGULAR,substitution,in,[],1630182,,,1610612740,25,21,2025-01-26T00:34:19Z,1430000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M06.00S,2025-01-26T00:33:59.6Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,25,21,2025-01-26T00:34:19Z,1440000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M53.50S,2025-01-26T00:34:30.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,86.85939553219448,57.904411764705884,1610612740,25,23,2025-01-26T00:36:16Z,1450000,False,40.0,71.0,1,right,Z. Williamson 8' turnaround fadeaway Jump Shot (5 PTS) (J. Green 1 AST),"[1629627, 1629750]",1610612740.0,NOP,turnaround fadeaway,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,8.12,Made,,,,,,,,,,,5.0,J. Green,1629750.0,1.0,,
149,PT00M42.60S,2025-01-26T00:34:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630182,9.280551905387648,96.32352941176471,1610612766,28,23,2025-01-26T00:34:47Z,1470000,False,-232.0,35.0,1,left,J. Green 3PT  (3 PTS) (M. Bridges 3 AST),"[1630182, 1628970]",1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,23.42,Made,,,,,,,,,,,3.0,M. Bridges,1628970.0,3.0,,
151,PT00M35.40S,2025-01-26T00:34:54.5Z,1,REGULAR,3pt,Jump Shot,[],203468,66.67214191852825,77.94117647058823,1610612740,28,23,2025-01-26T00:36:54Z,1490000,False,140.0,261.0,1,right,MISS C. McCollum 29' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,29.59,Missed,,,,,,,,,,,,,,,,
152,PT00M32.50S,2025-01-26T00:34:57.4Z,1,REGULAR,rebound,defensive,[],203995,,,1610612766,28,23,2025-01-26T00:36:54Z,1500000,False,,,0,,V. Micić REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Right Center,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,
153,PT00M11.50S,2025-01-26T00:35:17.2Z,1,REGULAR,3pt,Jump Shot,[],203995,32.933639947437584,43.13725490196079,1610612766,31,23,2025-01-26T00:37:09Z,1510000,False,34.0,257.0,1,left,V. Micić 25' 3PT step back (3 PTS),[203995],1610612766.0,CHA,step back,,,Micić,V. Micić,,,,,Above the Break 3,24+ Center,,,25.94,Made,,,,,,,,,,,3.0,,,,,
154,PT00M02.90S,2025-01-26T00:35:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,83.5742444152431,47.974111519607845,1610612740,31,23,2025-01-26T00:37:31Z,1520000,False,-10.0,102.0,1,right,MISS Z. Williamson 10' turnaround Shot,[1629627],1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,10.24,Missed,,,,,,,,,,,,,,,,
155,PT00M00.70S,2025-01-26T00:35:36.1Z,1,REGULAR,rebound,defensive,[],203995,,,1610612766,31,23,2025-01-26T00:37:31Z,1530000,False,,,0,,V. Micić REBOUND (Off:0 Def:2),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,
156,PT00M00.00S,2025-01-26T00:35:40.7Z,1,REGULAR,period,end,[],0,,,1610612766,31,23,2025-01-26T00:35:40Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612766,31,23,2025-01-26T00:38:22Z,1550000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,out,['startperiod'],203468,,,1610612766,31,23,2025-01-26T00:38:22Z,1560000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612766,31,23,2025-01-26T00:38:22Z,1570000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,out,['startperiod'],1641810,,,1610612766,31,23,2025-01-26T00:38:22Z,1580000,False,,,0,,SUB out: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,in,['startperiod'],201959,,,1610612766,31,23,2025-01-26T00:38:22Z,1590000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,in,['startperiod'],1642274,,,1610612766,31,23,2025-01-26T00:38:22Z,1600000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,in,['startperiod'],1641722,,,1610612766,31,23,2025-01-26T00:38:22Z,1610000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-01-26T00:36:30.4Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612766,31,23,2025-01-26T00:38:22Z,1620000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-01-26T00:38:23.3Z,2,REGULAR,period,start,[],0,,,1610612766,31,23,2025-01-26T00:38:23Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M36.00S,2025-01-26T00:38:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,10.118265440210251,58.455882352941174,1610612766,33,23,2025-01-26T00:39:07Z,1640000,False,-42.0,43.0,1,left,M. Bridges 6' driving Layup (8 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.0,Made,,,,,,,,,,,8.0,,,,,
167,PT11M21.00S,2025-01-26T00:39:03.7Z,2,REGULAR,2pt,Jump Shot,[],1641722,88.96189224704337,86.98682598039215,1610612740,33,23,2025-01-26T00:39:38Z,1650000,False,185.0,51.0,1,right,MISS J. Hawkins 19' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right,,,19.19,Missed,,,,,,,,,,,,,,,,
168,PT11M18.00S,2025-01-26T00:39:06.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,33,23,2025-01-26T00:39:34Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,167.0,,,,,,,,,,,,,
170,PT11M12.00S,2025-01-26T00:39:27.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,69.72733245729303,21.323529411764707,1610612740,33,23,2025-01-26T00:40:02Z,1680000,False,-143.0,232.0,1,right,MISS T. Murphy III 27' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,27.28,Missed,,,,,,,,,,,,,,,,
171,PT11M09.00S,2025-01-26T00:39:30.9Z,2,REGULAR,rebound,defensive,[],201959,,,1610612766,33,23,2025-01-26T00:40:02Z,1690000,False,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,,,,,,,170.0,3.0,3.0,0.0,,,,,,,,,,
