actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
323,PT00M35.90S,2025-02-22T03:41:18.8Z,2,REGULAR,3pt,Jump Shot,[],1630224,34.37910643889619,68.13725490196079,1610612745,68,65,2025-02-22T03:41:27Z,3200000,False,-91.0,271.0,1,left,J. Green 28' 3PT  (19 PTS) (D. Brooks 2 AST),"[1630224, 1628415]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.55,Made,19.0,,,,,,D. Brooks,1628415.0,2.0,,,,,,,,,
325,PT00M35.90S,2025-02-22T03:41:36.4Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612745,68,65,2025-02-22T03:45:36Z,3220000,False,,,0,,N. Alexander-Walker loose ball personal FOUL (1 PF) (Brooks 1 FT),"[1629638, 1628415]",1610612750.0,MIN,loose ball,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,202007.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,
328,PT00M35.90S,2025-02-22T03:41:52.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,68,65,2025-02-22T03:41:55Z,3250000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M35.90S,2025-02-22T03:41:52.6Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,68,65,2025-02-22T03:41:55Z,3260000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M35.90S,2025-02-22T03:42:06.0Z,2,REGULAR,freethrow,1 of 1,[],1628415,,,1610612745,68,65,2025-02-22T03:45:47Z,3265000,False,,,0,,MISS D. Brooks Free Throw 1 of 1,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT00M35.90S,2025-02-22T03:42:06.0Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,68,65,2025-02-22T03:45:02Z,3267500,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,335.0,4.0,4.0,0.0,,,,
330,PT00M22.00S,2025-02-22T03:42:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.59198423127464,46.568627450980394,1610612750,68,67,2025-02-22T03:42:31Z,3270000,False,-17.0,17.0,1,right,A. Edwards cutting Layup (25 PTS) (N. Reid 3 AST),"[1630162, 1629675]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.43,Made,25.0,,,,,,N. Reid,1629675.0,3.0,,,,,,,,,
332,PT00M02.30S,2025-02-22T03:42:39.9Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,68,67,2025-02-22T03:52:52Z,3290000,False,,,0,,J. Green bad pass TURNOVER (4 TO),"[1630224, 1630183]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,4.0,,,,,,,McDaniels,1630183.0
333,PT00M02.30S,2025-02-22T03:42:39.9Z,2,REGULAR,steal,,[],1630183,,,1610612750,68,67,2025-02-22T03:42:42Z,3300000,False,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2025-02-22T03:44:05.1Z,2,REGULAR,period,end,[],0,,,1610612750,68,67,2025-02-22T03:44:05Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-02-22T03:58:00.9Z,3,REGULAR,substitution,out,['startperiod'],1631095,,,1610612750,68,67,2025-02-22T03:59:04Z,3320000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-02-22T03:58:00.9Z,3,REGULAR,substitution,out,['startperiod'],1641740,,,1610612750,68,67,2025-02-22T03:59:04Z,3330000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-02-22T03:58:00.9Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612750,68,67,2025-02-22T03:59:04Z,3340000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-02-22T03:58:00.9Z,3,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,68,67,2025-02-22T03:59:04Z,3350000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-02-22T03:59:07.1Z,3,REGULAR,period,start,[],0,,,1610612750,68,67,2025-02-22T03:59:38Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-02-22T03:59:08.8Z,3,REGULAR,foul,technical,['1freethrow'],1630224,,,1610612750,68,67,2025-02-22T04:19:55Z,3395000,False,,,0,,J. Green technical FOUL (1 Tech),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,1626301.0,0.0,1.0,,,,,,,,,,,,,,
342,PT12M00.00S,2025-02-22T03:59:22.8Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,68,67,2025-02-22T04:20:02Z,3397500,False,,,0,,MISS A. Edwards technical Free Throw 1 of 1,[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-02-22T03:59:22.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,68,67,2025-02-22T04:20:02Z,3398750,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,
345,PT11M46.00S,2025-02-22T03:59:51.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,6.652431011826544,44.85294117647059,1610612750,68,69,2025-02-22T03:59:56Z,3400000,False,26.0,10.0,1,left,J. McDaniels driving Layup (14 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.76,Made,14.0,,,,,,A. Edwards,1630162.0,2.0,,,,,,,,,
347,PT11M23.00S,2025-02-22T04:00:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.77463863337714,47.30392156862745,1610612745,70,69,2025-02-22T04:00:21Z,3420000,False,-13.0,6.0,1,right,J. Green driving finger roll Layup (21 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.48,Made,21.0,,,,,,,,,,,,,,,,,
348,PT11M10.00S,2025-02-22T04:00:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.068988173455978,36.51960784313725,1610612750,70,69,2025-02-22T04:00:33Z,3430000,False,67.0,42.0,1,left,MISS A. Edwards 7' driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
349,PT11M10.00S,2025-02-22T04:00:27.0Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612745,70,69,2025-02-22T04:00:33Z,3440000,False,,,0,,D. Brooks REBOUND (Off:0 Def:5),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,348.0,5.0,5.0,0.0,,,,
350,PT10M54.00S,2025-02-22T04:00:43.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,92.06636005256242,43.627450980392155,1610612745,72,69,2025-02-22T04:00:49Z,3450000,False,-32.0,22.0,1,right,A. Thompson turnaround bank Jump Shot (9 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,turnaround bank,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.88,Made,9.0,,,,,,A. Sengun,1630578.0,1.0,,,,,,,,,
352,PT10M38.00S,2025-02-22T04:01:00.0Z,3,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612750,72,69,2025-02-22T04:01:11Z,3470000,False,,,0,,T. Eason shooting personal FOUL (3 PF) (Reid 2 FT),"[1631106, 1629675]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,3.0,0.0,Reid,1629675.0,,,,,,,,,,,,
354,PT10M38.00S,2025-02-22T04:01:28.4Z,3,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,72,70,2025-02-22T04:01:28Z,3490000,False,,,0,,N. Reid Free Throw 1 of 2 (15 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
355,PT10M38.00S,2025-02-22T04:01:40.7Z,3,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,72,71,2025-02-22T04:01:40Z,3500000,False,,,0,,N. Reid Free Throw 2 of 2 (16 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
356,PT10M24.00S,2025-02-22T04:01:56.1Z,3,REGULAR,2pt,Jump Shot,[],1630224,76.95466491458606,80.14705882352942,1610612745,72,71,2025-02-22T04:03:21Z,3510000,False,151.0,164.0,1,right,MISS J. Green 22' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,22.28,Missed,,,,,,,,,,,,,,,,,,
357,PT10M22.00S,2025-02-22T04:01:58.1Z,3,REGULAR,rebound,defensive,[],201144,,,1610612750,72,71,2025-02-22T04:02:04Z,3520000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,356.0,1.0,1.0,0.0,,,,
358,PT10M12.00S,2025-02-22T04:02:08.0Z,3,REGULAR,turnover,bad pass,[],201144,,,1610612750,72,71,2025-02-22T04:02:14Z,3530000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1628415]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,,,Brooks,1628415.0
359,PT10M12.00S,2025-02-22T04:02:08.0Z,3,REGULAR,steal,,[],1628415,,,1610612745,72,71,2025-02-22T04:02:10Z,3540000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
360,PT10M07.00S,2025-02-22T04:02:13.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,92.46057818659659,46.07843137254902,1610612745,72,71,2025-02-22T04:02:19Z,3550000,False,-20.0,18.0,1,right,MISS J. Green running finger roll Layup,[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
361,PT10M03.00S,2025-02-22T04:02:17.5Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,72,71,2025-02-22T04:02:19Z,3560000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,360.0,5.0,5.0,0.0,,,,
363,PT09M59.00S,2025-02-22T04:02:20.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629675,5.863994743758213,50.49019607843137,1610612750,72,73,2025-02-22T04:02:27Z,3580000,False,-2.0,3.0,1,left,N. Reid running DUNK (18 PTS) (J. McDaniels 3 AST),"[1629675, 1630183]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.36,Made,18.0,,,,,,J. McDaniels,1630183.0,3.0,,,,,,,,,
365,PT09M50.00S,2025-02-22T04:02:30.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,52.450980392156865,1610612745,72,73,2025-02-22T04:02:36Z,3600000,False,12.0,13.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
366,PT09M49.00S,2025-02-22T04:02:31.7Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,72,73,2025-02-22T04:02:36Z,3610000,False,,,0,,N. Reid REBOUND (Off:0 Def:6),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,365.0,6.0,6.0,0.0,,,,
367,PT09M41.00S,2025-02-22T04:02:41.8Z,3,REGULAR,foul,personal,[],1628415,,,1610612750,72,73,2025-02-22T04:02:53Z,3620000,False,,,0,,D. Brooks personal FOUL (4 PF),"[1628415, 1630183]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,1626301.0,4.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,
369,PT09M41.00S,2025-02-22T04:02:55.9Z,3,REGULAR,substitution,out,[],1628415,,,1610612750,72,73,2025-02-22T04:02:58Z,3640000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT09M41.00S,2025-02-22T04:02:55.9Z,3,REGULAR,substitution,in,[],1631095,,,1610612750,72,73,2025-02-22T04:02:58Z,3650000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M38.00S,2025-02-22T04:03:05.6Z,3,REGULAR,3pt,Jump Shot,[],201144,32.14520367936925,68.87254901960785,1610612750,72,73,2025-02-22T04:03:13Z,3660000,False,-94.0,250.0,1,left,MISS M. Conley 26' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
372,PT09M38.00S,2025-02-22T04:03:05.6Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,72,73,2025-02-22T04:03:13Z,3670000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,371.0,2.0,2.0,0.0,,,,
373,PT09M29.00S,2025-02-22T04:03:14.8Z,3,REGULAR,3pt,Jump Shot,[],1630224,71.82982917214193,10.53921568627451,1610612745,72,73,2025-02-22T04:03:20Z,3680000,False,-197.0,212.0,1,right,MISS J. Green 28' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.98,Missed,,,,,,,,,,,,,,,,,,
374,PT09M28.00S,2025-02-22T04:03:15.8Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,72,73,2025-02-22T04:03:20Z,3690000,False,,,0,,A. Thompson REBOUND (Off:1 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,373.0,6.0,5.0,1.0,,,,
375,PT09M15.00S,2025-02-22T04:03:29.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,67.88764783180025,67.40196078431373,1610612745,72,73,2025-02-22T04:03:37Z,3700000,False,87.0,249.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
376,PT09M14.00S,2025-02-22T04:03:30.3Z,3,REGULAR,rebound,defensive,[],201144,,,1610612750,72,73,2025-02-22T04:03:37Z,3710000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,375.0,2.0,2.0,0.0,,,,
377,PT09M05.00S,2025-02-22T04:03:39.1Z,3,REGULAR,3pt,Jump Shot,[],1630162,31.882391590013142,36.27450980392157,1610612750,72,73,2025-02-22T04:03:45Z,3720000,False,69.0,247.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
378,PT09M04.00S,2025-02-22T04:03:40.1Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,72,73,2025-02-22T04:03:45Z,3730000,False,,,0,,A. Thompson REBOUND (Off:1 Def:6),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,377.0,7.0,6.0,1.0,,,,
379,PT08M46.00S,2025-02-22T04:04:00.6Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612745,72,73,2025-02-22T04:04:06Z,3740000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Eason 2 FT),"[1629675, 1631106]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,202007.0,3.0,0.0,Eason,1631106.0,,,,,,,,,,,,
381,PT08M46.00S,2025-02-22T04:04:29.6Z,3,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,73,73,2025-02-22T04:04:29Z,3760000,False,,,0,,T. Eason Free Throw 1 of 2 (9 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
382,PT08M46.00S,2025-02-22T04:04:50.7Z,3,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,74,73,2025-02-22T04:04:50Z,3770000,False,,,0,,T. Eason Free Throw 2 of 2 (10 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
383,PT08M36.00S,2025-02-22T04:05:03.4Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,74,73,2025-02-22T04:05:06Z,3780000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1631106]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,,,,,,,Eason,1631106.0
384,PT08M36.00S,2025-02-22T04:05:03.4Z,3,REGULAR,steal,,[],1631106,,,1610612745,74,73,2025-02-22T04:05:04Z,3790000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
385,PT08M31.00S,2025-02-22T04:05:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,93.11760840998686,54.166666666666664,1610612745,76,73,2025-02-22T04:05:12Z,3800000,False,21.0,12.0,1,right,T. Eason running Layup (12 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.41,Made,12.0,,,,,,,,,,,,,,,,,
386,PT08M12.00S,2025-02-22T04:05:26.7Z,3,REGULAR,3pt,Jump Shot,[],1630183,28.597240473061763,74.50980392156863,1610612750,76,73,2025-02-22T04:05:32Z,3810000,False,-123.0,216.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
387,PT08M11.00S,2025-02-22T04:05:27.7Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,76,73,2025-02-22T04:05:32Z,3820000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,386.0,5.0,5.0,0.0,,,,
388,PT08M01.00S,2025-02-22T04:05:38.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641708,92.19776609724047,61.51960784313726,1610612745,76,73,2025-02-22T04:08:06Z,3830000,False,58.0,21.0,1,right,MISS A. Thompson 6' driving Hook,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,,,,,,,,,,,,,,
389,PT07M59.00S,2025-02-22T04:05:40.3Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,76,73,2025-02-22T04:05:40Z,3840000,False,,,0,,T. Eason REBOUND (Off:2 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,388.0,2.0,0.0,2.0,,,,
390,PT07M59.00S,2025-02-22T04:05:40.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,92.9862023653088,52.94117647058824,1610612745,76,73,2025-02-22T04:05:46Z,3850000,False,15.0,13.0,1,right,MISS T. Eason putback Layup - blocked,"[1631106, 1629675]",1610612745.0,HOU,putback,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,Reid,1629675.0,,
391,PT07M59.00S,2025-02-22T04:05:40.8Z,3,REGULAR,block,,[],1629675,,,1610612745,76,73,2025-02-22T04:05:42Z,3860000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
392,PT07M59.00S,2025-02-22T04:05:40.8Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612750,76,73,2025-02-22T04:05:46Z,3870000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,390.0,3.0,2.0,1.0,,,,
393,PT07M53.00S,2025-02-22T04:05:46.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,12.040078843626807,56.86274509803921,1610612750,76,73,2025-02-22T06:10:36Z,3880000,False,-34.0,61.0,1,left,MISS A. Edwards 6' running Layup - blocked,"[1630162, 1641708]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,Thompson,1641708.0,,
394,PT07M53.00S,2025-02-22T04:05:46.4Z,3,REGULAR,block,,[],1641708,,,1610612750,76,73,2025-02-22T04:06:32Z,3890000,False,,,0,,A. Thompson BLOCK (2 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT07M53.00S,2025-02-22T04:05:46.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,76,73,2025-02-22T04:05:55Z,3900000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,393.0,,,,,,,
397,PT07M40.00S,2025-02-22T04:06:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.85479632063075,51.9607843137255,1610612745,78,73,2025-02-22T04:06:13Z,3920000,False,10.0,15.0,1,right,J. Green driving finger roll Layup (23 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.77,Made,23.0,,,,,,,,,,,,,,,,,
398,PT07M26.00S,2025-02-22T04:06:22.9Z,3,REGULAR,3pt,Jump Shot,[],1629638,26.231931668856767,81.12745098039215,1610612750,78,76,2025-02-22T04:06:27Z,3930000,False,-156.0,194.0,1,left,N. Alexander-Walker 24' 3PT  (13 PTS) (M. Conley 3 AST),"[1629638, 201144]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.88,Made,13.0,,,,,,M. Conley,201144.0,3.0,,,,,,,,,
400,PT07M08.00S,2025-02-22T04:06:43.2Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612745,78,76,2025-02-22T04:06:53Z,3950000,False,,,0,,N. Reid shooting personal FOUL (4 PF) (Sengun 2 FT),"[1629675, 1630578]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,1626301.0,4.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
402,PT07M08.00S,2025-02-22T04:07:12.8Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,79,76,2025-02-22T04:07:12Z,3970000,False,,,0,,A. Sengun Free Throw 1 of 2 (14 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
403,PT07M08.00S,2025-02-22T04:07:19.0Z,3,REGULAR,substitution,out,[],1629675,,,1610612745,79,76,2025-02-22T04:07:28Z,3980000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M08.00S,2025-02-22T04:07:19.0Z,3,REGULAR,substitution,in,[],1630568,,,1610612745,79,76,2025-02-22T04:07:28Z,3990000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M08.00S,2025-02-22T04:07:48.1Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,80,76,2025-02-22T04:07:48Z,4000000,False,,,0,,A. Sengun Free Throw 2 of 2 (15 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
406,PT06M55.00S,2025-02-22T04:08:03.5Z,3,REGULAR,3pt,Jump Shot,[],1630183,7.835085413929041,4.901960784313726,1610612750,80,76,2025-02-22T04:08:12Z,4010000,False,225.0,21.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,22.65,Missed,,,,,,,,,,,,,,,,,,
