actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M01.00S,2024-12-12T03:06:28.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,13,13,2024-12-12T03:06:33Z,810000,False,,,0,,D. Brooks REBOUND (Off:1 Def:2),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,
87,PT04M50.00S,2024-12-12T03:06:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,6.652431011826544,64.4607843137255,1610612745,15,13,2024-12-12T03:06:45Z,820000,False,-72.0,10.0,1,left,J. Smith Jr. 7' turnaround Jump Shot (7 PTS),[1631095],1610612745.0,HOU,turnaround,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,,,,,,7.0,,,,,,,,
88,PT04M41.00S,2024-12-12T03:06:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.19776609724047,53.18627450980392,1610612744,15,15,2024-12-12T03:06:56Z,830000,False,16.0,21.0,1,right,J. Kuminga driving Layup (8 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,8.0,,,,,,,,
89,PT04M41.00S,2024-12-12T03:06:53.8Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612744,15,15,2024-12-12T03:07:09Z,840000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Kuminga 1 FT),"[1628415, 1630228]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628159.0,,,,1.0,0.0,Kuminga,1630228.0
91,PT04M41.00S,2024-12-12T03:07:14.2Z,1,REGULAR,freethrow,1 of 1,[],1630228,,,1610612744,15,15,2024-12-12T03:07:17Z,860000,False,,,0,,MISS J. Kuminga Free Throw 1 of 1,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2024-12-12T03:07:14.2Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,15,15,2024-12-12T03:07:17Z,870000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,
93,PT04M25.00S,2024-12-12T03:07:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,9.149145860709593,61.274509803921575,1610612745,17,15,2024-12-12T03:07:34Z,880000,False,-56.0,34.0,1,left,D. Brooks 6' driving floating Jump Shot (2 PTS) (A. Thompson 1 AST),"[1628415, 1641708]",1610612745.0,HOU,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.56,Made,,,,,,,,,,2.0,,A. Thompson,1641708.0,1.0,,,,
95,PT04M25.00S,2024-12-12T03:07:33.7Z,1,REGULAR,foul,personal,['1freethrow'],1627741,,,1610612745,17,15,2024-12-12T03:07:44Z,900000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Brooks 1 FT),"[1627741, 1628415]",1610612744.0,GSW,shooting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,,,,1.0,0.0,Brooks,1628415.0
97,PT04M25.00S,2024-12-12T03:07:54.3Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612745,18,15,2024-12-12T03:07:54Z,920000,False,,,0,,D. Brooks Free Throw 1 of 1 (3 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
98,PT04M02.00S,2024-12-12T03:08:20.5Z,1,REGULAR,3pt,Jump Shot,[],1630228,60.13469119579501,67.64705882352942,1610612744,18,15,2024-12-12T03:09:20Z,930000,False,88.0,322.0,1,right,MISS J. Kuminga 33' turnaround fadeaway 3PT,[1630228],1610612744.0,GSW,turnaround fadeaway,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,33.41,Missed,,,,,,,,,,,,,,,,,,
99,PT04M01.00S,2024-12-12T03:08:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,18,15,2024-12-12T03:09:20Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,98.0,,,,,,,,,,,,,,,
100,PT04M01.00S,2024-12-12T03:08:28.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,18,15,2024-12-12T03:08:38Z,950000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201638.0,,,,,,,
101,PT03M53.00S,2024-12-12T03:08:39.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,27.151773981603156,13.970588235294118,1610612745,18,15,2024-12-12T03:09:51Z,960000,False,180.0,203.0,1,left,MISS D. Brooks 27' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,,
102,PT03M51.00S,2024-12-12T03:08:41.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,18,15,2024-12-12T03:09:51Z,970000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,
103,PT03M38.00S,2024-12-12T03:08:54.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,68.41327201051249,22.794117647058822,1610612744,18,15,2024-12-12T03:11:02Z,980000,False,-136.0,244.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.97,Missed,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2024-12-12T03:08:58.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,18,15,2024-12-12T03:11:12Z,990000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,103.0,,,,,,,,,,,,,,,
106,PT03M21.00S,2024-12-12T03:09:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,9.411957950065702,58.57843137254902,1610612745,18,15,2024-12-12T03:11:50Z,1010000,False,-43.0,36.0,1,left,MISS A. Thompson driving finger roll Layup,[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
107,PT03M19.00S,2024-12-12T03:09:19.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,15,2024-12-12T03:11:50Z,1020000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,
108,PT03M08.00S,2024-12-12T03:09:29.1Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,18,15,2024-12-12T03:14:30Z,1030000,False,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1641708]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Thompson,1641708.0,,,,,,,,,
109,PT03M08.00S,2024-12-12T03:09:29.1Z,1,REGULAR,steal,,[],1641708,,,1610612745,18,15,2024-12-12T03:09:31Z,1040000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
110,PT02M56.00S,2024-12-12T03:09:43.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,31.225361366622867,64.70588235294117,1610612745,18,15,2024-12-12T03:12:50Z,1050000,False,-74.0,241.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,,
111,PT02M54.00S,2024-12-12T03:09:45.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,15,2024-12-12T03:12:50Z,1060000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,110.0,2.0,2.0,0.0,,,,,,,,,,,,
112,PT02M40.00S,2024-12-12T03:09:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,90.48948751642575,62.254901960784316,1610612744,18,15,2024-12-12T03:13:11Z,1070000,False,61.0,37.0,1,right,MISS B. Podziemski 7' driving floating bank Shot,[1641764],1610612744.0,GSW,driving floating bank,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
113,PT02M38.00S,2024-12-12T03:10:00.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,18,15,2024-12-12T03:13:11Z,1080000,False,,,0,,D. Brooks REBOUND (Off:1 Def:3),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,112.0,4.0,3.0,1.0,,,,,,,,,,,,
114,PT02M17.00S,2024-12-12T03:10:22.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,36.35019710906702,18.137254901960784,1610612745,18,15,2024-12-12T03:13:35Z,1090000,False,159.0,289.0,1,left,MISS F. VanVleet 33' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,33.02,Missed,,,,,,,,,,,,,,,,,,
115,PT02M15.00S,2024-12-12T03:10:24.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,15,2024-12-12T03:13:35Z,1100000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,114.0,3.0,3.0,0.0,,,,,,,,,,,,
116,PT02M09.00S,2024-12-12T03:10:31.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,18,15,2024-12-12T03:10:31Z,1110000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612744,18,15,2024-12-12T03:13:49Z,1120000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,out,[],1631095,,,1610612744,18,15,2024-12-12T03:13:49Z,1130000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,18,15,2024-12-12T03:13:49Z,1140000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,out,[],1627741,,,1610612744,18,15,2024-12-12T03:13:49Z,1150000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,in,[],1630578,,,1610612744,18,15,2024-12-12T03:13:49Z,1160000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612744,18,15,2024-12-12T03:13:49Z,1170000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,in,[],203937,,,1610612744,18,15,2024-12-12T03:13:49Z,1180000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M09.00S,2024-12-12T03:13:26.9Z,1,REGULAR,substitution,in,[],201939,,,1610612744,18,15,2024-12-12T03:13:49Z,1190000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M03.00S,2024-12-12T03:14:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630322,61.84296977660972,72.05882352941177,1610612744,18,15,2024-12-12T03:15:01Z,1200000,False,110.0,306.0,1,right,MISS L. Waters III 32' 3PT,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,32.55,Missed,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2024-12-12T03:14:11.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,18,15,2024-12-12T03:15:01Z,1210000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,125.0,3.0,2.0,1.0,,,,,,,,,,,,
127,PT01M54.00S,2024-12-12T03:14:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630578,30.699737187910642,27.941176470588236,1610612745,18,15,2024-12-12T03:15:21Z,1220000,False,110.0,236.0,1,left,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
128,PT01M52.00S,2024-12-12T03:14:20.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,15,2024-12-12T03:15:21Z,1230000,False,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,127.0,4.0,4.0,0.0,,,,,,,,,,,,
129,PT01M43.00S,2024-12-12T03:14:33.3Z,1,REGULAR,violation,kicked ball,[],1630578,,,1610612744,18,15,2024-12-12T03:15:40Z,1240000,False,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,1628159.0,,,,,,,
130,PT01M32.00S,2024-12-12T03:14:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,82.86793692509855,59.55882352941176,1610612744,18,15,2024-12-12T03:16:16Z,1250000,False,48.0,109.0,1,right,MISS B. Podziemski 11' pullup Shot,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,11.86,Missed,,,,,,,,,,,,,,,,,,
131,PT01M30.00S,2024-12-12T03:15:00.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,18,15,2024-12-12T03:16:16Z,1260000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,130.0,4.0,3.0,1.0,,,,,,,,,,,,
132,PT01M11.00S,2024-12-12T03:15:19.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,15.982260183968464,43.872549019607845,1610612745,18,15,2024-12-12T03:16:33Z,1270000,False,31.0,98.0,1,left,MISS A. Sengun 10' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.24,Missed,,,,,,,,,,,,,,,,,,
133,PT01M09.00S,2024-12-12T03:15:21.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,15,2024-12-12T03:16:33Z,1280000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,
134,PT01M00.00S,2024-12-12T03:15:28.7Z,1,REGULAR,3pt,Jump Shot,[],201939,82.47371879106439,94.85294117647058,1610612744,18,18,2024-12-12T03:17:12Z,1290000,False,224.0,112.0,1,right,S. Curry 25' 3PT step back (6 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.08,Made,,,,,,,,,,6.0,,,,,,,,
136,PT00M47.30S,2024-12-12T03:16:07.2Z,1,REGULAR,3pt,Jump Shot,[],1628988,27.54599211563732,23.284313725490197,1610612745,18,18,2024-12-12T03:17:41Z,1310000,False,134.0,206.0,1,left,MISS A. Holiday 24' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,24.59,Missed,,,,,,,,,,,,,,,,,,
137,PT00M44.30S,2024-12-12T03:16:10.2Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,18,18,2024-12-12T03:17:41Z,1320000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,
138,PT00M42.80S,2024-12-12T03:16:11.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,22.815374507227332,89.95098039215686,1610612745,18,18,2024-12-12T03:18:04Z,1330000,False,-200.0,162.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
139,PT00M40.50S,2024-12-12T03:16:13.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,18,2024-12-12T03:18:04Z,1340000,False,,,0,,K. Looney REBOUND (Off:0 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,138.0,5.0,5.0,0.0,,,,,,,,,,,,
143,PT00M27.20S,2024-12-12T03:17:03.1Z,1,REGULAR,foul,personal,[],1628988,,,1610612744,18,18,2024-12-12T03:17:08Z,1380000,False,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 203937]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Anderson,203937.0
145,PT00M21.70S,2024-12-12T03:17:10.7Z,1,REGULAR,turnover,out-of-bounds,[],203937,,,1610612744,18,18,2024-12-12T03:17:19Z,1400000,False,,,0,,K. Anderson bad pass out-of-bounds TURNOVER (1 TO),[203937],1610612744.0,GSW,bad pass,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,201638.0,,,,,,,
146,PT00M21.70S,2024-12-12T03:17:20.4Z,1,REGULAR,substitution,out,[],201939,,,1610612745,18,18,2024-12-12T03:17:29Z,1410000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M21.70S,2024-12-12T03:17:20.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612745,18,18,2024-12-12T03:17:29Z,1420000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M06.90S,2024-12-12T03:17:47.1Z,1,REGULAR,foul,personal,[],1627780,,,1610612745,18,18,2024-12-12T03:17:54Z,1430000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1641708]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628159.0,,,,1.0,0.0,Thompson,1641708.0
150,PT00M04.70S,2024-12-12T03:18:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631106,5.863994743758213,49.01960784313725,1610612745,20,18,2024-12-12T03:18:15Z,1450000,False,5.0,3.0,1,left,T. Eason cutting Layup (2 PTS) (A. Thompson 2 AST),"[1631106, 1641708]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,,,,2.0,,A. Thompson,1641708.0,2.0,,,,
152,PT00M01.30S,2024-12-12T03:18:16.3Z,1,REGULAR,3pt,Jump Shot,[],1641764,72.09264126149803,78.67647058823529,1610612744,20,18,2024-12-12T03:19:40Z,1470000,False,143.0,210.0,1,right,MISS B. Podziemski 25' step back 3PT,[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.10S,2024-12-12T03:18:17.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,20,18,2024-12-12T03:19:40Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,152.0,,,,,,,,,,,,,,,
154,PT00M00.00S,2024-12-12T03:18:21.1Z,1,REGULAR,period,end,[],0,,,1610612744,20,18,2024-12-12T03:18:21Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-12T03:21:07.2Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612744,20,18,2024-12-12T03:21:54Z,1500000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-12T03:21:07.2Z,2,REGULAR,substitution,out,['startperiod'],1641764,,,1610612744,20,18,2024-12-12T03:21:54Z,1510000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-12T03:21:07.2Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,20,18,2024-12-12T03:21:54Z,1520000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-12T03:21:07.2Z,2,REGULAR,substitution,in,['startperiod'],1630224,,,1610612744,20,18,2024-12-12T03:21:54Z,1530000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-12T03:21:07.2Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,20,18,2024-12-12T03:21:54Z,1540000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-12T03:21:07.2Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,20,18,2024-12-12T03:21:54Z,1550000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-12T03:22:09.8Z,2,REGULAR,period,start,[],0,,,1610612744,20,18,2024-12-12T03:22:09Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M46.00S,2024-12-12T03:22:23.3Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,20,18,2024-12-12T03:22:27Z,1570000,False,,,0,,D. Green bad pass TURNOVER (4 TO),"[203110, 1630224]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,4.0,Green,1630224.0,,,,,,,,,
163,PT11M46.00S,2024-12-12T03:22:23.3Z,2,REGULAR,steal,,[],1630224,,,1610612745,20,18,2024-12-12T03:22:25Z,1580000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
164,PT11M40.00S,2024-12-12T03:22:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,6.521024967148489,53.431372549019606,1610612745,22,18,2024-12-12T03:22:37Z,1590000,False,-17.0,9.0,1,left,A. Thompson running reverse Layup (2 PTS) (A. Holiday 1 AST),"[1641708, 1628988]",1610612745.0,HOU,running reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,2.0,,A. Holiday,1628988.0,1.0,,,,
166,PT11M29.00S,2024-12-12T03:22:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,82.34231274638634,49.26470588235294,1610612744,22,20,2024-12-12T03:22:44Z,1610000,False,-4.0,113.0,1,right,S. Curry 11' driving finger roll Layup (8 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,11.36,Made,,,,,,,,,,8.0,,,,,,,,
167,PT11M12.00S,2024-12-12T03:22:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,13.354139290407357,39.950980392156865,1610612745,24,20,2024-12-12T03:23:04Z,1620000,False,50.0,73.0,1,left,J. Green 8' driving floating Jump Shot (2 PTS),[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,8.86,Made,,,,,,,,,,2.0,,,,,,,,
168,PT11M00.00S,2024-12-12T03:23:10.3Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,24,20,2024-12-12T03:23:39Z,1630000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1628988]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Holiday,1628988.0,,,,,,,,,
169,PT11M00.00S,2024-12-12T03:23:10.3Z,2,REGULAR,steal,,[],1628988,,,1610612745,24,20,2024-12-12T03:23:12Z,1640000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
