actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
335,PT10M36.00S,2024-12-12T04:07:43.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,45,41,2024-12-12T04:08:32Z,3260000,False,,,0,,A. Sengun REBOUND (Off:2 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,334.0,9.0,7.0,2.0,,,,,,,,,,,,
336,PT10M21.00S,2024-12-12T04:07:57.3Z,3,REGULAR,3pt,Jump Shot,[],1630224,68.67608409986859,63.48039215686274,1610612745,45,41,2024-12-12T04:08:45Z,3270000,False,67.0,242.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
337,PT10M19.00S,2024-12-12T04:07:59.3Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,45,41,2024-12-12T04:08:45Z,3280000,False,,,0,,G. Payton II REBOUND (Off:1 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,336.0,5.0,4.0,1.0,,,,,,,,,,,,
338,PT10M17.00S,2024-12-12T04:08:02.4Z,3,REGULAR,turnover,bad pass,[],1627780,,,1610612744,45,41,2024-12-12T04:09:04Z,3290000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1628415]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Brooks,1628415.0,,,,,,,,,
339,PT10M17.00S,2024-12-12T04:08:02.4Z,3,REGULAR,steal,,[],1628415,,,1610612745,45,41,2024-12-12T04:08:04Z,3300000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
340,PT10M12.00S,2024-12-12T04:08:06.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,95.74572930354796,4.166666666666666,1610612745,45,41,2024-12-12T04:09:17Z,3310000,False,-229.0,-13.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
341,PT10M09.00S,2024-12-12T04:08:09.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,45,41,2024-12-12T04:09:25Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,,,340.0,,,,,,,,,,,,,,,
343,PT10M08.00S,2024-12-12T04:08:35.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,93.95532194480946,98.26133578431373,1610612745,45,41,2024-12-12T04:09:46Z,3340000,False,241.0,4.0,1,right,MISS D. Brooks 24' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
344,PT10M06.00S,2024-12-12T04:08:37.7Z,3,REGULAR,rebound,defensive,[],1630228,,,1610612744,45,41,2024-12-12T04:09:46Z,3350000,False,,,0,,J. Kuminga REBOUND (Off:2 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,,,343.0,3.0,1.0,2.0,,,,,,,,,,,,
346,PT09M50.00S,2024-12-12T04:09:18.1Z,3,REGULAR,foul,personal,[],1628415,,,1610612744,45,41,2024-12-12T04:09:25Z,3370000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1627780]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,201638.0,,,,2.0,0.0,Payton II,1627780.0
348,PT09M41.00S,2024-12-12T04:09:41.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,6.521024967148489,54.65686274509803,1610612744,45,43,2024-12-12T04:09:46Z,3390000,False,-23.0,9.0,1,left,J. Kuminga driving Layup (14 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,,,,14.0,,,,,,,,
349,PT09M28.00S,2024-12-12T04:09:54.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,80.6340341655716,44.36274509803921,1610612745,47,43,2024-12-12T04:11:00Z,3400000,False,-28.0,130.0,1,right,J. Green 13' pullup Jump Shot (10 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,13.25,Made,,,,,,,,,,10.0,,,,,,,,
350,PT09M19.00S,2024-12-12T04:10:04.6Z,3,REGULAR,2pt,Jump Shot,[],201939,22.946780551905388,70.09803921568627,1610612744,47,45,2024-12-12T04:11:16Z,3410000,False,-100.0,163.0,1,left,S. Curry 19' pullup Jump Shot (12 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,19.17,Made,,,,,,,,,,12.0,,,,,,,,
351,PT08M52.00S,2024-12-12T04:10:31.1Z,3,REGULAR,3pt,Jump Shot,[],1627832,87.99277266754271,96.56862745098039,1610612745,50,45,2024-12-12T04:10:35Z,3420000,False,233.0,60.0,1,right,F. VanVleet 24' 3PT  (5 PTS) (J. Smith Jr. 1 AST),"[1627832, 1631095]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,24.05,Made,,,,,,,,,,5.0,,J. Smith Jr.,1631095.0,1.0,,,,
353,PT08M33.00S,2024-12-12T04:10:52.1Z,3,REGULAR,3pt,Jump Shot,[],1627780,31.35676741130092,35.049019607843135,1610612744,50,45,2024-12-12T04:12:09Z,3440000,False,75.0,242.0,1,left,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
354,PT08M30.00S,2024-12-12T04:10:55.1Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612745,50,45,2024-12-12T04:12:09Z,3450000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,353.0,1.0,1.0,0.0,,,,,,,,,,,,
355,PT08M24.00S,2024-12-12T04:11:00.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,75.24638633377135,11.27450980392157,1610612745,53,45,2024-12-12T04:12:46Z,3460000,False,-194.0,180.0,1,right,J. Smith Jr. 26' 3PT running (10 PTS) (F. VanVleet 2 AST),"[1631095, 1627832]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.45,Made,,,,,,,,,,10.0,,F. VanVleet,1627832.0,2.0,,,,
357,PT08M09.00S,2024-12-12T04:11:15.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.1268068331143235,54.65686274509803,1610612744,53,47,2024-12-12T04:13:03Z,3480000,False,-23.0,5.0,1,left,S. Curry driving finger roll Layup (14 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,,,,,,14.0,,,,,,,,
358,PT07M44.00S,2024-12-12T04:11:39.6Z,3,REGULAR,2pt,Jump Shot,[],1630578,77.61169513797634,44.36274509803921,1610612745,53,47,2024-12-12T04:11:47Z,3490000,False,-28.0,158.0,1,right,MISS A. Sengun 16' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,16.05,Missed,,,,,,,,,,,,,,,,,,
359,PT07M42.00S,2024-12-12T04:11:41.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,53,47,2024-12-12T04:11:47Z,3500000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Center,,,,,358.0,,,,,,,,,,,,,,,
361,PT07M30.00S,2024-12-12T04:12:08.1Z,3,REGULAR,foul,personal,[],1628415,,,1610612744,53,47,2024-12-12T04:12:20Z,3520000,False,,,0,,D. Brooks personal FOUL (3 PF),"[1628415, 1627780]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201638.0,,,,3.0,0.0,Payton II,1627780.0
363,PT07M23.00S,2024-12-12T04:12:33.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,11.777266754270697,49.26470588235294,1610612744,53,47,2024-12-12T04:14:29Z,3540000,False,4.0,58.0,1,left,MISS J. Kuminga driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
364,PT07M22.00S,2024-12-12T04:12:34.9Z,3,REGULAR,rebound,offensive,[],1630228,,,1610612744,53,47,2024-12-12T04:14:29Z,3550000,False,,,0,,J. Kuminga REBOUND (Off:3 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,363.0,4.0,1.0,3.0,,,,,,,,,,,,
365,PT07M22.00S,2024-12-12T04:12:38.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630228,5.590000152587891,50.0,1610612744,53,47,2024-12-12T04:15:00Z,3560000,False,0.0,0.0,1,left,MISS J. Kuminga tip Layup,[1630228],1610612744.0,GSW,tip,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
366,PT07M21.00S,2024-12-12T04:12:39.0Z,3,REGULAR,rebound,offensive,[],1630228,,,1610612744,53,47,2024-12-12T04:15:00Z,3570000,False,,,0,,J. Kuminga REBOUND (Off:4 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,365.0,5.0,1.0,4.0,,,,,,,,,,,,
367,PT07M21.00S,2024-12-12T04:12:39.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630228,5.590000152587891,50.0,1610612744,53,49,2024-12-12T04:15:08Z,3580000,False,0.0,0.0,1,left,J. Kuminga tip Layup (16 PTS),[1630228],1610612744.0,GSW,tip,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,16.0,,,,,,,,
368,PT07M02.00S,2024-12-12T04:12:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.64323258869908,54.41176470588235,1610612745,55,49,2024-12-12T04:12:57Z,3590000,False,22.0,7.0,1,right,D. Brooks driving Layup (5 PTS) (A. Sengun 3 AST),"[1628415, 1630578]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,,,,5.0,,A. Sengun,1630578.0,3.0,,,,
370,PT06M50.00S,2024-12-12T04:13:06.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,19.136005256241788,37.254901960784316,1610612744,55,51,2024-12-12T04:15:34Z,3610000,False,64.0,127.0,1,left,D. Green 14' pullup Jump Shot (6 PTS),[203110],1610612744.0,GSW,pullup,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,14.24,Made,,,,,,,,,,6.0,,,,,,,,
371,PT06M35.00S,2024-12-12T04:13:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,89.04402102496715,51.225490196078425,1610612745,55,51,2024-12-12T04:16:04Z,3620000,False,6.0,50.0,1,right,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,,,,
372,PT06M34.00S,2024-12-12T04:13:23.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,55,51,2024-12-12T04:16:04Z,3630000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,371.0,2.0,2.0,0.0,,,,,,,,,,,,
373,PT06M28.00S,2024-12-12T04:13:28.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203110,6.521024967148489,55.392156862745104,1610612744,55,51,2024-12-12T04:16:45Z,3640000,False,-27.0,9.0,1,left,MISS D. Green running Layup - blocked,"[203110, 1631095]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.84,Missed,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,
383,PT06M28.00S,2024-12-12T04:13:28.6Z,3,REGULAR,block,,[],1631095,,,1610612744,55,51,2024-12-12T04:16:24Z,3645000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT06M27.00S,2024-12-12T04:13:29.6Z,3,REGULAR,rebound,offensive,[],1627780,,,1610612744,55,51,2024-12-12T04:16:45Z,3650000,False,,,0,,G. Payton II REBOUND (Off:2 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,373.0,6.0,4.0,2.0,,,,,,,,,,,,
375,PT06M20.00S,2024-12-12T04:13:35.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627741,8.360709592641262,7.598039215686274,1610612744,55,53,2024-12-12T04:16:57Z,3660000,False,212.0,26.0,1,left,B. Hield 21' pullup Jump Shot (6 PTS) (G. Payton II 2 AST),"[1627741, 1627780]",1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right,21.36,Made,,,,,,,,,,6.0,,G. Payton II,1627780.0,2.0,,,,
377,PT06M02.00S,2024-12-12T04:13:53.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,81.42247043363994,44.36274509803921,1610612745,57,53,2024-12-12T04:13:59Z,3680000,False,-28.0,122.0,1,right,A. Sengun 12' floating Jump Shot (17 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.53,Made,,,,,,,,,,17.0,,F. VanVleet,1627832.0,3.0,,,,
379,PT05M49.00S,2024-12-12T04:14:08.2Z,3,REGULAR,2pt,Jump Shot,[],201939,9.017739816031538,33.088235294117645,1610612744,57,55,2024-12-12T04:14:14Z,3700000,False,85.0,32.0,1,left,S. Curry 9' driving floating Jump Shot (16 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,9.06,Made,,,,,,,,,,16.0,,,,,,,,
380,PT05M49.00S,2024-12-12T04:14:14.3Z,3,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612744,57,55,2024-12-12T04:14:21Z,3710000,False,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Curry 1 FT),"[1627832, 201939]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628159.0,,,,2.0,0.0,Curry,201939.0
382,PT05M49.00S,2024-12-12T04:14:24.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,57,55,2024-12-12T04:14:29Z,3730000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,out,[],1630224,,,1610612744,57,55,2024-12-12T04:17:39Z,3740000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,out,[],1630578,,,1610612744,57,55,2024-12-12T04:17:39Z,3750000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,out,[],203110,,,1610612744,57,55,2024-12-12T04:17:39Z,3760000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,out,[],1627780,,,1610612744,57,55,2024-12-12T04:17:39Z,3770000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,in,[],1641708,,,1610612744,57,55,2024-12-12T04:17:39Z,3780000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,in,[],1631106,,,1610612744,57,55,2024-12-12T04:17:39Z,3790000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,in,[],1641764,,,1610612744,57,55,2024-12-12T04:17:39Z,3800000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M49.00S,2024-12-12T04:17:20.6Z,3,REGULAR,substitution,in,[],1631218,,,1610612744,57,55,2024-12-12T04:17:39Z,3810000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M49.00S,2024-12-12T04:17:58.0Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,57,55,2024-12-12T04:18:02Z,3820000,False,,,0,,MISS S. Curry Free Throw 1 of 1,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
393,PT05M49.00S,2024-12-12T04:17:58.0Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,57,55,2024-12-12T04:18:02Z,3830000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,392.0,4.0,2.0,2.0,,,,,,,,,,,,
394,PT05M33.00S,2024-12-12T04:18:13.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,93.38042049934296,45.83333333333333,1610612745,59,55,2024-12-12T04:19:00Z,3840000,False,-21.0,10.0,1,right,A. Thompson alley-oop DUNK (6 PTS) (F. VanVleet 4 AST),"[1641708, 1627832]",1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,,,,,,6.0,,F. VanVleet,1627832.0,4.0,,,,
396,PT05M06.00S,2024-12-12T04:18:39.9Z,3,REGULAR,3pt,Jump Shot,[],1627741,31.225361366622867,33.57843137254902,1610612744,59,58,2024-12-12T04:18:44Z,3860000,False,82.0,241.0,1,left,B. Hield 25' 3PT  (9 PTS) (B. Podziemski 1 AST),"[1627741, 1641764]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.46,Made,,,,,,,,,,9.0,,B. Podziemski,1641764.0,1.0,,,,
398,PT04M51.00S,2024-12-12T04:18:56.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,92.9862023653088,48.03921568627451,1610612745,59,58,2024-12-12T04:19:42Z,3880000,False,-10.0,13.0,1,right,MISS F. VanVleet driving finger roll Layup,[1627832],1610612745.0,HOU,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
399,PT04M49.00S,2024-12-12T04:18:58.6Z,3,REGULAR,rebound,defensive,[],1631218,,,1610612744,59,58,2024-12-12T04:19:42Z,3890000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,398.0,1.0,1.0,0.0,,,,,,,,,,,,
400,PT04M29.00S,2024-12-12T04:19:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,5.863994743758213,55.392156862745104,1610612744,59,58,2024-12-12T04:20:14Z,3900000,False,-27.0,3.0,1,left,MISS J. Kuminga driving finger roll Layup,[1630228],1610612744.0,GSW,driving finger roll,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
401,PT04M27.00S,2024-12-12T04:19:20.9Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,59,58,2024-12-12T04:20:14Z,3910000,False,,,0,,T. Eason REBOUND (Off:1 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,400.0,4.0,3.0,1.0,,,,,,,,,,,,
402,PT04M04.00S,2024-12-12T04:19:43.5Z,3,REGULAR,2pt,Jump Shot,[],1628415,74.19513797634691,54.65686274509803,1610612745,59,58,2024-12-12T04:20:40Z,3920000,False,23.0,190.0,1,right,MISS D. Brooks 19' Jump Shot,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,19.15,Missed,,,,,,,,,,,,,,,,,,
403,PT04M02.00S,2024-12-12T04:19:45.5Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,59,58,2024-12-12T04:20:40Z,3930000,False,,,0,,S. Curry REBOUND (Off:1 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,402.0,3.0,2.0,1.0,,,,,,,,,,,,
404,PT03M54.00S,2024-12-12T04:19:52.9Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612744,59,58,2024-12-12T04:20:00Z,3940000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1631095, 1631218]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Jackson-Davis,1631218.0
406,PT03M54.00S,2024-12-12T04:20:25.7Z,3,REGULAR,freethrow,1 of 2,[],1631218,,,1610612744,59,59,2024-12-12T04:20:25Z,3960000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (3 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
407,PT03M54.00S,2024-12-12T04:20:26.3Z,3,REGULAR,substitution,out,[],201939,,,1610612744,59,59,2024-12-12T04:20:29Z,3970000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M54.00S,2024-12-12T04:20:26.3Z,3,REGULAR,substitution,in,[],1630322,,,1610612744,59,59,2024-12-12T04:20:29Z,3980000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M54.00S,2024-12-12T04:20:42.2Z,3,REGULAR,freethrow,2 of 2,[],1631218,,,1610612744,59,60,2024-12-12T04:20:42Z,3990000,False,,,0,,T. Jackson-Davis Free Throw 2 of 2 (4 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
410,PT03M39.00S,2024-12-12T04:20:58.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,92.32917214191852,51.225490196078425,1610612745,61,60,2024-12-12T04:21:02Z,4000000,False,6.0,20.0,1,right,A. Thompson cutting DUNK (8 PTS) (F. VanVleet 5 AST),"[1641708, 1627832]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,8.0,,F. VanVleet,1627832.0,5.0,,,,
412,PT03M16.00S,2024-12-12T04:21:24.1Z,3,REGULAR,2pt,Jump Shot,[],1641764,26.888961892247043,28.921568627450984,1610612744,61,60,2024-12-12T04:21:55Z,4020000,False,105.0,200.0,1,left,MISS B. Podziemski 22' step back Shot,[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right Center,22.63,Missed,,,,,,,,,,,,,,,,,,
413,PT03M14.00S,2024-12-12T04:21:26.1Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,61,60,2024-12-12T04:21:55Z,4030000,False,,,0,,T. Eason REBOUND (Off:1 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,,,,,412.0,5.0,4.0,1.0,,,,,,,,,,,,
414,PT03M04.00S,2024-12-12T04:21:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.59198423127464,53.67647058823529,1610612745,63,60,2024-12-12T04:22:19Z,4040000,False,18.0,17.0,1,right,D. Brooks cutting Layup (7 PTS) (F. VanVleet 6 AST),"[1628415, 1627832]",1610612745.0,HOU,cutting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,,,,7.0,,F. VanVleet,1627832.0,6.0,,,,
416,PT02M45.00S,2024-12-12T04:21:52.9Z,3,REGULAR,3pt,Jump Shot,[],1630322,31.225361366622867,24.264705882352942,1610612744,63,63,2024-12-12T04:21:57Z,4060000,False,129.0,241.0,1,left,L. Waters III 27' 3PT  (3 PTS) (B. Podziemski 2 AST),"[1630322, 1641764]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,27.32,Made,,,,,,,,,,3.0,,B. Podziemski,1641764.0,2.0,,,,
418,PT02M29.00S,2024-12-12T04:22:10.1Z,3,REGULAR,3pt,Jump Shot,[],1627832,64.99671484888306,54.41176470588235,1610612745,63,63,2024-12-12T04:22:55Z,4080000,False,22.0,277.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.74,Missed,,,,,,,,,,,,,,,,,,
