actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
89,PT05M16.00S,2024-11-24T01:25:00.5Z,1,REGULAR,3pt,Jump Shot,[],203924,22.158344283837057,8.333333333333332,1610612757,12,15,2024-11-24T01:25:08Z,880000,False,208.0,156.0,1,left,J. Grant 26' 3PT  (5 PTS) (A. Simons 2 AST),"[203924, 1629014]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Grant,J. Grant,,,26.01,Made,,,,,5.0,,,,A. Simons,1629014.0,2.0,,
91,PT04M58.00S,2024-11-24T01:25:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.56701708278581,83.82352941176471,1610612745,12,15,2024-11-24T01:25:25Z,900000,False,169.0,215.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,27.34,Missed,,,,,,,,,,,,,
92,PT04M55.00S,2024-11-24T01:25:21.3Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,12,15,2024-11-24T01:25:25Z,910000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,A. Thompson,,,,,91.0,1.0,0.0,1.0,,,,,,,,,
93,PT04M48.00S,2024-11-24T01:25:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,90.75229960578186,52.20588235294118,1610612745,12,15,2024-11-24T01:25:40Z,920000,False,11.0,34.0,1,right,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1642270]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,3.61,Missed,,,,,,,Clingan,1642270.0,,,,,
94,PT04M48.00S,2024-11-24T01:25:29.1Z,1,REGULAR,block,,[],1642270,,,1610612745,12,15,2024-11-24T01:25:31Z,930000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,
95,PT04M48.00S,2024-11-24T01:25:29.1Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,12,15,2024-11-24T01:25:40Z,940000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,,,,Simons,A. Simons,,,,,93.0,1.0,1.0,0.0,,,,,,,,,
96,PT04M42.00S,2024-11-24T01:25:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612757,12,15,2024-11-24T01:25:48Z,950000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Grant 2 FT),"[1628415, 203924]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Brooks,D. Brooks,Grant,203924.0,,,,,,,,,,,,,,,
98,PT04M42.00S,2024-11-24T01:26:07.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203924,,,1610612757,12,16,2024-11-24T01:28:10Z,970000,False,,,0,,J. Grant Free Throw 1 of 2 (6 PTS),[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,Made,,,,,6.0,,,,,,,,
99,PT04M42.00S,2024-11-24T01:26:08.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612757,12,16,2024-11-24T01:26:20Z,980000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
100,PT04M42.00S,2024-11-24T01:26:08.3Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,12,16,2024-11-24T01:26:20Z,990000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,,,,,,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,
101,PT04M42.00S,2024-11-24T01:26:08.3Z,1,REGULAR,substitution,in,[],1631106,,,1610612757,12,16,2024-11-24T01:26:20Z,1000000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
102,PT04M42.00S,2024-11-24T01:26:08.3Z,1,REGULAR,substitution,in,[],1630625,,,1610612757,12,16,2024-11-24T01:26:20Z,1010000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2024-11-24T01:26:07.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203924,,,1610612757,12,17,2024-11-24T01:28:10Z,1020000,False,,,0,,J. Grant Free Throw 2 of 2 (7 PTS),[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,Made,,,,,7.0,,,,,,,,
104,PT04M26.00S,2024-11-24T01:26:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,73.66951379763469,87.25490196078431,1610612745,12,17,2024-11-24T01:26:59Z,1030000,False,186.0,195.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Brooks,D. Brooks,,,26.97,Missed,,,,,,,,,,,,,
105,PT04M23.00S,2024-11-24T01:26:54.7Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,12,17,2024-11-24T01:26:59Z,1040000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Simons,A. Simons,,,,,104.0,2.0,2.0,0.0,,,,,,,,,
106,PT04M20.00S,2024-11-24T01:26:57.7Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,12,17,2024-11-24T01:27:03Z,1050000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1630224]",1610612757.0,POR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Simons,A. Simons,,,,,,,,,,1.0,,,,,,Green,1630224.0
107,PT04M20.00S,2024-11-24T01:26:57.7Z,1,REGULAR,steal,,[],1630224,,,1610612745,12,17,2024-11-24T01:26:59Z,1060000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,J. Green,,,,,,,,,,,,,,,,,
108,PT04M15.00S,2024-11-24T01:27:06.2Z,1,REGULAR,foul,offensive,[],1641708,,,1610612745,12,17,2024-11-24T01:27:14Z,1070000,False,,,0,,A. Thompson charge offensive FOUL (1 PF),"[1641708, 1641739]",1610612745.0,HOU,charge,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,1.0,0.0,Thompson,A. Thompson,Camara,1641739.0,,,,,,,,,,,,,,,
110,PT04M15.00S,2024-11-24T01:27:06.2Z,1,REGULAR,turnover,offensive foul,[],1641708,,,1610612745,12,17,2024-11-24T01:27:14Z,1090000,False,,,0,,A. Thompson offensive foul TURNOVER (1 TO),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,,,Thompson,A. Thompson,,,,,,,,,,1.0,,,,,,,
111,PT04M05.00S,2024-11-24T01:27:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,10.33180026281209,37.99019607843137,1610612757,12,19,2024-11-24T01:27:35Z,1100000,False,60.0,45.0,1,left,A. Simons 7' driving Layup (7 PTS),[1629014],1610612757.0,POR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Simons,A. Simons,,,7.48,Made,,,,,7.0,,,,,,,,
112,PT03M51.00S,2024-11-24T01:27:42.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.56701708278581,82.1078431372549,1610612745,15,19,2024-11-24T01:27:48Z,1110000,False,161.0,215.0,1,right,J. Green 26' 3PT step back (5 PTS),[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,26.81,Made,,,,,5.0,,,,,,,,
113,PT03M40.00S,2024-11-24T01:27:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,11.12023653088042,49.754901960784316,1610612757,15,21,2024-11-24T01:27:59Z,1120000,False,1.0,52.0,1,left,D. Avdija driving finger roll Layup (2 PTS) (D. Banton 1 AST),"[1630166, 1630625]",1610612757.0,POR,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Avdija,D. Avdija,,,5.2,Made,,,,,2.0,,,,D. Banton,1630625.0,1.0,,
115,PT03M21.00S,2024-11-24T01:28:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,88.91261498028909,49.50980392156863,1610612745,15,21,2024-11-24T01:28:19Z,1140000,False,-2.0,52.0,1,right,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eason,T. Eason,,,5.18,Missed,,,,,,,,,,,,,
116,PT03M18.00S,2024-11-24T01:28:15.2Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,15,21,2024-11-24T01:28:19Z,1150000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eason,T. Eason,,,,,115.0,1.0,0.0,1.0,,,,,,,,,
117,PT03M17.00S,2024-11-24T01:28:16.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,88.51839684625493,49.50980392156863,1610612745,15,21,2024-11-24T01:28:27Z,1160000,False,-2.0,55.0,1,right,MISS T. Eason Layup - blocked,"[1631106, 1641739]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eason,T. Eason,,,5.55,Missed,,,,,,,Camara,1641739.0,,,,,
132,PT03M17.00S,2024-11-24T01:28:16.2Z,1,REGULAR,block,,[],1641739,,,1610612745,15,21,2024-11-24T01:31:04Z,1165000,False,,,0,,T. Camara BLOCK (1 BLK),[1641739],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
118,PT03M17.00S,2024-11-24T01:28:16.2Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,15,21,2024-11-24T01:31:04Z,1170000,False,,,0,,T. Camara REBOUND (Off:1 Def:3),[1641739],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Camara,T. Camara,,,,,117.0,4.0,3.0,1.0,,,,,,,,,
119,PT03M04.00S,2024-11-24T01:28:29.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,24.78646517739816,12.254901960784313,1610612757,15,21,2024-11-24T01:28:49Z,1180000,False,189.0,180.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Camara,T. Camara,,,26.11,Missed,,,,,,,,,,,,,
120,PT03M00.00S,2024-11-24T01:28:33.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,15,21,2024-11-24T01:28:49Z,1190000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,119.0,,,,,,,,,,,,
122,PT03M00.00S,2024-11-24T01:28:53.7Z,1,REGULAR,foul,personal,[],1630625,,,1610612745,15,21,2024-11-24T01:29:01Z,1210000,False,,,0,,D. Banton loose ball personal FOUL (1 PF),"[1630625, 1630224]",1610612757.0,POR,loose ball,,,,,,Mid-Range,8-16 Right,1628951.0,1.0,0.0,Banton,D. Banton,Green,1630224.0,,,,,,,,,,,,,,,
124,PT03M00.00S,2024-11-24T01:29:00.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,15,21,2024-11-24T01:29:08Z,1230000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
125,PT03M00.00S,2024-11-24T01:29:00.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612745,15,21,2024-11-24T01:29:08Z,1240000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,
126,PT03M00.00S,2024-11-24T01:29:00.4Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,15,21,2024-11-24T01:29:08Z,1250000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
127,PT03M00.00S,2024-11-24T01:29:00.4Z,1,REGULAR,substitution,in,[],1631200,,,1610612745,15,21,2024-11-24T01:29:08Z,1260000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,
128,PT02M41.00S,2024-11-24T01:29:16.8Z,1,REGULAR,2pt,Jump Shot,[],1630224,76.16622864651774,51.470588235294116,1610612745,15,21,2024-11-24T01:29:27Z,1270000,False,7.0,172.0,1,right,MISS J. Green 17' step back Shot,[1630224],1610612745.0,HOU,step back,,,,,,Mid-Range,16-24 Center,,,,Green,J. Green,,,17.17,Missed,,,,,,,,,,,,,
129,PT02M39.00S,2024-11-24T01:29:20.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,15,21,2024-11-24T01:29:20Z,1280000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,128.0,,,,,,,,,,,,
131,PT02M39.00S,2024-11-24T01:29:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,15,21,2024-11-24T01:29:27Z,1300000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M39.00S,2024-11-24T01:31:31.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612757,15,21,2024-11-24T01:32:19Z,1310000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
134,PT02M39.00S,2024-11-24T01:31:31.2Z,1,REGULAR,substitution,in,[],1642263,,,1610612757,15,21,2024-11-24T01:32:19Z,1320000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,
162,PT02M39.00S,2024-11-24T01:31:31.2Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,15,21,2024-11-24T01:35:54Z,1325000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
163,PT02M39.00S,2024-11-24T01:31:31.2Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,15,21,2024-11-24T01:35:54Z,1327500,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,,,,,,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,
135,PT02M19.00S,2024-11-24T01:32:43.9Z,1,REGULAR,3pt,Jump Shot,[],203924,24.78646517739816,9.558823529411764,1610612757,15,24,2024-11-24T01:32:49Z,1330000,False,202.0,180.0,1,left,J. Grant 27' 3PT  (10 PTS) (K. Murray 1 AST),"[203924, 1631200]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Grant,J. Grant,,,27.1,Made,,,,,10.0,,,,K. Murray,1631200.0,1.0,,
137,PT02M02.00S,2024-11-24T01:33:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.06636005256242,59.31372549019608,1610612745,15,24,2024-11-24T01:33:06Z,1350000,False,47.0,22.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,A. Thompson,,,5.16,Missed,,,,,,,,,,,,,
138,PT02M00.00S,2024-11-24T01:33:03.2Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,15,24,2024-11-24T01:33:06Z,1360000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Banton,D. Banton,,,,,137.0,1.0,1.0,0.0,,,,,,,,,
139,PT01M56.00S,2024-11-24T01:33:08.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641712,9.280551905387648,45.83333333333333,1610612757,15,24,2024-11-24T01:46:49Z,1370000,False,21.0,35.0,1,left,MISS R. Rupert running Layup,[1641712],1610612757.0,POR,running,,,,,,Restricted Area,0-8 Center,,,,Rupert,R. Rupert,,,4.05,Missed,,,,,,,,,,,,,
141,PT01M53.00S,2024-11-24T01:33:11.0Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,15,24,2024-11-24T01:33:23Z,1390000,False,,,0,,J. Grant REBOUND (Off:1 Def:0),[203924],1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,,,,Grant,J. Grant,,,,,139.0,1.0,0.0,1.0,,,,,,,,,
142,PT01M52.00S,2024-11-24T01:33:12.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630625,30.699737187910642,29.166666666666668,1610612757,15,24,2024-11-24T01:33:28Z,1400000,False,104.0,236.0,1,left,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Banton,D. Banton,,,25.81,Missed,,,,,,,,,,,,,
143,PT01M47.00S,2024-11-24T01:33:17.1Z,1,REGULAR,rebound,offensive,[],1641712,,,1610612757,15,24,2024-11-24T02:18:02Z,1410000,False,,,0,,R. Rupert REBOUND (Off:1 Def:0),[1641712],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Rupert,R. Rupert,,,,,142.0,1.0,0.0,1.0,,,,,,,,,
144,PT01M45.00S,2024-11-24T01:33:17.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631200,7.5722733245729295,3.9215686274509802,1610612757,15,24,2024-11-24T01:33:32Z,1420000,False,230.0,19.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,,,,Right Corner 3,24+ Right,,,,Murray,K. Murray,,,23.12,Missed,,,,,,,,,,,,,
145,PT01M44.00S,2024-11-24T01:33:18.5Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,15,24,2024-11-24T01:33:32Z,1430000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Landale,J. Landale,,,,,144.0,1.0,1.0,0.0,,,,,,,,,
146,PT01M38.00S,2024-11-24T01:33:26.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630625,,,1610612745,15,24,2024-11-24T01:33:50Z,1440000,False,,,0,,D. Banton shooting personal FOUL (2 PF) (Green 2 FT),"[1630625, 1630224]",1610612757.0,POR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,2.0,0.0,Banton,D. Banton,Green,1630224.0,,,,,,,,,,,,,,,
148,PT01M38.00S,2024-11-24T01:33:58.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630224,,,1610612745,16,24,2024-11-24T01:49:46Z,1460000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,Made,,,,,6.0,,,,,,,,
149,PT01M38.00S,2024-11-24T01:34:00.2Z,1,REGULAR,substitution,out,[],203924,,,1610612745,16,24,2024-11-24T01:34:06Z,1470000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,
150,PT01M38.00S,2024-11-24T01:34:00.2Z,1,REGULAR,substitution,in,[],1631101,,,1610612745,16,24,2024-11-24T01:34:06Z,1480000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,
151,PT01M38.00S,2024-11-24T01:33:58.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630224,,,1610612745,17,24,2024-11-24T01:49:46Z,1490000,False,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,Made,,,,,7.0,,,,,,,,
154,PT01M25.00S,2024-11-24T01:34:39.1Z,1,REGULAR,turnover,out-of-bounds,[],1631200,,,1610612757,17,24,2024-11-24T03:13:43Z,1500000,False,,,0,,K. Murray lost ball out-of-bounds TURNOVER (1 TO),[1631200],1610612757.0,POR,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,,,Murray,K. Murray,,,,,,,,,,1.0,,,,,,,
155,PT01M14.00S,2024-11-24T01:34:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641708,93.38042049934296,55.14705882352941,1610612745,19,24,2024-11-24T01:35:00Z,1510000,False,26.0,10.0,1,right,A. Thompson driving Layup (5 PTS),[1641708],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Thompson,A. Thompson,,,2.75,Made,,,,,5.0,,,,,,,,
156,PT01M06.00S,2024-11-24T01:35:02.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631200,4.944152431011826,43.627450980392155,1610612757,19,26,2024-11-24T01:51:31Z,1520000,False,32.0,-6.0,1,left,K. Murray cutting DUNK (2 PTS) (D. Banton 2 AST),"[1631200, 1630625]",1610612757.0,POR,cutting,,,,,,Restricted Area,0-8 Center,,,,Murray,K. Murray,,,3.25,Made,,,,,2.0,,,,D. Banton,1630625.0,2.0,,
158,PT01M00.00S,2024-11-24T01:35:08.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630625,,,1610612745,19,26,2024-11-24T01:35:31Z,1540000,False,,,0,,D. Banton shooting personal FOUL (3 PF) (Eason 2 FT),"[1630625, 1631106]",1610612757.0,POR,shooting,,,,,,Restricted Area,0-8 Center,1628951.0,3.0,0.0,Banton,D. Banton,Eason,1631106.0,,,,,,,,,,,,,,,
160,PT01M00.00S,2024-11-24T01:35:35.6Z,1,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,20,26,2024-11-24T01:35:35Z,1560000,False,,,0,,T. Eason Free Throw 1 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,Made,,,,,1.0,,,,,,,,
161,PT01M00.00S,2024-11-24T01:35:49.4Z,1,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,21,26,2024-11-24T01:35:49Z,1570000,False,,,0,,T. Eason Free Throw 2 of 2 (2 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,Made,,,,,2.0,,,,,,,,
164,PT00M49.40S,2024-11-24T01:36:02.6Z,1,REGULAR,2pt,Jump Shot,[],1631101,22.421156373193167,76.22549019607843,1610612757,21,26,2024-11-24T01:36:13Z,1580000,False,-131.0,158.0,1,left,MISS S. Sharpe 20' step back Shot,[1631101],1610612757.0,POR,step back,,,,,,Mid-Range,16-24 Left Center,,,,Sharpe,S. Sharpe,,,20.55,Missed,,,,,,,,,,,,,
165,PT00M47.70S,2024-11-24T01:36:04.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,21,26,2024-11-24T01:54:05Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,164.0,,,,,,,,,,,,
234,PT00M47.40S,2024-11-24T01:36:23.9Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612757,21,26,2024-11-24T01:54:05Z,1615000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M47.40S,2024-11-24T01:38:11.6Z,1,REGULAR,foul,personal,[],1631106,,,1610612757,21,26,2024-11-24T01:54:05Z,1720000,False,,,0,,T. Eason loose ball personal FOUL (1 PF),"[1631106, 1630166]",1610612745.0,HOU,loose ball,,,,,,Mid-Range,16-24 Center,1627519.0,1.0,0.0,Eason,T. Eason,Avdija,1630166.0,,,,,,,,,,,,,,,
170,PT00M47.40S,2024-11-24T01:38:12.9Z,1,REGULAR,substitution,out,[],1629111,,,1610612757,21,26,2024-11-24T01:54:05Z,1745000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
171,PT00M47.40S,2024-11-24T01:38:12.9Z,1,REGULAR,substitution,out,[],1642263,,,1610612757,21,26,2024-11-24T01:54:05Z,1747500,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,
172,PT00M47.40S,2024-11-24T01:38:12.9Z,1,REGULAR,substitution,out,[],1630625,,,1610612757,21,26,2024-11-24T01:54:05Z,1748750,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,
174,PT00M47.40S,2024-11-24T01:38:12.9Z,1,REGULAR,substitution,in,[],1631095,,,1610612757,21,26,2024-11-24T01:54:05Z,1749375,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
175,PT00M47.40S,2024-11-24T01:38:12.9Z,1,REGULAR,substitution,in,[],1628415,,,1610612757,21,26,2024-11-24T01:54:05Z,1749687,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
176,PT00M47.40S,2024-11-24T01:38:12.9Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,21,26,2024-11-24T01:54:05Z,1749843,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,
181,PT00M34.30S,2024-11-24T01:39:43.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631200,24.78646517739816,11.27450980392157,1610612757,21,26,2024-11-24T01:54:05Z,1750000,False,194.0,180.0,1,left,MISS K. Murray 26' 3PT,[1631200],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Murray,K. Murray,,,26.47,Missed,,,,,,,,,,,,,
182,PT00M33.70S,2024-11-24T01:39:43.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,21,26,2024-11-24T01:39:57Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,181.0,,,,,,,,,,,,
183,PT00M33.70S,2024-11-24T01:39:58.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,21,26,2024-11-24T01:40:09Z,1770000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,Mid-Range,8-16 Right,2004.0,,,,,,,,,,,,,,,,,,,,,
